bill_id,session,session_year,primary_sponsor,all_sponsors,summary,keywords,bill_url
HC8017,2023-RS,2023,Representative Mortenson (prime),Representatives Mortenson (prime) and Weisgram and Senator Mehlhaff,Recognizing Lincoln Kienholz's high school athletic achievement and commitment to play collegiate football.,,http://sdlegislature.gov/Session/Bill/24299
HC8018,2023-RS,2023,Representative Nelson (prime),"Representatives Nelson (prime), Bartels, Duba, Emery, Kull, Lesmeister, Moore, Mortenson, Olson, Otten (Ernie), Perry, Pinnow, Pourier, Reisch, Stevens, Venhuizen, and Wittman and Senators Bordeaux, Deibert, Diedrich, Duhamel, Foster, Larson, Mehlhaff, Nesiba, Reed, and Schoenbeck",Honoring the life and legacy of U.S. Senator James Abourezk.,,http://sdlegislature.gov/Session/Bill/24375
HC8019,2023-RS,2023,Representative Nelson (prime),"Representatives Nelson (prime), Duba, Emery, Lesmeister, Pourier, and Wittman and Senators Bordeaux, Larson, and Nesiba",Recognizing the life and accomplishments of Dr. Jack Billion.,,http://sdlegislature.gov/Session/Bill/24374
HC8020,2023-RS,2023,Representative Blare (prime),"Representatives Blare (prime), Arlint, Bartels, Chaffee, Gross, Koth, Krohmer, May, Moore, Olson, Perry, Pinnow, Reimer, Reisch, Stevens, Teunissen, Venhuizen, and Weisgram and Senators Beal, Bolin, Duhamel, Mehlhaff, Reed, Schoenbeck, Schoenfish, and Wiik","Celebrating the life, legacy, and accomplishments of ""Big"" Tom Olson.",,http://sdlegislature.gov/Session/Bill/24372
HCR6001,2023-RS,2023,Representative Deutsch (prime),"Representatives Deutsch (prime), Healy, Otten (Ernie), Rehfeldt, and Stevens and Senators Reed (prime), Schoenfish, Tobin, and Wheeler at the request of the Study Committee on Juvenile Justice",To recommend the Executive Board establish a task force to study a potential optional educational path.,Education; House Concurrent Resolution; Legislative Study,http://sdlegislature.gov/Session/Bill/23725
HCR6002,2023-RS,2023,Representative Rehfeldt (prime),"Representatives Rehfeldt (prime), Deutsch, Healy, Otten (Ernie), and Stevens and Senators Reed (prime), Schoenfish, Tobin, and Wheeler at the request of the Study Committee on Juvenile Justice",To encourage the Executive Board of the Legislature to continue researching childhood mental health and mental health services available to children in this state.,House Concurrent Resolution; Juvenile Justice; Minors,http://sdlegislature.gov/Session/Bill/23738
HCR6003,2023-RS,2023,Representative Teunissen (prime),Representative Teunissen (prime),Encouraging the Executive Board of the Legislature to authorize the interim legislative study of long-term care services for veterans regardless of disability ratings and to develop long-term care plans for VA-operated purchased and subsidized long-term care services.,House Concurrent Resolution; Legislative Study; Veterans Affairs,http://sdlegislature.gov/Session/Bill/23862
HCR6004,2023-RS,2023,Representative Emery (prime),"Representatives Emery (prime), Blare, Duba, Lesmeister, Moore, Nelson, Perry, Pourier, Reimer, Shorma, and Wittman and Senators Bordeaux and Zikmund",Encouraging the Executive Board of the Legislature to authorize an interim study of the licensure and nomenclature of emergency medical and advanced life support personnel.,Emergency Medical Services; House Concurrent Resolution; Legislative Study; Professions and Occupations; Public Health and Safety,http://sdlegislature.gov/Session/Bill/23898
HCR6005,2023-RS,2023,Representative Healy (prime),"Representatives Healy (prime), Duba, Emery, Lesmeister, Nelson, Pourier, and Wittman and Senators Bordeaux, Larson, and Nesiba",Recognizing the right to contraception and supporting access to contraception for all adults.,House Concurrent Resolution,http://sdlegislature.gov/Session/Bill/24164
HCR6006,2023-RS,2023,Representative Jensen (Phil) (prime),"Representatives Jensen (Phil) (prime), Perry, and Randolph and Senator Frye-Mueller",Encouraging the humane and fair treatment of the January 6 defendants.,House Concurrent Resolution,http://sdlegislature.gov/Session/Bill/24174
HCR6007,2023-RS,2023,Representative Jensen (Phil) (prime),"Representatives Jensen (Phil) (prime), Aylward, Lems, and Perry and Senators Frye-Mueller and Pischke",Affirming the importance of the constitutionally required legislative oath of office.,House Concurrent Resolution,http://sdlegislature.gov/Session/Bill/24007
HCR6008,2023-RS,2023,Representative Jensen (Phil) (prime),Representatives Jensen (Phil) (prime) and Perry and Senators Frye-Mueller and Pischke,"Affirming, supporting, and defending certain principles, values, and goals.",House Concurrent Resolution,http://sdlegislature.gov/Session/Bill/23985
HCR6009,2023-RS,2023,Representative Peterson (Sue) (prime),"Representatives Peterson (Sue) (prime), Aylward, Gross, Mulder, Perry, Reimer, Sjaarda, Teunissen, Tordsen, and Venhuizen and Senators Kolbeck (Jack), Kolbeck (Steve), Stalzer, and Zikmund",Encouraging the Executive Board of the Legislature to establish a taskforce to address the standardization of outdoor emergency warning system activation policies.,House Concurrent Resolution; Legislative Study,http://sdlegislature.gov/Session/Bill/24176
HCR6010,2023-RS,2023,Representative Healy (prime),"Representatives Healy (prime), Duba, Emery, Lesmeister, Nelson, Pourier, and Wittman and Senators Bordeaux, Larson, and Nesiba",Encouraging the Executive Board of the Legislature to establish a taskforce to study the availability of childcare.,House Concurrent Resolution; Legislative Study,http://sdlegislature.gov/Session/Bill/24181
HCR6011,2023-RS,2023,Representative Cammack (prime),"Representatives Cammack (prime), Aylward, Bartels, Blare, Chase, Duba, Duffy, Emery, Gross, Healy, Jensen (Kevin), Koth, Kull, Lesmeister, Massie, May, Mills, Moore, Nelson, Olson, Otten (Ernie), Perry, Peterson (Sue), Pourier, Rehfeldt, Reisch, Stevens, Teunissen, and Tordsen and Senators Zikmund (prime), Beal, Bolin, Bordeaux, Breitling, Castleberry, Crabtree, Davis, Deibert, Diedrich, Duhamel, Foster, Hoffman, Hunhoff, Johnson, Klumb, Kolbeck (Jack), Kolbeck (Steve), Larson, Maher, Mehlhaff, Nesiba, Novstrup, Otten (Herman), Pischke, Reed, Rohl, Schoenfish, Stalzer, Tobin, Wheeler, and Wiik",Celebrating the sister-state relationship with Taiwan.,House Concurrent Resolution,http://sdlegislature.gov/Session/Bill/23810
HCR6012,2023-RS,2023,Representative May (prime),"Representatives May (prime), Ladner, Lems, Lesmeister, Moore, and Perry and Senators Bordeaux and Maher",Stating South Dakota's preferred policy to promote best results in animal identification and tracking through flexibility in methods.,Animals and Livestock; House Concurrent Resolution,http://sdlegislature.gov/Session/Bill/24342
HJR5001,2023-RS,2023,Representative Deutsch (prime),"Representatives Deutsch (prime), Auch, and Jensen (Kevin) and Senators Novstrup (prime) and Bolin","Proposing and submitting to the voters at the next general election an amendment to the Constitution of the State of South Dakota, requiring an intervening general election occur before an initiated constitutional amendment that is substantially similar to an initiated amendment that was previously voted on and rejected may be submitted to a vote of the electors.",Ballot Measures; Constitutional Amendments; House Joint Resolution; Voting,http://sdlegislature.gov/Session/Bill/23883
HJR5002,2023-RS,2023,Representative Jamison (prime),"Representatives Jamison (prime), Auch, Aylward, Deutsch, Hansen, Jensen (Kevin), Jensen (Phil), May, Mills, Odenbach, Perry, and Soye and Senators Pischke (prime), Hoffman, Kolbeck (Jack), Rohl, Stalzer, and Tobin",Applying to the United States Congress under Article V of the United States Constitution to call for a convention for proposing an amendment establishing congressional term limits.,Convention of States; House Joint Resolution,http://sdlegislature.gov/Session/Bill/24034
HJR5003,2023-RS,2023,Representative Jensen (Phil) (prime),"Representatives Jensen (Phil) (prime), Aylward, Perry, and Randolph and Senator Pischke","Proposing and submitting to the voters at the next general election a new section to Article VI of the Constitution of the State of South Dakota, relating to the right of a person to reject certain medical procedures.",Ballot Measures; Constitutional Amendments; Health Care; House Joint Resolution,http://sdlegislature.gov/Session/Bill/24112
HJR5004,2023-RS,2023,Representative Venhuizen (prime),"Representatives Venhuizen (prime), Arlint, Blare, Deutsch, Duffy, Fitzgerald, Gross, Hansen, Jensen (Kevin), Jensen (Phil), Koth, Krull, Massie, May, Moore, Mortenson, Odenbach, Otten (Ernie), Perry, Peterson (Drew), Rehfeldt, Reisch, Shorma, Sjaarda, and Tordsen and Senators Crabtree (prime), Castleberry, Hoffman, Johnson, Kolbeck (Jack), Pischke, Schoenbeck, Stalzer, Wiik, and Zikmund","Proposing and submitting to the voters at the next general election, an amendment to the Constitution of the State of South Dakota, authorizing the state to impose work requirements on certain individuals who are eligible for expanded Medicaid.",Ballot Measures; Constitutional Amendments; House Joint Resolution; Medicaid,http://sdlegislature.gov/Session/Bill/24139
HJR5005,2023-RS,2023,Representative Aylward (prime),"Representatives Aylward (prime), Deutsch, Hansen, Jensen (Kevin), Jensen (Phil), Karr, May, Mills, Odenbach, Otten (Ernie), Perry, Peterson (Sue), and Soye and Senators Pischke (prime), Bolin, Hoffman, Maher, Stalzer, Tobin, and Zikmund","Applying for a convention of states under Article V of the Constitution of the United States, to impose fiscal restraints on the federal government, to limit the power and jurisdiction of the federal government, and to limit the terms of office for federal officials and members of Congress.",Convention of States; House Joint Resolution,http://sdlegislature.gov/Session/Bill/24125
HJR5006,2023-RS,2023,Representative Jamison (prime),Representative Jamison (prime) and Senator Schoenfish (prime),"Proposing and submitting to the voters at the next general election an amendment to the Constitution of the State of South Dakota, providing for wagering on sporting events via mobile or electronic platform.",Ballot Measures; Constitutional Amendments; Gambling; House Joint Resolution,http://sdlegislature.gov/Session/Bill/24340
SB1,2023-RS,2023,Senator Tobin (prime),Senator Tobin (prime) and Representatives Otten (Ernie) (prime) and Rehfeldt at the request of the Medical Marijuana Oversight Committee,modify debilitating medical conditions for medical cannabis use.,Health Care; Medical Cannabis; Public Health and Safety,http://sdlegislature.gov/Session/Bill/23740
SB2,2023-RS,2023,The Interim Committee on Government Operations & Audit,The Interim Committee on Government Operations & Audit,revise Department of Corrections reporting requirements concerning abuse and neglect of individuals in private contracted facilities.,Government Operations and Audit; Juvenile Justice; Legislative Oversight; Minors; Reports,http://sdlegislature.gov/Session/Bill/23647
SB3,2023-RS,2023,Senator Tobin (prime),"Senators Tobin (prime), Reed, and Schoenfish and Representatives Deutsch (prime), Healy, and Rehfeldt at the request of the Study Committee on Juvenile Justice",prohibit the issuance of a written certification to a pregnant woman or breastfeeding mother for purposes of medical cannabis use.,Education; Juvenile Justice; Minors,http://sdlegislature.gov/Session/Bill/23732
SB4,2023-RS,2023,Senator Tobin (prime),"Senators Tobin (prime), Reed, Schoenfish, and Wheeler and Representatives Rehfeldt (prime), Deutsch, Healy, and Otten (Ernie) at the request of the Study Committee on Juvenile Justice",modify a court's authority to commit a habitual juvenile offender to the Department of Corrections.,Corrections; Juvenile Justice; Minors,http://sdlegislature.gov/Session/Bill/23733
SB5,2023-RS,2023,Senator Wheeler (prime),"Senators Wheeler (prime), Reed, Schoenfish, and Tobin and Representatives Deutsch, Healy, and Rehfeldt at the request of the Study Committee on Juvenile Justice",extend the termination date of the Juvenile Justice Oversight Council and modify its membership requirements.,Juvenile Justice; Minors; Sunset Clause,http://sdlegislature.gov/Session/Bill/23735
SB6,2023-RS,2023,Senator Wheeler (prime),"Senators Wheeler (prime), Reed, Schoenfish, and Tobin and Representatives Stevens (prime), Deutsch, Healy, Otten (Ernie), and Rehfeldt at the request of the Study Committee on Juvenile Justice",authorize community response teams to recommend alternative community-based resources for children alleged to be delinquent and children alleged to be in need of supervision prior to adjudication.,Juvenile Justice; Minors,http://sdlegislature.gov/Session/Bill/23736
SB7,2023-RS,2023,The Committee on Judiciary,The Committee on Judiciary at the request of the Department of Social Services,clarify emergency commitments of severely mentally ill persons by appropriate regional facilities.,Civil Commitment; Executive/Judiciary Request; Mentally Ill Persons,http://sdlegislature.gov/Session/Bill/23789
SB8,2023-RS,2023,The Committee on Health,The Committee on Health and Human Services at the request of the South Dakota Board of Addiction and Prevention Professionals,revise provisions relating to addiction and prevention services professionals.,Boards and Commissions; Executive/Judiciary Request; Fees; Professions and Occupations,http://sdlegislature.gov/Session/Bill/23807
SB9,2023-RS,2023,The Committee on Health,The Committee on Health and Human Services at the request of the Department of Human Services,modify discharge notice procedures applicable to developmentally disabled persons.,Developmentally Disabled Persons; Executive/Judiciary Request,http://sdlegislature.gov/Session/Bill/23824
SB10,2023-RS,2023,The Committee on Health,The Committee on Health and Human Services at the request of the Department of Human Services,expand certification options for interpreters for the deaf.,Executive/Judiciary Request; State Affairs and Government,http://sdlegislature.gov/Session/Bill/23826
SB11,2023-RS,2023,The Committee on Commerce,The Committee on Commerce and Energy at the request of the South Dakota Public Utilities Commission,update the deposit threshold for actions related to general rate cases.,Executive/Judiciary Request; Fees; Public Utilities and Carriers,http://sdlegislature.gov/Session/Bill/23839
SB12,2023-RS,2023,The Senate Committee on Appropriations,The Senate Committee on Appropriations at the request of the Department of the Military,"authorize the construction of a National Guard vehicle maintenance shop in Watertown, to make an appropriation therefor, and to declare an emergency.",Appropriation; Emergency Clause; Executive/Judiciary Request; Procurement of Public Improvements,http://sdlegislature.gov/Session/Bill/23916
SB13,2023-RS,2023,The Senate Committee on Appropriations,The Senate Committee on Appropriations at the request of the Department of the Military,"authorize the construction of an addition to the BG Dean Mann Readiness Center in Sioux Falls, to make an appropriation therefor, and to declare an emergency.",Appropriation; Emergency Clause; Executive/Judiciary Request; Procurement of Public Improvements,http://sdlegislature.gov/Session/Bill/23935
SB14,2023-RS,2023,The Senate Committee on Appropriations,The Senate Committee on Appropriations at the request of the Department of the Military,"revise the legal description for the construction of a National Guard Readiness Center in Sioux Falls, make an additional appropriation therefor, and to declare an emergency.",Appropriation; Emergency Clause; Executive/Judiciary Request; Procurement of Public Improvements,http://sdlegislature.gov/Session/Bill/23981
SB15,2023-RS,2023,The Committee on Transportation,The Committee on Transportation at the request of the Department of Public Safety,accept Uniformed Services ID as proof of veteran status to have veteran designation added to a state license or ID card.,Driver License; Executive/Judiciary Request; Motor Vehicles,http://sdlegislature.gov/Session/Bill/23988
SB16,2023-RS,2023,The Senate Committee on Appropriations,The Senate Committee on Appropriations at the request of the Department of Transportation,make an appropriation to rehabilitate the rail line from the city of Milbank to the city of Sisseton and to declare an emergency.,Appropriation; Emergency Clause; Executive/Judiciary Request; Procurement of Public Improvements; Railroads,http://sdlegislature.gov/Session/Bill/23945
SB17,2023-RS,2023,The Senate Committee on Appropriations,The Senate Committee on Appropriations at the request of the Department of Agriculture and Natural Resources,make appropriations for water and environmental purposes and to declare an emergency.,Appropriation; Emergency Clause; Executive/Judiciary Request; Grants; Procurement of Public Improvements; Water Management; Water Quality,http://sdlegislature.gov/Session/Bill/23931
SB18,2023-RS,2023,The Senate Committee on Appropriations,The Senate Committee on Appropriations at the request of the Department of Agriculture and Natural Resources,"revise the appropriation for a livestock and equestrian complex at the State Fair, and to declare an emergency.",Appropriation; Emergency Clause; Executive/Judiciary Request; Procurement of Public Improvements; State Affairs and Government,http://sdlegislature.gov/Session/Bill/23933
SB19,2023-RS,2023,The Senate Committee on Appropriations,The Senate Committee on Appropriations at the request of the Bureau of Administration,make an appropriation for the payment of extraordinary litigation expenses and to declare an emergency.,Appropriation; Emergency Clause; Executive/Judiciary Request; Litigation,http://sdlegislature.gov/Session/Bill/23944
SB20,2023-RS,2023,The Committee on State Affairs,The Committee on State Affairs at the request of the Department of Agriculture and Natural Resources,authorize the awarding of deobligated grants in accordance with policies of the Board of Water and Natural Resources.,Boards and Commissions; Executive/Judiciary Request; Grants; Procurement of Public Improvements; Water Management,http://sdlegislature.gov/Session/Bill/23964
SB21,2023-RS,2023,The Senate Committee on Appropriations,The Senate Committee on Appropriations at the request of the Department of Agriculture and Natural Resources,make an appropriation for costs related to the Black Hills National Forest Land and Resource Management Plan revision process and to declare an emergency.,Agriculture and Horticulture; Appropriation; Emergency Clause; Executive/Judiciary Request,http://sdlegislature.gov/Session/Bill/23932
SB22,2023-RS,2023,The Committee on Commerce,The Committee on Commerce and Energy at the request of the Department of Labor and Regulation,streamline examination reports.,Executive/Judiciary Request; Insurance,http://sdlegislature.gov/Session/Bill/23836
SB23,2023-RS,2023,The Senate Committee on Appropriations,The Senate Committee on Appropriations at the request of the Bureau of Finance and Management,make an appropriation for the modernization of the state's enterprise resource planning systems and to declare an emergency.,Appropriation; Emergency Clause; Executive/Judiciary Request; State Affairs and Government,http://sdlegislature.gov/Session/Bill/23910
SB24,2023-RS,2023,The Senate Committee on Appropriations,The Senate Committee on Appropriations at the request of the Bureau of Finance and Management,revise property tax levies for school districts and to revise the state aid to general and special education formulas.,Education; Executive/Judiciary Request; Property Tax; State Aid to Education; Taxation,http://sdlegislature.gov/Session/Bill/23912
SB25,2023-RS,2023,The Senate Committee on Appropriations,The Senate Committee on Appropriations at the request of the Department of Health,make an appropriation to reimburse health care professionals who have complied with the requirements for health care recruitment assistance programs and to declare an emergency.,Appropriation; Emergency Clause; Executive/Judiciary Request; Health Care; Public Health and Safety,http://sdlegislature.gov/Session/Bill/23937
SB26,2023-RS,2023,Senator Zikmund (prime),"Senators Zikmund (prime), Castleberry, Crabtree, Kolbeck (Jack), and Nesiba and Representatives Ladner (prime), Cammack, Derby, Koth, and Lesmeister at the request of the Study Committee on Property Tax Structure and Tax Burden","transfer a property tax relief program, to change income requirements for certain property tax relief programs, and to index certain income schedules to inflation.",Promulgation of Rules; Property Tax; Taxation,http://sdlegislature.gov/Session/Bill/23695
SB27,2023-RS,2023,The Committee on Health,The Committee on Health and Human Services at the request of the Department of Health,place certain substances on the controlled substances schedule and to declare an emergency.,Controlled Substances; Emergency Clause; Executive/Judiciary Request; Public Health and Safety,http://sdlegislature.gov/Session/Bill/23764
SB28,2023-RS,2023,The Committee on Judiciary,The Committee on Judiciary at the request of the Department of Social Services,revise and repeal obsolete provisions related to the Department of Social Services.,Executive/Judiciary Request; Public Health and Safety; Public Welfare and Assistance; State Affairs and Government,http://sdlegislature.gov/Session/Bill/23790
SB29,2023-RS,2023,The Committee on Taxation,The Committee on Taxation at the request of the Department of Revenue,revise certain references to the Internal Revenue Code.,Executive/Judiciary Request; Taxation,http://sdlegislature.gov/Session/Bill/23841
SB30,2023-RS,2023,The Committee on Taxation,The Committee on Taxation at the request of the Department of Revenue,revise the criteria for remote sellers who must remit sales tax.,Executive/Judiciary Request; Retail Sales and Service Tax; Taxation,http://sdlegislature.gov/Session/Bill/23843
SB31,2023-RS,2023,The Committee on Transportation,The Committee on Transportation at the request of the Department of Revenue,create an off-road vehicle decal for non-residents visiting the state.,Executive/Judiciary Request; Fees; License Plates; Motor Vehicles,http://sdlegislature.gov/Session/Bill/23845
SB32,2023-RS,2023,The Senate Committee on Appropriations,The Senate Committee on Appropriations at the request of the Board of Regents,make an appropriation for the purchase of cybersecurity upgrades by the Board of Regents and to declare an emergency.,Appropriation; Emergency Clause; Executive/Judiciary Request; Higher Education,http://sdlegislature.gov/Session/Bill/23923
SB33,2023-RS,2023,The Senate Committee on Appropriations,The Senate Committee on Appropriations at the request of the Board of Regents,"amend an appropriation for the revised construction costs of the Mineral Industries Building at the School of Mines and Technology, and to declare an emergency.",Appropriation; Emergency Clause; Executive/Judiciary Request; Higher Education; Procurement of Public Improvements,http://sdlegislature.gov/Session/Bill/23924
SB34,2023-RS,2023,The Senate Committee on Appropriations,The Senate Committee on Appropriations at the request of the Board of Regents,"authorize the sale of real property in Lake County by the Board of Regents, and to declare an emergency.",Emergency Clause; Executive/Judiciary Request; Higher Education,http://sdlegislature.gov/Session/Bill/23927
SB35,2023-RS,2023,Senator Maher (prime),"Senators Maher (prime), Castleberry, Crabtree, Davis, Diedrich, Duhamel, Foster, Johnson, Kolbeck (Steve), Larson, Nesiba, Novstrup, Otten (Herman), Rohl, Schoenbeck, Stalzer, Tobin, and Zikmund and Representatives Reimer (prime), Blare, Cammack, Chaffee, Chase, Donnell, Drury, Duba, Duffy, Emery, Fitzgerald, Kassin, Krull, Kull, Lesmeister, Massie, Moore, Nelson, Olson, Peterson (Drew), Schneider, Shorma, St. John, Tordsen, and Venhuizen",make an appropriation to expand laboratory space at the Sanford Underground Research Facility and to declare an emergency.,Appropriation; Emergency Clause; Procurement of Public Improvements; State Affairs and Government,http://sdlegislature.gov/Session/Bill/23993
SB36,2023-RS,2023,The Committee on Agriculture,The Committee on Agriculture and Natural Resources at the request of the Public Utilities Commission,require quarterly reporting of alleged crimes and civil proceedings involving grain transactions and to provide a penalty therefor.,Crimes; Executive/Judiciary Request; Public Utilities and Carriers,http://sdlegislature.gov/Session/Bill/24004
SB37,2023-RS,2023,The Committee on Education,The Committee on Education at the request of the Board of Regents,revise provisions pertaining to the South Dakota School for the Deaf.,Education; Executive/Judiciary Request,http://sdlegislature.gov/Session/Bill/23929
SB38,2023-RS,2023,The Senate Committee on Appropriations,The Senate Committee on Appropriations at the request of the Bureau of Information and Telecommunications,"replace the emergency alert system and other technology, to make an appropriation therefor, and to declare an emergency.",Appropriation; Emergency Clause; Executive/Judiciary Request; Technology,http://sdlegislature.gov/Session/Bill/23974
SB39,2023-RS,2023,The Committee on Education,The Committee on Education at the request of the Department of Education,modify provisions regarding educator complaints.,Boards and Commissions; Education; Executive/Judiciary Request; School Districts; Teachers,http://sdlegislature.gov/Session/Bill/23915
SB40,2023-RS,2023,Senator Johnson (prime),"Senators Johnson (prime), Diedrich, Duhamel, Hunhoff, Maher, Otten (Herman), Reed, Rohl, Schoenbeck, and Zikmund and Representatives Chase (prime), Bartels, Drury, Duffy, Koth, Massie, Reisch, Schneider, Wangsness, and Weisgram",revise the process for nominating candidates for lieutenant governor and to make related technical changes.,Elections; Political Parties,http://sdlegislature.gov/Session/Bill/23611
SB41,2023-RS,2023,Senator Crabtree (prime),"Senators Crabtree (prime), Diedrich, Duhamel, Kolbeck (Jack), Maher, Otten (Herman), Wheeler, and Zikmund and Representatives Chase (prime), Bartels, Drury, Duffy, Mortenson, Peterson (Drew), Reisch, Stevens, Tordsen, and Weisgram","establish a program for housing infrastructure loans and grants, make an appropriation therefor, and to declare an emergency.","Appropriation; Emergency Clause; Grants; Planning, Zoning and Housing Programs; Procurement of Public Improvements",http://sdlegislature.gov/Session/Bill/23741
SB42,2023-RS,2023,Senator Schoenbeck (prime),Senator Schoenbeck (prime) and Representative Stevens (prime),modify power of attorney requirements for certain vehicle transfer authorizations.,Agency; Motor Vehicles,http://sdlegislature.gov/Session/Bill/23751
SB43,2023-RS,2023,The Committee on Commerce,The Committee on Commerce and Energy at the request of the Department of Labor and Regulation,revise certain provisions regarding money transmission.,Banks and Banking; Executive/Judiciary Request; Money Transmission,http://sdlegislature.gov/Session/Bill/23847
SB44,2023-RS,2023,Senator Schoenbeck (prime),Senator Schoenbeck (prime) and Representative Deutsch (prime),repeal provisions regarding the creation of river basin natural resource districts.,Public Waters; Water Management,http://sdlegislature.gov/Session/Bill/23867
SB45,2023-RS,2023,Senator Schoenbeck (prime),"Senators Schoenbeck (prime), Davis, Duhamel, Hunhoff, Johnson, Nesiba, Reed, Rohl, Schoenfish, Tobin, and Zikmund and Representatives Kassin (prime), Bartels, Blare, Callies, Chase, Drury, Duba, Koth, Kull, Nelson, Otten (Ernie), Stevens, Tordsen, and Weisgram",repeal the requirement for an annual report by the Board of Regents regarding intellectual diversity and the free exchange of ideas,Education; Higher Education; Reports; Speech and Expression,http://sdlegislature.gov/Session/Bill/23868
SB46,2023-RS,2023,The Committee on Judiciary,The Committee on Judiciary at the request of the Office of the Attorney General,enhance the penalty for petition circulation perjury.,Ballot Measures; Crimes; Executive/Judiciary Request; Legislature and Statutes; Petitions,http://sdlegislature.gov/Session/Bill/23997
SB47,2023-RS,2023,The Committee on Judiciary,The Committee on Judiciary at the request of the Office of the Attorney General,revise exceptions to the imposition of a Class 2 misdemeanor when no other penalty is provided by statute.,Crimes; Executive/Judiciary Request,http://sdlegislature.gov/Session/Bill/23998
SB48,2023-RS,2023,The Committee on Judiciary,The Committee on Judiciary at the request of the Office of the Attorney General,enhance the penalty for attempted first degree murder of a law enforcement officer.,Crimes; Executive/Judiciary Request,http://sdlegislature.gov/Session/Bill/23999
SB49,2023-RS,2023,The Committee on Judiciary,The Committee on Judiciary at the request of the Office of the Attorney General,prohibit the improper storage and disposal of records containing personal or protected information and provide a penalty therefor.,Confidential Information; Crimes; Executive/Judiciary Request; Penalty; Trade Regulation,http://sdlegislature.gov/Session/Bill/24000
SB50,2023-RS,2023,The Committee on Judiciary,The Committee on Judiciary at the request of the Office of the Attorney General,revise the crime of witness tampering.,Crimes; Executive/Judiciary Request,http://sdlegislature.gov/Session/Bill/24001
SB51,2023-RS,2023,The Committee on Judiciary,The Committee on Judiciary at the request of the Department of Corrections,revise certain provisions regarding the reimbursement of county expenses in detaining parole violators.,"Corrections; Counties; Executive/Judiciary Request; Penal Institutions, Probation and Parole",http://sdlegislature.gov/Session/Bill/23918
SB52,2023-RS,2023,The Committee on Judiciary,The Committee on Judiciary at the request of the Department of Corrections,update certain provisions regarding the Department of Corrections and the authority of the Secretary of Corrections.,"Corrections; Executive/Judiciary Request; Penal Institutions, Probation and Parole",http://sdlegislature.gov/Session/Bill/23950
SB53,2023-RS,2023,Senator Duhamel (prime),"Senators Duhamel (prime), Diedrich, Johnson, Rohl, and Schoenbeck and Representatives Reisch (prime), Bartels, Blare, Deutsch, and Fitzgerald",exempt records regarding jail inmate disciplinary matters from public inspection and copying.,Corrections; Public Records and Files,http://sdlegislature.gov/Session/Bill/23572
SB54,2023-RS,2023,Senator Duhamel (prime),"Senators Duhamel (prime), Hoffman, Mehlhaff, and Stalzer and Representatives Reisch (prime) and Fitzgerald",require a convicted defendant to reimburse for the cost of digital forensic examination fees.,Criminal Procedure; Fees; Fund,http://sdlegislature.gov/Session/Bill/23726
SB55,2023-RS,2023,Senator Wiik (prime),"Senators Wiik (prime), Bolin, Castleberry, Crabtree, Hunhoff, Klumb, Maher, Novstrup, Otten (Herman), Stalzer, and Zikmund and Representatives Chaffee (prime), Blare, Callies, Deutsch, Drury, Fitzgerald, Jensen (Kevin), Jensen (Phil), Krohmer, Kull, Mills, Moore, Otten (Ernie), Perry, Reimer, Shorma, and Tordsen",prohibit ranked-choice voting.,Elections; Voting,http://sdlegislature.gov/Session/Bill/23968
SB56,2023-RS,2023,Senator Maher (prime),Senator Maher (prime),revise requirements to relocate a county seat.,Ballot Measures; Counties; Petitions; Voting,http://sdlegislature.gov/Session/Bill/23701
SB57,2023-RS,2023,Senator Maher (prime),Senator Maher (prime),revise the eligibility of alternative instruction students for participation in school district activities.,Education; School Districts,http://sdlegislature.gov/Session/Bill/23573
SB58,2023-RS,2023,Senator Reed (prime),Senator Reed (prime) and Representative Drury (prime),clarify that the special amusement excise tax applies to the sale of amusement devices.,Retail Sales and Service Tax; Tax Exemptions; Taxation,http://sdlegislature.gov/Session/Bill/23844
SB59,2023-RS,2023,Senator Wheeler (prime),"Senators Wheeler (prime), Crabtree, Davis, Deibert, Diedrich, Foster, Johnson, Otten (Herman), Rohl, Schoenbeck, and Zikmund and Representatives Bartels (prime), Blare, Chase, Deutsch, Drury, Duba, Emery, Healy, Kull, Moore, Mortenson, Nelson, Perry, Peterson (Drew), Pourier, Reisch, Shorma, Stevens, and Wittman","make an appropriation to the Department of Education for grants to support career and technical education programs, and to declare an emergency.",Appropriation; Education; Grants,http://sdlegislature.gov/Session/Bill/23903
SB60,2023-RS,2023,Senator Pischke (prime),"Senator Pischke (prime) and Representatives Hansen (prime), Gross, and Sjaarda",make an appropriation for completing improvements of the road leading to the former entrance into Palisades State Park and to declare an emergency.,"Appropriation; Emergency Clause; Game, Fish, Parks and Forestry; Grants; Procurement of Public Improvements",http://sdlegislature.gov/Session/Bill/23678
SB61,2023-RS,2023,Senator Wiik (prime),"Senators Wiik (prime), Castleberry, Klumb, Larson, and Zikmund and Representatives Reimer (prime), Blare, Emery, and Shorma",revise driver's license suspensions for restricted permit holders over the age of sixteen.,Driver License; Minors; Motor Vehicles,http://sdlegislature.gov/Session/Bill/23987
SB62,2023-RS,2023,Senator Kolbeck (Steve) (prime),"Senators Kolbeck (Steve) (prime), Kolbeck (Jack), and Rohl and Representatives Arlint (prime), Moore, Perry, and Reisch",amend provisions regarding delivery of electronic insurance documents.,Insurance,http://sdlegislature.gov/Session/Bill/24009
