bill_id,session,session_year,action_date,action,order,vote_url
HB1003,2023-RS,2023,2023-01-25,"Senate State Affairs  Do Pass, Passed, YEAS 8, NAYS 1.",8,
HB1003,2023-RS,2023,2023-01-26,"Senate  Deferred to another day, Passed S.J. 122",9,
HB1003,2023-RS,2023,2023-01-30,"Senate  Do Pass, Passed, YEAS 33, NAYS 1. S.J. 141",10,
HB1003,2023-RS,2023,2023-02-01,Signed by the Speaker H.J. 201,11,
HB1003,2023-RS,2023,2023-02-02,Signed by the President S.J. 183,12,
HB1003,2023-RS,2023,2023-02-03,"Delivered to the Governor on Friday, February 03, 2023  H.J. 218",13,
HB1003,2023-RS,2023,2023-02-13,"Signed by the Governor on Thursday, February 09, 2023  H.J. 280",14,
HB1004,2023-RS,2023,2023-01-10,First Reading House H.J. 14,1,
HB1004,2023-RS,2023,2023-01-11,Referred to House State Affairs H.J. 24,2,
HB1004,2023-RS,2023,2023-01-13,Scheduled for hearing,3,
HB1004,2023-RS,2023,2023-01-13,"House State Affairs  Do Pass, Passed, YEAS 12, NAYS 0.",4,
HB1004,2023-RS,2023,2023-01-13,"Certified uncontested, placed on consent",5,
HB1004,2023-RS,2023,2023-01-17,"House of Representatives  Do Pass, Passed, YEAS 68, NAYS 0. H.J. 46",6,
HB1004,2023-RS,2023,2023-01-18,First read in Senate and referred to Senate Education S.J. 60,7,
HB1004,2023-RS,2023,2023-01-26,Scheduled for hearing,8,
HB1004,2023-RS,2023,2023-01-26,"Senate Education  Do Pass, Passed, YEAS 6, NAYS 0.",9,
HB1004,2023-RS,2023,2023-01-26,"Certified uncontested, placed on consent",10,
HB1004,2023-RS,2023,2023-01-30,"Senate  Do Pass, Passed, YEAS 34, NAYS 0. S.J. 137",11,
HB1004,2023-RS,2023,2023-02-01,Signed by the Speaker H.J. 201,12,
HB1004,2023-RS,2023,2023-02-02,Signed by the President S.J. 183,13,
HB1004,2023-RS,2023,2023-02-03,"Delivered to the Governor on Friday, February 03, 2023  H.J. 218",14,
HB1004,2023-RS,2023,2023-02-13,"Signed by the Governor on Thursday, February 09, 2023  H.J. 280",15,
HB1005,2023-RS,2023,2023-01-10,First Reading House H.J. 14,1,
HB1005,2023-RS,2023,2023-01-11,Referred to House Commerce and Energy H.J. 24,2,
HB1005,2023-RS,2023,2023-01-18,Scheduled for hearing,3,
HB1005,2023-RS,2023,2023-01-18,"House Commerce and Energy  Do Pass, Passed, YEAS 13, NAYS 0.",4,
HB1005,2023-RS,2023,2023-01-18,"Certified uncontested, placed on consent",5,
HB1005,2023-RS,2023,2023-01-19,"House of Representatives  Do Pass, Passed, YEAS 67, NAYS 2. H.J. 61",6,
HB1005,2023-RS,2023,2023-01-20,First read in Senate and referred to Senate Commerce and Energy S.J. 77,7,
HB1005,2023-RS,2023,2023-01-26,Scheduled for hearing,8,
HB1005,2023-RS,2023,2023-01-26,"Senate Commerce and Energy  Do Pass, Passed, YEAS 7, NAYS 0.",9,
HB1005,2023-RS,2023,2023-01-26,"Certified uncontested, placed on consent",10,
HB1005,2023-RS,2023,2023-01-30,"Senate  Do Pass, Passed, YEAS 34, NAYS 0. S.J. 137",11,
HB1005,2023-RS,2023,2023-02-01,Signed by the Speaker H.J. 201,12,
HB1005,2023-RS,2023,2023-02-02,Signed by the President S.J. 183,13,
HB1005,2023-RS,2023,2023-02-03,"Delivered to the Governor on Friday, February 03, 2023  H.J. 218",14,
HB1005,2023-RS,2023,2023-02-13,"Signed by the Governor on Thursday, February 09, 2023  H.J. 280",15,
HB1006,2023-RS,2023,2023-01-10,First Reading House H.J. 14,1,
HB1006,2023-RS,2023,2023-01-11,Referred to Joint Committee on Appropriations H.J. 24,2,
HB1006,2023-RS,2023,2023-02-13,Scheduled for hearing,3,
HB1006,2023-RS,2023,2023-02-21,Scheduled for hearing,4,
HB1006,2023-RS,2023,2023-02-21,"Joint Committee on Appropriations  Do Pass, Passed, YEAS 18, NAYS 0.",5,
HB1006,2023-RS,2023,2023-02-23,"House of Representatives  Do Pass, Passed, YEAS 58, NAYS 10. H.J. 362",6,
HB1006,2023-RS,2023,2023-02-24,First read in Senate and referral to committee waived pursuant to JR 6D-1 S.J. 338,7,
HB1006,2023-RS,2023,2023-02-27,"Senate  Do Pass, Passed, YEAS 31, NAYS 3. S.J. 355",8,
HB1006,2023-RS,2023,2023-02-28,Signed by the Speaker H.J. 416,9,
HB1006,2023-RS,2023,2023-03-01,Signed by the President S.J. 397,10,
HB1006,2023-RS,2023,2023-03-02,"Delivered to the Governor on Thursday, March 02, 2023  H.J. 450",11,
HB1006,2023-RS,2023,2023-03-09,"Signed by the Governor on Wednesday, March 08, 2023  H.J. 518",12,
HB1007,2023-RS,2023,2023-01-10,First Reading House H.J. 14,1,
HB1007,2023-RS,2023,2023-01-11,Referred to House Retirement Laws H.J. 24,2,
HB1007,2023-RS,2023,2023-02-08,Scheduled for hearing,3,
HB1007,2023-RS,2023,2023-02-08,"House Retirement Laws  Motion to amend, Passed Amendment 1007A",4,
HB1007,2023-RS,2023,2023-02-08,"House Retirement Laws  Do Pass Amended, Passed, YEAS 4, NAYS 0.",5,
HB1007,2023-RS,2023,2023-02-08,"Certified uncontested, placed on consent",6,
HB1007,2023-RS,2023,2023-02-14,"House of Representatives  Do Pass Amended, Passed, YEAS 68, NAYS 2. H.J. 293",7,
HB1007,2023-RS,2023,2023-02-15,First read in Senate and referred to Senate Retirement Laws S.J. 275,8,
HB1007,2023-RS,2023,2023-02-23,Scheduled for hearing,9,
HB1007,2023-RS,2023,2023-02-23,"Senate Retirement Laws  Do Pass, Passed, YEAS 5, NAYS 0.",10,
HB1007,2023-RS,2023,2023-02-27,"Senate  Do Pass Amended, Passed, YEAS 33, NAYS 1. S.J. 357",11,
HB1007,2023-RS,2023,2023-02-28,Signed by the Speaker H.J. 416,12,
HB1007,2023-RS,2023,2023-03-01,Signed by the President S.J. 397,13,
HB1007,2023-RS,2023,2023-03-02,"Delivered to the Governor on Thursday, March 02, 2023  H.J. 450",14,
HB1007,2023-RS,2023,2023-03-09,"Signed by the Governor on Wednesday, March 08, 2023  H.J. 518",15,
HB1008,2023-RS,2023,2023-01-10,First Reading House H.J. 14,1,
HB1008,2023-RS,2023,2023-01-11,Referred to House Retirement Laws H.J. 24,2,
HB1008,2023-RS,2023,2023-02-08,Scheduled for hearing,3,
HB1008,2023-RS,2023,2023-02-08,"House Retirement Laws  Do Pass, Passed, YEAS 4, NAYS 0.",4,
HB1008,2023-RS,2023,2023-02-08,"Certified uncontested, placed on consent",5,
HB1008,2023-RS,2023,2023-02-13,"House of Representatives  Do Pass, Passed, YEAS 59, NAYS 8. H.J. 283",6,
HB1008,2023-RS,2023,2023-02-14,First read in Senate and referred to Senate Retirement Laws S.J. 261,7,
HB1008,2023-RS,2023,2023-02-23,Scheduled for hearing,8,
HB1008,2023-RS,2023,2023-02-23,"Senate Retirement Laws  Do Pass, Passed, YEAS 5, NAYS 0.",9,
HB1008,2023-RS,2023,2023-02-23,"Certified uncontested, placed on consent",10,
HB1008,2023-RS,2023,2023-02-27,Remove from Consent Calendar S.J. 348,11,
HB1008,2023-RS,2023,2023-02-28,"Senate  Do Pass, Passed, YEAS 34, NAYS 1. S.J. 371",12,
HB1008,2023-RS,2023,2023-03-01,Signed by the Speaker H.J. 446,13,
HB1008,2023-RS,2023,2023-03-02,Signed by the President S.J. 417,14,
HB1008,2023-RS,2023,2023-03-07,"Delivered to the Governor on Monday, March 06, 2023  H.J. 494",15,
HB1008,2023-RS,2023,2023-03-27,"Signed by the Governor on Tuesday, March 14, 2023  H.J. 544",16,
HB1009,2023-RS,2023,2023-01-10,First Reading House H.J. 14,1,
HB1009,2023-RS,2023,2023-01-11,Referred to House Retirement Laws H.J. 24,2,
HB1009,2023-RS,2023,2023-02-08,Scheduled for hearing,3,
HB1009,2023-RS,2023,2023-02-08,"House Retirement Laws  Do Pass, Passed, YEAS 4, NAYS 0.",4,
HB1009,2023-RS,2023,2023-02-08,"Certified uncontested, placed on consent",5,
HB1009,2023-RS,2023,2023-02-13,"House of Representatives  Do Pass, Passed, YEAS 59, NAYS 8. H.J. 283",6,
HB1009,2023-RS,2023,2023-02-14,First read in Senate and referred to Senate Retirement Laws S.J. 261,7,
HB1009,2023-RS,2023,2023-02-23,Scheduled for hearing,8,
HB1009,2023-RS,2023,2023-02-23,"Senate Retirement Laws  Do Pass, Passed, YEAS 5, NAYS 0.",9,
HB1009,2023-RS,2023,2023-02-23,"Certified uncontested, placed on consent",10,
HB1009,2023-RS,2023,2023-02-27,"Senate  Do Pass, Passed, YEAS 34, NAYS 0. S.J. 348",11,
HB1009,2023-RS,2023,2023-02-28,Signed by the Speaker H.J. 416,12,
HB1009,2023-RS,2023,2023-03-01,Signed by the President S.J. 397,13,
HB1009,2023-RS,2023,2023-03-02,"Delivered to the Governor on Thursday, March 02, 2023  H.J. 450",14,
HB1009,2023-RS,2023,2023-03-09,"Signed by the Governor on Wednesday, March 08, 2023  H.J. 518",15,
HB1010,2023-RS,2023,2023-01-10,First Reading House H.J. 14,1,
HB1010,2023-RS,2023,2023-01-11,Referred to House Health and Human Services H.J. 24,2,
HB1010,2023-RS,2023,2023-01-17,Scheduled for hearing,3,
HB1010,2023-RS,2023,2023-01-17,"House Health and Human Services  Do Pass, Passed, YEAS 12, NAYS 0.",4,
HB1010,2023-RS,2023,2023-01-17,"Certified uncontested, placed on consent",5,
HB1010,2023-RS,2023,2023-01-18,"House of Representatives  Do Pass, Passed, YEAS 69, NAYS 1. H.J. 54",6,
HB1010,2023-RS,2023,2023-01-19,First read in Senate and referred to Senate Health and Human Services S.J. 68,7,
HB1010,2023-RS,2023,2023-01-25,Scheduled for hearing,8,
HB1010,2023-RS,2023,2023-01-25,"Senate Health and Human Services  Do Pass, Passed, YEAS 7, NAYS 0.",9,
HB1010,2023-RS,2023,2023-01-25,"Certified uncontested, placed on consent",10,
HB1010,2023-RS,2023,2023-01-26,"Senate  Deferred to another day, Passed S.J. 128",11,
HB1010,2023-RS,2023,2023-01-30,"Senate  Do Pass, Passed, YEAS 34, NAYS 0. S.J. 137",12,
HB1010,2023-RS,2023,2023-02-01,Signed by the Speaker H.J. 201,13,
HB1010,2023-RS,2023,2023-02-02,Signed by the President S.J. 183,14,
HB1010,2023-RS,2023,2023-02-03,"Delivered to the Governor on Friday, February 03, 2023  H.J. 218",15,
HB1010,2023-RS,2023,2023-02-13,"Signed by the Governor on Thursday, February 09, 2023  H.J. 280",16,
HB1011,2023-RS,2023,2023-01-10,First Reading House H.J. 14,1,
HB1011,2023-RS,2023,2023-01-11,Referred to House Commerce and Energy H.J. 24,2,
HB1011,2023-RS,2023,2023-01-13,Scheduled for hearing,3,
HB1011,2023-RS,2023,2023-01-13,"House Commerce and Energy  Motion to amend, Passed Amendment 1011A",4,
HB1011,2023-RS,2023,2023-01-13,"House Commerce and Energy  Do Pass Amended, Passed, YEAS 13, NAYS 0.",5,
HB1011,2023-RS,2023,2023-01-18,"House of Representatives  Do Pass Amended, Passed, YEAS 70, NAYS 0. H.J. 54",6,
HB1011,2023-RS,2023,2023-01-19,First read in Senate and referred to Senate Commerce and Energy S.J. 68,7,
HB1011,2023-RS,2023,2023-01-24,Scheduled for hearing,8,
HB1011,2023-RS,2023,2023-01-24,"Senate Commerce and Energy  Do Pass, Passed, YEAS 8, NAYS 1.",9,
HB1011,2023-RS,2023,2023-01-25,"Senate  Do Pass Amended, Passed, YEAS 30, NAYS 3. S.J. 116",10,
HB1011,2023-RS,2023,2023-01-26,Signed by the Speaker H.J. 165,11,
HB1011,2023-RS,2023,2023-01-26,Signed by the President S.J. 128,12,
HB1011,2023-RS,2023,2023-01-30,"Delivered to the Governor on Thursday, January 26, 2023  H.J. 168",13,
HB1011,2023-RS,2023,2023-02-03,"Signed by the Governor on Wednesday, February 01, 2023  H.J. 218",14,
HB1012,2023-RS,2023,2023-01-10,First Reading House H.J. 14,1,
HB1012,2023-RS,2023,2023-01-11,Referred to House Commerce and Energy H.J. 24,2,
HB1012,2023-RS,2023,2023-01-13,Scheduled for hearing,3,
HB1012,2023-RS,2023,2023-01-13,"House Commerce and Energy  Do Pass, Passed, YEAS 11, NAYS 2.",4,
HB1012,2023-RS,2023,2023-01-17,"House of Representatives  Do Pass, Passed, YEAS 48, NAYS 20. H.J. 46",5,
HB1012,2023-RS,2023,2023-01-18,First read in Senate and referred to Senate Commerce and Energy S.J. 60,6,
HB1012,2023-RS,2023,2023-01-24,Scheduled for hearing,7,
HB1012,2023-RS,2023,2023-01-24,"Senate Commerce and Energy  Do Pass, Passed, YEAS 9, NAYS 0.",8,
HB1012,2023-RS,2023,2023-01-24,"Certified uncontested, placed on consent",9,
HB1012,2023-RS,2023,2023-01-25,Remove from Consent Calendar S.J. 115,10,
HB1012,2023-RS,2023,2023-01-26,"Senate  Deferred to another day, Passed S.J. 122",11,
HB1012,2023-RS,2023,2023-01-30,"Senate  Do Pass, Passed, YEAS 33, NAYS 1. S.J. 141",12,
HB1012,2023-RS,2023,2023-02-01,Signed by the Speaker H.J. 201,13,
HB1012,2023-RS,2023,2023-02-02,Signed by the President S.J. 183,14,
HB1012,2023-RS,2023,2023-02-03,"Delivered to the Governor on Friday, February 03, 2023  H.J. 218",15,
HB1012,2023-RS,2023,2023-02-13,"Signed by the Governor on Thursday, February 09, 2023  H.J. 280",16,
HB1013,2023-RS,2023,2023-01-10,First Reading House H.J. 14,1,
HB1013,2023-RS,2023,2023-01-11,Referred to House Transportation H.J. 24,2,
HB1013,2023-RS,2023,2023-01-17,Scheduled for hearing,3,
HB1013,2023-RS,2023,2023-01-17,"House Transportation  Do Pass, Passed, YEAS 11, NAYS 0.",4,
HB1013,2023-RS,2023,2023-01-17,"Certified uncontested, placed on consent",5,
HB1013,2023-RS,2023,2023-01-18,"House of Representatives  Do Pass, Passed, YEAS 69, NAYS 1. H.J. 54",6,
HB1013,2023-RS,2023,2023-01-19,First read in Senate and referred to Senate Transportation S.J. 68,7,
HB1013,2023-RS,2023,2023-02-01,Scheduled for hearing,8,
HB1013,2023-RS,2023,2023-02-01,"Senate Transportation  Do Pass, Passed, YEAS 7, NAYS 0.",9,
HB1013,2023-RS,2023,2023-02-01,"Certified uncontested, placed on consent",10,
HB1013,2023-RS,2023,2023-02-02,"Senate  Do Pass, Passed, YEAS 35, NAYS 0. S.J. 179",11,
HB1013,2023-RS,2023,2023-02-03,Signed by the Speaker H.J. 227,12,
HB1013,2023-RS,2023,2023-02-06,Signed by the President S.J. 205,13,
HB1013,2023-RS,2023,2023-02-07,"Delivered to the Governor on Tuesday, February 07, 2023  H.J. 242",14,
HB1013,2023-RS,2023,2023-02-13,"Signed by the Governor on Thursday, February 09, 2023  H.J. 280",15,
HB1014,2023-RS,2023,2023-01-10,First Reading House H.J. 14,1,
HB1014,2023-RS,2023,2023-01-11,Referred to House Health and Human Services H.J. 24,2,
HB1014,2023-RS,2023,2023-01-17,Scheduled for hearing,3,
HB1014,2023-RS,2023,2023-01-17,"House Health and Human Services  Do Pass, Passed, YEAS 11, NAYS 1.",4,
HB1014,2023-RS,2023,2023-01-18,"House of Representatives  Do Pass, Passed, YEAS 66, NAYS 4. H.J. 55",5,
HB1014,2023-RS,2023,2023-01-19,First read in Senate and referred to Senate Health and Human Services S.J. 68,6,
HB1014,2023-RS,2023,2023-01-25,Scheduled for hearing,7,
HB1014,2023-RS,2023,2023-01-25,"Senate Health and Human Services  Do Pass, Passed, YEAS 6, NAYS 1.",8,
HB1014,2023-RS,2023,2023-01-26,"Senate  Deferred to another day, Passed S.J. 122",9,
HB1014,2023-RS,2023,2023-01-30,"Senate  Do Pass, Passed, YEAS 33, NAYS 1. S.J. 141",10,
HB1014,2023-RS,2023,2023-02-01,Signed by the Speaker H.J. 201,11,
HB1014,2023-RS,2023,2023-02-02,Signed by the President S.J. 183,12,
HB1014,2023-RS,2023,2023-02-03,"Delivered to the Governor on Friday, February 03, 2023  H.J. 218",13,
HB1014,2023-RS,2023,2023-02-13,"Signed by the Governor on Thursday, February 09, 2023  H.J. 280",14,
HB1015,2023-RS,2023,2023-01-10,First Reading House H.J. 14,1,
HB1015,2023-RS,2023,2023-01-11,Referred to House Health and Human Services H.J. 24,2,
HB1015,2023-RS,2023,2023-01-17,Scheduled for hearing,3,
HB1015,2023-RS,2023,2023-01-17,"House Health and Human Services  Do Pass, Passed, YEAS 12, NAYS 0.",4,
HB1015,2023-RS,2023,2023-01-18,"House of Representatives  Do Pass, Passed, YEAS 67, NAYS 3. H.J. 55",5,
HB1015,2023-RS,2023,2023-01-19,First read in Senate and referred to Senate Commerce and Energy S.J. 68,6,
HB1015,2023-RS,2023,2023-01-24,Scheduled for hearing,7,
HB1015,2023-RS,2023,2023-01-24,"Senate Commerce and Energy  Motion to amend, Passed Amendment 1015A",8,
HB1015,2023-RS,2023,2023-01-24,"Senate Commerce and Energy  Do Pass Amended, Passed, YEAS 9, NAYS 0.",9,
HB1015,2023-RS,2023,2023-01-24,"Certified uncontested, placed on consent",10,
HB1015,2023-RS,2023,2023-01-26,"Senate  Deferred to another day, Passed S.J. 128",11,
HB1015,2023-RS,2023,2023-01-30,"Senate  Do Pass Amended, Passed, YEAS 34, NAYS 0. S.J. 137",12,
HB1015,2023-RS,2023,2023-02-01,"House of Representatives  Concurred in amendments, Passed, YEAS 63, NAYS 5. H.J. 191",13,
HB1015,2023-RS,2023,2023-02-02,Signed by the Speaker H.J. 215,14,
HB1015,2023-RS,2023,2023-02-03,Signed by the President S.J. 193,15,
HB1015,2023-RS,2023,2023-02-06,"Delivered to the Governor on Monday, February 06, 2023  H.J. 230",16,
HB1015,2023-RS,2023,2023-02-13,"Signed by the Governor on Thursday, February 09, 2023  H.J. 280",17,
HB1016,2023-RS,2023,2023-01-10,First Reading House H.J. 14,1,
HB1016,2023-RS,2023,2023-01-11,Referred to Joint Committee on Appropriations H.J. 24,2,
HB1016,2023-RS,2023,2023-02-22,Scheduled for hearing,3,
HB1016,2023-RS,2023,2023-02-22,"Joint Committee on Appropriations  Do Pass, Passed, YEAS 17, NAYS 0.",4,
HB1016,2023-RS,2023,2023-02-24,"House of Representatives  Deferred to another day, Passed H.J. 374",5,
HB1016,2023-RS,2023,2023-02-27,"House of Representatives  Do Pass, Passed, YEAS 66, NAYS 2. H.J. 386",6,
HB1016,2023-RS,2023,2023-02-28,First read in Senate and referral to committee waived pursuant to JR 6D-1 S.J. 368,7,
HB1016,2023-RS,2023,2023-03-01,"Senate  Do Pass, Passed, YEAS 32, NAYS 1. S.J. 390",8,
HB1016,2023-RS,2023,2023-03-02,Signed by the Speaker H.J. 467,9,
HB1016,2023-RS,2023,2023-03-06,Signed by the President S.J. 430,10,
HB1016,2023-RS,2023,2023-03-07,"Delivered to the Governor on Tuesday, March 07, 2023  H.J. 497",11,
HB1016,2023-RS,2023,2023-03-27,"Signed by the Governor on Monday, March 20, 2023  H.J. 544",12,
HB1017,2023-RS,2023,2023-01-10,First Reading House H.J. 14,1,
HB1017,2023-RS,2023,2023-01-11,Referred to Joint Committee on Appropriations H.J. 24,2,
HB1017,2023-RS,2023,2023-02-22,Scheduled for hearing,3,
HB1017,2023-RS,2023,2023-02-22,"Joint Committee on Appropriations  Do Pass, Passed, YEAS 17, NAYS 0.",4,
HB1017,2023-RS,2023,2023-02-24,"House of Representatives  Deferred to another day, Passed H.J. 374",5,
HB1017,2023-RS,2023,2023-02-27,"House of Representatives  Motion to amend, Passed H.J. 387  Amendment 1017A",6,
HB1017,2023-RS,2023,2023-02-27,"House of Representatives  Do Pass Amended, Passed, YEAS 53, NAYS 16. H.J. 387",7,
HB1017,2023-RS,2023,2023-02-28,First read in Senate and referral to committee waived pursuant to JR 6D-1 S.J. 368,8,
HB1017,2023-RS,2023,2023-03-01,"Senate  Do Pass Amended, Passed, YEAS 32, NAYS 1. S.J. 391",9,
HB1017,2023-RS,2023,2023-03-02,Signed by the Speaker H.J. 467,10,
HB1017,2023-RS,2023,2023-03-06,Signed by the President S.J. 430,11,
HB1017,2023-RS,2023,2023-03-07,"Delivered to the Governor on Tuesday, March 07, 2023  H.J. 497",12,
HB1017,2023-RS,2023,2023-03-27,"Signed by the Governor on Monday, March 20, 2023  H.J. 544",13,
HB1018,2023-RS,2023,2023-01-10,First Reading House H.J. 14,1,
HB1018,2023-RS,2023,2023-01-11,Referred to House Agriculture and Natural Resources H.J. 24,2,
HB1018,2023-RS,2023,2023-01-17,Scheduled for hearing,3,
HB1018,2023-RS,2023,2023-01-17,"House Agriculture and Natural Resources  Do Pass, Passed, YEAS 13, NAYS 0.",4,
HB1018,2023-RS,2023,2023-01-17,"Certified uncontested, placed on consent",5,
HB1018,2023-RS,2023,2023-01-18,"House of Representatives  Do Pass, Passed, YEAS 69, NAYS 1. H.J. 54",6,
HB1018,2023-RS,2023,2023-01-19,First read in Senate and referred to Senate Agriculture and Natural Resources S.J. 68,7,
HB1018,2023-RS,2023,2023-01-26,Scheduled for hearing,8,
HB1018,2023-RS,2023,2023-01-26,"Senate Agriculture and Natural Resources  Do Pass, Passed, YEAS 7, NAYS 0.",9,
HB1018,2023-RS,2023,2023-01-26,"Certified uncontested, placed on consent",10,
HB1018,2023-RS,2023,2023-01-30,"Senate  Do Pass, Passed, YEAS 34, NAYS 0. S.J. 137",11,
HB1018,2023-RS,2023,2023-02-01,Signed by the Speaker H.J. 201,12,
HB1018,2023-RS,2023,2023-02-02,Signed by the President S.J. 183,13,
HB1018,2023-RS,2023,2023-02-03,"Delivered to the Governor on Friday, February 03, 2023  H.J. 218",14,
HB1018,2023-RS,2023,2023-02-13,"Signed by the Governor on Thursday, February 09, 2023  H.J. 280",15,
HB1019,2023-RS,2023,2023-01-10,First Reading House H.J. 14,1,
HB1019,2023-RS,2023,2023-01-11,Referred to House Agriculture and Natural Resources H.J. 24,2,
HB1019,2023-RS,2023,2023-01-17,Scheduled for hearing,3,
HB1019,2023-RS,2023,2023-01-17,"House Agriculture and Natural Resources  Do Pass, Passed, YEAS 13, NAYS 0.",4,
HB1019,2023-RS,2023,2023-01-17,"Certified uncontested, placed on consent",5,
HB1019,2023-RS,2023,2023-01-18,"House of Representatives  Do Pass, Passed, YEAS 69, NAYS 1. H.J. 54",6,
HB1019,2023-RS,2023,2023-01-19,First read in Senate and referred to Senate Agriculture and Natural Resources S.J. 68,7,
HB1019,2023-RS,2023,2023-01-26,Scheduled for hearing,8,
HB1019,2023-RS,2023,2023-01-26,"Senate Agriculture and Natural Resources  Do Pass, Passed, YEAS 7, NAYS 0.",9,
HB1019,2023-RS,2023,2023-01-26,"Certified uncontested, placed on consent",10,
HB1019,2023-RS,2023,2023-01-30,"Senate  Do Pass, Passed, YEAS 34, NAYS 0. S.J. 137",11,
HB1019,2023-RS,2023,2023-02-01,Signed by the Speaker H.J. 201,12,
HB1019,2023-RS,2023,2023-02-02,Signed by the President S.J. 183,13,
HB1019,2023-RS,2023,2023-02-03,"Delivered to the Governor on Friday, February 03, 2023  H.J. 218",14,
HB1019,2023-RS,2023,2023-02-13,"Signed by the Governor on Thursday, February 09, 2023  H.J. 280",15,
HB1020,2023-RS,2023,2023-01-10,First Reading House H.J. 14,1,
HB1020,2023-RS,2023,2023-01-11,Referred to Joint Committee on Appropriations H.J. 24,2,
HB1020,2023-RS,2023,2023-02-03,Scheduled for hearing,3,
HB1020,2023-RS,2023,2023-02-09,Scheduled for hearing,4,
HB1020,2023-RS,2023,2023-02-21,Scheduled for hearing,5,
HB1020,2023-RS,2023,2023-02-21,"Joint Committee on Appropriations  Do Pass, Failed, YEAS 9, NAYS 9.",6,
HB1020,2023-RS,2023,2023-02-21,"Joint Committee on Appropriations  Tabled, Passed, YEAS 10, NAYS 8.",7,
HB1021,2023-RS,2023,2023-01-10,First Reading House H.J. 14,1,
HB1021,2023-RS,2023,2023-01-11,Referred to Joint Committee on Appropriations H.J. 24,2,
HB1021,2023-RS,2023,2023-02-22,Scheduled for hearing,3,
HB1021,2023-RS,2023,2023-02-22,"Joint Committee on Appropriations  Do Pass, Passed, YEAS 18, NAYS 0.",4,
HB1021,2023-RS,2023,2023-02-24,"House of Representatives  Deferred to another day, Passed H.J. 374",5,
HB1021,2023-RS,2023,2023-02-27,"House of Representatives  Do Pass, Passed, YEAS 64, NAYS 5. H.J. 387",6,
HB1021,2023-RS,2023,2023-02-28,First read in Senate and referral to committee waived pursuant to JR 6D-1 S.J. 368,7,
HB1021,2023-RS,2023,2023-03-01,"Senate  Do Pass, Passed, YEAS 31, NAYS 2. S.J. 391",8,
