bill_id,term,session,title,long_title,subjects,commem
SB0163,2023_2024,135,Create Dublin City Schools license plate,"To amend section 4501.21 and to enact section 4503.959 of the Revised Code to create the ""Dublin City Schools"" license plate.",Education; Public Safety; Special Designations; Transportation : Motor Vehicles; Transportation : Vehicle Registration and Titling,1
SB0164,2023_2024,135,Enact the Suicide Self-Defense Act,"To amend sections 149.43, 2923.11, 2923.125, 2923.128, and 2923.20 and to enact sections 2923.133, 2923.22, 2923.221, and 4731.058 of the Revised Code to enact the Suicide Self-Defense Act, relative to the creation of a do not possess firearms registry.","Crimes, Corrections, and Law Enforcement; Crimes, Corrections, and Law Enforcement : Crime and Punishment; Crimes, Corrections, and Law Enforcement : Firearms; Health and Human Services : Mental Health and Disabilities",0
SB0165,2023_2024,135,Regards the sale of used catalytic converters,"To amend sections 2913.02, 2913.51, 4737.012, 4737.04, 4737.041, 4737.045, 4737.99, 4738.03, 4738.07, 4738.12, 4745.01, and 4775.09 and to enact sections 4737.046, 4737.20, 4737.21, 4737.22, 4737.23, 4737.24, 4737.25, and 4737.98 of the Revised Code regarding the sale of used catalytic converters, and to make an appropriation.","Commerce; Crimes, Corrections, and Law Enforcement; Finance and Appropriations; Occupational Licensing and Regulation; Transportation : Motor Vehicles",0
SB0166,2023_2024,135,Allow certain minority business direct loans for working capital,To amend sections 122.71 and 122.76 of the Revised Code to allow a limited amount of minority business direct loans to be used to increase working capital.,Commerce; Economic Development,0
SB0167,2023_2024,135,Designate Marine Corporal Tim W. Russell Highway,"To enact section 5534.654 of the Revised Code to designate a portion of State Route 60 in Erie County as the ""Marine Corporal Tim W. Russell Highway.""","Military and Veterans; Special Designations; Special Designations : Memorial Highways and Bridges; Transportation; Transportation : Highways, Roads, and Bridges",1
SB0168,2023_2024,135,Regards education regulation reform,"To amend sections 3301.0714, 3301.28, 3302.03, 3302.12, 3302.151, 3307.353, 3309.345, 3311.80, 3312.02, 3313.26, 3313.413, 3313.46, 3313.48, 3313.60, 3313.6011, 3313.92, 3313.984, 3314.012, 3314.015, 3314.016, 3314.017, 3314.0211, 3314.03, 3314.11, 3314.29, 3314.35, 3319.079, 3319.0811, 3319.111, 3319.112, 3319.22, 3319.2210, 3319.316, 3319.391, 3326.11, 3327.021, 3333.393, 3333.394, and 5502.70; to enact sections 3302.121, 3319.264, 3319.273, and 3345.205; and to repeal sections 3301.0717, 3301.131, 3301.134, 3301.14, 3301.30, 3302.22, 3313.6015, 3314.20, 3317.50, 3317.51, 3319.234, 3319.55, 3319.56, and 3319.57 of the Revised Code and to amend Section 265.270 of H.B. 33 of the 135th General Assembly  regarding primary, secondary, and higher education reform and notice requirements for certain reemployed retirants, to transfer cash from the General Revenue Fund to the High School Financial Literacy Fund, and to amend the versions of sections 3301.0714 and 3314.03 of the Revised Code that are scheduled to take effect January 1, 2025, to continue the changes on and after that effective date.",Education; Education : Primary and Secondary Education,0
SB0169,2023_2024,135,Designate Cortland Veterans Memorial Bridge,"To enact section 5534.658 of the Revised Code to designate a bridge spanning Walnut Creek in Trumbull County as the ""Cortland Veterans Memorial Bridge.""",Special Designations; Special Designations : Memorial Highways and Bridges; Transportation,1
SB0170,2023_2024,135,Regards Sunday sales of beer and intoxicating liquor,"To amend sections 4301.22, 4301.24, 4301.32, 4301.322, 4301.33, 4301.332, 4301.333, 4301.353, 4301.355, 4301.362, 4301.365, 4301.366, 4301.37, 4301.39, 4301.403, 4301.404, 4301.99, 4303.184, 4303.19, 4303.202, 4303.203, 4303.204, 4303.205, and 4303.99; to enact new section 4303.182; and to repeal sections 4301.351, 4301.354, 4301.361, 4301.364, and 4303.182 of the Revised Code to alter the law relative to Sunday sales of beer and intoxicating liquor and make other specified changes to the liquor control law.",Commerce; Liquor Control; Liquor Control : Liquor Permits and Quotas,0
SB0171,2023_2024,135,Temporarily authorize income tax credit for certain investments,To amend sections 107.036 and 5747.98 and to enact sections 122.852 and 5747.67 of the Revised Code to temporarily authorize a refundable income tax credit for investing in a sound recording production company.,Economic Development; Taxation,0
SB0172,2023_2024,135,Exempt sales of manned aircraft from sales and use tax,To amend section 5739.02 of the Revised Code to exempt from sales and use tax sales of manned aircraft.,Taxation; Transportation : Air and Rail Transport,0
SB0173,2023_2024,135,Make election officials public service workers re:public records,To amend section 149.43 of the Revised Code to specify that certain election officials are designated public service workers for purposes of the public records law.,"Crimes, Corrections, and Law Enforcement : Crime and Punishment; Elections; State and Local Government : Public Records",0
SB0174,2023_2024,135,Allow retail natural gas service supplier to offer carbon offsets,"To enact sections 4929.50, 4929.51, 4929.53, 4929.55, 4929.57, and 4929.59 of the Revised Code to allow for competitive retail natural gas service suppliers to offer carbon offsets to customers.",Utilities  : Gas Utilities,0
SB0175,2023_2024,135,Regards insurance regulations and taxes,"To amend sections 121.95, 1751.11, 2913.47, 3901.04, 3901.221, 3901.24, 3901.321, 3901.36, 3903.42, 3905.14, 3916.15, 3929.41, 3929.42, 3929.43, 3929.44, 3929.481, 3935.04, 3937.03, 3961.08, 4125.041, 4509.70, 5725.18, and 5729.02 and to enact sections 3901.411, 3970.01, 3970.02, 3970.03, 3970.04, 3970.05, 3970.06, 3970.07, and 3970.08 of the Revised Code regarding insurance regulations and taxes.",Commerce : Insurance; Employment; Taxation,0
SB0176,2023_2024,135,Allow child support orders for children over 18 with a disability,"To amend sections 3119.01, 3119.66, 3119.86, and 3119.88 and to enact sections 3109.20, 3119.10, 3119.11, 3119.12, 3119.861, 3119.862, and 3119.863 of the Revised Code to allow child support orders to be issued, modified, or extended for children over 18 with a disability.",Health and Human Services : Mental Health and Disabilities; Juvenile and Family Law : Child Custody and Support,0
SB0177,2023_2024,135,Establish and operate the Ohio Health Care Plan,"To amend section 109.02 and to enact sections 3920.01, 3920.02, 3920.03, 3920.04, 3920.05, 3920.06, 3920.07, 3920.08, 3920.09, 3920.10, 3920.11, 3920.12, 3920.13, 3920.14, 3920.15, 3920.21, 3920.22, 3920.23, 3920.24, 3920.25, 3920.26, 3920.27, 3920.28, 3920.31, 3920.32, and 3920.33 of the Revised Code to establish and operate the Ohio Health Care Plan to provide universal health care coverage to all Ohio residents.",Commerce : Insurance; Health and Human Services : Health Care; Health and Human Services : Public Health,0
SB0178,2023_2024,135,Prohibit certain actions around a distressed vehicle,To amend section 4511.213 of the Revised Code to prohibit failing to change lanes or proceed with caution around a stationary vehicle in distress.,"Public Safety; Transportation : Motor Vehicles; Crimes, Corrections, and Law Enforcement",0
SB0179,2023_2024,135,Create Hilliard Davidson Wildcats license plate,"To amend section 4501.21 and to enact section 4503.959 of the Revised Code to create the ""Hilliard Davidson Wildcats"" license plate.",Special Designations; Transportation : Motor Vehicles; Transportation : Vehicle Registration and Titling,1
SB0180,2023_2024,135,Provide unemployment benefits to striking workers,To amend section 4141.29 and to enact section 4141.294 of the Revised Code to provide unemployment benefits to striking workers and to declare an emergency.,Employment; Employment : Collective Bargaining; Employment : Unemployment,0
SB0181,2023_2024,135,Regards ticket prices for school-affiliated events,To amend section 3313.5319 of the Revised Code regarding ticket prices for school-affiliated events.,Education; Education : Primary and Secondary Education,0
SB0182,2023_2024,135,Establish Foster-to-College Scholarship Program,"To enact sections 3301.95 and 3333.89 of the Revised Code to establish the Foster-to-College Scholarship Program, to require the Department of Education and Workforce to hire a full-time school foster care liaison, and to make an appropriation for the Foster-to-College Scholarship Program.",Education; Education : Primary and Secondary Education,0
SB0183,2023_2024,135,Designate Lance Corporal James Patrick Rizzo Memorial Highway,"To enact section 5534.662 of the Revised Code to designate a portion of I-90 in Cuyahoga County as the ""Lance Corporal Jimmy Rizzo Memorial Highway.""",Special Designations; Special Designations : Memorial Highways and Bridges; Transportation,1
SB0184,2023_2024,135,Prohibit use of outdoor receptacles for absent voters ballots,To amend section 3509.05 of the Revised Code to prohibit boards of elections from receiving absent voters ballots in outdoor receptacles.,Elections,0
SB0185,2023_2024,135,Exempt certain public service worker documents from disclosure,"To amend sections 149.43, 149.45, and 319.28 of the Revised Code to exempt redaction request forms, affidavits, and the records of the work schedules of designated public service workers from disclosure under public records law.",Public Safety; State and Local Government : Public Officials and Employees; State and Local Government : Public Records,0
SB0186,2023_2024,135,"Regards payment of property tax, sale of tax-foreclosed property","To amend sections 317.22, 319.20, 323.28, 323.74, 5713.18, 5721.19, and 5723.06 and to enact section 319.204 of the Revised Code to require payment of property taxes and assessments when a lot is split or transferred and to generally prohibit tax-delinquent property owners from purchasing tax-foreclosed property.",Housing and Real Property; Taxation,0
SB0187,2023_2024,135,Prohibit firearm possession with a domestic violence conviction,To amend sections 2923.13 and 2923.14 of the Revised Code to prohibit a person who is charged with or has been convicted of first degree misdemeanor domestic violence from possessing a firearm or dangerous ordnance.,"Crimes, Corrections, and Law Enforcement; Crimes, Corrections, and Law Enforcement : Crime and Punishment; Crimes, Corrections, and Law Enforcement : Firearms; Juvenile and Family Law : Domestic Relations",0
SB0188,2023_2024,135,Limit liability in regards to firearm hold agreements,To enact section 2923.22 of the Revised Code to limit liability for federally licensed firearms dealers in regards to firearm hold agreements.,"Crimes, Corrections, and Law Enforcement; Crimes, Corrections, and Law Enforcement : Firearms",0
SB0189,2023_2024,135,Authorize tax credit for handgun training and firearms storage,To amend sections 5747.08 and 5747.98 and to enact sections 5747.86 and 5747.87 of the Revised Code to authorize a nonrefundable income tax credit for the cost of handgun training and firearms storage and locking devices.,"Crimes, Corrections, and Law Enforcement : Firearms; Taxation",0
SB0190,2023_2024,135,Reduce sports gaming tax rate,To amend section 5753.021 of the Revised Code to reduce the sports gaming tax rate from 20% to 10%.,Gambling; Taxation,0
SB0191,2023_2024,135,Designate PFC Richard 'Rick' Wesley McFarland Memorial Highway,"To enact section 5534.154 of the Revised Code to designate a portion of State Route 39 in Richland County as the ""PFC Richard 'Rick' Wesley McFarland Memorial Highway.""","Special Designations : Memorial Highways and Bridges; Transportation; Transportation : Highways, Roads, and Bridges; Transportation : Motor Vehicles",1
SB0192,2023_2024,135,"Regards real estate brokers, residential property disclosures",To amend sections 4735.01 and 4735.18 and to enact section 5301.95 of the Revised Code to expand the scope of activities for which a real estate broker's license is required and to require wholesalers to make certain disclosures in transactions involving residential real property.,Housing and Real Property; Housing and Real Property : Real Estate Transactions; Occupational Licensing and Regulation,0
SB0193,2023_2024,135,Add certain drug offenses to terrorism offenses; revise drug law,"To amend sections 2909.21, 2909.24, 2925.37, and 3719.21 and to enact section 5502.09 of the Revised Code to add drug offenses committed by a major drug offender to the definition of ""specified offenses"" used in terrorism offenses, to modify the offense of terrorism, to prohibit possession of an encapsulating or tableting machine, and to create the pill press mold, encapsulating machine, and tableting machine registry.","Crimes, Corrections, and Law Enforcement; Crimes, Corrections, and Law Enforcement : Crime and Punishment; Health and Human Services : Health Care; Public Safety",0
SB0194,2023_2024,135,Increase certain Ohio Police and Fire Pension Fund contributions,To amend section 742.33 of the Revised Code to increase contribution amounts that employers of full-time municipal police officers must make to the Ohio Police and Fire Pension Fund.,"Crimes, Corrections, and Law Enforcement : Law Enforcement; Retirement; State and Local Government : Local Government; State and Local Government : Public Officials and Employees",0
SB0195,2023_2024,135,Establish Ohio Ireland Trade Commission,To enact section 149.60 of the Revised Code to establish the Ohio Ireland Trade Commission.,Commerce,0
SB0196,2023_2024,135,Regards authority of advanced practice registered nurses,"To amend sections 109.921, 124.38, 124.82, 173.521, 173.542, 305.03, 313.12, 503.241, 940.09, 1347.08, 1561.12, 1571.012, 1751.84, 1753.21, 2108.16, 2111.031, 2111.49, 2133.25, 2135.01, 2151.33, 2151.3515, 2151.421, 2305.235, 2313.14, 2317.47, 3101.05, 3105.091, 3111.12, 3119.05, 3119.54, 3304.23, 3309.22, 3309.41, 3309.45, 3313.64, 3313.716, 3313.72, 3319.141, 3319.143, 3321.04, 3501.382, 3701.031, 3701.046, 3701.144, 3701.146, 3701.162, 3701.243, 3701.245, 3701.262, 3701.47, 3701.48, 3701.50, 3701.505, 3701.5010, 3701.59, 3701.74, 3701.76, 3705.30, 3705.33, 3705.35, 3707.08, 3707.10, 3707.72, 3709.11, 3709.13, 3709.241, 3710.07, 3715.872, 3721.01, 3721.011, 3721.041, 3721.21, 3727.09, 3727.19, 3742.03, 3742.04, 3742.07, 3742.32, 3901.56, 3916.01, 3916.07, 3916.16, 3923.25, 3923.84, 3929.62, 3929.63, 3929.64, 3929.67, 4113.23, 4121.121, 4121.31, 4121.32, 4121.36, 4121.38, 4121.45, 4123.19, 4123.511, 4123.512, 4123.54, 4123.56, 4123.57, 4123.651, 4123.71, 4123.84, 4123.85, 4506.07, 4507.06, 4507.08, 4507.081, 4507.141, 4507.30, 4511.81, 4723.36, 4723.431, 4729.284, 4729.41, 4729.45, 4729.47, 5120.17, 5120.21, 5145.22, 5502.522, and 5739.01 and to enact sections 2135.15, 4723.437, 4723.438, and 4723.4812 of the Revised Code regarding the authority of advanced practice registered nurses.",Employment : Workers' Compensation; Health and Human Services : Health Care; Occupational Licensing and Regulation,0
SB0197,2023_2024,135,Allow for the sealing or expungement of certain charges,"To amend sections 1901.261, 1907.261, 2101.162, 2151.541, 2153.081, 2301.031, 2303.201, 2951.041, 2953.31, 2953.34, and 2953.61 and to enact section 2953.522 of the Revised Code to allow for the sealing or expungement of charges dismissed through intervention in lieu of conviction when those charges are connected to a conviction for operating a vehicle under the influence and to allow a clerk of court to spend computerization funds upon request.","Crimes, Corrections, and Law Enforcement; Crimes, Corrections, and Law Enforcement : Crime and Punishment; State and Local Government : Public Records; Transportation : Traffic Offenses",0
SB0198,2023_2024,135,"Provide inmates with state ID cards, education  documentation","To amend sections 4507.50, 4507.51, 4507.52, 5120.59, and 5139.511 and to enact section 5145.1611 of the Revised Code to provide inmates with state identification cards and documentation upon their release relating to work experience, education, and trade skills.","Crimes, Corrections, and Law Enforcement; Crimes, Corrections, and Law Enforcement : Prisons; Employment : Workforce Development; Juvenile and Family Law; Public Safety; Transportation",0
SB0199,2023_2024,135,Revise the Securities Law,"To amend sections 1707.01, 1707.03, 1707.09, 1707.091, 1707.092, 1707.13, and 1707.23 of the Revised Code to make changes to the Securities Law.",Commerce; Commerce : Securities,0
SB0200,2023_2024,135,Declare intent to regulate carbon capture and storage,To declare the General Assembly's intent to regulate carbon capture and storage technologies and the geologic sequestration of carbon dioxide for long-term storage.,Environment and Natural Resources; Environment and Natural Resources : Air and Water Pollution Control; Environment and Natural Resources : Oil and Gas,0
SB0201,2023_2024,135,"Put Supreme Court, appeals court candidate on nonpartisan ballot","To amend sections 3501.01, 3505.03, 3505.04, and 3513.257 of the Revised Code to require justice of the Supreme Court and judge of court of appeals candidates to appear on the nonpartisan ballot with other judicial candidates.",Courts and Civil Law : Courts; Elections,0
SB0202,2023_2024,135,Repeal parental consent requirements for web sites,"To repeal section 1349.09 of the Revised Code and to repeal Section 803.380 of H.B. 33 of the 135th General Assembly to repeal the requirement that operators of online web sites, services, and products that target children under age 16 obtain parental consent.",Commerce; Courts and Civil Law : Civil Law; Juvenile and Family Law; State and Local Government : State Government,0
SB0203,2023_2024,135,Regards mobile food service operation's fire code compliance,To enact section 3737.834 of the Revised Code to require state and local fire code officials to accept an inspection conducted or permit issued by another jurisdiction as conclusive evidence of a mobile food service operation's compliance with the fire code.,Agriculture : Food Regulation; Commerce; Health and Human Services : Public Health; Housing and Real Property : Building and Fire Codes; Public Safety; Transportation : Motor Vehicles,0
SB0204,2023_2024,135,Enact CROWN Act regarding hair texture and protective hair styles,"To amend sections 3314.03, 3326.11, 3328.24, and 4112.01 and to enact section 3319.48 of the Revised Code to enact the Creating a Respectful and Open World for Natural Hair (CROWN) Act to prohibit discrimination against an individual based on hair texture and protective hair styles.",Commerce : Consumer Finance; Courts and Civil Law : Civil Law; Education; Education : Primary and Secondary Education; Employment; Housing and Real Property; State and Local Government,0
SB0205,2023_2024,135,"Regards drug, alcohol, marijuana, tobacco instruction in schools","To amend section 3313.60 and to enact section 3301.0722 of the Revised Code with regard to instruction in the harmful effects of and legal restrictions against drug abuse, alcoholic beverages, marijuana, and tobacco in schools.",Education; Education : Primary and Secondary Education,0
SB0206,2023_2024,135,Establish process for selling abandoned or derelict aircraft,"To amend sections 1311.71, 1311.72, 1311.73, 1311.75, 1311.76, 1311.77, and 4561.01 and to enact sections 1311.721, 4561.26, and 4561.27 of the Revised Code to establish a process by which an abandoned or derelict aircraft may be sold.",Commerce; Transportation; Transportation : Air and Rail Transport,0
SB0207,2023_2024,135,Designate Stillbirth Prevention Day,"To enact section 5.54 of the Revised Code to designate September 19th as ""Stillbirth Prevention Day.""",Special Designations,1
SB0208,2023_2024,135,To require a military exception in an open enrollment policy,"To amend section 3313.98 of the Revised Code to require a city, exempted village, or local school district to include in its open enrollment policy an exception for military children.",Education; Education : Primary and Secondary Education; Military and Veterans,0
SB0209,2023_2024,135,Regards lost or stolen firearms,To amend section 2923.20 of the Revised Code to increase the penalty for failure to report a lost or stolen firearm.,"Crimes, Corrections, and Law Enforcement; Crimes, Corrections, and Law Enforcement : Firearms; Crimes, Corrections, and Law Enforcement : Law Enforcement",0
SB0210,2023_2024,135,Designates Ohio Black Media Week,"To enact section 5.54 of the Revised Code to designate ""Ohio Black Media Week.""",Special Designations,1
SB0211,2023_2024,135,Enter the Dietitian Licensure Compact,To enact sections 4759.30 and 4759.31 of the Revised Code to enter into the Dietitian Licensure Compact.,Health and Human Services : Health Care; Occupational Licensing and Regulation,0
SB0212,2023_2024,135,Regards age verification for online pornographic material,To enact section 1349.10 of the Revised Code to prohibit businesses from distributing pornographic material over the internet without verifying that the persons accessing that material are not juveniles.,Commerce,0
SB0213,2023_2024,135,Establish an alternative to guardianship for certain adults,"To enact sections 5123.68, 5123.681, 5123.682, 5123.683, 5123.684, 5123.685, and 5123.686 of the Revised Code to establish supported decision-making as a nonrestrictive alternative to guardianship for adults with developmental disabilities.",Health and Human Services; Health and Human Services : Health Care; Health and Human Services : Medicaid; Health and Human Services : Mental Health and Disabilities; Courts and Civil Law; Juvenile and Family Law,0
SB0214,2023_2024,135,Allow human trafficking victim to expunge certain records,To amend section 2953.36 of the Revised Code to allow a victim of human trafficking to expunge certain criminal records.,"Crimes, Corrections, and Law Enforcement; Crimes, Corrections, and Law Enforcement : Criminal Records Checks",0
SB0215,2023_2024,135,Prohibit foreign national contributions for ballot issues,"To amend sections 3517.01, 3517.10, 3517.12, 3517.13, 3517.155, and 3517.992 and to enact section 3517.121 of the Revised Code to prohibit foreign nationals from making contributions or expenditures regarding ballot issue campaigns.",Elections; Elections : Campaign Finance,0
SB0216,2023_2024,135,Phase-out state income tax; repeal commercial activity tax,"To amend sections 122.17, 122.66, 323.151, 3317.021, 3318.011, 5747.02, 5747.10, 5748.01, and 5751.02 of the Revised Code to phase-out the state income tax on nonbusiness income over six years and to repeal the commercial activity tax after 2029.",Taxation,0
SB0217,2023_2024,135,"Regards AI-generated products, simulated porn, identity fraud","To amend sections 1345.51, 2907.321, and 2913.49 and to enact sections 1349.10 and 2907.324 of the Revised Code to require AI-generated products have a watermark, to prohibit simulated child pornography, and to prohibit identity fraud using a replica of a person.","Commerce; Crimes, Corrections, and Law Enforcement; Crimes, Corrections, and Law Enforcement : Crime and Punishment; Juvenile and Family Law : Child Welfare; Public Safety",0
SB0218,2023_2024,135,Authorize driver training with electronic device or application,To enact section 4508.041 of the Revised Code to authorize an eligible adult to act in lieu of a driver training instructor while using an authorized electronic device or application.,Education; Public Safety; Transportation; Transportation : Drivers' Licenses; Transportation : Motor Vehicles,0
SB0219,2023_2024,135,Regards educator license grade bands,To amend section 3319.22 of the Revised Code regarding educator license grade bands.,Education; Education : Primary and Secondary Education,0
SB0220,2023_2024,135,Designate Day of Tears,"To enact section 5.54 of the Revised Code to designate January 22 as the ""Day of Tears.""",Special Designations,1
SB0221,2023_2024,135,Regards broadcasts of intercollegiate athletic competitions,To enact section 3345.87 of the Revised Code regarding broadcasts of intercollegiate athletic competitions.,Education : Higher Education,0
SB0222,2023_2024,135,Designate Reproductive Freedom Day,"To enact section 5.54 of the Revised Code to designate January 22 as ""Reproductive Freedom Day.""",Special Designations; Special Designations : Observances,1
SB0223,2023_2024,135,Enact FORCE Act re: organized retail theft,"To amend sections 177.011, 177.02, 2909.07, 2913.01, 2913.02, 2913.30, 2923.31, 2923.32, and 5739.17 and to enact sections 109.831 and 2913.08 of the Revised Code to enact the Fight Organized Retail Crime and Empower Law Enforcement (FORCE) Act to create the Organized Retail Theft Advisory Council and an investigative task force, to modify theft offenses and penalties related to retail property, and to make an appropriation.","Commerce; Crimes, Corrections, and Law Enforcement; Crimes, Corrections, and Law Enforcement : Crime and Punishment; Crimes, Corrections, and Law Enforcement : Law Enforcement; Public Safety; State and Local Government",0
SB0224,2023_2024,135,Modify sales and use taxation of delivery network services,To amend sections 5739.01 and 5741.01 and to enact section 5741.072 of the Revised Code to modify the sales and use taxation of delivery network services.,Taxation,0
SB0225,2023_2024,135,Designate Veterans Suicide Awareness and Prevention Day,To amend section 5.481 of the Revised Code to designate September 22 as Veterans Suicide Awareness and Prevention Day.,Special Designations,1
SB0226,2023_2024,135,Enact the Ohio Property Protection Act,"To amend sections 319.202, 5301.256, and 5323.02 of the Revised Code to extend the law that prohibits certain governments, businesses, and individuals from acquiring agricultural land to certain other property and to name this act the Ohio Property Protection Act.",Agriculture; Commerce; Housing and Real Property; Housing and Real Property : Real Estate Transactions; Military and Veterans,0
SB0227,2023_2024,135,Enact The Consumer Utility Billing Transparency Act,"To enact section 4933.30 of the Revised Code to enact ""The Consumer Utility Billing Transparency Act"" requiring the itemization of all riders, taxes, and other costs on certain utility bills.",Utilities,0
SB0228,2023_2024,135,Require refunds for utility customers for unlawful charges,To enact section 4903.191 of the Revised Code to require refunds for utility customers when a utility charge was determined to be unlawful.,State and Local Government : State Government; Utilities,0
SB0229,2023_2024,135,Revise Public Utilities Commission nominating council and process,To amend sections 4901.02 and 4901.021 and to enact section 4901.022 of the Revised Code to make various changes to the Public Utilities Commission nominating council and nomination process.,State and Local Government : State Government; Utilities,0
SB0230,2023_2024,135,Require state and local cooperation in enforcing immigration laws,"To amend sections 9.63 and 5747.502 and to enact sections 9.631, 9.632, 9.633, and 9.634 of the Revised Code to require state and local authorities to cooperate with the federal government in the enforcement of immigration laws, to sanction those that fail to do so, and to declare an emergency.",Immigration; Public Safety; State and Local Government : Local Government,0
SB0231,2023_2024,135,Require system for anonymous reporting of wage discrimination,To enact section 4112.041 of the Revised Code to require the Ohio Civil Rights Commission to establish a system for individuals to anonymously report wage discrimination.,Employment; State and Local Government : State Government,0
SB0232,2023_2024,135,Create fair paycheck workplace certificate,"To enact sections 4145.01, 4145.02, 4145.03, 4145.04, 4145.05, and 4145.06 of the Revised Code to create the fair paycheck workplace certificate.",Commerce; Employment; State and Local Government : State Government,0
SB0233,2023_2024,135,Regards on-track equipment when approaching a railroad crossing,"To amend sections 4511.62, 4511.63, 4511.64, and 4511.712 of the Revised Code to require vehicle operators to watch, listen, and stop for on-track equipment that may be approaching a railroad crossing.",Transportation; Transportation : Air and Rail Transport; Transportation : Motor Vehicles; Transportation : Traffic Offenses,0
SB0234,2023_2024,135,Designate Food Allergy Awareness Month,"To enact section 5.2539 of the Revised Code to designate May as ""Food Allergy Awareness Month.""",Health and Human Services; Special Designations : Observances,1
SB0235,2023_2024,135,Designate Public Service Recognition Week,"To enact section 5.54 of the Revised Code to designate the first full week in May ""Public Service Recognition Week.""",Special Designations,1
SB0236,2023_2024,135,Regards designation of certain court clerks as deputy registrars,To amend section 4503.03 of the Revised Code to prioritize designating a clerk of a court of common pleas as a deputy registrar in certain counties.,Public Safety; State and Local Government; Transportation; Transportation : Drivers' Licenses; Transportation : Motor Vehicles; Transportation : Vehicle Registration and Titling,0
SB0237,2023_2024,135,Enacts the Uniform Public Expression Protection Act,"To amend section 2505.02 and to enact sections 2747.01, 2747.02, 2747.03, 2747.04, 2747.05, and 2747.06 of the Revised Code to enact the Uniform Public Expression Protection Act relating to legal actions concerning protected speech.",Courts and Civil Law; Courts and Civil Law : Civil Law,0
SB0238,2023_2024,135,Creates a certification for specialty residential contractors,To amend section 4740.99 and to enact section 4740.18 of the Revised Code to establish a certification for specialty residential construction contractors.,Commerce; Occupational Licensing and Regulation,0
SB0239,2023_2024,135,Designate Chief Radio Operator Walter Dawson Memorial Highway,"To enact section 5534.425 of the Revised Code to designate a portion of United States Route 422 in Trumbull County as the ""Chief Radio Operator Walter Dawson Memorial Highway.""",Special Designations; Special Designations : Memorial Highways and Bridges; Transportation,1
SB0240,2023_2024,135,Make various changes to public assistance benefits programs,"To amend sections 5101.84 and 5101.98 and to enact sections 5101.042, 5101.543, 5101.546, 5101.548, 5101.95, and 5163.51 of the Revised Code to make various changes to public assistance benefits programs.",Health and Human Services : Medicaid; Health and Human Services : Public Assistance,0
SB0241,2023_2024,135,Expedite removal of unauthorized occupants; fraudulent deeds,To amend section 2909.07 and to enact sections 1923.16 and 2913.53 of the Revised Code to provide for the expedited removal of unauthorized occupants of residential property and to prohibit the use and sale of fraudulent deeds.,"Courts and Civil Law : Courts; Crimes, Corrections, and Law Enforcement : Crime and Punishment; Housing and Real Property",0
SB0242,2023_2024,135,Expand the charitable use property tax exemption,To amend section 5709.121 of the Revised Code to expand the charitable use property tax exemption.,Housing and Real Property; Taxation,0
SB0243,2023_2024,135,Declare intent to address local zoning that impedes housing,To declare the General Assembly's intent to enact legislation addressing local zoning regulations that impede the development of housing in this state.,Housing and Real Property; State and Local Government; State and Local Government : Local Government,0
SB0244,2023_2024,135,Authorize programs for partial homeowner property tax exemptions,"To amend sections 4503.06, 5713.07, 5713.08, and 5715.27 and to enact sections 5709.29 and 5709.99 of the Revised Code to authorize local governments to create residential stability zones where homeowners may qualify for a partial property tax exemption.",Housing and Real Property; Taxation,0
SB0245,2023_2024,135,Revise laws governing real property,"To amend sections 120.521, 120.53, 319.20, 1923.06, 1923.08, 1923.09, 3735.41, 3781.10, 4735.55, 4735.56, 4735.59, and 5321.17 and to enact sections 120.531, 120.532, 319.204, 1923.111, 1923.16, and 3781.181 of the Revised Code to revise the law governing eviction, real estate representation agreements, residential building code enforcement, and real property transfers, and to amend the version of section 3781.10 of the Revised Code that is scheduled to take effect January 1, 2025, to continue the changes after that date.",Housing and Real Property; State and Local Government,0
