bill_number,term,bill_type,intro_date,primary_sponsor,cosponsors,title,summary,approp_bill,veto,partial_veto,companion,bill_url
HB1050,2023-2024,Bill,2023-01-09,"Riccelli, Marcus","Berry, Liz; Simmons, Tarra; Ryu, Cindy; Goodman, Roger; Reed, Julia; Ramel, Alex; Lekanoff, Debra; Pollet, Gerry; Street, Chipalo; Doglio, Beth; Donaghy, Brandy; Wylie, Sharon; Santos, Sharon Tomiko; Ormsby, Timm; Fosse, Mary",AN ACT Relating to expanding apprenticeship utilization requirements;,Expanding apprenticeship utilization requirements.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=1050
HB1051,2023-2024,Bill,2023-01-09,"Leavitt, Mari","Walen, Amy; Simmons, Tarra; Ryu, Cindy; Goodman, Roger; Fitzgibbon, Joe; Pollet, Gerry; Doglio, Beth; Orwall, Tina; Macri, Nicole; Timmons, Joe; Wylie, Sharon; Bronoske, Dan; Ramos, Bill; Thai, My-Linh; Kloba, Shelley",AN ACT Relating to robocalling and telephone scams;,Concerning robocalling and telephone scams.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=1051
HB1052,2023-2024,Bill,2023-01-09,"Ramel, Alex","Lekanoff, Debra; Bateman, Jessica; Reed, Julia; Pollet, Gerry; Walen, Amy; Doglio, Beth; Kloba, Shelley",AN ACT Relating to providing a property tax exemption for qualified real and personal property owned or used by a nonprofit entity in providing qualified housing funded in whole or part through a local real estate excise tax;,Providing a property tax exemption for qualified real and personal property owned or used by a nonprofit entity in providing qualified housing funded in whole or part through a local real estate excise tax.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=1052
HB1053,2023-2024,Bill,2023-01-09,"Robertson, Eric","Mosbrucker, Gina; Corry, Chris; Barkis, Andrew; Griffey, Dan; Walsh, Jim; Low, Sam; Abbarno, Peter; Couture, Travis; Stokesbary, Drew; Chambers, Kelly; Hutchins, Spencer; Ybarra, Alex; Schmidt, Suzanne; Dent, Tom; Jacobsen, Cyndy; Sandlin, Bryan; Graham, Jenny; Steele, Mike; Christian, Leonard; McClintock, Stephanie; Goehner, Keith; Connors, April; Rude, Skyler; Caldier, Michelle; Barnard, Stephanie; Cheney, Greg; Maycumber, Jacquelin",AN ACT Relating to vehicular pursuits;,Concerning vehicular pursuits.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=1053
HB1054,2023-2024,Bill,2023-01-09,"Walen, Amy","Simmons, Tarra; Ryu, Cindy; Bateman, Jessica; Ramel, Alex; Doglio, Beth; Macri, Nicole; Gregerson, Mia; Springer, Larry; Thai, My-Linh; Kloba, Shelley; Donaghy, Brandy",AN ACT Relating to the authority of owners' associations in common interest communities to regulate or limit occupancy by unrelated persons;,Addressing the authority of owners' associations in common interest communities to regulate or limit occupancy by unrelated persons.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=1054
HB1055,2023-2024,Bill,2023-01-09,"Stokesbary, Drew","Ormsby, Timm; Leavitt, Mari; Simmons, Tarra; Goodman, Roger; Lekanoff, Debra; Rule, Alicia; Robertson, Eric; Bronoske, Dan; Bergquist, Steve; Davis, Lauren",AN ACT Relating to public safety employees' retirement plan membership for public safety telecommunicators;,Concerning public safety employees' retirement plan membership for public safety telecommunicators.,false,false,false,SB5328,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=1055
HB1056,2023-2024,Bill,2023-01-09,"Stokesbary, Drew","Fitzgibbon, Joe; Leavitt, Mari; Simmons, Tarra; Lekanoff, Debra; Rule, Alicia; Griffey, Dan; Macri, Nicole; Bergquist, Steve; Wylie, Sharon; Ormsby, Timm",AN ACT Relating to repealing some postretirement employment restrictions;,Repealing some postretirement employment restrictions.,false,false,false,SB5349,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=1056
HB1057,2023-2024,Bill,2023-01-09,"Stokesbary, Drew","Fitzgibbon, Joe; Leavitt, Mari; Simmons, Tarra; Rude, Skyler; Bateman, Jessica; Pollet, Gerry; Street, Chipalo; Goodman, Roger; Robertson, Eric; Macri, Nicole; Donaghy, Brandy; Bronoske, Dan; Paul, Dave; Bergquist, Steve; Wylie, Sharon; Kloba, Shelley; Ormsby, Timm",AN ACT Relating to providing a benefit increase to certain retirees of the public employees' retirement system plan 1 and the teachers' retirement system plan 1;,Providing a benefit increase to certain retirees of the public employees' retirement system plan 1 and the teachers' retirement system plan 1.,false,false,false,SB5350,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=1057
HB1058,2023-2024,Bill,2023-01-09,"Paul, Dave","Orcutt, Ed; Simmons, Tarra; Ryu, Cindy; Reed, Julia; Ramel, Alex; Lekanoff, Debra; Sandlin, Bryan; Macri, Nicole; Timmons, Joe; Wylie, Sharon; Shavers, Clyde; Kloba, Shelley; Ormsby, Timm","AN ACT Relating to streamlining the licensing process for a commercial driver's license by allowing the department to waive requirements for applicants that previously surrendered the license, allowing the license to be renewed online, and modifying the license test fees;","Streamlining the licensing process for a commercial driver's license by allowing the department to waive requirements for applicants that previously surrendered the license, allowing the license to be renewed online, and modifying the license test fees.",false,false,false,SB5251,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=1058
HB1059,2023-2024,Bill,2023-01-09,"Walen, Amy","Duerr, Davina; Rule, Alicia; Doglio, Beth; Timmons, Joe; Reeves, Kristine; Wylie, Sharon; Thai, My-Linh; Kloba, Shelley; Ormsby, Timm",AN ACT Relating to protecting minors from sexual exploitation;,Protecting minors from sexual exploitation.,false,false,false,SB5223,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=1059
HB1060,2023-2024,Bill,2023-01-09,"Corry, Chris","Berry, Liz; Walen, Amy; Reeves, Kristine; Cortes, Julio",AN ACT Relating to reorganization of domestic mutual insurers;,Concerning reorganization of domestic mutual insurers.,false,false,false,SB5220,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=1060
HB1061,2023-2024,Bill,2023-01-09,"Ryu, Cindy","Corry, Chris; Reeves, Kristine",AN ACT Relating to the elimination of prelicensing education requirements for licensed insurance producers;,Eliminating prelicensing education requirements for licensed insurance producers.,false,false,false,SB5026,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=1061
HB1062,2023-2024,Bill,2023-01-09,"Peterson, Strom","Simmons, Tarra; Bateman, Jessica; Reed, Julia; Doglio, Beth; Orwall, Tina; Macri, Nicole; Gregerson, Mia; Thai, My-Linh; Stonier, Monica Jurado; Santos, Sharon Tomiko; Farivar, Darya",AN ACT Relating to the use of deception by law enforcement officers during custodial interrogations;,Concerning deception by law enforcement officers during custodial interrogations.,false,false,false,SB6293,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=1062
HB1063,2023-2024,Bill,2023-01-09,"Corry, Chris",,AN ACT Relating to modifying the operation of motorcycles on roadways laned for traffic;,Modifying the operation of motorcycles on roadways laned for traffic.,false,false,false,SB5401,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=1063
HB1064,2023-2024,Bill,2023-01-09,"Jacobsen, Cyndy","Rude, Skyler; Walsh, Jim",AN ACT Relating to school safety capital grants;,Creating a school safety capital grant program.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=1064
HB1065,2023-2024,Bill,2023-01-09,"Ryu, Cindy","Reed, Julia; Callan, Lisa; Wylie, Sharon; Kloba, Shelley; Ormsby, Timm",AN ACT Relating to online marketplace consumer product theft and safety protection;,Concerning online marketplace consumer product theft and safety protection.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=1065
HB1066,2023-2024,Bill,2023-01-09,"Goodman, Roger","Abbarno, Peter; Simmons, Tarra; Kloba, Shelley",AN ACT Relating to making technical corrections and removing obsolete language from the Revised Code of Washington pursuant to RCW 1.08.025;,Making technical corrections and removing obsolete language from the Revised Code of Washington pursuant to RCW 1.08.025.,false,false,true,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=1066
HB1067,2023-2024,Bill,2023-01-09,"Bronoske, Dan","Simmons, Tarra; Berry, Liz; Bateman, Jessica; Lekanoff, Debra; Doglio, Beth; Gregerson, Mia; Wylie, Sharon; Ortiz-Self, Lillian; Pollet, Gerry; Davis, Lauren; Riccelli, Marcus; Ormsby, Timm; Fosse, Mary",AN ACT Relating to wages for journeypersons in high-hazard facilities;,Concerning wages for journeypersons in high-hazard facilities.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=1067
HB1068,2023-2024,Bill,2023-01-09,"Bronoske, Dan","Simmons, Tarra; Ryu, Cindy; Goodman, Roger; Berry, Liz; Bateman, Jessica; Peterson, Strom; Taylor, Jamila; Doglio, Beth; Gregerson, Mia; Wylie, Sharon; Pollet, Gerry; Davis, Lauren; Santos, Sharon Tomiko; Ormsby, Timm; Fosse, Mary",AN ACT Relating to injured workers' rights during compelled medical examinations;,Concerning injured workers' rights during compelled medical examinations.,false,false,false,SB5212,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=1068
HB1069,2023-2024,Bill,2023-01-09,"Leavitt, Mari","Harris, Paul; Riccelli, Marcus; Simmons, Tarra; Barkis, Andrew; Slatter, Vandana; Ryu, Cindy; Bateman, Jessica; Rude, Skyler; Schmidt, Suzanne; Rule, Alicia; Goodman, Roger; Ybarra, Alex; Callan, Lisa; Doglio, Beth; Orwall, Tina; Macri, Nicole; Caldier, Michelle; Senn, Tana; Tharinger, Steve; Bronoske, Dan; Gregerson, Mia; Paul, Dave; Wylie, Sharon; Stonier, Monica Jurado; Kloba, Shelley; Ormsby, Timm; Farivar, Darya",AN ACT Relating to the mental health counselor compact;,Adopting the mental health counselor compact. ,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=1069
HB1070,2023-2024,Bill,2023-01-09,"Connors, April","Reeves, Kristine; Hutchins, Spencer; Schmidt, Suzanne; Peterson, Strom; Christian, Leonard; Rude, Skyler; Klicker, Mark; Barkis, Andrew; Walsh, Jim",AN ACT Relating to exempting the sale and leaseback of property by a seller from the residential landlord-tenant act when the seller agrees to a written lease at closing;,Exempting the sale and leaseback of property by a seller from the residential landlord-tenant act when the seller agrees to a written lease at closing.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=1070
HB1071,2023-2024,Bill,2023-01-09,"Walsh, Jim","Jacobsen, Cyndy; Graham, Jenny; Griffey, Dan",AN ACT Relating to securing schools by authorizing funding for a school resource officer in every school;,Securing schools by authorizing funding for a school resource officer in every school.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=1071
HB1072,2023-2024,Bill,2023-01-09,"Klicker, Mark","Sandlin, Bryan; Rude, Skyler",AN ACT Relating to motor vehicle length limitations;,Concerning motor vehicle length limitations.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=1072
HB1073,2023-2024,Bill,2023-01-09,"Harris, Paul","Tharinger, Steve; Ryu, Cindy; Leavitt, Mari; Macri, Nicole; Caldier, Michelle; Santos, Sharon Tomiko; Ormsby, Timm",AN ACT Relating to medical assistants;,Concerning medical assistants.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=1073
HB1074,2023-2024,Bill,2023-01-09,"Thai, My-Linh","Macri, Nicole; Simmons, Tarra; Ryu, Cindy; Ramel, Alex; Peterson, Strom; Lekanoff, Debra; Alvarado, Emily; Pollet, Gerry; Cortes, Julio; Gregerson, Mia; Kloba, Shelley; Davis, Lauren; Ormsby, Timm",AN ACT Relating to documentation and processes governing landlords' claims for damage to residential premises;,Addressing documentation and processes governing landlords' claims for damage to residential premises.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=1074
HB1075,2023-2024,Bill,2023-01-09,"Thai, My-Linh","Walen, Amy; Simmons, Tarra; Berry, Liz; Ramel, Alex; Peterson, Strom; Pollet, Gerry; Callan, Lisa; Macri, Nicole; Gregerson, Mia; Bergquist, Steve; Wylie, Sharon; Kloba, Shelley; Santos, Sharon Tomiko; Riccelli, Marcus; Fosse, Mary; Ormsby, Timm",AN ACT Relating to expanding eligibility for the working families' tax credit to everyone age 18 and older;,Expanding eligibility for the working families' tax credit to everyone age 18 and older.,false,false,false,SB5249,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=1075
HB1076,2023-2024,Bill,2023-01-09,"Klicker, Mark","Sandlin, Bryan; Barnard, Stephanie",AN ACT Relating to encouraging salmon recovery through voluntary stewardship;,Encouraging salmon recovery through voluntary stewardship.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=1076
HB1077,2023-2024,Bill,2023-01-09,"Thai, My-Linh","Walen, Amy; Simmons, Tarra; Leavitt, Mari; Senn, Tana; Goodman, Roger; Santos, Sharon Tomiko",AN ACT Relating to courthouse facility dogs;,Concerning courthouse facility dogs.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=1077
HB1078,2023-2024,Bill,2023-01-09,"Duerr, Davina","Doglio, Beth; Simmons, Tarra; Reed, Julia; Ryu, Cindy; Walen, Amy; Ramel, Alex; Macri, Nicole; Reeves, Kristine; Kloba, Shelley",AN ACT Relating to urban forest management ordinances;,Concerning urban forest management ordinances.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=1078
HB1079,2023-2024,Bill,2023-01-09,"Thai, My-Linh","Slatter, Vandana; Ryu, Cindy",AN ACT Relating to rapid whole genome sequencing;,Concerning rapid whole genome sequencing.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=1079
HB1080,2023-2024,Bill,2023-01-09,"Taylor, Jamila","Peterson, Strom; Simmons, Tarra; Walen, Amy; Reed, Julia; Stearns, Chris; Berry, Liz; Pollet, Gerry; Goodman, Roger; Orwall, Tina; Bergquist, Steve; Gregerson, Mia; Thai, My-Linh",AN ACT Relating to body worn cameras;,Concerning body worn cameras.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=1080
HB1081,2023-2024,Bill,2023-01-09,"Simmons, Tarra","Hutchins, Spencer; Ryu, Cindy; Bronoske, Dan",AN ACT Relating to authorizing administrative law judges to substitute for pollution control hearings board members in deciding derelict vessel appeals;,Authorizing administrative law judges to substitute for pollution control hearings board members in deciding derelict vessel appeals.,false,false,false,SB5192,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=1081
HB1082,2023-2024,Bill,2023-01-09,"Simmons, Tarra","Jacobsen, Cyndy; Goodman, Roger; Springer, Larry; Santos, Sharon Tomiko; Ormsby, Timm",AN ACT Relating to expanding opportunities for physical therapy and occupational therapy professionals to form professional service corporations;,Expanding opportunities for physical therapy and occupational therapy professionals to form professional service corporations.,false,false,false,SB5044,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=1082
HB1083,2023-2024,Bill,2023-01-09,"Robertson, Eric","Rule, Alicia; Ryu, Cindy",AN ACT Relating to ensuring reasonable terms of payment are available to cannabis retailers when contracting with cannabis processors for the purchase of cannabis products;,Concerning terms of payment for cannabis retailers.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=1083
HB1084,2023-2024,Bill,2023-01-09,"Fey, Jake","Ramos, Bill; Ryu, Cindy; Ramel, Alex; Leavitt, Mari; Timmons, Joe; Wylie, Sharon",AN ACT Relating to freight mobility prioritization;,Concerning freight mobility prioritization.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=1084
HB1085,2023-2024,Bill,2023-01-09,"Mena, Sharlett","Bateman, Jessica; Reed, Julia; Fitzgibbon, Joe; Ramel, Alex; Peterson, Strom; Pollet, Gerry; Berry, Liz; Walen, Amy; Doglio, Beth; Macri, Nicole; Simmons, Tarra; Thai, My-Linh; Cortes, Julio; Kloba, Shelley; Ormsby, Timm",AN ACT Relating to reducing plastic pollution;,Reducing plastic pollution.,false,false,false,,http://wslwebservices.leg.wa.gov/legislationservice.asmx/GetLegislation?biennium=2023-24&billNumber=1085
