bill_id,session,chamber,action_date,action,order,comm_order,vote
HB4024,2024R1,S,2024-03-06,Referred to Rules.,11,,
HB4024,2024R1,S,2024-03-07,Public Hearing and Work Session held.,12,,
HB4024,2024R1,S,2024-03-07,Recommendation: Do pass the A-Eng. bill.,13,,
HB4024,2024R1,S,2024-03-07,Second reading.,14,,
HB4024,2024R1,S,2024-03-07,"Rules suspended. Third reading.  Carried by Lieber, Knopp.  Passed.",15,,"Ayes, 22; Nays, 6--Bonham, Boquist, Golden, Hayden, Linthicum, Robinson; Excused, 2--Thatcher, Weber."
HB4024,2024R1,S,2024-03-07,Vote explanation(s) filed by Boquist.,16,,
HB4024,2024R1,H,2024-03-13,Speaker signed.,17,,
HB4024,2024R1,S,2024-03-19,President signed.,18,,
HB4024,2024R1,H,2024-03-20,Governor signed.,19,,
HB4024,2024R1,H,2024-03-25,"Chapter 9, (2024 Laws): Effective date June 6, 2024.",20,,
HB4025,2024R1,H,2024-02-05,First reading. Referred to Speaker's desk.,1,,
HB4025,2024R1,H,2024-02-05,Referred to Rules with subsequent referral to Ways and Means.,2,,
HB4025,2024R1,H,2024-03-07,In committee upon adjournment.,3,,
HB4026,2024R1,H,2024-02-20,HRULES Committee ~ Public Hearing: Heard,,1,
HB4026,2024R1,H,2024-02-27,HRULES Committee ~ Work Session: Heard and Reported Out with Amendments,,2,
HB4026,2024R1,S,2024-03-05,SRULES Committee ~ Public Hearing: Heard,,3,
HB4026,2024R1,S,2024-03-06,SRULES Committee ~ Work Session: Heard and Reported Out,,4,
HB4026,2024R1,H,2024-02-05,First reading. Referred to Speaker's desk.,1,,
HB4026,2024R1,H,2024-02-05,Referred to Rules with subsequent referral to Ways and Means.,2,,
HB4026,2024R1,H,2024-02-20,Public Hearing held.,3,,
HB4026,2024R1,H,2024-02-27,Work Session held.,4,,
HB4026,2024R1,H,2024-02-28,"Recommendation: Do pass with amendments, be printed A-Engrossed, and subsequent referral to Ways and Means be rescinded.",5,,
HB4026,2024R1,H,2024-02-28,Subsequent referral to Ways and Means rescinded by order of the Speaker.,6,,
HB4026,2024R1,H,2024-02-29,Second reading.,7,,
HB4026,2024R1,H,2024-02-29,Rules suspended. Third reading. Carried by Breese-Iverson. Passed.,8,,"Ayes, 49; Nays, 5--Chaichi, Grayber, McLain, Sosa, Stout; Excused, 4--Boshart Davis, Cramer, Owens, Scharf; Excused for Business of the House, 2--Elmer, Goodwin."
HB4026,2024R1,S,2024-03-01,First reading. Referred to President's desk.,9,,
HB4026,2024R1,H,2024-02-29,Vote explanation(s) filed by McLain.,10,,
HB4026,2024R1,S,2024-03-04,Referred to Rules.,11,,
HB4026,2024R1,S,2024-03-05,Public Hearing held.,12,,
HB4026,2024R1,S,2024-03-06,Work Session held.,13,,
HB4026,2024R1,S,2024-03-07,Recommendation: Do pass the A-Eng. bill.,14,,
HB4026,2024R1,S,2024-03-07,Second reading.,15,,
HB4026,2024R1,S,2024-03-07,Rules suspended. Third reading.  Carried by Knopp.  Passed.,16,,"Ayes, 25; Nays, 3--Bonham, Boquist, Robinson; Excused, 2--Thatcher, Weber."
HB4026,2024R1,H,2024-03-13,Speaker signed.,17,,
HB4026,2024R1,S,2024-03-07,Vote explanation(s) filed by Sollman.,18,,
HB4026,2024R1,S,2024-03-19,President signed.,19,,
HB4026,2024R1,H,2024-03-20,Governor signed.,20,,
HB4026,2024R1,H,2024-03-25,"Chapter 10, (2024 Laws): Effective date March 20, 2024.",21,,
HB4027,2024R1,H,2024-02-05,First reading. Referred to Speaker's desk.,1,,
HB4027,2024R1,H,2024-02-05,Referred to Rules with subsequent referral to Ways and Means.,2,,
HB4027,2024R1,H,2024-03-07,In committee upon adjournment.,3,,
HB4028,2024R1,H,2024-02-20,HRULES Committee ~ Public Hearing: Heard,,1,
HB4028,2024R1,H,2024-02-22,HRULES Committee ~ Public Hearing: Heard,,2,
HB4028,2024R1,H,2024-02-22,HRULES Committee ~ Work Session: Heard and Reported Out with Amendments,,3,
HB4028,2024R1,H,2024-02-05,First reading. Referred to Speaker's desk.,1,,
HB4028,2024R1,H,2024-02-05,Referred to Rules with subsequent referral to Ways and Means.,2,,
HB4028,2024R1,H,2024-02-20,Public Hearing held.,3,,
HB4028,2024R1,H,2024-02-22,Public Hearing held.,4,,
HB4028,2024R1,H,2024-02-22,Work Session held.,5,,
HB4028,2024R1,H,2024-02-23,"Recommendation: Do pass with amendments, be printed A-Engrossed, and subsequent referral to Ways and Means be rescinded.",6,,
HB4028,2024R1,H,2024-02-23,Subsequent referral to Ways and Means rescinded by order of the Speaker.,7,,
HB4028,2024R1,H,2024-02-26,Second reading.,8,,
HB4028,2024R1,H,2024-02-27,Motion to rerefer to Rules carried. Rereferred.,9,,
HB4028,2024R1,H,2024-02-27,Read.,10,,
HB4028,2024R1,H,2024-03-07,In committee upon adjournment.,11,,
HB4029,2024R1,H,2024-02-05,First reading. Referred to Speaker's desk.,1,,
HB4029,2024R1,H,2024-02-05,Referred to Rules with subsequent referral to Ways and Means.,2,,
HB4029,2024R1,H,2024-03-07,In committee upon adjournment.,3,,
HB4030,2024R1,H,2024-02-05,First reading. Referred to Speaker's desk.,1,,
HB4030,2024R1,H,2024-02-05,Referred to Rules with subsequent referral to Ways and Means.,2,,
HB4030,2024R1,H,2024-03-07,In committee upon adjournment.,3,,
HB4031,2024R1,H,2024-02-13,HRULES Committee ~ Work Session: Heard and Reported Out,,1,
HB4031,2024R1,H,2024-02-21,HREV Committee ~ Public Hearing: Heard,,2,
HB4031,2024R1,H,2024-02-28,HREV Committee ~ Informational Meeting: Heard,,3,
HB4031,2024R1,H,2024-02-29,HREV Committee ~ Work Session: Heard and Reported Out with Amendments,,4,
HB4031,2024R1,S,2024-03-05,SFR Committee ~ Public Hearing and Work Session: Heard and Reported Out,,5,
HB4031,2024R1,H,2024-02-05,First reading. Referred to Speaker's desk.,1,,
HB4031,2024R1,H,2024-02-05,Referred to Rules with subsequent referral to Ways and Means.,2,,
HB4031,2024R1,H,2024-02-13,Work Session held.,3,,
HB4031,2024R1,H,2024-02-14,"Without recommendation as to passage, be referred to Revenue, and then to Ways and Means by prior reference.",4,,
HB4031,2024R1,H,2024-02-14,Referred to Revenue by order of Speaker and then Ways and Means by prior reference.,5,,
HB4031,2024R1,H,2024-02-21,Public Hearing held.,6,,
HB4031,2024R1,H,2024-02-28,Informational Meeting held.,7,,
HB4031,2024R1,H,2024-02-29,Work Session held.,8,,
HB4031,2024R1,H,2024-03-01,"Recommendation: Do pass with amendments, be printed A-Engrossed, and subsequent referral to Ways and Means be rescinded.",9,,
HB4031,2024R1,H,2024-03-01,Subsequent referral to Ways and Means rescinded by order of the Speaker.,10,,
HB4031,2024R1,H,2024-03-04,Second reading.,11,,
HB4031,2024R1,H,2024-03-04,Rules suspended. Third reading. Carried by Nathanson. Passed.,12,,"Ayes, 57; Excused, 2--Boshart Davis, Cramer; Excused for Business of the House, 1--Wallan."
HB4031,2024R1,H,2024-03-04,"Potential conflict(s) of interest declared by Bynum, Nguyen D, Smith G.",13,,
HB4031,2024R1,S,2024-03-04,First reading. Referred to President's desk.,14,,
HB4031,2024R1,S,2024-03-04,Referred to Finance and Revenue.,15,,
HB4031,2024R1,S,2024-03-05,Public Hearing and Work Session held.,16,,
HB4031,2024R1,S,2024-03-06,Recommendation: Do pass the A-Eng. bill.,17,,
HB4031,2024R1,S,2024-03-06,Second reading.,18,,
HB4031,2024R1,S,2024-03-06,Rules suspended. Third reading.  Carried by Meek.  Passed.,19,,"Ayes, 26; Nays, 3--Boquist, Linthicum, Robinson; Excused, 1--Thatcher."
HB4031,2024R1,H,2024-03-07,Speaker signed.,20,,
HB4031,2024R1,S,2024-03-07,President signed.,21,,
HB4031,2024R1,H,2024-03-27,Governor signed.,22,,
HB4031,2024R1,H,2024-03-28,"Chapter 28, (2024 Laws): Effective date March 27, 2024.",23,,
HB4032,2024R1,H,2024-02-08,HRULES Committee ~ Public Hearing: Heard,,1,
HB4032,2024R1,H,2024-02-27,HRULES Committee ~ Work Session: Not Heard,,2,
HB4032,2024R1,H,2024-02-29,HRULES Committee ~ Work Session: Not Heard,,3,
HB4032,2024R1,H,2024-02-05,First reading. Referred to Speaker's desk.,1,,
HB4032,2024R1,H,2024-02-05,Referred to Rules.,2,,
HB4032,2024R1,H,2024-02-08,Public Hearing held.,3,,
HB4032,2024R1,H,2024-03-07,In committee upon adjournment.,4,,
HB4033,2024R1,H,2024-02-06,HREV Committee ~ Public Hearing: Heard,,1,
HB4033,2024R1,H,2024-02-14,HREV Committee ~ Work Session: Heard and Reported Out,,2,
HB4033,2024R1,S,2024-02-26,SFR Committee ~ Public Hearing: Heard,,3,
HB4033,2024R1,S,2024-02-27,SFR Committee ~ Work Session: None,,4,
HB4033,2024R1,S,2024-03-04,SFR Committee ~ Work Session: Heard and Reported Out,,5,
HB4033,2024R1,H,2024-02-05,First reading. Referred to Speaker's desk.,1,,
HB4033,2024R1,H,2024-02-05,Referred to Revenue.,2,,
HB4033,2024R1,H,2024-02-06,Public Hearing held.,3,,
HB4033,2024R1,H,2024-02-14,Work Session held.,4,,
HB4033,2024R1,H,2024-02-14,Recommendation: Do pass.,5,,
HB4033,2024R1,H,2024-02-15,Second reading.,6,,
HB4033,2024R1,H,2024-02-15,Rules suspended. Third reading. Carried by Nathanson. Passed.,7,,"Ayes, 56; Excused, 1--Javadi; Excused for Business of the House, 3--Helfrich, Owens, Speaker Rayfield."
HB4033,2024R1,S,2024-02-19,First reading. Referred to President's desk.,8,,
HB4033,2024R1,S,2024-02-19,Referred to Finance and Revenue.,9,,
HB4033,2024R1,S,2024-02-26,Public Hearing held.,10,,
HB4033,2024R1,S,2024-02-27,Work Session cancelled.,11,,
HB4033,2024R1,S,2024-03-04,Work Session held.,12,,
HB4033,2024R1,S,2024-03-05,Recommendation: Do pass.,13,,
HB4033,2024R1,S,2024-03-05,Second reading.,14,,
HB4033,2024R1,S,2024-03-06,Third reading.  Carried by Findley.  Passed.,15,,"Ayes, 29; Excused, 1--Thatcher."
HB4033,2024R1,H,2024-03-07,Speaker signed.,16,,
HB4033,2024R1,S,2024-03-07,President signed.,17,,
HB4033,2024R1,H,2024-04-04,Governor signed.,18,,
HB4033,2024R1,H,2024-04-10,"Chapter 74, (2024 Laws): Effective date January 1, 2025.",19,,
HB4034,2024R1,H,2024-02-28,HREV Committee ~ Public Hearing: Heard,,1,
HB4034,2024R1,H,2024-03-05,HREV Committee ~ Work Session: Heard and Reported Out with Amendments,,2,
HB4034,2024R1,S,2024-03-06,SFR Committee ~ Public Hearing and Work Session: Heard and Reported Out,,3,
HB4034,2024R1,H,2024-02-05,First reading. Referred to Speaker's desk.,1,,
HB4034,2024R1,H,2024-02-05,Referred to Revenue.,2,,
HB4034,2024R1,H,2024-02-28,Public Hearing held.,3,,
HB4034,2024R1,H,2024-03-05,Work Session held.,4,,
HB4034,2024R1,H,2024-03-05,Recommendation: Do pass with amendments and be printed A-Engrossed.,5,,
HB4034,2024R1,H,2024-03-06,Second reading.,6,,
HB4034,2024R1,H,2024-03-06,Rules suspended. Third reading. Carried by Smith G. Passed.,7,,"Ayes, 56; Excused, 4--Boshart Davis, Cramer, Levy E, Owens."
HB4034,2024R1,S,2024-03-06,First reading. Referred to President's desk.,8,,
HB4034,2024R1,S,2024-03-06,Referred to Finance and Revenue.,9,,
HB4034,2024R1,S,2024-03-06,Public Hearing and Work Session held.,10,,
HB4034,2024R1,S,2024-03-07,Recommendation: Do pass the A-Eng. bill.,11,,
HB4034,2024R1,S,2024-03-07,Second reading.,12,,
HB4034,2024R1,S,2024-03-07,Rules suspended. Third reading.  Carried by Boquist.  Passed.,13,,"Ayes, 28; Excused, 2--Thatcher, Weber."
HB4034,2024R1,H,2024-03-13,Speaker signed.,14,,
HB4034,2024R1,S,2024-03-19,President signed.,15,,
HB4034,2024R1,H,2024-04-04,Governor signed.,16,,
HB4034,2024R1,H,2024-04-10,"Chapter 75, (2024 Laws): Effective date June 6, 2024.",17,,
HB4035,2024R1,H,2024-02-06,HREV Committee ~ Public Hearing: Heard,,1,
HB4035,2024R1,H,2024-02-14,HREV Committee ~ Work Session: Heard and Reported Out,,2,
HB4035,2024R1,S,2024-02-27,SFR Committee ~ Public Hearing: None,,3,
HB4035,2024R1,S,2024-03-04,SFR Committee ~ Public Hearing: Heard,,4,
HB4035,2024R1,S,2024-03-05,SFR Committee ~ Work Session: Heard and Reported Out,,5,
HB4035,2024R1,H,2024-02-05,First reading. Referred to Speaker's desk.,1,,
HB4035,2024R1,H,2024-02-05,Referred to Revenue.,2,,
HB4035,2024R1,H,2024-02-06,Public Hearing held.,3,,
HB4035,2024R1,H,2024-02-14,Work Session held.,4,,
HB4035,2024R1,H,2024-02-14,Recommendation: Do pass.,5,,
HB4035,2024R1,H,2024-02-15,Second reading.,6,,
HB4035,2024R1,H,2024-02-16,"Rules suspended. Carried over to February 19, 2024 Calendar.",7,,
HB4035,2024R1,H,2024-02-19,Third reading. Carried by Reschke. Passed.,8,,"Ayes, 54; Nays, 1--Cate; Excused, 3--Levy E, Lively, Smith G; Excused for Business of the House, 2--Kropf, Speaker Rayfield."
HB4035,2024R1,S,2024-02-20,First reading. Referred to President's desk.,9,,
HB4035,2024R1,S,2024-02-20,Referred to Finance and Revenue.,10,,
HB4035,2024R1,S,2024-02-27,Public Hearing Cancelled.,11,,
HB4035,2024R1,S,2024-03-04,Public Hearing held.,12,,
HB4035,2024R1,S,2024-03-05,Work Session held.,13,,
HB4035,2024R1,S,2024-03-06,Recommendation: Do pass.,14,,
HB4035,2024R1,S,2024-03-06,Second reading.,15,,
HB4035,2024R1,S,2024-03-06,Rules suspended. Third reading.  Carried by Boquist.  Passed.,16,,"Ayes, 29; Excused, 1--Thatcher."
HB4035,2024R1,H,2024-03-07,Speaker signed.,17,,
HB4035,2024R1,S,2024-03-07,President signed.,18,,
HB4035,2024R1,H,2024-04-04,Governor signed.,19,,
HB4035,2024R1,H,2024-04-10,"Chapter 76, (2024 Laws): Effective date June 6, 2024.",20,,
HB4036,2024R1,J,2024-02-07,JACSR Committee ~ Public Hearing: Heard,,1,
HB4036,2024R1,H,2024-02-05,First reading. Referred to Speaker's desk.,1,,
HB4036,2024R1,H,2024-02-05,Referred to Addiction and Community Safety Response.,2,,
HB4036,2024R1,H,2024-02-07,Public Hearing held.,3,,
HB4036,2024R1,H,2024-02-27,Motion to withdraw from Addiction and Community Safety Response failed.,4,,"Ayes, 30; Nays, 28--Andersen, Bowman, Chaichi, Dexter, Fahey, Gamba, Gomberg, Grayber, Helm, Holvey, Hudson, Kropf, Marsh, McLain, Nathanson, Nelson, Neron, Nguyen D, Nosse, Pham H, Pham K, Reynolds, Sanchez, Sosa, Tran, Valderrama, Walters, Speaker Rayfield; Excused, 2--Boshart Davis, Elmer."
HB4036,2024R1,H,2024-02-27,Motion to withdraw from Addiction and Community Safety Response failed.,5,,"Ayes, 30; Nays, 29--Andersen, Bowman, Chaichi, Dexter, Evans, Fahey, Gamba, Gomberg, Grayber, Helm, Holvey, Hudson, Kropf, Marsh, McLain, Nathanson, Nelson, Neron, Nguyen D, Nosse, Pham H, Pham K, Reynolds, Sanchez, Sosa, Tran, Valderrama, Walters, Speaker Rayfield; Excused, 1--Boshart Davis."
HB4036,2024R1,H,2024-02-27,"Vote explanation(s) filed by Hartman, Nguyen H.",6,,
HB4036,2024R1,H,2024-02-27,"Vote explanation(s) filed by Hartman, Nguyen H.",7,,
HB4036,2024R1,H,2024-03-07,In committee upon adjournment.,8,,
HB4037,2024R1,H,2024-02-05,First reading. Referred to Speaker's desk.,1,,
HB4037,2024R1,H,2024-02-05,Referred to Behavioral Health and Health Care.,2,,
HB4037,2024R1,H,2024-03-07,In committee upon adjournment.,3,,
HB4038,2024R1,H,2024-02-12,HREV Committee ~ Public Hearing: Heard,,1,
HB4038,2024R1,H,2024-02-26,HREV Committee ~ Informational Meeting: Heard,,2,
HB4038,2024R1,H,2024-02-05,First reading. Referred to Speaker's desk.,1,,
HB4038,2024R1,H,2024-02-05,Referred to Revenue.,2,,
HB4038,2024R1,H,2024-02-12,Public Hearing held.,3,,
HB4038,2024R1,H,2024-02-26,Informational Meeting held.,4,,
HB4038,2024R1,H,2024-03-07,In committee upon adjournment.,5,,
HB4039,2024R1,H,2024-02-05,First reading. Referred to Speaker's desk.,1,,
HB4039,2024R1,H,2024-02-05,Referred to Revenue.,2,,
HB4039,2024R1,H,2024-03-07,In committee upon adjournment.,3,,
HB4040,2024R1,H,2024-02-08,HECDSB Committee ~ Public Hearing: Heard,,1,
HB4040,2024R1,H,2024-02-13,HECDSB Committee ~ Work Session: Heard and Reported Out with Amendments,,2,
HB4040,2024R1,S,2024-02-26,SLB Committee ~ Public Hearing: Heard,,3,
HB4040,2024R1,S,2024-02-28,SLB Committee ~ Public Hearing and Work Session: Heard and Reported Out,,4,
HB4040,2024R1,H,2024-02-05,First reading. Referred to Speaker's desk.,1,,
HB4040,2024R1,H,2024-02-05,Referred to Economic Development and Small Business with subsequent referral to Ways and Means.,2,,
HB4040,2024R1,H,2024-02-08,Public Hearing held.,3,,
HB4040,2024R1,H,2024-02-13,Work Session held.,4,,
HB4040,2024R1,H,2024-02-15,"Recommendation: Do pass with amendments, be printed A-Engrossed, and subsequent referral to Ways and Means be rescinded.",5,,
HB4040,2024R1,H,2024-02-15,Subsequent referral to Ways and Means rescinded by order of the Speaker.,6,,
HB4040,2024R1,H,2024-02-15,Second reading.,7,,
HB4040,2024R1,H,2024-02-16,"Rules suspended. Carried over to February 19, 2024 Calendar.",8,,
HB4040,2024R1,H,2024-02-19,Third reading. Carried by Osborne. Passed.,9,,"Ayes, 53; Nays, 2--Boshart Davis, Cate; Excused, 3--Levy E, Lively, Smith G; Excused for Business of the House, 2--Kropf, Speaker Rayfield."
HB4040,2024R1,S,2024-02-20,First reading. Referred to President's desk.,10,,
HB4040,2024R1,S,2024-02-20,Referred to Labor and Business.,11,,
HB4040,2024R1,S,2024-02-26,Public Hearing held.,12,,
HB4040,2024R1,S,2024-02-28,Public Hearing and Work Session held.,13,,
HB4040,2024R1,S,2024-02-29,Recommendation: Do pass the A-Eng. bill.,14,,
HB4040,2024R1,S,2024-02-29,Second reading.,15,,
HB4040,2024R1,S,2024-03-01,Carried over to 03-04 by unanimous consent.,16,,
HB4040,2024R1,S,2024-03-04,Third reading.  Carried by Bonham.  Passed.,17,,"Ayes, 26; Nays, 4--Boquist, Girod, Linthicum, Robinson."
HB4040,2024R1,H,2024-03-05,Speaker signed.,18,,
HB4040,2024R1,S,2024-03-06,President signed.,19,,
HB4040,2024R1,H,2024-03-27,Governor signed.,20,,
HB4040,2024R1,H,2024-03-28,"Chapter 29, (2024 Laws): Effective date March 27, 2024.",21,,
HB4041,2024R1,H,2024-02-08,HECDSB Committee ~ Public Hearing: Heard,,1,
HB4041,2024R1,H,2024-02-13,HECDSB Committee ~ Work Session: Not Heard,,2,
HB4041,2024R1,H,2024-02-05,First reading. Referred to Speaker's desk.,1,,
HB4041,2024R1,H,2024-02-05,Referred to Economic Development and Small Business with subsequent referral to Ways and Means.,2,,
HB4041,2024R1,H,2024-02-08,Public Hearing held.,3,,
HB4041,2024R1,H,2024-03-07,In committee upon adjournment.,4,,
HB4042,2024R1,H,2024-02-06,HECDSB Committee ~ Public Hearing: Heard,,1,
HB4042,2024R1,H,2024-02-08,HECDSB Committee ~ Work Session: Not Heard,,2,
HB4042,2024R1,H,2024-02-13,HECDSB Committee ~ Work Session: Not Heard,,3,
HB4042,2024R1,H,2024-02-15,HECDSB Committee ~ Work Session: Heard and Reported Out with Amendments,,4,
HB4042,2024R1,H,2024-02-21,HREV Committee ~ Public Hearing: Heard,,5,
HB4042,2024R1,H,2024-02-27,HREV Committee ~ Informational Meeting: Heard,,6,
HB4042,2024R1,H,2024-02-28,HREV Committee ~ Work Session: Heard and Reported Out with Amendments,,7,
HB4042,2024R1,H,2024-02-05,First reading. Referred to Speaker's desk.,1,,
HB4042,2024R1,H,2024-02-05,Referred to Economic Development and Small Business with subsequent referral to Ways and Means.,2,,
HB4042,2024R1,H,2024-02-06,Public Hearing held.,3,,
HB4042,2024R1,H,2024-02-15,Work Session held.,4,,
HB4042,2024R1,H,2024-02-16,"Recommendation: Do pass as amended and be printed A-Engrossed, be referred to Revenue, and then referred to Ways and Means by prior reference.",5,,
HB4042,2024R1,H,2024-02-16,Referred to Revenue by order of Speaker and then Ways and Means by prior reference.,6,,
HB4042,2024R1,H,2024-02-21,Public Hearing held.,7,,
HB4042,2024R1,H,2024-02-27,Informational Meeting held.,8,,
HB4042,2024R1,H,2024-02-28,Work Session held.,9,,
HB4042,2024R1,H,2024-03-01,"Recommendation: Do pass with amendments, be printed B-Engrossed, and be referred to Ways and Means by prior reference.",10,,
HB4042,2024R1,H,2024-03-01,Referred to Ways and Means by prior reference.,11,,
HB4042,2024R1,H,2024-03-07,In committee upon adjournment.,12,,
HB4043,2024R1,H,2024-02-08,HJUD Committee ~ Public Hearing: Heard,,1,
HB4043,2024R1,H,2024-02-13,HJUD Committee ~ Work Session: Heard and Reported Out with Amendments,,2,
HB4043,2024R1,S,2024-02-21,SJUD Committee ~ Public Hearing: Heard,,3,
HB4043,2024R1,S,2024-02-27,SJUD Committee ~ Work Session: Heard and Reported Out with Amendments,,4,
HB4043,2024R1,H,2024-02-05,First reading. Referred to Speaker's desk.,1,,
HB4043,2024R1,H,2024-02-05,Referred to Judiciary.,2,,
HB4043,2024R1,H,2024-02-08,Public Hearing held.,3,,
HB4043,2024R1,H,2024-02-13,Work Session held.,4,,
HB4043,2024R1,H,2024-02-14,Recommendation: Do pass with amendments and be printed A-Engrossed.,5,,
HB4043,2024R1,H,2024-02-15,Second reading.,6,,
HB4043,2024R1,H,2024-02-15,Rules suspended. Third reading. Carried by Conrad. Passed.,7,,"Ayes, 54; Excused, 1--Javadi; Excused for Business of the House, 5--Helfrich, Kropf, Owens, Scharf, Speaker Rayfield."
HB4043,2024R1,S,2024-02-19,First reading. Referred to President's desk.,8,,
HB4043,2024R1,S,2024-02-19,Referred to Judiciary.,9,,
HB4043,2024R1,S,2024-02-21,Public Hearing held.,10,,
HB4043,2024R1,S,2024-02-27,Work Session held.,11,,
HB4043,2024R1,S,2024-02-29,Recommendation: Do pass with amendments to the A-Eng. bill. (Printed B-Eng.),12,,
HB4043,2024R1,S,2024-03-01,Second reading.,13,,
HB4043,2024R1,S,2024-03-04,Carried over to 03-05 by unanimous consent.,14,,
HB4043,2024R1,S,2024-03-05,Third reading.  Carried by Prozanski.  Passed.,15,,"Ayes, 16; Nays, 13--Anderson, Bonham, Boquist, Findley, Girod, Hansell, Hayden, Knopp, Linthicum, Robinson, Smith DB, Thatcher, Weber; Excused, 1--Woods."
HB4043,2024R1,H,2024-03-06,House concurred in Senate amendments and repassed bill.,16,,"Ayes, 51; Nays, 4--Boice, Cate, Evans, Yunker; Excused, 4--Boshart Davis, Bynum, Cramer, Owens; Excused for Business of the House, 1--Hieb."
HB4043,2024R1,H,2024-03-13,Speaker signed.,17,,
HB4043,2024R1,S,2024-03-19,President signed.,18,,
HB4043,2024R1,H,2024-03-27,Governor signed.,19,,
HB4043,2024R1,H,2024-03-28,"Chapter 30, (2024 Laws): Effective date June 6, 2024.",20,,
HB4044,2024R1,H,2024-02-06,HEMGGV Committee ~ Public Hearing: Heard,,1,
HB4044,2024R1,H,2024-02-08,HEMGGV Committee ~ Work Session: Heard and Reported Out with Amendments,,2,
HB4044,2024R1,H,2024-02-05,First reading. Referred to Speaker's desk.,1,,
HB4044,2024R1,H,2024-02-05,"Referred to Emergency Management, General Government, and Veterans with subsequent referral to Ways and Means.",2,,
HB4044,2024R1,H,2024-02-06,Public Hearing held.,3,,
HB4044,2024R1,H,2024-02-08,Work Session held.,4,,
HB4044,2024R1,H,2024-02-12,"Recommendation: Do pass with amendments, be printed A-Engrossed, and be referred to Ways and Means by prior reference.",5,,
HB4044,2024R1,H,2024-02-12,Referred to Ways and Means by prior reference.,6,,
HB4044,2024R1,H,2024-03-07,In committee upon adjournment.,7,,
HB4045,2024R1,H,2024-02-06,HEMGGV Committee ~ Public Hearing: Heard,,1,
HB4045,2024R1,H,2024-02-08,HEMGGV Committee ~ Work Session: Heard and Reported Out with Amendments,,2,
HB4045,2024R1,J,2024-02-21,JWMGG Committee ~ Work Session: Heard and Reported Out,,3,
HB4045,2024R1,J,2024-02-28,JWM Committee ~ Work Session: Heard and Reported Out with Amendments,,4,
HB4045,2024R1,H,2024-02-05,First reading. Referred to Speaker's desk.,1,,
HB4045,2024R1,H,2024-02-05,"Referred to Emergency Management, General Government, and Veterans with subsequent referral to Ways and Means.",2,,
HB4045,2024R1,H,2024-02-06,Public Hearing held.,3,,
HB4045,2024R1,H,2024-02-08,Work Session held.,4,,
HB4045,2024R1,H,2024-02-12,"Recommendation: Do pass with amendments, be printed A-Engrossed, and be referred to Ways and Means by prior reference.",5,,
HB4045,2024R1,H,2024-02-12,Referred to Ways and Means by prior reference.,6,,
HB4045,2024R1,H,2024-02-18,Assigned to Subcommittee On General Government.,7,,
HB4045,2024R1,H,2024-02-21,Returned to Full Committee.,8,,
HB4045,2024R1,H,2024-02-21,Work Session held.,9,,
HB4045,2024R1,H,2024-02-28,Work Session held.,10,,
HB4045,2024R1,H,2024-03-01,Recommendation: Do pass with amendments and be printed B-Engrossed.,11,,
HB4045,2024R1,H,2024-03-04,Second reading.,12,,
HB4045,2024R1,H,2024-03-04,"Rules suspended. Third reading. Carried by Grayber, Lewis. Passed.",13,,"Ayes, 55; Nays, 2--Reschke, Yunker; Excused, 2--Boshart Davis, Cramer; Excused for Business of the House, 1--Wallan."
HB4045,2024R1,H,2024-03-04,Potential conflict(s) of interest declared by Grayber.,14,,
HB4045,2024R1,S,2024-03-04,First reading. Referred to President's desk.,15,,
HB4045,2024R1,S,2024-03-04,Referred to Ways and Means.,16,,
HB4045,2024R1,S,2024-03-05,Recommendation: Do pass the B-Eng. bill.,17,,
HB4045,2024R1,S,2024-03-05,Rules suspended. Third reading.  Carried by Taylor.  Passed.,18,,"Ayes, 25; Nays, 5--Bonham, Boquist, Hayden, Linthicum, Robinson."
HB4045,2024R1,S,2024-03-05,Second reading.,19,,
HB4045,2024R1,H,2024-03-04,Vote explanation(s) filed by Andersen.,20,,
HB4045,2024R1,H,2024-03-06,Speaker signed.,21,,
HB4045,2024R1,S,2024-03-07,President signed.,22,,
HB4045,2024R1,H,2024-04-17,Governor signed.,23,,
HB4045,2024R1,H,2024-04-18,"Chapter 101, (2024 Laws): Effective date January 1, 2025.",24,,
HB4046,2024R1,H,2024-02-05,First reading. Referred to Speaker's desk.,1,,
HB4046,2024R1,H,2024-02-05,Referred to Housing and Homelessness.,2,,
HB4046,2024R1,H,2024-03-07,In committee upon adjournment.,3,,
HB4047,2024R1,H,2024-02-05,First reading. Referred to Speaker's desk.,1,,
HB4047,2024R1,H,2024-02-05,Referred to Business and Labor.,2,,
HB4047,2024R1,H,2024-03-07,In committee upon adjournment.,3,,
HB4048,2024R1,H,2024-02-05,First reading. Referred to Speaker's desk.,1,,
HB4048,2024R1,H,2024-02-05,Referred to Housing and Homelessness.,2,,
HB4048,2024R1,H,2024-03-07,In committee upon adjournment.,3,,
HB4049,2024R1,H,2024-02-08,HALNRW Committee ~ Public Hearing: Heard,,1,
HB4049,2024R1,H,2024-02-13,HALNRW Committee ~ Work Session: Heard and Reported Out with Amendments,,2,
HB4049,2024R1,H,2024-02-05,First reading. Referred to Speaker's desk.,1,,
HB4049,2024R1,H,2024-02-05,"Referred to Agriculture, Land Use, Natural Resources, and Water with subsequent referral to Ways and Means.",2,,
HB4049,2024R1,H,2024-02-08,Public Hearing held.,3,,
