bill_id,session,chamber,action_date,action,order,comm_order,vote
HCR0202,2024R1,S,2024-02-22,SRULES Committee ~ Work Session: Heard and Reported Out with Amendments,,3,
HCR0202,2024R1,H,2024-02-05,First reading. Referred to Speaker's desk.,1,,
HCR0202,2024R1,H,2024-02-05,"Referred to Emergency Management, General Government, and Veterans.",2,,
HCR0202,2024R1,H,2024-02-06,Public Hearing and Work Session held.,3,,
HCR0202,2024R1,H,2024-02-08,Recommendation: Be adopted.,4,,
HCR0202,2024R1,H,2024-02-12,"Read. Carried by Grayber, Lewis. Adopted.",5,,"Ayes, 55; Excused, 2--Levy E, Wallan; Excused for Business of the House, 3--Helfrich, Owens, Speaker Rayfield."
HCR0202,2024R1,S,2024-02-13,First reading. Referred to President's desk.,6,,
HCR0202,2024R1,S,2024-02-14,Referred to Rules.,7,,
HCR0202,2024R1,S,2024-02-20,Public Hearing and Work Session held.,8,,
HCR0202,2024R1,S,2024-02-22,Work Session held.,9,,
HCR0202,2024R1,S,2024-02-26,Recommendation: Do adopt with amendments.  (Printed A-Eng.),10,,
HCR0202,2024R1,S,2024-02-27,Second reading.,11,,
HCR0202,2024R1,S,2024-02-28,"Taken from 02-28 Calendar and made a Special Order of Business on 03-06 Calendar. Ayes, 30.",12,,
HCR0202,2024R1,S,2024-03-06,Made special order of business. Final reading.  Carried by Knopp.  Adopted.,13,,"Ayes, 29; Excused, 1--Thatcher."
HCR0202,2024R1,H,2024-03-06,House concurred in Senate amendments and readopted measure.,14,,"Ayes, 56; Excused, 4--Boshart Davis, Bynum, Cramer, Owens."
HCR0202,2024R1,H,2024-03-13,Speaker signed.,15,,
HCR0202,2024R1,S,2024-03-19,President signed.,16,,
HCR0202,2024R1,H,2024-03-19,Filed with Secretary of State.,17,,
HJR0202,2024R1,H,2024-02-05,First reading. Referred to Speaker's desk.,1,,
HJR0202,2024R1,H,2024-02-05,Referred to Rules.,2,,
HJR0202,2024R1,H,2024-03-07,In committee upon adjournment.,3,,
SCR0202,2024R1,S,2024-02-05,Introduction and first reading. Referred to the Rules Committee.,1,,
SCR0202,2024R1,S,2024-02-05,Rules suspended. Final reading.  Carried by Lieber.  Adopted.,2,,"Ayes, 24; Nays, 6--Bonham, Boquist, Linthicum, Robinson, Smith DB, Thatcher."
SCR0202,2024R1,H,2024-02-05,First reading. Referred to Speaker's desk.,3,,
SCR0202,2024R1,H,2024-02-05,Rules suspended. Read. Carried by Fahey. Adopted.,4,,"Ayes, 51; Nays, 7--Boice, Boshart Davis, Diehl, Goodwin, Reschke, Scharf, Yunker; Excused, 2--Cate, Owens."
SCR0202,2024R1,S,2024-02-06,President signed.,5,,
SCR0202,2024R1,H,2024-02-08,Speaker signed.,6,,
SCR0202,2024R1,S,2024-02-08,Filed With Secretary of State.,7,,
SJR0202,2024R1,S,2024-02-05,Introduction and first reading. Referred to President's desk.,1,,
SJR0202,2024R1,S,2024-02-05,"Referred to Finance and Revenue, then Rules.",2,,
SJR0202,2024R1,S,2024-03-07,In committee upon adjournment.,3,,
HCR0203,2024R1,H,2024-02-13,HRULES Committee ~ Public Hearing: Heard,,1,
HCR0203,2024R1,H,2024-02-15,HRULES Committee ~ Work Session: Heard and Reported Out,,2,
HCR0203,2024R1,S,2024-02-27,SVEMFW Committee ~ Public Hearing and Work Session: Heard and Reported Out,,3,
HCR0203,2024R1,H,2024-02-05,First reading. Referred to Speaker's desk.,1,,
HCR0203,2024R1,H,2024-02-05,Referred to Rules.,2,,
HCR0203,2024R1,H,2024-02-13,Public Hearing held.,3,,
HCR0203,2024R1,H,2024-02-15,Work Session held.,4,,
HCR0203,2024R1,H,2024-02-16,Recommendation: Be adopted.,5,,
HCR0203,2024R1,H,2024-02-19,Read as Special Order of Business. Carried by Evans. Adopted.,6,,"Ayes, 54; Nays, 1--Hieb; Excused, 3--Levy E, Lively, Smith G; Excused for Business of the House, 2--Kropf, Speaker Rayfield."
HCR0203,2024R1,S,2024-02-20,First reading. Referred to President's desk.,7,,
HCR0203,2024R1,H,2024-02-19,Vote explanation(s) filed by Hieb.,8,,
HCR0203,2024R1,S,2024-02-20,"Referred to Veterans, Emergency Management, Federal and World Affairs.",9,,
HCR0203,2024R1,S,2024-02-27,Public Hearing and Work Session held.,10,,
HCR0203,2024R1,S,2024-02-28,Recommendation: Do adopt.,11,,
HCR0203,2024R1,S,2024-02-28,Second reading.,12,,
HCR0203,2024R1,S,2024-02-29,Carried over to 03-01 by unanimous consent.,13,,
HCR0203,2024R1,S,2024-03-01,Carried over to 03-04 by unanimous consent.,14,,
HCR0203,2024R1,S,2024-03-04,"Final reading.  Carried by Woods, Manning Jr.  Adopted.",15,,"Ayes, 30."
HCR0203,2024R1,H,2024-03-05,Speaker signed.,16,,
HCR0203,2024R1,S,2024-03-06,President signed.,17,,
HCR0203,2024R1,H,2024-03-06,Filed with Secretary of State.,18,,
HCR0203,2024R1,H,2024-02-19,Rules suspended. Made a Special Order of Business immediately.,19,,
HJR0203,2024R1,H,2024-02-05,First reading. Referred to Speaker's desk.,1,,
HJR0203,2024R1,H,2024-02-05,Referred to Rules.,2,,
HJR0203,2024R1,H,2024-02-15,Motion to withdraw from Rules failed.,3,,"Ayes, 23; Nays, 34--Andersen, Bowman, Bynum, Chaichi, Dexter, Evans, Fahey, Gamba, Gomberg, Grayber, Hartman, Helm, Holvey, Hudson, Kropf, Levy E, Lively, Marsh, McLain, Nathanson, Nelson, Neron, Nguyen D, Nguyen H, Nosse, Pham H, Pham K, Reynolds, Ruiz, Sanchez, Sosa, Tran, Valderrama, Walters; Excused, 1--Javadi; Excused for Business of the House, 2--Scharf, Speaker Rayfield."
HJR0203,2024R1,H,2024-03-07,In committee upon adjournment.,4,,
SCR0203,2024R1,S,2024-02-22,SRULES Committee ~ Public Hearing and Work Session: Heard and Reported Out,,1,
SCR0203,2024R1,H,2024-02-29,HRULES Committee ~ Public Hearing and Work Session: Heard,,2,
SCR0203,2024R1,H,2024-03-04,HRULES Committee ~ Public Hearing and Work Session: Heard and Reported Out,,3,
SCR0203,2024R1,S,2024-02-05,Introduction and first reading. Referred to President's desk.,1,,
SCR0203,2024R1,S,2024-02-05,Referred to Rules.,2,,
SCR0203,2024R1,S,2024-02-22,Public Hearing and Work Session held.,3,,
SCR0203,2024R1,S,2024-02-26,Recommendation: Do adopt.,4,,
SCR0203,2024R1,S,2024-02-26,Second reading.,5,,
SCR0203,2024R1,S,2024-02-27,Carried over to 02-28 by unanimous consent.,6,,
SCR0203,2024R1,S,2024-02-28,Final reading.  Carried by Patterson.  Adopted.,7,,"Ayes, 30."
SCR0203,2024R1,H,2024-02-28,First reading. Referred to Speaker's desk.,8,,
SCR0203,2024R1,H,2024-02-28,Referred to Rules.,9,,
SCR0203,2024R1,H,2024-02-29,Public Hearing and Work Session held.,10,,
SCR0203,2024R1,H,2024-03-04,Public Hearing and Work Session held.,11,,
SCR0203,2024R1,H,2024-03-04,Recommendation: Be adopted.,12,,
SCR0203,2024R1,H,2024-03-05,Read. Carried by Andersen. Adopted.,13,,"Ayes, 50; Excused, 5--Boshart Davis, Bynum, Cramer, Neron, Owens; Excused for Business of the House, 5--Dexter, Evans, Fahey, Ruiz, Speaker Rayfield."
SCR0203,2024R1,S,2024-03-07,President signed.,14,,
SCR0203,2024R1,H,2024-03-07,Speaker signed.,15,,
SCR0203,2024R1,S,2024-03-08,Filed With Secretary of State.,16,,
HCR0204,2024R1,H,2024-02-15,HRULES Committee ~ Public Hearing and Work Session: Heard and Reported Out,,1,
HCR0204,2024R1,S,2024-02-27,SVEMFW Committee ~ Public Hearing and Work Session: Heard and Reported Out,,2,
HCR0204,2024R1,H,2024-02-12,First reading. Referred to Speaker's desk.,1,,
HCR0204,2024R1,H,2024-02-12,Referred to Rules.,2,,
HCR0204,2024R1,H,2024-02-15,Public Hearing and Work Session held.,3,,
HCR0204,2024R1,H,2024-02-16,Recommendation: Be adopted.,4,,
HCR0204,2024R1,H,2024-02-19,Rules suspended. Made a Special Order of Business on 02-20 Calendar.,5,,
HCR0204,2024R1,H,2024-02-20,Read as Special Order of Business. Carried by Goodwin. Adopted.,6,,"Ayes, 58; Excused, 2--Boshart Davis, Lively."
HCR0204,2024R1,S,2024-02-21,First reading. Referred to President's desk.,7,,
HCR0204,2024R1,S,2024-02-21,"Referred to Veterans, Emergency Management, Federal and World Affairs.",8,,
HCR0204,2024R1,S,2024-02-27,Public Hearing and Work Session held.,9,,
HCR0204,2024R1,S,2024-02-28,Recommendation: Do adopt.,10,,
HCR0204,2024R1,S,2024-02-28,Second reading.,11,,
HCR0204,2024R1,S,2024-02-29,Carried over to 03-01 by unanimous consent.,12,,
HCR0204,2024R1,S,2024-03-01,Carried over to 03-04 by unanimous consent.,13,,
HCR0204,2024R1,S,2024-03-04,Final reading.  Carried by Linthicum.  Adopted.,14,,"Ayes, 30."
HCR0204,2024R1,H,2024-03-05,Speaker signed.,15,,
HCR0204,2024R1,S,2024-03-06,President signed.,16,,
HCR0204,2024R1,H,2024-03-06,Filed with Secretary of State.,17,,
SCR0204,2024R1,S,2024-02-20,SRULES Committee ~ Public Hearing and Work Session: Heard and Reported Out,,1,
SCR0204,2024R1,H,2024-02-29,HRULES Committee ~ Public Hearing and Work Session: Heard,,2,
SCR0204,2024R1,H,2024-03-04,HRULES Committee ~ Public Hearing and Work Session: Heard and Reported Out with Amendments,,3,
SCR0204,2024R1,S,2024-02-05,Introduction and first reading. Referred to President's desk.,1,,
SCR0204,2024R1,S,2024-02-05,Referred to Rules.,2,,
SCR0204,2024R1,S,2024-02-20,Public Hearing and Work Session held.,3,,
SCR0204,2024R1,S,2024-02-22,Recommendation: Do adopt.,4,,
SCR0204,2024R1,S,2024-02-22,Second reading.,5,,
SCR0204,2024R1,S,2024-02-26,Final reading.  Carried by Golden.  Adopted.,6,,"Ayes, 30."
SCR0204,2024R1,H,2024-02-27,First reading. Referred to Speaker's desk.,7,,
SCR0204,2024R1,H,2024-02-27,Referred to Rules.,8,,
SCR0204,2024R1,H,2024-02-29,Public Hearing and Work Session held.,9,,
SCR0204,2024R1,H,2024-03-04,Public Hearing and Work Session held.,10,,
SCR0204,2024R1,H,2024-03-04,Recommendation: Be adopted with amendments and be printed A-Engrossed.,11,,
SCR0204,2024R1,H,2024-03-05,Read as Special Order of Business. Carried by Boice. Adopted.,12,,"Ayes, 57; Excused, 2--Boshart Davis, Cramer; Excused for Business of the House, 1--Hartman."
SCR0204,2024R1,S,2024-03-06,Senate concurred in House amendments and readopted Resolution.,13,,"Ayes, 29; Excused, 1--Thatcher."
SCR0204,2024R1,S,2024-03-07,President signed.,14,,
SCR0204,2024R1,H,2024-03-07,Speaker signed.,15,,
SCR0204,2024R1,S,2024-03-08,Filed With Secretary of State.,16,,
SCR0204,2024R1,H,2024-03-05,Rules suspended. Made a Special Order of Business immediately.,17,,
HCR0205,2024R1,H,2024-03-06,HRULES Committee ~ Work Session: Heard and Reported Out,,1,
HCR0205,2024R1,H,2024-03-05,First reading. Referred to Speaker's desk.,1,,
HCR0205,2024R1,H,2024-03-05,Referred to Rules.,2,,
HCR0205,2024R1,H,2024-03-06,Work Session held.,3,,
HCR0205,2024R1,H,2024-03-07,Recommendation: Be adopted.,4,,
HCR0205,2024R1,H,2024-03-07,At Desk upon adjournment.,5,,
SCR0205,2024R1,S,2024-02-27,SRULES Committee ~ Public Hearing and Work Session: Heard and Reported Out,,1,
SCR0205,2024R1,H,2024-03-06,HRULES Committee ~ Public Hearing and Work Session: Heard and Reported Out,,2,
SCR0205,2024R1,S,2024-02-05,Introduction and first reading. Referred to President's desk.,1,,
SCR0205,2024R1,S,2024-02-05,Referred to Rules.,2,,
SCR0205,2024R1,S,2024-02-27,Public Hearing and Work Session held.,3,,
SCR0205,2024R1,S,2024-02-29,Recommendation: Do adopt.,4,,
SCR0205,2024R1,S,2024-02-29,Second reading.,5,,
SCR0205,2024R1,S,2024-03-01,Carried over to 03-04 by unanimous consent.,6,,
SCR0205,2024R1,S,2024-03-04,Final reading.  Carried by Lieber.  Adopted.,7,,"Ayes, 30."
SCR0205,2024R1,H,2024-03-04,First reading. Referred to Speaker's desk.,8,,
SCR0205,2024R1,H,2024-03-04,Referred to Rules.,9,,
SCR0205,2024R1,H,2024-03-06,Public Hearing and Work Session held.,10,,
SCR0205,2024R1,H,2024-03-06,Recommendation: Be adopted.,11,,
SCR0205,2024R1,H,2024-03-07,Read. Carried by Mannix. Adopted.,12,,"Ayes, 57; Excused, 2--Boshart Davis, Cramer; Excused for Business of the House, 1--Scharf."
SCR0205,2024R1,S,2024-03-12,President signed.,13,,
SCR0205,2024R1,H,2024-03-13,Speaker signed.,14,,
SCR0205,2024R1,S,2024-03-19,Filed With Secretary of State.,15,,
HCR0206,2024R1,H,2024-03-06,HRULES Committee ~ Work Session: Heard and Reported Out,,1,
HCR0206,2024R1,S,2024-03-07,SRULES Committee ~ Public Hearing and Work Session: Heard and Reported Out,,2,
HCR0206,2024R1,H,2024-03-05,First reading. Referred to Speaker's desk.,1,,
HCR0206,2024R1,H,2024-03-05,Referred to Rules.,2,,
HCR0206,2024R1,H,2024-03-06,Work Session held.,3,,
HCR0206,2024R1,H,2024-03-06,Recommendation: Be adopted.,4,,
HCR0206,2024R1,H,2024-03-07,Read. Carried by Helfrich. Adopted.,5,,"Ayes, 56; Nays, 1--Cate; Excused, 2--Boshart Davis, Cramer; Excused for Business of the House, 1--Scharf."
HCR0206,2024R1,S,2024-03-07,First reading. Referred to President's desk.,6,,
HCR0206,2024R1,S,2024-03-07,Referred to Rules.,7,,
HCR0206,2024R1,S,2024-03-07,Public Hearing and Work Session held.,8,,
HCR0206,2024R1,S,2024-03-07,Recommendation: Do adopt.,9,,
HCR0206,2024R1,S,2024-03-07,Second reading.,10,,
HCR0206,2024R1,S,2024-03-07,Rules suspended. Final reading.  Carried by Lieber.  Adopted.,11,,"Ayes, 24; Nays, 4--Boquist, Findley, Linthicum, Robinson; Excused, 2--Thatcher, Weber."
HCR0206,2024R1,H,2024-03-13,Speaker signed.,12,,
HCR0206,2024R1,S,2024-03-19,President signed.,13,,
HCR0206,2024R1,H,2024-03-19,Filed with Secretary of State.,14,,
SCR0206,2024R1,S,2024-02-22,SRULES Committee ~ Public Hearing and Work Session: Heard and Reported Out,,1,
SCR0206,2024R1,H,2024-02-29,HRULES Committee ~ Public Hearing and Work Session: Heard and Reported Out,,2,
SCR0206,2024R1,S,2024-02-05,Introduction and first reading. Referred to President's desk.,1,,
SCR0206,2024R1,S,2024-02-05,Referred to Rules.,2,,
SCR0206,2024R1,S,2024-02-22,Public Hearing and Work Session held.,3,,
SCR0206,2024R1,S,2024-02-26,Recommendation: Do adopt.,4,,
SCR0206,2024R1,S,2024-02-26,Second reading.,5,,
SCR0206,2024R1,S,2024-02-27,Final reading.  Carried by Knopp.  Adopted.,6,,"Ayes, 30."
SCR0206,2024R1,H,2024-02-28,First reading. Referred to Speaker's desk.,7,,
SCR0206,2024R1,H,2024-02-28,Referred to Rules.,8,,
SCR0206,2024R1,H,2024-02-29,Public Hearing and Work Session held.,9,,
SCR0206,2024R1,H,2024-03-01,Recommendation: Be adopted.,10,,
SCR0206,2024R1,H,2024-03-04,Read. Carried by Wallan. Adopted.,11,,"Ayes, 56; Excused, 4--Boshart Davis, Cramer, Hartman, Scharf."
SCR0206,2024R1,S,2024-03-05,President signed.,12,,
SCR0206,2024R1,H,2024-03-05,Speaker signed.,13,,
SCR0206,2024R1,S,2024-03-07,Filed With Secretary of State.,14,,
SCR0207,2024R1,S,2024-02-27,SRULES Committee ~ Public Hearing and Work Session: Heard and Reported Out,,1,
SCR0207,2024R1,H,2024-03-06,HRULES Committee ~ Public Hearing and Work Session: Heard and Reported Out,,2,
SCR0207,2024R1,S,2024-02-05,Introduction and first reading. Referred to President's desk.,1,,
SCR0207,2024R1,S,2024-02-05,Referred to Rules.,2,,
SCR0207,2024R1,S,2024-02-27,Public Hearing and Work Session held.,3,,
SCR0207,2024R1,S,2024-02-29,Recommendation: Do adopt.,4,,
SCR0207,2024R1,S,2024-02-29,Second reading.,5,,
SCR0207,2024R1,S,2024-03-01,Carried over to 03-04 by unanimous consent.,6,,
SCR0207,2024R1,S,2024-03-04,Final reading.  Carried by Gorsek.  Adopted.,7,,"Ayes, 30."
SCR0207,2024R1,H,2024-03-04,First reading. Referred to Speaker's desk.,8,,
SCR0207,2024R1,H,2024-03-04,Referred to Rules.,9,,
SCR0207,2024R1,H,2024-03-06,Public Hearing and Work Session held.,10,,
SCR0207,2024R1,H,2024-03-06,Recommendation: Be adopted.,11,,
SCR0207,2024R1,H,2024-03-07,Read as Special Order of Business. Carried by Ruiz. Adopted.,12,,"Ayes, 57; Excused, 2--Boshart Davis, Cramer; Excused for Business of the House, 1--Scharf."
SCR0207,2024R1,S,2024-03-12,President signed.,13,,
SCR0207,2024R1,H,2024-03-13,Speaker signed.,14,,
SCR0207,2024R1,S,2024-03-19,Filed With Secretary of State.,15,,
SCR0207,2024R1,H,2024-03-07,Rules suspended. Made a Special Order of Business immediately.,16,,
SCR0208,2024R1,S,2024-02-15,SRULES Committee ~ Public Hearing and Work Session: Heard and Reported Out,,1,
SCR0208,2024R1,H,2024-02-22,HRULES Committee ~ Public Hearing and Work Session: Heard and Reported Out,,2,
SCR0208,2024R1,S,2024-02-05,Introduction and first reading. Referred to President's desk.,1,,
SCR0208,2024R1,S,2024-02-05,Referred to Rules.,2,,
SCR0208,2024R1,S,2024-02-15,Public Hearing and Work Session held.,3,,
SCR0208,2024R1,S,2024-02-19,Recommendation: Do adopt.,4,,
SCR0208,2024R1,S,2024-02-19,Second reading.,5,,
SCR0208,2024R1,S,2024-02-20,Final reading.  Carried by Hansell.  Adopted.,6,,"Ayes, 30."
SCR0208,2024R1,H,2024-02-21,First reading. Referred to Speaker's desk.,7,,
SCR0208,2024R1,H,2024-02-21,Referred to Rules.,8,,
SCR0208,2024R1,H,2024-02-22,Public Hearing and Work Session held.,9,,
SCR0208,2024R1,H,2024-02-23,Recommendation: Be adopted and be placed on Consent Calendar.,10,,
SCR0208,2024R1,H,2024-02-26,Read under Consent Calendar. Passed.,11,,"Ayes, 56; Excused, 3--Boshart Davis, Helm, Pham K; Excused for Business of the House, 1--Speaker Rayfield."
SCR0208,2024R1,S,2024-02-27,President signed.,12,,
SCR0208,2024R1,H,2024-02-27,Speaker signed.,13,,
SCR0208,2024R1,S,2024-02-28,Filed With Secretary of State.,14,,
SCR0209,2024R1,S,2024-02-29,SRULES Committee ~ Public Hearing and Work Session: Heard and Reported Out,,1,
SCR0209,2024R1,H,2024-03-06,HRULES Committee ~ Work Session: Heard and Reported Out,,2,
SCR0209,2024R1,S,2024-02-05,Introduction and first reading. Referred to President's desk.,1,,
SCR0209,2024R1,S,2024-02-05,Referred to Rules.,2,,
SCR0209,2024R1,S,2024-02-29,Public Hearing and Work Session held.,3,,
SCR0209,2024R1,S,2024-03-05,Recommendation: Do adopt.,4,,
SCR0209,2024R1,S,2024-03-05,Second reading.,5,,
SCR0209,2024R1,S,2024-03-05,Rules suspended. Final reading.  Carried by Knopp.  Adopted.,6,,"Ayes, 30."
SCR0209,2024R1,H,2024-03-05,First reading. Referred to Speaker's desk.,7,,
SCR0209,2024R1,H,2024-03-05,Referred to Rules.,8,,
SCR0209,2024R1,H,2024-03-06,Work Session held.,9,,
SCR0209,2024R1,H,2024-03-06,Recommendation: Be adopted.,10,,
SCR0209,2024R1,H,2024-03-07,Read. Carried by Smith G. Adopted.,11,,"Ayes, 58; Excused, 2--Boshart Davis, Cramer."
SCR0209,2024R1,S,2024-03-12,President signed.,12,,
SCR0209,2024R1,H,2024-03-13,Speaker signed.,13,,
SCR0209,2024R1,S,2024-03-21,Filed With Secretary of State.,14,,
SCR0210,2024R1,S,2024-02-15,SRULES Committee ~ Public Hearing and Work Session: Heard and Reported Out,,1,
SCR0210,2024R1,H,2024-02-22,HRULES Committee ~ Public Hearing and Work Session: Heard and Reported Out,,2,
SCR0210,2024R1,S,2024-02-05,Introduction and first reading. Referred to President's desk.,1,,
SCR0210,2024R1,S,2024-02-05,Referred to Rules.,2,,
SCR0210,2024R1,S,2024-02-15,Public Hearing and Work Session held.,3,,
SCR0210,2024R1,S,2024-02-19,Recommendation: Do adopt.,4,,
SCR0210,2024R1,S,2024-02-19,Second reading.,5,,
SCR0210,2024R1,S,2024-02-20,"Final reading.  Carried by Hansell, Frederick.  Adopted.",6,,"Ayes, 30."
SCR0210,2024R1,H,2024-02-21,First reading. Referred to Speaker's desk.,7,,
SCR0210,2024R1,H,2024-02-21,Referred to Rules.,8,,
SCR0210,2024R1,H,2024-02-22,Public Hearing and Work Session held.,9,,
SCR0210,2024R1,H,2024-02-23,Recommendation: Be adopted and be placed on Consent Calendar.,10,,
SCR0210,2024R1,H,2024-02-26,Read under Consent Calendar. Passed.,11,,"Ayes, 56; Excused, 3--Boshart Davis, Helm, Pham K; Excused for Business of the House, 1--Speaker Rayfield."
SCR0210,2024R1,S,2024-02-27,President signed.,12,,
SCR0210,2024R1,H,2024-02-27,Speaker signed.,13,,
SCR0210,2024R1,S,2024-02-28,Filed With Secretary of State.,14,,
SCR0211,2024R1,S,2024-02-20,SRULES Committee ~ Public Hearing and Work Session: Heard and Reported Out with Amendments,,1,
SCR0211,2024R1,H,2024-02-29,HRULES Committee ~ Public Hearing and Work Session: Heard,,2,
SCR0211,2024R1,H,2024-03-04,HRULES Committee ~ Public Hearing and Work Session: Heard and Reported Out,,3,
SCR0211,2024R1,S,2024-02-05,Introduction and first reading. Referred to President's desk.,1,,
SCR0211,2024R1,S,2024-02-05,Referred to Rules.,2,,
SCR0211,2024R1,S,2024-02-20,Public Hearing and Work Session held.,3,,
SCR0211,2024R1,S,2024-02-21,Recommendation: Do adopt with amendments.  (Printed A-Eng.),4,,
SCR0211,2024R1,S,2024-02-22,Second reading.,5,,
SCR0211,2024R1,S,2024-02-26,Final reading.  Carried by Gelser Blouin.  Adopted.,6,,"Ayes, 30."
SCR0211,2024R1,H,2024-02-27,First reading. Referred to Speaker's desk.,7,,
SCR0211,2024R1,H,2024-02-27,Referred to Rules.,8,,
SCR0211,2024R1,H,2024-02-29,Public Hearing and Work Session held.,9,,
SCR0211,2024R1,H,2024-03-04,Public Hearing and Work Session held.,10,,
SCR0211,2024R1,H,2024-03-04,Recommendation: Be adopted.,11,,
SCR0211,2024R1,H,2024-03-05,Read. Carried by Cate. Adopted.,12,,"Ayes, 52; Excused, 5--Boshart Davis, Bynum, Cramer, Neron, Owens; Excused for Business of the House, 3--Fahey, Ruiz, Speaker Rayfield."
SCR0211,2024R1,S,2024-03-07,President signed.,13,,
SCR0211,2024R1,H,2024-03-07,Speaker signed.,14,,
SCR0211,2024R1,S,2024-03-08,Filed With Secretary of State.,15,,
SCR0212,2024R1,S,2024-02-20,SRULES Committee ~ Public Hearing and Work Session: Heard and Reported Out,,1,
SCR0212,2024R1,H,2024-02-29,HRULES Committee ~ Public Hearing and Work Session: Heard,,2,
SCR0212,2024R1,H,2024-03-04,HRULES Committee ~ Public Hearing and Work Session: Heard and Reported Out,,3,
SCR0212,2024R1,S,2024-02-05,Introduction and first reading. Referred to President's desk.,1,,
SCR0212,2024R1,S,2024-02-05,Referred to Rules.,2,,
SCR0212,2024R1,S,2024-02-20,Public Hearing and Work Session held.,3,,
SCR0212,2024R1,S,2024-02-22,Recommendation: Do adopt.,4,,
SCR0212,2024R1,S,2024-02-22,Second reading.,5,,
SCR0212,2024R1,S,2024-02-26,Final reading.  Carried by Gelser Blouin.  Adopted.,6,,"Ayes, 30."
SCR0212,2024R1,H,2024-02-27,First reading. Referred to Speaker's desk.,7,,
SCR0212,2024R1,H,2024-02-27,Referred to Rules.,8,,
SCR0212,2024R1,H,2024-02-29,Public Hearing and Work Session held.,9,,
