bill_id,session,chamber,action_date,action,order,comm_order,vote
HB2721,2023R1,H,2023-01-13,Referred to Education.,2,,
HB2721,2023R1,H,2023-06-25,In committee upon adjournment.,3,,
HB2722,2023R1,H,2023-02-20,HBL Committee ~ Public Hearing: Heard,,1,
HB2722,2023R1,H,2023-01-09,First reading. Referred to Speaker's desk.,1,,
HB2722,2023R1,H,2023-01-16,Referred to Business and Labor.,2,,
HB2722,2023R1,H,2023-02-20,Public Hearing held.,3,,
HB2722,2023R1,H,2023-06-25,In committee upon adjournment.,4,,
HB2723,2023R1,H,2023-02-07,HBHHC Committee ~ Public Hearing: Heard,,1,
HB2723,2023R1,H,2023-03-27,HBHHC Committee ~ Work Session: Not Heard,,2,
HB2723,2023R1,H,2023-03-28,HBHHC Committee ~ Work Session: Heard and Reported Out with Amendments,,3,
HB2723,2023R1,H,2023-01-09,First reading. Referred to Speaker's desk.,1,,
HB2723,2023R1,H,2023-01-16,Referred to Behavioral Health and Health Care with subsequent referral to Tax Expenditures.,2,,
HB2723,2023R1,H,2023-02-07,Public Hearing held.,3,,
HB2723,2023R1,H,2023-03-28,Work Session held.,4,,
HB2723,2023R1,H,2023-03-31,"Recommendation: Do pass with amendments, be printed A-Engrossed, and be referred to Tax Expenditures by prior reference.",5,,
HB2723,2023R1,H,2023-03-31,Referred to Tax Expenditures by prior reference.,6,,
HB2723,2023R1,H,2023-06-25,In committee upon adjournment.,7,,
HB2724,2023R1,H,2023-01-09,First reading. Referred to Speaker's desk.,1,,
HB2724,2023R1,H,2023-01-13,Referred to Revenue.,2,,
HB2724,2023R1,H,2023-04-18,Motion to withdraw from Revenue failed.,3,,"Ayes, 25; Nays, 33--Andersen, Bowman, Chaichi, Dexter, Evans, Fahey, Gamba, Gomberg, Grayber, Hartman, Helm, Holvey, Hudson, Kropf, Levy E, Lively, Marsh, McLain, Nathanson, Nelson, Neron, Nguyen D, Nguyen H, Pham H, Pham K, Reynolds, Ruiz, Sanchez, Sosa, Tran, Valderrama, Walters, Speaker Rayfield; Excused, 2--Osborne, Wallan."
HB2724,2023R1,H,2023-06-25,In committee upon adjournment.,4,,
HB2725,2023R1,H,2023-01-24,HBHHC Committee ~ Public Hearing: Heard,,1,
HB2725,2023R1,H,2023-01-25,HBHHC Committee ~ Public Hearing: Heard,,2,
HB2725,2023R1,H,2023-03-27,HBHHC Committee ~ Work Session: Heard and Reported Out,,3,
HB2725,2023R1,H,2023-05-04,HRULES Committee ~ Public Hearing: Heard,,4,
HB2725,2023R1,H,2023-05-23,HRULES Committee ~ Work Session: Heard and Reported Out with Amendments,,5,
HB2725,2023R1,J,2023-06-07,JWMHS Committee ~ Work Session: Heard and Reported Out,,6,
HB2725,2023R1,J,2023-06-12,JWM Committee ~ Work Session: Heard and Reported Out,,7,
HB2725,2023R1,H,2023-01-09,First reading. Referred to Speaker's desk.,1,,
HB2725,2023R1,H,2023-01-13,Referred to Behavioral Health and Health Care.,2,,
HB2725,2023R1,H,2023-01-24,Public Hearing held.,3,,
HB2725,2023R1,H,2023-01-25,Public Hearing held.,4,,
HB2725,2023R1,H,2023-03-27,Work Session held.,5,,
HB2725,2023R1,H,2023-04-04,Without recommendation as to passage and be referred to Rules.,6,,
HB2725,2023R1,H,2023-04-04,Referred to Rules by order of Speaker.,7,,
HB2725,2023R1,H,2023-05-04,Public Hearing held.,8,,
HB2725,2023R1,H,2023-05-23,Work Session held.,9,,
HB2725,2023R1,H,2023-05-25,"Recommendation: Do pass with amendments, be printed A-Engrossed, and be referred to Ways and Means.",10,,
HB2725,2023R1,H,2023-05-25,Referred to Ways and Means by order of Speaker.,11,,
HB2725,2023R1,H,2023-05-31,Assigned to Subcommittee On Human Services.,12,,
HB2725,2023R1,H,2023-06-07,Returned to Full Committee.,13,,
HB2725,2023R1,H,2023-06-07,Work Session held.,14,,
HB2725,2023R1,H,2023-06-12,Work Session held.,15,,
HB2725,2023R1,H,2023-06-13,Recommendation: Do pass.,16,,
HB2725,2023R1,H,2023-06-14,Second reading.,17,,
HB2725,2023R1,H,2023-06-14,Rules suspended. Third reading. Carried by Goodwin. Passed.,18,,"Ayes, 56; Excused, 2--Bynum, Tran; Excused for Business of the House, 2--Breese-Iverson, Speaker Rayfield."
HB2725,2023R1,S,2023-06-15,First reading. Referred to President's desk.,19,,
HB2725,2023R1,S,2023-06-15,Referred to Ways and Means.,20,,
HB2725,2023R1,H,2023-06-14,Vote explanation(s) filed by Pham H.,21,,
HB2725,2023R1,S,2023-06-20,Recommendation: Do pass the A-Eng. bill.,22,,
HB2725,2023R1,S,2023-06-20,Second reading.,23,,
HB2725,2023R1,S,2023-06-21,Carried over to 06-22 by unanimous consent.,24,,
HB2725,2023R1,S,2023-06-22,Third reading.  Carried by Patterson.  Passed.,25,,"Ayes, 22; Nays, 2--Findley, Girod; Absent, 6--Boquist, Hansell, Hayden, Linthicum, Robinson, Thatcher."
HB2725,2023R1,H,2023-06-25,Speaker signed.,26,,
HB2725,2023R1,S,2023-06-27,President signed.,27,,
HB2725,2023R1,S,2023-06-22,Vote explanation(s) filed by Smith DB.,28,,
HB2725,2023R1,H,2023-07-31,Governor signed.,29,,
HB2725,2023R1,H,2023-08-15,"Chapter 509, (2023 Laws): Effective date July 31, 2023.",30,,
HB2726,2023R1,H,2023-02-27,HECHS Committee ~ Public Hearing: Heard,,1,
HB2726,2023R1,H,2023-03-22,HECHS Committee ~ Work Session: Heard and Reported Out with Amendments,,2,
HB2726,2023R1,H,2023-01-09,First reading. Referred to Speaker's desk.,1,,
HB2726,2023R1,H,2023-01-13,Referred to Early Childhood and Human Services with subsequent referral to Ways and Means.,2,,
HB2726,2023R1,H,2023-02-27,Public Hearing held.,3,,
HB2726,2023R1,H,2023-03-22,Work Session held.,4,,
HB2726,2023R1,H,2023-03-24,"Recommendation: Do pass with amendments, be printed A-Engrossed, and be referred to Ways and Means by prior reference.",5,,
HB2726,2023R1,H,2023-03-24,Referred to Ways and Means by prior reference.,6,,
HB2726,2023R1,H,2023-06-25,In committee upon adjournment.,7,,
HB2727,2023R1,H,2023-01-23,HECHS Committee ~ Public Hearing: Heard,,1,
HB2727,2023R1,H,2023-03-20,HECHS Committee ~ Work Session: Heard and Reported Out with Amendments,,2,
HB2727,2023R1,J,2023-06-05,JWMED Committee ~ Work Session: Heard and Reported Out,,3,
HB2727,2023R1,J,2023-06-07,JWM Committee ~ Work Session: Heard and Reported Out with Amendments,,4,
HB2727,2023R1,H,2023-01-09,First reading. Referred to Speaker's desk.,1,,
HB2727,2023R1,H,2023-01-13,Referred to Early Childhood and Human Services.,2,,
HB2727,2023R1,H,2023-01-23,Public Hearing held.,3,,
HB2727,2023R1,H,2023-03-20,Work Session held.,4,,
HB2727,2023R1,H,2023-03-24,"Recommendation: Do pass with amendments, be printed A-Engrossed, and be referred to Ways and Means.",5,,
HB2727,2023R1,H,2023-03-24,Referred to Ways and Means by order of Speaker.,6,,
HB2727,2023R1,H,2023-05-24,Assigned to Subcommittee On Education.,7,,
HB2727,2023R1,H,2023-06-05,Returned to Full Committee.,8,,
HB2727,2023R1,H,2023-06-05,Work Session held.,9,,
HB2727,2023R1,H,2023-06-07,Work Session held.,10,,
HB2727,2023R1,H,2023-06-09,Recommendation: Do pass with amendments and be printed B-Engrossed.,11,,
HB2727,2023R1,H,2023-06-13,Second reading.,12,,
HB2727,2023R1,H,2023-06-14,Third reading. Carried by Marsh. Passed.,13,,"Ayes, 45; Nays, 12--Boshart Davis, Cramer, Elmer, Goodwin, Hieb, Levy B, McIntire, Morgan, Osborne, Reschke, Scharf, Wallan; Excused, 1--Hartman; Excused for Business of the House, 2--Breese-Iverson, Speaker Rayfield."
HB2727,2023R1,S,2023-06-15,First reading. Referred to President's desk.,14,,
HB2727,2023R1,H,2023-06-14,Vote explanation(s) filed by Elmer.,15,,
HB2727,2023R1,S,2023-06-15,Referred to Ways and Means.,16,,
HB2727,2023R1,S,2023-06-20,Recommendation: Do pass the B-Eng. bill.,17,,
HB2727,2023R1,S,2023-06-20,Second reading.,18,,
HB2727,2023R1,S,2023-06-21,Carried over to 06-22 by unanimous consent.,19,,
HB2727,2023R1,S,2023-06-22,Third reading.  Carried by Weber.  Passed.,20,,"Ayes, 20; Nays, 4--Bonham, Findley, Girod, Smith DB; Absent, 6--Boquist, Hansell, Hayden, Linthicum, Robinson, Thatcher."
HB2727,2023R1,H,2023-06-25,Speaker signed.,21,,
HB2727,2023R1,S,2023-06-27,President signed.,22,,
HB2727,2023R1,S,2023-06-22,Vote explanation(s) filed by Smith DB.,23,,
HB2727,2023R1,H,2023-07-31,Governor signed.,24,,
HB2727,2023R1,H,2023-08-15,"Chapter 510, (2023 Laws): Effective date September 24, 2023.",25,,
HB2728,2023R1,H,2023-02-06,HECHS Committee ~ Public Hearing: Heard,,1,
HB2728,2023R1,H,2023-03-08,HECHS Committee ~ Work Session: Heard and Reported Out,,2,
HB2728,2023R1,H,2023-01-09,First reading. Referred to Speaker's desk.,1,,
HB2728,2023R1,H,2023-01-16,Referred to Early Childhood and Human Services with subsequent referral to Ways and Means.,2,,
HB2728,2023R1,H,2023-02-06,Public Hearing held.,3,,
HB2728,2023R1,H,2023-03-08,Work Session held.,4,,
HB2728,2023R1,H,2023-03-09,Recommendation: Do pass and be referred to Ways and Means by prior reference.,5,,
HB2728,2023R1,H,2023-03-09,Referred to Ways and Means by prior reference.,6,,
HB2728,2023R1,H,2023-06-25,In committee upon adjournment.,7,,
HB2729,2023R1,H,2023-01-09,First reading. Referred to Speaker's desk.,1,,
HB2729,2023R1,H,2023-01-13,Referred to Behavioral Health and Health Care with subsequent referral to Ways and Means.,2,,
HB2729,2023R1,H,2023-06-25,In committee upon adjournment.,3,,
HB2730,2023R1,H,2023-01-09,First reading. Referred to Speaker's desk.,1,,
HB2730,2023R1,H,2023-01-13,Referred to Education.,2,,
HB2730,2023R1,H,2023-06-25,In committee upon adjournment.,3,,
HB2731,2023R1,H,2023-02-23,HJUD Committee ~ Public Hearing: None,,1,
HB2731,2023R1,H,2023-02-27,HJUD Committee ~ Public Hearing: Heard,,2,
HB2731,2023R1,H,2023-03-09,HJUD Committee ~ Work Session: Heard and Reported Out,,3,
HB2731,2023R1,H,2023-01-09,First reading. Referred to Speaker's desk.,1,,
HB2731,2023R1,H,2023-01-13,Referred to Judiciary with subsequent referral to Ways and Means.,2,,
HB2731,2023R1,H,2023-02-23,Public Hearing cancelled.,3,,
HB2731,2023R1,H,2023-02-27,Public Hearing held.,4,,
HB2731,2023R1,H,2023-03-09,Work Session held.,5,,
HB2731,2023R1,H,2023-03-13,Recommendation: Do pass and be referred to Ways and Means by prior reference.,6,,
HB2731,2023R1,H,2023-03-13,Referred to Ways and Means by prior reference.,7,,
HB2731,2023R1,H,2023-06-25,In committee upon adjournment.,8,,
HB2732,2023R1,H,2023-02-02,HJUD Committee ~ Public Hearing: Heard,,1,
HB2732,2023R1,H,2023-02-09,HJUD Committee ~ Work Session: Heard and Reported Out with Amendments,,2,
HB2732,2023R1,J,2023-06-23,JWM Committee ~ Work Session: Heard and Reported Out with Amendments,,3,
HB2732,2023R1,H,2023-01-09,First reading. Referred to Speaker's desk.,1,,
HB2732,2023R1,H,2023-01-13,Referred to Judiciary with subsequent referral to Ways and Means.,2,,
HB2732,2023R1,H,2023-02-02,Public Hearing held.,3,,
HB2732,2023R1,H,2023-02-09,Work Session held.,4,,
HB2732,2023R1,H,2023-02-14,"Recommendation: Do pass with amendments, be printed A-Engrossed, and be referred to Ways and Means by prior reference.",5,,
HB2732,2023R1,H,2023-02-14,Referred to Ways and Means by prior reference.,6,,
HB2732,2023R1,H,2023-06-23,Work Session held.,7,,
HB2732,2023R1,H,2023-06-23,Recommendation: Do pass with amendments and be printed B-Engrossed.,8,,
HB2732,2023R1,H,2023-06-23,Second reading.,9,,
HB2732,2023R1,H,2023-06-23,Rules suspended. Third reading. Carried by Reynolds. Passed.,10,,"Ayes, 50; Excused, 9--Diehl, Elmer, Goodwin, Javadi, Morgan, Nguyen H, Reschke, Ruiz, Wright; Excused for Business of the House, 1--McIntire."
HB2732,2023R1,S,2023-06-24,First reading. Referred to Ways and Means Committee.,11,,
HB2732,2023R1,S,2023-06-25,Recommendation: Do pass the B-Eng. bill.,12,,
HB2732,2023R1,S,2023-06-25,Second reading.,13,,
HB2732,2023R1,S,2023-06-25,Rules suspended. Third reading.  Carried by Knopp.  Passed.,14,,"Ayes, 23; Absent, 7--Boquist, Hansell, Hayden, Linthicum, Meek, Thatcher, Woods."
HB2732,2023R1,H,2023-06-29,Speaker signed.,15,,
HB2732,2023R1,S,2023-06-29,President signed.,16,,
HB2732,2023R1,H,2023-07-31,Governor signed.,17,,
HB2732,2023R1,S,2023-06-25,Vote explanation(s) filed by Findley.,18,,
HB2732,2023R1,H,2023-08-15,"Chapter 511, (2023 Laws): Effective date July 31, 2023.",19,,
HB2733,2023R1,H,2023-01-09,First reading. Referred to Speaker's desk.,1,,
HB2733,2023R1,H,2023-01-13,Referred to Housing and Homelessness.,2,,
HB2733,2023R1,H,2023-06-25,In committee upon adjournment.,3,,
HB2734,2023R1,H,2023-01-09,First reading. Referred to Speaker's desk.,1,,
HB2734,2023R1,H,2023-01-16,Referred to Early Childhood and Human Services with subsequent referral to Ways and Means.,2,,
HB2734,2023R1,H,2023-06-25,In committee upon adjournment.,3,,
HB2735,2023R1,H,2023-01-09,First reading. Referred to Speaker's desk.,1,,
HB2735,2023R1,H,2023-01-13,Referred to Education with subsequent referral to Ways and Means.,2,,
HB2735,2023R1,H,2023-06-25,In committee upon adjournment.,3,,
HB2736,2023R1,H,2023-01-31,HBHHC Committee ~ Public Hearing: Heard,,1,
HB2736,2023R1,H,2023-03-01,HBHHC Committee ~ Work Session: Not Heard,,2,
HB2736,2023R1,H,2023-04-03,HBHHC Committee ~ Work Session: Not Heard,,3,
HB2736,2023R1,H,2023-01-09,First reading. Referred to Speaker's desk.,1,,
HB2736,2023R1,H,2023-01-16,Referred to Behavioral Health and Health Care.,2,,
HB2736,2023R1,H,2023-01-31,Public Hearing held.,3,,
HB2736,2023R1,H,2023-06-25,In committee upon adjournment.,4,,
HB2737,2023R1,H,2023-01-31,HEMGGV Committee ~ Public Hearing: Heard,,1,
HB2737,2023R1,H,2023-02-09,HEMGGV Committee ~ Work Session: Heard and Reported Out with Amendments,,2,
HB2737,2023R1,S,2023-04-27,SVEMFW Committee ~ Public Hearing: Heard,,3,
HB2737,2023R1,S,2023-05-02,SVEMFW Committee ~ Work Session: Heard and Reported Out,,4,
HB2737,2023R1,H,2023-01-09,First reading. Referred to Speaker's desk.,1,,
HB2737,2023R1,H,2023-01-16,"Referred to Emergency Management, General Government, and Veterans.",2,,
HB2737,2023R1,H,2023-01-31,Public Hearing held.,3,,
HB2737,2023R1,H,2023-02-09,Work Session held.,4,,
HB2737,2023R1,H,2023-02-13,Recommendation: Do pass with amendments and be printed A-Engrossed.,5,,
HB2737,2023R1,H,2023-02-14,Second reading.,6,,
HB2737,2023R1,H,2023-02-14,Rules suspended. Third reading. Carried by Sanchez. Passed.,7,,"Ayes, 60."
HB2737,2023R1,S,2023-02-15,First reading. Referred to President's desk.,8,,
HB2737,2023R1,S,2023-02-16,"Referred to Veterans, Emergency Management, Federal and World Affairs.",9,,
HB2737,2023R1,S,2023-04-27,Public Hearing held.,10,,
HB2737,2023R1,S,2023-05-02,Work Session held.,11,,
HB2737,2023R1,S,2023-06-15,Recommendation: Do pass the A-Eng. bill.,12,,
HB2737,2023R1,S,2023-06-15,Second reading.,13,,
HB2737,2023R1,S,2023-06-16,Carried over to 06-20 by unanimous consent.,14,,
HB2737,2023R1,S,2023-06-20,Carried over to 06-21 by unanimous consent.,15,,
HB2737,2023R1,S,2023-06-21,Third reading.  Carried by Woods.  Passed.,16,,"Ayes, 24; Absent, 6--Boquist, Hansell, Hayden, Linthicum, Robinson, Thatcher."
HB2737,2023R1,H,2023-06-24,Speaker signed.,17,,
HB2737,2023R1,S,2023-06-24,President signed.,18,,
HB2737,2023R1,S,2023-06-21,Vote explanation(s) filed by Smith DB.,19,,
HB2737,2023R1,H,2023-07-27,Governor signed.,20,,
HB2737,2023R1,H,2023-08-04,"Chapter 415, (2023 Laws): Effective date January 1, 2024.",21,,
HB2738,2023R1,H,2023-01-09,First reading. Referred to Speaker's desk.,1,,
HB2738,2023R1,H,2023-01-16,Referred to Early Childhood and Human Services.,2,,
HB2738,2023R1,H,2023-06-25,In committee upon adjournment.,3,,
HB2739,2023R1,H,2023-01-25,HED Committee ~ Public Hearing: Heard,,1,
HB2739,2023R1,H,2023-03-20,HED Committee ~ Work Session: Not Heard,,2,
HB2739,2023R1,H,2023-03-22,HED Committee ~ Work Session: Not Heard,,3,
HB2739,2023R1,H,2023-03-27,HED Committee ~ Work Session: Not Heard,,4,
HB2739,2023R1,H,2023-03-29,HED Committee ~ Work Session: Not Heard,,5,
HB2739,2023R1,H,2023-04-03,HED Committee ~ Work Session: Heard and Reported Out with Amendments,,6,
HB2739,2023R1,H,2023-01-09,First reading. Referred to Speaker's desk.,1,,
HB2739,2023R1,H,2023-01-13,Referred to Education.,2,,
HB2739,2023R1,H,2023-01-25,Public Hearing held.,3,,
HB2739,2023R1,H,2023-04-03,Work Session held.,4,,
HB2739,2023R1,H,2023-04-10,"Without recommendation as to passage, with amendments, be printed A-Engrossed, and be referred to Ways and Means.",5,,
HB2739,2023R1,H,2023-04-10,Referred to Ways and Means by order of Speaker.,6,,
HB2739,2023R1,H,2023-06-25,In committee upon adjournment.,7,,
HB2740,2023R1,H,2023-02-09,HHED Committee ~ Public Hearing: Heard,,1,
HB2740,2023R1,H,2023-03-23,HHED Committee ~ Work Session: Not Heard,,2,
HB2740,2023R1,H,2023-03-28,HHED Committee ~ Work Session: Not Heard,,3,
HB2740,2023R1,H,2023-03-30,HHED Committee ~ Work Session: Heard,,4,
HB2740,2023R1,H,2023-04-04,HHED Committee ~ Work Session: Heard and Reported Out with Amendments,,5,
HB2740,2023R1,S,2023-04-27,SED Committee ~ Public Hearing: Heard,,6,
HB2740,2023R1,S,2023-05-04,SED Committee ~ Work Session: Heard and Reported Out,,7,
HB2740,2023R1,H,2023-01-09,First reading. Referred to Speaker's desk.,1,,
HB2740,2023R1,H,2023-01-16,Referred to Higher Education.,2,,
HB2740,2023R1,H,2023-02-09,Public Hearing held.,3,,
HB2740,2023R1,H,2023-03-30,Work Session held.,4,,
HB2740,2023R1,H,2023-04-04,Work Session held.,5,,
HB2740,2023R1,H,2023-04-10,Recommendation: Do pass with amendments and be printed A-Engrossed.,6,,
HB2740,2023R1,H,2023-04-11,Second reading.,7,,
HB2740,2023R1,H,2023-04-12,"Rules suspended. Carried over to April 13, 2023 Calendar.",8,,
HB2740,2023R1,H,2023-04-13,"Rules suspended. Carried over to April 14, 2023 Calendar.",9,,
HB2740,2023R1,H,2023-04-14,Third reading. Carried by Hudson. Passed.,10,,"Ayes, 31; Nays, 11--Boice, Breese-Iverson, Cate, Conrad, Cramer, Diehl, Lewis, Mannix, Morgan, Scharf, Stout; Excused, 17--Boshart Davis, Elmer, Goodwin, Helfrich, Hieb, Javadi, Levy B, McIntire, Nathanson, Osborne, Owens, Pham H, Reschke, Reynolds, Sosa, Wallan, Wright; Excused for Business of the House, 1--Fahey."
HB2740,2023R1,S,2023-04-17,First reading. Referred to President's desk.,11,,
HB2740,2023R1,H,2023-04-14,Vote explanation(s) filed by Diehl.,12,,
HB2740,2023R1,S,2023-04-19,Referred to Education.,13,,
HB2740,2023R1,S,2023-04-27,Public Hearing held.,14,,
HB2740,2023R1,S,2023-05-04,Work Session held.,15,,
HB2740,2023R1,S,2023-06-15,Recommendation: Do pass the A-Eng. bill.,16,,
HB2740,2023R1,S,2023-06-15,Second reading.,17,,
HB2740,2023R1,S,2023-06-16,Carried over to 06-20 by unanimous consent.,18,,
HB2740,2023R1,S,2023-06-20,Carried over to 06-21 by unanimous consent.,19,,
HB2740,2023R1,S,2023-06-21,"Third reading.  Carried by Gelser Blouin, Dembrow.  Passed.",20,,"Ayes, 19; Nays, 5--Bonham, Findley, Girod, Knopp, Smith DB; Absent, 6--Boquist, Hansell, Hayden, Linthicum, Robinson, Thatcher."
HB2740,2023R1,H,2023-06-24,Speaker signed.,21,,
HB2740,2023R1,S,2023-06-24,President signed.,22,,
HB2740,2023R1,S,2023-06-21,Vote explanation(s) filed by Smith DB.,23,,
HB2740,2023R1,H,2023-07-31,Governor signed.,24,,
HB2740,2023R1,H,2023-08-15,"Chapter 512, (2023 Laws): Effective date January 1, 2024.",25,,
HB2741,2023R1,H,2023-02-22,HBHHC Committee ~ Public Hearing: Heard,,1,
HB2741,2023R1,H,2023-01-09,First reading. Referred to Speaker's desk.,1,,
HB2741,2023R1,H,2023-01-16,Referred to Behavioral Health and Health Care.,2,,
HB2741,2023R1,H,2023-02-22,Public Hearing held.,3,,
HB2741,2023R1,H,2023-06-25,In committee upon adjournment.,4,,
HB2742,2023R1,H,2023-02-21,HBHHC Committee ~ Public Hearing: Heard,,1,
HB2742,2023R1,H,2023-04-03,HBHHC Committee ~ Work Session: Not Heard,,2,
HB2742,2023R1,H,2023-03-28,HBHHC Committee ~ Work Session: Not Heard,,3,
HB2742,2023R1,H,2023-04-04,HBHHC Committee ~ Work Session: Not Heard,,4,
HB2742,2023R1,H,2023-01-09,First reading. Referred to Speaker's desk.,1,,
HB2742,2023R1,H,2023-01-13,Referred to Behavioral Health and Health Care.,2,,
HB2742,2023R1,H,2023-02-21,Public Hearing held.,3,,
HB2742,2023R1,H,2023-06-25,In committee upon adjournment.,4,,
HB2743,2023R1,H,2023-02-06,HBHHC Committee ~ Public Hearing: Not Heard,,1,
HB2743,2023R1,H,2023-02-07,HBHHC Committee ~ Public Hearing: Heard,,2,
HB2743,2023R1,H,2023-03-13,HBHHC Committee ~ Work Session: Heard and Reported Out,,3,
HB2743,2023R1,H,2023-01-09,First reading. Referred to Speaker's desk.,1,,
HB2743,2023R1,H,2023-01-13,Referred to Behavioral Health and Health Care with subsequent referral to Ways and Means.,2,,
HB2743,2023R1,H,2023-02-07,Public Hearing held.,3,,
HB2743,2023R1,H,2023-03-13,Work Session held.,4,,
HB2743,2023R1,H,2023-03-16,Recommendation: Do pass and be referred to Ways and Means by prior reference.,5,,
HB2743,2023R1,H,2023-03-16,Referred to Ways and Means by prior reference.,6,,
HB2743,2023R1,H,2023-06-25,In committee upon adjournment.,7,,
HB2744,2023R1,H,2023-02-20,HBHHC Committee ~ Public Hearing: Heard,,1,
HB2744,2023R1,H,2023-01-09,First reading. Referred to Speaker's desk.,1,,
HB2744,2023R1,H,2023-01-16,Referred to Behavioral Health and Health Care with subsequent referral to Tax Expenditures.,2,,
HB2744,2023R1,H,2023-02-20,Public Hearing held.,3,,
HB2744,2023R1,H,2023-06-25,In committee upon adjournment.,4,,
HB2745,2023R1,H,2023-01-09,First reading. Referred to Speaker's desk.,1,,
HB2745,2023R1,H,2023-01-13,Referred to Behavioral Health and Health Care.,2,,
HB2745,2023R1,H,2023-06-25,In committee upon adjournment.,3,,
HB2746,2023R1,H,2023-01-09,First reading. Referred to Speaker's desk.,1,,
HB2746,2023R1,H,2023-01-13,Referred to Behavioral Health and Health Care.,2,,
HB2746,2023R1,H,2023-06-25,In committee upon adjournment.,3,,
HB2747,2023R1,H,2023-01-09,First reading. Referred to Speaker's desk.,1,,
HB2747,2023R1,H,2023-01-13,Referred to Behavioral Health and Health Care.,2,,
HB2747,2023R1,H,2023-06-25,In committee upon adjournment.,3,,
HB2748,2023R1,H,2023-01-09,First reading. Referred to Speaker's desk.,1,,
HB2748,2023R1,H,2023-01-13,Referred to Behavioral Health and Health Care.,2,,
HB2748,2023R1,H,2023-06-25,In committee upon adjournment.,3,,
HB2749,2023R1,H,2023-01-09,First reading. Referred to Speaker's desk.,1,,
HB2749,2023R1,H,2023-01-13,"Referred to Agriculture, Land Use, Natural Resources, and Water.",2,,
HB2749,2023R1,H,2023-06-25,In committee upon adjournment.,3,,
HB2750,2023R1,H,2023-02-06,HED Committee ~ Public Hearing: Heard,,1,
HB2750,2023R1,H,2023-01-17,First reading. Referred to Speaker's desk.,1,,
HB2750,2023R1,H,2023-01-20,Referred to Education.,2,,
HB2750,2023R1,H,2023-02-06,Public Hearing held.,3,,
HB2750,2023R1,H,2023-06-25,In committee upon adjournment.,4,,
HB2751,2023R1,H,2023-02-06,HED Committee ~ Public Hearing: Heard,,1,
HB2751,2023R1,H,2023-03-20,HED Committee ~ Work Session: Heard and Reported Out,,2,
HB2751,2023R1,H,2023-01-17,First reading. Referred to Speaker's desk.,1,,
HB2751,2023R1,H,2023-01-20,Referred to Education with subsequent referral to Ways and Means.,2,,
HB2751,2023R1,H,2023-02-06,Public Hearing held.,3,,
HB2751,2023R1,H,2023-03-20,Work Session held.,4,,
HB2751,2023R1,H,2023-03-23,Recommendation: Do pass and be referred to Ways and Means by prior reference.,5,,
HB2751,2023R1,H,2023-03-23,Referred to Ways and Means by prior reference.,6,,
HB2751,2023R1,H,2023-06-25,In committee upon adjournment.,7,,
HB2752,2023R1,H,2023-01-17,First reading. Referred to Speaker's desk.,1,,
HB2752,2023R1,H,2023-01-20,"Referred to Agriculture, Land Use, Natural Resources, and Water with subsequent referral to Ways and Means.",2,,
HB2752,2023R1,H,2023-06-25,In committee upon adjournment.,3,,
HB2753,2023R1,H,2023-02-06,HED Committee ~ Public Hearing: Heard,,1,
HB2753,2023R1,H,2023-03-20,HED Committee ~ Work Session: Not Heard,,2,
HB2753,2023R1,H,2023-03-22,HED Committee ~ Work Session: Heard and Reported Out with Amendments,,3,
HB2753,2023R1,S,2023-04-18,SED Committee ~ Public Hearing: Heard,,4,
HB2753,2023R1,S,2023-05-09,SED Committee ~ Work Session: Heard and Reported Out,,5,
HB2753,2023R1,H,2023-01-17,First reading. Referred to Speaker's desk.,1,,
HB2753,2023R1,H,2023-01-20,Referred to Education.,2,,
HB2753,2023R1,H,2023-02-06,Public Hearing held.,3,,
HB2753,2023R1,H,2023-03-22,Work Session held.,4,,
HB2753,2023R1,H,2023-03-24,Recommendation: Do pass with amendments and be printed A-Engrossed.,5,,
HB2753,2023R1,H,2023-03-27,Second reading.,6,,
HB2753,2023R1,H,2023-03-28,Third reading. Carried by Bowman. Passed.,7,,"Ayes, 36; Nays, 20--Boice, Boshart Davis, Breese-Iverson, Cate, Cramer, Diehl, Elmer, Goodwin, Helfrich, Hieb, Levy B, Lewis, McIntire, Morgan, Osborne, Reschke, Scharf, Stout, Wallan, Wright; Excused, 4--Dexter, Nguyen D, Nguyen H, Ruiz."
HB2753,2023R1,H,2023-03-28,"Potential conflict(s) of interest declared by McIntire, Owens.",8,,
HB2753,2023R1,S,2023-03-29,First reading. Referred to President's desk.,9,,
HB2753,2023R1,S,2023-03-31,Referred to Education.,10,,
HB2753,2023R1,S,2023-04-18,Public Hearing held.,11,,
HB2753,2023R1,S,2023-05-09,Work Session held.,12,,
HB2753,2023R1,S,2023-06-15,Recommendation: Do pass the A-Eng. bill.,13,,
HB2753,2023R1,S,2023-06-15,Second reading.,14,,
HB2753,2023R1,S,2023-06-16,Carried over to 06-20 by unanimous consent.,15,,
HB2753,2023R1,S,2023-06-20,Carried over to 06-21 by unanimous consent.,16,,
HB2753,2023R1,S,2023-06-21,Third reading.  Carried by Frederick.  Passed.,17,,"Ayes, 18; Nays, 6--Bonham, Findley, Girod, Knopp, Smith DB, Weber; Absent, 6--Boquist, Hansell, Hayden, Linthicum, Robinson, Thatcher."
HB2753,2023R1,H,2023-06-24,Speaker signed.,18,,
HB2753,2023R1,S,2023-06-24,President signed.,19,,
HB2753,2023R1,S,2023-06-21,Vote explanation(s) filed by Smith DB.,20,,
