bill_number,session,chamber,action_date,action,comment,journal_page,order
SR 122,783,Senate,2003-10-10,Read & adopted,,478,2
SR 122,783,Senate,2003-10-10,Received by the Secretary of the Senate,,,1
SB 18,783,Senate,2003-09-22,Filed,,,2
SB 18,783,Senate,2003-09-22,Received by the Secretary of the Senate,,,1
SR 120,783,Senate,2003-10-10,Reported enrolled,,,3
SR 120,783,Senate,2003-10-10,Read & adopted,,478,2
SR 120,783,Senate,2003-10-10,Received by the Secretary of the Senate,,,1
SR 20,783,Senate,2003-09-17,Reported enrolled,,,3
SR 20,783,Senate,2003-09-17,Read & adopted,,12,2
SR 20,783,Senate,2003-09-17,Received by the Secretary of the Senate,,,1
SR 34,783,Senate,2003-09-22,Reported enrolled,,,3
SR 34,783,Senate,2003-09-22,Read & adopted,,31,2
SR 34,783,Senate,2003-09-22,Received by the Secretary of the Senate,,,1
SR 63,783,Senate,2003-09-25,Reported enrolled,,,3
SR 63,783,Senate,2003-09-25,Read & adopted,,420,2
SR 63,783,Senate,2003-09-25,Received by the Secretary of the Senate,,,1
SR 64,783,Senate,2003-09-25,Reported enrolled,,,3
SR 64,783,Senate,2003-09-25,Read & adopted,,420,2
SR 64,783,Senate,2003-09-25,Received by the Secretary of the Senate,,,1
SR 73,783,Senate,2003-09-29,Reported enrolled,,,3
SR 73,783,Senate,2003-09-29,Read & adopted,,432,2
SR 73,783,Senate,2003-09-29,Received by the Secretary of the Senate,,,1
SR 79,783,Senate,2003-09-29,Reported enrolled,,,3
SR 79,783,Senate,2003-09-29,Read & adopted,,433,2
SR 79,783,Senate,2003-09-29,Received by the Secretary of the Senate,,,1
SR 80,783,Senate,2003-09-29,Reported enrolled,,,3
SR 80,783,Senate,2003-09-29,Read & adopted,,432,2
SR 80,783,Senate,2003-09-29,Received by the Secretary of the Senate,,,1
SR 97,783,Senate,2003-10-08,Reported enrolled,,,3
SR 97,783,Senate,2003-10-08,Read & adopted,,453,2
SR 97,783,Senate,2003-10-08,Received by the Secretary of the Senate,,,1
SR 98,783,Senate,2003-10-08,Reported enrolled,,,3
SR 98,783,Senate,2003-10-08,Read & adopted,,453,2
SR 98,783,Senate,2003-10-08,Received by the Secretary of the Senate,,,1
SR 99,783,Senate,2003-10-08,Reported enrolled,,,3
SR 99,783,Senate,2003-10-08,Read & adopted,,453,2
SR 99,783,Senate,2003-10-08,Received by the Secretary of the Senate,,,1
SR 100,783,Senate,2003-10-08,Reported enrolled,,,3
SR 100,783,Senate,2003-10-08,Read & adopted,,453,2
SR 100,783,Senate,2003-10-08,Received by the Secretary of the Senate,,,1
SR 101,783,Senate,2003-10-08,Reported enrolled,,,3
SR 101,783,Senate,2003-10-08,Read & adopted,,453,2
SR 101,783,Senate,2003-10-08,Received by the Secretary of the Senate,,,1
SR 104,783,Senate,2003-10-08,Reported enrolled,,,3
SR 104,783,Senate,2003-10-08,Read & adopted,,453,2
SR 104,783,Senate,2003-10-08,Received by the Secretary of the Senate,,,1
SR 105,783,Senate,2003-10-08,Reported enrolled,,,3
SR 105,783,Senate,2003-10-08,Read & adopted,,453,2
SR 105,783,Senate,2003-10-08,Received by the Secretary of the Senate,,,1
SR 106,783,Senate,2003-10-08,Reported enrolled,,,3
SR 106,783,Senate,2003-10-08,Read & adopted,,453,2
SR 106,783,Senate,2003-10-08,Received by the Secretary of the Senate,,,1
SR 123,783,Senate,2003-10-10,Reported enrolled,,,3
SR 123,783,Senate,2003-10-10,Read & adopted,,479,2
SR 123,783,Senate,2003-10-10,Received by the Secretary of the Senate,,,1
SR 124,783,Senate,2003-10-10,Reported enrolled,,,3
SR 124,783,Senate,2003-10-10,Read & adopted,,479,2
SR 124,783,Senate,2003-10-10,Received by the Secretary of the Senate,,,1
SR 87,783,Senate,2003-10-02,Reported enrolled,,,3
SR 87,783,Senate,2003-10-02,Read & adopted,,447,2
SR 87,783,Senate,2003-10-02,Received by the Secretary of the Senate,,,1
SB 19,783,Senate,2003-09-25,Committee report printed and distributed,,,8
SB 19,783,Senate,2003-09-25,Reported favorably w/o amendments,,421,7
SB 19,783,Senate,2003-09-25,Considered in public hearing,,,6
SB 19,783,Senate,2003-09-25,Scheduled for public hearing on  . . . . .,,,5
SB 19,783,Senate,2003-09-23,Referred to Administration,,34,4
SB 19,783,Senate,2003-09-23,Read first time,,34,3
SB 19,783,Senate,2003-09-23,Filed,,,2
SB 19,783,Senate,2003-09-23,Received by the Secretary of the Senate,,,1
SCR 2,783,Executive,2003-10-09,Signed by the Governor,,483,12
SCR 2,783,Executive,2003-09-26,Sent to the Governor,,433,11
SCR 2,783,House,2003-09-25,Signed in the House,,,10
SCR 2,783,Senate,2003-09-25,Signed in the Senate,,303,9
SCR 2,783,Senate,2003-09-24,Reported enrolled,,,8
SCR 2,783,Senate,2003-09-24,House passage reported,,289,7
SCR 2,783,House,2003-09-24,Adopted,,,6
SCR 2,783,House,2003-09-24,Rules suspended,,,5
SCR 2,783,House,2003-09-24,Received from the Senate,,,4
SCR 2,783,Senate,2003-09-23,Read & adopted,,276,3
SCR 2,783,Senate,2003-09-22,Filed,,,2
SCR 2,783,Senate,2003-09-22,Received by the Secretary of the Senate,,,1
SR 15,783,Senate,2003-09-16,Reported enrolled,,,3
SR 15,783,Senate,2003-09-16,Read & adopted,,8,2
SR 15,783,Senate,2003-09-16,Received by the Secretary of the Senate,,,1
SR 30,783,Senate,2003-10-02,Record vote,,445,24
SR 30,783,Senate,2003-10-02,Adopted as amended,,445,23
SR 30,783,Senate,2003-10-02,Record vote,,445,22
SR 30,783,Senate,2003-10-02,Amendment fails of adoption,FA4 Gallegos,445,21
SR 30,783,Senate,2003-10-02,Amendment withdrawn,,444,20
SR 30,783,Senate,2003-10-02,Point of order withdrawn,,444,19
SR 30,783,Senate,2003-10-02,Point of order,,444,18
SR 30,783,Senate,2003-10-02,Amendment(s) offered,FA3 Lucio,443,17
SR 30,783,Senate,2003-10-02,Amended,FA1 Harris,443,16
SR 30,783,Senate,2003-10-02,Record vote,,442,15
SR 30,783,Senate,2003-10-02,Amendment tabled,FA2 Barrientos,442,14
SR 30,783,Senate,2003-10-02,Amendment withdrawn,FA1 Harris,442,13
SR 30,783,Senate,2003-10-02,Record vote,,442,12
SR 30,783,Senate,2003-10-02,Amendment fails of adoption,CA1 Wentworth,442,11
SR 30,783,Senate,2003-10-02,Read 2nd time,,442,10
SR 30,783,Senate,2003-10-02,Laid before the Senate,,441,9
SR 30,783,Senate,2003-09-23,Committee report printed and distributed,,,8
SR 30,783,Senate,2003-09-23,Reported favorably as amended,,277,7
SR 30,783,Senate,2003-09-22,Considered in public hearing,,,6
SR 30,783,Senate,2003-09-22,Scheduled for public hearing on  . . . . .,,,5
SR 30,783,Senate,2003-09-19,Referred to Administration,,18,4
SR 30,783,Senate,2003-09-19,Read first time,,18,3
SR 30,783,Senate,2003-09-18,Filed,,,2
SR 30,783,Senate,2003-09-18,Received by the Secretary of the Senate,,,1
SR 83,783,Senate,2003-10-02,Reported enrolled,,,3
SR 83,783,Senate,2003-10-02,Read & adopted,,446,2
SR 83,783,Senate,2003-10-02,Received by the Secretary of the Senate,,,1
SR 27,783,Senate,2003-09-19,Reported enrolled,,,3
SR 27,783,Senate,2003-09-19,Read & adopted,,27,2
SR 27,783,Senate,2003-09-19,Received by the Secretary of the Senate,,,1
SB 27,783,Senate,2003-09-29,Filed,,,2
SB 27,783,Senate,2003-09-29,Received by the Secretary of the Senate,,,1
SR 18,783,Senate,2003-09-17,Reported enrolled,,,3
SR 18,783,Senate,2003-09-17,Read & adopted,,12,2
SR 18,783,Senate,2003-09-17,Received by the Secretary of the Senate,,,1
SR 40,783,Senate,2003-09-23,Reported enrolled,,,3
SR 40,783,Senate,2003-09-23,Read & adopted,,276,2
SR 40,783,Senate,2003-09-23,Received by the Secretary of the Senate,,,1
SR 42,783,Senate,2003-09-23,Reported enrolled,,,3
SR 42,783,Senate,2003-09-23,Read & adopted,,276,2
SR 42,783,Senate,2003-09-23,Received by the Secretary of the Senate,,,1
SR 60,783,Senate,2003-09-25,Reported enrolled,,,3
SR 60,783,Senate,2003-09-25,Read & adopted,,420,2
SR 60,783,Senate,2003-09-25,Received by the Secretary of the Senate,,,1
SR 61,783,Senate,2003-09-25,Reported enrolled,,,3
SR 61,783,Senate,2003-09-25,Read & adopted,,420,2
SR 61,783,Senate,2003-09-25,Received by the Secretary of the Senate,,,1
SR 62,783,Senate,2003-09-25,Reported enrolled,,,3
SR 62,783,Senate,2003-09-25,Read & adopted,,420,2
SR 62,783,Senate,2003-09-25,Received by the Secretary of the Senate,,,1
SB 25,783,Senate,2003-09-29,Filed,,,2
SB 25,783,Senate,2003-09-29,Received by the Secretary of the Senate,,,1
SB 26,783,Senate,2003-09-29,Filed,,,2
SB 26,783,Senate,2003-09-29,Received by the Secretary of the Senate,,,1
SR 108,783,Senate,2003-10-08,Reported enrolled,,,3
SR 108,783,Senate,2003-10-08,Read & adopted,,453,2
SR 108,783,Senate,2003-10-08,Received by the Secretary of the Senate,,,1
SB 20,783,Senate,2003-09-25,Committee report printed and distributed,,,9
SB 20,783,Senate,2003-09-25,Reported favorably w/o amendments,,421,8
SB 20,783,Senate,2003-09-25,Considered in public hearing,,,7
SB 20,783,Senate,2003-09-25,Scheduled for public hearing on  . . . . .,,,6
SB 20,783,Senate,2003-09-23,Referred to Administration,,34,5
SB 20,783,Senate,2003-09-23,Read first time,,34,4
SB 20,783,Senate,2003-09-23,Co-author authorized,,33,3
SB 20,783,Senate,2003-09-23,Filed,,,2
SB 20,783,Senate,2003-09-23,Received by the Secretary of the Senate,,,1
SB 28,783,Senate,2003-09-29,Filed,,,2
SB 28,783,Senate,2003-09-29,Received by the Secretary of the Senate,,,1
SB 3,783,Senate,2003-09-15,Filed,,,2
SB 3,783,Senate,2003-09-15,Received by the Secretary of the Senate,,,1
SB 6,783,Senate,2003-09-15,Filed,,,2
SB 6,783,Senate,2003-09-15,Received by the Secretary of the Senate,,,1
SB 11,783,Senate,2003-09-15,Filed,,,2
SB 11,783,Senate,2003-09-15,Received by the Secretary of the Senate,,,1
SR 1,783,Senate,2003-09-15,Reported enrolled,,,3
SR 1,783,Senate,2003-09-15,Read & adopted,,3,2
SR 1,783,Senate,2003-09-15,Received by the Secretary of the Senate,,,1
SR 2,783,Senate,2003-09-15,Reported enrolled,,,3
SR 2,783,Senate,2003-09-15,Read & adopted,,3,2
SR 2,783,Senate,2003-09-15,Received by the Secretary of the Senate,,,1
SR 3,783,Senate,2003-09-15,Reported enrolled,,,3
SR 3,783,Senate,2003-09-15,Read & adopted,,4,2
SR 3,783,Senate,2003-09-15,Received by the Secretary of the Senate,,,1
SR 4,783,Senate,2003-09-15,Reported enrolled,,,3
SR 4,783,Senate,2003-09-15,Read & adopted,,4,2
SR 4,783,Senate,2003-09-15,Received by the Secretary of the Senate,,,1
SR 5,783,Senate,2003-09-15,Reported enrolled,,,3
SR 5,783,Senate,2003-09-15,Read & adopted,,4,2
SR 5,783,Senate,2003-09-15,Received by the Secretary of the Senate,,,1
SR 6,783,Senate,2003-09-15,Reported enrolled,,,3
SR 6,783,Senate,2003-09-15,Read & adopted,,4,2
SR 6,783,Senate,2003-09-15,Received by the Secretary of the Senate,,,1
SR 7,783,Senate,2003-09-15,Reported enrolled,,,3
SR 7,783,Senate,2003-09-15,Read & adopted,,4,2
SR 7,783,Senate,2003-09-15,Received by the Secretary of the Senate,,,1
SR 8,783,Senate,2003-09-15,Reported enrolled,,,3
SR 8,783,Senate,2003-09-15,Read & adopted,,4,2
SR 8,783,Senate,2003-09-15,Received by the Secretary of the Senate,,,1
SR 9,783,Senate,2003-09-15,Reported enrolled,,,3
SR 9,783,Senate,2003-09-15,Read & adopted,,4,2
SR 9,783,Senate,2003-09-15,Received by the Secretary of the Senate,,,1
SR 10,783,Senate,2003-09-15,Reported enrolled,,,3
SR 10,783,Senate,2003-09-15,Read & adopted,,4,2
SR 10,783,Senate,2003-09-15,Received by the Secretary of the Senate,,,1
SR 11,783,Senate,2003-09-15,Reported enrolled,,,3
SR 11,783,Senate,2003-09-15,Read & adopted,,4,2
SR 11,783,Senate,2003-09-15,Received by the Secretary of the Senate,,,1
SR 12,783,Senate,2003-09-15,Reported enrolled,,,3
SR 12,783,Senate,2003-09-15,Read & adopted,,4,2
SR 12,783,Senate,2003-09-15,Received by the Secretary of the Senate,,,1
SR 127,783,Senate,2003-10-10,Reported enrolled,,,3
SR 127,783,Senate,2003-10-10,Read & adopted,,479,2
SR 127,783,Senate,2003-10-10,Received by the Secretary of the Senate,,,1
SR 128,783,Senate,2003-10-10,Reported enrolled,,,3
SR 128,783,Senate,2003-10-10,Read & adopted,,479,2
SR 128,783,Senate,2003-10-10,Received by the Secretary of the Senate,,,1
SR 129,783,Senate,2003-10-10,Reported enrolled,,,3
SR 129,783,Senate,2003-10-10,Read & adopted,,479,2
SR 129,783,Senate,2003-10-10,Received by the Secretary of the Senate,,,1
SB 10,783,Senate,2003-09-15,Filed,,,2
SB 10,783,Senate,2003-09-15,Received by the Secretary of the Senate,,,1
SR 54,783,Senate,2003-09-24,Reported enrolled,,,3
SR 54,783,Senate,2003-09-24,Read & adopted,,302,2
SR 54,783,Senate,2003-09-24,Received by the Secretary of the Senate,,,1
SR 55,783,Senate,2003-09-24,Reported enrolled,,,3
SR 55,783,Senate,2003-09-24,Read & adopted,,302,2
SR 55,783,Senate,2003-09-24,Received by the Secretary of the Senate,,,1
SR 59,783,Senate,2003-09-24,Reported enrolled,,,3
SR 59,783,Senate,2003-09-24,Read & adopted,,302,2
SR 59,783,Senate,2003-09-24,Received by the Secretary of the Senate,,,1
SR 66,783,Senate,2003-09-25,Reported enrolled,,,3
SR 66,783,Senate,2003-09-25,Read & adopted,,420,2
SR 66,783,Senate,2003-09-25,Received by the Secretary of the Senate,,,1
SR 67,783,Senate,2003-09-25,Reported enrolled,,,3
SR 67,783,Senate,2003-09-25,Read & adopted,,420,2
SR 67,783,Senate,2003-09-25,Received by the Secretary of the Senate,,,1
SR 68,783,Senate,2003-09-25,Reported enrolled,,,3
SR 68,783,Senate,2003-09-25,Read & adopted,,420,2
SR 68,783,Senate,2003-09-25,Received by the Secretary of the Senate,,,1
SR 69,783,Senate,2003-09-25,Reported enrolled,,,3
SR 69,783,Senate,2003-09-25,Read & adopted,,420,2
SR 69,783,Senate,2003-09-25,Received by the Secretary of the Senate,,,1
SR 70,783,Senate,2003-09-25,Reported enrolled,,,3
SR 70,783,Senate,2003-09-25,Read & adopted,,421,2
SR 70,783,Senate,2003-09-25,Received by the Secretary of the Senate,,,1
SR 75,783,Senate,2003-09-29,Reported enrolled,,,3
SR 75,783,Senate,2003-09-29,Read & adopted,,432,2
SR 75,783,Senate,2003-09-29,Received by the Secretary of the Senate,,,1
SR 76,783,Senate,2003-09-29,Reported enrolled,,,3
SR 76,783,Senate,2003-09-29,Read & adopted,,432,2
SR 76,783,Senate,2003-09-29,Received by the Secretary of the Senate,,,1
SR 86,783,Senate,2003-10-02,Reported enrolled,,,3
SR 86,783,Senate,2003-10-02,Read & adopted,,446,2
SR 86,783,Senate,2003-10-02,Received by the Secretary of the Senate,,,1
SR 111,783,Senate,2003-10-08,Reported enrolled,,,3
SR 111,783,Senate,2003-10-08,Read & adopted,,453,2
SR 111,783,Senate,2003-10-08,Received by the Secretary of the Senate,,,1
SB 22,783,Senate,2003-09-25,Filed,,,2
SB 22,783,Senate,2003-09-25,Received by the Secretary of the Senate,,,1
SB 2,783,Senate,2003-09-17,Left pending in committee,,,8
SB 2,783,Senate,2003-09-17,Testimony taken in committee,,,7
SB 2,783,Senate,2003-09-17,Considered in public hearing,,,6
SB 2,783,Senate,2003-09-17,Scheduled for public hearing on  . . . . .,,,5
SB 2,783,Senate,2003-09-15,Referred to Finance,,3,4
SB 2,783,Senate,2003-09-15,Read first time,,3,3
SB 2,783,Senate,2003-09-15,Filed,,,2
SB 2,783,Senate,2003-09-15,Received by the Secretary of the Senate,,,1
SB 8,783,Senate,2003-09-17,Left pending in committee,,,8
SB 8,783,Senate,2003-09-17,Testimony taken in committee,,,7
SB 8,783,Senate,2003-09-17,Considered in public hearing,,,6
SB 8,783,Senate,2003-09-17,Scheduled for public hearing on  . . . . .,,,5
SB 8,783,Senate,2003-09-15,Referred to Infrastructure Dev & Security,,3,4
SB 8,783,Senate,2003-09-15,Read first time,,3,3
SB 8,783,Senate,2003-09-12,Filed,,,2
SB 8,783,Senate,2003-09-12,Received by the Secretary of the Senate,,,1
SB 21,783,Senate,2003-09-24,Filed,,,2
SB 21,783,Senate,2003-09-24,Received by the Secretary of the Senate,,,1
SCR 1,783,Senate,2003-09-12,Filed,,,2
SCR 1,783,Senate,2003-09-12,Received by the Secretary of the Senate,,,1
SR 17,783,Senate,2003-09-17,Reported enrolled,,,3
SR 17,783,Senate,2003-09-17,Read & adopted,,12,2
SR 17,783,Senate,2003-09-17,Received by the Secretary of the Senate,,,1
SR 33,783,Senate,2003-09-22,Reported enrolled,,,3
SR 33,783,Senate,2003-09-22,Read & adopted,,31,2
SR 33,783,Senate,2003-09-22,Received by the Secretary of the Senate,,,1
SR 90,783,Senate,2003-10-02,Reported enrolled,,,3
SR 90,783,Senate,2003-10-02,Read & adopted,,436,2
SR 90,783,Senate,2003-10-02,Received by the Secretary of the Senate,,,1
SR 131,783,Senate,2003-10-10,Reported enrolled,,,3
SR 131,783,Senate,2003-10-10,Read & adopted,,479,2
SR 131,783,Senate,2003-10-10,Received by the Secretary of the Senate,,,1
SR 132,783,Senate,2003-10-10,Reported enrolled,,,5
SR 132,783,Senate,2003-10-10,Record vote,,474,4
SR 132,783,Senate,2003-10-10,Read & adopted,HB 7,474,3
SR 132,783,Senate,2003-10-10,Filed,,,2
SR 132,783,Senate,2003-10-10,Received by the Secretary of the Senate,,,1
SR 134,783,Senate,2003-10-10,Reported enrolled,,,5
SR 134,783,Senate,2003-10-10,Record vote,,463,4
SR 134,783,Senate,2003-10-10,Read & adopted,HB 1,463,3
SR 134,783,Senate,2003-10-10,Filed,,,2
SR 134,783,Senate,2003-10-10,Received by the Secretary of the Senate,,,1
SB 9,783,Senate,2003-09-17,Left pending in committee,,,8
SB 9,783,Senate,2003-09-17,Testimony taken in committee,,,7
SB 9,783,Senate,2003-09-17,Considered in public hearing,,,6
SB 9,783,Senate,2003-09-17,Scheduled for public hearing on  . . . . .,,,5
SB 9,783,Senate,2003-09-15,Referred to Jurisprudence,,3,4
SB 9,783,Senate,2003-09-15,Read first time,,3,3
SB 9,783,Senate,2003-09-15,Filed,,,2
SB 9,783,Senate,2003-09-15,Received by the Secretary of the Senate,,,1
SR 19,783,Senate,2003-09-17,Reported enrolled,,,3
SR 19,783,Senate,2003-09-17,Read & adopted,,12,2
SR 19,783,Senate,2003-09-17,Received by the Secretary of the Senate,,,1
SR 25,783,Senate,2003-09-18,Reported enrolled,,,3
SR 25,783,Senate,2003-09-18,Read & adopted,,16,2
SR 25,783,Senate,2003-09-18,Received by the Secretary of the Senate,,,1
SR 31,783,Senate,2003-09-19,Reported enrolled,,,3
SR 31,783,Senate,2003-09-19,Read & adopted,,27,2
SR 31,783,Senate,2003-09-19,Received by the Secretary of the Senate,,,1
SR 32,783,Senate,2003-09-19,Reported enrolled,,,3
SR 32,783,Senate,2003-09-19,Read & adopted,,27,2
SR 32,783,Senate,2003-09-19,Received by the Secretary of the Senate,,,1
SR 39,783,Senate,2003-09-23,Reported enrolled,,,3
SR 39,783,Senate,2003-09-23,Read & adopted,,276,2
SR 39,783,Senate,2003-09-23,Received by the Secretary of the Senate,,,1
SR 41,783,Senate,2003-09-23,Reported enrolled,,,3
SR 41,783,Senate,2003-09-23,Read & adopted,,276,2
SR 41,783,Senate,2003-09-23,Received by the Secretary of the Senate,,,1
SR 71,783,Senate,2003-09-25,Reported enrolled,,,3
SR 71,783,Senate,2003-09-25,Read & adopted,,421,2
SR 71,783,Senate,2003-09-25,Received by the Secretary of the Senate,,,1
SCR 3,783,Executive,2003-10-09,Signed by the Governor,,483,12
SCR 3,783,Executive,2003-10-02,Sent to the Governor,,447,11
SCR 3,783,House,2003-10-02,Signed in the House,,,10
SCR 3,783,Senate,2003-09-29,Signed in the Senate,,431,9
SCR 3,783,Senate,2003-09-25,Reported enrolled,,,8
SCR 3,783,Senate,2003-09-25,House passage reported,,413,7
SCR 3,783,House,2003-09-25,Adopted,,,6
SCR 3,783,House,2003-09-25,Rules suspended,,,5
SCR 3,783,House,2003-09-25,Received from the Senate,,,4
SCR 3,783,Senate,2003-09-25,Read & adopted,,420,3
SCR 3,783,Senate,2003-09-25,Filed,,,2
SCR 3,783,Senate,2003-09-25,Received by the Secretary of the Senate,,,1
