bill_number,session,chamber,action_date,action,comment,journal_page,order
SB 2,882,Senate,2023-07-12,Printing rule suspended,,19,11
SB 2,882,Senate,2023-07-12,Reported favorably w/o amendments,,23,10
SB 2,882,Senate,2023-07-12,Vote taken in committee,,,9
SB 2,882,Senate,2023-07-12,Considered in public hearing,,,8
SB 2,882,Senate,2023-07-12,Scheduled for public hearing on  . . .,,,7
SB 2,882,Senate,2023-07-12,Posting rule suspended,,19,6
SB 2,882,Senate,2023-07-12,Co-author authorized,,22,5
SB 2,882,Senate,2023-07-11,Referred to Finance,,16,4
SB 2,882,Senate,2023-07-11,Read first time,,16,3
SB 2,882,Senate,2023-07-10,Filed,,,2
SB 2,882,Senate,2023-07-10,Received by the Secretary of the Senate,,,1
SB 3,882,Executive,2023-07-22,Effective on 1/1/24,,,47
SB 3,882,Executive,2023-07-22,Signed by the Governor,,31,46
SB 3,882,Executive,2023-07-21,Sent to the Governor,,31,45
SB 3,882,House,2023-07-13,Signed in the House,,64,44
SB 3,882,Senate,2023-07-13,Signed in the Senate,,30,43
SB 3,882,Senate,2023-07-13,Reported enrolled,,31,42
SB 3,882,Senate,2023-07-13,House passage reported,,28,41
SB 3,882,House,2023-07-13,Statement(s) of vote recorded in Journal,,62,40
SB 3,882,House,2023-07-13,Record vote,RV#30,62,39
SB 3,882,House,2023-07-13,Passed,,62,38
SB 3,882,House,2023-07-13,Read 3rd time,,62,37
SB 3,882,House,2023-07-13,Statement(s) of vote recorded in Journal,,31,36
SB 3,882,House,2023-07-13,Record vote,RV#13,30,35
SB 3,882,House,2023-07-13,Passed to 3rd reading,,30,34
SB 3,882,House,2023-07-13,Read 2nd time,,30,33
SB 3,882,House,2023-07-13,Laid out in lieu of companion,HB 3,30,32
SB 3,882,House,2023-07-13,Committee report sent to Calendars,,,31
SB 3,882,House,2023-07-12,Committee report distributed,,,30
SB 3,882,House,2023-07-12,Comte report filed with Committee Coordinator,,65,29
SB 3,882,House,2023-07-12,Reported favorably w/o amendment(s),,,28
SB 3,882,House,2023-07-12,Considered in formal meeting,,,27
SB 3,882,House,2023-07-12,Referred to Ways & Means,,17,26
SB 3,882,House,2023-07-12,Read first time,,17,25
SB 3,882,House,2023-07-12,Received from the Senate,,19,24
SB 3,882,Senate,2023-07-12,Reported engrossed,,23,23
SB 3,882,Senate,2023-07-12,Record vote,,21,22
SB 3,882,Senate,2023-07-12,Passed,,21,21
SB 3,882,Senate,2023-07-12,Read 3rd time,,21,20
SB 3,882,Senate,2023-07-12,Record vote,,21,19
SB 3,882,Senate,2023-07-12,Three day rule suspended,,21,18
SB 3,882,Senate,2023-07-12,Vote recorded in Journal,,21,17
SB 3,882,Senate,2023-07-12,Read 2nd time & passed to engrossment,,21,16
SB 3,882,Senate,2023-07-12,Record vote,,21,15
SB 3,882,Senate,2023-07-12,Rules suspended,,,14
SB 3,882,Senate,2023-07-12,Ordered not printed,,19,13
SB 3,882,Senate,2023-07-12,Printing rule suspended,,19,12
SB 3,882,Senate,2023-07-12,Reported favorably w/o amendments,,23,11
SB 3,882,Senate,2023-07-12,Vote taken in committee,,,10
SB 3,882,Senate,2023-07-12,Considered in public hearing,,,9
SB 3,882,Senate,2023-07-12,Scheduled for public hearing on  . . .,,,8
SB 3,882,Senate,2023-07-12,Posting rule suspended,,19,7
SB 3,882,Senate,2023-07-12,Co-author authorized,,,6
SB 3,882,Senate,2023-07-11,Referred to Finance,,16,5
SB 3,882,Senate,2023-07-11,Read first time,,16,4
SB 3,882,Senate,2023-07-10,Co-author authorized,,22,3
SB 3,882,Senate,2023-07-10,Filed,,,2
SB 3,882,Senate,2023-07-10,Received by the Secretary of the Senate,,,1
SJR 1,882,House,2023-06-30,Received from the Senate,,5,22
SJR 1,882,Senate,2023-06-28,Record vote,,5,21
SJR 1,882,Senate,2023-06-28,Adopted as amended,,5,20
SJR 1,882,Senate,2023-06-28,Vote recorded in Journal,,5,19
SJR 1,882,Senate,2023-06-28,Amended,,5,18
SJR 1,882,Senate,2023-06-28,Amendment(s) offered,FA2 Gutierrez,4,17
SJR 1,882,Senate,2023-06-28,Amendment withdrawn,,4,16
SJR 1,882,Senate,2023-06-28,Amendment(s) offered,FA1 Gutierrez,4,15
SJR 1,882,Senate,2023-06-28,Read 2nd time,,4,14
SJR 1,882,Senate,2023-06-28,Rules suspended,,3,13
SJR 1,882,Senate,2023-06-28,Ordered not printed,,3,12
SJR 1,882,Senate,2023-06-28,Printing rule suspended,,3,11
SJR 1,882,Senate,2023-06-28,Reported favorably w/o amendments,,7,10
SJR 1,882,Senate,2023-06-28,Vote taken in committee,,,9
SJR 1,882,Senate,2023-06-28,Considered in public hearing,,,8
SJR 1,882,Senate,2023-06-28,Scheduled for public hearing on  . . .,,,7
SJR 1,882,Senate,2023-06-28,Posting rule suspended,,3,6
SJR 1,882,Senate,2023-06-28,Referred to Finance,,3,5
SJR 1,882,Senate,2023-06-28,Read first time,,3,4
SJR 1,882,Senate,2023-06-28,Co-author authorized,,6,3
SJR 1,882,Senate,2023-06-28,Filed,,,2
SJR 1,882,Senate,2023-06-28,Received by the Secretary of the Senate,,,1
SR 41,882,Senate,2023-07-13,Reported enrolled,,31,3
SR 41,882,Senate,2023-07-13,Read & adopted,,30,2
SR 41,882,Senate,2023-07-13,Received by the Secretary of the Senate,,,1
SR 15,882,Senate,2023-07-07,Reported enrolled,,14,3
SR 15,882,Senate,2023-07-07,Read & adopted,,13,2
SR 15,882,Senate,2023-07-06,Received by the Secretary of the Senate,,,1
SB 16,882,Senate,2023-07-13,Filed,,,2
SB 16,882,Senate,2023-07-13,Received by the Secretary of the Senate,,,1
SR 36,882,Senate,2023-07-13,Reported enrolled,,31,3
SR 36,882,Senate,2023-07-13,Read & adopted,,30,2
SR 36,882,Senate,2023-07-12,Received by the Secretary of the Senate,,,1
SR 1,882,Senate,2023-06-28,Reported enrolled,,7,3
SR 1,882,Senate,2023-06-28,Read & adopted,,6,2
SR 1,882,Senate,2023-06-28,Received by the Secretary of the Senate,,,1
SR 2,882,Senate,2023-06-28,Reported enrolled,,7,3
SR 2,882,Senate,2023-06-28,Read & adopted,,6,2
SR 2,882,Senate,2023-06-28,Received by the Secretary of the Senate,,,1
SR 34,882,Senate,2023-07-12,Reported enrolled,,23,3
SR 34,882,Senate,2023-07-12,Read & adopted,,22,2
SR 34,882,Senate,2023-07-12,Received by the Secretary of the Senate,,,1
SR 35,882,Senate,2023-07-12,Reported enrolled,,23,3
SR 35,882,Senate,2023-07-12,Read & adopted,,23,2
SR 35,882,Senate,2023-07-12,Received by the Secretary of the Senate,,,1
SR 39,882,Senate,2023-07-13,Reported enrolled,,31,3
SR 39,882,Senate,2023-07-13,Read & adopted,,30,2
SR 39,882,Senate,2023-07-13,Received by the Secretary of the Senate,,,1
SR 7,882,Senate,2023-06-30,Reported enrolled,,9,3
SR 7,882,Senate,2023-06-30,Read & adopted,,9,2
SR 7,882,Senate,2023-06-29,Received by the Secretary of the Senate,,,1
SR 13,882,Senate,2023-07-05,Reported enrolled,,11,3
SR 13,882,Senate,2023-07-05,Read & adopted,,11,2
SR 13,882,Senate,2023-07-05,Received by the Secretary of the Senate,,,1
SR 16,882,Senate,2023-07-11,Reported enrolled,,17,3
SR 16,882,Senate,2023-07-11,Read & adopted,,16,2
SR 16,882,Senate,2023-07-07,Received by the Secretary of the Senate,,,1
SR 40,882,Senate,2023-07-13,Reported enrolled,,31,3
SR 40,882,Senate,2023-07-13,Read & adopted,,30,2
SR 40,882,Senate,2023-07-13,Received by the Secretary of the Senate,,,1
SR 32,882,Senate,2023-07-12,Reported enrolled,,23,3
SR 32,882,Senate,2023-07-12,Read & adopted,,23,2
SR 32,882,Senate,2023-07-12,Received by the Secretary of the Senate,,,1
SR 33,882,Senate,2023-07-12,Reported enrolled,,23,3
SR 33,882,Senate,2023-07-12,Read & adopted,,23,2
SR 33,882,Senate,2023-07-12,Received by the Secretary of the Senate,,,1
SR 4,882,Senate,2023-06-30,Reported enrolled,,9,3
SR 4,882,Senate,2023-06-30,Read & adopted,,9,2
SR 4,882,Senate,2023-06-28,Received by the Secretary of the Senate,,,1
SR 26,882,Senate,2023-07-11,Reported enrolled,,17,3
SR 26,882,Senate,2023-07-11,Read & adopted,,16,2
SR 26,882,Senate,2023-07-11,Received by the Secretary of the Senate,,,1
SR 27,882,Senate,2023-07-11,Reported enrolled,,17,3
SR 27,882,Senate,2023-07-11,Read & adopted,,17,2
SR 27,882,Senate,2023-07-11,Received by the Secretary of the Senate,,,1
SB 5,882,Senate,2023-06-28,Filed,,,2
SB 5,882,Senate,2023-06-28,Received by the Secretary of the Senate,,,1
SB 6,882,Senate,2023-06-28,Filed,,,2
SB 6,882,Senate,2023-06-28,Received by the Secretary of the Senate,,,1
SR 6,882,Senate,2023-06-30,Reported enrolled,,9,3
SR 6,882,Senate,2023-06-30,Read & adopted,,9,2
SR 6,882,Senate,2023-06-29,Received by the Secretary of the Senate,,,1
SR 8,882,Senate,2023-06-30,Reported enrolled,,9,3
SR 8,882,Senate,2023-06-30,Read & adopted,,9,2
SR 8,882,Senate,2023-06-29,Received by the Secretary of the Senate,,,1
SR 14,882,Senate,2023-07-05,Reported enrolled,,11,3
SR 14,882,Senate,2023-07-05,Read & adopted,,11,2
SR 14,882,Senate,2023-07-05,Received by the Secretary of the Senate,,,1
SB 7,882,Senate,2023-06-28,Filed,,,2
SB 7,882,Senate,2023-06-28,Received by the Secretary of the Senate,,,1
SB 8,882,Senate,2023-06-28,Filed,,,2
SB 8,882,Senate,2023-06-28,Received by the Secretary of the Senate,,,1
SCR 1,882,Senate,2023-06-30,Filed,,,2
SCR 1,882,Senate,2023-06-30,Received by the Secretary of the Senate,,,1
SR 37,882,Senate,2023-07-13,Reported enrolled,,31,3
SR 37,882,Senate,2023-07-13,Read & adopted,,30,2
SR 37,882,Senate,2023-07-12,Received by the Secretary of the Senate,,,1
SR 38,882,Senate,2023-07-13,Reported enrolled,,31,3
SR 38,882,Senate,2023-07-13,Read & adopted,,30,2
SR 38,882,Senate,2023-07-12,Received by the Secretary of the Senate,,,1
SR 5,882,Senate,2023-06-30,Reported enrolled,,9,3
SR 5,882,Senate,2023-06-30,Read & adopted,,9,2
SR 5,882,Senate,2023-06-28,Received by the Secretary of the Senate,,,1
SR 11,882,Senate,2023-06-30,Reported enrolled,,9,3
SR 11,882,Senate,2023-06-30,Read & adopted,,9,2
SR 11,882,Senate,2023-06-30,Received by the Secretary of the Senate,,,1
SR 12,882,Senate,2023-07-05,Reported enrolled,,11,3
SR 12,882,Senate,2023-07-05,Read & adopted,,11,2
SR 12,882,Senate,2023-07-05,Received by the Secretary of the Senate,,,1
SR 17,882,Senate,2023-07-11,Reported enrolled,,17,3
SR 17,882,Senate,2023-07-11,Read & adopted,,16,2
SR 17,882,Senate,2023-07-07,Received by the Secretary of the Senate,,,1
SR 28,882,Senate,2023-07-11,Reported enrolled,,17,3
SR 28,882,Senate,2023-07-11,Read & adopted,,17,2
SR 28,882,Senate,2023-07-11,Received by the Secretary of the Senate,,,1
SR 29,882,Senate,2023-07-11,Reported enrolled,,17,3
SR 29,882,Senate,2023-07-11,Read & adopted,,16,2
SR 29,882,Senate,2023-07-11,Received by the Secretary of the Senate,,,1
SR 9,882,Senate,2023-06-29,Received by the Secretary of the Senate,,,1
SR 10,882,Senate,2023-06-30,Reported enrolled,,9,3
SR 10,882,Senate,2023-06-30,Read & adopted,,9,2
SR 10,882,Senate,2023-06-29,Received by the Secretary of the Senate,,,1
SB 9,882,Senate,2023-06-30,Filed,,,2
SB 9,882,Senate,2023-06-30,Received by the Secretary of the Senate,,,1
SB 10,882,Senate,2023-07-06,Transmitted to the Governor,,,3
SB 10,882,Senate,2023-06-30,Filed,,,2
SB 10,882,Senate,2023-06-30,Received by the Secretary of the Senate,,,1
SB 11,882,Senate,2023-06-30,Filed,,,2
SB 11,882,Senate,2023-06-30,Received by the Secretary of the Senate,,,1
SB 12,882,Senate,2023-06-30,Filed,,,2
SB 12,882,Senate,2023-06-30,Received by the Secretary of the Senate,,,1
SB 13,882,Senate,2023-06-30,Filed,,,2
SB 13,882,Senate,2023-06-30,Received by the Secretary of the Senate,,,1
SB 14,882,Senate,2023-06-30,Filed,,,2
SB 14,882,Senate,2023-06-30,Received by the Secretary of the Senate,,,1
SB 15,882,Senate,2023-06-30,Filed,,,2
SB 15,882,Senate,2023-06-30,Received by the Secretary of the Senate,,,1
SR 3,882,Senate,2023-06-28,Reported enrolled,,7,3
SR 3,882,Senate,2023-06-28,Read & adopted,,6,2
SR 3,882,Senate,2023-06-28,Received by the Secretary of the Senate,,,1
SR 42,882,Senate,2023-07-13,Reported enrolled,,31,3
SR 42,882,Senate,2023-07-13,Read & adopted,,30,2
SR 42,882,Senate,2023-07-13,Received by the Secretary of the Senate,,,1
HB 23,882,House,2023-06-27,Filed,,,1
HB 24,882,House,2023-06-27,Filed,,,1
HB 25,882,House,2023-06-27,Filed,,,1
HB 26,882,House,2023-06-27,Filed,,,1
HB 27,882,House,2023-06-27,Filed,,,1
HB 28,882,House,2023-06-27,Filed,,,1
HB 29,882,House,2023-06-27,Filed,,,1
HB 45,882,House,2023-06-28,Filed,,,1
HB 46,882,House,2023-06-28,Filed,,,1
HB 47,882,House,2023-06-28,Filed,,,1
HB 48,882,House,2023-06-28,Filed,,,1
HB 49,882,House,2023-06-28,Filed,,,1
HB 50,882,House,2023-06-28,Filed,,,1
HJR 12,882,House,2023-06-28,Filed,,,1
HR 11,882,House,2023-07-13,Reported enrolled,,,6
HR 11,882,House,2023-07-13,Adopted,,27,5
HR 11,882,House,2023-07-13,Record vote,RV#8,25,4
HR 11,882,House,2023-07-13,Rules suspended,,25,3
HR 11,882,House,2023-07-12,Referred to Resolutions Calendars,,18,2
HR 11,882,House,2023-07-11,Filed,,,1
HR 7,882,House,2023-07-13,Reported enrolled,,,6
HR 7,882,House,2023-07-13,Adopted,,26,5
HR 7,882,House,2023-07-13,Record vote,RV#8,25,4
HR 7,882,House,2023-07-13,Rules suspended,,25,3
HR 7,882,House,2023-07-11,Referred to Resolutions Calendars,,17,2
HR 7,882,House,2023-07-10,Filed,,,1
HR 8,882,House,2023-07-13,Reported enrolled,,,6
HR 8,882,House,2023-07-13,Adopted,,26,5
HR 8,882,House,2023-07-13,Record vote,RV#8,25,4
HR 8,882,House,2023-07-13,Rules suspended,,25,3
HR 8,882,House,2023-07-11,Referred to Resolutions Calendars,,17,2
HR 8,882,House,2023-07-10,Filed,,,1
HB 40,882,House,2023-06-28,Filed,,,1
HB 41,882,House,2023-06-28,Filed,,,1
HB 53,882,House,2023-06-28,Filed,,,1
HB 61,882,House,2023-07-05,Referred to Ways & Means,,10,3
HB 61,882,House,2023-07-05,Read first time,,10,2
HB 61,882,House,2023-07-05,Filed,,,1
HB 63,882,House,2023-07-06,Filed,,,1
HB 68,882,House,2023-07-11,Filed,,,1
HCR 2,882,House,2023-06-28,Filed,,,1
HJR 11,882,House,2023-06-28,Filed,,,1
HJR 15,882,House,2023-07-11,Filed,,,1
HR 4,882,House,2023-07-13,Reported enrolled,,,6
HR 4,882,House,2023-07-13,Adopted,,26,5
HR 4,882,House,2023-07-13,Record vote,RV#8,25,4
HR 4,882,House,2023-07-13,Rules suspended,,25,3
HR 4,882,House,2023-07-11,Referred to Resolutions Calendars,,17,2
HR 4,882,House,2023-07-07,Filed,,,1
HR 20,882,House,2023-07-13,Reported enrolled,,,6
HR 20,882,House,2023-07-13,Adopted,,26,5
HR 20,882,House,2023-07-13,Record vote,RV#8,25,4
HR 20,882,House,2023-07-13,Rules suspended,,25,3
HR 20,882,House,2023-07-12,Referred to Resolutions Calendars,,18,2
HR 20,882,House,2023-07-12,Filed,,,1
HB 72,882,House,2023-07-12,Filed,,,1
HCR 4,882,Senate,2023-07-07,Received from the House,,13,5
HCR 4,882,House,2023-07-05,Record vote,RV#3,8,4
HCR 4,882,House,2023-07-05,Adopted,,8,3
HCR 4,882,House,2023-07-05,Rules suspended,,8,2
HCR 4,882,House,2023-07-05,Filed,,,1
HR 24,882,House,2023-07-13,Reported enrolled,,,6
HR 24,882,House,2023-07-13,Adopted,,26,5
HR 24,882,House,2023-07-13,Record vote,RV#8,25,4
HR 24,882,House,2023-07-13,Rules suspended,,25,3
HR 24,882,House,2023-07-13,Referred to Resolutions Calendars,,60,2
HR 24,882,House,2023-07-13,Filed,,,1
HR 25,882,House,2023-07-13,Reported enrolled,,,6
HR 25,882,House,2023-07-13,Adopted,,26,5
HR 25,882,House,2023-07-13,Record vote,RV#8,25,4
HR 25,882,House,2023-07-13,Rules suspended,,25,3
HR 25,882,House,2023-07-13,Referred to Resolutions Calendars,,60,2
HR 25,882,House,2023-07-13,Filed,,,1
HR 26,882,House,2023-07-13,Reported enrolled,,,6
HR 26,882,House,2023-07-13,Adopted,,26,5
HR 26,882,House,2023-07-13,Record vote,RV#8,25,4
HR 26,882,House,2023-07-13,Rules suspended,,25,3
HR 26,882,House,2023-07-13,Referred to Resolutions Calendars,,60,2
HR 26,882,House,2023-07-13,Filed,,,1
HB 3,882,House,2023-07-13,Laid on the table subject to call,,31,14
HB 3,882,House,2023-07-13,Companion considered in lieu of,SB 3,30,13
HB 3,882,House,2023-07-13,Placed on Major State Calendar,,,12
HB 3,882,House,2023-07-12,Considered in Calendars,,,11
HB 3,882,House,2023-07-12,Committee report sent to Calendars,,,10
HB 3,882,House,2023-07-11,Committee report distributed,,,9
HB 3,882,House,2023-07-11,Comte report filed with Committee Coordinator,,22,8
HB 3,882,House,2023-07-11,Reported favorably w/o amendment(s),,,7
HB 3,882,House,2023-07-11,Testimony taken/registration(s) recorded in committee,,,6
HB 3,882,House,2023-07-11,Considered in public hearing,,,5
