bill_number,session,summary,keywords,authors,coauthors,sponsors,cosponsors,house_committee,hc_status,senate_committee,sc_status,bill_url
SR 53,872,Recognizing Joseph L.Trahan for his service to the citizens of Texas.,"Resolutions--Congratulatory & Honorary (I0705); TRAHAN, JOSEPH L. (N32M7)",Creighton,,,,,,,,http://capitol.texas.gov/BillLookup/History.aspx?LegSess=872&Bill=SR53
SR 43,872,In memory of Linda Gay Galbraith Wall.,"Resolutions--Memorial (I0710); WALL, LINDA GAY GALBRAITH (N86YB)",Hughes; Creighton,,,,,,,,http://capitol.texas.gov/BillLookup/History.aspx?LegSess=872&Bill=SR43
SB 2,872,Relating to requiring public school students to compete in interscholastic athletic competitions based on biological sex.,Education--Primary & Secondary--Extracurricular Activities (I0247); BIRTH & DEATH CERTIFICATES (S6418); UNIVERSITY INTERSCHOLASTIC LEAGUE (S0337),Perry,Bettencourt; Birdwell; Buckingham; Campbell; Creighton; Hall; Hughes; Kolkhorst; Paxton; Schwertner; Springer; Taylor,,,Public Education,In committee,Health & Human Services,Out of committee,http://capitol.texas.gov/BillLookup/History.aspx?LegSess=872&Bill=SB2
SB 36,872,Relating to abortion reporting and exemptions to abortion facility licensing.,Abortion (I0005); Electronic Information Systems (I0311); PHYSICIANS (S1282); HEALTH & HUMAN SERVICES COMMISSION (V0177),Perry,,,,,,,,http://capitol.texas.gov/BillLookup/History.aspx?LegSess=872&Bill=SB36
SB 38,872,Relating to the use of certain information regarding voter qualification.,"Elections--Registration & Suffrage (I0265); Open Records (I0548); ATTORNEY GENERAL (V2811); PUBLIC SAFETY, DEPARTMENT OF (V0251); SECRETARY OF STATE (V0042)",Perry,,,,,,,,http://capitol.texas.gov/BillLookup/History.aspx?LegSess=872&Bill=SB38
SB 39,872,Relating to the definition of abuse of a child.,Family--Child Protection (I0351); Minors--Crimes Against (I0532); Minors--Health & Safety (I0533); CHILD ABUSE (S4256); GENDER IDENTITY & EXPRESSION (S0767); MEDICINE & PRESCRIPTION DRUGS (S7338),Perry,,,,,,,,http://capitol.texas.gov/BillLookup/History.aspx?LegSess=872&Bill=SB39
SB 40,872,Relating to requiring public school and public institution of higher education students to compete in interscholastic athletic competitions based on biological sex.,Education--Higher--Athletics (I0256); Education--Primary & Secondary--Extracurricular Activities (I0247); BIRTH & DEATH CERTIFICATES (S6418); UNIVERSITY INTERSCHOLASTIC LEAGUE (S0337),Perry,Nichols,,,,,,,http://capitol.texas.gov/BillLookup/History.aspx?LegSess=872&Bill=SB40
SJR 8,872,Proposing a constitutional amendment requiring a member of the legislature to be in the state in order to receive a per diem during a legislative session.,Legislature (I0520); Resolutions--Constitutional Amendments (I0661); Salaries & Expenses (I0745); State Finances--Appropriations (I0746),Perry,Nichols,Metcalf; Burrows; Noble; Shine,,,,,,http://capitol.texas.gov/BillLookup/History.aspx?LegSess=872&Bill=SJR8
SJR 14,872,"Proposing a constitutional amendment reducing The University of Texas System's share of the income and other benefits of the permanent university fund, transferring to the national research university fund and general revenue fund a portion of the annual distribution made from the permanent university fund to the available university fund, and dedicating the portion transferred to the general revenue fund to provide for the support and maintenance of public institutions of higher education.",Education--Higher--Finance (I0232); Education--Higher--Institutions & Programs (I0223); Resolutions--Constitutional Amendments (I0661); State Finances--Appropriations (I0746); AVAILABLE UNIVERSITY FUND (S0511); PERMANENT UNIVERSITY FUND (S0497); UNIVERSITY OF TEXAS SYSTEM (U0045),Perry,,,,,,,,http://capitol.texas.gov/BillLookup/History.aspx?LegSess=872&Bill=SJR14
SR 29,872,Recognizing the annual Shin Oak Springs BBQ Cook-off.,Resolutions--Congratulatory & Honorary (I0705); SHIN OAK SPRINGS BBQ COOK-OFF (NO3TK),Perry,,,,,,,,http://capitol.texas.gov/BillLookup/History.aspx?LegSess=872&Bill=SR29
SR 30,872,Recognizing Dariusz Malinowski and the City of Vernon for their hibiscus-breeding program.,"VERNON, CITY OF (GF2TV); Resolutions--Congratulatory & Honorary (I0705); MALINOWSKI, DARIUSZ (NS9DG)",Perry,,,,,,,,http://capitol.texas.gov/BillLookup/History.aspx?LegSess=872&Bill=SR30
SR 46,872,Recognizing Martin R. Smith on the occasion of his retirement.,"Resolutions--Congratulatory & Honorary (I0705); SMITH, MARTIN R. (N73TR)",Perry,,,,,,,,http://capitol.texas.gov/BillLookup/History.aspx?LegSess=872&Bill=SR46
SR 52,872,"Recognizing September 19 to 25, 2021, as Telehealth Awareness Week.",TELEHEALTH AWARENESS WEEK (HC2Z1); Resolutions--Official Designations--Special Dates (I0721),Perry,,,,,,,,http://capitol.texas.gov/BillLookup/History.aspx?LegSess=872&Bill=SR52
SB 22,872,Relating to the provision of and professional liability insurance coverage for gender transitioning or gender reassignment medical procedures and treatments for certain children.,"Health--Other Diseases & Medical Conditions (I0383); Insurance--General (I0445); Minors--Health & Safety (I0533); PHYSICIANS (S1282); MEDICAL BOARD, TEXAS (V0644)",Hall,,,,,,,,http://capitol.texas.gov/BillLookup/History.aspx?LegSess=872&Bill=SB22
SB 23,872,Relating to the provision of certain gender-affirming therapy and counseling to children.,Health--Other Diseases & Medical Conditions (I0383); Mental Health & Substance Abuse (I0019); Minors--Health & Safety (I0533); GENDER IDENTITY & EXPRESSION (S0767),Hall,,,,,,,,http://capitol.texas.gov/BillLookup/History.aspx?LegSess=872&Bill=SB23
SB 24,872,Relating to prohibited vaccination status discrimination and requirements for certain vaccination policies.,Health--Other Diseases & Medical Conditions (I0383); Labor--General (I0500); Labor--Health & Safety (I0490); COVID-19 (SB9YM); DISCRIMINATION (S0052); IMMUNIZATIONS (S4341),Hall; Paxton,Springer,,,,,,,http://capitol.texas.gov/BillLookup/History.aspx?LegSess=872&Bill=SB24
SB 25,872,Relating to the management of polling place locations during a continuous period for voting.,Elections--Administration (I0277); Elections--Early Voting (I0260); Elections--Election Officers (I0305); Elections--Voting Systems (I0270),Hall,,,,,,,,http://capitol.texas.gov/BillLookup/History.aspx?LegSess=872&Bill=SB25
SB 26,872,Relating to a study on the effect of a change to the period for voting.,Elections--Administration (I0277); Elections--General (I0310); Elections--Voting Systems (I0270); SECRETARY OF STATE (V0042),Hall,,,,,,,,http://capitol.texas.gov/BillLookup/History.aspx?LegSess=872&Bill=SB26
SB 27,872,"Relating to the tabulation and reporting of votes, including certain technological requirements for ballots.",Elections--General (I0310); Elections--Voting Systems (I0270); SECRETARY OF STATE (V0042),Hall,,,,,,,,http://capitol.texas.gov/BillLookup/History.aspx?LegSess=872&Bill=SB27
SB 28,872,Relating to the resilience of the electric grid and certain municipalities.,"Disaster Preparedness & Relief (I0211); Energy--General (I0315); State Agencies, Boards & Commissions--Newly Proposed (I0773); Utilities--Electric (I0831); ADJUTANT GENERAL (V8820); ELECTRIC RELIABILITY COUNCIL OF TEXAS (ERCOT) (V0167); EMERGENCY MANAGEMENT, TEXAS DIVISION OF (VP6FW); GRID SECURITY COMMISSION, TEXAS (V1197); INFORMATION RESOURCES, DEPARTMENT OF (V9827); MILITARY DEPARTMENT, TEXAS (V0971); MILITARY PREPAREDNESS COMMISSION, TEXAS (V0442); RISK MANAGEMENT, STATE OFFICE OF (V0530); STATE-FEDERAL RELATIONS, OFFICE OF (V0431)",Hall,,,,,,,,http://capitol.texas.gov/BillLookup/History.aspx?LegSess=872&Bill=SB28
SB 29,872,Relating to an interstate compact on border security and immigration enforcement.,Aliens (I0032); Congress (I0085); Governor (I0375); Intergovernmental Relations (I0447); Law Enforcement (I0510); BORDER (S0045); IMMIGRATION LAW (S0674),Hall,,,,,,,,http://capitol.texas.gov/BillLookup/History.aspx?LegSess=872&Bill=SB29
SB 30,872,Relating to prohibiting certain instruction in public schools.,Education--Primary & Secondary--Charter Schools (I0245); Education--Primary & Secondary--Curriculum (I0228); Education--School Districts (I0220),Hall,,,,,,,,http://capitol.texas.gov/BillLookup/History.aspx?LegSess=872&Bill=SB30
SB 31,872,Relating to prohibiting the use of state or federal money for the purpose of certain instruction at public institutions of higher education.,Education--Higher--Finance (I0232); Education--Higher--Institutions & Programs (I0223); EDUCATION--HIGHER--CURRICULUM (S0257),Hall,,,,,,,,http://capitol.texas.gov/BillLookup/History.aspx?LegSess=872&Bill=SB31
SB 32,872,Relating to the calculation of a limitation on the total amount of ad valorem taxes that may be imposed by certain taxing units on the residence homestead of an individual who is elderly or disabled.,"Aging (I0015); Disabilities, Persons with (I0380); Property Interests--Homestead (I0616); Taxation--Property-Assessment & Collection (I0798); Taxation--Property-Exemptions (I0793); Taxation--Property-Tax Rate (I0794)",Hall,,,,,,,,http://capitol.texas.gov/BillLookup/History.aspx?LegSess=872&Bill=SB32
SB 33,872,Relating to the use by a political subdivision of public funds for lobbying activities.,County Government--Employees/Officers (I0095); Ethics (I0345); Political Subdivisions (I0588); LOBBYISTS & LOBBYING (S3141),Hall,,,,,,,,http://capitol.texas.gov/BillLookup/History.aspx?LegSess=872&Bill=SB33
SB 34,872,Relating to protection of individuals from participation in a health care service for reasons of conscience; providing a civil remedy; authorizing disciplinary action.,Health Care Providers (I0387); Religion (I0646); TEXAS HEALTH CARE CONSCIENCE PROTECTION ACT (PW11N); PHYSICIANS (S1282),Hall,,,,,,,,http://capitol.texas.gov/BillLookup/History.aspx?LegSess=872&Bill=SB34
SB 35,872,Relating to the repeal of the additional ad valorem taxes imposed as a result of a sale or change of use of certain land.,Agriculture (I0020); Taxation--Property-Appraisals & Appraisal Districts (I0792); Taxation--Property-Assessment & Collection (I0798); Taxation--Property-Exemptions (I0793); OPEN-SPACE LAND (S0378); TIMBER & TIMBERLAND (S6061),Hall,,,,,,,,http://capitol.texas.gov/BillLookup/History.aspx?LegSess=872&Bill=SB35
SB 79,872,Relating to availability of cast ballots under the public information law.,Elections--General (I0310); Elections--Voting Systems (I0270); Open Records (I0548),Hall,,,,,,,,http://capitol.texas.gov/BillLookup/History.aspx?LegSess=872&Bill=SB79
SB 82,872,Relating to the practices and procedures of federal elections.,Elections--Administration (I0277); Elections--General (I0310); Elections--Presidential (I0295); Elections--Primaries (I0285); Elections--Registration & Suffrage (I0265); Military & Veterans (I0535); FEDERAL RELATIONS (S0862); SECRETARY OF STATE (V0042),Hall,,,,,,,,http://capitol.texas.gov/BillLookup/History.aspx?LegSess=872&Bill=SB82
SB 88,872,Relating to a forensic audit of 2020 election results in certain counties.,Elections--Administration (I0277); Elections--Presidential (I0295); AUDITS & AUDITORS (S4334); ATTORNEY GENERAL (V2811); SECRETARY OF STATE (V0042),Hall,,,,,,,,http://capitol.texas.gov/BillLookup/History.aspx?LegSess=872&Bill=SB88
SB 96,872,Relating to workers' compensation benefits for injuries caused by employer-required COVID-19 vaccines and payment of those benefits.,"Civil Remedies & Liabilities (I0065); Health--Other Diseases & Medical Conditions (I0383); Labor--General (I0500); Labor--Health & Safety (I0490); Labor--Management Relations (I0465); Labor--Workers' Compensation (I0470); COVID-19 (SB9YM); IMMUNIZATIONS (S4341); WORKERS COMPENSATION, COMMISSIONER OF (V0734)",Hall,,,,,,,,http://capitol.texas.gov/BillLookup/History.aspx?LegSess=872&Bill=SB96
SB 98,872,Relating to COVID-19 vaccine mandates and the application of COVID-19 vaccine exemptions to certain employees.,"City Government--General (I0060); County Government--General (I0096); Courts--District (I0120); Education--Junior College Districts (I0225); Education--School Districts (I0220); Health--Other Diseases & Medical Conditions (I0383); Special Districts & Authorities--Miscellaneous (I0770); State Agencies, Boards & Commissions (I0749); COVID-19 (SB9YM); IMMUNIZATIONS (S4341)",Hall,,,,,,,,http://capitol.texas.gov/BillLookup/History.aspx?LegSess=872&Bill=SB98
SB 99,872,Relating to prohibiting COVID-19 vaccine mandates by a governmental entity.,"City Government--General (I0060); County Government--General (I0096); Courts--District (I0120); Education--Junior College Districts (I0225); Education--Primary & Secondary--General (I0230); Education--School Districts (I0220); Health--Other Diseases & Medical Conditions (I0383); Special Districts & Authorities--Miscellaneous (I0770); State Agencies, Boards & Commissions (I0749); COVID-19 (SB9YM); IMMUNIZATIONS (S4341)",Hall,,,,,,,,http://capitol.texas.gov/BillLookup/History.aspx?LegSess=872&Bill=SB99
SCR 1,872,Requesting the lieutenant governor and the speaker of the house of representatives to create a joint interim committee to study the security of the Texas electric grid.,Interim Studies (I0448); Resolutions--Legislative Policy (I0685); Utilities--Electric (I0831),Hall,,,,,,,,http://capitol.texas.gov/BillLookup/History.aspx?LegSess=872&Bill=SCR1
SJR 6,872,Proposing a constitutional amendment relating to the calculation of a limitation on the total amount of ad valorem taxes that may be imposed by certain political subdivisions on the residence homestead of a person who is elderly or disabled.,"Aging (I0015); Disabilities, Persons with (I0380); Political Subdivisions (I0588); Property Interests--Homestead (I0616); Resolutions--Constitutional Amendments (I0661); Taxation--Property-Exemptions (I0793); Taxation--Property-Tax Rate (I0794)",Hall,Nichols,,,,,,,http://capitol.texas.gov/BillLookup/History.aspx?LegSess=872&Bill=SJR6
SJR 7,872,Proposing a constitutional amendment repealing the provision that subjects land designated for agricultural use to an additional tax when the land is diverted to a purpose other than agricultural use or sold.,Agriculture (I0020); Resolutions--Constitutional Amendments (I0661); Taxation--Property-Tax Rate (I0794),Hall,,,,,,,,http://capitol.texas.gov/BillLookup/History.aspx?LegSess=872&Bill=SJR7
SR 28,872,Recognizing Jane Fisher on the occasion of her retirement.,"Resolutions--Congratulatory & Honorary (I0705); FISHER, JANE (NT2D4)",Hall,,,,,,,,http://capitol.texas.gov/BillLookup/History.aspx?LegSess=872&Bill=SR28
SR 51,872,In memory of Kenneth Duncan Dickson.,"Resolutions--Memorial (I0710); DICKSON, KENNETH DUNCAN (NF20U)",Hall,,,,,,,,http://capitol.texas.gov/BillLookup/History.aspx?LegSess=872&Bill=SR51
SB 8,872,Relating to the authority of a person who acquires a residence homestead to receive an ad valorem tax exemption for the homestead in the year in which the property is acquired and to the protection of school districts against the resulting loss in revenue.,Education--Primary & Secondary--Finance (I0250); Property Interests--Homestead (I0616); Taxation--Property-Appraisals & Appraisal Districts (I0792); Taxation--Property-Assessment & Collection (I0798); Taxation--Property-Exemptions (I0793); Taxation--School District (I0785),Bettencourt,Alvarado; Birdwell; Blanco; Buckingham; Campbell; Creighton; Eckhardt; Gutierrez; Hall; Hancock; Hinojosa; Huffman; Hughes; Kolkhorst; Lucio; Menéndez; Nelson; Nichols; Paxton; Perry; Powell; Schwertner; Seliger; Springer; Taylor; West; Whitmire; Zaffirini,Meyer; Metcalf; Burrows; Noble; Shine,"Allison; Anderson; Ashby; Bailes; Bell, Cecil; Bell, Keith; Biedermann; Bonnen; Buckley; Burns; Button; Cain; Capriglione; Cook; Darby; Dean; Fierro; Geren; Goldman; Harless; Harris; Hefner; Huberty; Hull; Hunter; Jetton; King, Phil; Klick; Kuempel; Leach; Leman; Lozano; Middleton; Morrison; Murphy; Oliverson; Paddie; Parker; Patterson; Paul; Price; Raney; Rogers; Sanford; Shaheen; Slaton; Slawson; Spiller; Stephenson; Stucky; Swanson; Thompson, Ed; Tinderholt; Toth; Vasut; White; Wilson",Ways & Means,Out of committee,Local Government,Out of committee,http://capitol.texas.gov/BillLookup/History.aspx?LegSess=872&Bill=SB8
SB 12,872,Relating to the reduction of the amount of a limitation on the total amount of ad valorem taxes that may be imposed by a school district on the residence homestead of an individual who is elderly or disabled to reflect any reduction from the preceding tax year in the district's maximum compressed rate and to the protection of school districts against the resulting loss in local revenue.,"Aging (I0015); Disabilities, Persons with (I0380); Education--Primary & Secondary--Finance (I0250); Property Interests--Homestead (I0616); Taxation--Property-Assessment & Collection (I0798); Taxation--Property-Exemptions (I0793); Taxation--Property-Tax Rate (I0794); Taxation--School District (I0785); EDUCATION AGENCY, TEXAS (V9941)",Bettencourt; Kolkhorst,Alvarado; Birdwell; Blanco; Buckingham; Campbell; Creighton; Eckhardt; Gutierrez; Hall; Hancock; Hinojosa; Huffman; Hughes; Johnson; Lucio; Menéndez; Nelson; Nichols; Paxton; Perry; Powell; Schwertner; Seliger; Springer; Taylor; West; Whitmire,Meyer; Metcalf; Burrows; Button; Guillen,"Allison; Anderson; Ashby; Bailes; Bell, Cecil; Bell, Keith; Biedermann; Bonnen; Buckley; Burns; Capriglione; Cook; Darby; Dean; Fierro; Geren; Goldman; Harless; Harris; Hefner; Huberty; Hull; Hunter; Jetton; Klick; Kuempel; Leach; Leman; Lozano; Middleton; Morrison; Murphy; Noble; Oliverson; Paddie; Patterson; Paul; Price; Raney; Rogers; Sanford; Shaheen; Shine; Slaton; Slawson; Spiller; Stephenson; Stucky; Swanson; Thompson, Ed; Tinderholt; Toth; VanDeaver; Vasut; White; Wilson",Ways & Means,Out of committee,Local Government,Out of committee,http://capitol.texas.gov/BillLookup/History.aspx?LegSess=872&Bill=SB12
SB 91,872,Relating to a temporary reduction in the maximum compressed tax rate of a school district and the form of the ballot proposition to be used in an election to approve a tax rate adopted by a school district that exceeds the district's voter-approval tax rate; making an appropriation.,Education--Primary & Secondary--Finance (I0250); Education--Primary & Secondary--General (I0230); Elections--School District (I0283); Taxation--Property-Assessment & Collection (I0798); Taxation--Property-Tax Rate (I0794); Taxation--School District (I0785); COMPTROLLER OF PUBLIC ACCOUNTS (V2608),Bettencourt,Birdwell; Buckingham; Creighton; Hall; Hancock; Hinojosa; Huffman; Kolkhorst; Lucio; Nelson; Nichols; Paxton; Perry; Powell; Seliger; Springer; West; Zaffirini,,,,,Finance,Out of committee,http://capitol.texas.gov/BillLookup/History.aspx?LegSess=872&Bill=SB91
SB 97,872,Relating to processes to address election irregularities; providing a civil penalty.,Elections--Administration (I0277); Elections--General (I0310); AUDITS & AUDITORS (S4334); INTERNET (S0130); SECRETARY OF STATE (V0042),Bettencourt,Birdwell; Creighton; Hall; Huffman; Hughes; Nelson; Paxton; Schwertner; Springer,,,,,State Affairs,Out of committee,http://capitol.texas.gov/BillLookup/History.aspx?LegSess=872&Bill=SB97
SJR 2,872,Proposing a constitutional amendment authorizing the legislature to provide for the reduction of the amount of a limitation on the total amount of ad valorem taxes that may be imposed for general elementary and secondary public school purposes on the residence homestead of a person who is elderly or disabled to reflect any statutory reduction from the preceding tax year in the maximum compressed rate of the maintenance and operations taxes imposed for those purposes on the homestead.,"Aging (I0015); Disabilities, Persons with (I0380); Property Interests--Homestead (I0616); Resolutions--Constitutional Amendments (I0661); Taxation--Property-Assessment & Collection (I0798); Taxation--Property-Exemptions (I0793); Taxation--Property-Tax Rate (I0794); Taxation--School District (I0785)",Bettencourt; Kolkhorst,Alvarado; Birdwell; Blanco; Buckingham; Campbell; Creighton; Eckhardt; Gutierrez; Hall; Hancock; Hinojosa; Huffman; Hughes; Lucio; Menéndez; Nelson; Nichols; Paxton; Perry; Powell; Schwertner; Seliger; Springer; Taylor; West; Whitmire; Zaffirini,Meyer; Metcalf; Burrows; Noble; Sanford,"Anchía; Anderson; Bell, Cecil; Bell, Keith; Biedermann; Bonnen; Buckley; Burns; Button; Cook; Darby; Dean; Fierro; Geren; Harless; Harris; Hefner; Huberty; Hunter; Kuempel; Leach; Morrison; Murphy; Oliverson; Paddie; Patterson; Paul; Price; Shine; Slaton; Spiller; Stephenson; Swanson; Thompson, Ed; Tinderholt; VanDeaver; Vasut; White; Wilson",Ways & Means,Out of committee,Local Government,Out of committee,http://capitol.texas.gov/BillLookup/History.aspx?LegSess=872&Bill=SJR2
SR 50,872,In memory of Michael Anthony DiTeresa.,"Resolutions--Memorial (I0710); DITERESA, MICHAEL ANTHONY (NS7JF)",Bettencourt,,,,,,,,http://capitol.texas.gov/BillLookup/History.aspx?LegSess=872&Bill=SR50
SJR 1,872,Proposing a constitutional amendment relating to the determination of a quorum of the senate or house of representatives.,Legislature (I0520); Resolutions--Constitutional Amendments (I0661),Birdwell,Schwertner,,,,,"Constitutional Issues, Special",Out of committee,http://capitol.texas.gov/BillLookup/History.aspx?LegSess=872&Bill=SJR1
SB 21,872,Relating to state investments in social media companies that censor political speech.,"Business & Commerce--General (I0050); Electronic Information Systems (I0311); Purchasing--State (I0643); State Agencies, Boards & Commissions (I0749); State Finances--Management & Control (I0748); COMPUTERS & SOFTWARE (S2425); INTERNET (S0130); ATTORNEY GENERAL (V2811)",Kolkhorst,Nichols,,,,,,,http://capitol.texas.gov/BillLookup/History.aspx?LegSess=872&Bill=SB21
SR 13,872,Recognizing August Pahmiyer on the occasion of his 100th birthday.,"Resolutions--Congratulatory & Honorary (I0705); PAHMIYER, AUGUST (NQ70Q)",Kolkhorst,,,,,,,,http://capitol.texas.gov/BillLookup/History.aspx?LegSess=872&Bill=SR13
SR 27,872,Recognizing the Bay City Regional Airport for receiving the General Aviation Airport of the Year Award.,Resolutions--Congratulatory & Honorary (I0705); BAY CITY REGIONAL AIRPORT (NM1UT),Kolkhorst,,,,,,,,http://capitol.texas.gov/BillLookup/History.aspx?LegSess=872&Bill=SR27
SB 61,872,Relating to participation in the countywide polling place program.,County Government--General (I0096); Elections--Early Voting (I0260),Menéndez; Alvarado; Blanco; Eckhardt; Gutierrez; Hinojosa; Johnson; Lucio; Miles; Powell; West; Whitmire; Zaffirini,,,,,,,,http://capitol.texas.gov/BillLookup/History.aspx?LegSess=872&Bill=SB61
SB 62,872,Relating to the voter registration of naturalized United States citizens.,"Aliens (I0032); Elections--Registration & Suffrage (I0265); PUBLIC SAFETY, DEPARTMENT OF (V0251)",Menéndez; Alvarado; Blanco; Eckhardt; Gutierrez; Hinojosa; Johnson; Lucio; Miles; Powell; West; Whitmire; Zaffirini,,,,,,,,http://capitol.texas.gov/BillLookup/History.aspx?LegSess=872&Bill=SB62
SB 63,872,Relating to the designation of polling place locations on the campuses of public institutions of higher education.,Education--Higher--Institutions & Programs (I0223); Elections--Administration (I0277); Elections--General (I0310),Menéndez; Alvarado; Blanco; Eckhardt; Gutierrez; Hinojosa; Johnson; Lucio; Miles; Powell; West; Whitmire; Zaffirini,,,,,,,,http://capitol.texas.gov/BillLookup/History.aspx?LegSess=872&Bill=SB63
SB 64,872,Relating to registration powers of volunteer deputy registrars.,Elections--Administration (I0277); Elections--Registration & Suffrage (I0265); SECRETARY OF STATE (V0042),Menéndez; Alvarado; Blanco; Eckhardt; Gutierrez; Hinojosa; Johnson; Lucio; Miles; Powell; West; Whitmire; Zaffirini,,,,,,,,http://capitol.texas.gov/BillLookup/History.aspx?LegSess=872&Bill=SB64
SB 65,872,Relating to early voting by mail by any qualified voter.,Aging (I0015); Corrections--Jails & Prisons (I0092); Elections--Early Voting (I0260); Elections--Registration & Suffrage (I0265); SECRETARY OF STATE (V0042),Menéndez; Alvarado; Blanco; Eckhardt; Gutierrez; Hinojosa; Johnson; Lucio; Miles; Powell; West; Whitmire; Zaffirini,,,,,,,,http://capitol.texas.gov/BillLookup/History.aspx?LegSess=872&Bill=SB65
