bill_id,term,session_year,session,short_title,sponsor,house_sponsors,senate_sponsors,summary,bill_url
SB0983,2022-2023,2023,2023 SESSION,"SB 983 Alcoholic beverage control; winery and farm winery licenses, requirements and privileges.","T. Montgomery ""Monty"" Mason (chief patron)",,"T. Montgomery ""Monty"" Mason (chief patron)",,http://lis.virginia.gov/cgi-bin/legp604.exe?231+sum+SB983
SB0984,2022-2023,2023,2023 SESSION,SB 984 Electric utilities; net metering.,"T. Montgomery ""Monty"" Mason (chief patron)",,"T. Montgomery ""Monty"" Mason (chief patron)","Electric utilities; net metering. Provides that a  contract that provides for the ownership, maintenance, or operation of an  electrical generating facility by a third party  through a lease agreement with fixed monthly payments does not constitute the  sale of electricity and does not cause an eligible customer-generator or the third party that owns, maintains, or operates the  electrical generating facility through such a lease agreement to be considered  an electric utility. The bill prohibits an eligible customer-generator or  eligible agricultural customer-generator from being required to provide proof  of liability insurance or to purchase additional liability insurance as a  condition of interconnection. The bill exempts eligible customer-generators and  eligible agricultural customer-generators that operate a battery storage device  in conjunction with an electrical generating facility from standby charges. The  bill provides that net metering provisions do not limit the ability of an  eligible customer-generator or eligible agricultural customer-generator to  participate in a distributed energy resource aggregation or other retail  program involving demand response, energy efficiency, or peak reduction from  dispatch of onsite battery service, provided that the compensation received is  in exchange for a distinct service that is not already compensated by net  metering credits for electricity exported to the electric distribution system.",http://lis.virginia.gov/cgi-bin/legp604.exe?231+sum+SB984
SB0985,2022-2023,2023,2023 SESSION,"SB 985 Retail Sales and Use Tax; agricultural exemptions, structural construction materials.",Mark J. Peake (chief patron),,Mark J. Peake (chief patron),"Virginia Retail Sales and Use Tax Act; agricultural  exemptions; structural construction materials. Exempts  from certain retail sales and use taxes structural construction  materials that are an integral part of a commercial  greenhouse structure and growing  system, ordered to meet the specifications of an operator of such system, and  intended to be affixed to or integrated into a commercial greenhouse structure  that is at least 50,000 square feet in size. Current law specifies that  structural construction materials to be affixed to real property owned  or leased by a farmer, necessary for use in agricultural production for market, and sold to or purchased by a farmer or contractor are  not exempt from such taxation.",http://lis.virginia.gov/cgi-bin/legp604.exe?231+sum+SB985
SB0986,2022-2023,2023,2023 SESSION,SB 986 Corporations; filing and meeting requirements.,Mark J. Peake (chief patron),,Mark J. Peake (chief patron),"Corporations; filing and meeting requirements. Eliminates the requirement that a document filed with the State  Corporation Commission pursuant to the Virginia Stock Corporation Act include the  terms, including the preferences, rights, and limitations, of each class or  series of shares. The bill changes the timeframe during which a corporation  must make available for inspection the shareholders list prepared for a  shareholders' meeting from two business days after notice of such shareholders'  meeting through such shareholders' meeting to five business days after notice  of such shareholders' meeting through the close of business on the last  business day before such shareholders' meeting. Finally, the bill eliminates  the requirement that a corporation make available for inspection at either an  in-person shareholders' meeting or a remote shareholders' meeting the list of  shareholders entitled to vote at such shareholders' meeting. This bill is identical to HB 1477.",http://lis.virginia.gov/cgi-bin/legp604.exe?231+sum+SB986
SB0987,2022-2023,2023,2023 SESSION,SB 987 Guardianship and conservatorship; periodic review hearings.,"T. Montgomery ""Monty"" Mason (chief patron)",,"T. Montgomery ""Monty"" Mason (chief patron)","Guardianship and conservatorship; periodic review hearings.  Requires the court to set up a schedule for periodic  review hearings in the order of appointment of a guardian or conservator,  unless the court makes a determination that such hearings are unnecessary or  impracticable. The bill further provides that any periodic review hearing shall  include the following assessments by the court: (i) the likelihood that the  respondent's condition will improve or the respondent will regain capacity,  (ii) whether concerns or questions were raised about  the suitability of the person appointed as a guardian or conservator at the  time of the initial appointment, and (iii) whether the appointment of a guardian  or conservator or the appointment of the specifically appointed guardian or  conservator was contested by the respondent or another party.",http://lis.virginia.gov/cgi-bin/legp604.exe?231+sum+SB987
SB0988,2022-2023,2023,2023 SESSION,"SB 988 Virginia Consumer Protection Act; exclusions, residential home sales between private parties.",Mark J. Peake (chief patron),,Mark J. Peake (chief patron),,http://lis.virginia.gov/cgi-bin/legp604.exe?231+sum+SB988
SB0989,2022-2023,2023,2023 SESSION,SB 989 Crime victim rights; notification from the attorney for the Commonwealth.,Mark J. Peake (chief patron),,Mark J. Peake (chief patron),,http://lis.virginia.gov/cgi-bin/legp604.exe?231+sum+SB989
SB0990,2022-2023,2023,2023 SESSION,SB 990 Ministers of religion; communications between persons they counsel or advise.,Mark J. Peake (chief patron),,Mark J. Peake (chief patron),Communications between ministers of  religion and persons they counsel or advise. Clarifies that no minister of  religion shall be required to give testimony or evidence in a civil or criminal  proceeding that would disclose confidential information provided to him by a  person seeking spiritual counsel or advice unless such person seeking spiritual  counsel or advise requests or consents to such disclosure from such minister of  religion.,http://lis.virginia.gov/cgi-bin/legp604.exe?231+sum+SB990
SB0991,2022-2023,2023,2023 SESSION,"SB 991 Higher educational institutions, public; immunization requirements.",Mark J. Peake (chief patron),,Mark J. Peake (chief patron),"Public institutions of higher education; immunization requirements. Declares that the General  Assembly has the sole authority to impose immunization  requirements on students enrolled in public institutions of higher education and  any policy or any revision to any policy of a public institution of higher  education relating to immunization requirements is void to the extent that it  is inconsistent with the law of the Commonwealth. The bill also expands the  scope of exemptions from such immunization requirements by (i) providing that  any student shall be exempt from the immunization requirements or from the  health history requirement if the student or, if such student is under the age  of 18, the parent of such student objects on the grounds that compliance with  the requirement would conflict with the student's or the parent's religious  tenets or practices and (ii) removing the exception providing that the  religious exemption to any immunization requirement shall not apply if the Board  of Health declares an emergency or epidemic of disease.",http://lis.virginia.gov/cgi-bin/legp604.exe?231+sum+SB991
SB0992,2022-2023,2023,2023 SESSION,SB 992 Cigars; modifies the statutory tax rate imposed on selling or distributing.,"Frank M. Ruff, Jr. (chief patron)",,"Frank M. Ruff, Jr. (chief patron)","Tax on cigars. Modifies the  statutory tax rate imposed on selling or distributing cigars by a distributor  or remote retail seller by setting such rate at 10 percent of the  manufacturer's sales price or $0.30 per cigar, whichever is less. Under current  law, the effective rate is 20 percent of the manufacturer's sales price due to  language in the Appropriation Act which doubles the statutory rate.",http://lis.virginia.gov/cgi-bin/legp604.exe?231+sum+SB992
SB0993,2022-2023,2023,2023 SESSION,SB 993 Virginia Land Conservation Board of Trustees; expands membership.,David W. Marsden (chief patron),,David W. Marsden (chief patron),"Virginia Land Conservation Board of Trustees; membership.  Expands from 19 to 20 members the total membership  of the Virginia Land Conservation Board of Trustees by adding an additional  nonlegislative citizen member and stipulates that the  12 nonlegislative citizen members shall include one person from each of the 11  congressional districts and one member of a state-recognized or federally  recognized Virginia Indian Tribe. Current law stipulates that the 11  nonlegislative citizen members shall include one person from each congressional  district, at least one of whom shall be a member of a state-recognized or  federally recognized Virginia Indian Tribe.",http://lis.virginia.gov/cgi-bin/legp604.exe?231+sum+SB993
SB0994,2022-2023,2023,2023 SESSION,"SB 994 Corrections Ombudsman, Office of the Department of; created, report.",David W. Marsden (chief patron),Patrick A. Hope; Kaye Kory,David W. Marsden (chief patron); Jennifer B. Boysko; Joseph D. Morrissey,,http://lis.virginia.gov/cgi-bin/legp604.exe?231+sum+SB994
SB0995,2022-2023,2023,2023 SESSION,"SB 995 Motor vehicles, certain; use of handheld personal communication devices.",David W. Marsden (chief patron),,David W. Marsden (chief patron),"Use of handheld personal communication devices in certain motor vehicles. Clarifies the penalty structure for a first offense and a second or subsequent offense of using a handheld personal communication device in certain motor vehicles, as well as the mandatory fine for a violation within a highway work zone, to accommodate the Supreme Court's case management system. The bill contains technical amendments. This bill is declarative of existing law and is identical to HB 2014.",http://lis.virginia.gov/cgi-bin/legp604.exe?231+sum+SB995
SB0996,2022-2023,2023,2023 SESSION,SB 996 Litter tax; penalty for failure to timely pay.,"Frank M. Ruff, Jr. (chief patron)",,"Frank M. Ruff, Jr. (chief patron)",,http://lis.virginia.gov/cgi-bin/legp604.exe?231+sum+SB996
SB0997,2022-2023,2023,2023 SESSION,SB 997 Oyster Replenishment Fund; oyster resource user fees to be credited to Fund.,"T. Montgomery ""Monty"" Mason (chief patron)",Michael P. Mullin,"T. Montgomery ""Monty"" Mason (chief patron); Jennifer McClellan-Resigned",,http://lis.virginia.gov/cgi-bin/legp604.exe?231+sum+SB997
SB0998,2022-2023,2023,2023 SESSION,SB 998 Administrative Process Act; appeal of case decisions regarding grant or denial of public assistance.,"T. Montgomery ""Monty"" Mason (chief patron)",,"T. Montgomery ""Monty"" Mason (chief patron)","Administrative Process Act; appeal  of case decisions regarding grant or denial of  public assistance. Removes the prohibition against appeals regarding the  adequacy of standards of need and payment levels for public assistance and  social services programs and provisions limiting the court to ascertaining  whether there was evidence in the agency record to support the case decision of  the agency acting as the trier of fact. Current law allows court review of  agency decisions regarding the grant of denial of Temporary Assistance for  Needy Families, Medicaid, food stamps, general relief, auxiliary grants, or  state-local hospitalization but limits such review to whether the agency relied  on evidence to support its decision.",http://lis.virginia.gov/cgi-bin/legp604.exe?231+sum+SB998
SB0999,2022-2023,2023,2023 SESSION,SB 999 Waterworks and wastewater works operators; license reciprocity.,"T. Montgomery ""Monty"" Mason (chief patron)",,"T. Montgomery ""Monty"" Mason (chief patron)",,http://lis.virginia.gov/cgi-bin/legp604.exe?231+sum+SB999
SB1000,2022-2023,2023,2023 SESSION,"SB 1000 Insurance agents; definitions, private family leave insurance.",Barbara A. Favola (chief patron),,Barbara A. Favola (chief patron),"Insurance agents; definitions; private family leave insurance. Expands the definitions of ""health agent"" and ""property and casualty insurance agent"" to include that such agents may sell, solicit, or negotiate private family leave insurance. The bill also clarifies that private family leave insurance is not included in either limited lines life and health insurance or limited lines property and casualty insurance as they relate to the definitions of ""limited lines life and health agent"" and ""limited lines property and casualty agent"" respectively. This bill is identical to HB 1886.",http://lis.virginia.gov/cgi-bin/legp604.exe?231+sum+SB1000
SB1001,2022-2023,2023,2023 SESSION,SB 1001 Clean Energy and Community Flood Preparedness Act; repeals Act.,Richard H. Stuart (chief patron),,Richard H. Stuart (chief patron),Clean Energy and Community Flood Preparedness Act; repeal. Repeals the Clean Energy and Community Flood  Preparedness Act and directs the Director of the Department of Environmental  Quality to take all steps necessary to suspend the Commonwealth's participation  in the Regional Greenhouse Gas Initiative market-based trading program.,http://lis.virginia.gov/cgi-bin/legp604.exe?231+sum+SB1001
SB1002,2022-2023,2023,2023 SESSION,"SB 1002 Conflict of Interests Act, State and Local Government; certain gifts prohibited, foreign countries.","John A. Cosgrove, Jr. (chief patron)",,"John A. Cosgrove, Jr. (chief patron)",,http://lis.virginia.gov/cgi-bin/legp604.exe?231+sum+SB1002
SB1003,2022-2023,2023,2023 SESSION,SB 1003 Health insurance; mandated coverage for hearing aids for minors.,Bill DeSteph (chief patron),,"Bill DeSteph (chief patron); Lionell Spruill, Sr. (chief co-patron); John A. Cosgrove, Jr.; Adam P. Ebbin",,http://lis.virginia.gov/cgi-bin/legp604.exe?231+sum+SB1003
SB1004,2022-2023,2023,2023 SESSION,SB 1004 Law-enforcement officers; protected personal information.,Bill DeSteph (chief patron),,"Bill DeSteph (chief patron); John A. Cosgrove, Jr.","Law-enforcement officers; protected  personal information. Provides that any law-enforcement officer who  provides information relative to a criminal investigation or in proceedings  preliminary to a criminal prosecution may refuse, unless ordered by a court, to  disclose his residence address, home telephone number, or any personal  information concerning his family. The bill also  provides that any law-enforcement officer who  testifies as a witness in a criminal case may refuse to disclose personal  information concerning his family unless it is determined by the court that  such evidence is relevant to the case.",http://lis.virginia.gov/cgi-bin/legp604.exe?231+sum+SB1004
SB1005,2022-2023,2023,2023 SESSION,SB 1005 Physical therapy; practice.,Ghazala F. Hashmi (chief patron),,Ghazala F. Hashmi (chief patron),,http://lis.virginia.gov/cgi-bin/legp604.exe?231+sum+SB1005
SB1006,2022-2023,2023,2023 SESSION,SB 1006 Associate physicians; licensure and practice.,Bill DeSteph (chief patron),,Bill DeSteph (chief patron),"Licensure and practice of associate physicians.  Authorizes the Board of Medicine to issue a two-year  license to practice as an associate physician to an  applicant who (i) is 18 years of age or older; (ii) is of good moral character;  (iii) has graduated from an accredited medical school; (iv) has successfully completed Step 1 and Step 2 of the  United States Medical Licensing Examination within the  two-year period immediately preceding application for licensure or has  successfully completed Step 1, Step 2, and Step 3 of the United States Medical  Licensing Examination, regardless of the date of completion of each step;  and (v) has not completed a medical internship or  residency program. The bill requires all associate physicians to practice in  accordance with a written practice agreement entered  into between the associate physician and a physician licensed by the Board and  provides for prescriptive authority of associate physicians in accordance with  regulations of the Board.",http://lis.virginia.gov/cgi-bin/legp604.exe?231+sum+SB1006
SB1007,2022-2023,2023,2023 SESSION,SB 1007 Child Care Subsidy Program; extending scope of eligibility to certain foster parents.,Ghazala F. Hashmi (chief patron),Kaye Kory,Ghazala F. Hashmi (chief patron),"Board of Education; Child Care Subsidy Program; extending  scope of eligibility to certain foster parents. Directs the Board of  Education to amend its regulations for the Child Care Subsidy Program to expand  the scope of eligibility to apply for the Program to any foster parent of a  child placed in the foster parent's home if, at the time of eligibility  determination or redetermination, the child (i) meets the criteria for  eligibility currently set forth in the Board's regulations or (ii) is between the ages of 13 and 17 but otherwise meets the  criteria for eligibility set forth in the Board's regulations, provided that  there is documented evidence that such child between the  ages of 13 and 17 has exhibited tendencies toward self-harm or harm to  others.",http://lis.virginia.gov/cgi-bin/legp604.exe?231+sum+SB1007
SB1008,2022-2023,2023,2023 SESSION,"SB 1008 Sales and use tax, local; exemptions for food purchased for human consumption.",Bill DeSteph (chief patron),,Bill DeSteph (chief patron),"Local sales and use tax; exemptions. Authorizes the  governing board of a city or county to, by ordinance, exempt food purchased for  human consumption and essential personal hygiene products from local sales and  use tax.",http://lis.virginia.gov/cgi-bin/legp604.exe?231+sum+SB1008
SB1009,2022-2023,2023,2023 SESSION,SB 1009 Pedestrian control signals; applicability to persons riding bicycles and other devices.,Bill DeSteph (chief patron),,Bill DeSteph (chief patron),"Pedestrian control signals; applicability to persons riding bicycles and other devices. Allows persons riding bicycles, electric personal assistive mobility devices, electric power-assisted bicycles, mopeds, or motorized skateboards or scooters to follow the pedestrian Walk signal at an intersection when traveling in the direction of the signal, provided that they yield to pedestrians in the crosswalk traveling in the same direction. The bill provides that a person riding a bicycle, electric personal assistive mobility device, electric power-assisted bicycle, moped, or motorized skateboard or scooter may not start to cross a highway in the direction of a Don't Walk signal, but such person who has partially completed his crossing on the Walk signal shall proceed to a sidewalk or safety island and remain there while the Don't Walk signal is showing.",http://lis.virginia.gov/cgi-bin/legp604.exe?231+sum+SB1009
SB1010,2022-2023,2023,2023 SESSION,SB 1010 Issuing citations; certain traffic offenses.,Bill DeSteph (chief patron),,Bill DeSteph (chief patron),"Issuing citations; certain traffic offenses. Removes the provisions that provide that no law-enforcement officer may lawfully stop a motor vehicle for operating (i) without a light illuminating a license plate, (ii) with defective and unsafe equipment, (iii) without brake lights or a high mount stop light, (iv) without an exhaust system that prevents excessive or unusual levels of noise, (v) with certain sun-shading materials and tinting films, and (vi) with certain objects suspended in the vehicle and removes the accompanying the exclusionary provisions.",http://lis.virginia.gov/cgi-bin/legp604.exe?231+sum+SB1010
SB1011,2022-2023,2023,2023 SESSION,SB 1011 Health insurance; tobacco surcharge.,John S. Edwards (chief patron),,John S. Edwards (chief patron),,http://lis.virginia.gov/cgi-bin/legp604.exe?231+sum+SB1011
SB1012,2022-2023,2023,2023 SESSION,SB 1012 Single-use plastic and expanded polystyrene products; state and local prohibition.,John S. Edwards (chief patron),,John S. Edwards (chief patron),"State and local prohibition on  single-use plastic and expanded polystyrene products. Prohibits state agencies beginning  July 1, 2024, from contracting for the purchase, sale, and distribution  of (i) single-use plastic bags, cutlery, straws, or water bottles and (ii)  single-use plastic food service containers and  expanded polystyrene food service containers, except  during a declared state of emergency. The bill directs the Department of  General Services to post public notice of all prohibited goods on its public  procurement website. The bill also authorizes any  locality to prohibit by ordinance the purchase, sale, or provision, whether  free or for a cost, of (a) single-use plastic bags,  cutlery, straws, or water bottles and (b) single-use plastic food service  containers and expanded polystyrene food service containers, with  certain exceptions enumerated in the bill.",http://lis.virginia.gov/cgi-bin/legp604.exe?231+sum+SB1012
SB1013,2022-2023,2023,2023 SESSION,"SB 1013 Waterworks; contaminants, PFAS chemicals, notification to customers.",John S. Edwards (chief patron),Kaye Kory,John S. Edwards (chief patron),,http://lis.virginia.gov/cgi-bin/legp604.exe?231+sum+SB1013
SB1014,2022-2023,2023,2023 SESSION,SB 1014 Restrictive covenants; limits use of property in Loudoun County for recreational purposes.,John J. Bell (chief patron),,John J. Bell (chief patron); Jennifer B. Boysko,,http://lis.virginia.gov/cgi-bin/legp604.exe?231+sum+SB1014
SB1015,2022-2023,2023,2023 SESSION,SB 1015 Investigation prior to release; input from the attorney for the Commonwealth.,David R. Suetterlein (chief patron),,"David R. Suetterlein (chief patron); Ryan T. McDougle; Mark D. Obenshain; Mark J. Peake; Bryce E. Reeves; Frank M. Ruff, Jr.; Richard H. Stuart","Investigation prior to release; input  from the attorney for the Commonwealth. Provides that when the Parole Board  is conducting the required investigation to determine if a  prisoner will be released on parole the Board must  notify the attorney for the Commonwealth in each jurisdiction in which an offense occurred for which the  prisoner is incarcerated, and the attorney for the Commonwealth may  submit his input to the Board regarding the impact that the release of the  prisoner will have on the jurisdiction.",http://lis.virginia.gov/cgi-bin/legp604.exe?231+sum+SB1015
SB1016,2022-2023,2023,2023 SESSION,SB 1016 Bedding and upholstered furniture; exemption from regulation.,David R. Suetterlein (chief patron),,David R. Suetterlein (chief patron); Bryce E. Reeves,Bedding and upholstered furniture; exemption from regulation. Exempts from the Board of Health regulations governing bedding and upholstered furniture any items of bedding or upholstered furniture that are 75 years old or older. This bill is identical to HB 2173.,http://lis.virginia.gov/cgi-bin/legp604.exe?231+sum+SB1016
SB1017,2022-2023,2023,2023 SESSION,SB 1017 Time zone; Commonwealth shall observe Eastern Daylight Time year-round.,Richard H. Stuart (chief patron),Joseph P. McNamara,"Richard H. Stuart (chief patron); John A. Cosgrove, Jr.; Mark J. Peake; Bryce E. Reeves; David R. Suetterlein","Time zone of the Commonwealth. Provides that the  Commonwealth shall observe Eastern Daylight Time (Eastern Standard Time,  advanced one hour) year-round upon the enactment by  Congress of a law allowing states to observe Eastern Daylight Time year-round.",http://lis.virginia.gov/cgi-bin/legp604.exe?231+sum+SB1017
SB1018,2022-2023,2023,2023 SESSION,SB 1018 Railroad companies; notice of certain action.,John S. Edwards (chief patron),,John S. Edwards (chief patron),,http://lis.virginia.gov/cgi-bin/legp604.exe?231+sum+SB1018
SB1019,2022-2023,2023,2023 SESSION,"SB 1019 Virginia-based nonprofit organizations; schools for adults to earn credentials, college credit, etc.",John S. Edwards (chief patron),,John S. Edwards (chief patron),,http://lis.virginia.gov/cgi-bin/legp604.exe?231+sum+SB1019
SB1020,2022-2023,2023,2023 SESSION,"SB 1020 Virginia Museum of Transportation; established, report.",John S. Edwards (chief patron),,John S. Edwards (chief patron),,http://lis.virginia.gov/cgi-bin/legp604.exe?231+sum+SB1020
SB1021,2022-2023,2023,2023 SESSION,"SB 1021 Roanoke, City of; amending charter, municipal elections.",John S. Edwards (chief patron),,John S. Edwards (chief patron),Charter; City of Roanoke; municipal  elections. Makes various changes related to the City of Roanoke's  shift to November municipal elections.,http://lis.virginia.gov/cgi-bin/legp604.exe?231+sum+SB1021
SB1022,2022-2023,2023,2023 SESSION,SB 1022 State correctional facility; mandatory reporting of all offenders released.,Richard H. Stuart (chief patron),,Richard H. Stuart (chief patron); Bill DeSteph (chief co-patron),"Mandatory reporting of all offenders released from a state  correctional facility before the completion of the offender's sentence.  Requires the Department of Corrections to provide the Virginia State Crime  Commission with the name, last known address, criminal history information,  length of sentence incarcerated, reason for early release, and remaining time  on such length of sentence for each offender in the custody of the Department.  The bill requires the Commission to publish the names of such offenders along  with the reason for early release on its website and  provide an annual report by November 15 to the General Assembly  concerning the release of such offenders and any future criminal charges and  convictions for such offenders.",http://lis.virginia.gov/cgi-bin/legp604.exe?231+sum+SB1022
SB1023,2022-2023,2023,2023 SESSION,SB 1023 Children's Services Act; placement for purposes of special education programs.,Richard H. Stuart (chief patron),,Richard H. Stuart (chief patron),Children's Services Act; special education programs.  Expands eligibility for services under the  Children's Services Act to students who transfer from an approved private  school special education program to a public school  special education program established and funded  jointly by a local governing body and school division located within Planning  District 16 (George Washington Regional) for the  purpose of providing special education and related services when (i) the public school special education  program is able to provide services comparable to those of an approved private  school special education program and (ii) the student would require placement in an approved  private school special education program but for the  availability of the public school special education  program.,http://lis.virginia.gov/cgi-bin/legp604.exe?231+sum+SB1023
SB1024,2022-2023,2023,2023 SESSION,SB 1024 Virginia Public Records Act; confidentiality of certain archived records.,John J. Bell (chief patron),,John J. Bell (chief patron),Virginia Public Records Act; confidentiality of certain  archived records. Provides that medical and educational records made  confidential by law shall remain so after being archived by The Library of  Virginia. This bill is identical to HB 1844.,http://lis.virginia.gov/cgi-bin/legp604.exe?231+sum+SB1024
SB1025,2022-2023,2023,2023 SESSION,"SB 1025 Witnesses; exclusion, governmental agencies and other entities.",Richard H. Stuart (chief patron),,Richard H. Stuart (chief patron),"Exclusion of witnesses; governmental agencies and other  entities. Adds an officer or agent of a partnership,  governmental agency, or other entity to the list of persons who are exempt from the rule allowing the exclusion of witnesses during a proceeding  in a civil case.",http://lis.virginia.gov/cgi-bin/legp604.exe?231+sum+SB1025
SB1026,2022-2023,2023,2023 SESSION,SB 1026 Consumer Data Protection Act; protections for children.,David R. Suetterlein (chief patron),,David R. Suetterlein (chief patron); Ryan T. McDougle; Mark D. Obenshain; Mark J. Peake; Bryce E. Reeves,"Consumer Data Protection Act; protections for children. Requires an operator, defined in the  bill, to obtain verifiable parental consent prior to registering any child with the operator's  product or service or before collecting,  using, or disclosing such child's personal data and prohibits  a controller from knowingly processing the  personal data of a child for purposes of (i) targeted advertising, (ii) the  sale of such personal data, or (iii) profiling in  furtherance of decisions that produce legal or similarly significant effects  concerning a consumer. The bill  also amends the definition of child for purposes of the Consumer Data  Protection Act to include any natural person younger than 18 years of age.",http://lis.virginia.gov/cgi-bin/legp604.exe?231+sum+SB1026
SB1027,2022-2023,2023,2023 SESSION,"SB 1027 Vehicle safety inspection; commercial vehicles, exemption.","John A. Cosgrove, Jr. (chief patron)",,"John A. Cosgrove, Jr. (chief patron); Bryce E. Reeves","Vehicle safety inspection; commercial vehicles; exemption. Provides that a commercial vehicle operating in interstate commerce is exempt from the vehicle safety inspection requirement if, in addition to other criteria, such vehicle is inspected in accordance with the federal requirements for annual inspection by complying with federal periodic inspection requirements. Current law requires annual inspection through self-inspection, a third-party inspection, a Commercial Vehicle Safety Alliance inspection, or a periodic inspection performed by any state with a program in order for the vehicle to be exempt. This bill is identical to HB 1619.",http://lis.virginia.gov/cgi-bin/legp604.exe?231+sum+SB1027
SB1028,2022-2023,2023,2023 SESSION,SB 1028 Crash reports; inspection by certain persons.,"John A. Cosgrove, Jr. (chief patron)",,"John A. Cosgrove, Jr. (chief patron); Bryce E. Reeves",Crash reports; inspection by certain persons. Changes the person authorized to inspect a crash report from the present owner of a vehicle or property involved in the crash to the owner of such vehicle or property at the time of the crash. This bill is identical to HB 1620.,http://lis.virginia.gov/cgi-bin/legp604.exe?231+sum+SB1028
SB1029,2022-2023,2023,2023 SESSION,SB 1029 Public utilities; fiber optic broadband lines crossing railroads.,"William M. Stanley, Jr. (chief patron)",Kaye Kory; Shelly A. Simonds,"William M. Stanley, Jr. (chief patron); T. Travis Hackworth; Emmett W. Hanger, Jr.; Mark J. Peake; Frank M. Ruff, Jr.; Lionell Spruill, Sr.; Jill Holtzman Vogel",,http://lis.virginia.gov/cgi-bin/legp604.exe?231+sum+SB1029
SB1030,2022-2023,2023,2023 SESSION,"SB 1030 Higher educational institutions, public; duties of governing board, student tuition and fees.","Thomas K. Norment, Jr. (chief patron)",,"Thomas K. Norment, Jr. (chief patron); Siobhan S. Dunnavant","Public institutions of higher education;  duties of governing board; student tuition and fees;  requests for certain information. Requires the governing board of  each public institution of higher education to adopt policies and procedures  requiring the release to each student or, if such student is a dependent, the  parent of each student enrolled at such institution of an itemized list of how  such student's individual annual tuition and other mandatory fees are allocated,  including the exact amount of such student's tuition and mandatory fees that  are used to subsidize financial aid grants and scholarships for other students  at such institution. The bill requires such policies and procedures to include a  provision allowing any student or the parent of any student to opt out of  receiving such itemized list.",http://lis.virginia.gov/cgi-bin/legp604.exe?231+sum+SB1030
SB1031,2022-2023,2023,2023 SESSION,SB 1031 Judicial Inquiry and Review Commission; exception to confidentiality.,"Thomas K. Norment, Jr. (chief patron)",,"Thomas K. Norment, Jr. (chief patron)",,http://lis.virginia.gov/cgi-bin/legp604.exe?231+sum+SB1031
SB1032,2022-2023,2023,2023 SESSION,SB 1032 Disabled veterans & surviving spouses of certain military; state subsidy of property tax exemptions.,Richard H. Stuart (chief patron),Tara A. Durant,Richard H. Stuart (chief patron),"State subsidy of property tax exemptions for disabled  veterans and surviving spouses of military members killed  in action. Requires the Commonwealth to subsidize local real estate  tax relief for disabled veterans and surviving spouses of members of the United  States Armed Forces killed in action when more than one percent of a locality's  real estate tax base is lost due to such state-mandated tax relief programs.  The bill provides that the Commonwealth will subsidize only that portion of tax-exempt real  estate that exceeds the one percent threshold and  requires the Auditor of Public Accounts to establish an application process  whereby a locality demonstrates that more than one  percent of its real estate tax base was lost. Under the  bill, the Auditor certifies to the Governor  and the General Assembly those localities that are  eligible for a subsidy and the Governor includes in  the Budget Bill a proposed appropriation of the amount of the state subsidy to  be provided to localities certified as eligible localities.",http://lis.virginia.gov/cgi-bin/legp604.exe?231+sum+SB1032
SB1033,2022-2023,2023,2023 SESSION,SB 1033 Guardian ad litem; appointment for minor witness.,Jeremy S. McPike (chief patron),,Jeremy S. McPike (chief patron),,http://lis.virginia.gov/cgi-bin/legp604.exe?231+sum+SB1033
SB1034,2022-2023,2023,2023 SESSION,"SB 1034 Telephone, digital pager, or other device; causing to ring or signal with intent to annoy, penalty.",Jeremy S. McPike (chief patron),,Jeremy S. McPike (chief patron),,http://lis.virginia.gov/cgi-bin/legp604.exe?231+sum+SB1034
SB1035,2022-2023,2023,2023 SESSION,"SB 1035 Bridges; state of good repair, allocation of funds.",Jeremy S. McPike (chief patron),,Jeremy S. McPike (chief patron),,http://lis.virginia.gov/cgi-bin/legp604.exe?231+sum+SB1035
SB1036,2022-2023,2023,2023 SESSION,SB 1036 Virginia Tourism Authority; repeals exemption from personnel and procurement procedures.,Jeremy S. McPike (chief patron),,Jeremy S. McPike (chief patron),Virginia Tourism Authority; exemption from personnel and  procurement procedures; repeal. Repeals the  exemption of the Virginia Tourism Authority from the  provisions of the Virginia Public Procurement Act and the Virginia  Personnel Act.,http://lis.virginia.gov/cgi-bin/legp604.exe?231+sum+SB1036
SB1037,2022-2023,2023,2023 SESSION,SB 1037 Workers' compensation; notice to employees.,Jeremy S. McPike (chief patron),,Jeremy S. McPike (chief patron),Workers' compensation; notice to employees. Requires  each employer subject to the Virginia Workers' Compensation Act to provide  notice to covered employees of the employees' right to dispute the denial of a claim through the Virginia Workers'  Compensation Commission. The bill specifies the language of  such notice. The bill also provides that an employer  that fails to provide such notice may be subject to the civil penalty  provisions of the Virginia Workers' Compensation Act.,http://lis.virginia.gov/cgi-bin/legp604.exe?231+sum+SB1037
SB1038,2022-2023,2023,2023 SESSION,SB 1038 Workers' compensation; presumption for arson and hazardous materials investigators.,Jeremy S. McPike (chief patron),,"Jeremy S. McPike (chief patron); John A. Cosgrove, Jr.",,http://lis.virginia.gov/cgi-bin/legp604.exe?231+sum+SB1038
