bill_id,term,session_year,session,short_title,sponsor,house_sponsors,senate_sponsors,summary,bill_url
HR0059,2022-2023,2022,2022 SESSION,"HR 59 Commending Bernadine Futrell, Ph.D.",Candi Mundon King (chief patron),Candi Mundon King (chief patron); Clinton L. Jenkins,,"Commending Bernadine Futrell, Ph.D.",http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+HR59
HR0060,2022-2023,2022,2022 SESSION,HR 60 Commending Friends of Dumfries Slave Cemetery.,Candi Mundon King (chief patron),Candi Mundon King (chief patron); Nadarius E. Clark; Jackie H. Glass; Clinton L. Jenkins; Delores L. McQuinn; Sam Rasoul; Briana D. Sewell; Luke E. Torian,,Commending Friends of Dumfries Slave Cemetery.,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+HR60
HR0061,2022-2023,2022,2022 SESSION,HR 61 Commending the George M. Hampton Foundation.,Candi Mundon King (chief patron),Candi Mundon King (chief patron),,Commending the George M. Hampton Foundation.,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+HR61
HR0062,2022-2023,2022,2022 SESSION,HR 62 Celebrating the life of Marie Frankie Muse Freeman.,Candi Mundon King (chief patron),Candi Mundon King (chief patron),,Celebrating the life of Marie Frankie  Muse Freeman.,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+HR62
HR0063,2022-2023,2022,2022 SESSION,HR 63 Commending Union Belle Baptist Church.,Candi Mundon King (chief patron),Candi Mundon King (chief patron),,Commending Union Belle Baptist Church.,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+HR63
HR0064,2022-2023,2022,2022 SESSION,"HR 64 Commemorating the life and legacy of Robert Walter Johnson, M.D.",Michelle Lopes Maldonado (chief patron),Michelle Lopes Maldonado (chief patron); Dawn M. Adams (chief co-patron); Betsy B. Carr (chief co-patron); C. Matthew Fariss (chief co-patron),,"Commemorating the life and legacy of Robert Walter Johnson,  M.D.",http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+HR64
HR0065,2022-2023,2022,2022 SESSION,HR 65 Commending Lucy Greenman.,Suhas Subramanyam (chief patron),Suhas Subramanyam (chief patron),,Commending Lucy Greenman.,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+HR65
HR0066,2022-2023,2022,2022 SESSION,HR 66 Commending Mobile Hope of Loudoun.,Suhas Subramanyam (chief patron),Suhas Subramanyam (chief patron),,Commending Mobile Hope of Loudoun.,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+HR66
HR0067,2022-2023,2022,2022 SESSION,HR 67 Commending the New Virginia Majority Education Fund.,Suhas Subramanyam (chief patron),"Suhas Subramanyam (chief patron); Alfonso H. Lopez; Marcia S. ""Cia"" Price",,Commending the New Virginia Majority Education Fund.,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+HR67
HR0068,2022-2023,2022,2022 SESSION,HR 68 Commending Mobile Hope of Loudoun.,Wendy W. Gooditis (chief patron),Wendy W. Gooditis (chief patron),,Commending Mobile Hope of Loudoun.,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+HR68
HR0069,2022-2023,2022,2022 SESSION,HR 69 Commending Bob Sasser.,Glenn R. Davis (chief patron),Glenn R. Davis (chief patron),,Commending Bob Sasser.,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+HR69
HR0070,2022-2023,2022,2022 SESSION,HR 70 Commending the Honorable Roslyn C. Tyler.,Delores L. McQuinn (chief patron),"Delores L. McQuinn (chief patron); Jeion A. Ward (chief co-patron); Dawn M. Adams; Lamont Bagby; Elizabeth B. Bennett-Parker; Jeffrey M. Bourne; David L. Bulova; Betsy B. Carr; Nadarius E. Clark; Kelly K. Convirs-Fowler; Karrie K. Delaney; Eileen Filler-Corn; Jackie H. Glass; Wendy W. Gooditis; Elizabeth R. Guzman; C.E. Cliff Hayes, Jr.; Dan I. Helmer; Charniele L. Herring; Patrick A. Hope; Sally L. Hudson; Clinton L. Jenkins; Mark L. Keam; Barry D. Knight; Kaye Kory; Paul E. Krizek; Alfonso H. Lopez; Michelle Lopes Maldonado; Michael P. Mullin; Candi Mundon King; Kathleen Murphy; Kenneth R. Plum; Marcia S. ""Cia"" Price; Sam Rasoul; David A. Reid; Danica A. Roem; Don L. Scott; Briana D. Sewell; Irene Shin; Mark D. Sickles; Marcus B. Simon; Shelly A. Simonds; Suhas Subramanyam; Richard C. ""Rip"" Sullivan, Jr.; Luke E. Torian; Kathy K.L. Tran; Schuyler T. VanValkenburg; Vivian E. Watts; Rodney T. Willett; Angelia Williams Graves",,Commending the Honorable Roslyn C. Tyler.,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+HR70
HR0071,2022-2023,2022,2022 SESSION,HR 71 Russia; boycott of goods and services.,Dan I. Helmer (chief patron),"Dan I. Helmer (chief patron); Terry G. Kilgore (chief co-patron); Kaye Kory (chief co-patron); Don L. Scott (chief co-patron); Kim A. Taylor (chief co-patron); Dawn M. Adams; Terry L. Austin; G. ""John"" Avoli; Jason S. Ballard; Amanda E. Batten; Robert B. Bell; Elizabeth B. Bennett-Parker; Robert S. Bloxom, Jr.; Emily M. Brewer; David L. Bulova; Kathy J. Byron; Jeffrey L. Campbell; Betsy B. Carr; Mike A. Cherry; Kelly K. Convirs-Fowler; A.C. Cordoza; Carrie E. Coyner; Glenn R. Davis; Karrie K. Delaney; Tara A. Durant; James E. Edmunds, II; C. Matthew Fariss; Eileen Filler-Corn; Hyland F. ""Buddy"" Fowler, Jr.; Nicholas J. Freitas; C. Todd Gilbert; Jackie H. Glass; Wendy W. Gooditis; Karen S. Greenhalgh; C.E. Cliff Hayes, Jr.; Christopher T. Head; Charniele L. Herring; Patrick A. Hope; Sally L. Hudson; Clinton L. Jenkins; Mark L. Keam; Barry D. Knight; Paul E. Krizek; Dave A. LaRock; Alfonso H. Lopez; Michelle Lopes Maldonado; Marie E. March; Daniel W. Marshall, III; John J. McGuire, III; Joseph P. McNamara; Delores L. McQuinn; James W. Morefield; Kathleen Murphy; Israel D. O'Quinn; Kenneth R. Plum; Marcia S. ""Cia"" Price; Margaret B. Ransone; Sam Rasoul; David A. Reid; Roxann L. Robinson; Chris S. Runion; Briana D. Sewell; Irene Shin; Mark D. Sickles; Marcus B. Simon; Shelly A. Simonds; Suhas Subramanyam; Richard C. ""Rip"" Sullivan, Jr.; Anne Ferrell Tata; Luke E. Torian; Kathy K.L. Tran; Schuyler T. VanValkenburg; H. Otto Wachsmann, Jr.; Vivian E. Watts; Michael J. Webert; Bill D. Wiley; Rodney T. Willett; Angelia Williams Graves; Tony O. Wilt; Scott A. Wyatt",,Russia; boycott of goods and services. Encouraging all  residents of the Commonwealth of Virginia to boycott  all goods and services originating in Russia.,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+HR71
HR0072,2022-2023,2022,2022 SESSION,HR 72 House of Delegates; amending and adopting Rule 81.,Marcus B. Simon (chief patron),Marcus B. Simon (chief patron),,"Amending and readopting Rule 81 of the Rules of the House of   Delegates, pertaining to the voting requirement to discharge a committee from   the consideration of a resolution.",http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+HR72
HR0073,2022-2023,2022,2022 SESSION,HR 73 Celebrating the life of Robert Louis Williams.,Angelia Williams Graves (chief patron),"Angelia Williams Graves (chief patron); Kelly K. Convirs-Fowler; C.E. Cliff Hayes, Jr.; Patrick A. Hope; Clinton L. Jenkins; Delores L. McQuinn; Candi Mundon King; Sam Rasoul; David A. Reid; Shelly A. Simonds",,Celebrating the life of Robert Louis Williams.,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+HR73
HR0074,2022-2023,2022,2022 SESSION,HR 74 Commending the Clifton Community Woman's Club.,Dan I. Helmer (chief patron),Dan I. Helmer (chief patron),,Commending the Clifton Community Woman's Club.,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+HR74
HR0075,2022-2023,2022,2022 SESSION,HR 75 Commending Rosa Bakes.,Dan I. Helmer (chief patron),Dan I. Helmer (chief patron),,Commending Rosa Bakes.,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+HR75
HR0076,2022-2023,2022,2022 SESSION,HR 76 Commending Rohini Das.,Wendy W. Gooditis (chief patron),Wendy W. Gooditis (chief patron),,Commending Rohini Das.,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+HR76
HR0077,2022-2023,2022,2022 SESSION,HR 77 Commending Alison Teetor.,Wendy W. Gooditis (chief patron),Wendy W. Gooditis (chief patron),,Commending Alison Teetor.,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+HR77
HR0077,2022-2023,2022,2022 SESSION,HR 77 Commending Alison Teetor.,Wendy W. Gooditis (chief patron),Wendy W. Gooditis (chief patron),,Commending Alison Teetor.,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+HR77
HR0078,2022-2023,2022,2022 SESSION,HR 78 Commending the Loudoun County Master Gardeners of Virginia Cooperative Extension.,Wendy W. Gooditis (chief patron),Wendy W. Gooditis (chief patron),,Commending the Loudoun County Master  Gardeners of Virginia Cooperative Extension.,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+HR78
HR0079,2022-2023,2022,2022 SESSION,HR 79 Commending Charles Johnston.,Wendy W. Gooditis (chief patron),Wendy W. Gooditis (chief patron),,Commending Charles Johnston.,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+HR79
HR0080,2022-2023,2022,2022 SESSION,HR 80 Commending the Sherando High School girls' swim team.,Wendy W. Gooditis (chief patron),Wendy W. Gooditis (chief patron); Bill D. Wiley,,Commending the Sherando High School girls' swim team.,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+HR80
HR0081,2022-2023,2022,2022 SESSION,HR 81 Celebrating the life of Leslee King.,Wendy W. Gooditis (chief patron),Wendy W. Gooditis (chief patron),,Celebrating the life of Leslee King.,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+HR81
HR0082,2022-2023,2022,2022 SESSION,HR 82 Commending Markus Bristol.,Marcus B. Simon (chief patron),Marcus B. Simon (chief patron),,Commending Markus Bristol.,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+HR82
HR0083,2022-2023,2022,2022 SESSION,HR 83 Commending Joe Dowling.,Marcus B. Simon (chief patron),Marcus B. Simon (chief patron),,Commending Joe Dowling.,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+HR83
HR0084,2022-2023,2022,2022 SESSION,HR 84 Commending Robert Goff.,Marcus B. Simon (chief patron),Marcus B. Simon (chief patron),,Commending Robert Goff.,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+HR84
HR0085,2022-2023,2022,2022 SESSION,HR 85 Commending Audrey Luthman.,Marcus B. Simon (chief patron),Marcus B. Simon (chief patron),,Commending Audrey Luthman.,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+HR85
HR0086,2022-2023,2022,2022 SESSION,HR 86 Commending Victoria Kidd.,Wendy W. Gooditis (chief patron),Wendy W. Gooditis (chief patron),,Commending Victoria Kidd.,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+HR86
HR0087,2022-2023,2022,2022 SESSION,HR 87 Commending the Clarke County High School girls' soccer team.,Wendy W. Gooditis (chief patron),Wendy W. Gooditis (chief patron),,Commending the Clarke County High School girls' soccer  team.,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+HR87
HR0088,2022-2023,2022,2022 SESSION,HR 88 Commending Mark Werblood.,Marcus B. Simon (chief patron),Marcus B. Simon (chief patron),,Commending Mark Werblood.,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+HR88
HR0089,2022-2023,2022,2022 SESSION,HR 89 Commending Dan Kain Trophies.,Marcus B. Simon (chief patron),Marcus B. Simon (chief patron),,Commending Dan Kain Trophies.,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+HR89
HR0090,2022-2023,2022,2022 SESSION,"HR 90 Commending Monarc Construction, Inc.",Marcus B. Simon (chief patron),Marcus B. Simon (chief patron),,"Commending Monarc Construction, Inc.",http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+HR90
HR0091,2022-2023,2022,2022 SESSION,"HR 91 Commending Uniwest Construction, Inc.",Marcus B. Simon (chief patron),Marcus B. Simon (chief patron),,"Commending Uniwest Construction, Inc.",http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+HR91
HR0092,2022-2023,2022,2022 SESSION,HR 92 Celebrating the life of the Honorable Neil Randolph Bryant.,Wendy W. Gooditis (chief patron),Wendy W. Gooditis (chief patron); Bill D. Wiley,,Celebrating the life of the Honorable Neil Randolph Bryant.,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+HR92
HR0093,2022-2023,2022,2022 SESSION,"HR 93 Celebrating the life of William Morgan Miller, Jr.","James E. Edmunds, II (chief patron)","James E. Edmunds, II (chief patron)",,"Celebrating the life of William Morgan Miller, Jr.",http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+HR93
HR0094,2022-2023,2022,2022 SESSION,HR 94 Commending the Appomattox County High School softball team.,C. Matthew Fariss (chief patron),C. Matthew Fariss (chief patron),,Commending the Appomattox County High School softball team.,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+HR94
HR0095,2022-2023,2022,2022 SESSION,"HR 95 Commending the Toga Volunteer Fire Department, Inc.",C. Matthew Fariss (chief patron),C. Matthew Fariss (chief patron),,"Commending the Toga Volunteer Fire Department, Inc.",http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+HR95
HR0096,2022-2023,2022,2022 SESSION,HR 96 Commending the Rustburg High School girls' volleyball team.,C. Matthew Fariss (chief patron),C. Matthew Fariss (chief patron),,Commending the Rustburg High School girls' volleyball team.,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+HR96
HR0097,2022-2023,2022,2022 SESSION,HR 97 Commending the Rustburg High School softball team.,C. Matthew Fariss (chief patron),C. Matthew Fariss (chief patron),,Commending the Rustburg High School softball team.,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+HR97
HR0098,2022-2023,2022,2022 SESSION,HR 98 Commending the Honorable Edward T. Scott.,Nicholas J. Freitas (chief patron),"Nicholas J. Freitas (chief patron); Les R. Adams; Terry L. Austin; G. ""John"" Avoli; Jason S. Ballard; Amanda E. Batten; Robert B. Bell; David L. Bulova; Kathy J. Byron; Jeffrey L. Campbell; Ronnie R. Campbell; Mike A. Cherry; Kelly K. Convirs-Fowler; A.C. Cordoza; Carrie E. Coyner; Glenn R. Davis; James E. Edmunds, II; Hyland F. ""Buddy"" Fowler, Jr.; C. Todd Gilbert; Christopher T. Head; M. Keith Hodges; Patrick A. Hope; Clinton L. Jenkins; Terry G. Kilgore; Barry D. Knight; Dave A. LaRock; James A. ""Jay"" Leftwich; Marie E. March; Daniel W. Marshall, III; John J. McGuire, III; Joseph P. McNamara; James W. Morefield; Israel D. O'Quinn; Robert D. Orrock, Sr.; Margaret B. Ransone; Sam Rasoul; David A. Reid; Roxann L. Robinson; Chris S. Runion; Phillip A. Scott; Anne Ferrell Tata; Kim A. Taylor; H. Otto Wachsmann, Jr.; Wendell S. Walker; William C. Wampler III; R. Lee Ware; Michael J. Webert; Bill D. Wiley; Wren M. Williams; Tony O. Wilt; Thomas C. Wright, Jr.; Scott A. Wyatt",,Commending the Honorable Edward T. Scott.,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+HR98
HR0099,2022-2023,2022,2022 SESSION,HR 99 Commending the Arthritis Foundation Virginia Chapter.,Dawn M. Adams (chief patron),Dawn M. Adams (chief patron),,Commending the Arthritis Foundation Virginia Chapter.,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+HR99
HR0100,2022-2023,2022,2022 SESSION,HR 100 Commending Tracey Curcio.,Carrie E. Coyner (chief patron),Carrie E. Coyner (chief patron),,Commending Tracey Curcio.,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+HR100
HR0101,2022-2023,2022,2022 SESSION,HR 101 Commending Malcolm Rupert Cutler.,Terry L. Austin (chief patron),Terry L. Austin (chief patron),,Commending Malcolm Rupert Cutler.,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+HR101
HR0102,2022-2023,2022,2022 SESSION,HR 102 Commending the Rotary Club of Winchester.,Wendy W. Gooditis (chief patron),Wendy W. Gooditis (chief patron); Dave A. LaRock,,Commending the Rotary Club of Winchester.,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+HR102
HR0103,2022-2023,2022,2022 SESSION,HR 103 Commending the Top of Virginia Regional Chamber.,Wendy W. Gooditis (chief patron),Wendy W. Gooditis (chief patron); Dave A. LaRock,,Commending the Top of Virginia Regional  Chamber.,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+HR103
HR0104,2022-2023,2022,2022 SESSION,HR 104 Commending Veterans of Foreign Wars of the United States Post 2123.,Wendy W. Gooditis (chief patron),Wendy W. Gooditis (chief patron); Dave A. LaRock,,Commending Veterans of Foreign Wars of the United States  Post 2123.,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+HR104
HR0105,2022-2023,2022,2022 SESSION,HR 105 Commending Blue Ridge Habitat for Humanity.,Wendy W. Gooditis (chief patron),Wendy W. Gooditis (chief patron); Dave A. LaRock,,Commending Blue Ridge Habitat for Humanity.,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+HR105
HR0106,2022-2023,2022,2022 SESSION,HR 106 Commending Winchester Rescue Mission.,Wendy W. Gooditis (chief patron),Wendy W. Gooditis (chief patron); Dave A. LaRock,,Commending Winchester Rescue Mission.,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+HR106
HR0107,2022-2023,2022,2022 SESSION,HR 107 Commending Medha Pappula.,Wendy W. Gooditis (chief patron),Wendy W. Gooditis (chief patron),,Commending Medha Pappula.,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+HR107
HR0108,2022-2023,2022,2022 SESSION,HR 108 Commending Marissa Incatasciato.,Wendy W. Gooditis (chief patron),Wendy W. Gooditis (chief patron),,Commending Marissa Incatasciato.,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+HR108
HR0109,2022-2023,2022,2022 SESSION,HR 109 Commending the Loudoun Free Clinic.,Wendy W. Gooditis (chief patron),Wendy W. Gooditis (chief patron); Dave A. LaRock,,Commending the Loudoun Free Clinic.,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+HR109
HR0110,2022-2023,2022,2022 SESSION,HR 110 Commending Flat Iron Crossroads.,M. Keith Hodges (chief patron),M. Keith Hodges (chief patron),,Commending Flat Iron Crossroads.,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+HR110
HR0111,2022-2023,2022,2022 SESSION,HR 111 Commending the Dumfries-Triangle Volunteer Fire Department.,Candi Mundon King (chief patron),"Candi Mundon King (chief patron); Elizabeth B. Bennett-Parker; Nadarius E. Clark; Kelly K. Convirs-Fowler; Patrick A. Hope; Michelle Lopes Maldonado; Delores L. McQuinn; Robert D. Orrock, Sr.; Sam Rasoul; Luke E. Torian; R. Lee Ware",,Commending the Dumfries-Triangle Volunteer Fire Department.,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+HR111
HR0112,2022-2023,2022,2022 SESSION,HR 112 Commending the Pi Lambda Lambda Chapter of Omega Psi Phi Fraternity.,Candi Mundon King (chief patron),"Candi Mundon King (chief patron); Lamont Bagby; Elizabeth B. Bennett-Parker; Nadarius E. Clark; Kelly K. Convirs-Fowler; Elizabeth R. Guzman; C.E. Cliff Hayes, Jr.; Patrick A. Hope; Michelle Lopes Maldonado; Delores L. McQuinn; Marcia S. ""Cia"" Price; Sam Rasoul; Briana D. Sewell; Luke E. Torian; R. Lee Ware; Angelia Williams Graves",,Commending the Pi Lambda Lambda Chapter of Omega Psi Phi  Fraternity.,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+HR112
HR0113,2022-2023,2022,2022 SESSION,HR 113 Commending the Hilda M. Barg Homeless Prevention Center.,Candi Mundon King (chief patron),Candi Mundon King (chief patron); Briana D. Sewell,,Commending the Hilda M. Barg Homeless Prevention Center.,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+HR113
HR0114,2022-2023,2022,2022 SESSION,HR 114 Commending The Arc of Greater Prince William.,Candi Mundon King (chief patron),Candi Mundon King (chief patron); Elizabeth B. Bennett-Parker; Kelly K. Convirs-Fowler; Elizabeth R. Guzman; Patrick A. Hope; Michelle Lopes Maldonado; Delores L. McQuinn; Sam Rasoul; Briana D. Sewell; Mark D. Sickles; Luke E. Torian; R. Lee Ware; Vivian E. Watts; Rodney T. Willett,,Commending The Arc of Greater Prince William.,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+HR114
HR0115,2022-2023,2022,2022 SESSION,HR 115 Commending Carol Wood Jamerson.,M. Keith Hodges (chief patron),M. Keith Hodges (chief patron); Kelly K. Convirs-Fowler; Sam Rasoul; David A. Reid; Chris S. Runion; R. Lee Ware,,Commending Carol Wood Jamerson.,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+HR115
HR0116,2022-2023,2022,2022 SESSION,HR 116 Commending Capital Caring.,Marcus B. Simon (chief patron),Marcus B. Simon (chief patron),,Commending Capital Caring.,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+HR116
HR0117,2022-2023,2022,2022 SESSION,HR 117 Commending Creative Cauldron.,Marcus B. Simon (chief patron),Marcus B. Simon (chief patron),,Commending Creative Cauldron.,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+HR117
HR0118,2022-2023,2022,2022 SESSION,"HR 118 Commending C.J. Coakley Company, Inc.",Marcus B. Simon (chief patron),Marcus B. Simon (chief patron),,"Commending C.J. Coakley Company, Inc.",http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+HR118
HR0119,2022-2023,2022,2022 SESSION,HR 119 Commending Data Business Systems.,Marcus B. Simon (chief patron),Marcus B. Simon (chief patron),,Commending Data Business Systems.,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+HR119
HR0120,2022-2023,2022,2022 SESSION,"HR 120 Celebrating the life of the Reverend Dr. Coolidge Elmo Rhodes, Sr.",C. Matthew Fariss (chief patron),C. Matthew Fariss (chief patron),,"Celebrating the life of the Reverend Dr. Coolidge Elmo  Rhodes, Sr.",http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+HR120
HR0121,2022-2023,2022,2022 SESSION,"HR 121 Commending The Birthplace of America, LLC.",Amanda E. Batten (chief patron),Amanda E. Batten (chief patron),,"Commending The Birthplace of America, LLC.",http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+HR121
HR0122,2022-2023,2022,2022 SESSION,HR 122 Celebrating the life of Alyson Sudow Bailey.,Kathleen Murphy (chief patron),"Kathleen Murphy (chief patron); Dawn M. Adams; Les R. Adams; Timothy V. Anderson; Terry L. Austin; G. ""John"" Avoli; Lamont Bagby; Jason S. Ballard; Amanda E. Batten; Robert B. Bell; Elizabeth B. Bennett-Parker; Robert S. Bloxom, Jr.; Jeffrey M. Bourne; Emily M. Brewer; David L. Bulova; Kathy J. Byron; Jeffrey L. Campbell; Ronnie R. Campbell; Betsy B. Carr; Mike A. Cherry; Nadarius E. Clark; Kelly K. Convirs-Fowler; A.C. Cordoza; Carrie E. Coyner; Glenn R. Davis; Karrie K. Delaney; Tara A. Durant; James E. Edmunds, II; C. Matthew Fariss; Eileen Filler-Corn; Hyland F. ""Buddy"" Fowler, Jr.; Nicholas J. Freitas; C. Todd Gilbert; Jackie H. Glass; Wendy W. Gooditis; Karen S. Greenhalgh; Elizabeth R. Guzman; C.E. Cliff Hayes, Jr.; Christopher T. Head; Dan I. Helmer; Charniele L. Herring; M. Keith Hodges; Patrick A. Hope; Sally L. Hudson; Clinton L. Jenkins; Mark L. Keam; Terry G. Kilgore; Barry D. Knight; Kaye Kory; Paul E. Krizek; Dave A. LaRock; James A. ""Jay"" Leftwich; Alfonso H. Lopez; Michelle Lopes Maldonado; Marie E. March; Daniel W. Marshall, III; John J. McGuire, III; Joseph P. McNamara; Delores L. McQuinn; James W. Morefield; Michael P. Mullin; Candi Mundon King; Israel D. O'Quinn; Robert D. Orrock, Sr.; Kenneth R. Plum; Marcia S. ""Cia"" Price; Margaret B. Ransone; Sam Rasoul; David A. Reid; Roxann L. Robinson; Danica A. Roem; Chris S. Runion; Don L. Scott; Phillip A. Scott; Briana D. Sewell; Irene Shin; Mark D. Sickles; Marcus B. Simon; Shelly A. Simonds; Suhas Subramanyam; Richard C. ""Rip"" Sullivan, Jr.; Anne Ferrell Tata; Kim A. Taylor; Luke E. Torian; Kathy K.L. Tran; Schuyler T. VanValkenburg; H. Otto Wachsmann, Jr.; Wendell S. Walker; William C. Wampler III; Jeion A. Ward; R. Lee Ware; Vivian E. Watts; Michael J. Webert; Bill D. Wiley; Rodney T. Willett; Wren M. Williams; Angelia Williams Graves; Tony O. Wilt; Thomas C. Wright, Jr.; Scott A. Wyatt",,Celebrating the life of Alyson Sudow Bailey.,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+HR122
HR0123,2022-2023,2022,2022 SESSION,HR 123 Commending the Thomas Dale High School girls' indoor track and field team.,Carrie E. Coyner (chief patron),Carrie E. Coyner (chief patron),,Commending the Thomas Dale High School girls' indoor track  and field team.,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+HR123
HR0124,2022-2023,2022,2022 SESSION,HR 124 Commending Johnny J. Cecil.,Israel D. O'Quinn (chief patron),Israel D. O'Quinn (chief patron),,Commending Johnny J. Cecil.,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+HR124
HR0125,2022-2023,2022,2022 SESSION,HR 125 Commending the Honorable Christopher Kilian Peace.,M. Keith Hodges (chief patron),"M. Keith Hodges (chief patron); G. ""John"" Avoli; Lamont Bagby; David L. Bulova; Betsy B. Carr; Mike A. Cherry; Kelly K. Convirs-Fowler; James E. Edmunds, II; Christopher T. Head; Patrick A. Hope; Clinton L. Jenkins; Mark L. Keam; Kaye Kory; Michelle Lopes Maldonado; James W. Morefield; Robert D. Orrock, Sr.; Sam Rasoul; David A. Reid; Mark D. Sickles; Shelly A. Simonds; Vivian E. Watts; Wren M. Williams",,Commending the Honorable Christopher Kilian Peace.,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+HR125
HR0126,2022-2023,2022,2022 SESSION,HR 126 Commending the Petersburg High School boys' basketball team.,Kim A. Taylor (chief patron),Kim A. Taylor (chief patron),,Commending the Petersburg High School boys' basketball  team.,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+HR126
HR0127,2022-2023,2022,2022 SESSION,HR 127 Commending Deborah Tyson.,Sally L. Hudson (chief patron),Sally L. Hudson (chief patron),,Commending Deborah Tyson.,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+HR127
HR0128,2022-2023,2022,2022 SESSION,"HR 128 Commending George M. Hampton, Ph.D.",Candi Mundon King (chief patron),Candi Mundon King (chief patron),,"Commending George M. Hampton, Ph.D.",http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+HR128
HR0129,2022-2023,2022,2022 SESSION,HR 129 Commending M. Siddique Sheikh.,Candi Mundon King (chief patron),Candi Mundon King (chief patron); Briana D. Sewell (chief co-patron); Sam Rasoul,,Commending M. Siddique Sheikh.,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+HR129
HR0130,2022-2023,2022,2022 SESSION,HR 130 Commending the Brentsville District High School turf management program.,Briana D. Sewell (chief patron),Briana D. Sewell (chief patron),,Commending the Brentsville District High School turf  management program.,http://lis.virginia.gov/cgi-bin/legp604.exe?221+sum+HR130
