bill_id,term,session,short_title,attributes,keywords,commem
SB0723,2023_2024,2023-RS,Henry's Law.,Public,"anesthesiology, boards, dental board, dentists & dentistry, health services, licenses & permits, licensing & certification, minors, notification, occupations, public, public health, reports, studies, unc, named laws, policy collaboratory",0
SB0724,2023_2024,2023-RS,Hotel Safety Issues Related Matters.,Public,"hotels & motels, housing, landlord & tenant, rentals & leasing, public",0
SB0725,2023_2024,2023-RS,Definitions for Advanced Recycling.,Public,"definitions, environment, public, recycling, solid waste, waste management",0
SB0726,2023_2024,2023-RS,Up SHP Pay & Death Benefits/Death Penalty.,Public; Contains Appropriations; Contains Local Appropriations,"appropriations, budgeting, commerce, commissions, council of state, courts, crimes, criminal procedure, death & dying, death benefits, emergency services, industrial comn., insurance, insurance, life, juries, law enforcement, law enforcement officers, personnel, public, public officials, sentencing, state treasurer, homicide, highway patrol, public safety dept.",0
SB0727,2023_2024,2023-RS,CFSS Gun Prsnt. for Grade 7 and 9 Students.,Public; Contains Appropriations; Contains Local Appropriations,"appropriations, boards, budgeting, buildings, education, education boards, elementary education, kindergarten, local government, public, public instruction dept., safety, school buildings & property, secondary education, weapons, property-local government, safety education",0
SB0728,2023_2024,2023-RS,Firefighter Pension Increase.,Public; Contains Appropriations; Contains Local Appropriations,"appropriations, budgeting, council of state, emergency services, firefighters & firefighting, funds & accounts, personnel, public, public officials, rescue squads, retirement, state treasurer, firemens pension fund, pension & retirement funds",0
SB0729,2023_2024,2023-RS,CBBC Working Group Changes.,Public; Text has changed,"boards, education, education boards, elementary education, kindergarten, local government, presented, public, ratified, retirement, salaries & benefits, secondary education, state employees, teachers, tsers, tsers board, chaptered, government employees",0
SB0730,2023_2024,2023-RS,Opt-Out of Ban on FNS/TANF Benefits.,Public,"counties, criminal records, employment, foods & beverages, local government, nutrition, poverty, public, social services, social services depts., work first, records, food & nutrition programs",0
SB0731,2023_2024,2023-RS,Shine Like Hailey Parade Safety Act.,Public,"calendar, emergency services, firefighters & firefighting, holidays, inspections, law enforcement, local government, motor vehicles, public, safety, safety equipment, transportation, named laws",0
SB0732,2023_2024,2023-RS,Expand Day/Employment Options/IDD.,Public; Contains Appropriations; Contains Local Appropriations,"appropriations, budgeting, dhhs, health services, insurance, health, medicaid, mental health, poverty, public, social services, developmental disabilities",0
SB0733,2023_2024,2023-RS,Identity Theft Protection Act/Changes.,Public,"commerce, corporations, for-profit, crimes, electronic commerce, fraud, id systems, information technology, internet, notification, privacy, public, telecommunications, teleservices, records",0
SB0734,2023_2024,2023-RS,Constitution Quote at School Entrances.,Public,"appropriations, boards, budgeting, buildings, constitution, nc, education, education boards, elementary education, flags, kindergarten, local government, public, public instruction dept., school buildings & property, secondary education, state symbols, property-local government",0
SB0735,2023_2024,2023-RS,Reduce Parent Copays/Subsidized Child Care.,Public; Uncodified,"day care, minors, public, session laws, social services, newborns & infants",0
SB0736,2023_2024,2023-RS,Expand Income Tax Assistance in NC.,Public; Contains Appropriations; Contains Local Appropriations,"appropriations, boards, budget & management office, budgeting, colleges & universities, community colleges, community colleges board, community colleges office, education, funding, grants, higher education, public, tax returns, taxation, taxes, individual income, volunteers",0
SB0737,2023_2024,2023-RS,Address ESG Factors.,Public; Text has changed,"attorney general, council of state, fiduciaries, investments, justice dept., public, public officials, retirement, salaries & benefits, pension & retirement funds",0
SB0738,2023_2024,2023-RS,Tax Deduction for Certain Mortgage Income.,Public,"banks, corporations, for-profit, corporations, nonprofit, economic development, financial institutions, financial services, housing, loans, mortgages, public, real estate, rural development, tax deductions, taxation, taxes, corporate income, taxes, individual income",0
SB0739,2023_2024,2023-RS,Defining Anti-Semitism in North Carolina.,Public,"definitions, discrimination, minorities, public",0
SB0740,2023_2024,2023-RS,Fully Fund School Psychologists & Counselors.,Public; Contains Appropriations; Contains Local Appropriations,"appropriations, budgeting, counseling, education, elementary education, health services, mental health, personnel, psychology, public, public instruction dept., secondary education, state employees, government employees, school staff",0
SB0741,2023_2024,2023-RS,Tax Relief on Essentials for Working Families.,Public,"commerce, foods & beverages, public, public health, retailing, tax exemptions, taxation, taxes, sales & use, women",0
SB0742,2023_2024,2023-RS,Revise Rules/NC Pre-K Licensure Credentials.,Public; Uncodified,"child care comn., commissions, day care, dhhs, education, elementary education, employment, licensing & certification, minors, occupations, public, teachers, early childhood education",0
SB0743,2023_2024,2023-RS,Broadband/Grant Changes.,Public; Contains Appropriations; Contains Local Appropriations; Text has changed,"clinics, colleges & universities, construction, counties, economic development, funding, funds & accounts, grants, health services, hospitals, housing, housing finance agency, information technology, infrastructure, internet, municipalities, personnel, public, public health, reports, rural development, session laws, telecommunications, teleservices, title change, unc, chapel hill, orange county, dare county, housing trust fund, information technology dept., unc health care",0
SB0744,2023_2024,2023-RS,Environmental Permitting Reforms.,Public,"commissions, definitions, deq, deregulation, environment, environmental management comn., infrastructure, licenses & permits, public, utilities, water & sewer systems, water resources, wetlands",0
SB0745,2023_2024,2023-RS,DOA/DOI Auth. Clar. for State-Owned Build.,Public,"administration dept., alarm systems, building codes, buildings, emergency services, firefighters & firefighting, inspections, insurance, insurance dept., property, public, safety, safety equipment, state buildings, insurance commissioner, public buildings, property-state government, state fire marshal",0
SB0747,2023_2024,2023-RS,Elections Law Changes.,Public; Text has changed,"aoc, boards, council of state, counties, court clerks, courts, elections, elections boards, elections, state board of, governor, immigration, judicial dept., juries, local government, presented, public, public officials, public records, ratified, vetoed, voter registration, witnesses, records, national elections, superior court, aliens, ballots & ballot issues",0
SB0748,2023_2024,2023-RS,Voter Fraud Prevention Act.,Public,"boards, campaign finance, elections, elections, state board of, general assembly, membership, political activity, political parties, public, public officials",0
SB0749,2023_2024,2023-RS,No Partisan Advantage in Elections.,Public; Text has changed,"agriculture, agriculture dept., appointments, boards, commissions, council of state, counties, elections, elections boards, elections, state board of, environment, environmental management comn., general assembly, governor, lobbying, local government, membership, municipalities, political activity, political parties, presented, president pro tempore, public, public officials, ratified, secretary of state, session laws, speaker, unc, vetoed, wake county, chapel hill, orange county, raleigh, chaptered, veto overridden, agriculture commissioner, unc boards of trustees",0
SB0750,2023_2024,2023-RS,Brunswick Regional Sanitary District/Board.,Local; Text has changed,"counties, elections, local, local government, brunswick county, sanitary districts, tax districts",0
SB0754,2023_2024,2023-RS,General Assembly Appointments.,Public; Text has changed; Uncodified,"administration dept., administrative rules, agriculture, alarm systems, alarm systems licensing board, alternative medicine, appointments, appraisal board, appraisals, arts, athletic trainer examiners board, authorities, aviation, barbers & cosmetologists, boards, building codes, buildings, centennial authority, child care comn., cje & training standards comn., coastal resources, coastal resources comn., code officials board, commerce, commerce dept., commissions, committees, construction, controlled substances, corporations, nonprofit, councils, crimes, criminal justice information bd., cultural resources, natural & cultural resources dept., day care, deq, dhhs, dietetics-nutrition board, disabled persons, diseases & health disorders, dispute resolution comn., dispute settlement centers, domestic violence, domestic violence comn., economic development, education, education administration, education, state board of, elementary education, emergency medical services, emergency services, emerging technologies, environment, environmental management comn., ethics, financial services, fish & wildlife, fisheries products, funds & accounts, funeral services, gaming, general assembly, global transpark authority, governor, governor's crime comn., health education, health services, heart disease task force, higher education, home inspector board, housing, housing finance agency, housing partnership, human blood & organs, indian affairs comn., information technology, infrastructure, inspections, institute of medicine, insurance, insurance, health, insurance, liability, judges, judicial standards comn., languages, law enforcement, law enforcement officers, licenses & permits, licensing & certification, local government, lottery, magistrates, manufacturing, massage therapy, massage therapy board, mediation & arbitration, mental health, mhddsas comn., mining & mineral extraction, minorities, minors, nutrition, occupations, organ donations, partnership for children, pharmaceuticals, poeli comn., ports, ports authority, president pro tempore, principal fellows comn., principals, professional education, property, proprietary schools, public, public health, public officials, railroad board, railroads, ratified, real estate, real estate comn., retirement, roanoke island assoc. board, rules review comn., rural development, salaries & benefits, stem, science & technology board, marine industrial park authority, secondary education, sheriffs, sheriff's training comn., soil scientists licensing bd., soils, special economic zones, sports, state employees, task forces, taxation, taxes, property, teachers, recreational therapy board, transportation, tribes & tribal government, state health plan, state health plan board, tsers, tsers board, unc, vocational education, on-site wastewater contractors bd., water & sewer systems, well contractors comn., wildlife resources comn., lottery comn., liability, substance abuse, dare county, emergency medical services council, barber examiners board, interpreter licensing board, chaptered, economic investment comm., interpreters & transliterators, funeral service board, brain injury council, license to give trust fund comn., recreational therapy, soil scientists, african-american heritage comn., wells, cash crops, proprietary schools board, chief information officer, rural infrastructure authority, oil & gas comn., marijuana, family issues, athletic trainers, professional educator comn., unc boards of trustees, school of the arts, school of the arts board, teaching fellows comn., innovation council, residential schools, compassionate use board, medical cannabis comn., property tax comn.",0
SB0756,2023_2024,2023-RS,Congressional Districts 2023/CBP-5.,Public,"elections, public, redistricting",0
SB0757,2023_2024,2023-RS,Realign Congressional Districts 2023/CST-4.,Public; Text has changed,"elections, public, ratified, redistricting, chaptered",0
SB0758,2023_2024,2023-RS,"Realign NC Senate Districts 2023/SB758,2 Ed.",Public; Text has changed,"elections, general assembly, public, ratified, redistricting, chaptered",0
SB0759,2023_2024,2023-RS,Watauga County Board of Commissioners/LST-2.,Local; Text has changed,"boards, counties, county commissioners, education, education boards, elections, elementary education, kindergarten, local, local government, political parties, ratified, redistricting, secondary education, anson county, johnston county, watauga county, chaptered, primaries, residency",0
SB0761,2023_2024,2023-RS,Additional General Assembly Appointments.,Public; Text has changed; Uncodified,"appointments, attorneys, authorities, boards, cemeteries, cemetery comn., child care comn., coastal resources, coastal resources comn., colleges & universities, commerce, commissions, community colleges, community colleges board, corporations, nonprofit, councils, courts, criminal justice information bd., cultural resources, day care, deq, dhhs, disabled persons, disciplinary hearing comn., diseases & health disorders, economic development, education, education, state board of, elections, elections, state board of, emergency services, emerging technologies, environment, ethics, fish & wildlife, general assembly, health education, health services, public health comn., heart disease task force, higher education, information technology, infrastructure, judges, judicial standards comn., licensing & certification, magistrates, manufacturing, media, minors, occupations, president pro tempore, professional education, proprietary schools, public, public health, public officials, ratified, real estate, real estate comn., research, stem, school of science & math board, secondary education, session laws, speaker, state bar, task forces, teachers, telecommunications, telephones, television, transportation, transportation board, unc, unc public media board, utilities, utilities comn., vocational education, water & sewer systems, water resources, wildlife resources comn., superior court, chaptered, brain injury council, ethics comn., water infrastructure authority, proprietary schools board, chief information officer, mobile phones & devices, information technology dept., professional educator comn., unc boards of trustees, unc health care, school of science & math, semiquincentennial comn., 911 board, ncinnovation board",0
SB0762,2023_2024,2023-RS,Modify State Board of Elections Authority.,Public,"boards, elections, elections, state board of, public, public officials",0
SB0763,2023_2024,2023-RS,18th Senatorial District Local Act-1.,Local,"blank bill, counties, local, wake county, granville county",0
SB0764,2023_2024,2023-RS,Comm. Coll. Trustee Terms/Region 4.,Local,"appointments, boards, community colleges, counties, local, membership, ratified, session laws, durham county, richmond county, anson county, granville county, person county, vance county, rowan county, chaptered, cabarrus county, community college boards",0
SB0765,2023_2024,2023-RS,GSC Add Member from High Point Law School.,Public,"appointments, colleges & universities, commissions, counties, education, general statutes, general statutes comn., higher education, membership, municipalities, public, guilford county, high point",0
SB0766,2023_2024,2023-RS,Southern Pines/Ordinances Voting Requirements.,Local; Text has changed,"charters, city councils, local, local government, municipalities, session laws, southern pines, local ordinances",0
SB0767,2023_2024,2023-RS,GSC Attorneys' Fees in Debt Instruments.,Public,"attorneys, courts, debtor & creditor, fees, occupations, public, civil actions",0
SB0769,2023_2024,2023-RS,Comm. Coll. Trustee Terms/Region 1.,Local; Text has changed,"appointments, boards, community colleges, counties, local, membership, ratified, halifax county, hertford county, pasquotank county, chowan county, chaptered, northampton county, community college boards",0
SB0770,2023_2024,2023-RS,Town of Andrews Deannexation.,Local; Text has changed; Roll Call,"annexation, counties, local, local government, municipalities, planning & zoning, cherokee county, andrews",0
SB0771,2023_2024,2023-RS,Town of Woodfin Stormwater Fees.,Local,"counties, debtor & creditor, fees, infrastructure, local, municipalities, taxation, utilities, water & sewer systems, buncombe county, tax collection, woodfin",0
SB0772,2023_2024,2023-RS,Comm. Coll. Trustee Terms/Region 3.,Local; Text has changed,"appointments, boards, community colleges, counties, county commissioners, local, local government, membership, ratified, session laws, term lengths & limits, bladen county, pender county, hoke county, chatham county, duplin county, harnett county, pitt county, lenoir county, johnston county, greene county, chaptered, community college boards",0
SB0773,2023_2024,2023-RS,High Point/Conveyance of Real Property.,Local,"charters, city councils, counties, local, local government, municipalities, property, sales & conveyances, session laws, guilford county, high point, property-local government",0
SB0774,2023_2024,2023-RS,Prohibit Crypto-Mining as Authorized Use.,Local,"commerce, counties, industrial location, investments, local, local government, manufacturing, planning & zoning, property, henderson county, rutherford county, polk county, local ordinances, cryptocurrency & nfts",0
SB0775,2023_2024,2023-RS,7th Senatorial District Local Act-1.,Local,"blank bill, counties, local, new hanover county",0
SB0776,2023_2024,2023-RS,Comm. Coll. Trustee Terms/Region 2.,Local; Text has changed,"appointments, boards, community colleges, counties, county commissioners, local, local government, membership, municipalities, ratified, session laws, term lengths & limits, buncombe county, henderson county, clay county, cherokee county, graham county, jackson county, madison county, swain county, davidson county, davie county, macon county, asheville, chaptered, community college boards",0
SB0777,2023_2024,2023-RS,Funds for AMM/Urban Ministries Clinics.,Public; Contains Appropriations; Contains Local Appropriations,"appropriations, budget & management office, budgeting, clinics, corporations, nonprofit, counties, funding, grants, health services, public, religion & religious institutions, wake county",0
SB0778,2023_2024,2023-RS,Funds for NC Reading Service.,Public; Contains Appropriations; Contains Local Appropriations,"appropriations, budget & management office, budgeting, corporations, nonprofit, disabled persons, media, public, radio, social services",0
SB0779,2023_2024,2023-RS,Misd. Domestic Violence/Prohibit Firearms.,Public; Contains Appropriations; Contains Local Appropriations,"appropriations, budgeting, crimes, domestic violence, emergency services, notification, public, weapons, women, public safety dept., family issues",0
SB0780,2023_2024,2023-RS,Fayetteville PWC/Water and Wastewater Funds.,Public; Contains Appropriations; Contains Local Appropriations,"appropriations, budgeting, commissions, counties, environment, hazardous substances, infrastructure, local government, municipalities, pollution, public, utilities, water & sewer systems, cumberland county, fayetteville",0
SB0781,2023_2024,2023-RS,Funds for Fayetteville Public Safety Needs.,Public; Contains Appropriations; Contains Local Appropriations,"appropriations, budget & management office, budgeting, counseling, counties, emergency services, firefighters & firefighting, funding, grants, local government, mental health, municipalities, personnel, public, safety, cumberland county, fayetteville, emergency equipment, government employees, local government employees",0
SB0782,2023_2024,2023-RS,Funds for C.W. Williams Community Health Ctr.,Public; Contains Appropriations; Contains Local Appropriations,"appropriations, budget & management office, budgeting, clinics, counties, funding, grants, health services, public, mecklenburg county",0
SB0783,2023_2024,2023-RS,Funds for Town of Hope Mills.,Public; Contains Appropriations; Contains Local Appropriations,"appropriations, budget & management office, budgeting, capital spending, construction, infrastructure, municipalities, public, roads & highways, transportation, utilities, water & sewer systems, hope mills, construction equipment",0
SB0784,2023_2024,2023-RS,Currituck County/Eminent Domain.,Local,"coastal resources, counties, disasters & emergencies, emergency management, emergency services, eminent domain, erosion, local, local government, property, currituck county, beach erosion",0
SB0785,2023_2024,2023-RS,Zero-Based Budgeting.,Public,"accounting, budget & management office, budgeting, public",0
SB0786,2023_2024,2023-RS,Add Psychiatric Hospitals to Medicaid HASP.,Public; Roll Call,"budgeting, dhhs, health services, hospitals, insurance, health, medicaid, mental health, poverty, psychiatry, public, social services",0
SB0787,2023_2024,2023-RS,Redefine Hospice Facilities/Licensure & CON.,Public; Contains Appropriations; Contains Local Appropriations,"appropriations, budgeting, certificates of need, death & dying, definitions, dhhs, health services, hospices, licenses & permits, public, public health",0
SB0788,2023_2024,2023-RS,Prohibit Prop Bets on College/Amateur Sports.,Public,"colleges & universities, education, gaming, higher education, public, sports",0
SB0789,2023_2024,2023-RS,NC Health Benefits Exchange Implementation.,Public; Contains Appropriations; Contains Local Appropriations,"appropriations, budgeting, council of state, health services, insurance, insurance dept., insurance, health, public, public officials, insurance commissioner",0
SB0790,2023_2024,2023-RS,State Bar Review Committee Recommendations.,Public; Text has changed,"administrative code, administrative rules, attorneys, commissions, disciplinary hearing comn., employment, ethics, licensing & certification, notification, occupations, presented, public, ratified, state bar, records, chaptered",0
SB0791,2023_2024,2023-RS,Study & Abate Ocular Melanoma/Funds.,Public; Contains Appropriations; Contains Local Appropriations; Requests Study,"appropriations, boards, budgeting, cancer, colleges & universities, counties, diseases & health disorders, education, health services, higher education, municipalities, physicians, public, public health, reports, studies, unc, unc board of governors, mecklenburg county, cornelius, huntersville, greenville, pitt county, opthalmology & opthalmologists, policy collaboratory",0
SB0792,2023_2024,2023-RS,Create Public App. for Reporting Threats.,Public; Contains Appropriations; Contains Local Appropriations,"appropriations, budgeting, emergency services, information technology, internet, law enforcement, notification, public, reports, sbi, electronic government, public safety dept., information technology dept.",0
SB0793,2023_2024,2023-RS,Jones ABC Profit Distribution to be Annual.,Local,"alcoholic beverages, boards, counties, local, local government, taxation, jones county, tax distribution, abc boards",0
SB0794,2023_2024,2023-RS,Funds for VSO in Jones County.,Public; Contains Appropriations; Contains Local Appropriations,"appropriations, armed forces, budgeting, counties, local government, personnel, public, social services, veterans, jones county, government employees, local government employees, military affairs dept.",0
SB0795,2023_2024,2023-RS,48th Senatorial District Local Act-1.,Local,"blank bill, counties, local, henderson county, rutherford county, polk county",0
SB0796,2023_2024,2023-RS,Funds for Smithville CommUNITY Coalition.,Public; Contains Appropriations; Contains Local Appropriations,"appropriations, budget & management office, budgeting, buildings, community development, corporations, nonprofit, counties, cultural resources, historic preservation, minorities, municipalities, public, mecklenburg county, cornelius",0
SB0797,2023_2024,2023-RS,Modify the Rate Reduction Triggers.,Public,"budget & management office, budgeting, public, taxation, taxes, individual income",0
SB0798,2023_2024,2023-RS,State Surplus Vehicle Repair.,Public; Contains Appropriations; Contains Local Appropriations,"appropriations, budgeting, colleges & universities, community colleges, community colleges office, education, higher education, motor vehicles, property, public, automotive service & repair, property-state government, surplus property, motor fleet",0
SB0799,2023_2024,2023-RS,Vacancy Filling for Town of Stanley.,Local,"city councils, counties, local, local government, municipalities, public officials, session laws, gaston county, stanley, vacancies",0
SB0800,2023_2024,2023-RS,Comm. Colleges/Mental Health/Tuition Waiver.,Public,"boards, colleges & universities, community colleges, community colleges board, counseling, education, emergency medical services, emergency services, health services, higher education, local government, mental health, personnel, professional education, public, tuition, scholarships & financial aid, government employees, local government employees",0
SB0801,2023_2024,2023-RS,Healthy and Safe Students in Every School.,Public; Contains Appropriations; Contains Local Appropriations,"appropriations, boards, budgeting, education, education boards, elementary education, health services, kindergarten, local government, nurses & nursing, occupations, personnel, public, public health, public instruction dept., secondary education, state employees, substance abuse, government employees, school staff",0
SB0802,2023_2024,2023-RS,C-PACE Program.,Public; Contains Appropriations; Contains Local Appropriations; Text has changed,"appropriations, budgeting, building codes, buildings, commerce, commerce dept., conservation, construction, corporations, for-profit, disasters & emergencies, economic development, emergency management, emergency services, environment, local government, minorities, presented, public, ratified, small business, women, chaptered",0
SB0803,2023_2024,2023-RS,Homes of Hope Adoption Tax Credit.,Public,"adoption, dhhs, minors, public, social services, tax credits, taxation, taxes, individual income, family issues",0
SB0804,2023_2024,2023-RS,Expand Public Need-Based Scholarships.,Public; Contains Appropriations; Contains Local Appropriations,"appropriations, authorities, boards, budgeting, colleges & universities, community colleges, community colleges board, education, education assistance authority, higher education, public, tuition, unc, unc board of governors, scholarships & financial aid",0
SB0805,2023_2024,2023-RS,Make State Employment Great Again.,Public; Contains Appropriations; Contains Local Appropriations,"appropriations, budgeting, cjrs, cost-of-living, disabled persons, education, education, state board of, elementary education, employment, general assembly, judges, lrs, magistrates, personnel, public, public officials, retirement, salaries & benefits, secondary education, state controller, state employees, teachers, tsers, government employees, residential schools",0
SB0806,2023_2024,2023-RS,Community Emergency Response Training.,Public; Contains Appropriations; Contains Local Appropriations,"appropriations, budgeting, community development, disasters & emergencies, emergency management, emergency services, local government, public, public safety dept.",0
SB0807,2023_2024,2023-RS,Livestock Veterinary Care Access/Telemedicine.,Public; Contains Appropriations; Contains Local Appropriations,"agriculture, agriculture dept., animals, appropriations, budgeting, emerging technologies, health services, information technology, internet, livestock & poultry, public, reports, telecommunications, veterinary medicine, telemedicine",0
SB0808,2023_2024,2023-RS,Right to Use Contraception Act.,Public; Contains Appropriations; Contains Local Appropriations,"appropriations, budgeting, dhhs, family planning, health services, public, public health, family issues",0
SB0809,2023_2024,2023-RS,Expand Workforce Housing.,Public; Contains Appropriations; Contains Local Appropriations,"appropriations, budgeting, council of state, funds & accounts, housing, housing finance agency, property, public, public officials, real estate, state treasurer, taxation, taxes, excise, housing trust fund",0
SB0810,2023_2024,2023-RS,Homebuyer Fairness & Protection Act.,Public; Contains Appropriations; Contains Local Appropriations,"appropriations, budget & management office, budgeting, commerce, consumer protection, corporations, nonprofit, property, public, real estate",0
SB0811,2023_2024,2023-RS,Age with Dignity Act (Caregiver Tax Credit).,Public,"aging, public, tax credits, taxation, taxes, individual income, family issues",0
SB0812,2023_2024,2023-RS,Student Tax Reduction (STAR) Act.,Public; Contains Appropriations; Contains Local Appropriations,"education, financial services, higher education, loans, public, tax deductions, taxation, taxes, individual income",0
SB0813,2023_2024,2023-RS,Create Dept. of Housing and Comm. Development.,Public; Contains Appropriations; Contains Local Appropriations,"appointments, appropriations, boards, budgeting, community development, council of state, general assembly, governor, housing, membership, president pro tempore, public, public officials, speaker, housing dept., housing board",0
SB0814,2023_2024,2023-RS,Healthy Students - A Nurse in Every School.,Public; Contains Appropriations; Contains Local Appropriations,"boards, charter schools, disabled persons, education, education, state board of, elementary education, health services, nurses & nursing, occupations, public, secondary education, residential schools",0
SB0815,2023_2024,2023-RS,NC Paid Family Insurance Act.,Public,"commerce, commerce dept., funds & accounts, insurance, public, salaries & benefits, leave, family issues",0
SB0816,2023_2024,2023-RS,Reenact Earned Income Tax Credit.,Public,"public, tax credits, tax refunds, taxation, taxes, individual income",0
SB0817,2023_2024,2023-RS,Restore Educator Longevity.,Public; Contains Appropriations; Contains Local Appropriations,"appropriations, budgeting, education, elementary education, employment, occupations, personnel, public, public instruction dept., salaries & benefits, secondary education, state employees, teachers, government employees",0
SB0818,2023_2024,2023-RS,Restore Master's Pay for Teachers & ISP.,Public; Contains Appropriations; Contains Local Appropriations,"appropriations, budgeting, education, elementary education, employment, occupations, personnel, professional education, public, public instruction dept., salaries & benefits, secondary education, state employees, teachers, government employees",0
SB0819,2023_2024,2023-RS,School Psychologist Omnibus.,Public; Contains Appropriations; Contains Local Appropriations,"appropriations, boards, budgeting, colleges & universities, education, elementary education, employment, health services, higher education, internet, internships, mental health, personnel, psychology, public, public instruction dept., distance education, salaries & benefits, secondary education, state employees, telecommunications, teleservices, unc, unc board of governors, government employees, school staff",0
SB0820,2023_2024,2023-RS,School Workers Fair Pay Act.,Public; Contains Appropriations; Contains Local Appropriations,"appropriations, boards, budgeting, education, education boards, elementary education, employment, kindergarten, local government, minimum wage, personnel, public, public instruction dept., salaries & benefits, secondary education, state employees, government employees, school staff",0
SB0821,2023_2024,2023-RS,Train Infrastructure Acceleration Act.,Public; Contains Appropriations; Contains Local Appropriations,"appropriations, budgeting, infrastructure, public, railroads, reports, transportation, transportation dept.",0
SB0822,2023_2024,2023-RS,Child Care Omnibus.,Public; Contains Appropriations; Contains Local Appropriations,"appropriations, budgeting, day care, dhhs, education, elementary education, employment, funds & accounts, kindergarten, minors, personnel, public, reporting, social services, tax deductions, taxation, taxes, individual income, early childhood education",0
SB0823,2023_2024,2023-RS,Kellin Foundation Hope Hub Funds.,Public; Contains Appropriations; Contains Local Appropriations,"appropriations, budget & management office, budgeting, clinics, corporations, nonprofit, health services, office automation, public",0
SB0824,2023_2024,2023-RS,Guilford County Schools Misc. Funding.,Public; Contains Appropriations; Contains Local Appropriations,"appropriations, boards, budgeting, counties, education, education boards, elementary education, funding, grants, kindergarten, local government, personnel, public, public instruction dept., safety, safety equipment, stem, secondary education, state employees, guilford county, government employees, school staff",0
SB0825,2023_2024,2023-RS,Go Big for Early Childhood Education.,Public; Contains Appropriations; Contains Local Appropriations,"appropriations, budgeting, dhhs, education, elementary education, kindergarten, minors, occupations, public, state employees, tax credits, taxation, taxes, individual income, teachers, early childhood education, government employees",0
SB0826,2023_2024,2023-RS,School Mental Health Support Act.,Public; Contains Appropriations; Contains Local Appropriations,"appropriations, authorities, boards, budgeting, colleges & universities, education, education assistance authority, education boards, elementary education, financial services, health services, higher education, kindergarten, loans, local government, mental health, occupations, personnel, psychology, public, public instruction dept., secondary education, social services, social workers, state employees, tuition, unc, unc board of governors, scholarships & financial aid, government employees, school staff",0
SB0827,2023_2024,2023-RS,Homes for Heroes.,Public; Contains Appropriations; Contains Local Appropriations,"appropriations, armed forces, budgeting, counties, education, emergency medical services, emergency services, financial services, funds & accounts, health services, housing, housing finance agency, law enforcement, loans, local government, mortgages, occupations, personnel, public, real estate, sheriffs, state employees, tax credits, taxation, taxes, individual income, teachers, veterans, volunteers, government employees",0
SB0828,2023_2024,2023-RS,Child Protection & Deepfake Prohibition Act.,Public; Contains Appropriations; Contains Local Appropriations,"appropriations, budgeting, computers, crimes, emergency services, emerging technologies, information technology, minors, obscenity, photography, public, stem, public safety dept.",0
SB0829,2023_2024,2023-RS,Bright Beginnings Child Care Access/Supp. Act.,Public; Uncodified,"day care, fees, funds & accounts, minors, public, session laws, social services, family issues",0
SB0830,2023_2024,2023-RS,Young Families Investment Act.,Public; Contains Appropriations; Contains Local Appropriations; Requests Study,"apprenticeships, appropriations, budgeting, corporations, nonprofit, day care, dhhs, employment, minors, partnership for children, pilot programs, public, reporting, session laws, social services, family issues",0
SB0831,2023_2024,2023-RS,Menstrual Products Sales Tax Exemption.,Public,"commerce, lgbtq & gender issues, public, retailing, tax exemptions, taxation, taxes, sales & use, women",0
SB0832,2023_2024,2023-RS,2024 Safe Drinking Water Act.,Public; Uncodified,"appropriations, budgeting, commissions, dhhs, environment, environmental health, hazardous substances, public health comn., pollution, public, public health, water resources",0
SB0833,2023_2024,2023-RS,Main Street Resilience Act.,Public,"corporations, for-profit, corporations, nonprofit, public, tax deductions, taxation, taxes, corporate income, taxes, individual income",0
SB0834,2023_2024,2023-RS,Invasive Species Control and Prevention.,Public; Contains Appropriations; Contains Local Appropriations,"administrative code, administrative rules, animals, appropriations, budgeting, commissions, conservation, environment, fish & wildlife, public, wildlife resources comn.",0
SB0835,2023_2024,2023-RS,Protect Whistleblower LEOs from Retaliation.,Public; Contains Appropriations; Contains Local Appropriations,"appropriations, budgeting, cje & training standards comn., commissions, crimes, emergency services, justice dept., law enforcement, law enforcement officers, personnel, public, sheriffs, sheriff's training comn., whistleblowers",0
SB0836,2023_2024,2023-RS,NC State Highway Patrol Retention Act.,Public; Contains Appropriations; Contains Local Appropriations,"emergency services, employment, law enforcement, law enforcement officers, personnel, public, salaries & benefits, highway patrol, public safety dept.",0
SB0837,2023_2024,2023-RS,Mental Health Support for Military Veterans.,Public; Contains Appropriations; Contains Local Appropriations,"appropriations, armed forces, budgeting, counseling, death & dying, dhhs, employment, health services, mental health, personnel, public, veterans, suicide, military affairs dept.",0
SB0838,2023_2024,2023-RS,MOMnibus 2.5.,Public; Contains Appropriations; Contains Local Appropriations,"appropriations, budgeting, clinics, death & dying, dhhs, education, health services, hospitals, mental health, nurses & nursing, occupations, physicians, pregnancy, professional education, psychiatry, psychology, public, public health, social services, social workers, women, family issues",0
SB0839,2023_2024,2023-RS,State Employees/Give Leave for Pregnancy Loss.,Public; Contains Appropriations; Contains Local Appropriations,"appropriations, budgeting, commissions, employment, personnel, pregnancy, public, public health, salaries & benefits, state employees, women, government employees, leave, family issues, human resources comn.",0
