bill_number,session,chamber,action_date,action,journal_page,action_note,chamber_order
HF1479,2023_RS,House,2023-02-08,"Introduction and first reading, referred to Children and Families Finance and Policy",734,Intro,1
HF1479,2023_RS,House,2023-03-01,Author added Baker,1207,,2
HF1479,2023_RS,House,2023-03-30,"Author added Nelson, N.",2549,,3
HF1478,2023_RS,House,2023-02-08,"Introduction and first reading, referred to Children and Families Finance and Policy",733,Intro,1
HF1478,2023_RS,House,2023-02-16,Author added Hicks,960,,2
HF1477,2023_RS,House,2023-02-08,"Introduction and first reading, referred to Agriculture Finance and Policy",733,Intro,1
HF1476,2023_RS,House,2023-02-08,"Introduction and first reading, referred to Transportation Finance and Policy",733,Intro,1
HF1475,2023_RS,House,2023-02-08,"Introduction and first reading, referred to Agriculture Finance and Policy",733,Intro,1
HF1474,2023_RS,House,2023-02-08,"Introduction and first reading, referred to Agriculture Finance and Policy",733,Intro,1
HF1473,2023_RS,House,2023-02-08,"Introduction and first reading, referred to Agriculture Finance and Policy",733,Intro,1
HF1472,2023_RS,House,2023-02-08,"Introduction and first reading, referred to Housing Finance and Policy",732,Intro,1
HF1471,2023_RS,House,2023-02-08,"Introduction and first reading, referred to Taxes",732,Intro,1
HF1471,2023_RS,House,2023-03-13,Referred by Chair to Property Tax Division,,,2
HF1471,2023_RS,House,2024-03-07,Author added Davids,11709,,3
HF1471,2023_RS,House,2024-04-04,Author added Wolgamott,13039,,4
HF1470,2023_RS,House,2023-02-08,"Introduction and first reading, referred to Capital Investment",732,Intro,1
HF1470,2023_RS,House,2023-02-13,Author added Heintzeman,850,,2
HF1470,2023_RS,House,2023-02-15,Authors added Lislegard and Skraba,893,,3
HF1469,2023_RS,House,2023-02-08,"Introduction and first reading, referred to Capital Investment",732,Intro,1
HF1468,2023_RS,House,2023-02-08,"Introduction and first reading, referred to State and Local Government Finance and Policy",732,Intro,1
HF1467,2023_RS,House,2023-02-08,"Introduction and first reading, referred to Environment and Natural Resources Finance and Policy",732,Intro,1
HF1466,2023_RS,House,2023-02-08,"Introduction and first reading, referred to Human Services Policy",731,Intro,1
HF1466,2023_RS,House,2023-02-28,Authors added Curran; Edelson,1182,,2
HF1466,2023_RS,House,2023-03-01,"Committee report, to adopt and re-refer to Human Services Finance",1195,,3
HF1465,2023_RS,House,2023-02-08,"Introduction and first reading, referred to Health Finance and Policy",731,Intro,1
HF1464,2023_RS,House,2023-02-08,"Introduction and first reading, referred to Capital Investment",731,Intro,1
HF1463,2023_RS,House,2023-02-08,"Introduction and first reading, referred to Taxes",731,Intro,1
HF1463,2023_RS,House,2023-03-13,Referred by Chair to Property Tax Division,,,2
HF1462,2023_RS,House,2023-02-08,"Introduction and first reading, referred to Public Safety Finance and Policy",731,Intro,1
HF1462,2023_RS,House,2023-02-13,Author added Norris,850,,2
HF1462,2023_RS,House,2023-02-27,"Committee report, to adopt",1124,,3
HF1462,2023_RS,House,2023-02-27,Second reading,1138,,4
HF1462,2023_RS,House,2023-02-27,"Authors added Becker-Finn, Huot, and Rehm",1161,,5
HF1462,2023_RS,House,2023-03-20,Author added Curran,2070,,6
HF1462,2023_RS,House,2023-03-20,"House rule 4.20, interim disposition of bills, returned to Public Safety Finance and Policy",11121,,7
HF1462,2023_RS,House,2023-03-20,"See Chapter 52, Article 11, Section 31",,,8
HF1461,2023_RS,House,2023-02-08,"Introduction and first reading, referred to State and Local Government Finance and Policy",731,Intro,1
HF1460,2023_RS,House,2023-02-08,"Introduction and first reading, referred to Capital Investment",730,Intro,1
HF1459,2023_RS,House,2023-02-08,"Introduction and first reading, referred to Judiciary Finance and Civil Law",730,Intro,1
HF1459,2023_RS,House,2023-03-13,"Committee report, to adopt as amended and re-refer to Commerce Finance and Policy",1637a,,2
HF1459,2023_RS,House,2023-03-22,"Committee report, to adopt as amended",2079a,,3
HF1459,2023_RS,House,2023-03-22,Second reading,2110,,4
HF1459,2023_RS,House,2023-03-22,"House rule 4.20, interim disposition of bills, returned to Commerce Finance and Policy",11120,,5
HF1458,2023_RS,House,2023-02-08,"Introduction and first reading, referred to Taxes",730,Intro,1
HF1458,2023_RS,House,2023-03-13,Referred by Chair to Property Tax Division,,,2
HF1457,2023_RS,House,2023-02-08,"Introduction and first reading, referred to Education Finance",730,Intro,1
HF1457,2023_RS,House,2023-02-27,Author added Clardy,1161,,2
HF1456,2023_RS,House,2023-02-08,"Introduction and first reading, referred to Capital Investment",730,Intro,1
HF1455,2023_RS,House,2023-02-08,"Introduction and first reading, referred to Public Safety Finance and Policy",730,Intro,1
HF1455,2023_RS,House,2023-02-28,Author added Knudsen,1182,,2
HF1455,2023_RS,House,2023-03-01,Author added Neu Brindley,1207,,3
HF1454,2023_RS,House,2023-02-08,"Introduction and first reading, referred to Public Safety Finance and Policy",729,Intro,1
HF1453,2023_RS,House,2023-02-08,"Introduction and first reading, referred to Commerce Finance and Policy",729,Intro,1
HF1453,2023_RS,House,2023-02-09,Author added Myers,801,,2
HF1452,2023_RS,House,2023-02-08,"Introduction and first reading, referred to Judiciary Finance and Civil Law",729,Intro,1
HF1451,2023_RS,House,2023-02-08,"Introduction and first reading, referred to Taxes",729,Intro,1
HF1451,2023_RS,House,2023-02-09,Author added Tabke,801,,2
HF1451,2023_RS,House,2023-02-15,Author added Pfarr,892,,3
HF1450,2023_RS,House,2023-02-08,"Introduction and first reading, referred to Public Safety Finance and Policy",729,Intro,1
HF1450,2023_RS,House,2023-03-13,Author added Knudsen,1683,,2
HF1449,2023_RS,House,2023-02-08,"Introduction and first reading, referred to Judiciary Finance and Civil Law",729,Intro,1
HF1448,2023_RS,House,2023-02-08,"Introduction and first reading, referred to Taxes",728,Intro,1
HF1448,2023_RS,House,2023-02-09,Author added Petersburg,801,,2
HF1447,2023_RS,House,2023-02-08,"Introduction and first reading, referred to Health Finance and Policy",728,Intro,1
HF1446,2023_RS,House,2023-02-08,"Introduction and first reading, referred to Capital Investment",728,Intro,1
HF1445,2023_RS,House,2023-02-08,"Introduction and first reading, referred to Public Safety Finance and Policy",728,Intro,1
HF1444,2023_RS,House,2023-02-08,"Introduction and first reading, referred to Transportation Finance and Policy",728,Intro,1
HF1443,2023_RS,House,2023-02-08,"Introduction and first reading, referred to Capital Investment",728,Intro,1
HF1442,2023_RS,House,2023-02-08,"Introduction and first reading, referred to Transportation Finance and Policy",727,Intro,1
HF1441,2023_RS,House,2023-02-08,"Introduction and first reading, referred to Agriculture Finance and Policy",727,Intro,1
HF1440,2023_RS,House,2023-02-08,"Introduction and first reading, referred to Housing Finance and Policy",727,Intro,1
HF1440,2023_RS,House,2023-02-13,Author added Kraft,850,,2
HF1440,2023_RS,House,2023-02-27,"Committee report, to adopt as amended and re-refer to Ways and Means",1123a,,3
HF1440,2023_RS,House,2023-03-08,"Committee report, to adopt as amended",1436a,,4
HF1440,2023_RS,House,2023-03-08,Second reading,1450,,5
HF1440,2023_RS,House,2023-03-15,"House rule 1.21, placed on Calendar for the Day Thursday, March 16, 2023",1869,,6
HF1440,2023_RS,House,2023-03-16,Amended,1997a,,7
HF1440,2023_RS,House,2023-03-16,Third reading as amended,1997,,8
HF1440,2023_RS,House,2023-03-16,Bill was passed as amended,1997," vote: 73-50
",9
HF1440,2023_RS,House,2023-03-27,Returned from Senate,2391,,10
HF1440,2023_RS,House,2023-03-30,Presented to Governor,,,11
HF1440,2023_RS,House,2023-03-30,Governor approval,3736,,12
HF1440,2023_RS,House,2023-03-30,"Secretary of State, Filed",3736,,13
HF1440,2023_RS,House,2023-03-30,Chapter number 20,,,14
HF1440,2023_RS,Senate,2023-03-20,Received from House,1973,,1
HF1440,2023_RS,Senate,2023-03-20,Introduction and first reading,1973,,2
HF1440,2023_RS,Senate,2023-03-20,"Referred to Rules and Administration for comparison with SF1367, now on General Orders",,,3
HF1440,2023_RS,Senate,2023-03-22,Comm report: Subst. for SF on General Orders SF1367,2177,,4
HF1440,2023_RS,Senate,2023-03-22,Second reading,2199,,5
HF1440,2023_RS,Senate,2023-03-27,Special Order,2729,,6
HF1440,2023_RS,Senate,2023-03-27,Third reading Passed,2730, vote: 42-21 ,7
HF1440,2023_RS,Senate,2023-03-30,Presentment date,,,8
HF1440,2023_RS,Senate,2023-03-30,Governor's action Approval,,,9
HF1440,2023_RS,Senate,2023-03-30,Secretary of State Chapter 20,4261,,10
HF1440,2023_RS,Senate,2023-04-01,Effective date,,,11
HF1439,2023_RS,House,2023-02-08,"Introduction and first reading, referred to Taxes",727,Intro,1
HF1438,2023_RS,House,2023-02-08,"Introduction and first reading, referred to Transportation Finance and Policy",727,Intro,1
HF1437,2023_RS,House,2023-02-08,"Introduction and first reading, referred to Public Safety Finance and Policy",727,Intro,1
HF1437,2023_RS,House,2023-02-15,"Authors added Becker-Finn, Curran, Frazier, Pinto, and Feist",892,,2
HF1437,2023_RS,House,2023-03-20,Author added Liebling,2070,,3
HF1437,2023_RS,House,2023-03-20,"See Chapter 52, Article 2, Section 3(s)",,,4
HF1436,2023_RS,House,2023-02-08,"Introduction and first reading, referred to Human Services Policy",726,Intro,1
HF1436,2023_RS,House,2023-02-13,Author added Norris,850,,2
HF1436,2023_RS,House,2023-02-27,Author added Sencer-Mura,1161,,3
HF1436,2023_RS,House,2023-03-08,"Committee report, to adopt as amended and re-refer to Human Services Finance",1434a,,4
HF1436,2023_RS,House,2023-03-16,Author added Zeleznikar,2000,,5
HF1436,2023_RS,House,2023-03-20,"Committee report, to adopt and re-refer to Health Finance and Policy",2020,,6
HF1435,2023_RS,House,2023-02-08,"Introduction and first reading, referred to Higher Education Finance and Policy",726,Intro,1
HF1434,2023_RS,House,2023-02-08,"Introduction and first reading, referred to Human Services Policy",726,Intro,1
HF1434,2023_RS,House,2023-02-13,Authors added Norris; Kraft; Long,850,,2
HF1434,2023_RS,House,2023-02-15,"Authors added Keeler, Moller, Becker-Finn, Koegel, and Pryor",892,,3
HF1434,2023_RS,House,2023-02-16,"Authors added Backer, Newton, and Freiberg",960,,4
HF1434,2023_RS,House,2023-02-20,Authors added Coulter and Rehm,1023,,5
HF1434,2023_RS,House,2023-02-27,Author added Hemmingsen-Jaeger,1161,,6
HF1434,2023_RS,House,2023-03-02,Authors added Curran and Hicks,1271,,7
HF1434,2023_RS,House,2023-03-06,"Committee report, to adopt as amended and re-refer to Human Services Finance",1319a,,8
HF1434,2023_RS,House,2023-03-06,Author added Pursell,1391,,9
HF1434,2023_RS,House,2023-03-13,"Author added Hansen, R.",1683,,10
HF1433,2023_RS,House,2023-02-08,"Introduction and first reading, referred to Judiciary Finance and Civil Law",726,Intro,1
HF1432,2023_RS,House,2023-02-08,"Introduction and first reading, referred to Commerce Finance and Policy",726,Intro,1
HF1432,2023_RS,House,2023-02-15,Author added Jordan,892,,2
HF1432,2023_RS,House,2023-02-27,Author added Youakim,1161,,3
HF1431,2023_RS,House,2023-02-08,"Introduction and first reading, referred to Agriculture Finance and Policy",726,Intro,1
HF1430,2023_RS,House,2023-02-08,"Introduction and first reading, referred to State and Local Government Finance and Policy",725,Intro,1
HF1429,2023_RS,House,2023-02-08,"Introduction and first reading, referred to Health Finance and Policy",725,Intro,1
HF1429,2023_RS,House,2023-03-09,Author added Finke,1524,,2
HF1429,2023_RS,House,2023-03-15,Author added Myers,1870,,3
HF1429,2023_RS,House,2023-03-16,Author added Hemmingsen-Jaeger,2000,,4
HF1429,2023_RS,House,2024-02-22,Author added Baker,11404,,5
HF1429,2023_RS,House,2024-02-26,Authors added Backer and Frazier,11473,,6
HF1429,2023_RS,House,2024-02-28,Author added Perryman,11504,,7
HF1428,2023_RS,House,2023-02-08,"Introduction and first reading, referred to Transportation Finance and Policy",725,Intro,1
HF1428,2023_RS,House,2023-02-09,Author added Robbins,801,,2
HF1427,2023_RS,House,2023-02-08,"Introduction and first reading, referred to Taxes",725,Intro,1
HF1427,2023_RS,House,2023-02-13,Referred by Chair to Property Tax Division,,,2
HF1427,2023_RS,House,2023-02-15,Author added Davis,892,,3
HF1427,2023_RS,House,2023-03-27,Author added Backer,2397,,4
HF1426,2023_RS,House,2023-02-08,"Introduction and first reading, referred to Labor and Industry Finance and Policy",725,Intro,1
HF1425,2023_RS,House,2023-02-08,"Introduction and first reading, referred to Capital Investment",725,Intro,1
HF1424,2023_RS,House,2023-02-08,"Introduction and first reading, referred to Environment and Natural Resources Finance and Policy",724,Intro,1
HF1424,2023_RS,House,2023-02-15,Author added Jordan,892,,2
HF1424,2023_RS,House,2023-02-27,"Author added Lee, F.",1161,,3
HF1423,2023_RS,House,2023-02-08,"Introduction and first reading, referred to Environment and Natural Resources Finance and Policy",724,Intro,1
HF1423,2023_RS,House,2023-02-15,Authors added Jordan and Lillie,892,,2
HF1423,2023_RS,House,2023-02-20,Author added Brand,1023,,3
HF1422,2023_RS,House,2023-02-08,"Introduction and first reading, referred to Taxes",724,Intro,1
HF1422,2023_RS,House,2023-02-09,Author added Tabke,801,,2
HF1422,2023_RS,House,2023-02-13,Referred by Chair to Property Tax Division,,,3
HF1422,2023_RS,House,2023-02-13,Author added Norris,850,,4
HF1422,2023_RS,House,2023-02-16,Author added Coulter,960,,5
HF1421,2023_RS,House,2023-02-08,"Introduction and first reading, referred to Environment and Natural Resources Finance and Policy",724,Intro,1
HF1421,2023_RS,House,2023-02-27,"Committee report, to adopt as amended and re-refer to Climate and Energy Finance and Policy",1122a,,2
HF1421,2023_RS,House,2023-02-27,"Author added Lee, F.",1161,,3
HF1420,2023_RS,House,2023-02-08,"Introduction and first reading, referred to Taxes",724,Intro,1
HF1419,2023_RS,House,2023-02-08,"Introduction and first reading, referred to Housing Finance and Policy",724,Intro,1
HF1419,2023_RS,House,2023-03-06,"Committee report, to adopt and re-refer to Taxes",1319,,2
HF1418,2023_RS,House,2023-02-08,"Introduction and first reading, referred to State and Local Government Finance and Policy",723,Intro,1
HF1417,2023_RS,House,2023-02-08,"Introduction and first reading, referred to Public Safety Finance and Policy",723,Intro,1
HF1417,2023_RS,House,2023-03-13,Author added Knudsen,1683,,2
HF1416,2023_RS,House,2023-02-08,"Introduction and first reading, referred to Human Services Policy",723,Intro,1
HF1416,2023_RS,House,2023-02-21,"Committee report, to adopt and re-refer to Human Services Finance",1028,,2
HF1415,2023_RS,House,2023-02-08,"Introduction and first reading, referred to Public Safety Finance and Policy",723,Intro,1
HF1415,2023_RS,House,2023-02-13,Author added Frazier,850,,2
HF1415,2023_RS,House,2023-02-13,"See Chapter 52, Article 2, Section 3(q)",,,3
HF1414,2023_RS,House,2023-02-08,"Introduction and first reading, referred to Judiciary Finance and Civil Law",723,Intro,1
HF1414,2023_RS,House,2023-03-01,"Committee report, to adopt and re-refer to Ways and Means",1195,,2
HF1413,2023_RS,House,2023-02-08,"Introduction and first reading, referred to Capital Investment",723,Intro,1
HF1412,2023_RS,House,2023-02-08,"Introduction and first reading, referred to Housing Finance and Policy",722,Intro,1
HF1412,2023_RS,House,2023-02-13,Author added Kraft,850,,2
HF1412,2023_RS,House,2023-03-13,"Committee report, to adopt and re-refer to Ways and Means",1637,,3
HF1411,2023_RS,House,2023-02-08,"Introduction and first reading, referred to Capital Investment",722,Intro,1
HF1410,2023_RS,House,2023-02-08,"Introduction and first reading, referred to Taxes",722,Intro,1
HF1409,2023_RS,House,2023-02-08,"Introduction and first reading, referred to State and Local Government Finance and Policy",722,Intro,1
HF1409,2023_RS,House,2023-03-06,Author added Rehm,1391,,2
HF1408,2023_RS,House,2023-02-08,"Introduction and first reading, referred to Legacy Finance",722,Intro,1
HF1408,2023_RS,House,2023-03-06,Author added Rehm,1391,,2
HF1407,2023_RS,House,2023-02-08,"Introduction and first reading, referred to Education Finance",722,Intro,1
HF1407,2023_RS,House,2023-02-13,Author added Hemmingsen-Jaeger,850,,2
HF1407,2023_RS,House,2023-03-01,Author added Clardy,1207,,3
HF1406,2023_RS,House,2023-02-08,"Introduction and first reading, referred to Public Safety Finance and Policy",721,Intro,1
HF1406,2023_RS,House,2023-02-09,Authors added Tabke; Moller,801,,2
HF1406,2023_RS,House,2023-02-15,Authors added Becker-Finn and Feist,892,,3
HF1406,2023_RS,House,2023-03-02,"Committee report, to adopt and re-refer to Judiciary Finance and Civil Law",1215,,4
HF1406,2023_RS,House,2023-03-02,Author added Her,1271,,5
HF1406,2023_RS,House,2023-03-06,Author added Smith,1391,,6
HF1406,2023_RS,House,2023-03-27,"Committee report, to adopt and re-refer to Ways and Means",2296,,7
HF1406,2023_RS,House,2023-03-27,"See Chapter 52, Article 2, Section 6(o) and Article 4, Section 3, 23, 24",,,8
HF1405,2023_RS,House,2023-02-08,"Introduction and first reading, referred to Commerce Finance and Policy",721,Intro,1
HF1405,2023_RS,House,2023-02-27,"Author added Olson, L.",1161,,2
HF1405,2023_RS,House,2024-02-22,Author added Zeleznikar,11404,,3
HF1404,2023_RS,House,2023-02-08,"Introduction and first reading, referred to Higher Education Finance and Policy",721,Intro,1
HF1403,2023_RS,House,2023-02-08,"Introduction and first reading, referred to Human Services Policy",720,Intro,1
HF1403,2023_RS,House,2023-03-13,"Committee report, to adopt as amended",1586a,,2
HF1403,2023_RS,House,2023-03-13,Second reading,1673,,3
HF1403,2023_RS,House,2023-04-21,"House rule 1.21, placed on Calendar for the Day Tuesday, April 25, 2023",6368,,4
HF1403,2023_RS,House,2023-04-21,Author added Curran,6374,,5
HF1403,2023_RS,House,2023-04-25,Amended,7013a,,6
HF1403,2023_RS,House,2023-04-25,Third reading as amended,7034,,7
HF1403,2023_RS,House,2023-04-25,Bill was passed as amended,7034," vote: 115-10
",8
HF1403,2023_RS,House,2023-05-12,"House rule 1.15 (c), message requesting concurrence received",7585,,9
HF1403,2023_RS,House,2023-05-15,Returned from Senate with amendment,7640,,10
HF1403,2023_RS,House,2023-05-15,Motion to concur with Senate amendments,7640,,11
HF1403,2023_RS,House,2023-05-15,Motion prevailed,7640,,12
HF1403,2023_RS,House,2023-05-15,Third reading as amended by the Senate,7640,,13
HF1403,2023_RS,House,2023-05-15,Bill was repassed as amended by the Senate,7641," vote: 132-0
",14
HF1403,2023_RS,House,2023-05-23,Presented to Governor,,,15
HF1403,2023_RS,House,2023-05-24,Governor approval,11113,,16
HF1403,2023_RS,House,2023-05-24,"Secretary of State, Filed",11115,,17
HF1403,2023_RS,House,2023-05-24,Chapter number 50,,,18
HF1403,2023_RS,Senate,2023-04-26,Received from House,6081,,1
HF1403,2023_RS,Senate,2023-04-26,Introduction and first reading,6081,,2
HF1403,2023_RS,Senate,2023-04-26,"Referred to Rules and Administration for comparison with SF2818, now on General Orders",,,3
HF1403,2023_RS,Senate,2023-04-27,"Comm report: Rule 45-amend, subst. General Orders SF2818",6535a,,4
HF1403,2023_RS,Senate,2023-04-27,Second reading,6536,,5
HF1403,2023_RS,Senate,2023-05-12,Special Order: Rule 45 amendment stricken,7430,,6
HF1403,2023_RS,Senate,2023-05-12,Amended,7430a,,7
HF1403,2023_RS,Senate,2023-05-12,Third reading Passed,7436, vote: 61-4 ,8
HF1403,2023_RS,Senate,2023-05-23,Presentment date,,,9
HF1403,2023_RS,Senate,2023-05-24,Governor's action Approval,,,10
HF1403,2023_RS,Senate,2023-05-24,Secretary of State Chapter 50,11494,,11
HF1403,2023_RS,Senate,2023-05-24,Effective date Various dates,,,12
HF1402,2023_RS,House,2023-02-08,"Introduction and first reading, referred to Transportation Finance and Policy",720,Intro,1
HF1402,2023_RS,House,2023-03-13,Author added Bakeberg,1683,,2
HF1402,2023_RS,House,2023-03-16,Author added Elkins,2000,,3
HF1402,2023_RS,House,2023-03-20,"Committee report, to adopt and re-refer to State and Local Government Finance and Policy",2020,,4
HF1401,2023_RS,House,2023-02-08,"Introduction and first reading, referred to Agriculture Finance and Policy",720,Intro,1
HF1400,2023_RS,House,2023-02-08,"Introduction and first reading, referred to Taxes",720,Intro,1
HF1399,2023_RS,House,2023-02-08,"Introduction and first reading, referred to Agriculture Finance and Policy",719,Intro,1
HF1398,2023_RS,House,2023-02-08,"Introduction and first reading, referred to Economic Development Finance and Policy",719,Intro,1
HF1398,2023_RS,House,2023-02-13,Author added Kraft,850,,2
HF1398,2023_RS,House,2023-03-06,"Committee report, to adopt and re-refer to Climate and Energy Finance and Policy",1319,,3
HF1398,2023_RS,House,2023-03-06,See SF3035,,,4
HF1397,2023_RS,House,2023-02-08,"Introduction and first reading, referred to Commerce Finance and Policy",719,Intro,1
HF1397,2023_RS,House,2024-03-14,Authors added Kozlowski and Pérez-Vega,11905,,2
HF1397,2023_RS,House,2024-03-18,Authors added Virnig and Hemmingsen-Jaeger,12001,,3
HF1396,2023_RS,House,2023-02-06,"Introduction and first reading, referred to Education Finance",691,Intro,1
HF1396,2023_RS,House,2023-02-08,Author added Hicks,743,,2
HF1396,2023_RS,House,2023-02-13,Authors added Norris; Pursell,850,,3
HF1396,2023_RS,House,2023-02-27,"Committee report, to adopt and re-refer to Taxes",1122,,4
HF1395,2023_RS,House,2023-02-06,"Introduction and first reading, referred to Human Services Finance",691,Intro,1
HF1394,2023_RS,House,2023-02-06,"Introduction and first reading, referred to Environment and Natural Resources Finance and Policy",691,Intro,1
HF1393,2023_RS,House,2023-02-06,"Introduction and first reading, referred to Environment and Natural Resources Finance and Policy",691,Intro,1
HF1392,2023_RS,House,2023-02-06,"Introduction and first reading, referred to Environment and Natural Resources Finance and Policy",691,Intro,1
HF1392,2023_RS,House,2024-02-19,Author added Hemmingsen-Jaeger,11296,,2
HF1391,2023_RS,House,2023-02-06,"Introduction and first reading, referred to Environment and Natural Resources Finance and Policy",690,Intro,1
HF1391,2023_RS,House,2023-02-13,Author added Kraft,849,,2
HF1391,2023_RS,House,2023-04-17,Author added Hemmingsen-Jaeger,5355,,3
HF1390,2023_RS,House,2023-02-06,"Introduction and first reading, referred to Health Finance and Policy",690,Intro,1
HF1390,2023_RS,House,2023-02-08,Author added Hemmingsen-Jaeger,743,,2
HF1390,2023_RS,House,2023-03-01,Author added Hollins,1207,,3
HF1389,2023_RS,House,2023-02-06,"Introduction and first reading, referred to Environment and Natural Resources Finance and Policy",690,Intro,1
HF1389,2023_RS,House,2023-04-17,Author added Hemmingsen-Jaeger,5355,,2
HF1388,2023_RS,House,2023-02-06,"Introduction and first reading, referred to Environment and Natural Resources Finance and Policy",690,Intro,1
HF1387,2023_RS,House,2023-02-06,"Introduction and first reading, referred to Agriculture Finance and Policy",690,Intro,1
HF1386,2023_RS,House,2023-02-06,"Introduction and first reading, referred to Climate and Energy Finance and Policy",689,Intro,1
HF1386,2023_RS,House,2023-02-28,"Committee report, to adopt as amended and re-refer to Environment and Natural Resources Finance and Policy",1168a,,2
HF1386,2023_RS,House,2023-03-13,Author added Xiong,1683,,3
HF1385,2023_RS,House,2023-02-06,"Introduction and first reading, referred to Human Services Finance",689,Intro,1
HF1385,2023_RS,House,2023-02-09,Author added Norris,801,,2
HF1385,2023_RS,House,2023-02-16,Author added Hicks,960,,3
HF1385,2023_RS,House,2023-02-20,"Motion to recall and re-refer, motion prevailed Children and Families Finance and Policy",1026,,4
HF1384,2023_RS,House,2023-02-06,"Introduction and first reading, referred to Human Services Policy",689,Intro,1
HF1384,2023_RS,House,2023-02-27,Author added Bierman,1161,,2
HF1384,2023_RS,House,2023-03-01,"Committee report, to adopt as amended and re-refer to Human Services Finance",1192a,,3
HF1383,2023_RS,House,2023-02-06,"Introduction and first reading, referred to Environment and Natural Resources Finance and Policy",689,Intro,1
HF1383,2023_RS,House,2023-02-08,Author added Schultz,742,,2
HF1383,2023_RS,House,2023-02-13,Authors added Burkel; Niska,849,,3
HF1383,2023_RS,House,2023-03-08,Author added Knudsen,1465,,4
HF1382,2023_RS,House,2023-02-06,"Introduction and first reading, referred to Elections Finance and Policy",689,Intro,1
HF1382,2023_RS,House,2023-02-08,Author added Schultz,742,,2
HF1381,2023_RS,House,2023-02-06,"Introduction and first reading, referred to Health Finance and Policy",688,Intro,1
HF1380,2023_RS,House,2023-02-06,"Introduction and first reading, referred to Health Finance and Policy",688,Intro,1
HF1380,2023_RS,House,2023-02-08,Author added Schultz,742,,2
HF1380,2023_RS,House,2023-02-27,Authors added Hudson and Zeleznikar,1161,,3
HF1379,2023_RS,House,2023-02-06,"Introduction and first reading, referred to Taxes",688,Intro,1
HF1379,2023_RS,House,2023-02-08,Author added Becker-Finn,742,,2
HF1379,2023_RS,House,2023-03-01,Author added Hollins,1207,,3
HF1378,2023_RS,House,2023-02-06,"Introduction and first reading, referred to Transportation Finance and Policy",688,Intro,1
HF1377,2023_RS,House,2023-02-06,"Introduction and first reading, referred to Taxes",688,Intro,1
HF1377,2023_RS,House,2023-02-06,Referred by Chair to Property Tax Division,,,2
HF1377,2023_RS,House,2023-02-08,Author added Tabke,742,,3
HF1377,2023_RS,House,2023-02-27,Author added Zeleznikar,1161,,4
HF1377,2023_RS,House,2023-03-01,Author added Hollins,1207,,5
HF1377,2023_RS,House,2023-03-24,"Division action, to adopt as amended and return to Taxes",,,6
HF1377,2023_RS,House,2023-03-30,Author added Skraba,2549,,7
HF1376,2023_RS,House,2023-02-06,"Introduction and first reading, referred to Public Safety Finance and Policy",688,Intro,1
HF1376,2023_RS,House,2023-02-08,Authors added Sencer-Mura and Berg,742,,2
HF1376,2023_RS,House,2023-03-01,Author added Hollins,1207,,3
HF1376,2023_RS,House,2023-03-01,"See Chapter 52, Article 2, Section 11 and Article 5, Sections 24 and 25",,,4
HF1375,2023_RS,House,2023-02-06,"Introduction and first reading, referred to Education Finance",687,Intro,1
HF1374,2023_RS,House,2023-02-06,"Introduction and first reading, referred to Elections Finance and Policy",687,Intro,1
HF1374,2023_RS,House,2023-02-08,Authors added Berg and Pursell,742,,2
HF1374,2023_RS,House,2023-02-13,Author added Kraft,849,,3
HF1374,2023_RS,House,2023-03-01,Author added Hollins,1207,,4
HF1373,2023_RS,House,2023-02-06,"Introduction and first reading, referred to Commerce Finance and Policy",687,Intro,1
HF1373,2023_RS,House,2023-02-08,Author added Schultz,742,,2
HF1373,2023_RS,House,2023-02-13,Authors added Burkel; Niska,849,,3
HF1373,2023_RS,House,2023-02-16,Author added Robbins,960,,4
HF1373,2023_RS,House,2023-02-27,Author added Zeleznikar,1161,,5
HF1373,2023_RS,House,2023-03-08,Author added Knudsen,1465,,6
HF1372,2023_RS,House,2023-02-06,"Introduction and first reading, referred to Taxes",687,Intro,1
HF1372,2023_RS,House,2023-04-21,"Committee report, to adopt",5988,,2
HF1372,2023_RS,House,2023-04-21,Second reading,6364,,3
HF1372,2023_RS,House,2023-04-21,"House rule 4.20, interim disposition of bills, returned to Taxes",11121,,4
HF1371,2023_RS,House,2023-02-06,"Introduction and first reading, referred to Workforce Development Finance and Policy",686,Intro,1
HF1371,2023_RS,House,2023-02-08,Author added Berg,742,,2
HF1371,2023_RS,House,2023-03-01,Author added Hollins,1207,,3
HF1371,2023_RS,House,2023-03-27,Author added Frazier,2397,,4
HF1371,2023_RS,House,2023-03-27,See SF3035,,,5
HF1370,2023_RS,House,2023-02-06,"Introduction and first reading, referred to Elections Finance and Policy",686,Intro,1
HF1370,2023_RS,House,2023-02-20,"Committee report, to adopt and re-refer to Judiciary Finance and Civil Law",986,,2
HF1370,2023_RS,House,2023-02-20,Author added Greenman,1023,,3
HF1370,2023_RS,House,2023-03-01,Author added Hollins,1207,,4
HF1370,2023_RS,House,2023-03-06,"Committee report, to adopt as amended and re-refer to Public Safety Finance and Policy",1318a,,5
HF1370,2023_RS,House,2023-03-08,Author added Bahner,1465,,6
HF1370,2023_RS,House,2023-03-09,Author added Hudson,1524,,7
HF1370,2023_RS,House,2023-03-15,"Committee report, to adopt as amended",1837a,,8
HF1370,2023_RS,House,2023-03-15,Second reading,1859,,9
HF1370,2023_RS,House,2023-03-23,"House rule 1.23, placed on Consent Calendar Monday, March 27, 2023",2162,,10
