bill_number,session,chamber,action_date,action,journal_page,action_note,chamber_order
HF5292,2023_RS,House,2024-04-04,"Introduction and first reading, referred to State and Local Government Finance and Policy",13001,Intro,1
HF5292,2023_RS,House,2024-04-04,"See Chapter 102, Article 8, Sections 1-2, lines 102.4 to 105.15",,,2
HF5291,2023_RS,House,2024-04-04,"Introduction and first reading, referred to Environment and Natural Resources Finance and Policy",13001,Intro,1
HF5290,2023_RS,House,2024-04-04,"Introduction and first reading, referred to Transportation Finance and Policy",13001,Intro,1
HF5289,2023_RS,House,2024-04-04,"Introduction and first reading, referred to State and Local Government Finance and Policy",13000,Intro,1
HF5288,2023_RS,House,2024-04-04,"Introduction and first reading, referred to Capital Investment",13000,Intro,1
HF5287,2023_RS,House,2024-04-04,"Introduction and first reading, referred to Capital Investment",13000,Intro,1
HF5287,2023_RS,House,2024-04-18,"Author added Hansen, R.",13769,,2
HF5286,2023_RS,House,2024-04-04,"Introduction and first reading, referred to Capital Investment",13000,Intro,1
HF5285,2023_RS,House,2024-04-04,"Introduction and first reading, referred to Taxes",13000,Intro,1
HF5284,2023_RS,House,2024-04-04,"Introduction and first reading, referred to Capital Investment",13000,Intro,1
HF5283,2023_RS,House,2024-04-04,"Introduction and first reading, referred to Capital Investment",12999,Intro,1
HF5282,2023_RS,House,2024-04-04,"Introduction and first reading, referred to Judiciary Finance and Civil Law",12999,Intro,1
HF5281,2023_RS,House,2024-04-04,"Introduction and first reading, referred to Economic Development Finance and Policy",12999,Intro,1
HF5281,2023_RS,House,2024-04-08,Author added Hussein and Clardy,13111,,2
HF5280,2023_RS,House,2024-04-04,"Introduction and first reading, referred to Human Services Finance",12999,Intro,1
HF5280,2023_RS,House,2024-04-25,"Committee report, to adopt as amended and re-refer to Ways and Means",14524a,,2
HF5280,2023_RS,House,2024-04-25,See Senate file in House SF5335,,,3
HF5279,2023_RS,House,2024-04-04,"Introduction and first reading, referred to Environment and Natural Resources Finance and Policy",12999,Intro,1
HF5278,2023_RS,House,2024-04-04,"Introduction and first reading, referred to Workforce Development Finance and Policy",12998,Intro,1
HF5277,2023_RS,House,2024-04-04,"Introduction and first reading, referred to Capital Investment",12998,Intro,1
HF5276,2023_RS,House,2024-04-04,"Introduction and first reading, referred to Labor and Industry Finance and Policy",12998,Intro,1
HF5275,2023_RS,House,2024-04-04,"Introduction and first reading, referred to Health Finance and Policy",12998,Intro,1
HF5274,2023_RS,House,2024-04-04,"Introduction and first reading, referred to Commerce Finance and Policy",12998,Intro,1
HF5274,2023_RS,House,2024-04-08,Author added Long,13111,,2
HF5274,2023_RS,House,2024-04-09,Author added Davids,13120,,3
HF5274,2023_RS,House,2024-04-11,"Committee report, to adopt as amended and re-refer to State and Local Government Finance and Policy",13152a,,4
HF5274,2023_RS,House,2024-04-11,"Joint rule 2.03, Deadlines, re-referred to Rules and Legislative Administration",13153,,5
HF5274,2023_RS,House,2024-04-15,"Committee report, to adopt and re-refer to State and Local Government Finance and Policy",13312,,6
HF5274,2023_RS,House,2024-04-15,Joint rule 2.03 waived,13312,,7
HF5274,2023_RS,House,2024-04-24,"Committee report, to adopt as amended",14453a,,8
HF5274,2023_RS,House,2024-04-24,Second reading,14483,,9
HF5274,2023_RS,House,2024-05-09,Motion to re-refer Ways and Means,16408,,10
HF5274,2023_RS,House,2024-05-09,Motion prevailed,16408,,11
HF5274,2023_RS,House,2024-05-13,"Committee report, to adopt as amended",16418a,,12
HF5274,2023_RS,House,2024-05-13,Second reading,16509,,13
HF5274,2023_RS,House,2024-05-13,"House rule 1.21, placed on Calendar for the Day Wednesday, May 15, 2024",16511,,14
HF5274,2023_RS,House,2024-05-15,Laid on table,16840,,15
HF5274,2023_RS,House,2024-05-17,Author stricken Davids,17378,,16
HF5274,2023_RS,House,2024-05-17,Author added Tabke,17378,,17
HF5273,2023_RS,House,2024-04-04,"Introduction and first reading, referred to Commerce Finance and Policy",12998,Intro,1
HF5272,2023_RS,House,2024-04-04,"Introduction and first reading, referred to Transportation Finance and Policy",12997,Intro,1
HF5271,2023_RS,House,2024-04-04,"Introduction and first reading, referred to Environment and Natural Resources Finance and Policy",12997,Intro,1
HF5271,2023_RS,House,2024-04-08,Author added Altendorf and Backer,13111,,2
HF5270,2023_RS,House,2024-04-04,"Introduction and first reading, referred to Public Safety Finance and Policy",12997,Intro,1
HF5270,2023_RS,House,2024-04-04,"See Ch. 123, Aritcle 1, Section 4, subd. 4(d)",,,2
HF5269,2023_RS,House,2024-04-04,"Introduction and first reading, referred to Elections Finance and Policy",12997,Intro,1
HF5269,2023_RS,House,2024-04-09,Author added Hemmingsen-Jaeger,13120,,2
HF5268,2023_RS,House,2024-04-04,"Introduction and first reading, referred to Commerce Finance and Policy",12997,Intro,1
HF5267,2023_RS,House,2024-04-04,"Introduction and first reading, referred to Children and Families Finance and Policy",12996,Intro,1
HF5266,2023_RS,House,2024-04-04,"Introduction and first reading, referred to Taxes",12996,Intro,1
HF5265,2023_RS,House,2024-04-04,"Introduction and first reading, referred to Transportation Finance and Policy",12996,Intro,1
HF5265,2023_RS,House,2024-04-08,Author added Altendorf,13111,,2
HF5264,2023_RS,House,2024-04-04,"Introduction and first reading, referred to Health Finance and Policy",12996,Intro,1
HF5264,2023_RS,House,2024-04-08,Author added Altendorf,13111,,2
HF5263,2023_RS,House,2024-04-04,"Introduction and first reading, referred to Transportation Finance and Policy",12996,Intro,1
HF5262,2023_RS,House,2024-04-04,"Introduction and first reading, referred to Taxes",12995,Intro,1
HF5261,2023_RS,House,2024-04-04,"Introduction and first reading, referred to Veterans and Military Affairs Finance and Policy",12995,Intro,1
HF5261,2023_RS,House,2024-04-08,Author added Knudsen,13111,,2
HF5260,2023_RS,House,2024-04-04,"Introduction and first reading, referred to Public Safety Finance and Policy",12995,Intro,1
HF5259,2023_RS,House,2024-04-04,"Introduction and first reading, referred to Capital Investment",12995,Intro,1
HF5258,2023_RS,House,2024-04-04,"Introduction and first reading, referred to Taxes",12995,Intro,1
HF5257,2023_RS,House,2024-04-04,"Introduction and first reading, referred to Workforce Development Finance and Policy",12995,Intro,1
HF5256,2023_RS,House,2024-04-04,"Introduction and first reading, referred to Housing Finance and Policy",12994,Intro,1
HF5255,2023_RS,House,2024-04-04,"Introduction and first reading, referred to Workforce Development Finance and Policy",12994,Intro,1
HF5255,2023_RS,House,2024-04-18,Author added Dotseth,13769,,2
HF5254,2023_RS,House,2024-04-04,"Introduction and first reading, referred to Workforce Development Finance and Policy",12994,Intro,1
HF5254,2023_RS,House,2024-04-09,Author added Baker,13120,,2
HF5254,2023_RS,House,2024-04-24,Author added Skraba,14520,,3
HF5253,2023_RS,House,2024-04-04,"Introduction and first reading, referred to Education Finance",12994,Intro,1
HF5253,2023_RS,House,2024-04-08,Author added Clardy,13111,,2
HF5252,2023_RS,House,2024-04-02,"Introduction and first reading, referred to Commerce Finance and Policy",12870,Intro,1
HF5251,2023_RS,House,2024-04-02,"Introduction and first reading, referred to Capital Investment",12870,Intro,1
HF5250,2023_RS,House,2024-04-02,"Introduction and first reading, referred to State and Local Government Finance and Policy",12870,Intro,1
HF5250,2023_RS,House,2024-04-02,"See Chapter 102, Article 13, Section 2, lines 143.1 to 143.8",,,2
HF5249,2023_RS,House,2024-04-02,"Introduction and first reading, referred to Commerce Finance and Policy",12869,Intro,1
HF5248,2023_RS,House,2024-04-02,"Introduction and first reading, referred to Taxes",12869,Intro,1
HF5247,2023_RS,House,2024-04-02,"Introduction and first reading, referred to Taxes",12869,Intro,1
HF5247,2023_RS,House,2024-04-24,"Committee report, to adopt as amended and re-refer to Ways and Means",14355a,,2
HF5247,2023_RS,House,2024-04-30,"Committee report, to adopt as amended",15289a,,3
HF5247,2023_RS,House,2024-04-30,Second reading,15293,,4
HF5247,2023_RS,House,2024-04-30,"House rule 1.21, placed on Calendar for the Day Thursday, May 2, 2024",15295,,5
HF5247,2023_RS,House,2024-04-30,Author added Kotyza-Witthuhn,15348,,6
HF5247,2023_RS,House,2024-05-02,Motion to lay on the table,15594,,7
HF5247,2023_RS,House,2024-05-02,Motion prevailed,15594,,8
HF5247,2023_RS,House,2024-05-03,Motion to take from table,15608,,9
HF5247,2023_RS,House,2024-05-03,Motion prevailed,15608,,10
HF5247,2023_RS,House,2024-05-03,Amended,15619a,,11
HF5247,2023_RS,House,2024-05-03,"Point of order raised, ruled well taken multiple points of order",15634,,12
HF5247,2023_RS,House,2024-05-03,Third reading as amended,15638,,13
HF5247,2023_RS,House,2024-05-03,Bill was passed as amended,15639," vote: 68-60
",14
HF5247,2023_RS,House,2024-05-07,Returned from Senate with amendment,16162,,15
HF5247,2023_RS,House,2024-05-07,"House refuses to concur, conference committee of 5 requested",16162,,16
HF5247,2023_RS,House,2024-05-07,"House conferees Gomez; Lislegard; Agbaje; Lee, K.; Norris",16163,,17
HF5247,2023_RS,House,2024-05-09,"Senate accedes, conference committee of 5 be appointed",16415,,18
HF5247,2023_RS,House,2024-05-09,"Senate conferees Rest, Dibble, Hauschild, Putnam, and Weber",16415,,19
HF5247,2023_RS,House,2024-05-19,"Conference committee report, delete everything",18590c,,20
HF5247,2023_RS,House,2024-05-19,House adopted conference committee report,19605,,21
HF5247,2023_RS,House,2024-05-19,Previous question moved,19605,,22
HF5247,2023_RS,House,2024-05-19,Motion prevailed,19605,,23
HF5247,2023_RS,House,2024-05-19,Third reading as amended by Conference,19606,,24
HF5247,2023_RS,House,2024-05-19,Bill was repassed as amended by Conference,19606," vote: 70-50
",25
HF5247,2023_RS,House,2024-05-19,"Senate adopted conference committee report, bill repassed",19813," vote: 34-12
",26
HF5247,2023_RS,House,2024-05-23,Presented to Governor,,,27
HF5247,2023_RS,House,2024-05-24,Governor approval,19819,,28
HF5247,2023_RS,House,2024-05-24,"Secretary of State, Filed",19820,,29
HF5247,2023_RS,House,2024-05-24,Chapter number 127,,,30
HF5247,2023_RS,Senate,2024-05-03,Received from House,16312,,1
HF5247,2023_RS,Senate,2024-05-03,Introduction and first reading,16312,,2
HF5247,2023_RS,Senate,2024-05-03,"Referred to Rules and Administration for comparison with SF5234, now on General Orders",,,3
HF5247,2023_RS,Senate,2024-05-06,"Comm report: Rule 45-amend, subst. General Orders SF5234",16321a,,4
HF5247,2023_RS,Senate,2024-05-06,Second reading,16321,,5
HF5247,2023_RS,Senate,2024-05-07,Special Order: Amended,16476a,,6
HF5247,2023_RS,Senate,2024-05-07,Third reading Passed,16489, vote: 55-10 ,7
HF5247,2023_RS,Senate,2024-05-09,"House not concur, conference committee of 5 requested",16526,,8
HF5247,2023_RS,Senate,2024-05-09,"House conferees Gomez; Lislegard; Agbaje; Lee, K.; Norris",16527,,9
HF5247,2023_RS,Senate,2024-05-09,"Senate accedes, CC of 5 be appointed",16527,,10
HF5247,2023_RS,Senate,2024-05-09,Senate conferees Rest; Dibble; Hauschild; Putnam; Weber,16638,,11
HF5247,2023_RS,Senate,2024-05-19,House adopted HCC report and repassed bill,18844,,12
HF5247,2023_RS,Senate,2024-05-19,"Conference committee report, delete everything",18844c,,13
HF5247,2023_RS,Senate,2024-05-19,Senate adopted CC report and repassed bill,20020, vote: 34-12 ,14
HF5247,2023_RS,Senate,2024-05-19,Third reading,20021, vote: 34-14 ,15
HF5247,2023_RS,Senate,2024-05-23,Presentment date,,,16
HF5247,2023_RS,Senate,2024-05-24,Governor's action Approval,,,17
HF5247,2023_RS,Senate,2024-05-24,Secretary of State Chapter 127,,,18
HF5247,2023_RS,Senate,2024-05-24,Effective date Various dates,,,19
HF5246,2023_RS,House,2024-04-02,"Introduction and first reading, referred to Taxes",12869,Intro,1
HF5246,2023_RS,House,2024-04-04,Author added Davids,13043,,2
HF5246,2023_RS,House,2024-04-24,Author added Skraba,14520,,3
HF5246,2023_RS,House,2024-04-29,Author added Gomez,15219,,4
HF5246,2023_RS,House,2024-04-30,Author added Brand,15348,,5
HF5246,2023_RS,House,2024-05-02,"Committee report, to adopt as amended and re-refer to Ways and Means",15480a,,6
HF5246,2023_RS,House,2024-05-07,"Committee report, to adopt as amended",15791a,,7
HF5246,2023_RS,House,2024-05-07,Second reading,16043,,8
HF5246,2023_RS,House,2024-05-07,Author added Feist,16047,,9
HF5246,2023_RS,House,2024-05-07,"House rule 1.21, placed on Calendar for the Day Thursday, May 9, 2024",16047,,10
HF5246,2023_RS,House,2024-05-09,Amended,16189a,,11
HF5246,2023_RS,House,2024-05-09,Third reading as amended,16190,,12
HF5246,2023_RS,House,2024-05-09,Bill was passed as amended,16190," vote: 127-0
",13
HF5246,2023_RS,House,2024-05-09,Author added Zeleznikar,16408,,14
HF5246,2023_RS,House,2024-05-17,Returned from Senate,17327,,15
HF5246,2023_RS,House,2024-05-17,Presented to Governor,,,16
HF5246,2023_RS,House,2024-05-17,Governor approval,19814,,17
HF5246,2023_RS,House,2024-05-17,"Secretary of State, Filed",19815,,18
HF5246,2023_RS,House,2024-05-17,Chapter number 113,,,19
HF5246,2023_RS,Senate,2024-05-09,Received from House,16646,,1
HF5246,2023_RS,Senate,2024-05-09,Introduction and first reading,16646,,2
HF5246,2023_RS,Senate,2024-05-09,"Referred to Rules and Administration for comparison with SF4936, now on General Orders",,,3
HF5246,2023_RS,Senate,2024-05-13,"Comm report: Rule 45-amend, subst. General Orders SF4936",16655a,,4
HF5246,2023_RS,Senate,2024-05-13,Second reading,16657,,5
HF5246,2023_RS,Senate,2024-05-17,Special Order: Rule 45 amendment stricken,17304,,6
HF5246,2023_RS,Senate,2024-05-17,Third reading Passed,17304, vote: 66-0 ,7
HF5246,2023_RS,Senate,2024-05-17,Presentment date,,,8
HF5246,2023_RS,Senate,2024-05-18,Governor's action Approval,,,9
HF5246,2023_RS,Senate,2024-05-17,Secretary of State Chapter 113,,,10
HF5246,2023_RS,Senate,2024-05-18,Effective date,,,11
HF5245,2023_RS,House,2024-04-02,"Introduction and first reading, referred to Judiciary Finance and Civil Law",12869,Intro,1
HF5245,2023_RS,House,2024-04-18,Author added Curran,13769,,2
HF5245,2023_RS,House,2024-04-24,"Committee report, to adopt as amended and re-refer to Ways and Means",14342a,,3
