bill_id,session,intro_date,H_author,S_author,coauthors,title,bill_url
HB1738,2024-RS,2023-02-06,Townley (H),Alvord (S),Deck (H),Workers' compensation; death benefits; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1738&Session=2400
HB1739,2024-RS,2023-02-06,Townley (H),,,Municipal records; Oklahoma Municipal Records Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1739&Session=2400
HB1740,2024-RS,2023-02-06,Townley (H),,,Retirement; Oklahoma Retirement Policy Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1740&Session=2400
HB1741,2024-RS,2023-02-06,Townley (H),,,Tourism; Oklahoma Tourism Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1741&Session=2400
HB1742,2024-RS,2023-02-06,Townley (H),,Hefner (H),Tourism; Oklahoma Tourism Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1742&Session=2400
HB1743,2024-RS,2023-02-06,Townley (H),,,Tourism; Oklahoma Tourism Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1743&Session=2400
HB1744,2024-RS,2023-02-06,Townley (H),,,Tourism; Oklahoma Tourism Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1744&Session=2400
HB1745,2024-RS,2023-02-06,Townley (H),,,Human services; Human Services Policy Act of 2023; noncodification; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1745&Session=2400
HB1746,2024-RS,2023-02-06,Townley (H),,,Game and fish; Oklahoma Wildlife Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1746&Session=2400
HB1747,2024-RS,2023-02-06,Townley (H),,,Game and fish; Oklahoma Wildlife Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1747&Session=2400
HB1748,2024-RS,2023-02-06,Townley (H),,,Mental health; Mental Health Reform Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1748&Session=2400
HB1749,2024-RS,2023-02-06,Townley (H),,,Schools; creating the Education Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1749&Session=2400
HB1750,2024-RS,2023-02-06,Townley (H),,,Schools; creating the Oklahoma Education Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1750&Session=2400
HB1751,2024-RS,2023-02-06,Townley (H),,,Veterans; creating the Oklahoma Veterans Act; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1751&Session=2400
HB1752,2024-RS,2023-02-06,Townley (H),,,Insurance; Oklahoma Insurance Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1752&Session=2400
HB1753,2024-RS,2023-02-06,Townley (H),,,Public safety; creating the Public Safety Reform Act; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1753&Session=2400
HB1754,2024-RS,2023-02-06,Townley (H),,,State government; creating the Government Modernization and Efficiency Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1754&Session=2400
HB1755,2024-RS,2023-02-06,Townley (H),,,Agriculture; Oklahoma Agriculture and Rural Development Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1755&Session=2400
HB1756,2024-RS,2023-02-06,Townley (H),,,Business and commerce; Oklahoma Business and  Commerce Development Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1756&Session=2400
HB1757,2024-RS,2023-02-06,Townley (H),,,Mental health; Department of Mental Health Reform Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1757&Session=2400
HB1758,2024-RS,2023-02-06,Manger (H),Montgomery (S),Manger (H); Sims (H); Schreiber (H),Revenue and taxation; manner in which county assessors may inspect real or personal property; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1758&Session=2400
HB1759,2024-RS,2023-02-06,Manger (H),Stanley (S),,Excise tax; modifying definition of inheritance for the purposes of excise tax exception on transfer; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1759&Session=2400
HB1760,2024-RS,2023-02-06,Manger (H),,,Technology; drones; government access; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1760&Session=2400
HB1761,2024-RS,2023-02-06,Manger (H),,,Schools; employee associations; requiring school employee on certain leave to receive pay and maintain certain benefits; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1761&Session=2400
HB1762,2024-RS,2023-02-06,Manger (H),Paxton (S),Dollens (H),Crimes and punishments; unlawful carry of firearms and related penalties; providing separate penalty for certain unlawful act; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1762&Session=2400
HB1763,2024-RS,2023-02-06,Manger (H),,,Motor vehicles; creating the Motor Vehicle Modernization Act; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1763&Session=2400
HB1764,2024-RS,2023-02-06,Manger (H),,,Council on Law Enforcement Education and Training; creating the Council on Law Enforcement Education and Training Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1764&Session=2400
HB1765,2024-RS,2023-02-06,Manger (H),,,Firearms; creating the Oklahoma Firearms Act of 2023;  effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1765&Session=2400
HB1766,2024-RS,2023-02-06,Manger (H),,,Public safety; creating the Public Safety Modernization Act; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1766&Session=2400
HB1767,2024-RS,2023-02-06,Manger (H),,,Public safety; creating the Public Safety Reform Act; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1767&Session=2400
HB1768,2024-RS,2023-02-06,Gann (H),Dahm (S),Hamilton (S),Elections; voter registration application; adding certain information to application; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1768&Session=2400
HB1769,2024-RS,2023-02-06,Gann (H),,,Elections; repealing authority to join a multistate voter list maintenance organization; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1769&Session=2400
HB1770,2024-RS,2023-02-06,Hasenbeck (H),Bergstrom (S),Caldwell (Chad) (H),Schools; requiring school districts to provide academic support for students who score below certain benchmarks on the ACT or SAT exam; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1770&Session=2400
HB1771,2024-RS,2023-02-06,Kane (H),,,Schools; requiring school district boards of education to adopt policy allowing certain students to participate in certain activities; effective date; emergency.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1771&Session=2400
HB1772,2024-RS,2023-02-06,Kane (H),Daniels (S),Hays (H); Maynard (H); Duel (H); George (H); Cantrell (H); Staires (H); Tedford (H),Public health and safety; food establishment license; exempting farmers market vendors; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1772&Session=2400
HB1773,2024-RS,2023-02-06,Hasenbeck (H),,,Counties and county officers; Oklahoma Counties and County Officers Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1773&Session=2400
HB1774,2024-RS,2023-02-06,Williams (H),Bullard (S),Wolfley (H),Oklahoma Central Purchasing Act; acquisition initiation; adding exemption for certain contracts from competitive bidding requirements; requiring State Purchasing Director to review and audit all exceptions; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1774&Session=2400
HB1775,2024-RS,2023-02-06,Williams (H),,,State Government; creating the Department of Central Services; making Division a separate and distinct agency; modifying references; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1775&Session=2400
HB1776,2024-RS,2023-02-06,Hilbert (H),Pugh (S),,State government; Oklahoma Semiquincentennial Commission; membership; duties; report; emergency.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1776&Session=2400
HB1777,2024-RS,2023-02-06,Williams (H),Thompson (Roger) (S),,Court funds; court clerk's revolving fund; deleting fee amount; eliminating reference to District Court Revolving Fund; effective date; emergency.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1777&Session=2400
HB1778,2024-RS,2023-02-06,Williams (H),,,Children; Oklahoma Children's Code; sanctions; jury trial; permanency hearings; factors; reunification; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1778&Session=2400
HB1779,2024-RS,2023-02-06,Williams (H),,,Higher education; institution governing board; granting authority; ensure compliance; information release upon request; effective date; emergency.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1779&Session=2400
HB1780,2024-RS,2023-02-06,Williams (H),,,"School curriculum; prohibiting sex education classes, programs, tests, surveys, or questionnaires; effective date.",http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1780&Session=2400
HB1781,2024-RS,2023-02-06,Williams (H),,,Children; Parents' Bill of Rights; private right of action; Attorney General; investigate; violation; materials; instruction; fine; term; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1781&Session=2400
HB1782,2024-RS,2023-02-06,Williams (H),,,Firearms; authorizing municipalities to allow for the carry of concealed firearms by municipal officials or employees; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1782&Session=2400
HB1783,2024-RS,2023-02-06,Williams (H),,,Children; support; father; expenses; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1783&Session=2400
HB1784,2024-RS,2023-02-06,Martinez (H),,Williams (H),Public finance; creating the Information Services Agency; making Information Services Division a separate and distinct agency; modifying references to Division; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1784&Session=2400
HB1785,2024-RS,2023-02-06,Martinez (H),Pugh (S),Williams (H),Prisons and reformatories; Corrections Act of 1967; removing exemption; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1785&Session=2400
HB1786,2024-RS,2023-02-06,Williams (H),,,Insurance; Oklahoma Insurance Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1786&Session=2400
HB1787,2024-RS,2023-02-06,Williams (H),,,Poor persons; Oklahoma Telemedicine Act of 2023; noncodification; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1787&Session=2400
HB1788,2024-RS,2023-02-06,Maynard (H),Bullard (S),Williams (H); Kendrix (H); Boles (H),Revenue and taxation; tax credit; pregnancy resource centers; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1788&Session=2400
HB1789,2024-RS,2023-02-06,Banning (H),Dahm (S),Williams (H); Bullard (S); Jett (S); Stephens (S),Firearms; authorizing the lawful carry of firearms by certain persons; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1789&Session=2400
HB1790,2024-RS,2023-02-06,Banning (H),,Williams (H),State government; establishing volunteer administrative leave for employees; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1790&Session=2400
HB1791,2024-RS,2023-02-06,Osburn (H),Rosino (S),,Public health and safety; priority of medical costs over all other damages; liens; third-party payer; judgment or settlement amount; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1791&Session=2400
HB1792,2024-RS,2023-02-06,Osburn (H),Rader (S),Pfeiffer (H); West (Tammy) (H),Classification of felony offenses; creating the Oklahoma Sentencing Modernization Act of 2024; classifications; punishment provisions; time-served requirements; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1792&Session=2400
HB1793,2024-RS,2023-02-06,Osburn (H),Pugh (S),Archer (H),Professions and occupations; modifying various provisions of the State Architectural and Registered Commercial Interior Designers Act; effective date; emergency.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1793&Session=2400
HB1794,2024-RS,2023-02-06,Osburn (H),Pugh (S),,Public finance; Civil Service and Human Capital Modernization Act; providing for powers and duties of the Human Capital Management Administrator; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1794&Session=2400
HB1795,2024-RS,2023-02-06,Osburn (H),Thompson (Kristen) (S),Rosecrants (H); Miller (H); Roberts (H); Roe (H); Stinson (H); Duel (H); Harris (H); George (H); Wolfley (H); Treat (S); Hicks (S); Stephens (S),Higher education; creating the Sergeant CJ Nelson Legacy Act; providing fee waiver for children of certain individuals; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1795&Session=2400
HB1796,2024-RS,2023-02-06,Osburn (H),Seifried (S),Waldron (H),State government; State Employee Assistance Program; authorizing the Oklahoma Department of Mental Health and Substance Abuse Services to enter into certain agreements; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1796&Session=2400
HB1797,2024-RS,2023-02-06,Osburn (H),,,Professions and occupations; creating the Professions and Occupations Modernization Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1797&Session=2400
HB1798,2024-RS,2023-02-06,Osburn (H),Thompson (Roger) (S),Deck (H); Menz (H); Floyd (S),State government; Oklahoma Personnel Act; modifying establishment of pay structures over fiscal years; studies; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1798&Session=2400
HB1799,2024-RS,2023-02-06,Osburn (H),,,Contracts; Uniform Restrictive Employment Agreement; prohibited terms; agreements; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1799&Session=2400
HB1800,2024-RS,2023-02-06,Osburn (H),,,Amusements and sports; Oklahoma Education Lottery Act; background checks; certificate of authority; Oklahoma Lottery Commission; report; payment; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1800&Session=2400
HB1801,2024-RS,2023-02-06,Osburn (H),,,Information Technology Consolidation and Coordination Act; exemptions; cost savings; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1801&Session=2400
HB1802,2024-RS,2023-02-06,Osburn (H),,,Motor vehicles; allowing delivery of certificates of title to record owner for certain vehicles; removing certain acknowledgment requirements; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1802&Session=2400
HB1803,2024-RS,2023-02-06,Osburn (H),,,Professions and occupations; creating the Homebuilders Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1803&Session=2400
HB1804,2024-RS,2023-02-06,Osburn (H),,,Nursing; Oklahoma Private Duty Nursing Initiative Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1804&Session=2400
HB1805,2024-RS,2023-02-06,Hays (H),Murdock (S),Bullard (S),Public retirement systems; Oklahoma Public Employees Retirement System; definitions; benefit amount; contributions; membership by emergency medical personnel; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1805&Session=2400
HB1806,2024-RS,2023-02-06,Hays (H),,,Revenue and taxation; Oklahoma Adoption and Foster Tax Credit Reform Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1806&Session=2400
HB1807,2024-RS,2023-02-06,Osburn (H),,,Courts; Oklahoma Court Documents Electronic Filing Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1807&Session=2400
HB1808,2024-RS,2023-02-06,Schreiber (H),Gollihare (S),May (H); Hefner (H),Children; income exemption for certain individuals when determining eligibility for child care subsidy program; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1808&Session=2400
HB1809,2024-RS,2023-02-06,Conley (H),,,Juvenile code; Juvenile Code Reform Act of 2023; noncodification; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1809&Session=2400
HB1810,2024-RS,2023-02-06,Conley (H),,,Schools; prohibiting sensitive materials in the school setting; requiring inclusion of certain parents when determining if an instructional material is a sensitive material; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1810&Session=2400
HB1811,2024-RS,2023-02-06,Conley (H),,,Schools; prohibiting schools from maintaining certain books or materials; emergency.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1811&Session=2400
HB1812,2024-RS,2023-02-06,Conley (H),,,Schools; requiring parents to give permission for students to participate in sex education; repealer; effective date; emergency.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1812&Session=2400
HB1813,2024-RS,2023-02-06,Conley (H),,,Schools; creating the Education Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1813&Session=2400
HB1814,2024-RS,2023-02-06,Conley (H),,,Schools; creating the Oklahoma Education Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1814&Session=2400
HB1815,2024-RS,2023-02-06,Conley (H),,,Schools; creating the Oklahoma Common Education Act; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1815&Session=2400
HB1816,2024-RS,2023-02-06,Conley (H),,,Schools; creating the State Education Act; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1816&Session=2400
HB1817,2024-RS,2023-02-06,Conley (H),,,Libraries; creating the Oklahoma Libraries Act; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1817&Session=2400
HB1818,2024-RS,2023-02-06,Conley (H),,,Libraries; creating the Oklahoma Libraries Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1818&Session=2400
HB1819,2024-RS,2023-02-06,Conley (H),,,Libraries; creating the State Libraries Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1819&Session=2400
HB1820,2024-RS,2023-02-06,Conley (H),,,Crimes and punishments; creating the Oklahoma Crimes and Punishments Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1820&Session=2400
HB1821,2024-RS,2023-02-06,Conley (H),,,Crimes and punishments; creating the Oklahoma Crimes and Punishments Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1821&Session=2400
HB1822,2024-RS,2023-02-06,Conley (H),,,Criminal procedure; creating the Oklahoma Criminal Procedure Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1822&Session=2400
HB1823,2024-RS,2023-02-06,Conley (H),Jett (S),,Elections; municipal elections; modifying dates; school districts and board of education; modifying terms; continuing education requirements; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1823&Session=2400
HB1824,2024-RS,2023-02-06,May (H),Stephens (S),Munson (H); Woods (S),Public retirement systems; Oklahoma Firefighters Pension and Retirement System; Oklahoma Police Pension and Retirement System; Oklahoma Law Enforcement Retirement System; death benefit amounts; effective date; emergency.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1824&Session=2400
HB1825,2024-RS,2023-02-06,Conley (H),Jett (S),,Revenue and taxation; property acquired for certain public purposes; county treasurer; ad valorem tax liability; requirements; time limit.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1825&Session=2400
HB1826,2024-RS,2023-02-06,Conley (H),,,Revenue and taxation;  Oklahoma Revenue and Taxation Codes Amendments Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1826&Session=2400
HB1827,2024-RS,2023-02-06,Conley (H),,,Revenue and taxation;  Oklahoma Revenue and Taxation Codes Amendments Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1827&Session=2400
HB1828,2024-RS,2023-02-06,Conley (H),,,Revenue and taxation;  Oklahoma Revenue and Taxation Codes Amendments Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1828&Session=2400
HB1829,2024-RS,2023-02-06,Conley (H),,,Counties and county officers; Oklahoma County and County Officers Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1829&Session=2400
HB1830,2024-RS,2023-02-06,Conley (H),,,Counties and county officers; Oklahoma Counties and County Officers Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1830&Session=2400
HB1831,2024-RS,2023-02-06,Conley (H),,,Counties and county officers; Oklahoma Counties and County Officers Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1831&Session=2400
HB1832,2024-RS,2023-02-06,Conley (H),,,Counties and county officers; Oklahoma Counties and County Officers Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1832&Session=2400
HB1833,2024-RS,2023-02-06,Conley (H),,,Service animals; Oklahoma Service Animals Reform Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1833&Session=2400
HB1834,2024-RS,2023-02-06,Conley (H),,,Service animals; Oklahoma Service Animals Reform Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1834&Session=2400
HB1835,2024-RS,2023-02-06,Conley (H),,,Mental health; Mental Health Reform Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1835&Session=2400
HB1836,2024-RS,2023-02-06,Kerbs (H),Hall (S),Hamilton (S),Motor vehicles; Service Oklahoma; licensed operators; compensation; Licensed Operator Performance Fund; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1836&Session=2400
HB1837,2024-RS,2023-02-06,Kerbs (H),Hall (S),,Motor vehicles; modifying name of responsible agency; modifying length of issuance for commercial learner permits; repealer; effective date; emergency.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1837&Session=2400
HB1838,2024-RS,2023-02-06,Kerbs (H),,,Motor vehicles; modifying list of vehicles exempted from odometer disclosure statements; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1838&Session=2400
HB1839,2024-RS,2023-02-06,Kerbs (H),Hall (S),,Motor vehicles; modifying definition; making Service Oklahoma a separate and distinct agency; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1839&Session=2400
HB1840,2024-RS,2023-02-06,Kerbs (H),Pugh (S),Lawson (H); West (Tammy) (H); Menz (H); Hefner (H),"Agriculture; Oklahoma Department of Agriculture, Food, and Forestry; National School Lunch Act; School Lunch Workshop Revolving Fund; funds; State Board of Education; effective date.",http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1840&Session=2400
HB1841,2024-RS,2023-02-06,Kerbs (H),,,Teachers; Oklahoma Teacher's Health Insurance Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1841&Session=2400
HB1842,2024-RS,2023-02-06,Kerbs (H),Montgomery (S),Munson (H); Pittman (H),Children; Office of Juvenile Affairs; powers and duties; Executive Director; emergency.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1842&Session=2400
HB1843,2024-RS,2023-02-06,Kerbs (H),McCortney (S),Newton (H); Burns (H); Davis (H); Talley (H); Roberts (H); Maynard (H); Grego (H); Bullard (S); Stephens (S),"Pharmacy benefit managers; compliance review; investigative powers; violations, penalties, and hearings; Attorney General; effective date.",http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1843&Session=2400
HB1844,2024-RS,2023-02-06,Kerbs (H),Green (S),,Agriculture; Oklahoma Farmed Cervidae Act; effective date; emergency.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1844&Session=2400
HB1845,2024-RS,2023-02-06,Pittman (H),Coleman (S),Kerbs (H),Victim protective orders; directing peace officers to serve order and complete return of service when filing petition; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1845&Session=2400
HB1846,2024-RS,2023-02-06,Patzkowsky (H),,Kerbs (H),Emergency Drought Relief Fund; making an appropriation; requiring administration of funds; effective date; emergency.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1846&Session=2400
HB1847,2024-RS,2023-02-06,Kane (H),Green (S),Kerbs (H),Environment and natural resources; Emergency Drought Commission; membership; emergency.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1847&Session=2400
HB1848,2024-RS,2023-02-06,Kerbs (H),,,Uniform Commercial Code; secured transactions; liens; database; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1848&Session=2400
HB1849,2024-RS,2023-02-06,Kerbs (H),,,Children; Child Care Reform Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1849&Session=2400
HB1850,2024-RS,2023-02-06,Kerbs (H),,,Children; Child Care Reform Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1850&Session=2400
HB1851,2024-RS,2023-02-06,Kerbs (H),,,Children; Child Care Reform Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1851&Session=2400
HB1852,2024-RS,2023-02-06,Kerbs (H),,,Children; Child Care Reform Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1852&Session=2400
HB1853,2024-RS,2023-02-06,Kerbs (H),Hall (S),,Motor vehicles; fee allowances for licensed operators; retention of taxes and fees; tax for transfer of vehicle ownership; emergency.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1853&Session=2400
HB1854,2024-RS,2023-02-06,Kerbs (H),Hall (S),,Motor vehicles; driver licenses; class requirements; renewal; identification cards; tribal court conviction; responsible agency; emergency.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1854&Session=2400
HB1855,2024-RS,2023-02-06,Kerbs (H),,,Motor vehicles; creating the Licensed Operator Modernization Act; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1855&Session=2400
HB1856,2024-RS,2023-02-06,Kerbs (H),,,Motor vehicles; creating the Commercial Driver License Reform Act; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1856&Session=2400
HB1857,2024-RS,2023-02-06,Kerbs (H),,,Motor vehicles; creating the Commercial Driver License Modernization Act; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1857&Session=2400
HB1858,2024-RS,2023-02-06,Kerbs (H),,,Motor vehicles; creating the Motor Vehicle Modification Act; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1858&Session=2400
HB1859,2024-RS,2023-02-06,Kerbs (H),Haste (S),Alonso-Sandoval (H),Motor vehicles; drivers license; class requirements; printing; credentials; fees for expedited delivery; emergency.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1859&Session=2400
HB1860,2024-RS,2023-02-06,Kerbs (H),Kidd (S),Burns (H); Provenzano (H); Roe (H); Waldron (H),"Agriculture; Department of Agriculture, Food, and Forestry; Local Food for Schools program; creating the Oklahoma Local Food for Schools Revolving Fund; effective date.",http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1860&Session=2400
HB1861,2024-RS,2023-02-06,Kerbs (H),,,Agriculture; Oklahoma Agriculture Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1861&Session=2400
HB1862,2024-RS,2023-02-06,Kerbs (H),,,Agriculture; Oklahoma Agriculture Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1862&Session=2400
HB1863,2024-RS,2023-02-06,Kerbs (H),,,Agriculture; Oklahoma Agriculture Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1863&Session=2400
HB1864,2024-RS,2023-02-06,Kerbs (H),,,Agriculture; Oklahoma Agriculture Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1864&Session=2400
HB1865,2024-RS,2023-02-06,Kerbs (H),,,State government; creating the State Government Reform Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1865&Session=2400
HB1866,2024-RS,2023-02-06,Kerbs (H),,,Rural fire; Oklahoma Rural Fire Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1866&Session=2400
HB1867,2024-RS,2023-02-06,Kerbs (H),,,Revenue and taxation; Oklahoma Revenue and Taxation Reform Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1867&Session=2400
HB1868,2024-RS,2023-02-06,Kerbs (H),,,Schools; creating the Oklahoma Common Education Act; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1868&Session=2400
HB1869,2024-RS,2023-02-06,Kerbs (H),,,Schools; creating the Education Act of 2023; effective date.,http://www.oklegislature.gov/BillInfo.aspx?Bill=HB1869&Session=2400
