bill_number,session_year,session_type,chamber,action_date,action,journal_page,order
SB0527,2023,RS,H,2023-03-08,"On 1st reading, Special Calendar",,24
SB0527,2023,RS,H,2023-03-07,Do pass,,23
SB0527,2023,RS,H,2023-02-23,To House Judiciary,,22
SB0527,2023,RS,H,2023-02-23,"Do pass, but first to Judiciary",,21
SB0527,2023,RS,H,2023-02-15,To House Veterans' Affairs and Homeland Security,,20
SB0527,2023,RS,H,2023-02-15,To Veterans' Affairs and Homeland Security then Judiciary,,19
SB0527,2023,RS,H,2023-02-15,Introduced in House,,18
SB0527,2023,RS,S,2023-02-14,Ordered to House,14,17
SB0527,2023,RS,S,2023-02-14,Passed Senate (Roll No. 183),13-14,16
SB0527,2023,RS,S,2023-02-14,Amended on 3rd reading  (Voice vote),13,15
SB0527,2023,RS,S,2023-02-14,Unanimous consent to amend on 3rd reading,13,14
SB0527,2023,RS,S,2023-02-14,Read 3rd time,13,13
SB0527,2023,RS,S,2023-02-13,Laid over on 3rd reading 2/13/2023,9,12
SB0527,2023,RS,S,2023-02-13,On 3rd reading,,11
SB0527,2023,RS,S,2023-02-10,Read 2nd time,18,10
SB0527,2023,RS,S,2023-02-10,On 2nd reading,,9
SB0527,2023,RS,S,2023-02-09,Read 1st time,19,8
SB0527,2023,RS,S,2023-02-09,On 1st reading,,7
SB0527,2023,RS,S,2023-02-08,Committee substitute reported,7,6
SB0527,2023,RS,S,2023-01-31,To Military,9,5
SB0527,2023,RS,S,2023-01-31,Introduced in Senate,9,4
SB0527,2023,RS,S,2023-01-31,To Military,,3
SB0527,2023,RS,S,2023-01-31,Filed for introduction,,2
SB0528,2023,RS,S,2023-01-31,To Judiciary,9,4
SB0528,2023,RS,S,2023-01-31,Introduced in Senate,9,3
SB0528,2023,RS,S,2023-01-31,To Judiciary,,2
SB0528,2023,RS,S,2023-01-31,Filed for introduction,,1
SB0529,2023,RS,S,2023-05-01,"Chapter 58, Acts, Regular Session, 2023",,34
SB0529,2023,RS,H,2023-03-11,Approved by Governor 3/29/2023 - House Journal,,33
SB0529,2023,RS,S,2023-03-11,Approved by Governor 3/29/23 - Senate Journal,334,32
SB0529,2023,RS,S,2023-03-29,Approved by Governor 3/29/23,,31
SB0529,2023,RS,H,2023-03-10,To Governor 3/9/2023 - House Journal,,30
SB0529,2023,RS,S,2023-03-09,To Governor 3/9/2023,351,29
SB0529,2023,RS,S,2023-03-07,House Message received,4,28
SB0529,2023,RS,H,2023-03-06,Completed legislative action,,27
SB0529,2023,RS,H,2023-03-06,Communicated to Senate,,26
SB0529,2023,RS,H,2023-03-06,Passed House (Roll No. 514),,25
SB0529,2023,RS,H,2023-03-06,Read 3rd time,,24
SB0529,2023,RS,H,2023-03-06,"On 3rd reading, Special Calendar",,23
SB0529,2023,RS,H,2023-03-04,Read 2nd time,,22
SB0529,2023,RS,H,2023-03-04,"On 2nd reading, Special Calendar",,21
SB0529,2023,RS,H,2023-03-03,Read 1st time,,20
SB0529,2023,RS,H,2023-03-03,"On 1st reading, Special Calendar",,19
SB0529,2023,RS,H,2023-03-02,Do pass,,18
SB0529,2023,RS,H,2023-02-13,To House Judiciary,,17
SB0529,2023,RS,H,2023-02-13,To Judiciary,,16
SB0529,2023,RS,H,2023-02-13,Introduced in House,,15
SB0529,2023,RS,S,2023-02-10,Ordered to House,15,14
SB0529,2023,RS,S,2023-02-10,Passed Senate (Roll No. 164),14-15,13
SB0529,2023,RS,S,2023-02-10,Read 3rd time,14,12
SB0529,2023,RS,S,2023-02-10,On 3rd reading,,11
SB0529,2023,RS,S,2023-02-09,Read 2nd time,18,10
SB0529,2023,RS,S,2023-02-09,On 2nd reading,,9
SB0529,2023,RS,S,2023-02-08,Read 1st time,16,8
SB0529,2023,RS,S,2023-02-08,On 1st reading,,7
SB0529,2023,RS,S,2023-02-07,Reported do pass,9,6
SB0529,2023,RS,S,2023-01-31,To Judiciary,9,5
SB0529,2023,RS,S,2023-01-31,Introduced in Senate,9,4
SB0529,2023,RS,S,2023-01-31,To Judiciary,,3
SB0529,2023,RS,S,2023-01-31,Filed for introduction,,2
SB0530,2023,RS,S,2023-02-16,To Finance,6,6
SB0530,2023,RS,S,2023-02-16,"Committee substitute reported, but first to Finance",5-6,5
SB0530,2023,RS,S,2023-01-31,To Pensions,9,4
SB0530,2023,RS,S,2023-01-31,Introduced in Senate,9,3
SB0530,2023,RS,S,2023-01-31,To Pensions then Finance,,2
SB0530,2023,RS,S,2023-01-31,Filed for introduction,,1
SB0531,2023,RS,S,2023-01-31,To Judiciary,10,4
SB0531,2023,RS,S,2023-01-31,Introduced in Senate,9-10,3
SB0531,2023,RS,S,2023-01-31,To Judiciary,,2
SB0531,2023,RS,S,2023-01-31,Filed for introduction,,1
SB0532,2023,RS,H,2023-02-13,To House Judiciary,,17
SB0532,2023,RS,H,2023-02-13,To Judiciary,,16
SB0532,2023,RS,H,2023-02-13,Introduced in House,,15
SB0532,2023,RS,S,2023-02-10,Ordered to House,15,14
SB0532,2023,RS,S,2023-02-10,Passed Senate (Roll No. 165),15,13
SB0532,2023,RS,S,2023-02-10,Read 3rd time,15,12
SB0532,2023,RS,S,2023-02-10,On 3rd reading,,11
SB0532,2023,RS,S,2023-02-09,Read 2nd time,18,10
SB0532,2023,RS,S,2023-02-09,On 2nd reading,,9
SB0532,2023,RS,S,2023-02-08,Read 1st time,16,8
SB0532,2023,RS,S,2023-02-08,On 1st reading,,7
SB0532,2023,RS,S,2023-02-07,2nd reference dispensed,9,6
SB0532,2023,RS,S,2023-02-07,"Committee substitute reported, but first to Finance",9,5
SB0532,2023,RS,S,2023-01-31,To Judiciary,10,4
SB0532,2023,RS,S,2023-01-31,Introduced in Senate,10,3
SB0532,2023,RS,S,2023-01-31,To Judiciary then Finance,,2
SB0532,2023,RS,S,2023-01-31,Filed for introduction,,1
SB0533,2023,RS,S,2023-05-01,"Chapter 2, Acts, Regular Session, 2023",,43
SB0533,2023,RS,H,2023-03-11,Approved by Governor 3/29/2023 - House Journal,,42
SB0533,2023,RS,S,2023-03-11,Approved by Governor 3/29/23 - Senate Journal,334,41
SB0533,2023,RS,S,2023-03-29,Approved by Governor 3/29/23,,40
SB0533,2023,RS,S,2023-03-11,To Governor 3/16/2023 - Senate Journal,269,39
SB0533,2023,RS,S,2023-03-16,To Governor 3/16/2023,,38
SB0533,2023,RS,H,2023-03-11,To Governor 3/16/2023 - House Journal,,37
SB0533,2023,RS,H,2023-03-11,House received Senate message,,36
SB0533,2023,RS,S,2023-03-11,Completed legislative action,,35
SB0533,2023,RS,S,2023-03-11,Communicated to House,68,34
SB0533,2023,RS,S,2023-03-11,Senate concurred in House amendments and passed bill (Roll No. 581),68,33
SB0533,2023,RS,S,2023-03-11,House Message received,67,32
SB0533,2023,RS,H,2023-03-10,Communicated to Senate,,31
SB0533,2023,RS,H,2023-03-10,Passed House (Roll No. 678),,30
SB0533,2023,RS,H,2023-03-10,Read 3rd time,,29
SB0533,2023,RS,H,2023-03-10,"On 3rd reading, Special Calendar",,28
SB0533,2023,RS,H,2023-03-09,Committee amendment adopted (Voice vote),,27
SB0533,2023,RS,H,2023-03-09,Amendment to committee amendment adopted (voice),,26
SB0533,2023,RS,H,2023-03-09,Read 2nd time,,25
SB0533,2023,RS,H,2023-03-09,"On 2nd reading, Special Calendar",,24
SB0533,2023,RS,H,2023-03-08,Read 1st time,,23
SB0533,2023,RS,H,2023-03-08,"From Housel Calendar, 1st reading, placed on Special Calendar",,22
SB0533,2023,RS,H,2023-03-08,"On 1st reading, House Calendar",,21
SB0533,2023,RS,H,2023-03-03,Placed on House Calendar,,20
SB0533,2023,RS,H,2023-03-03,"On 1st reading, Special Calendar",,19
SB0533,2023,RS,H,2023-03-02,"With amendment, do pass",,18
SB0533,2023,RS,H,2023-02-13,To House Government Organization,,17
SB0533,2023,RS,H,2023-02-13,To Government Organization,,16
SB0533,2023,RS,H,2023-02-13,Introduced in House,,15
SB0533,2023,RS,S,2023-02-10,Ordered to House,16,14
SB0533,2023,RS,S,2023-02-10,Passed Senate (Roll No. 166),15-16,13
SB0533,2023,RS,S,2023-02-10,Read 3rd time,15,12
SB0533,2023,RS,S,2023-02-10,On 3rd reading,,11
SB0533,2023,RS,S,2023-02-09,Read 2nd time,18,10
SB0533,2023,RS,S,2023-02-09,On 2nd reading,,9
SB0533,2023,RS,S,2023-02-08,Read 1st time,16,8
SB0533,2023,RS,S,2023-02-08,On 1st reading,,7
SB0533,2023,RS,S,2023-02-07,Reported do pass,9-10,6
SB0533,2023,RS,S,2023-01-31,To Agriculture and Natural Resources,10,5
SB0533,2023,RS,S,2023-01-31,Introduced in Senate,10,4
SB0533,2023,RS,S,2023-01-31,To Agriculture and Natural Resources,,3
SB0533,2023,RS,S,2023-01-31,Filed for introduction,,2
SB0534,2023,RS,S,2023-05-01,"Chapter 4, Acts, Regular Session, 2023",,44
SB0534,2023,RS,H,2023-03-11,Approved by Governor 3/29/2023 - House Journal,,43
SB0534,2023,RS,S,2023-03-11,Approved by Governor 3/29/23 - Senate Journal,336,42
SB0534,2023,RS,S,2023-03-29,Approved by Governor 3/29/23,,41
SB0534,2023,RS,H,2023-03-11,To Governor 3/17/2023 - House Journal,,40
SB0534,2023,RS,S,2023-03-11,To Governor 3/17/2023 - Senate Journal,277,39
SB0534,2023,RS,S,2023-03-17,To Governor 3/17/2023,,38
SB0534,2023,RS,S,2023-03-11,Completed legislative action,,37
SB0534,2023,RS,S,2023-03-11,Communicated to House,123,36
SB0534,2023,RS,S,2023-03-11,Senate concurred in House amendments and passed bill (Roll No. 582),68-123,35
SB0534,2023,RS,S,2023-03-11,House Message received,68,34
SB0534,2023,RS,H,2023-03-10,Communicated to Senate,,33
SB0534,2023,RS,H,2023-03-10,Title amendment adopted (Voice vote),,32
SB0534,2023,RS,H,2023-03-10,Passed House (Roll No. 679),,31
SB0534,2023,RS,H,2023-03-10,Read 3rd time,,30
SB0534,2023,RS,H,2023-03-10,Committee amendment adopted (Voice vote),,29
SB0534,2023,RS,H,2023-03-10,Amendment to committee amendment adopted (voice),,28
SB0534,2023,RS,H,2023-03-10,"On 3rd reading with right to amend, Special Calendar",,27
SB0534,2023,RS,H,2023-03-09,Read 2nd time,,26
SB0534,2023,RS,H,2023-03-09,"On 2nd reading, Special Calendar",,25
SB0534,2023,RS,H,2023-03-08,Read 1st time,,24
SB0534,2023,RS,H,2023-03-08,Immediate consideration,,23
SB0534,2023,RS,H,2023-03-08,"With amendment, do pass",,22
SB0534,2023,RS,H,2023-02-28,To House Judiciary,,21
SB0534,2023,RS,H,2023-02-28,To Judiciary,,20
SB0534,2023,RS,H,2023-02-28,Introduced in House,,19
SB0534,2023,RS,S,2023-02-27,Ordered to House,15,18
SB0534,2023,RS,S,2023-02-27,Passed Senate with amended title (Roll No. 290),14-15,17
SB0534,2023,RS,S,2023-02-27,Trump floor amendments adopted (Voice vote),14,16
SB0534,2023,RS,S,2023-02-27,Rucker #2 floor amendment adopted (Voice vote),14,15
SB0534,2023,RS,S,2023-02-27,Rucker #1 floor amendments adopted (Voice vote),13,14
SB0534,2023,RS,S,2023-02-27,Nelson et al floor amendment adopted (Voice vote),10-13,13
SB0534,2023,RS,S,2023-02-27,Read 3rd time,10,12
SB0534,2023,RS,S,2023-02-27,On 3rd reading with right to amend,,11
SB0534,2023,RS,S,2023-02-25,Read 2nd time,9,10
SB0534,2023,RS,S,2023-02-25,On 2nd reading,,9
SB0534,2023,RS,S,2023-02-24,Read 1st time,19,8
SB0534,2023,RS,S,2023-02-24,On 1st reading,,7
SB0534,2023,RS,S,2023-02-23,Committee substitute reported,6-7,6
SB0534,2023,RS,S,2023-01-31,To Judiciary,11,5
SB0534,2023,RS,S,2023-01-31,Introduced in Senate,10-11,4
SB0534,2023,RS,S,2023-01-31,To Judiciary,,3
SB0534,2023,RS,S,2023-01-31,Filed for introduction,,2
SB0535,2023,RS,S,2023-02-01,To Health and Human Resources,21,4
SB0535,2023,RS,S,2023-02-01,Introduced in Senate,21,3
SB0535,2023,RS,S,2023-02-01,To Health and Human Resources,,2
SB0535,2023,RS,S,2023-02-01,Filed for introduction,,1
SB0536,2023,RS,S,2023-02-01,To Government Organization,21,4
SB0536,2023,RS,S,2023-02-01,Introduced in Senate,21,3
SB0536,2023,RS,S,2023-02-01,To Government Organization then Finance,,2
SB0536,2023,RS,S,2023-02-01,Filed for introduction,,1
SB0537,2023,RS,S,2023-02-01,To Judiciary,21,4
SB0537,2023,RS,S,2023-02-01,Introduced in Senate,21,3
SB0537,2023,RS,S,2023-02-01,To Judiciary then Finance,,2
SB0537,2023,RS,S,2023-02-01,Filed for introduction,,1
