bill_number,session_year,session_type,chamber,action_date,action,journal_page,order
HB2723,2023,RS,H,2023-01-17,To Health and Human Resources then Judiciary,,2
HB2723,2023,RS,H,2023-01-17,Filed for introduction,,1
HB2724,2023,RS,H,2023-01-27,To House Judiciary,,6
HB2724,2023,RS,H,2023-01-27,"Do pass, but first to Judiciary",,5
HB2724,2023,RS,H,2023-01-17,To House Health and Human Resources,,4
HB2724,2023,RS,H,2023-01-17,Introduced in House,,3
HB2724,2023,RS,H,2023-01-17,To Health and Human Resources then Judiciary,,2
HB2724,2023,RS,H,2023-01-17,Filed for introduction,,1
HB2725,2023,RS,H,2023-01-27,To House Judiciary,,6
HB2725,2023,RS,H,2023-01-27,"Do pass, but first to Judiciary",,5
HB2725,2023,RS,H,2023-01-17,To House Health and Human Resources,,4
HB2725,2023,RS,H,2023-01-17,Introduced in House,,3
HB2725,2023,RS,H,2023-01-17,To Health and Human Resources then Judiciary,,2
HB2725,2023,RS,H,2023-01-17,Filed for introduction,,1
HB2726,2023,RS,H,2023-01-27,To House Judiciary,,6
HB2726,2023,RS,H,2023-01-27,"Do pass, but first to Judiciary",,5
HB2726,2023,RS,H,2023-01-17,To House Health and Human Resources,,4
HB2726,2023,RS,H,2023-01-17,Introduced in House,,3
HB2726,2023,RS,H,2023-01-17,To Health and Human Resources then Judiciary,,2
HB2726,2023,RS,H,2023-01-17,Filed for introduction,,1
HB2727,2023,RS,H,2023-01-27,To House Judiciary,,6
HB2727,2023,RS,H,2023-01-27,"Do pass, but first to Judiciary",,5
HB2727,2023,RS,H,2023-01-17,To House Health and Human Resources,,4
HB2727,2023,RS,H,2023-01-17,Introduced in House,,3
HB2727,2023,RS,H,2023-01-17,To Health and Human Resources then Judiciary,,2
HB2727,2023,RS,H,2023-01-17,Filed for introduction,,1
HB2728,2023,RS,H,2023-01-27,To House Judiciary,,6
HB2728,2023,RS,H,2023-01-27,"Do pass, but first to Judiciary",,5
HB2728,2023,RS,H,2023-01-17,To House Health and Human Resources,,4
HB2728,2023,RS,H,2023-01-17,Introduced in House,,3
HB2728,2023,RS,H,2023-01-17,To Health and Human Resources then Judiciary,,2
HB2728,2023,RS,H,2023-01-17,Filed for introduction,,1
HB2729,2023,RS,H,2023-01-27,To House Judiciary,,6
HB2729,2023,RS,H,2023-01-27,"Do pass, but first to Judiciary",,5
HB2729,2023,RS,H,2023-01-17,To House Health and Human Resources,,4
HB2729,2023,RS,H,2023-01-17,Introduced in House,,3
HB2729,2023,RS,H,2023-01-17,To Health and Human Resources then Judiciary,,2
HB2729,2023,RS,H,2023-01-17,Filed for introduction,,1
HB2730,2023,RS,H,2023-01-27,To House Judiciary,,6
HB2730,2023,RS,H,2023-01-27,"With amendment, do pass, but first to Judiciary",,5
HB2730,2023,RS,H,2023-01-17,To House Health and Human Resources,,4
HB2730,2023,RS,H,2023-01-17,Introduced in House,,3
HB2730,2023,RS,H,2023-01-17,To Health and Human Resources then Judiciary,,2
HB2730,2023,RS,H,2023-01-17,Filed for introduction,,1
HB2731,2023,RS,H,2023-01-27,To House Judiciary,,6
HB2731,2023,RS,H,2023-01-27,"Do pass, but first to Judiciary",,5
HB2731,2023,RS,H,2023-01-17,To House Health and Human Resources,,4
HB2731,2023,RS,H,2023-01-17,Introduced in House,,3
HB2731,2023,RS,H,2023-01-17,To Health and Human Resources then Judiciary,,2
HB2731,2023,RS,H,2023-01-17,Filed for introduction,,1
HB2732,2023,RS,H,2023-01-27,To House Judiciary,,6
HB2732,2023,RS,H,2023-01-27,"Do pass, but first to Judiciary",,5
HB2732,2023,RS,H,2023-01-17,To House Health and Human Resources,,4
HB2732,2023,RS,H,2023-01-17,Introduced in House,,3
HB2732,2023,RS,H,2023-01-17,To Health and Human Resources then Judiciary,,2
HB2732,2023,RS,H,2023-01-17,Filed for introduction,,1
HB2733,2023,RS,H,2023-01-27,To House Judiciary,,6
HB2733,2023,RS,H,2023-01-27,"With amendment, do pass, but first to Judiciary",,5
HB2733,2023,RS,H,2023-01-17,To House Health and Human Resources,,4
HB2733,2023,RS,H,2023-01-17,Introduced in House,,3
HB2733,2023,RS,H,2023-01-17,To Health and Human Resources then Judiciary,,2
HB2733,2023,RS,H,2023-01-17,Filed for introduction,,1
HB2734,2023,RS,H,2023-01-27,To House Judiciary,,6
HB2734,2023,RS,H,2023-01-27,"Do pass, but first to Judiciary",,5
HB2734,2023,RS,H,2023-01-17,To House Health and Human Resources,,4
HB2734,2023,RS,H,2023-01-17,Introduced in House,,3
HB2734,2023,RS,H,2023-01-17,To Health and Human Resources then Judiciary,,2
HB2734,2023,RS,H,2023-01-17,Filed for introduction,,1
HB2735,2023,RS,H,2023-01-17,To House Judiciary,,4
HB2735,2023,RS,H,2023-01-17,Introduced in House,,3
HB2735,2023,RS,H,2023-01-17,To Judiciary,,2
HB2735,2023,RS,H,2023-01-17,Filed for introduction,,1
HB2736,2023,RS,H,2023-01-17,To House Judiciary,,4
HB2736,2023,RS,H,2023-01-17,Introduced in House,,3
HB2736,2023,RS,H,2023-01-17,To Judiciary,,2
HB2736,2023,RS,H,2023-01-17,Filed for introduction,,1
HB2737,2023,RS,H,2023-01-17,To House Judiciary,,4
HB2737,2023,RS,H,2023-01-17,Introduced in House,,3
HB2737,2023,RS,H,2023-01-17,To Judiciary,,2
HB2737,2023,RS,H,2023-01-17,Filed for introduction,,1
HB2738,2023,RS,H,2023-01-17,To House Judiciary,,4
HB2738,2023,RS,H,2023-01-17,Introduced in House,,3
HB2738,2023,RS,H,2023-01-17,To Judiciary,,2
HB2738,2023,RS,H,2023-01-17,Filed for introduction,,1
HB2739,2023,RS,H,2023-01-17,To House Judiciary,,4
HB2739,2023,RS,H,2023-01-17,Introduced in House,,3
HB2739,2023,RS,H,2023-01-17,To Judiciary,,2
HB2739,2023,RS,H,2023-01-17,Filed for introduction,,1
HB2740,2023,RS,H,2023-02-07,To House Judiciary,,6
HB2740,2023,RS,H,2023-02-07,"With amendment, do pass, but first to Judiciary",,5
HB2740,2023,RS,H,2023-01-17,To House Finance,,4
HB2740,2023,RS,H,2023-01-17,Introduced in House,,3
HB2740,2023,RS,H,2023-01-17,To Finance then Judiciary,,2
HB2740,2023,RS,H,2023-01-17,Filed for introduction,,1
HB2741,2023,RS,H,2023-01-24,To House Judiciary,,6
HB2741,2023,RS,H,2023-01-24,"Do pass, but first to Judiciary",,5
HB2741,2023,RS,H,2023-01-17,To House Government Organization,,4
HB2741,2023,RS,H,2023-01-17,Introduced in House,,3
HB2741,2023,RS,H,2023-01-17,To Government Organization then Judiciary,,2
HB2741,2023,RS,H,2023-01-17,Filed for introduction,,1
HB2742,2023,RS,H,2023-01-24,To House Judiciary,,6
HB2742,2023,RS,H,2023-01-24,"Do pass, but first to Judiciary",,5
HB2742,2023,RS,H,2023-01-17,To House Government Organization,,4
HB2742,2023,RS,H,2023-01-17,Introduced in House,,3
HB2742,2023,RS,H,2023-01-17,To Government Organization then Judiciary,,2
HB2742,2023,RS,H,2023-01-17,Filed for introduction,,1
HB2743,2023,RS,H,2023-01-24,To House Judiciary,,6
HB2743,2023,RS,H,2023-01-24,"With amendment, do pass, but first to Judiciary",,5
HB2743,2023,RS,H,2023-01-17,To House Government Organization,,4
HB2743,2023,RS,H,2023-01-17,Introduced in House,,3
HB2743,2023,RS,H,2023-01-17,To Government Organization then Judiciary,,2
HB2743,2023,RS,H,2023-01-17,Filed for introduction,,1
HB2744,2023,RS,H,2023-01-26,To House Judiciary,,6
HB2744,2023,RS,H,2023-01-26,"Do pass, but first to Judiciary",,5
HB2744,2023,RS,H,2023-01-17,To House Government Organization,,4
HB2744,2023,RS,H,2023-01-17,Introduced in House,,3
HB2744,2023,RS,H,2023-01-17,To Government Organization then Judiciary,,2
HB2744,2023,RS,H,2023-01-17,Filed for introduction,,1
HB2745,2023,RS,H,2023-01-26,To House Judiciary,,6
HB2745,2023,RS,H,2023-01-26,"Do pass, but first to Judiciary",,5
HB2745,2023,RS,H,2023-01-17,To House Government Organization,,4
HB2745,2023,RS,H,2023-01-17,Introduced in House,,3
HB2745,2023,RS,H,2023-01-17,To Government Organization then Judiciary,,2
HB2745,2023,RS,H,2023-01-17,Filed for introduction,,1
HB2746,2023,RS,H,2023-01-25,To House Judiciary,,6
HB2746,2023,RS,H,2023-01-25,"Do pass, but first to Judiciary",,5
HB2746,2023,RS,H,2023-01-17,To House Agriculture and Natural Resources,,4
HB2746,2023,RS,H,2023-01-17,Introduced in House,,3
HB2746,2023,RS,H,2023-01-17,To Agriculture and Natural Resources then Judiciary,,2
HB2746,2023,RS,H,2023-01-17,Filed for introduction,,1
HB2747,2023,RS,H,2023-01-25,To House Judiciary,,6
HB2747,2023,RS,H,2023-01-25,"Do pass, but first to Judiciary",,5
HB2747,2023,RS,H,2023-01-17,To House Agriculture and Natural Resources,,4
HB2747,2023,RS,H,2023-01-17,Introduced in House,,3
HB2747,2023,RS,H,2023-01-17,To Agriculture and Natural Resources then Judiciary,,2
HB2747,2023,RS,H,2023-01-17,Filed for introduction,,1
HB2748,2023,RS,H,2023-01-25,To House Judiciary,,6
HB2748,2023,RS,H,2023-01-25,"Do pass, but first to Judiciary",,5
HB2748,2023,RS,H,2023-01-17,To House Agriculture and Natural Resources,,4
HB2748,2023,RS,H,2023-01-17,Introduced in House,,3
HB2748,2023,RS,H,2023-01-17,To Agriculture and Natural Resources then Judiciary,,2
HB2748,2023,RS,H,2023-01-17,Filed for introduction,,1
HB2749,2023,RS,H,2023-01-25,To House Judiciary,,6
HB2749,2023,RS,H,2023-01-25,"Do pass, but first to Judiciary",,5
HB2749,2023,RS,H,2023-01-17,To House Agriculture and Natural Resources,,4
HB2749,2023,RS,H,2023-01-17,Introduced in House,,3
HB2749,2023,RS,H,2023-01-17,To Agriculture and Natural Resources then Judiciary,,2
HB2749,2023,RS,H,2023-01-17,Filed for introduction,,1
HB2750,2023,RS,H,2023-01-18,To House Economic Development and Tourism,,4
HB2750,2023,RS,H,2023-01-18,Introduced in House,,3
HB2750,2023,RS,H,2023-01-18,To Economic Development and Tourism,,2
HB2750,2023,RS,H,2023-01-18,Filed for introduction,,1
HB2751,2023,RS,H,2023-01-18,To House Judiciary,,4
HB2751,2023,RS,H,2023-01-18,Introduced in House,,3
HB2751,2023,RS,H,2023-01-18,To Judiciary,,2
HB2751,2023,RS,H,2023-01-18,Filed for introduction,,1
HB2752,2023,RS,H,2023-01-18,To House Judiciary,,4
HB2752,2023,RS,H,2023-01-18,Introduced in House,,3
HB2752,2023,RS,H,2023-01-18,To Judiciary,,2
HB2752,2023,RS,H,2023-01-18,Filed for introduction,,1
HB2753,2023,RS,H,2023-01-26,To House Judiciary,,6
HB2753,2023,RS,H,2023-01-26,"Do pass, but first to Judiciary",,5
HB2753,2023,RS,H,2023-01-18,To House Economic Development and Tourism,,4
HB2753,2023,RS,H,2023-01-18,Introduced in House,,3
HB2753,2023,RS,H,2023-01-18,To Economic Development and Tourism then Judiciary,,2
HB2753,2023,RS,H,2023-01-18,Filed for introduction,,1
HB2754,2023,RS,H,2023-05-01,"Chapter 234, Acts, Regular Session, 2023",,37
HB2754,2023,RS,H,2023-03-11,Approved by Governor 3/23/2023 - House Journal,,36
HB2754,2023,RS,H,2023-03-23,Approved by Governor 3/23/2023,,35
HB2754,2023,RS,S,2023-03-11,Approved by Governor 3/23/2023 - Senate Journal,318,34
HB2754,2023,RS,H,2023-03-16,To Governor 3/16/2023,,33
HB2754,2023,RS,H,2023-03-11,To Governor 3/16/2023 - House Journal,,32
HB2754,2023,RS,S,2023-03-11,To Governor 3/16/2023 - Senate Journal,274,31
HB2754,2023,RS,H,2023-03-08,House received Senate message,,30
HB2754,2023,RS,S,2023-03-07,Completed legislative action,,29
HB2754,2023,RS,S,2023-03-07,Communicated to House,12,28
HB2754,2023,RS,S,2023-03-07,Effective from passage (Roll No. 402),12,27
HB2754,2023,RS,S,2023-03-07,Passed Senate (Roll No. 402),11-12,26
HB2754,2023,RS,S,2023-03-07,Read 3rd time,11,25
HB2754,2023,RS,S,2023-03-07,On 3rd reading,,24
HB2754,2023,RS,S,2023-03-06,Read 2nd time,72,23
HB2754,2023,RS,S,2023-03-06,On 2nd reading,,22
HB2754,2023,RS,S,2023-03-03,Read 1st time,27,21
HB2754,2023,RS,S,2023-03-03,On 1st reading,,20
HB2754,2023,RS,S,2023-03-02,Reported do pass,24,19
HB2754,2023,RS,S,2023-01-26,To Health and Human Resources,1,18
HB2754,2023,RS,S,2023-01-26,To Health and Human Resources,,17
HB2754,2023,RS,S,2023-01-26,Introduced in Senate,1,16
HB2754,2023,RS,H,2023-01-25,Communicated to Senate,,15
HB2754,2023,RS,H,2023-01-25,Effective from passage (Roll No. 33),,14
HB2754,2023,RS,H,2023-01-25,Passed House (Roll No. 32),,13
HB2754,2023,RS,H,2023-01-25,Read 3rd time,,12
HB2754,2023,RS,H,2023-01-25,"On 3rd reading, Special Calendar",,11
HB2754,2023,RS,H,2023-01-24,Read 2nd time,,10
HB2754,2023,RS,H,2023-01-24,"On 2nd reading, Special Calendar",,9
HB2754,2023,RS,H,2023-01-23,Read 1st time,,8
HB2754,2023,RS,H,2023-01-23,"On 1st reading, Special Calendar",,7
HB2754,2023,RS,H,2023-01-20,"By substitute, do pass",,6
HB2754,2023,RS,H,2023-01-18,To House Health and Human Resources,,5
HB2754,2023,RS,H,2023-01-18,Introduced in House,,4
HB2754,2023,RS,H,2023-01-18,To Health and Human Resources,,3
HB2754,2023,RS,H,2023-01-18,Filed for introduction,,2
HB2755,2023,RS,H,2023-01-18,To House Judiciary,,4
HB2755,2023,RS,H,2023-01-18,Introduced in House,,3
HB2755,2023,RS,H,2023-01-18,To Judiciary,,2
HB2755,2023,RS,H,2023-01-18,Filed for introduction,,1
HB2756,2023,RS,H,2023-01-20,To House Judiciary,,6
HB2756,2023,RS,H,2023-01-20,"With amendment, do pass, but first to Judiciary",,5
HB2756,2023,RS,H,2023-01-18,To House Health and Human Resources,,4
HB2756,2023,RS,H,2023-01-18,Introduced in House,,3
HB2756,2023,RS,H,2023-01-18,To Health and Human Resources then Judiciary,,2
HB2756,2023,RS,H,2023-01-18,Filed for introduction,,1
HB2757,2023,RS,H,2023-05-01,"Chapter 179, Acts, Regular Session, 2023",,39
HB2757,2023,RS,S,2023-03-11,Approved by Governor 3/29/2023 - Senate Journal,344,38
HB2757,2023,RS,H,2023-03-29,Approved by Governor 3/29/2023,,37
HB2757,2023,RS,H,2023-03-11,Approved by Governor 3/29/2023 - House Journal,,36
HB2757,2023,RS,S,2023-03-11,To Governor 3/20/2023 - Senate Journal,280,35
HB2757,2023,RS,H,2023-03-20,To Governor 3/20/2023,,34
HB2757,2023,RS,H,2023-03-11,To Governor 3/20/2023 - House Journal,,33
HB2757,2023,RS,H,2023-03-04,House received Senate message,,32
HB2757,2023,RS,S,2023-03-03,Completed legislative action,,31
HB2757,2023,RS,S,2023-03-03,Communicated to House,13,30
HB2757,2023,RS,S,2023-03-03,Effective from passage (Roll No. 361),13,29
HB2757,2023,RS,S,2023-03-03,Passed Senate (Roll No. 361),12-13,28
HB2757,2023,RS,S,2023-03-03,Read 3rd time,12,27
HB2757,2023,RS,S,2023-03-03,On 3rd reading,,26
HB2757,2023,RS,S,2023-03-02,Read 2nd time,18,25
HB2757,2023,RS,S,2023-03-02,On 2nd reading,,24
HB2757,2023,RS,S,2023-03-01,Read 1st time,53,23
HB2757,2023,RS,S,2023-03-01,On 1st reading,,22
HB2757,2023,RS,S,2023-02-28,Reported do pass,36,21
HB2757,2023,RS,S,2023-02-16,To Finance,13,20
HB2757,2023,RS,S,2023-02-16,"Reported do pass, but first to Finance",13,19
HB2757,2023,RS,S,2023-01-26,To Education,2,18
HB2757,2023,RS,S,2023-01-26,To Education then Finance,,17
HB2757,2023,RS,S,2023-01-26,Introduced in Senate,1,16
HB2757,2023,RS,H,2023-01-25,Communicated to Senate,,15
HB2757,2023,RS,H,2023-01-25,Effective from passage (Roll No. 35),,14
HB2757,2023,RS,H,2023-01-25,Passed House (Roll No. 34),,13
HB2757,2023,RS,H,2023-01-25,Read 3rd time,,12
HB2757,2023,RS,H,2023-01-25,"On 3rd reading, Special Calendar",,11
HB2757,2023,RS,H,2023-01-24,Read 2nd time,,10
HB2757,2023,RS,H,2023-01-24,"On 2nd reading, Special Calendar",,9
HB2757,2023,RS,H,2023-01-23,Read 1st time,,8
HB2757,2023,RS,H,2023-01-23,"On 1st reading, Special Calendar",,7
HB2757,2023,RS,H,2023-01-20,"By substitute, do pass",,6
HB2757,2023,RS,H,2023-01-18,To House Health and Human Resources,,5
HB2757,2023,RS,H,2023-01-18,Introduced in House,,4
HB2757,2023,RS,H,2023-01-18,To Health and Human Resources,,3
HB2757,2023,RS,H,2023-01-18,Filed for introduction,,2
HB2758,2023,RS,H,2023-01-18,To House Health and Human Resources,,4
HB2758,2023,RS,H,2023-01-18,Introduced in House,,3
HB2758,2023,RS,H,2023-01-18,To Health and Human Resources,,2
HB2758,2023,RS,H,2023-01-18,Filed for introduction,,1
HB2759,2023,RS,H,2023-05-01,"Chapter 314, Acts, Regular Session, 2023",,42
HB2759,2023,RS,H,2023-03-11,Approved by Governor 3/23/2023 - House Journal,,41
HB2759,2023,RS,H,2023-03-23,Approved by Governor 3/23/2023,,40
HB2759,2023,RS,S,2023-03-11,Approved by Governor 3/23/2023 - Senate Journal,318,39
HB2759,2023,RS,H,2023-03-16,To Governor 3/16/2023,,38
HB2759,2023,RS,H,2023-03-11,To Governor 3/16/2023 - House Journal,,37
HB2759,2023,RS,S,2023-03-11,To Governor 3/16/2023 - Senate Journal,275,36
HB2759,2023,RS,H,2023-03-08,House received Senate message,,35
HB2759,2023,RS,S,2023-03-08,Completed legislative action,,34
HB2759,2023,RS,S,2023-03-08,Communicated to House,57,33
HB2759,2023,RS,S,2023-03-08,Passed Senate (Roll No. 430),57,32
HB2759,2023,RS,S,2023-03-08,Read 3rd time,57,31
HB2759,2023,RS,S,2023-03-08,On 3rd reading,,30
HB2759,2023,RS,S,2023-03-07,Read 2nd time,44,29
HB2759,2023,RS,S,2023-03-07,On 2nd reading,,28
HB2759,2023,RS,S,2023-03-06,Read 1st time,87,27
HB2759,2023,RS,S,2023-03-06,Immediate consideration,87,26
HB2759,2023,RS,S,2023-03-06,Reported do pass,87,25
HB2759,2023,RS,S,2023-02-28,To Finance,37,24
HB2759,2023,RS,S,2023-02-28,"Reported do pass, but first to Finance",37,23
HB2759,2023,RS,S,2023-02-27,To Health and Human Resources,4,22
HB2759,2023,RS,S,2023-02-27,To Health and Human Resources then Finance,,21
HB2759,2023,RS,S,2023-02-27,Introduced in Senate,4,20
HB2759,2023,RS,H,2023-02-25,Communicated to Senate,,19
HB2759,2023,RS,H,2023-02-25,Passed House (Roll No. 262),,18
HB2759,2023,RS,H,2023-02-25,Read 3rd time,,17
HB2759,2023,RS,H,2023-02-25,"On 3rd reading, Special Calendar",,16
HB2759,2023,RS,H,2023-02-24,Read 2nd time,,15
HB2759,2023,RS,H,2023-02-24,"On 2nd reading, Special Calendar",,14
HB2759,2023,RS,H,2023-02-23,Read 1st time,,13
HB2759,2023,RS,H,2023-02-23,"From Housel Calendar, 1st reading, placed on Special Calendar",,12
HB2759,2023,RS,H,2023-02-23,"On 1st reading, House Calendar",,11
HB2759,2023,RS,H,2023-02-21,Placed on House Calendar,,10
HB2759,2023,RS,H,2023-02-21,"On 1st reading, Special Calendar",,9
HB2759,2023,RS,H,2023-02-20,"By substitute, do pass",,8
HB2759,2023,RS,H,2023-01-20,To House Finance,,7
HB2759,2023,RS,H,2023-01-20,"With amendment, do pass, but first to Finance",,6
HB2759,2023,RS,H,2023-01-18,To House Health and Human Resources,,5
HB2759,2023,RS,H,2023-01-18,Introduced in House,,4
HB2759,2023,RS,H,2023-01-18,To Health and Human Resources then Finance,,3
HB2759,2023,RS,H,2023-01-18,Filed for introduction,,2
HB2760,2023,RS,H,2023-05-01,"Chapter 325, Acts, Regular Session, 2023",,45
HB2760,2023,RS,S,2023-03-11,Approved by Governor 3/29/2023 - Senate Journal,344,44
HB2760,2023,RS,H,2023-03-29,Approved by Governor 3/29/2023,,43
HB2760,2023,RS,H,2023-03-11,Approved by Governor 3/29/2023 - House Journal,,42
HB2760,2023,RS,S,2023-03-11,To Governor 3/20/2023 - Senate Journal,280,41
HB2760,2023,RS,H,2023-03-20,To Governor 3/20/2023,,40
HB2760,2023,RS,H,2023-03-11,To Governor 3/20/2023 - House Journal,,39
HB2760,2023,RS,S,2023-03-11,House Message received,211,38
HB2760,2023,RS,H,2023-03-11,Completed legislative action,,37
HB2760,2023,RS,H,2023-03-11,Communicated to Senate,,36
HB2760,2023,RS,H,2023-03-11,House concurred in Senate amendment and passed bill (Roll No. 760),,35
HB2760,2023,RS,H,2023-03-11,House received Senate message,,34
HB2760,2023,RS,S,2023-03-06,Senate requests House to concur,55,33
HB2760,2023,RS,S,2023-03-06,Passed Senate (Roll No. 380),55,32
HB2760,2023,RS,S,2023-03-06,Read 3rd time,55,31
HB2760,2023,RS,S,2023-03-06,On 3rd reading,,30
HB2760,2023,RS,S,2023-03-03,Committee amendment adopted (Voice vote),21-22,29
HB2760,2023,RS,S,2023-03-03,Read 2nd time,21,28
HB2760,2023,RS,S,2023-03-03,On 2nd reading,,27
HB2760,2023,RS,S,2023-03-02,Read 1st time,10,26
HB2760,2023,RS,S,2023-03-02,Immediate consideration,10,25
HB2760,2023,RS,S,2023-03-02,"Reported do pass, with amendment",9-10,24
HB2760,2023,RS,S,2023-02-27,To Government Organization,4,23
HB2760,2023,RS,S,2023-02-27,To Government Organization,,22
HB2760,2023,RS,S,2023-02-27,Introduced in Senate,4,21
HB2760,2023,RS,H,2023-02-25,Communicated to Senate,,20
HB2760,2023,RS,H,2023-02-25,Passed House (Roll No. 263),,19
HB2760,2023,RS,H,2023-02-25,Read 3rd time,,18
HB2760,2023,RS,H,2023-02-25,"On 3rd reading, Special Calendar",,17
HB2760,2023,RS,H,2023-02-24,Committee amendment adopted (Voice vote),,16
HB2760,2023,RS,H,2023-02-24,Read 2nd time,,15
HB2760,2023,RS,H,2023-02-24,"On 2nd reading, Special Calendar",,14
HB2760,2023,RS,H,2023-02-23,Read 1st time,,13
HB2760,2023,RS,H,2023-02-23,"From Housel Calendar, 1st reading, placed on Special Calendar",,12
HB2760,2023,RS,H,2023-02-23,"On 1st reading, House Calendar",,11
HB2760,2023,RS,H,2023-02-21,Placed on House Calendar,,10
HB2760,2023,RS,H,2023-02-21,"On 1st reading, Special Calendar",,9
HB2760,2023,RS,H,2023-02-20,"By substitute, do pass",,8
HB2760,2023,RS,H,2023-02-16,To House Government Organization,,7
HB2760,2023,RS,H,2023-02-16,"With amendment, do pass, but first to Government Organization",,6
HB2760,2023,RS,H,2023-01-18,To House Fire Departments and Emergency Medical Services,,5
HB2760,2023,RS,H,2023-01-18,Introduced in House,,4
HB2760,2023,RS,H,2023-01-18,To Fire Departments and Emergency Medical Services then Government Organization,,3
HB2760,2023,RS,H,2023-01-18,Filed for introduction,,2
HB2761,2023,RS,S,2023-02-25,To Education,28,16
HB2761,2023,RS,S,2023-02-25,To Education,,15
HB2761,2023,RS,S,2023-02-25,Introduced in Senate,28,14
HB2761,2023,RS,H,2023-02-24,Communicated to Senate,,13
HB2761,2023,RS,H,2023-02-24,Passed House (Roll No. 235),,12
HB2761,2023,RS,H,2023-02-24,Read 3rd time,,11
HB2761,2023,RS,H,2023-02-24,"On 3rd reading, Special Calendar",,10
HB2761,2023,RS,H,2023-02-23,Read 2nd time,,9
HB2761,2023,RS,H,2023-02-23,"On 2nd reading, Special Calendar",,8
HB2761,2023,RS,H,2023-02-22,Read 1st time,,7
HB2761,2023,RS,H,2023-02-22,"On 1st reading, Special Calendar",,6
HB2761,2023,RS,H,2023-02-21,"By substitute, do pass",,5
HB2761,2023,RS,H,2023-01-18,To House Education,,4
HB2761,2023,RS,H,2023-01-18,Introduced in House,,3
HB2761,2023,RS,H,2023-01-18,To Education,,2
HB2761,2023,RS,H,2023-01-18,Filed for introduction,,1
HB2762,2023,RS,H,2023-05-01,"Chapter 283, Acts, Regular Session, 2023",,39
HB2762,2023,RS,S,2023-03-11,Approved by Governor 3/29/2023 - Senate Journal,344,38
HB2762,2023,RS,H,2023-03-29,Approved by Governor 3/29/2023,,37
HB2762,2023,RS,H,2023-03-11,Approved by Governor 3/29/2023 - House Journal,,36
HB2762,2023,RS,S,2023-03-09,To Governor 3/9/2023 - Senate Journal,353,35
HB2762,2023,RS,H,2023-03-09,To Governor 3/9/2023,,34
HB2762,2023,RS,H,2023-03-09,To Governor 3/9/2023 - House Journal,,33
HB2762,2023,RS,H,2023-03-02,House received Senate message,,32
HB2762,2023,RS,S,2023-03-02,Completed legislative action,,31
HB2762,2023,RS,S,2023-03-02,Communicated to House,14,30
HB2762,2023,RS,S,2023-03-02,Passed Senate (Roll No. 351),14,29
HB2762,2023,RS,S,2023-03-02,Read 3rd time,14,28
HB2762,2023,RS,S,2023-03-02,On 3rd reading,,27
HB2762,2023,RS,S,2023-03-01,Read 2nd time,52,26
HB2762,2023,RS,S,2023-03-01,On 2nd reading,,25
HB2762,2023,RS,S,2023-02-28,Read 1st time,35,24
HB2762,2023,RS,S,2023-02-28,Immediate consideration,35,23
HB2762,2023,RS,S,2023-02-28,Reported do pass,34-35,22
HB2762,2023,RS,S,2023-02-10,To Government Organization,2,21
HB2762,2023,RS,S,2023-02-10,To Government Organization,,20
HB2762,2023,RS,S,2023-02-10,Introduced in Senate,2,19
HB2762,2023,RS,H,2023-02-09,Communicated to Senate,,18
HB2762,2023,RS,H,2023-02-09,Title amendment adopted (Voice vote),,17
HB2762,2023,RS,H,2023-02-09,Passed House (Roll No. 94),,16
HB2762,2023,RS,H,2023-02-09,Read 3rd time,,15
HB2762,2023,RS,H,2023-02-09,"On 3rd reading, Special Calendar",,14
HB2762,2023,RS,H,2023-02-08,Amendment adopted (Voice vote),,13
HB2762,2023,RS,H,2023-02-08,Read 2nd time,,12
HB2762,2023,RS,H,2023-02-08,"On 2nd reading, Special Calendar",,11
HB2762,2023,RS,H,2023-02-07,Read 1st time,,10
HB2762,2023,RS,H,2023-02-07,Immediate consideration,,9
HB2762,2023,RS,H,2023-02-07,"By substitute, do pass",,8
HB2762,2023,RS,H,2023-02-02,To House Government Organization,,7
HB2762,2023,RS,H,2023-02-02,"With amendment, do pass, but first to Government Organization",,6
HB2762,2023,RS,H,2023-01-18,To House Fire Departments and Emergency Medical Services,,5
HB2762,2023,RS,H,2023-01-18,Introduced in House,,4
HB2762,2023,RS,H,2023-01-18,To Fire Departments and Emergency Medical Services then Government Organization,,3
HB2762,2023,RS,H,2023-01-18,Filed for introduction,,2
HB2763,2023,RS,H,2023-01-18,To House Judiciary,,4
HB2763,2023,RS,H,2023-01-18,Introduced in House,,3
HB2763,2023,RS,H,2023-01-18,To Judiciary,,2
HB2763,2023,RS,H,2023-01-18,Filed for introduction,,1
HB2764,2023,RS,H,2023-01-18,To House Finance,,4
HB2764,2023,RS,H,2023-01-18,Introduced in House,,3
HB2764,2023,RS,H,2023-01-18,To Finance,,2
HB2764,2023,RS,H,2023-01-18,Filed for introduction,,1
HB2765,2023,RS,H,2023-01-18,To House Fire Departments and Emergency Medical Services,,4
HB2765,2023,RS,H,2023-01-18,Introduced in House,,3
HB2765,2023,RS,H,2023-01-18,To Fire Departments and Emergency Medical Services then Judiciary,,2
HB2765,2023,RS,H,2023-01-18,Filed for introduction,,1
HB2766,2023,RS,H,2023-01-18,To House Jails and Prisons,,4
HB2766,2023,RS,H,2023-01-18,Introduced in House,,3
HB2766,2023,RS,H,2023-01-18,To Jails and Prisons then Judiciary,,2
