bill_number,session_year,session_type,primary_sponsor,cosponsors,summary,subjects,companion,bill_url
SB0001,2024,RS,Woodrum,,Department of Administration rule relating to state-owned vehicles,Legislature--Rule Making,HB4026,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=1&year=2024&sessiontype=RS&btype=bill
SB0002,2024,RS,Woodrum,,Authorizing DEP to promulgate rules,Legislature--Rule Making,HB4027,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=2&year=2024&sessiontype=RS&btype=bill
SB0003,2024,RS,Woodrum,,DEP rule relating to control of particulate matter air pollution from combustion of fuel in indirect heat exchangers,Legislature--Rule Making,HB4028,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=3&year=2024&sessiontype=RS&btype=bill
SB0004,2024,RS,Woodrum,,DEP rule relating to control of air pollution from operation of hot mix asphalt plants,Legislature--Rule Making,HB4029,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=4&year=2024&sessiontype=RS&btype=bill
SB0005,2024,RS,Woodrum,,"DEP rule relating to control of air pollution from operation of coal preparation plants, coal handling operations, and coal refuse disposal areas",Legislature--Rule Making,HB4030,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=5&year=2024&sessiontype=RS&btype=bill
SB0006,2024,RS,Woodrum,,DEP rule relating to control of air pollution from combustion of refuse,Legislature--Rule Making,HB4031,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=6&year=2024&sessiontype=RS&btype=bill
SB0007,2024,RS,Woodrum,,DEP rule relating to control of particulate matter air pollution from manufacturing processes and associated operations,Legislature--Rule Making,HB4032,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=7&year=2024&sessiontype=RS&btype=bill
SB0008,2024,RS,Woodrum,,DEP rule relating to ambient air quality standards,Legislature--Rule Making,HB4033,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=8&year=2024&sessiontype=RS&btype=bill
SB0009,2024,RS,Woodrum,,DEP rule relating to control of air pollution from emission of sulfur oxides,Legislature--Rule Making,HB4034,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=9&year=2024&sessiontype=RS&btype=bill
SB0010,2024,RS,Woodrum,,DEP rule relating to standards of performance for new stationary sources,Legislature--Rule Making,HB4035,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=10&year=2024&sessiontype=RS&btype=bill
SB0011,2024,RS,Woodrum,,DEP rule relating to control of air pollution from emission of volatile organic compounds,Legislature--Rule Making,HB4036,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=11&year=2024&sessiontype=RS&btype=bill
SB0012,2024,RS,Woodrum,,DEP rule relating to emission standards for hazardous air pollutants,Legislature--Rule Making,HB4037,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=12&year=2024&sessiontype=RS&btype=bill
SB0013,2024,RS,Woodrum,,DEP rule relating to control of greenhouse gas emissions from existing coal-fired electric utility generating units,Legislature--Rule Making,HB4038,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=13&year=2024&sessiontype=RS&btype=bill
SB0014,2024,RS,Woodrum,,DEP rule relating to administration of Drinking Water Treatment Revolving Fund and safe drinking water set-asides,Legislature--Rule Making,HB4041,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=14&year=2024&sessiontype=RS&btype=bill
SB0015,2024,RS,Woodrum,,DEP rule relating to hazardous waste management system,Legislature--Rule Making,HB4040,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=15&year=2024&sessiontype=RS&btype=bill
SB0016,2024,RS,Woodrum,,DEP rule relating to underground injection control,Legislature--Rule Making,HB4039,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=16&year=2024&sessiontype=RS&btype=bill
SB0017,2024,RS,Woodrum,,Authorizing Department of Health to promulgate legislative rules,Legislature--Rule Making,HB4042,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=17&year=2024&sessiontype=RS&btype=bill
SB0018,2024,RS,Woodrum,,Department of Health rule relating to wastewater systems and operators,Legislature--Rule Making,HB4043,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=18&year=2024&sessiontype=RS&btype=bill
SB0019,2024,RS,Woodrum,,Department of Health rule relating to behavioral health centers' licensure,Legislature--Rule Making,HB4044,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=19&year=2024&sessiontype=RS&btype=bill
SB0020,2024,RS,Woodrum,,Department of Health rule relating to hospital licensure,Legislature--Rule Making,HB4045,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=20&year=2024&sessiontype=RS&btype=bill
SB0021,2024,RS,Woodrum,,Department of Health rule relating to assisted living residences,Legislature--Rule Making,HB4046,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=21&year=2024&sessiontype=RS&btype=bill
SB0022,2024,RS,Woodrum,,Department of Health rule relating to cross-connection control and backflow prevention,Legislature--Rule Making,HB4047,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=22&year=2024&sessiontype=RS&btype=bill
SB0023,2024,RS,Woodrum,,Department of Health rule relating to fees for permits,Legislature--Rule Making,HB4048,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=23&year=2024&sessiontype=RS&btype=bill
SB0024,2024,RS,Woodrum,,Department of Health rule relating to fees for services,Legislature--Rule Making,HB4049,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=24&year=2024&sessiontype=RS&btype=bill
SB0025,2024,RS,Woodrum,,Department of Health rule relating to medical examiner requirements for postmortem inquiries,Legislature--Rule Making,HB4050,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=25&year=2024&sessiontype=RS&btype=bill
SB0026,2024,RS,Woodrum,,Department of Health rule relating to newborn screening system,Legislature--Rule Making,HB4051,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=26&year=2024&sessiontype=RS&btype=bill
SB0027,2024,RS,Woodrum,,Department of Health rule relating to distribution of funds from Emergency Medical Services Salary Enhancement Fund,Legislature--Rule Making,HB4052,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=27&year=2024&sessiontype=RS&btype=bill
SB0028,2024,RS,Woodrum,,Department of Health rule relating to WV Clearance for Access: registry and employment screening,Legislature--Rule Making,HB4053,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=28&year=2024&sessiontype=RS&btype=bill
SB0029,2024,RS,Woodrum,,DHHR rule relating to cooperative agreement approval and compliance,Legislature--Rule Making,HB4054,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=29&year=2024&sessiontype=RS&btype=bill
SB0030,2024,RS,Woodrum,,DHHR rule relating to certificate of need,Legislature--Rule Making,HB4055,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=30&year=2024&sessiontype=RS&btype=bill
SB0031,2024,RS,Woodrum,,Authorizing Department of Human Services to promulgate legislative rules,Legislature--Rule Making,HB4056,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=31&year=2024&sessiontype=RS&btype=bill
SB0032,2024,RS,Woodrum,,DHHR rule relating to chronic pain management clinic licensure,Legislature--Rule Making,HB4057,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=32&year=2024&sessiontype=RS&btype=bill
SB0033,2024,RS,Woodrum,,DHHR rule relating to medication-assisted treatment and office-based medication-assisted treatment,Legislature--Rule Making,HB4058,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=33&year=2024&sessiontype=RS&btype=bill
SB0034,2024,RS,Woodrum,,Department of Human Services rule relating to procedure to contest substantiation of child abuse or neglect,Legislature--Rule Making,HB4059,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=34&year=2024&sessiontype=RS&btype=bill
SB0035,2024,RS,Woodrum,,Family Protection Services Board rule relating to domestic violence program licensure standards,Legislature--Rule Making,HB4060,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=35&year=2024&sessiontype=RS&btype=bill
SB0036,2024,RS,Woodrum,,Authorizing Department of Homeland Security to promulgate legislative rules,Legislature--Rule Making,HB4063,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=36&year=2024&sessiontype=RS&btype=bill
SB0037,2024,RS,Woodrum,,"Governor's Committee on Crime, Delinquency, and Correction rule relating to protocol for law-enforcement response to domestic violence",Legislature--Rule Making,HB4064,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=37&year=2024&sessiontype=RS&btype=bill
SB0038,2024,RS,Woodrum,,"Governor's Committee on Crime, Delinquency, and Correction rule relating to sexual assault forensic examinations",Legislature--Rule Making,HB4065,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=38&year=2024&sessiontype=RS&btype=bill
SB0039,2024,RS,Woodrum,,Division of Emergency Management rule relating to industrial accident rapid response rule,Legislature--Rule Making,HB4066,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=39&year=2024&sessiontype=RS&btype=bill
SB0040,2024,RS,Woodrum,,State Fire Commission rule relating to Fire Code,Legislature--Rule Making,HB4067,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=40&year=2024&sessiontype=RS&btype=bill
SB0041,2024,RS,Woodrum,,State Fire Commission rule relating to certification and evaluation of local fire departments,Legislature--Rule Making,HB4068,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=41&year=2024&sessiontype=RS&btype=bill
SB0042,2024,RS,Woodrum,,State Fire Commission rule relating to certification of fire chiefs,Legislature--Rule Making,HB4069,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=42&year=2024&sessiontype=RS&btype=bill
SB0043,2024,RS,Woodrum,,State Fire Marshal rule relating to certification of electrical inspectors,Legislature--Rule Making,HB4070,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=43&year=2024&sessiontype=RS&btype=bill
SB0044,2024,RS,Woodrum,,State Fire Marshal rule relating to supervision of fire protection work,Legislature--Rule Making,HB4071,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=44&year=2024&sessiontype=RS&btype=bill
SB0045,2024,RS,Woodrum,,State Fire Marshal rule relating to electrician licensing rules,Legislature--Rule Making,HB4072,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=45&year=2024&sessiontype=RS&btype=bill
SB0046,2024,RS,Woodrum,,"State Fire Marshal rule relating to standards for certification and continuing education of certain building code officials, inspectors, and plans examiners",Legislature--Rule Making,HB4073,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=46&year=2024&sessiontype=RS&btype=bill
SB0047,2024,RS,Woodrum,,State Fire Marshal rule relating to certification of home inspectors,Legislature--Rule Making,HB4074,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=47&year=2024&sessiontype=RS&btype=bill
SB0048,2024,RS,Woodrum,,State Police rule relating to State Police member grievance procedures,Legislature--Rule Making,HB4061,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=48&year=2024&sessiontype=RS&btype=bill
SB0049,2024,RS,Woodrum,,State Police rule relating to motor vehicle inspections,Legislature--Rule Making,HB4062,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=49&year=2024&sessiontype=RS&btype=bill
SB0050,2024,RS,Woodrum,,Authorizing Department of Revenue to promulgate legislative rules,Legislature--Rule Making,HB4075,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=50&year=2024&sessiontype=RS&btype=bill
SB0051,2024,RS,Woodrum,,Insurance Commissioner rule relating to health benefit plan network access and adequacy,Legislature--Rule Making,HB4077,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=51&year=2024&sessiontype=RS&btype=bill
SB0052,2024,RS,Woodrum,,Insurance Commissioner rule relating to bail bondsmen in criminal cases,Legislature--Rule Making,HB4076,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=52&year=2024&sessiontype=RS&btype=bill
SB0053,2024,RS,Woodrum,,Racing Commission rule relating to thoroughbred racing,Legislature--Rule Making,HB4078,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=53&year=2024&sessiontype=RS&btype=bill
SB0054,2024,RS,Woodrum,,Tax Department rule relating to aircraft operated under fractional ownership program,Legislature--Rule Making,HB4079,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=54&year=2024&sessiontype=RS&btype=bill
SB0055,2024,RS,Woodrum,,Tax Department rule relating to citizen tax credit for property taxes paid,Legislature--Rule Making,HB4081,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=55&year=2024&sessiontype=RS&btype=bill
SB0056,2024,RS,Woodrum,,Tax Department rule relating to income tax paid at entity level by electing pass-through entities,Legislature--Rule Making,HB4082,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=56&year=2024&sessiontype=RS&btype=bill
SB0057,2024,RS,Woodrum,,Tax Department rule relating to income tax credits for property taxes paid,Legislature--Rule Making,HB4080,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=57&year=2024&sessiontype=RS&btype=bill
SB0058,2024,RS,Woodrum,,Tax Department rule relating to administration of tax on purchases of wine and liquor inside and outside of municipalities,Legislature--Rule Making,HB4083,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=58&year=2024&sessiontype=RS&btype=bill
SB0059,2024,RS,Woodrum,,Tax Department rule relating to privilege tax on sales of hemp-derived cannabinoid and kratom products,Legislature--Rule Making,HB4084,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=59&year=2024&sessiontype=RS&btype=bill
SB0060,2024,RS,Woodrum,,Authorizing DOT to promulgate legislative rules,Legislature--Rule Making,HB4104,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=60&year=2024&sessiontype=RS&btype=bill
SB0061,2024,RS,Woodrum,,DMV rule relating to dealer licensing,Legislature--Rule Making,HB4105,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=61&year=2024&sessiontype=RS&btype=bill
SB0062,2024,RS,Woodrum,,DMV rule relating to handicapped parking permits,Legislature--Rule Making,HB4106,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=62&year=2024&sessiontype=RS&btype=bill
SB0063,2024,RS,Woodrum,,DOH rule relating to construction and reconstruction of state roads,Legislature--Rule Making,HB4107,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=63&year=2024&sessiontype=RS&btype=bill
SB0064,2024,RS,Woodrum,,DOH rule relating to traffic and safety rules,Legislature--Rule Making,HB4108,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=64&year=2024&sessiontype=RS&btype=bill
SB0065,2024,RS,Woodrum,,Multimodal Transportation Faculties rule relating to valuation of used rolling stock and equipment,Legislature--Rule Making,HB4109,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=65&year=2024&sessiontype=RS&btype=bill
SB0066,2024,RS,Woodrum,,Board of Accountancy rule relating to board rules and rules of professional conduct,Legislature--Rule Making,HB4110,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=66&year=2024&sessiontype=RS&btype=bill
SB0067,2024,RS,Woodrum,,Board of Acupuncture rule relating to applications for licensure to practice acupuncture,Legislature--Rule Making,HB4111,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=67&year=2024&sessiontype=RS&btype=bill
SB0068,2024,RS,Woodrum,,Department of Agriculture rule relating to frozen desserts and imitation frozen desserts,Legislature--Rule Making,HB4112,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=68&year=2024&sessiontype=RS&btype=bill
SB0069,2024,RS,Woodrum,,Department of Agriculture rule relating to certified pesticide applicator,Legislature--Rule Making,HB4113,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=69&year=2024&sessiontype=RS&btype=bill
SB0070,2024,RS,Woodrum,,Department of Agriculture rule relating to licensing to pesticide businesses,Legislature--Rule Making,HB4114,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=70&year=2024&sessiontype=RS&btype=bill
SB0071,2024,RS,Woodrum,,Department of Agriculture rule relating to WV molluscan shellfish,Legislature--Rule Making,HB4115,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=71&year=2024&sessiontype=RS&btype=bill
SB0072,2024,RS,Woodrum,,Department of Agriculture rule relating to select plant-based derivative products,Legislature--Rule Making,HB4116,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=72&year=2024&sessiontype=RS&btype=bill
SB0073,2024,RS,Woodrum,,Department of Agriculture rule relating to agritourism,Legislature--Rule Making,HB4117,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=73&year=2024&sessiontype=RS&btype=bill
SB0074,2024,RS,Woodrum,,"Board of Barbers and Cosmetologists rule relating to procedures, criteria, and curricula for examination and license of barbers, cosmetologists, nail technicians, aestheticians, and hair stylists",Legislature--Rule Making,HB4118,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=74&year=2024&sessiontype=RS&btype=bill
SB0075,2024,RS,Woodrum,,Board of Barbers and Cosmetologists rule relating to application for waiver of initial licensure fees for certain individuals,Legislature--Rule Making,HB4119,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=75&year=2024&sessiontype=RS&btype=bill
SB0076,2024,RS,Woodrum,,Board of Barbers and Cosmetologists rule relating to cosmetology apprenticeship,Legislature--Rule Making,HB4120,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=76&year=2024&sessiontype=RS&btype=bill
SB0077,2024,RS,Woodrum,,Board of Examiners in Counseling rule relating to licensing,Legislature--Rule Making,HB4121,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=77&year=2024&sessiontype=RS&btype=bill
SB0078,2024,RS,Woodrum,,Board of Examiners in Counseling rule relating to marriage and family therapist licensing rule,Legislature--Rule Making,HB4122,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=78&year=2024&sessiontype=RS&btype=bill
SB0079,2024,RS,Woodrum,,Board of Dentistry rule relating to practitioner requirements for accessing WV Controlled Substances Monitoring Program database,Legislature--Rule Making,HB4123,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=79&year=2024&sessiontype=RS&btype=bill
SB0080,2024,RS,Woodrum,,Board of Licensed Dietitians rule relating to licensure and renewal requirements,Legislature--Rule Making,HB4124,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=80&year=2024&sessiontype=RS&btype=bill
SB0081,2024,RS,Woodrum,,Board of Licensed Dietitians rule relating to continuing professional education requirements,Legislature--Rule Making,HB4125,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=81&year=2024&sessiontype=RS&btype=bill
SB0082,2024,RS,Woodrum,,"Board of Licensed Dietitians rule relating to telehealth practice, requirements, and definitions",Legislature--Rule Making,HB4126,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=82&year=2024&sessiontype=RS&btype=bill
SB0083,2024,RS,Woodrum,,State Election Commission rule relating to corporate and membership organization political activity,Legislature--Rule Making,HB4127,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=83&year=2024&sessiontype=RS&btype=bill
SB0084,2024,RS,Woodrum,,State Election Commission rule relating to regulation of campaign finance,Legislature--Rule Making,HB4128,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=84&year=2024&sessiontype=RS&btype=bill
SB0085,2024,RS,Woodrum,,State Election Commission rule relating to application and approval process for Secretary of State expenditures from County Assistance Voting Equipment Fund,Legislature--Rule Making,HB4129,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=85&year=2024&sessiontype=RS&btype=bill
SB0086,2024,RS,Woodrum,,Massage Therapy Licensure Board rule relating to general provisions,Legislature--Rule Making,HB4130,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=86&year=2024&sessiontype=RS&btype=bill
SB0087,2024,RS,Woodrum,,Massage Therapy Licensure Board rule relating to schedule of fees,Legislature--Rule Making,HB4131,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=87&year=2024&sessiontype=RS&btype=bill
SB0088,2024,RS,Woodrum,,Massage Therapy Licensure Board rule relating to establishment licensure,Legislature--Rule Making,HB4132,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=88&year=2024&sessiontype=RS&btype=bill
SB0089,2024,RS,Woodrum,,Medical Imaging and Radiation Therapy Technology Board of Examiners rule relating to medical imaging technologists,Legislature--Rule Making,HB4133,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=89&year=2024&sessiontype=RS&btype=bill
SB0090,2024,RS,Woodrum,,"Board of Medicine rule relating to licensure, practice requirements, disciplinary and complaint procedures, continuing education, and physician assistants",Legislature--Rule Making,HB4134,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=90&year=2024&sessiontype=RS&btype=bill
SB0091,2024,RS,Woodrum,,Board of Medicine rule relating to continuing education for physicians and podiatric physicians,Legislature--Rule Making,HB4135,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=91&year=2024&sessiontype=RS&btype=bill
SB0092,2024,RS,Woodrum,,"Board of Medicine rule relating to permitting and disciplinary procedures: educational permits for graduate medical interns, residents, and fellows",Legislature--Rule Making,HB4136,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=92&year=2024&sessiontype=RS&btype=bill
SB0093,2024,RS,Woodrum,,Nursing Home Administrators Licensing Board rule relating to nursing home administrators,Legislature--Rule Making,HB4137,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=93&year=2024&sessiontype=RS&btype=bill
SB0094,2024,RS,Woodrum,,Board of Optometry rule relating to WV Board of Optometry,Legislature--Rule Making,HB4138,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=94&year=2024&sessiontype=RS&btype=bill
SB0095,2024,RS,Woodrum,,Board of Optometry rule relating to continuing education,Legislature--Rule Making,HB4139,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=95&year=2024&sessiontype=RS&btype=bill
SB0096,2024,RS,Woodrum,,Board of Optometry rule relating to injectable pharmaceutical agents certificate,Legislature--Rule Making,HB4140,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=96&year=2024&sessiontype=RS&btype=bill
SB0097,2024,RS,Woodrum,,Board of Optometry rule relating to eyelid procedures,Legislature--Rule Making,HB4141,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=97&year=2024&sessiontype=RS&btype=bill
SB0098,2024,RS,Woodrum,,Board of Osteopathic Medicine rule relating to licensing procedures for osteopathic physicians,Legislature--Rule Making,HB4142,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=98&year=2024&sessiontype=RS&btype=bill
SB0099,2024,RS,Woodrum,,Board of Osteopathic Medicine rule relating to osteopathic physician assistants,Legislature--Rule Making,HB4143,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=99&year=2024&sessiontype=RS&btype=bill
SB0100,2024,RS,Woodrum,,Board of Pharmacy rule relating to licensure and practice of pharmacy,Legislature--Rule Making,HB4144,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=100&year=2024&sessiontype=RS&btype=bill
SB0101,2024,RS,Woodrum,,Board of Pharmacy rule relating to continuing education for licensure for pharmacists,Legislature--Rule Making,HB4145,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=101&year=2024&sessiontype=RS&btype=bill
SB0102,2024,RS,Woodrum,,Board of Pharmacy rule relating to registration of pharmacy technicians,Legislature--Rule Making,HB4146,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=102&year=2024&sessiontype=RS&btype=bill
SB0103,2024,RS,Woodrum,,"Board of Pharmacy rule relating to immunizations administered by pharmacists, pharmacy interns, and pharmacy technicians",Legislature--Rule Making,HB4147,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=103&year=2024&sessiontype=RS&btype=bill
SB0104,2024,RS,Woodrum,,Board of Pharmacy rule relating to centralized prescription processing,Legislature--Rule Making,HB4148,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=104&year=2024&sessiontype=RS&btype=bill
SB0105,2024,RS,Woodrum,,Board of Pharmacy rule relating to regulations governing pharmacy permits,Legislature--Rule Making,HB4149,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=105&year=2024&sessiontype=RS&btype=bill
SB0106,2024,RS,Woodrum,,Board of Pharmacy rule relating to substitution of biological pharmaceuticals,Legislature--Rule Making,HB4150,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=106&year=2024&sessiontype=RS&btype=bill
SB0107,2024,RS,Woodrum,,Board of Professional Surveyors rule relating to examination and licensing of professional surveyors in WV,Legislature--Rule Making,HB4151,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=107&year=2024&sessiontype=RS&btype=bill
SB0108,2024,RS,Woodrum,,Board of Examiners of Psychologists rule relating to disciplinary and complaint procedures for psychologists,Legislature--Rule Making,HB4152,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=108&year=2024&sessiontype=RS&btype=bill
SB0109,2024,RS,Woodrum,,Board of Examiners of Psychologists rule relating to contested case hearing procedure,Legislature--Rule Making,HB4153,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=109&year=2024&sessiontype=RS&btype=bill
SB0110,2024,RS,Woodrum,,"Real Estate Commission rule relating to licensing real estate brokers, associate brokers, and salespersons and conduct of brokerage business",Legislature--Rule Making,HB4154,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=110&year=2024&sessiontype=RS&btype=bill
SB0111,2024,RS,Woodrum,,Real Estate Commission rule relating to schedule of fees,Legislature--Rule Making,HB4155,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=111&year=2024&sessiontype=RS&btype=bill
SB0112,2024,RS,Woodrum,,"Real Estate Commission rule relating to requirements for real estate courses, course providers, and instructors",Legislature--Rule Making,HB4156,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=112&year=2024&sessiontype=RS&btype=bill
SB0113,2024,RS,Woodrum,,"Board of Registered Nurses rule relating to policies, standards, and criteria for evaluation, approval, and national nursing accreditation of prelicensure nursing education programs",Legislature--Rule Making,HB4157,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=113&year=2024&sessiontype=RS&btype=bill
SB0114,2024,RS,Woodrum,,Board of Registered Nurses rule relating to requirements for registration and licensure and conduct constituting professional misconduct,Legislature--Rule Making,HB4158,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=114&year=2024&sessiontype=RS&btype=bill
SB0115,2024,RS,Woodrum,,Board of Registered Nurses rule relating to advanced practice registered nurse licensure requirements,Legislature--Rule Making,HB4159,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=115&year=2024&sessiontype=RS&btype=bill
SB0116,2024,RS,Woodrum,,Board of Registered Nurses rule relating to fees for services rendered by board,Legislature--Rule Making,HB4160,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=116&year=2024&sessiontype=RS&btype=bill
SB0117,2024,RS,Woodrum,,Board of Respiratory Care rule relating to student temporary permits,Legislature--Rule Making,HB4161,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=117&year=2024&sessiontype=RS&btype=bill
SB0118,2024,RS,Woodrum,,Secretary of State rule relating to guidelines for use of nicknames and other designations on ballot,Legislature--Rule Making,HB4162,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=118&year=2024&sessiontype=RS&btype=bill
SB0119,2024,RS,Woodrum,,Secretary of State rule relating to Combined Voter Registration and Driver Licensing Fund,Legislature--Rule Making,HB4163,http://www.wvlegislature.gov/Bill_Status/Bills_history.cfm?input=119&year=2024&sessiontype=RS&btype=bill
