bill_number,session_year,session_type,chamber,action_date,action,journal_page,order
HB0111,2024,1x,H,2024-05-20,"On 2nd reading, Special Calendar",,6
HB0111,2024,1x,H,2024-05-19,Read 1st time,,5
HB0111,2024,1x,H,2024-05-19,Reference dispensed,,4
HB0111,2024,1x,H,2024-05-19,Immediate consideration,,3
HB0111,2024,1x,H,2024-05-19,Introduced in House,,2
HB0111,2024,1x,H,2024-05-19,Filed for introduction,,1
HB0112,2024,1x,H,2024-05-21,"On 3rd reading, Special Calendar",,8
HB0112,2024,1x,H,2024-05-20,Read 2nd time,,7
HB0112,2024,1x,H,2024-05-20,"On 2nd reading, Special Calendar",,6
HB0112,2024,1x,H,2024-05-19,Read 1st time,,5
HB0112,2024,1x,H,2024-05-19,Reference dispensed,,4
HB0112,2024,1x,H,2024-05-19,Immediate consideration,,3
HB0112,2024,1x,H,2024-05-19,Introduced in House,,2
HB0112,2024,1x,H,2024-05-19,Filed for introduction,,1
HB0113,2024,1x,H,2024-05-29,"Chapter 14, Acts, 1st Extraordinary Session, 2024",,33
HB0113,2024,1x,H,2024-05-21,Approved by Governor 5/24/2024 - House Journal,,32
HB0113,2024,1x,H,2024-05-24,Approved by Governor 5/24/2024,,31
HB0113,2024,1x,S,2024-05-21,Approved by Governor 5/24/2024 - Senate Journal,10,30
HB0113,2024,1x,H,2024-05-23,To Governor 5/23/2024 - House Journal,,29
HB0113,2024,1x,H,2024-05-23,To Governor 5/23/24,,28
HB0113,2024,1x,S,2024-05-21,To Governor 5/23/2024 - Senate Journal,6,27
HB0113,2024,1x,H,2024-05-21,House received Senate message,,26
HB0113,2024,1x,S,2024-05-20,Completed legislative action,,25
HB0113,2024,1x,S,2024-05-20,Communicated to House,33,24
HB0113,2024,1x,S,2024-05-20,Effective from passage (Roll No. 35),33,23
HB0113,2024,1x,S,2024-05-20,Passed Senate (Roll No. 35),32,22
HB0113,2024,1x,S,2024-05-20,Read 3rd time,32,21
HB0113,2024,1x,S,2024-05-20,Read 2nd time,32,20
HB0113,2024,1x,S,2024-05-20,Constitutional Rule Suspended (Roll No. 34),32,19
HB0113,2024,1x,S,2024-05-20,Read 1st time,32,18
HB0113,2024,1x,S,2024-05-20,Immediate consideration,32,17
HB0113,2024,1x,S,2024-05-20,Committee reference dispensed,32,16
HB0113,2024,1x,S,2024-05-20,Introduced in Senate,32,15
HB0113,2024,1x,S,2024-05-20,House Message received,32,14
HB0113,2024,1x,H,2024-05-20,Communicated to Senate,,13
HB0113,2024,1x,H,2024-05-20,Effective from passage (Roll No. 830),,12
HB0113,2024,1x,H,2024-05-20,Passed House (Roll No. 829),,11
HB0113,2024,1x,H,2024-05-20,Read 3rd time,,10
HB0113,2024,1x,H,2024-05-20,Dispensed with Constitutional Rule (Roll No. 828),,9
HB0113,2024,1x,H,2024-05-20,Read 2nd time,,8
HB0113,2024,1x,H,2024-05-20,"On 2nd reading, Special Calendar",,7
HB0113,2024,1x,H,2024-05-19,Read 1st time,,6
HB0113,2024,1x,H,2024-05-19,Reference dispensed,,5
HB0113,2024,1x,H,2024-05-19,Immediate consideration,,4
HB0113,2024,1x,H,2024-05-19,Introduced in House,,3
HB0113,2024,1x,H,2024-05-19,Filed for introduction,,2
HB0114,2024,1x,H,2024-05-21,"On 3rd reading, Special Calendar",,8
HB0114,2024,1x,H,2024-05-20,Read 2nd time,,7
HB0114,2024,1x,H,2024-05-20,"On 2nd reading, Special Calendar",,6
HB0114,2024,1x,H,2024-05-19,Read 1st time,,5
HB0114,2024,1x,H,2024-05-19,Reference dispensed,,4
HB0114,2024,1x,H,2024-05-19,Immediate consideration,,3
HB0114,2024,1x,H,2024-05-19,Introduced in House,,2
HB0114,2024,1x,H,2024-05-19,Filed for introduction,,1
HB0115,2024,1x,H,2024-05-21,"On 2nd reading, Special Calendar",,7
HB0115,2024,1x,H,2024-05-20,"With amendment, do pass",,6
HB0115,2024,1x,H,2024-05-19,Committed to Finance on 2nd reading,,5
HB0115,2024,1x,H,2024-05-19,Read 1st time,,4
HB0115,2024,1x,H,2024-05-19,Immediate consideration,,3
HB0115,2024,1x,H,2024-05-19,Introduced in House,,2
HB0115,2024,1x,H,2024-05-19,Filed for introduction,,1
HB0116,2024,1x,H,2024-05-19,To House Finance,,4
HB0116,2024,1x,H,2024-05-19,Introduced in House,,3
HB0116,2024,1x,H,2024-05-19,To House Finance,,2
HB0116,2024,1x,H,2024-05-19,Filed for introduction,,1
SB1001,2024,1x,S,2024-05-30,"Chapter 1, Acts, 1st Extraordinary Session, 2024",,47
SB1001,2024,1x,H,2024-05-21,Approved by Governor 5/24/2024 - House Journal,,46
SB1001,2024,1x,S,2024-05-21,Approved by Governor 5/24/2024 - Senate Journal,10,45
SB1001,2024,1x,S,2024-05-24,Approved by Governor 5/24/2024,,44
SB1001,2024,1x,S,2024-05-21,To Governor 5/23/2024 - Senate Journal,5,43
SB1001,2024,1x,S,2024-05-23,To Governor 5/23/2024,,42
SB1001,2024,1x,S,2024-05-21,House Message received,3,41
SB1001,2024,1x,H,2024-05-21,Communicated to Senate,,40
SB1001,2024,1x,H,2024-05-21,Completed legislative action,,39
SB1001,2024,1x,H,2024-05-21,Effective from passage (Roll No. 837),,38
SB1001,2024,1x,H,2024-05-21,"House reconsidered, concurred in Senate amendment, and passed bill (Roll No. 836)",,37
SB1001,2024,1x,H,2024-05-21,Motion for previous question on reconsideration adopted (Roll No. 835),,36
SB1001,2024,1x,H,2024-05-21,House reconsidered and rejected motion to request Senate to recede,,35
SB1001,2024,1x,H,2024-05-20,Communicated to Senate,,34
SB1001,2024,1x,H,2024-05-20,House refused to concur and requested Senate to recede (Roll No. 833),,33
SB1001,2024,1x,H,2024-05-20,Motion to concur in Senate Amendment Rejected (Roll No. 832),,32
SB1001,2024,1x,S,2024-05-20,Senate requests House to concur,31,31
SB1001,2024,1x,S,2024-05-20,Effective from passage (Roll No. 33),31,30
SB1001,2024,1x,S,2024-05-20,Senate amends House amendment and passed bill (Roll No. 33),19-31,29
SB1001,2024,1x,S,2024-05-20,House Message received,19,28
SB1001,2024,1x,H,2024-05-20,Communicated to Senate,,27
SB1001,2024,1x,H,2024-05-20,Effective from passage (Roll No. 808),,26
SB1001,2024,1x,H,2024-05-20,Passed House (Roll No. 807),,25
SB1001,2024,1x,H,2024-05-20,Read 3rd time,,24
SB1001,2024,1x,H,2024-05-20,Amendment adopted (Voice vote),,23
SB1001,2024,1x,H,2024-05-20,Amendment to Amendment rejected (Roll No. 806),,22
SB1001,2024,1x,H,2024-05-20,Amendment reported by the Clerk,,21
SB1001,2024,1x,H,2024-05-20,Read 2nd time,,20
SB1001,2024,1x,H,2024-05-20,Dispensed with Constitutional Rule (Roll No. 805),,19
SB1001,2024,1x,H,2024-05-20,Read 1st time,,18
SB1001,2024,1x,H,2024-05-20,Immediate consideration,,17
SB1001,2024,1x,H,2024-05-20,Reference dispensed,,16
SB1001,2024,1x,H,2024-05-20,Introduced in House,,15
SB1001,2024,1x,H,2024-05-20,House received Senate message,,14
SB1001,2024,1x,S,2024-05-19,Ordered to House,13,13
SB1001,2024,1x,S,2024-05-19,Effective from passage (Roll No. 2),13,12
SB1001,2024,1x,S,2024-05-19,Passed Senate (Roll No. 2),13,11
SB1001,2024,1x,S,2024-05-19,Read 3rd time,13,10
SB1001,2024,1x,S,2024-05-19,Floor amendment adopted (Voice vote),7-13,9
SB1001,2024,1x,S,2024-05-19,Read 2nd time,7,8
SB1001,2024,1x,S,2024-05-19,Constitutional Rule Suspended (Roll No. 1),7,7
SB1001,2024,1x,S,2024-05-19,Read 1st time,7,6
SB1001,2024,1x,S,2024-05-19,Immediate consideration,7,5
SB1001,2024,1x,S,2024-05-19,Committee reference dispensed,7,4
SB1001,2024,1x,S,2024-05-19,Introduced in Senate,7,3
SB1001,2024,1x,S,2024-05-19,Filed for introduction,,2
SB1002,2024,1x,S,2024-05-30,"Chapter 2, Acts, 1st Extraordinary Session, 2024",,32
SB1002,2024,1x,H,2024-05-21,Approved by Governor 5/24/2024 - House Journal,,31
SB1002,2024,1x,S,2024-05-21,Approved by Governor 5/24/2024 - Senate Journal,10,30
SB1002,2024,1x,S,2024-05-24,Approved by Governor 5/24/2024,,29
SB1002,2024,1x,H,2024-05-23,To Governor 5/22/2024 - House Journal,,28
SB1002,2024,1x,S,2024-05-21,To Governor 5/22/2024 - Senate Journal,4,27
SB1002,2024,1x,S,2024-05-22,To Governor 5/22/2024,,26
SB1002,2024,1x,S,2024-05-20,House Message received,18,25
SB1002,2024,1x,H,2024-05-20,Completed legislative action,,24
SB1002,2024,1x,H,2024-05-20,Communicated to Senate,,23
SB1002,2024,1x,H,2024-05-20,Effective from passage (Roll No. 782),,22
SB1002,2024,1x,H,2024-05-20,Passed House (Roll No. 781),,21
SB1002,2024,1x,H,2024-05-20,Read 3rd time,,20
SB1002,2024,1x,H,2024-05-20,Read 2nd time,,19
SB1002,2024,1x,H,2024-05-20,Dispensed with Constitutional Rule (Roll No. 780),,18
SB1002,2024,1x,H,2024-05-20,Read 1st time,,17
SB1002,2024,1x,H,2024-05-20,Immediate consideration,,16
SB1002,2024,1x,H,2024-05-20,Reference dispensed,,15
SB1002,2024,1x,H,2024-05-20,Introduced in House,,14
SB1002,2024,1x,H,2024-05-20,House received Senate message,,13
SB1002,2024,1x,S,2024-05-19,Ordered to House,14,12
SB1002,2024,1x,S,2024-05-19,Effective from passage (Roll No. 4),14,11
SB1002,2024,1x,S,2024-05-19,Passed Senate (Roll No. 4),14,10
SB1002,2024,1x,S,2024-05-19,Read 3rd time,14,9
SB1002,2024,1x,S,2024-05-19,Read 2nd time,14,8
SB1002,2024,1x,S,2024-05-19,Constitutional Rule Suspended (Roll No. 3),14,7
SB1002,2024,1x,S,2024-05-19,Read 1st time,14,6
SB1002,2024,1x,S,2024-05-19,Immediate consideration,14,5
SB1002,2024,1x,S,2024-05-19,Committee reference dispensed,14,4
SB1002,2024,1x,S,2024-05-19,Introduced in Senate,13,3
SB1002,2024,1x,S,2024-05-19,Filed for introduction,,2
SB1003,2024,1x,S,2024-05-30,"Chapter 3, Acts, 1st Extraordinary Session, 2024",,32
SB1003,2024,1x,H,2024-05-21,Approved by Governor 5/24/2024 - House Journal,,31
SB1003,2024,1x,S,2024-05-21,Approved by Governor 5/24/2024 - Senate Journal,10,30
SB1003,2024,1x,S,2024-05-24,Approved by Governor 5/24/2024,,29
SB1003,2024,1x,H,2024-05-23,To Governor 5/22/2024 - House Journal,,28
SB1003,2024,1x,S,2024-05-21,To Governor 5/22/2024 - Senate Journal,4,27
SB1003,2024,1x,S,2024-05-22,To Governor 5/22/2024,,26
SB1003,2024,1x,S,2024-05-20,House Message received,18,25
SB1003,2024,1x,H,2024-05-20,Completed legislative action,,24
SB1003,2024,1x,H,2024-05-20,Communicated to Senate,,23
SB1003,2024,1x,H,2024-05-20,Effective from passage (Roll No. 785),,22
SB1003,2024,1x,H,2024-05-20,Passed House (Roll No. 784),,21
SB1003,2024,1x,H,2024-05-20,Read 3rd time,,20
SB1003,2024,1x,H,2024-05-20,Read 2nd time,,19
SB1003,2024,1x,H,2024-05-20,Dispensed with Constitutional Rule (Roll No. 783),,18
SB1003,2024,1x,H,2024-05-20,Read 1st time,,17
SB1003,2024,1x,H,2024-05-20,Immediate consideration,,16
SB1003,2024,1x,H,2024-05-20,Reference dispensed,,15
SB1003,2024,1x,H,2024-05-20,Introduced in House,,14
SB1003,2024,1x,H,2024-05-20,House received Senate message,,13
SB1003,2024,1x,S,2024-05-19,Ordered to House,16,12
SB1003,2024,1x,S,2024-05-19,Effective from passage (Roll No. 6),15,11
SB1003,2024,1x,S,2024-05-19,Passed Senate (Roll No. 6),15,10
SB1003,2024,1x,S,2024-05-19,Read 3rd time,15,9
SB1003,2024,1x,S,2024-05-19,Read 2nd time,15,8
SB1003,2024,1x,S,2024-05-19,Constitutional Rule Suspended (Roll No. 5),15,7
SB1003,2024,1x,S,2024-05-19,Read 1st time,15,6
SB1003,2024,1x,S,2024-05-19,Immediate consideration,15,5
SB1003,2024,1x,S,2024-05-19,Committee reference dispensed,15,4
SB1003,2024,1x,S,2024-05-19,Introduced in Senate,15,3
SB1003,2024,1x,S,2024-05-19,Filed for introduction,,2
SB1004,2024,1x,S,2024-05-30,"Chapter 4, Acts, 1st Extraordinary Session, 2024",,32
SB1004,2024,1x,H,2024-05-21,Approved by Governor 5/24/2024 - House Journal,,31
SB1004,2024,1x,S,2024-05-21,Approved by Governor 5/24/2024 - Senate Journal,10,30
SB1004,2024,1x,S,2024-05-24,Approved by Governor 5/24/2024,,29
SB1004,2024,1x,H,2024-05-23,To Governor 5/22/2024 - House Journal,,28
SB1004,2024,1x,S,2024-05-21,To Governor 5/22/2024 - Senate Journal,4,27
SB1004,2024,1x,S,2024-05-22,To Governor 5/22/2024,,26
SB1004,2024,1x,S,2024-05-20,House Message received,18,25
SB1004,2024,1x,H,2024-05-20,Completed legislative action,,24
SB1004,2024,1x,H,2024-05-20,Communicated to Senate,,23
SB1004,2024,1x,H,2024-05-20,Effective from passage (Roll No. 788),,22
SB1004,2024,1x,H,2024-05-20,Passed House (Roll No. 787),,21
SB1004,2024,1x,H,2024-05-20,Read 3rd time,,20
SB1004,2024,1x,H,2024-05-20,Read 2nd time,,19
SB1004,2024,1x,H,2024-05-20,Dispensed with Constitutional Rule (Roll No. 786),,18
SB1004,2024,1x,H,2024-05-20,Read 1st time,,17
SB1004,2024,1x,H,2024-05-20,Immediate consideration,,16
SB1004,2024,1x,H,2024-05-20,Reference dispensed,,15
SB1004,2024,1x,H,2024-05-20,Introduced in House,,14
SB1004,2024,1x,H,2024-05-20,House received Senate message,,13
SB1004,2024,1x,S,2024-05-19,Ordered to House,17,12
SB1004,2024,1x,S,2024-05-19,Effective from passage (Roll No. 8),16,11
SB1004,2024,1x,S,2024-05-19,Passed Senate (Roll No. 8),16,10
SB1004,2024,1x,S,2024-05-19,Read 3rd time,16,9
SB1004,2024,1x,S,2024-05-19,Read 2nd time,16,8
SB1004,2024,1x,S,2024-05-19,Constitutional Rule Suspended (Roll No. 7),16,7
SB1004,2024,1x,S,2024-05-19,Read 1st time,16,6
SB1004,2024,1x,S,2024-05-19,Immediate consideration,16,5
SB1004,2024,1x,S,2024-05-19,Committee reference dispensed,16,4
SB1004,2024,1x,S,2024-05-19,Introduced in Senate,16,3
SB1004,2024,1x,S,2024-05-19,Filed for introduction,,2
SB1005,2024,1x,S,2024-05-30,"Chapter 5, Acts, 1st Extraordinary Session, 2024",,32
SB1005,2024,1x,H,2024-05-21,Approved by Governor 5/24/2024 - House Journal,,31
SB1005,2024,1x,S,2024-05-21,Approved by Governor 5/24/2024 - Senate Journal,8,30
SB1005,2024,1x,S,2024-05-24,Approved by Governor 5/24/2024,,29
SB1005,2024,1x,H,2024-05-23,To Governor 5/22/2024 - House Journal,,28
SB1005,2024,1x,S,2024-05-21,To Governor 5/22/2024 - Senate Journal,4,27
SB1005,2024,1x,S,2024-05-22,To Governor 5/22/2024,,26
SB1005,2024,1x,S,2024-05-20,House Message received,18,25
SB1005,2024,1x,H,2024-05-20,Completed legislative action,,24
SB1005,2024,1x,H,2024-05-20,Communicated to Senate,,23
SB1005,2024,1x,H,2024-05-20,Effective from passage (Roll No. 791),,22
SB1005,2024,1x,H,2024-05-20,Passed House (Roll No. 790),,21
SB1005,2024,1x,H,2024-05-20,Read 3rd time,,20
SB1005,2024,1x,H,2024-05-20,Read 2nd time,,19
SB1005,2024,1x,H,2024-05-20,Dispensed with Constitutional Rule (Roll No. 789),,18
SB1005,2024,1x,H,2024-05-20,Read 1st time,,17
SB1005,2024,1x,H,2024-05-20,Immediate consideration,,16
SB1005,2024,1x,H,2024-05-20,Reference dispensed,,15
SB1005,2024,1x,H,2024-05-20,Introduced in House,,14
SB1005,2024,1x,H,2024-05-20,House received Senate message,,13
SB1005,2024,1x,S,2024-05-19,Ordered to House,18,12
SB1005,2024,1x,S,2024-05-19,Effective from passage (Roll No. 10),18,11
SB1005,2024,1x,S,2024-05-19,Passed Senate (Roll No. 10),17,10
SB1005,2024,1x,S,2024-05-19,Read 3rd time,17,9
SB1005,2024,1x,S,2024-05-19,Read 2nd time,17,8
SB1005,2024,1x,S,2024-05-19,Constitutional Rule Suspended (Roll No. 9),17,7
SB1005,2024,1x,S,2024-05-19,Read 1st time,17,6
SB1005,2024,1x,S,2024-05-19,Immediate consideration,17,5
SB1005,2024,1x,S,2024-05-19,Committee reference dispensed,17,4
SB1005,2024,1x,S,2024-05-19,Introduced in Senate,17,3
SB1005,2024,1x,S,2024-05-19,Filed for introduction,,2
SB1006,2024,1x,S,2024-05-30,"Chapter 6, Acts, 1st Extraordinary Session, 2024",,32
SB1006,2024,1x,H,2024-05-21,Approved by Governor 5/24/2024 - House Journal,,31
SB1006,2024,1x,S,2024-05-21,Approved by Governor 5/24/2024 - Senate Journal,8,30
SB1006,2024,1x,S,2024-05-24,Approved by Governor 5/24/2024,,29
SB1006,2024,1x,H,2024-05-23,To Governor 5/22/2024 - House Journal,,28
SB1006,2024,1x,S,2024-05-21,To Governor 5/22/2024 - Senate Journal,4,27
SB1006,2024,1x,S,2024-05-22,To Governor 5/22/2024,,26
SB1006,2024,1x,S,2024-05-20,House Message received,18,25
SB1006,2024,1x,H,2024-05-20,Completed legislative action,,24
SB1006,2024,1x,H,2024-05-20,Communicated to Senate,,23
SB1006,2024,1x,H,2024-05-20,Effective from passage (Roll No. 794),,22
SB1006,2024,1x,H,2024-05-20,Passed House (Roll No. 793),,21
SB1006,2024,1x,H,2024-05-20,Read 3rd time,,20
SB1006,2024,1x,H,2024-05-20,Read 2nd time,,19
SB1006,2024,1x,H,2024-05-20,Dispensed with Constitutional Rule (Roll No. 792),,18
SB1006,2024,1x,H,2024-05-20,Read 1st time,,17
SB1006,2024,1x,H,2024-05-20,Immediate consideration,,16
SB1006,2024,1x,H,2024-05-20,Reference dispensed,,15
SB1006,2024,1x,H,2024-05-20,Introduced in House,,14
SB1006,2024,1x,H,2024-05-20,House received Senate message,,13
SB1006,2024,1x,S,2024-05-19,Ordered to House,19,12
SB1006,2024,1x,S,2024-05-19,Effective from passage (Roll No. 12),19,11
SB1006,2024,1x,S,2024-05-19,Passed Senate (Roll No. 12),18,10
SB1006,2024,1x,S,2024-05-19,Read 3rd time,18,9
SB1006,2024,1x,S,2024-05-19,Read 2nd time,18,8
SB1006,2024,1x,S,2024-05-19,Constitutional Rule Suspended (Roll No. 11),18,7
SB1006,2024,1x,S,2024-05-19,Read 1st time,18,6
SB1006,2024,1x,S,2024-05-19,Immediate consideration,18,5
SB1006,2024,1x,S,2024-05-19,Committee reference dispensed,18,4
SB1006,2024,1x,S,2024-05-19,Introduced in Senate,18,3
SB1006,2024,1x,S,2024-05-19,Filed for introduction,,2
SB1007,2024,1x,S,2024-05-30,"Chapter 7, Acts, 1st Extraordinary Session, 2024",,34
SB1007,2024,1x,H,2024-05-21,Approved by Governor 5/24/2024 - House Journal,,33
SB1007,2024,1x,S,2024-05-21,Approved by Governor 5/24/2024 - Senate Journal,8,32
SB1007,2024,1x,S,2024-05-24,Approved by Governor 5/24/2024,,31
SB1007,2024,1x,S,2024-05-21,To Governor 5/23/2024 - Senate Journal,5,30
SB1007,2024,1x,S,2024-05-23,To Governor 5/23/2024,,29
SB1007,2024,1x,S,2024-05-21,House Message received,1,28
SB1007,2024,1x,H,2024-05-20,Completed legislative action,,27
SB1007,2024,1x,H,2024-05-20,Communicated to Senate,,26
SB1007,2024,1x,H,2024-05-20,Effective from passage (Roll No. 827),,25
SB1007,2024,1x,H,2024-05-20,Passed House (Roll No. 826),,24
SB1007,2024,1x,H,2024-05-20,Read 3rd time,,23
SB1007,2024,1x,H,2024-05-20,Amendment rejected (Roll No. 825),,22
SB1007,2024,1x,H,2024-05-20,Amendment reported by the Clerk,,21
SB1007,2024,1x,H,2024-05-20,Read 2nd time,,20
SB1007,2024,1x,H,2024-05-20,Dispensed with Constitutional Rule (Roll No. 824),,19
SB1007,2024,1x,H,2024-05-20,Read 1st time,,18
SB1007,2024,1x,H,2024-05-20,Immediate consideration,,17
SB1007,2024,1x,H,2024-05-20,Reference dispensed,,16
SB1007,2024,1x,H,2024-05-20,Introduced in House,,15
SB1007,2024,1x,H,2024-05-20,House received Senate message,,14
SB1007,2024,1x,S,2024-05-20,Ordered to House,10,13
SB1007,2024,1x,S,2024-05-20,Effective from passage (Roll No. 20),10,12
SB1007,2024,1x,S,2024-05-20,Passed Senate (Roll No. 20),10,11
SB1007,2024,1x,S,2024-05-20,Read 3rd time,10,10
SB1007,2024,1x,S,2024-05-20,Constitutional Rule Suspended (Roll No. 19),10,9
SB1007,2024,1x,S,2024-05-20,Read 2nd time,9,8
SB1007,2024,1x,S,2024-05-20,On 2nd reading,,7
SB1007,2024,1x,S,2024-05-19,Read 1st time,19,6
SB1007,2024,1x,S,2024-05-19,Immediate consideration,19,5
SB1007,2024,1x,S,2024-05-19,Committee reference dispensed,19,4
SB1007,2024,1x,S,2024-05-19,Introduced in Senate,19,3
SB1007,2024,1x,S,2024-05-19,Filed for introduction,,2
SB1008,2024,1x,S,2024-05-30,"Chapter 8, Acts, 1st Extraordinary Session, 2024",,32
SB1008,2024,1x,H,2024-05-21,Approved by Governor 5/24/2024 - House Journal,,31
SB1008,2024,1x,S,2024-05-21,Approved by Governor 5/24/2024 - Senate Journal,8,30
SB1008,2024,1x,S,2024-05-24,Approved by Governor 5/24/2024,,29
SB1008,2024,1x,S,2024-05-21,To Governor 5/23/2024 - Senate Journal,5,28
SB1008,2024,1x,S,2024-05-23,To Governor 5/23/2024,,27
SB1008,2024,1x,S,2024-05-20,House Message received,2,26
SB1008,2024,1x,H,2024-05-20,Completed legislative action,,25
SB1008,2024,1x,H,2024-05-20,Communicated to Senate,,24
SB1008,2024,1x,H,2024-05-20,Effective from passage (Roll No. 811),,23
SB1008,2024,1x,H,2024-05-20,Passed House (Roll No. 810),,22
SB1008,2024,1x,H,2024-05-20,Read 3rd time,,21
SB1008,2024,1x,H,2024-05-20,Read 2nd time,,20
SB1008,2024,1x,H,2024-05-20,Dispensed with Constitutional Rule (Roll No. 809),,19
SB1008,2024,1x,H,2024-05-20,Read 1st time,,18
SB1008,2024,1x,H,2024-05-20,Immediate consideration,,17
SB1008,2024,1x,H,2024-05-20,Reference dispensed,,16
SB1008,2024,1x,H,2024-05-20,Introduced in House,,15
SB1008,2024,1x,H,2024-05-20,House received Senate message,,14
SB1008,2024,1x,S,2024-05-20,Ordered to House,11,13
SB1008,2024,1x,S,2024-05-20,Effective from passage (Roll No. 22),11,12
SB1008,2024,1x,S,2024-05-20,Passed Senate (Roll No. 22),11,11
SB1008,2024,1x,S,2024-05-20,Read 3rd time,11,10
SB1008,2024,1x,S,2024-05-20,Constitutional Rule Suspended (Roll No. 21),10,9
SB1008,2024,1x,S,2024-05-20,Read 2nd time,10,8
SB1008,2024,1x,S,2024-05-20,On 2nd reading,,7
SB1008,2024,1x,S,2024-05-19,Read 1st time,19,6
SB1008,2024,1x,S,2024-05-19,Immediate consideration,19,5
SB1008,2024,1x,S,2024-05-19,Committee reference dispensed,19,4
SB1008,2024,1x,S,2024-05-19,Introduced in Senate,19,3
SB1008,2024,1x,S,2024-05-19,Filed for introduction,,2
SB1009,2024,1x,S,2024-05-30,"Chapter 9, Acts, 1st Extraordinary Session, 2024",,32
SB1009,2024,1x,H,2024-05-21,Approved by Governor 5/24/2024 - House Journal,,31
SB1009,2024,1x,S,2024-05-21,Approved by Governor 5/24/2024 - Senate Journal,8,30
SB1009,2024,1x,S,2024-05-24,Approved by Governor 5/24/2024,,29
SB1009,2024,1x,S,2024-05-21,To Governor 5/23/2024 - Senate Journal,5,28
SB1009,2024,1x,S,2024-05-23,To Governor 5/23/2024,,27
SB1009,2024,1x,S,2024-05-20,House Message received,2,26
SB1009,2024,1x,H,2024-05-20,Completed legislative action,,25
SB1009,2024,1x,H,2024-05-20,Communicated to Senate,,24
SB1009,2024,1x,H,2024-05-20,Effective from passage (Roll No. 814),,23
SB1009,2024,1x,H,2024-05-20,Passed House (Roll No. 813),,22
SB1009,2024,1x,H,2024-05-20,Read 3rd time,,21
SB1009,2024,1x,H,2024-05-20,Read 2nd time,,20
SB1009,2024,1x,H,2024-05-20,Dispensed with Constitutional Rule (Roll No. 812),,19
SB1009,2024,1x,H,2024-05-20,Read 1st time,,18
SB1009,2024,1x,H,2024-05-20,Immediate consideration,,17
SB1009,2024,1x,H,2024-05-20,Reference dispensed,,16
SB1009,2024,1x,H,2024-05-20,Introduced in House,,15
SB1009,2024,1x,H,2024-05-20,House received Senate message,,14
SB1009,2024,1x,S,2024-05-20,Ordered to House,12,13
SB1009,2024,1x,S,2024-05-20,Effective from passage (Roll No. 24),12,12
SB1009,2024,1x,S,2024-05-20,Passed Senate (Roll No. 24),12,11
SB1009,2024,1x,S,2024-05-20,Read 3rd time,12,10
SB1009,2024,1x,S,2024-05-20,Constitutional Rule Suspended (Roll No. 23),11,9
SB1009,2024,1x,S,2024-05-20,Read 2nd time,11,8
SB1009,2024,1x,S,2024-05-20,On 2nd reading,,7
SB1009,2024,1x,S,2024-05-19,Read 1st time,20,6
SB1009,2024,1x,S,2024-05-19,Immediate consideration,20,5
SB1009,2024,1x,S,2024-05-19,Committee reference dispensed,20,4
SB1009,2024,1x,S,2024-05-19,Introduced in Senate,19,3
SB1009,2024,1x,S,2024-05-19,Filed for introduction,,2
SB1010,2024,1x,S,2024-05-30,"Chapter 10, Acts, 1st Extraordinary Session, 2024",,32
SB1010,2024,1x,H,2024-05-21,Approved by Governor 5/24/2024 - House Journal,,31
SB1010,2024,1x,S,2024-05-21,Approved by Governor 5/24/2024 - Senate Journal,9,30
SB1010,2024,1x,S,2024-05-24,Approved by Governor 5/24/2024,,29
SB1010,2024,1x,S,2024-05-21,To Governor 5/23/2024 - Senate Journal,5,28
SB1010,2024,1x,S,2024-05-23,To Governor 5/23/2024,,27
SB1010,2024,1x,S,2024-05-20,House Message received,2,26
SB1010,2024,1x,H,2024-05-20,Completed legislative action,,25
SB1010,2024,1x,H,2024-05-20,Communicated to Senate,,24
SB1010,2024,1x,H,2024-05-20,Effective from passage (Roll No. 817),,23
SB1010,2024,1x,H,2024-05-20,Passed House (Roll No. 816),,22
SB1010,2024,1x,H,2024-05-20,Read 3rd time,,21
SB1010,2024,1x,H,2024-05-20,Read 2nd time,,20
SB1010,2024,1x,H,2024-05-20,Dispensed with Constitutional Rule (Roll No. 815),,19
SB1010,2024,1x,H,2024-05-20,Read 1st time,,18
SB1010,2024,1x,H,2024-05-20,Immediate consideration,,17
SB1010,2024,1x,H,2024-05-20,Reference dispensed,,16
SB1010,2024,1x,H,2024-05-20,Introduced in House,,15
SB1010,2024,1x,H,2024-05-20,House received Senate message,,14
SB1010,2024,1x,S,2024-05-20,Ordered to House,13,13
SB1010,2024,1x,S,2024-05-20,Effective from passage (Roll No. 26),13,12
SB1010,2024,1x,S,2024-05-20,Passed Senate (Roll No. 26),13,11
SB1010,2024,1x,S,2024-05-20,Read 3rd time,13,10
SB1010,2024,1x,S,2024-05-20,Constitutional Rule Suspended (Roll No. 25),12,9
SB1010,2024,1x,S,2024-05-20,Read 2nd time,12,8
SB1010,2024,1x,S,2024-05-20,On 2nd reading,,7
SB1010,2024,1x,S,2024-05-19,Read 1st time,20,6
SB1010,2024,1x,S,2024-05-19,Immediate consideration,20,5
SB1010,2024,1x,S,2024-05-19,Committee reference dispensed,20,4
SB1010,2024,1x,S,2024-05-19,Introduced in Senate,20,3
SB1010,2024,1x,S,2024-05-19,Filed for introduction,,2
SB1011,2024,1x,S,2024-05-30,"Chapter 11, Acts, 1st Extraordinary Session, 2024",,41
