bill_number,session,primary_sponsor,cosponsors,status,chapter_num,shortTitle,title,bill_url
SF0115,2023-RS,Senator Cooper,Representative Walters; Senator Dockstader; Senator Landen; Senator Nethercott,inactive,,Dental insurance-payment for services.,AN ACT relating to the insurance code; providing for dentists to bill and collect payment from insureds for services performed as specified; prohibiting bundling of dental procedures for billing purposes; prohibiting downcoding of dental procedures for billing purposes; providing definitions; making conforming amendments; specifying applicability; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/SF0115
SF0116,2023-RS,Senator Dockstader,Representative Allred; Senator Driskill,enrolled,CH0141,Protection of lawful commerce in firearms.,AN ACT relating to civil procedure; providing immunity from specified civil lawsuits to firearm manufacturers and sellers; specifying exceptions; providing definitions; specifying applicability; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/SF0116
SF0117,2023-RS,Senator Dockstader,Representative Allred,inactive,,Parental rights in education.,AN ACT relating to education; specifying procedures and requirements for school districts to provide parents notice of information regarding students and the rights of parents to make decisions regarding their children; specifying that school districts cannot prohibit parental notification and involvement in critical decisions involving students; prohibiting classroom discussion about sexual orientation or gender identity as specified; specifying training requirements for school districts; specifying procedures for resolving parent concerns and complaints; specifying duties for school district boards of trustees and the state board of education; providing for a cause of action; requiring rulemaking; and providing for effective dates.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/SF0117
SF0118,2023-RS,Appropriations,,enrolled,CH0023,Fund balance calculations-federal encumbrances excluded.,AN ACT relating to the administration of government; amending the inclusion of federal encumbrances for purposes of calculating fund balances of state funds; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/SF0118
SF0119,2023-RS,Senator Ide,Representative Andrew; Representative Olsen; Senator Rothfuss,inactive,,Defend the guard act-2.,AN ACT relating to the Wyoming national guard; providing legislative findings; prohibiting the release of the Wyoming national guard into active duty combat as specified; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/SF0119
SF0120,2023-RS,Senator Barlow,Representative Crago; Representative Olsen; Representative Provenza; Senator Case; Senator Cooper; Senator Driskill; Senator Landen; Senator Rothfuss,enrolled,CH0181,Restoration of civil rights.,AN ACT relating to crimes and criminal procedure; providing for the loss and restoration of rights as specified; creating a new misdemeanor offense; providing for the filing of certificates for restoration of rights as specified; amending a definition; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/SF0120
SF0121,2023-RS,Senator Driskill,"Representative Allemand; Representative Bear; Representative Davis; Representative Heiner; Representative Hornok; Representative Jennings; Representative Larson, JT; Representative Neiman; Representative Oakley; Representative Ottman; Representative Pendergraft; Representative Slagle; Representative Strock; Representative Tarver; Representative Wylie; Senator Ide; Senator Laursen, D; Senator Salazar; Senator Steinmetz",inactive,,Indexing unemployment insurance.,AN ACT relating to labor and employment; revising the calculation of unemployment benefits; specifying applicability; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/SF0121
SF0122,2023-RS,Senator Driskill,"Representative Berger; Representative Brown; Representative Neiman; Representative Olsen; Representative Sommers; Representative Styvar; Representative Walters; Representative Western; Representative Zwonitzer, Dn; Senator Ellis; Senator Furphy; Senator Gierau; Senator Jones; Senator Laursen, D; Senator Rothfuss; Senator Schuler; Senator Steinmetz",enrolled,CH0022,Nonresident workers-vehicle registration extension.,AN ACT relating to motor vehicles; extending the time period for the temporary registration of vehicles owned by nonresident persons employed in Wyoming; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/SF0122
SF0123,2023-RS,Senator Boner,Representative Brown; Representative O'Hearn; Representative Olsen; Representative Styvar; Senator Brennan; Senator Ellis; Senator Hutchings; Senator Nethercott,enrolled,CH0130,Military dependents-school choice.,AN ACT relating to education; allowing children of active duty military members to transfer to any public school within a school district as specified; requiring reporting; making a conforming amendment; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/SF0123
SF0124,2023-RS,Senator Salazar,Representative Banks; Representative Bear; Representative Jennings; Representative Knapp; Representative Olsen; Representative Ottman; Representative Pendergraft; Representative Winter; Senator Biteman; Senator Boner; Senator French; Senator Ide; Senator Kolb; Senator Steinmetz,inactive,,Foreign ownership of agricultural land.,AN ACT relating to property; restricting foreign ownership of agricultural land; specifying exceptions; providing definitions; requiring registration; authorizing enforcement of ownership restrictions; providing a civil penalty; requiring the inclusion of notices of the foreign ownership prohibition in assessment schedules and tax notices; specifying applicability; requiring rulemaking; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/SF0124
SF0125,2023-RS,Senator Salazar,Representative Ottman; Representative Pendergraft; Senator Biteman; Senator French; Senator Ide; Senator McKeown,inactive,,Property tax-limiting the maximum taxable value increase.,AN ACT related to ad valorem taxation; limiting the maximum annual taxable value increase for purposes of property taxes; striking obsolete language; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/SF0125
SF0126,2023-RS,Senator Ide,Representative Andrew; Representative Oakley; Representative Singh; Senator Hutchings; Senator Steinmetz,inactive,,Barbering and cosmetology practice amendments.,"AN ACT relating to occupations and professions; providing exemptions from the Wyoming Cosmetology Act and from barber licensing requirements for rendering of specified services; providing definitions; amending licensure requirements for barbers, cosmetologists, hair stylists, estheticians and nail technologists or manicurists; amending definitions; and providing for an effective date.",https://web.wyoleg.gov/LsoService/api/BillInformation/2023/SF0126
SF0127,2023-RS,BlockChain/Technology,,enrolled,CH0185,Wyoming Stable Token Act.,AN ACT relating to trade and commerce; creating the Wyoming Stable Token Act; creating the Wyoming stable token commission; authorizing the Wyoming stable token commission to issue Wyoming stable tokens as specified; providing for employees; specifying limitations; providing immunity; providing definitions; requiring reports; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/SF0127
SF0128,2023-RS,Senator Hicks,Representative Crago; Representative Eklund; Representative Sommers,enrolled,CH0116,Transfer of state lands-exchange.,"AN ACT relating to state lands; removing the requirement that state and federal lands be equal in size when exchanged by the state and the federal government; requiring that federal and state land exchanges be subject to the orders, rules and regulations related to the exchange of lands; and providing for an effective date.",https://web.wyoleg.gov/LsoService/api/BillInformation/2023/SF0128
SF0129,2023-RS,Senator Landen,Representative Washut,enrolled,CH0109,Background checks-governor's office.,AN ACT relating to criminal history records; authorizing the governor to obtain financial and criminal background checks as specified; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/SF0129
SF0130,2023-RS,Senator Hutchings,Representative Bear; Representative Heiner; Representative Ottman; Representative Trujillo; Representative Ward; Senator Ide; Senator McKeown; Senator Steinmetz,inactive,,Educational Freedom Act.,AN ACT relating to education; requiring instruction in public K-12 schools to be consistent with the principles of individual freedom as specified; providing definitions; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/SF0130
SF0131,2023-RS,Senator Hutchings,"Representative Pendergraft; Representative Singh; Representative Smith; Senator Cooper; Senator French; Senator Laursen, D",enrolled,,Prohibition on delivery of unsolicited ballot forms.,AN ACT relating to elections; prohibiting a person from distributing unsolicited absentee ballot request forms to any qualified elector; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/SF0131
SF0132,2023-RS,Senator Ellis,Representative Andrew; Representative Neiman; Representative Trujillo,inactive,,Study of K-12 education program.,AN ACT relating to education; modifying the duties of the state board of education as specified; requiring a study; requiring reporting; requiring adoption of graduation standards as specified; providing an appropriation; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/SF0132
SF0133,2023-RS,Senator Schuler,Representative Allred; Representative Angelos; Representative Berger; Representative Crago; Representative Haroldson; Representative Harshman; Representative Henderson; Representative Jennings; Representative Lawley; Representative Ottman; Representative Rodriguez-Williams; Representative Sommers; Representative Styvar; Representative Trujillo; Senator Biteman; Senator Dockstader; Senator French; Senator Hutchings; Senator Jones; Senator Kolb; Senator McKeown; Senator Salazar; Senator Steinmetz,enrolled,CH0191,Student eligibility in interscholastic sports.,AN ACT relating to education; prohibiting students of the male sex from competing on a team designated for students of the female sex as specified; prohibiting retaliation; providing for an administrative hearing as specified; alternatively providing for a commission to determine student eligibility as specified; providing definitions; providing immunity as specified; providing an appropriation; requiring rulemaking; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/SF0133
SF0134,2023-RS,Senator Bouchard,"Representative Allemand; Representative Heiner; Representative Pendergraft; Representative Trujillo; Representative Winter; Senator Boner; Senator Driskill; Senator French; Senator Ide; Senator Laursen, D; Senator Steinmetz",inactive,,Right to farm-real estate disclosures.,AN ACT relating to property and agriculture; requiring information concerning adjacent farm and ranch operations in property disclosure statements to prospective buyers as specified; making conforming amendments; providing definitions; specifying applicability; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/SF0134
SF0135,2023-RS,Senator Bouchard,"Representative Allemand; Representative Hornok; Representative Pendergraft; Representative Trujillo; Representative Winter; Senator Biteman; Senator French; Senator Ide; Senator Laursen, D; Senator McKeown; Senator Salazar",inactive,,Repeal gun free zones-government buildings and meetings.,AN ACT relating to weapons; repealing gun-free zones for governmental and legislative meetings; authorizing the carrying of concealed weapons as specified; requiring rulemaking; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/SF0135
SF0136,2023-RS,Senator Biteman,Representative Bear; Representative Byron; Representative Jennings; Senator Ide; Senator Kinskey; Senator McKeown; Senator Salazar; Senator Steinmetz,inactive,,Property tax relief-assessment rate reduction.,AN ACT relating to taxation; decreasing the property tax assessment rate for the all other property class as specified; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/SF0136
SF0137,2023-RS,Senator Steinmetz,Representative Crago; Representative Eklund; Senator French,enrolled,CH0173,Subdivisions-fencing requirements.,AN ACT relating to planning and zoning; requiring subdividers to construct and pay costs for perimeter fences as specified; specifying requirements for perimeter fences for subdivisions; specifying financial responsibility for maintaining perimeter fences; requiring the inclusion of perimeter fence information in subdivision permit applications; repealing conflicting provisions; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/SF0137
SF0138,2023-RS,Senator Kolb,"Representative Burkhart; Representative Heiner; Representative Jennings; Representative Larsen, L; Representative Neiman; Representative Stith; Senator Biteman; Senator Driskill; Senator Ide; Senator Kinskey",inactive,,Unemployment insurance coverage period and reporting.,AN ACT relating to labor and employment; reducing the maximum length of unemployment benefits; renaming the unemployment insurance commission; specifying applicability; providing an appropriation; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/SF0138
SF0139,2023-RS,Senator Kolb,"Representative Heiner; Representative Larson, JT; Representative Niemiec; Representative Oakley; Representative Stith; Representative Wylie; Senator Cooper; Senator Jones; Senator Nethercott",enrolled,CH0056,Unlawful use of a charge card or debit card.,AN ACT relating to crimes and offenses; expanding the offense of unlawful use of a credit card to include a charge card and debit card; providing definitions; providing penalties; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/SF0139
SF0140,2023-RS,Senator Pappas,Representative Berger; Representative Eklund; Representative Harshman; Representative Henderson; Representative Sherwood; Senator Anderson,enrolled,CH0134,Building code requirements-refrigerants.,AN ACT relating to public health and safety; providing for the use of alternative refrigerants as specified; providing for regulations as specified; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/SF0140
SF0141,2023-RS,Senator Pappas,Senator Landen,inactive,,Transportation technology transfer center program funding.,AN ACT relating to county roads; increasing the county budgeted amount and state matching contribution to the University of Wyoming's transportation technology transfer center program; allocating amounts for gravel county roads; conforming and correcting county and city funding provisions; providing an appropriation; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/SF0141
SF0142,2023-RS,Senator Scott,"Representative Allemand; Representative Allred; Representative Banks; Representative Berger; Representative Chadwick; Representative Haroldson; Representative Harshman; Representative Heiner; Representative Olsen; Representative Strock; Representative Walters; Representative Zwonitzer, Dn; Senator Barlow; Senator Boner; Senator Dockstader; Senator Landen",inactive,,Carbon capture and sequestration.,AN ACT relating to public utilities; providing requirements for the capture and use of carbon dioxide from coal-fired electric generation facilities; requiring public utilities to offer coal-fired electric generation facilities for sale for purposes of carbon capture for enhanced oil and gas recovery; specifying requirements for the sale of byproducts from carbon dioxide streams; specifying purposes; seeking to identify already incurred liabilities for decommissioning and cleanup of coal-fired electric generation facilities as specified; specifying intent for the reduction of waste of carbon dioxide; providing penalties for violations; providing definitions; making conforming amendments; requiring rulemaking; requiring studies; requiring reports; specifying applicability; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/SF0142
SF0143,2023-RS,Senator Steinmetz,"Representative Allemand; Representative Andrew; Representative Angelos; Representative Banks; Representative Bear; Representative Davis; Representative Eklund; Representative Haroldson; Representative Heiner; Representative Hornok; Representative Jennings; Representative Knapp; Representative Lawley; Representative Locke; Representative Neiman; Representative Niemiec; Representative O'Hearn; Representative Ottman; Representative Pendergraft; Representative Penn; Representative Rodriguez-Williams; Representative Singh; Representative Slagle; Representative Smith; Representative Stith; Representative Strock; Representative Styvar; Representative Tarver; Representative Trujillo; Representative Ward; Representative Washut; Representative Winter; Senator Baldwin; Senator Biteman; Senator Boner; Senator Brennan; Senator Cooper; Senator Driskill; Senator Hutchings; Senator Kinskey; Senator Laursen, D; Senator Salazar",inactive,,Wyoming freedom scholarship act-2.,AN ACT relating to education; creating the Wyoming Freedom Scholarship Act; authorizing education savings accounts; specifying legal proceedings; creating an account; providing for a transfer of funds to the account; providing for the use and administration of education savings accounts for education; providing powers and duties of the state treasurer; providing rulemaking authority; specifying that a qualified school is not an agent of the state or federal government; establishing an oversight committee; making conforming amendments; authorizing a temporary committee as specified; providing an appropriation; and providing for effective dates.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/SF0143
SF0144,2023-RS,Senator Bouchard,"Representative Heiner; Representative Hornok; Representative Winter; Senator French; Senator Hutchings; Senator Ide; Senator Laursen, D; Senator McKeown",inactive,,Chloe's law-children gender change prohibition.,AN ACT relating to public health and safety; prohibiting physicians from performing procedures for children related to gender transitioning and gender reassignment; providing an exception; providing that gender transitioning and reassignment procedures are grounds for suspension or revocation of a physician's or health care provider's license; prohibiting insurance coverage for children for gender transitioning and reassignment procedures; providing definitions; specifying applicability; requiring rulemaking; and providing for effective dates.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/SF0144
SF0145,2023-RS,Senator Kinskey,Senator Hicks,inactive,,State budgeting and reserves.,"AN ACT relating to public funds; repealing accounts and subaccounts as specified; amending appropriations, loan authority, distributions and transfers of funds as specified; amending local government audit withholding requirements; modifying the distribution of revenues as specified; authorizing specified state permanent fund reserve accounts to maintain larger balances; requiring certifications before specified investment activities; providing for the transfer of funds to specified reserve accounts; requiring the repayment of transferred funds as specified; providing that balances in specified reserve accounts are intended to be inviolate; removing encumbrances on specified reserve accounts; repealing a guarantee for the school foundation program account; defining legislative intent for future appropriations and budget requests; providing legislative findings; providing for the transfer from and reversion of funds to the repealed accounts and subaccounts; making conforming amendments; repealing obsolete language; requiring reports; and providing for effective dates.",https://web.wyoleg.gov/LsoService/api/BillInformation/2023/SF0145
SF0146,2023-RS,Appropriations,,enrolled,CH0187,State funded capital construction.,AN ACT relating to state funded capital construction; creating accounts; authorizing the inclusion of construction contract provisions related to inflation; providing definitions; providing appropriations for purposes related to state funded capital construction; providing for capital construction grants for purposes of economic development; making appropriations subject to terms and conditions as specified; providing matching funds for specified projects; authorizing the expenditure of prior appropriations as specified; providing for the reversion of funds; creating a task force; authorizing the purchase of land for future construction; providing for interfund borrowing; providing for reports; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/SF0146
SF0147,2023-RS,Senator Anderson,Representative Heiner; Representative Knapp; Senator Barlow; Senator Biteman,enrolled,CH0172,Government contracts-labor organization.,AN ACT relating to public works and contracts; prohibiting governmental entities from including specified terms related to labor organization agreements in construction related contracts and grants; providing exemptions; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/SF0147
SF0148,2023-RS,Senator Kinskey,"Representative Larsen, L; Representative Olsen; Representative Stith; Representative Walters; Representative Wylie; Senator Anderson; Senator Baldwin; Senator Biteman; Senator Boner; Senator Dockstader; Senator Hicks; Senator Kolb; Senator Schuler",enrolled,CH0110,Preemption of local firearms regulation.,AN ACT relating to weapons; clarifying the applicability of the preemption of firearms regulation by the state as specified; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/SF0148
SF0149,2023-RS,Senator Kinskey,"Representative Larsen, L; Representative Olsen; Representative Stith; Representative Walters; Senator Anderson; Senator Baldwin; Senator Biteman; Senator Boner; Senator Dockstader; Senator Hicks; Senator Kolb; Senator Schuler",inactive,,Enhanced concealed carry permit for improved reciprocity.,AN ACT relating to weapons; authorizing and providing for the issuance of an enhanced concealed carry permit as specified; requiring notification to other states; requiring rulemaking; and providing for effective dates.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/SF0149
SF0150,2023-RS,Senator Kinskey,"Representative Larsen, L; Representative Olsen; Representative Stith; Representative Walters; Senator Anderson; Senator Baldwin; Senator Biteman; Senator Boner; Senator Dockstader; Senator Hicks; Senator Kolb; Senator Schuler",inactive,,Capitol carry.,AN ACT relating to weapons; allowing for concealed carry on the grounds of the state capitol as specified; providing that a section is contingent upon passage of a separate bill; and providing for effective dates.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/SF0150
SF0151,2023-RS,Senator Hutchings,Representative Banks; Representative Bear; Representative Davis; Representative Pendergraft; Representative Penn; Representative Rodriguez-Williams; Representative Strock; Representative Styvar; Representative Winter; Senator Bouchard; Senator Dockstader; Senator McKeown,enrolled,CH0189,Wyoming prescription drug transparency act.,AN ACT relating to the insurance code; prohibiting specified actions by pharmacy benefit managers; allowing individuals to choose in network retail pharmacies as specified; providing definitions; excluding certain claims as specified; amending a definition; requiring pharmacy benefit managers to provide contact information as specified; amending the process for when a maximum allowable cost appeal is denied; requiring pharmacy benefit managers to allow pharmacies to file appeals in electronic batch formats; requiring pharmacy benefit managers to reimburse pharmacies as specified; authorizing pharmacies to decline to provide pharmacy services as specified; making conforming amendments; requiring rulemaking; providing appropriations; and providing for effective dates.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/SF0151
SF0152,2023-RS,Senator Pappas,"Representative Harshman; Representative Henderson; Representative Zwonitzer, Dn; Senator Baldwin; Senator Barlow",enrolled,CH0169,Occupational therapist criminal history.,AN ACT relating to criminal history records; clarifying that criminal history record information shall be disseminated to the board of occupational therapy as specified; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/SF0152
SF0153,2023-RS,Senator Boner,Representative Bear; Representative Chadwick; Representative Haroldson; Representative Locke; Representative Neiman; Representative Olsen; Senator Barlow; Senator Biteman; Senator Salazar,enrolled,CH0177,Election security.,AN ACT relating to elections; requiring post-election ballot audits; changing the time absentee ballots may be distributed to applicants before the election; requiring that electronic voting systems have an air gap; providing that election records and returns be transported in a sealed and locked container as specified; providing definitions; providing an appropriation; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/SF0153
SF0154,2023-RS,Senator Cooper,Representative Burkhart; Representative Heiner; Representative Wylie; Senator Anderson; Senator Dockstader,enrolled,CH0147,Energy authority project financing-refineries.,AN ACT relating to the Wyoming energy authority; amending the purposes of the Wyoming energy authority to include the construction and expansion of oil and gas refineries in Wyoming; specifying that the energy authority may finance refinery projects in Wyoming as specified; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/SF0154
SF0155,2023-RS,Senator Scott,Representative Andrew; Senator Biteman; Senator Brennan; Senator Salazar; Senator Steinmetz,inactive,,Education-teacher resources.,AN ACT relating to school finance; restricting expenditure of funds generated by the education resource block grant model for teacher resources as specified; requiring data collection; requiring reporting; requiring a study; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/SF0155
SF0156,2023-RS,Senator Boner,Representative Angelos; Representative Strock; Senator Barlow,inactive,,Oil and gas forced pooling-good faith negotiations.,AN ACT relating to oil and gas; specifying that oil and gas operators must negotiate with mineral owners in good faith; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/SF0156
SF0157,2023-RS,Senator Cooper,"Representative Larsen, L; Representative Oakley; Senator Case; Senator Ellis",enrolled,CH0117,Weed and pest mitigation-tribal inclusion-2.,AN ACT relating to weed and pest control; clarifying that the Eastern Shoshone and Northern Arapaho tribes may apply for participation in specified emergency insect management programs; requiring coordination with weed and pest control districts for emergency programs; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/SF0157
SF0158,2023-RS,Appropriations,,inactive,,Public employee retirement plan-contributions.,AN ACT relating to public employees; increasing employee and employer contributions in the public employee retirement plan; requiring the increased employee contributions to be paid through a reduction in cash salary of the employee as specified; removing archaic language; providing appropriations; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/SF0158
SF0159,2023-RS,Senator Biteman,Representative Angelos; Representative Bear; Representative Burkhart; Representative Haroldson; Representative Heiner; Representative Jennings; Representative Olsen; Representative Rodriguez-Williams; Representative Ward; Senator Driskill; Senator Hutchings; Senator Steinmetz,inactive,,Stop ESG-Eliminate economic boycott act.,AN ACT relating to the administration of government; requiring parties to state contracts to certify that they do not engage in boycotting or discrimination as specified; providing definitions; providing legislative findings; specifying applicability; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/SF0159
SF0160,2023-RS,Senator Case,,inactive,,Tolling authority for I-80.,AN ACT relating to highways; creating a highway tolling program; granting powers to the transportation commission; defining duties of the transportation commission and the department of transportation; granting tolling authority for Interstate 80; providing for the review of tolling plans; creating an account; granting bonding authority; requiring accounting and reporting; authorizing loans from the state highway fund; providing rulemaking authority; allowing assistance between state agencies; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/SF0160
SF0161,2023-RS,Senator Biteman,Representative Jennings,inactive,,Parental rights-repealing conflicting statute.,AN ACT relating to domestic relations; providing findings; repealing a statute authorizing the establishment of grandparents' visitation rights; making conforming amendments; specifying applicability; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/SF0161
SF0162,2023-RS,Senator Biteman,Representative Andrew; Representative Jennings; Senator Brennan; Senator Hutchings; Senator Salazar; Senator Steinmetz,inactive,,Grace Smith Medical Freedom Act.,AN ACT relating to education; requiring state and county health officers to grant waivers to immunization requirements for K-12 students upon request; requiring state and county health officers to grant mask mandate waivers for K-12 students upon request; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/SF0162
SF0163,2023-RS,Senator Biteman,Representative Jennings; Senator Brennan; Senator Dockstader; Senator Hutchings; Senator Salazar; Senator Steinmetz,inactive,,Election integrity-primary elections.,AN ACT relating to elections; providing that an elector shall declare or change political party affiliation prior to the first day on which primary election nomination applications may be filed; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/SF0163
SF0164,2023-RS,Senator Boner,Representative Chadwick; Senator Landen,enrolled,CH0171,Public improvement contract requirements-amendments.,AN ACT relating to cities and towns; amending requirements for contracts for public improvements for municipalities; amending requirements for the purchase or trade of property by cities and towns; amending the guarantees required for public improvement contracts; specifying applicability; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/SF0164
SF0165,2023-RS,Senator Brennan,Representative Brown; Senator Baldwin; Senator Ellis; Senator Rothfuss,inactive,,Mental health telehealth pilot program.,AN ACT relating to education; authorizing the department of education to contract with a telehealth counseling provider to offer services to public school students; requiring reporting; requiring confidentiality; providing an appropriation; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/SF0165
SF0166,2023-RS,Senator Hicks,Representative Bear; Representative Burkhart; Representative Jennings; Representative Oakley; Senator Kinskey; Senator Kolb; Senator Steinmetz,inactive,,Border wall and sanctuary city transport.,AN ACT relating to the administration of government; providing legislative findings; providing an appropriation for the purpose of constructing a border wall along the southwest land border as specified; providing an appropriation to aid other states in transporting non-citizens of the United States to sanctuary cities located in other states; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/SF0166
SF0167,2023-RS,Senator Nethercott,Representative Byron; Representative Crago; Representative Harshman; Representative Jennings; Senator Biteman; Senator French; Senator Landen; Senator Schuler,enrolled,CH0168,Domestic violence protection hearings-remote appearance.,AN ACT relating to domestic violence protection; authorizing parties to remotely attend hearings for orders of protection as specified; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/SF0167
SF0168,2023-RS,"Senator Laursen, D",Representative Clouston; Senator Ide; Senator Kolb,inactive,,Alternative teaching certificate.,AN ACT relating to certification of teachers; modifying the duties of the professional teaching standards board; creating an alternative teacher certificate for K-12 teachers; establishing requirements for alternative certification; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/SF0168
SF0169,2023-RS,Senator Hicks,"Representative Burkhart; Representative Chadwick; Representative Haroldson; Representative Larson, JT; Representative Niemiec; Representative O'Hearn; Representative Washut; Representative Western; Representative Wylie; Senator Kinskey; Senator Kolb; Senator Salazar",enrolled,CH0146,State shooting complex task force.,AN ACT relating to the administration of government; creating the state shooting complex development and oversight task force; providing duties of the task force; requiring reports; creating the state shooting complex account; providing appropriations; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/SF0169
SF0170,2023-RS,Senator Steinmetz,Senator Hicks,inactive,,Specifying additional beneficial uses of water.,AN ACT relating to water; specifying the storage of water for drought contingency and compact compliance as an additional beneficial use of water; providing conforming amendments; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2023/SF0170
SF0171,2023-RS,"Senator Laursen, D",Representative Berger; Representative Haroldson; Representative Knapp; Representative Niemiec; Representative Singh; Representative Tarver; Representative Wylie; Senator Biteman; Senator Brennan; Senator Hutchings; Senator Ide; Senator Salazar,inactive,,Wyoming second amendment financial privacy act.,"AN ACT relating to banks, banking and finance; providing legislative findings; prohibiting disclosure or use of protected information relating to firearms and ammunition sales as specified; prohibiting discrimination related to firearm sales codes as specified; providing exceptions; providing requirements for disclosure; authorizing civil actions; providing definitions; and providing for an effective date.",https://web.wyoleg.gov/LsoService/api/BillInformation/2023/SF0171
SF0172,2023-RS,Senator Biteman,"Representative Haroldson; Representative Jennings; Representative Ottman; Representative Pendergraft; Representative Singh; Representative Tarver; Representative Ward; Senator Bouchard; Senator Driskill; Senator French; Senator Hicks; Senator Hutchings; Senator Ide; Senator Laursen, D; Senator McKeown; Senator Salazar",inactive,,Stop ESG-State funds fiduciary duty act.,"AN ACT relating to the administration of government; specifying requirements for the hiring and retention of investment managers, trustees and fiduciaries who invest state funds as specified; specifying proxy voting requirements for investment managers, trustees and fiduciaries who invest state funds; providing definitions; making conforming amendments; specifying applicability; and providing for an effective date.",https://web.wyoleg.gov/LsoService/api/BillInformation/2023/SF0172
SF0173,2023-RS,Senator Driskill,"Representative Brown; Representative Crago; Representative Sommers; Representative Walters; Representative Western; Representative Zwonitzer, Dn; Senator Barlow; Senator Case; Senator Ellis; Senator Furphy; Senator Landen; Senator Nethercott",enrolled,CH0057,Financial institutions-similar names.,"AN ACT relating to banks, banking and finance; modifying requirements for approval of applications for proposed financial institutions with similar names to existing financial institutions; and providing for an effective date.",https://web.wyoleg.gov/LsoService/api/BillInformation/2023/SF0173
