bill_number,session,primary_sponsor,cosponsors,status,chapter_num,shortTitle,title,bill_url
HB0099,2024-RS,Representative Bear,Representative Allred; Representative Andrew; Representative Angelos; Representative Haroldson; Representative Heiner; Representative Hornok; Representative Knapp; Representative Ward; Representative Winter; Senator Ide; Senator McKeown,inactive,,State funds-prohibition for slave or child labor.,AN ACT relating to public funds; prohibiting the expenditure of funds for any products or services that use child labor or slave labor as specified; providing definitions; making conforming amendments; requiring rulemaking; specifying applicability; and providing for effective dates.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0099
HB0100,2024-RS,Representative Bear,"Representative Allemand; Representative Davis; Representative Neiman; Representative Slagle; Representative Ward; Representative Winter; Senator Ide; Senator Kolb; Senator Laursen, D; Senator Steinmetz",inactive,,Critical infrastructure resiliency.,"AN ACT relating to public utilities; creating the critical infrastructure resiliency initiative; specifying purposes for the initiative; creating the critical resilient infrastructure board; specifying members, duties and powers of the board; providing definitions; appropriating funds; and providing for an effective date.",https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0100
HB0101,2024-RS,Mgt Council,,inactive,,Attorney general opinions.,AN ACT relating to administration of government; modifying duties of the attorney general relating to legislative requests for opinions; providing that the attorney general may decline to provide opinions as specified; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0101
HB0102,2024-RS,Representative Bear,"Representative Allemand; Representative Andrew; Representative Angelos; Representative Banks; Representative Berger; Representative Burkhart; Representative Clouston; Representative Haroldson; Representative Heiner; Representative Hornok; Representative Jennings; Representative Knapp; Representative Neiman; Representative Olsen; Representative Ottman; Representative Pendergraft; Representative Rodriguez-Williams; Representative Singh; Representative Slagle; Representative Smith; Representative Strock; Representative Trujillo; Representative Ward; Representative Winter; Senator Brennan; Senator Hutchings; Senator Laursen, D; Senator Steinmetz",inactive,,School safety and security amendments.,AN ACT relating to education; requiring board of trustees to submit a written statement explaining the reasons the board did not adopt rules to allow possession of firearms by school district employees as specified; authorizing funds to be expended for a statewide marketing campaign to promote the school districts' authority to allow possession of firearms by school district employees as provided by law; providing an appropriation; providing for severability; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0102
HB0103,2024-RS,Representative Allred,Representative Banks; Representative Brown; Representative Byron; Representative Stith; Representative Yin; Senator Dockstader,inactive,,Property tax-assessment ratio for residential property.,AN ACT relating to ad valorem taxation; specifying the property tax assessment ratio for the residential property for owner occupied primary residences class; providing an appropriation; and providing for a delayed and contingent effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0103
HB0104,2024-RS,Water,,enrolled,CH0098,Omnibus water bill-planning.,AN ACT relating to water development projects; authorizing specified level I and level II studies; providing appropriations; requiring reports; providing for the reversion of unexpended funds; authorizing unobligated funds to be used to complete other designated projects as specified; providing an appropriation for the office of water programs; transferring funds from the general fund to water development account I; clarifying authority of the Wyoming water development commission regarding Inflation Reduction Act funding for drought mitigation projects and regional conservation partnership program funding; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0104
HB0105,2024-RS,Representative Slagle,Representative Allemand; Representative Andrew; Representative Banks; Representative Bear; Representative Davis; Representative Haroldson; Representative Heiner; Representative Hornok; Representative Jennings; Representative Penn; Representative Smith; Senator Hutchings; Senator Ide,inactive,,Insurance payments-not taxable.,AN ACT relating to taxation and revenue; exempting insurance damage settlement payments from sales and use taxation; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0105
HB0106,2024-RS,Representative Lawley,"Representative Bear; Representative Conrad; Representative Crago; Representative Larson, JT; Representative Neiman; Representative Oakley; Representative Penn; Representative Sommers; Representative Washut",inactive,,Hemp-limitations on psychoactive substances-2.,AN ACT relating to hemp production and controlled substances; prohibiting the addition of synthetic substances or other additives to hemp; prohibiting the sale of hemp with THC or psychoactive substances as specified; providing and amending definitions; including naturally occurring THC as a scheduled substance in the Controlled Substances Act; making conforming amendments; requiring rulemaking; and providing for effective dates.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0106
HB0107,2024-RS,Representative Styvar,Representative Allemand; Representative Andrew; Representative Brown; Representative Jennings; Representative Neiman; Representative Pendergraft; Representative Slagle; Representative Smith; Representative Tarver; Senator Hutchings; Senator Ide; Senator Kolb; Senator McKeown,inactive,,Commercial driver license-medical certificate downgrade-1.,AN ACT relating to motor vehicles; imposing a time period for the department of transportation to downgrade a commercial driver's license; requiring the department of transportation to reinstate commercial driver's licenses previously downgraded as specified; requiring rulemaking; and providing for effective dates.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0107
HB0108,2024-RS,"Representative Zwonitzer, Dn",Representative Brown; Representative Chadwick; Representative Clouston; Representative Newsome; Representative O'Hearn; Senator Baldwin; Senator Brennan; Senator Nethercott; Senator Schuler,inactive,,Protection of health care providers.,"AN ACT relating to crimes and offenses; creating the offenses of assault, threat of violence and battery against health care providers; specifying penalties; providing definitions; and providing for an effective date.",https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0108
HB0109,2024-RS,Representative Slagle,Representative Allemand; Representative Banks; Representative Bear; Representative Haroldson; Representative Heiner; Representative Jennings; Representative Knapp; Senator Hicks; Senator Hutchings,inactive,,Wind tax exemption-repeal.,AN ACT relating to the tax on production of energy from wind resources; repealing the three year tax exemption on energy production; specifying applicability; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0109
HB0110,2024-RS,Representative Slagle,Representative Allemand; Representative Bear; Representative Davis; Representative Haroldson; Representative Hornok; Representative Jennings; Senator Hutchings; Senator Ide; Senator McKeown,inactive,,Wyoming Underground Facilities Notification Act-exemption.,AN ACT relating to the Wyoming Underground Facilities Notification Act; providing an exemption from notice requirements for specified agricultural activities; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0110
HB0111,2024-RS,Representative Slagle,"Representative Haroldson; Representative Jennings; Representative Neiman; Representative Pendergraft; Representative Styvar; Representative Tarver; Representative Ward; Representative Winter; Senator Ide; Senator Laursen, D",inactive,,Restricted class C and M driver's licenses-amendments.,AN ACT relating to motor vehicles; expanding the permitted driving radius under restricted licenses; amending the circumstances qualifying as extreme inconvenience for purposes of qualifying for restricted licenses; requiring rulemaking; and providing for effective dates.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0111
HB0112,2024-RS,Representative Yin,Representative Storer; Senator Gierau,inactive,,Real estate transfer tax to offset property tax.,AN ACT relating to taxation and revenue; providing for an excise tax on the sale of real property as specified; providing for distribution of the tax; requiring rulemaking; imposing criminal penalties; providing for a reduction in the property tax assessment ratio; making conforming amendments; and providing for effective dates.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0112
HB0113,2024-RS,Representative Henderson,"Representative Allred; Representative Andrew; Representative Berger; Representative Brown; Representative Chestek; Representative Clouston; Representative Crago; Representative Harshman; Representative Larson, JT; Representative Northrup; Representative Obermueller; Representative Olsen; Representative Provenza; Representative Sherwood; Representative Sommers; Representative Stith; Representative Zwonitzer, Dv; Senator Barlow; Senator Pappas; Senator Schuler",inactive,,Hathaway scholarship program.,AN ACT relating to Hathaway scholarship program; increasing scholarship awards as specified; making conforming amendments; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0113
HB0114,2024-RS,Representative Henderson,Representative Allred; Representative Berger; Representative Clouston; Representative Harshman; Representative Niemiec; Representative Northrup; Representative Obermueller; Representative Provenza; Representative Sommers; Senator Brennan; Senator Pappas; Senator Schuler,inactive,,Wyoming teacher shortage loan repayment program.,AN ACT relating to education; reauthorizing the Wyoming teacher shortage loan repayment program; modifying eligibility requirements; making conforming amendments; providing an appropriation; repealing a sunset date; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0114
HB0115,2024-RS,Representative Penn,Representative Angelos; Representative Bear; Representative Davis; Representative Heiner; Representative Hornok; Representative Knapp; Representative Locke; Representative Neiman; Representative Ottman; Representative Pendergraft; Representative Singh; Representative Slagle; Representative Smith; Representative Strock; Representative Styvar; Representative Ward; Representative Winter; Senator Biteman; Senator French; Senator Hutchings; Senator Ide,inactive,,Donated blood-mRNA disclosure.,AN ACT relating to public health and safety; requiring blood donors to disclose vaccination status as specified; requiring blood packaging to be marked as specified; allowing a person who receives a blood transfusion to request the use of certain blood; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0115
HB0116,2024-RS,Representative Angelos,Representative Bear; Representative Crago; Representative Jennings; Representative Knapp; Representative Neiman; Representative Tarver; Senator Barlow,enrolled,CH0061,Sage grouse implementation-notice to landowners.,AN ACT relating to the administration of government; specifying landowner notice and public comment requirements for the sage grouse implementation team; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0116
HB0117,2024-RS,Representative Styvar,"Representative Allemand; Representative Hornok; Representative Jennings; Representative Neiman; Representative Pendergraft; Representative Ward; Senator Hutchings; Senator Ide; Senator Kolb; Senator Laursen, D",inactive,,Bond elections-voter threshold requirement.,AN ACT relating to elections; requiring a minimum threshold of ballots cast in a bond election held on a day other than a general election as specified; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0117
HB0118,2024-RS,Appropriations,,inactive,,American rescue plan act appropriations-amendments.,AN ACT relating to the emergency expenses of government; providing definitions; providing appropriations; amending and repealing prior appropriations of COVID-19 relief funds; specifying conditions on the appropriation and expenditure of COVID-19 relief funds; amending prior conditions on the reduction and prioritization of COVID-19 relief funds; providing for the reversion of unexpended and unobligated funds; authorizing emergency government programs; authorizing rulemaking; requiring reporting; specifying applicability; providing for priority of appropriations; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0118
HB0119,2024-RS,Representative Sommers,"Representative Allred; Representative Banks; Representative Berger; Representative Brown; Representative Clouston; Representative Crago; Representative Larson, JT; Representative Lawley; Representative Newsome; Senator Baldwin; Senator Barlow",inactive,,School finance-mental health service grants.,"AN ACT relating to school finance; creating a program for school districts to assist in providing additional school counselors, school nurses and other mental health service assistance as specified; providing an appropriation; requiring reporting; requiring rulemaking; and providing for an effective date.",https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0119
HB0120,2024-RS,Representative Davis,Representative Conrad; Representative Newsome; Representative Walters; Senator Gierau,inactive,,Interactive gaming.,AN ACT relating to gaming; authorizing interactive gaming; providing for regulation by the Wyoming gaming commission; imposing fees; providing for the collection and distribution of revenues from interactive gaming; providing for a continuous appropriation; requiring rulemaking; providing penalties; and providing for effective dates.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0120
HB0121,2024-RS,Representative Walters,"Representative Harshman; Representative Larsen, L; Senator Landen",inactive,,Kelly parcel-sale and leasing requirements.,"AN ACT relating to state lands; authorizing the lease, exchange or sale of the Kelly parcel; specifying conditions for the sale, lease or exchange of the parcel; requiring further legislative authorization for the sale of the parcel as specified; specifying duties of the board of land commissioners and office of state lands and investments; addressing conflict of laws; and providing for an effective date.",https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0121
HB0122,2024-RS,Representative Haroldson,"Representative Bear; Representative Davis; Representative Heiner; Representative Jennings; Representative Knapp; Representative Neiman; Representative Pendergraft; Representative Penn; Representative Rodriguez-Williams; Representative Smith; Representative Strock; Representative Styvar; Senator Laursen, D; Senator Steinmetz",inactive,,Carrying of concealed weapons-age requirement.,AN ACT relating to concealed weapons; amending the age requirement for a qualified person to be issued a permit to carry a concealed firearm; making a conforming amendment; repealing a conflicting provision; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0122
HB0123,2024-RS,Representative Haroldson,Representative Allemand; Representative Angelos; Representative Bear; Representative Hornok; Representative Jennings; Representative Locke; Representative Neiman; Representative Penn; Representative Singh; Representative Strock; Representative Styvar; Senator Ide,inactive,,Mandatory immunizations-repeal.,AN ACT relating to public health; repealing mandatory immunizations for children attending child caring facilities; making conforming amendments; specifying applicability; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0123
HB0124,2024-RS,Representative Haroldson,Representative Bear; Representative Hornok; Representative Jennings; Representative Knapp; Representative Locke; Representative Neiman; Representative Penn; Representative Strock; Representative Trujillo; Representative Ward; Senator Boner; Senator Ide,inactive,,Vaccination for smallpox-repeal.,AN ACT relating to public health and safety; repealing the authority of the Wyoming department of health to adopt measures for vaccination to prevent or arrest the progress of smallpox; repealing penalties; specifying applicability; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0124
HB0125,2024-RS,Representative Haroldson,Representative Angelos; Representative Bear; Representative Hornok; Representative Jennings; Representative Knapp; Representative Neiman; Representative Ottman; Representative Penn; Representative Rodriguez-Williams; Representative Smith; Representative Strock; Representative Styvar; Representative Ward; Representative Winter; Senator Boner; Senator Ide,enrolled,,Repeal gun free zones and preemption amendments.,"AN ACT relating to concealed weapons; repealing gun free zones; providing for the carrying of concealed weapons as specified; creating a criminal offense for prohibiting entry to a person carrying a concealed weapon as specified; clarifying that only the state legislature may regulate firearms, weapons and ammunition; providing for exceptions; amending a definition; requiring rulemaking; and providing for an effective date.",https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0125
HB0126,2024-RS,Representative Yin,Representative Andrew; Representative Byron; Representative Heiner; Representative Olsen; Senator Ellis; Senator Schuler,enrolled,CH0084,Child care is a residential use of property.,AN ACT relating to property; providing that day care is a residential use of property for the purposes of restrictive covenants; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0126
HB0127,2024-RS,Representative Locke,"Representative Andrew; Representative Bear; Representative Hornok; Representative Jennings; Representative Neiman; Representative Pendergraft; Representative Penn; Representative Rodriguez-Williams; Representative Slagle; Representative Smith; Representative Strock; Representative Styvar; Representative Trujillo; Representative Ward; Senator Biteman; Senator French; Senator Hutchings; Senator Ide; Senator Laursen, D; Senator Salazar",inactive,,Property tax exemption-specified real property.,AN ACT relating to ad valorem taxation; establishing a property tax exemption for real property in the all other property class of property; requiring information related to the tax exemption to be included on the tax assessment schedule; providing rulemaking authority; specifying applicability; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0127
HB0128,2024-RS,Representative Andrew,"Representative Angelos; Representative Bear; Representative Haroldson; Representative Heiner; Representative Hornok; Representative Jennings; Representative Knapp; Representative Neiman; Representative Pendergraft; Representative Penn; Representative Rodriguez-Williams; Representative Singh; Representative Slagle; Representative Smith; Representative Ward; Senator Biteman; Senator Boner; Senator Brennan; Senator French; Senator Hutchings; Senator Ide; Senator Kinskey; Senator Laursen, D; Senator Steinmetz",inactive,,Wyoming Freedom Scholarship Act.,AN ACT relating to education; creating the Wyoming Freedom Scholarship Act; authorizing education savings accounts; specifying legal proceedings; creating an account; providing for a transfer of funds to the account; providing for the use and administration of education savings accounts for education; providing powers and duties of the state treasurer; providing rulemaking authority; specifying that a qualified school is not an agent of the state or federal government; establishing an oversight committee; making conforming amendments; authorizing a temporary committee as specified; providing standing in a lawsuit challenging this act; providing an appropriation; and providing for effective dates.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0128
HB0129,2024-RS,Representative Pendergraft,"Representative Allemand; Representative Angelos; Representative Bear; Representative Hornok; Representative Jennings; Representative Locke; Representative Neiman; Representative Penn; Representative Trujillo; Representative Ward; Senator Ide; Senator Laursen, D",inactive,,Statutory standing committees-federal review.,"AN ACT relating to the legislature; establishing joint and standing committees for the senate and house of representatives; providing for the appointment of members to joint and standing committees, creating the joint and standing committee on federal review; establishing powers and duties of the joint and standing committee on federal review; specifying the date for appointment of members to the joint and standing committee on federal review; and providing for an effective date.",https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0129
HB0130,2024-RS,Representative Jennings,Representative Allemand; Representative Angelos; Representative Banks; Representative Davis; Representative Heiner; Representative Pendergraft; Representative Singh; Representative Strock; Senator Brennan; Senator Hutchings; Senator Ide; Senator Salazar,inactive,,Driver's license renewal amendments.,AN ACT relating to motor vehicles; extending the expiration date for driver's licenses as specified; specifying applicability; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0130
HB0131,2024-RS,Representative Crago,Representative Stith; Senator Kinskey; Senator Nethercott,inactive,,Settlement agreements for minors-parental authorization.,AN ACT relating to children; authorizing parents and guardians to enter into binding settlements on behalf of their minor children as specified; specifying limits on parental or guardian settlement authority; making conforming amendments; providing a cause of action; specifying applicability; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0131
HB0132,2024-RS,Representative Bear,Representative Allred; Representative Banks; Representative Haroldson; Representative Heiner; Representative Hornok; Senator Biteman; Senator Brennan,inactive,,Ban on teaching and training critical race theory.,AN ACT relating to teaching and training standards; creating limitations on teaching and training specified concepts; specifying duties for the attorney general and district attorneys; preventing public employers from requiring employee training on specified concepts; creating private causes of action; authorizing civil damages; requiring reporting; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0132
HB0133,2024-RS,Representative Locke,Representative Allemand; Representative Bear; Representative Haroldson; Representative Jennings; Representative Pendergraft; Representative Singh; Representative Styvar; Representative Ward; Senator Ide,inactive,,Property tax-holiday.,AN ACT relating to property tax; providing a property tax reduction for tax year 2024; providing a sunset date; specifying applicability; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0133
HB0134,2024-RS,Representative Lawley,"Representative Angelos; Representative Clouston; Representative Conrad; Representative Crago; Representative Harshman; Representative Larson, JT; Representative Olsen; Representative Sommers; Senator Cooper; Senator Rothfuss",inactive,,Property tax deferral program-amendments.,AN ACT relating to property taxes; providing that the property tax deferral program shall be administered by the department of revenue; revising the amount of taxes that can be deferred; revising the calculation of interest; making deferral of taxes contingent on the availability of funds; authorizing the department of revenue to defer lien priority; clarifying eligibility; modifying record keeping requirements; making conforming changes; requiring rulemaking; repealing a conflicting provision; providing an appropriation; specifying applicability; requiring a report; and providing for effective dates.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0134
HB0135,2024-RS,Appropriations,,inactive,,State funded capital construction.,AN ACT relating to state funded capital construction; providing definitions; providing appropriations for purposes related to state funded capital construction; making appropriations subject to terms and conditions as specified; providing matching funds for specified projects; providing for the acquisition or acceptance of real property; authorizing the expenditure of prior appropriations as specified; reverting a prior appropriation; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0135
HB0136,2024-RS,Representative Hornok,Representative Angelos; Representative Bear; Representative Heiner; Representative Jennings; Representative Neiman; Representative Penn; Representative Rodriguez-Williams; Representative Slagle; Representative Smith; Representative Trujillo; Representative Ward; Senator Hutchings; Senator Steinmetz,inactive,,Gender identity-definition repeal.,AN ACT relating to education; repealing the definition of gender identity for student eligibility in interscholastic activities; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0136
HB0137,2024-RS,Representative Neiman,Representative Angelos; Representative Bear; Representative Heiner; Representative Hornok; Representative Jennings; Representative Lawley; Representative Niemiec; Representative Penn; Representative Rodriguez-Williams; Representative Slagle; Representative Strock; Representative Styvar; Representative Ward; Representative Washut; Senator Biteman; Senator Boner; Senator Brennan; Senator Salazar; Senator Steinmetz,inactive,,Chemical abortions-ultrasound requirement.,AN ACT relating to abortions; requiring ultrasounds before the procurement of chemical abortions; providing verification requirements; providing definitions; providing penalties; specifying applicability; providing for the conflict of laws; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0137
HB0138,2024-RS,Cap Fin & Inv,,enrolled,CH0087,State funds-pool A participation and fund limits.,AN ACT relating to the investment of state funds; specifying a minimum size for new accounts added to the pool A investment account; removing specified accounts from participation in the pool A investment account; providing appropriations; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0138
HB0139,2024-RS,Representative Winter,,inactive,,Denturist practice act.,AN ACT relating to professions and occupations; amending dentists and dental hygienists licensing statutes to include denturists; authorizing a denturist to be added to the board of dental examiners as specified; specifying that this act does not apply to denturitry students performing denturitry as part of their curriculum; specifying that denturists shall only perform dental laboratory work at the direction of a dentist; requiring denturists and dental laboratory technicians to complete work for a dentist pursuant to a written prescription as specified; requiring dentists and denturists to engage the services of persons outside their office with a written work authorization; specifying that denturists in certain occupations are exempt from the act; specifying that denturists may perform services for patients if trained to do so in an accredited denturitry school and under the supervision of a dentist; amending requirements relating to permissible supervised work by specified persons; requiring dental hygienists to be graduates of a board approved program in order to practice; amending definitions; providing definitions; amending other laws relating to dentists and dental hygienists to include denturists as specified; providing an appropriation; and providing for effective dates.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0139
HB0140,2024-RS,Representative Rodriguez-Williams,"Representative Andrew; Representative Bear; Representative Jennings; Representative Ward; Senator Biteman; Senator French; Senator Ide; Senator Laursen, D; Senator Steinmetz",inactive,,University of Wyoming governance-elected trustees.,AN ACT relating to the University of Wyoming board of trustees; increasing the members of the board of trustees; providing for election of trustees as specified; specifying election requirements; making conforming amendments; specifying requirements for the initial election and initial terms of elected trustees; specifying expiration of existing appointed trustee terms; specifying requirements for appointment and terms of appointed trustees after the 2024 general election; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0140
HB0141,2024-RS,Representative Western,Representative Banks; Representative Burkhart; Representative Conrad; Representative Henderson; Representative Walters; Senator Anderson; Senator Boner; Senator Ellis,enrolled,CH0064,State land oil and gas leases-operator requirement.,AN ACT relating to state lands; specifying evaluation and review requirements before issuance of oil and gas leases on state lands; requiring rulemaking; specifying applicability; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0141
HB0142,2024-RS,Representative Provenza,Representative Olsen; Senator Anderson; Senator Gierau; Senator Landen,inactive,,Peace officer standards and training commission-funding.,AN ACT relating to the administration of the government; creating an account; providing for the funding of the peace officer standards and training commission; specifying uses of the account; increasing vehicle registration fees as specified; specifying distribution of fees; making conforming amendments; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0142
HB0143,2024-RS,Representative Olsen,"Representative Bear; Representative Chadwick; Representative Neiman; Representative Penn; Representative Trujillo; Representative Yin; Representative Zwonitzer, Dn; Senator Biteman; Senator Boner; Senator Brennan; Senator Hutchings",inactive,,Practice of behavior analyst and technician-family members.,AN ACT relating to psychology and behavior analysts; authorizing family members to deliver behavior analyst services to a recipient as specified; authorizing caregivers or family members to act as behavior technicians as specified; providing rulemaking authority; and providing for effective dates.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0143
HB0144,2024-RS,Representative Brown,Representative Bear; Representative Davis; Representative Harshman; Representative Knapp; Representative Obermueller; Representative Olsen; Senator Driskill; Senator Nethercott,inactive,,Suicide awareness and prevention license plate.,AN ACT relating to motor vehicle license plates; authorizing specially designed license plates to be issued to increase suicide awareness and prevention; specifying requirements; authorizing fees; providing for the termination of the issuance of the special plates; requiring a report upon termination; authorizing rulemaking; making a conforming amendment; specifying availability; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0144
HB0145,2024-RS,Representative Western,Representative Singh; Representative Yin; Senator Ellis; Senator Nethercott; Senator Rothfuss,enrolled,CH0063,Open banking-amendments.,AN ACT relating to banking; defining who is a customer for purposes of open banking; limiting the release of customer data through open banking as specified; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0145
HB0146,2024-RS,Representative Henderson,"Representative Allred; Representative Chestek; Representative Yin; Representative Zwonitzer, Dn; Senator Cooper",inactive,,Property tax relief program-rental property applicants.,AN ACT relating to property tax; amending who may apply for the property tax relief program; making conforming changes; providing for rulemaking; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0146
HB0147,2024-RS,"Representative Larsen, L",Representative Walters; Senator Case,inactive,,Electrical generation tax.,AN ACT relating to taxation and revenue; imposing an excise tax on the production of electricity; providing credits for other taxes paid; providing for administration and rulemaking authority; providing penalties; providing for distribution of the tax; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0147
HB0148,2024-RS,Representative Lawley,Representative Bear; Representative Washut; Senator Biteman; Senator Boner; Senator Brennan; Senator Hutchings; Senator Salazar; Senator Steinmetz,enrolled,,Regulation of abortions.,AN ACT relating to public health and safety; requiring the licensure of surgical abortion facilities as specified; requiring licensed physicians to perform chemical and surgical abortions after an ultrasound; providing criminal penalties for violations; specifying civil liability for damages resulting from abortions; providing definitions; making conforming amendments; specifying applicability; requiring rulemaking; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0148
HB0149,2024-RS,Representative Smith,Representative Brown; Senator Kolb,inactive,,Hit and run-responsibility and penalties.,AN ACT relating to motor vehicles; increasing penalties for failing to stop where an accident involves serious bodily injury or death; adding a knowledge requirement for specified failing to stop offenses; providing clarifying amendments; providing definitions; specifying applicability; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0149
HB0150,2024-RS,Representative Smith,Representative Brown; Senator Brennan; Senator Hutchings,inactive,,Protecting religious assembly in states of emergency act.,AN ACT relating to public health and safety; requiring rules enacted during public health emergencies to provide exemptions for religious assembly as specified; providing for enforcement and remedies; authorizing a cause of action; providing exceptions to the Wyoming Governmental Claims Act; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0150
HB0151,2024-RS,Representative Crago,Representative Davis; Representative Lawley; Representative Niemiec; Representative Sommers; Representative Washut; Representative Western; Representative Wylie; Senator Barlow; Senator Cooper; Senator Driskill; Senator Hicks; Senator Kinskey; Senator Landen,inactive,,Firearms merchant category code-prohibition.,AN ACT relating to consumer protection; prohibiting records and discrimination based on a firearms code as specified; providing definitions; providing for enforcement; specifying applicability; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0151
HB0152,2024-RS,Representative Ottman,Representative Andrew; Representative Angelos; Representative Banks; Representative Knapp; Representative Northrup; Representative Penn; Representative Trujillo; Representative Winter; Senator Hutchings,inactive,,Sex offenders-child care facilities.,AN ACT relating to crimes and offenses; prohibiting sex offenders from accessing or residing near child care facilities as specified; providing exceptions; providing a definition; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0152
HB0153,2024-RS,Representative Knapp,"Representative Banks; Representative Bear; Representative Clouston; Representative Jennings; Representative Singh; Representative Winter; Senator Hutchings; Senator Laursen, D",inactive,,Sex offender registration requirements.,AN ACT relating to criminal procedure; prohibiting specified sex offenders from eligibility for relief from registration; specifying applicability; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0153
HB0154,2024-RS,Representative Burkhart,"Representative Brown; Representative Henderson; Representative Larsen, L; Representative Larson, JT; Representative Niemiec; Representative Northrup; Senator Case",inactive,,Consumer Rental Purchase Agreement Act-amendments.,AN ACT relating to trade and commerce; amending the Wyoming Consumer Rental-Purchase Agreement Act as specified; amending licensing requirements; providing for digital agreements; providing definitions; providing limitations; allowing for the inspection of records; requiring rulemaking; and providing for effective dates.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0154
HB0155,2024-RS,Representative Rodriguez-Williams,Representative Angelos; Representative Bear; Representative Penn; Representative Washut; Senator Brennan; Senator Steinmetz,inactive,,Newborn safety device funding for safe haven providers.,AN ACT relating to safety for a newborn child; providing grants for safe haven providers to purchase newborn safety devices as specified; providing a definition; requiring rulemaking; providing an appropriation; and providing for effective dates.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0155
