bill_number,session,primary_sponsor,cosponsors,status,chapter_num,shortTitle,title,bill_url
HB0074,2024-RS,Appropriations,,enrolled,CH0029,Public health nursing-budget requests.,AN ACT relating to public health and safety; providing a process for public health nursing employee compensation increases as specified to be included in the department of health's budget request; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0074
HB0075,2024-RS,Appropriations,,inactive,,Public property-amendments.,"AN ACT relating to public property and buildings; amending and creating provisions related to budgeting, expenditure of funds and reporting for capital construction projects, major maintenance and routine maintenance; conforming and repealing definitions; amending requirements for contracting for public works; specifying duties related to capital construction projects, major maintenance and routine maintenance for the state construction department, the state building commission, school districts, the board of trustees of the University of Wyoming and the community college commission; repealing major maintenance funding requirements; requiring reports; requiring rulemaking; specifying applicability; and providing for effective dates.",https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0075
HB0076,2024-RS,Representative Yin,Representative Chestek; Representative Provenza; Representative Sherwood; Representative Storer; Senator Gierau; Senator Rothfuss,inactive,,Reproductive Freedom Act.,AN ACT relating to abortion; creating the Reproductive Freedom Act; specifying the public policy of the state concerning reproductive rights; prohibiting the state from denying or interfering with a person's right to have an abortion prior to viability of the fetus or to protect the person's life or health; prohibiting unauthorized abortions; specifying a penalty; providing definitions; repealing conflicting provisions; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0076
HB0077,2024-RS,Representative Washut,Representative Chestek; Representative Crago; Representative Lawley; Representative Niemiec; Representative Rodriguez-Williams; Senator Ellis; Senator Landen; Senator Nethercott,inactive,,Simple assault-menacing.,AN ACT relating to crimes and offenses; amending simple assault to include menacing or threatening behavior; specifying applicability; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0077
HB0078,2024-RS,Representative Penn,"Representative Angelos; Representative Haroldson; Representative Hornok; Representative Knapp; Representative Neiman; Representative Rodriguez-Williams; Representative Strock; Representative Styvar; Representative Trujillo; Representative Ward; Senator Hutchings; Senator Laursen, D",inactive,,Pornography and obscenity-crimes and penalties.,AN ACT relating to crimes and offenses; specifying penalties for promoting obscenity on an internet website; requiring a person who publishes material harmful to minors to an internet website to require age verification to access the website; prohibiting a person from retaining identifying information related to age verification; requiring the attorney general to provide for reporting of violations; providing penalties; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0078
HB0079,2024-RS,BlockChain/Technology,,inactive,,Secretary of state-expedited filings.,AN ACT relating to the administration of government; allowing the secretary of state to charge a fee to expedite filings of documents as specified; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0079
HB0080,2024-RS,"Representative Larson, JT",Representative Brown; Representative Conrad; Representative Lawley; Senator Jones; Senator Rothfuss,inactive,,School finance-dates for fund transfers.,AN ACT relating to school finance; removing an additional annual distribution of the county school fund; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0080
HB0081,2024-RS,Representative Banks,Representative Andrew; Representative Lawley; Representative Newsome; Representative Northrup; Representative O'Hearn; Representative Penn; Representative Sommers; Representative Washut; Senator Cooper; Senator Jones; Senator Kolb,enrolled,CH0033,Public officer training-amendments.,AN ACT relating to administration of the government; removing minimum fiscal training requirements for public officers; limiting the duration of training for public officers; authorizing public officers to complete training on personal time; and providing for an effective date.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0081
HB0082,2024-RS,Representative Sherwood,"Representative Clouston; Representative Conrad; Representative Larson, JT; Representative Stith; Senator Furphy; Senator Landen; Senator Pappas; Senator Schuler",inactive,,Cities and towns-abandoned and nuisance buildings.,"AN ACT relating to cities and towns; providing a tax credit for expenditures to incentivize the improvement of abandoned and nuisance buildings; authorizing cities and towns to designate abandoned and nuisance buildings for purposes of the tax credit; authorizing cities and towns to assess a fee for costs to abate a nuisance or to repair, remove or destroy a dangerous building; and providing for an effective date.",https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0082
HB0083,2024-RS,Appropriations,,enrolled,CH0060,Public retirement-actuarially determined contributions.,AN ACT relating to public employee retirement; requiring the calculation and collection of employee and employer contributions for the public employee retirement plan to be based on an actuarially determined contribution rate; specifying procedures for the calculation of rates; requiring reports; removing obsolete language; making conforming amendments; and providing for effective dates.,https://web.wyoleg.gov/LsoService/api/BillInformation/2024/HB0083
