bill_number,session,action_date,chamber,action,voteid,order
SF0079,2023-RS,2023-02-27,House,H Speaker Signed SEA No. 0069,,20
SF0079,2023-RS,2023-02-27,Senate,S President Signed SEA No. 0069,,19
SF0079,2023-RS,2023-02-27,LSO,Assigned Number SEA No. 0069,,18
SF0079,2023-RS,2023-02-27,Senate,S Concur:Passed 31-0-0-0-0,1146,17
SF0079,2023-RS,2023-02-24,Senate,S Received for Concurrence,,16
SF0079,2023-RS,2023-02-24,House,H 3rd Reading:Passed 47-15-0-0-0,5558,15
SF0079,2023-RS,2023-02-23,House,H 2nd Reading:Passed,,14
SF0079,2023-RS,2023-02-22,House,H COW:Passed,,13
SF0079,2023-RS,2023-02-13,House,H Placed on General File,,12
SF0079,2023-RS,2023-02-13,House,H10 - Labor:Recommend Do Pass 6-3-0-0-0,-638,11
SF0079,2023-RS,2023-02-10,House,H Introduced and Referred to H10 - Labor,,10
SF0079,2023-RS,2023-01-24,House,H Received for Introduction,,9
SF0079,2023-RS,2023-01-20,Senate,S 3rd Reading:Passed 31-0-0-0-0,340,8
SF0079,2023-RS,2023-01-19,Senate,S 2nd Reading:Passed,,7
SF0079,2023-RS,2023-01-18,Senate,S COW:Passed,,6
SF0079,2023-RS,2023-01-18,Senate,S Placed on General File,,5
SF0079,2023-RS,2023-01-18,Senate,S10 - Labor:Recommend Amend and Do Pass 5-0-0-0-0,-138,4
SF0079,2023-RS,2023-01-11,Senate,S Introduced and Referred to S10 - Labor,,3
SF0079,2023-RS,2023-01-10,Senate,S Received for Introduction,,2
SF0079,2023-RS,2023-01-05,LSO,Bill Number Assigned,,1
SF0080,2023-RS,2023-03-17,LSO,Assigned Chapter Number 183,,22
SF0080,2023-RS,2023-03-17,Governor,Governor Signed SEA No. 0078,,21
SF0080,2023-RS,2023-03-01,House,H Speaker Signed SEA No. 0078,,20
SF0080,2023-RS,2023-03-01,Senate,S President Signed SEA No. 0078,,19
SF0080,2023-RS,2023-03-01,LSO,Assigned Number SEA No. 0078,,18
SF0080,2023-RS,2023-02-28,Senate,S Concur:Passed 29-1-1-0-0,1194,17
SF0080,2023-RS,2023-02-28,Senate,S Received for Concurrence,,16
SF0080,2023-RS,2023-02-28,House,H 3rd Reading:Passed 56-2-4-0-0,5579,15
SF0080,2023-RS,2023-02-27,House,H 2nd Reading:Passed,,14
SF0080,2023-RS,2023-02-24,House,H COW:Passed,,13
SF0080,2023-RS,2023-02-22,House,H Placed on General File,,12
SF0080,2023-RS,2023-02-22,House,H01 - Judiciary:Recommend Amend and Do Pass 9-0-0-0-0,-800,11
SF0080,2023-RS,2023-02-15,House,H Introduced and Referred to H01 - Judiciary,,10
SF0080,2023-RS,2023-02-03,House,H Received for Introduction,,9
SF0080,2023-RS,2023-02-03,Senate,S 3rd Reading:Passed 30-1-0-0-0,656,8
SF0080,2023-RS,2023-02-02,Senate,S 2nd Reading:Passed,,7
SF0080,2023-RS,2023-02-01,Senate,S COW:Passed,,6
SF0080,2023-RS,2023-01-30,Senate,S Placed on General File,,5
SF0080,2023-RS,2023-01-30,Senate,S10 - Labor:Recommend Do Pass 5-0-0-0-0,-334,4
SF0080,2023-RS,2023-01-13,Senate,S Introduced and Referred to S10 - Labor,,3
SF0080,2023-RS,2023-01-10,Senate,S Received for Introduction,,2
SF0080,2023-RS,2023-01-06,LSO,Bill Number Assigned,,1
SF0081,2023-RS,2023-02-07,Senate,S:Died in Committee Returned Bill Pursuant to SR 5-4,,5
SF0081,2023-RS,2023-02-06,Senate,S No report prior to CoW Cutoff,,4
SF0081,2023-RS,2023-01-11,Senate,S Introduced and Referred to S03 - Revenue,,3
SF0081,2023-RS,2023-01-10,Senate,S Received for Introduction,,2
SF0081,2023-RS,2023-01-06,LSO,Bill Number Assigned,,1
SF0082,2023-RS,2023-02-24,House,H:Died in Committee Returned Bill Pursuant to HR 5-4,,15
SF0082,2023-RS,2023-02-24,House,H No report prior to CoW Cutoff,,14
SF0082,2023-RS,2023-02-17,House,H02 - Appropriations:Do Pass Failed 1-6-0-0-0,-763,13
SF0082,2023-RS,2023-02-07,House,H Introduced and Referred to H02 - Appropriations,,12
SF0082,2023-RS,2023-01-26,House,H Received for Introduction,,11
SF0082,2023-RS,2023-01-26,Senate,S 3rd Reading:Passed 31-0-0-0-0,459,10
SF0082,2023-RS,2023-01-25,Senate,S 2nd Reading:Passed,,9
SF0082,2023-RS,2023-01-24,Senate,S COW:Passed,,8
SF0082,2023-RS,2023-01-20,Senate,S Placed on General File,,7
SF0082,2023-RS,2023-01-20,Senate,S02 - Appropriations:Recommend Do Pass 5-0-0-0-0,-205,6
SF0082,2023-RS,2023-01-18,Senate,S05 - Agriculture:Rerefer to S02 - Appropriations,,5
SF0082,2023-RS,2023-01-18,Senate,S05 - Agriculture:Recommend Do Pass 4-1-0-0-0,-129,4
SF0082,2023-RS,2023-01-11,Senate,S Introduced and Referred to S05 - Agriculture,,3
SF0082,2023-RS,2023-01-10,Senate,S Received for Introduction,,2
SF0082,2023-RS,2023-01-09,LSO,Bill Number Assigned,,1
SF0083,2023-RS,2023-03-09,LSO,Assigned Chapter Number 166,,22
SF0083,2023-RS,2023-03-09,Governor,Governor Signed SEA No. 0077,,21
SF0083,2023-RS,2023-03-01,House,H Speaker Signed SEA No. 0077,,20
SF0083,2023-RS,2023-03-01,Senate,S President Signed SEA No. 0077,,19
SF0083,2023-RS,2023-02-28,LSO,Assigned Number SEA No. 0077,,18
SF0083,2023-RS,2023-02-28,Senate,S Concur:Passed 31-0-0-0-0,1192,17
SF0083,2023-RS,2023-02-28,Senate,S Received for Concurrence,,16
SF0083,2023-RS,2023-02-28,House,H 3rd Reading:Passed 58-0-4-0-0,5580,15
SF0083,2023-RS,2023-02-27,House,H 2nd Reading:Passed,,14
SF0083,2023-RS,2023-02-24,House,H COW:Passed,,13
SF0083,2023-RS,2023-02-22,House,H Placed on General File,,12
SF0083,2023-RS,2023-02-22,House,H04 - Education:Recommend Amend and Do Pass 8-0-1-0-0,-816,11
SF0083,2023-RS,2023-02-10,House,H Introduced and Referred to H04 - Education,,10
SF0083,2023-RS,2023-01-19,House,H Received for Introduction,,9
SF0083,2023-RS,2023-01-19,Senate,S 3rd Reading:Passed 31-0-0-0-0,307,8
SF0083,2023-RS,2023-01-18,Senate,S 2nd Reading:Passed,,7
SF0083,2023-RS,2023-01-17,Senate,S COW:Passed,,6
SF0083,2023-RS,2023-01-16,Senate,S Placed on General File,,5
SF0083,2023-RS,2023-01-16,Senate,S04 - Education:Recommend Do Pass 5-0-0-0-0,-81,4
SF0083,2023-RS,2023-01-12,Senate,S Introduced and Referred to S04 - Education,,3
SF0083,2023-RS,2023-01-10,Senate,S Received for Introduction,,2
SF0083,2023-RS,2023-01-09,LSO,Bill Number Assigned,,1
SF0084,2023-RS,2023-02-21,House,H 3rd Reading:Failed 20-38-4-0-0,5513,16
SF0084,2023-RS,2023-02-17,House,H 3rd Reading:Laid Back,,15
SF0084,2023-RS,2023-02-16,House,H 2nd Reading:Passed,,14
SF0084,2023-RS,2023-02-15,House,H COW:Passed,,13
SF0084,2023-RS,2023-02-14,House,H Placed on General File,,12
SF0084,2023-RS,2023-02-14,House,H04 - Education:Recommend Amend and Do Pass 9-0-0-0-0,-655,11
SF0084,2023-RS,2023-02-07,House,H Introduced and Referred to H04 - Education,,10
SF0084,2023-RS,2023-01-19,House,H Received for Introduction,,9
SF0084,2023-RS,2023-01-19,Senate,S 3rd Reading:Passed 31-0-0-0-0,308,8
SF0084,2023-RS,2023-01-18,Senate,S 2nd Reading:Passed,,7
SF0084,2023-RS,2023-01-17,Senate,S COW:Passed,,6
SF0084,2023-RS,2023-01-16,Senate,S Placed on General File,,5
SF0084,2023-RS,2023-01-16,Senate,S04 - Education:Recommend Do Pass 5-0-0-0-0,-84,4
SF0084,2023-RS,2023-01-11,Senate,S Introduced and Referred to S04 - Education,,3
SF0084,2023-RS,2023-01-10,Senate,S Received for Introduction,,2
SF0084,2023-RS,2023-01-09,LSO,Bill Number Assigned,,1
SF0085,2023-RS,2023-02-07,Senate,S:Died in Committee Returned Bill Pursuant to SR 5-4,,5
SF0085,2023-RS,2023-02-06,Senate,S No report prior to CoW Cutoff,,4
SF0085,2023-RS,2023-01-11,Senate,S Introduced and Referred to S02 - Appropriations,,3
SF0085,2023-RS,2023-01-10,Senate,S Received for Introduction,,2
SF0085,2023-RS,2023-01-10,LSO,Bill Number Assigned,,1
SF0086,2023-RS,2023-02-24,House,H Did not Consider for Introduction,,10
SF0086,2023-RS,2023-01-24,House,H Received for Introduction,,9
SF0086,2023-RS,2023-01-24,Senate,S 3rd Reading:Passed 30-0-1-0-0,367,8
SF0086,2023-RS,2023-01-20,Senate,S 2nd Reading:Passed,,7
SF0086,2023-RS,2023-01-19,Senate,S COW:Passed,,6
SF0086,2023-RS,2023-01-19,Senate,S Placed on General File,,5
SF0086,2023-RS,2023-01-19,Senate,S07 - Corporations:Recommend Amend and Do Pass 5-0-0-0-0,-181,4
SF0086,2023-RS,2023-01-11,Senate,S Introduced and Referred to S07 - Corporations,,3
SF0086,2023-RS,2023-01-10,Senate,S Received for Introduction,,2
SF0086,2023-RS,2023-01-10,LSO,Bill Number Assigned,,1
SF0087,2023-RS,2023-02-27,LSO,Assigned Chapter Number 104,,21
SF0087,2023-RS,2023-02-27,Governor,Governor Signed SEA No. 0049,,20
SF0087,2023-RS,2023-02-22,House,H Speaker Signed SEA No. 0049,,19
SF0087,2023-RS,2023-02-22,Senate,S President Signed SEA No. 0049,,18
SF0087,2023-RS,2023-02-21,LSO,Assigned Number SEA No. 0049,,17
SF0087,2023-RS,2023-02-21,House,H 3rd Reading:Passed 46-16-0-0-0,5514,16
SF0087,2023-RS,2023-02-17,House,H 3rd Reading:Laid Back,,15
SF0087,2023-RS,2023-02-16,House,H 2nd Reading:Passed,,14
SF0087,2023-RS,2023-02-15,House,H COW:Passed,,13
SF0087,2023-RS,2023-02-14,House,H Placed on General File,,12
SF0087,2023-RS,2023-02-14,House,H06 - Travel:Recommend Do Pass 9-0-0-0-0,-671,11
SF0087,2023-RS,2023-02-09,House,H Introduced and Referred to H06 - Travel,,10
SF0087,2023-RS,2023-01-25,House,H Received for Introduction,,9
SF0087,2023-RS,2023-01-25,Senate,S 3rd Reading:Passed 24-7-0-0-0,420,8
SF0087,2023-RS,2023-01-24,Senate,S 2nd Reading:Passed,,7
SF0087,2023-RS,2023-01-20,Senate,S COW:Passed,,6
SF0087,2023-RS,2023-01-20,Senate,S Placed on General File,,5
SF0087,2023-RS,2023-01-20,Senate,S05 - Agriculture:Recommend Do Pass 5-0-0-0-0,-203,4
SF0087,2023-RS,2023-01-11,Senate,S Introduced and Referred to S05 - Agriculture,,3
SF0087,2023-RS,2023-01-10,Senate,S Received for Introduction,,2
SF0087,2023-RS,2023-01-10,LSO,Bill Number Assigned,,1
SF0088,2023-RS,2023-02-16,House,H 3rd Reading:Failed 22-40-0-0-0,5488,15
SF0088,2023-RS,2023-02-15,House,H 2nd Reading:Passed,,14
SF0088,2023-RS,2023-02-14,House,H COW:Passed,,13
SF0088,2023-RS,2023-02-09,House,H Placed on General File,,12
SF0088,2023-RS,2023-02-09,House,H06 - Travel:Recommend Amend and Do Pass 6-3-0-0-0,-621,11
SF0088,2023-RS,2023-02-08,House,H Introduced and Referred to H06 - Travel,,10
SF0088,2023-RS,2023-01-19,House,H Received for Introduction,,9
SF0088,2023-RS,2023-01-19,Senate,S 3rd Reading:Passed 28-3-0-0-0,309,8
SF0088,2023-RS,2023-01-18,Senate,S 2nd Reading:Passed,,7
SF0088,2023-RS,2023-01-17,Senate,S COW:Passed,,6
SF0088,2023-RS,2023-01-17,Senate,S Placed on General File,,5
SF0088,2023-RS,2023-01-17,Senate,S06 - Travel:Recommend Do Pass 5-0-0-0-0,-103,4
SF0088,2023-RS,2023-01-11,Senate,S Introduced and Referred to S06 - Travel,,3
SF0088,2023-RS,2023-01-10,Senate,S Received for Introduction,,2
SF0088,2023-RS,2023-01-10,LSO,Bill Number Assigned,,1
SF0089,2023-RS,2023-01-26,Senate,S COW:Failed 9-15-7-0-0,473,7
SF0089,2023-RS,2023-01-25,Senate,S Placed on General File,,6
SF0089,2023-RS,2023-01-25,Senate,S01 - Judiciary:Recommend Amend and Do Pass 4-1-0-0-0,-279,5
SF0089,2023-RS,2023-01-24,Senate,:Refer to S01 - Judiciary,,4
SF0089,2023-RS,2023-01-11,Senate,S Introduced and Referred to S07 - Corporations,,3
SF0089,2023-RS,2023-01-10,Senate,S Received for Introduction,,2
SF0089,2023-RS,2023-01-10,LSO,Bill Number Assigned,,1
SF0090,2023-RS,2023-02-06,Senate,S COW:S Did not consider for COW,,8
SF0090,2023-RS,2023-01-27,Senate,S Placed on General File,,7
SF0090,2023-RS,2023-01-27,Senate,S02 - Appropriations:Recommend Do Pass 5-0-0-0-0,-326,6
SF0090,2023-RS,2023-01-25,Senate,:Rerefer to S02 - Appropriations,,5
SF0090,2023-RS,2023-01-19,Senate,S03 - Revenue:Recommend Do Pass 3-2-0-0-0,-193,4
SF0090,2023-RS,2023-01-11,Senate,S Introduced and Referred to S03 - Revenue,,3
SF0090,2023-RS,2023-01-10,Senate,S Received for Introduction,,2
SF0090,2023-RS,2023-01-10,LSO,Bill Number Assigned,,1
SF0091,2023-RS,2023-02-27,LSO,Assigned Chapter Number 97,,22
SF0091,2023-RS,2023-02-27,Governor,Governor Signed SEA No. 0052,,21
SF0091,2023-RS,2023-02-22,House,H Speaker Signed SEA No. 0052,,20
SF0091,2023-RS,2023-02-22,Senate,S President Signed SEA No. 0052,,19
SF0091,2023-RS,2023-02-22,LSO,Assigned Number SEA No. 0052,,18
SF0091,2023-RS,2023-02-22,Senate,S Concur:Passed 31-0-0-0-0,1061,17
SF0091,2023-RS,2023-02-16,Senate,S Received for Concurrence,,16
SF0091,2023-RS,2023-02-16,House,H 3rd Reading:Passed 62-0-0-0-0,5489,15
SF0091,2023-RS,2023-02-15,House,H 2nd Reading:Passed,,14
SF0091,2023-RS,2023-02-14,House,H COW:Passed,,13
SF0091,2023-RS,2023-02-13,House,H Placed on General File,,12
SF0091,2023-RS,2023-02-13,House,H01 - Judiciary:Recommend Do Pass 9-0-0-0-0,-646,11
SF0091,2023-RS,2023-02-10,House,H Introduced and Referred to H01 - Judiciary,,10
SF0091,2023-RS,2023-01-20,House,H Received for Introduction,,9
SF0091,2023-RS,2023-01-20,Senate,S 3rd Reading:Passed 31-0-0-0-0,341,8
SF0091,2023-RS,2023-01-19,Senate,S 2nd Reading:Passed,,7
SF0091,2023-RS,2023-01-18,Senate,S COW:Passed,,6
SF0091,2023-RS,2023-01-18,Senate,S Placed on General File,,5
SF0091,2023-RS,2023-01-18,Senate,S01 - Judiciary:Recommend Do Pass 5-0-0-0-0,-133,4
SF0091,2023-RS,2023-01-11,Senate,S Introduced and Referred to S01 - Judiciary,,3
SF0091,2023-RS,2023-01-10,Senate,S Received for Introduction,,2
SF0091,2023-RS,2023-01-10,LSO,Bill Number Assigned,,1
SF0092,2023-RS,2023-02-24,House,H:Died in Committee Returned Bill Pursuant to HR 5-4,,12
SF0092,2023-RS,2023-02-24,House,H No report prior to CoW Cutoff,,11
SF0092,2023-RS,2023-02-14,House,H Introduced and Referred to H06 - Travel,,10
SF0092,2023-RS,2023-01-30,House,H Received for Introduction,,9
SF0092,2023-RS,2023-01-30,Senate,S 3rd Reading:Passed 18-11-1-0-1,513,8
SF0092,2023-RS,2023-01-27,Senate,S 2nd Reading:Passed,,7
SF0092,2023-RS,2023-01-26,Senate,S COW:Passed,,6
SF0092,2023-RS,2023-01-26,Senate,S Placed on General File,,5
SF0092,2023-RS,2023-01-26,Senate,S07 - Corporations:Recommend Amend and Do Pass 3-2-0-0-0,-305,4
SF0092,2023-RS,2023-01-11,Senate,S Introduced and Referred to S07 - Corporations,,3
SF0092,2023-RS,2023-01-11,Senate,S Received for Introduction,,2
SF0092,2023-RS,2023-01-11,LSO,Bill Number Assigned,,1
SF0093,2023-RS,2023-02-07,Senate,S:Died in Committee Returned Bill Pursuant to SR 5-4,,6
SF0093,2023-RS,2023-02-06,Senate,S No report prior to CoW Cutoff,,5
SF0093,2023-RS,2023-01-24,Senate,S07 - Corporations:Do Pass Failed 2-3-0-0-0,-245,4
SF0093,2023-RS,2023-01-11,Senate,S Introduced and Referred to S07 - Corporations,,3
SF0093,2023-RS,2023-01-11,Senate,S Received for Introduction,,2
SF0093,2023-RS,2023-01-11,LSO,Bill Number Assigned,,1
SF0094,2023-RS,2023-03-09,LSO,Assigned Chapter Number 154,,22
SF0094,2023-RS,2023-03-09,Governor,Governor Signed SEA No. 0089,,21
SF0094,2023-RS,2023-03-02,House,H Speaker Signed SEA No. 0089,,20
SF0094,2023-RS,2023-03-02,Senate,S President Signed SEA No. 0089,,19
SF0094,2023-RS,2023-03-01,LSO,Assigned Number SEA No. 0089,,18
SF0094,2023-RS,2023-03-01,Senate,S Concur:Passed 22-7-2-0-0,1208,17
SF0094,2023-RS,2023-03-01,Senate,S Received for Concurrence,,16
SF0094,2023-RS,2023-03-01,House,H 3rd Reading:Passed 39-21-2-0-0,5611,15
SF0094,2023-RS,2023-02-28,House,H 2nd Reading:Passed,,14
SF0094,2023-RS,2023-02-27,House,H COW:Passed,,13
SF0094,2023-RS,2023-02-15,House,H Placed on General File,,12
SF0094,2023-RS,2023-02-15,House,H02 - Appropriations:Recommend Do Pass 6-1-0-0-0,-684,11
SF0094,2023-RS,2023-02-13,House,H Introduced and Referred to H02 - Appropriations,,10
SF0094,2023-RS,2023-01-24,House,H Received for Introduction,,9
SF0094,2023-RS,2023-01-24,Senate,S 3rd Reading:Passed 20-11-0-0-0,377,8
SF0094,2023-RS,2023-01-20,Senate,S 2nd Reading:Passed,,7
SF0094,2023-RS,2023-01-19,Senate,S COW:Passed,,6
SF0094,2023-RS,2023-01-18,Senate,S Placed on General File,,5
SF0094,2023-RS,2023-01-18,Senate,S10 - Labor:Recommend Amend and Do Pass 5-0-0-0-0,-143,4
SF0094,2023-RS,2023-01-11,Senate,S Introduced and Referred to S10 - Labor,,3
SF0094,2023-RS,2023-01-11,Senate,S Received for Introduction,,2
SF0094,2023-RS,2023-01-11,LSO,Bill Number Assigned,,1
SF0095,2023-RS,2023-02-24,LSO,Assigned Chapter Number 92,,20
SF0095,2023-RS,2023-02-24,Governor,Governor Signed SEA No. 0042,,19
SF0095,2023-RS,2023-02-21,House,H Speaker Signed SEA No. 0042,,18
SF0095,2023-RS,2023-02-21,Senate,S President Signed SEA No. 0042,,17
SF0095,2023-RS,2023-02-21,LSO,Assigned Number SEA No. 0042,,16
SF0095,2023-RS,2023-02-21,House,H 3rd Reading:Passed 54-8-0-0-0,5508,15
SF0095,2023-RS,2023-02-17,House,H 2nd Reading:Passed,,14
SF0095,2023-RS,2023-02-16,House,H COW:Passed,,13
SF0095,2023-RS,2023-02-15,House,H Placed on General File,,12
SF0095,2023-RS,2023-02-15,House,H09 - Minerals:Recommend Amend and Do Pass 9-0-0-0-0,-699,11
SF0095,2023-RS,2023-02-10,House,H Introduced and Referred to H09 - Minerals,,10
SF0095,2023-RS,2023-01-18,House,H Received for Introduction,,9
SF0095,2023-RS,2023-01-18,Senate,S 3rd Reading:Passed 26-4-1-0-0,288,8
SF0095,2023-RS,2023-01-17,Senate,S 2nd Reading:Passed,,7
SF0095,2023-RS,2023-01-16,Senate,S COW:Passed,,6
SF0095,2023-RS,2023-01-16,Senate,S Placed on General File,,5
SF0095,2023-RS,2023-01-16,Senate,S09 - Minerals:Recommend Amend and Do Pass 5-0-0-0-0,-61,4
SF0095,2023-RS,2023-01-12,Senate,S Introduced and Referred to S09 - Minerals,,3
SF0095,2023-RS,2023-01-11,Senate,S Received for Introduction,,2
SF0095,2023-RS,2023-01-11,LSO,Bill Number Assigned,,1
SF0096,2023-RS,2023-03-17,LSO,Assigned Chapter Number 186,,28
SF0096,2023-RS,2023-03-17,Governor,Governor Signed SEA No. 0097,,27
SF0096,2023-RS,2023-03-17,Governor,Governor Vetoed SEA No. 0097,,26
SF0096,2023-RS,2023-03-03,House,H Speaker Signed SEA No. 0097,,25
SF0096,2023-RS,2023-03-03,Senate,S President Signed SEA No. 0097,,24
SF0096,2023-RS,2023-03-03,LSO,Assigned Number SEA No. 0097,,23
SF0096,2023-RS,2023-02-28,House,H Appointed JCC01 Members,,22
SF0096,2023-RS,2023-02-28,Senate,S Appointed JCC01 Members,,21
SF0096,2023-RS,2023-02-28,Senate,S Concur:Failed 0-30-1-0-0,1177,20
SF0096,2023-RS,2023-02-27,Senate,S Received for Concurrence,,19
SF0096,2023-RS,2023-02-27,House,H 3rd Reading:Passed 60-2-0-0-0,5566,18
SF0096,2023-RS,2023-02-24,House,H 3rd Reading:Laid Back,,17
SF0096,2023-RS,2023-02-23,House,H 2nd Reading:Passed,,16
SF0096,2023-RS,2023-02-22,House,H COW:Passed,,15
SF0096,2023-RS,2023-02-21,House,H Placed on General File,,14
SF0096,2023-RS,2023-02-21,House,H02 - Appropriations:Recommend Amend and Do Pass 7-0-0-0-0,-765,13
SF0096,2023-RS,2023-02-06,House,H Introduced and Referred to H02 - Appropriations,,12
SF0096,2023-RS,2023-01-25,House,H Received for Introduction,,11
SF0096,2023-RS,2023-01-25,Senate,S 3rd Reading:Passed 31-0-0-0-0,421,10
SF0096,2023-RS,2023-01-24,Senate,S 2nd Reading:Passed,,9
SF0096,2023-RS,2023-01-20,Senate,S COW:Passed,,8
SF0096,2023-RS,2023-01-19,Senate,S Placed on General File,,7
SF0096,2023-RS,2023-01-19,Senate,S02 - Appropriations:Recommend Do Pass 5-0-0-0-0,-186,6
SF0096,2023-RS,2023-01-18,Senate,:Rerefer to S02 - Appropriations,,5
SF0096,2023-RS,2023-01-18,Senate,S05 - Agriculture:Recommend Amend and Do Pass 5-0-0-0-0,-128,4
SF0096,2023-RS,2023-01-11,Senate,S Introduced and Referred to S05 - Agriculture,,3
SF0096,2023-RS,2023-01-11,Senate,S Received for Introduction,,2
SF0096,2023-RS,2023-01-11,LSO,Bill Number Assigned,,1
SF0097,2023-RS,2023-03-02,LSO,Assigned Chapter Number 139,,22
SF0097,2023-RS,2023-03-02,Governor,Governor Signed SEA No. 0068,,21
SF0097,2023-RS,2023-02-27,House,H Speaker Signed SEA No. 0068,,20
SF0097,2023-RS,2023-02-27,Senate,S President Signed SEA No. 0068,,19
SF0097,2023-RS,2023-02-27,LSO,Assigned Number SEA No. 0068,,18
SF0097,2023-RS,2023-02-27,Senate,S Concur:Passed 31-0-0-0-0,1150,17
SF0097,2023-RS,2023-02-24,Senate,S Received for Concurrence,,16
SF0097,2023-RS,2023-02-23,House,H 3rd Reading:Passed 56-2-4-0-0,5541,15
SF0097,2023-RS,2023-02-22,House,H 2nd Reading:Passed,,14
SF0097,2023-RS,2023-02-21,House,H COW:Passed,,13
SF0097,2023-RS,2023-02-16,House,H Placed on General File,,12
SF0097,2023-RS,2023-02-16,House,H02 - Appropriations:Recommend Amend and Do Pass 7-0-0-0-0,-741,11
SF0097,2023-RS,2023-02-10,House,H Introduced and Referred to H02 - Appropriations,,10
SF0097,2023-RS,2023-01-20,House,H Received for Introduction,,9
SF0097,2023-RS,2023-01-20,Senate,S 3rd Reading:Passed 31-0-0-0-0,342,8
SF0097,2023-RS,2023-01-19,Senate,S 2nd Reading:Passed,,7
SF0097,2023-RS,2023-01-18,Senate,S COW:Passed,,6
SF0097,2023-RS,2023-01-18,Senate,S Placed on General File,,5
SF0097,2023-RS,2023-01-18,Senate,S02 - Appropriations:Recommend Do Pass 5-0-0-0-0,-124,4
SF0097,2023-RS,2023-01-12,Senate,S Introduced and Referred to S02 - Appropriations,,3
SF0097,2023-RS,2023-01-11,Senate,S Received for Introduction,,2
SF0097,2023-RS,2023-01-11,LSO,Bill Number Assigned,,1
SF0098,2023-RS,2023-02-27,LSO,Assigned Chapter Number 114,,20
SF0098,2023-RS,2023-02-27,Governor,Governor Signed SEA No. 0062,,19
SF0098,2023-RS,2023-02-24,House,H Speaker Signed SEA No. 0062,,18
SF0098,2023-RS,2023-02-24,Senate,S President Signed SEA No. 0062,,17
SF0098,2023-RS,2023-02-24,LSO,Assigned Number SEA No. 0062,,16
SF0098,2023-RS,2023-02-24,House,H 3rd Reading:Passed 62-0-0-0-0,5553,15
SF0098,2023-RS,2023-02-23,House,H 2nd Reading:Passed,,14
SF0098,2023-RS,2023-02-22,House,H COW:Passed,,13
SF0098,2023-RS,2023-02-16,House,H Placed on General File,,12
SF0098,2023-RS,2023-02-16,House,H04 - Education:Recommend Do Pass 9-0-0-0-0,-710,11
SF0098,2023-RS,2023-02-09,House,H Introduced and Referred to H04 - Education,,10
SF0098,2023-RS,2023-01-20,House,H Received for Introduction,,9
SF0098,2023-RS,2023-01-20,Senate,S 3rd Reading:Passed 31-0-0-0-0,343,8
SF0098,2023-RS,2023-01-19,Senate,S 2nd Reading:Passed,,7
SF0098,2023-RS,2023-01-18,Senate,S COW:Passed,,6
SF0098,2023-RS,2023-01-18,Senate,S Placed on General File,,5
SF0098,2023-RS,2023-01-18,Senate,S04 - Education:Recommend Do Pass 5-0-0-0-0,-151,4
SF0098,2023-RS,2023-01-11,Senate,S Introduced and Referred to S04 - Education,,3
SF0098,2023-RS,2023-01-11,Senate,S Received for Introduction,,2
SF0098,2023-RS,2023-01-11,LSO,Bill Number Assigned,,1
SF0099,2023-RS,2023-03-09,LSO,Assigned Chapter Number 170,,20
SF0099,2023-RS,2023-03-09,Governor,Governor Signed SEA No. 0083,,19
SF0099,2023-RS,2023-03-02,House,H Speaker Signed SEA No. 0083,,18
SF0099,2023-RS,2023-03-02,Senate,S President Signed SEA No. 0083,,17
SF0099,2023-RS,2023-03-01,LSO,Assigned Number SEA No. 0083,,16
SF0099,2023-RS,2023-03-01,House,H 3rd Reading:Passed 46-15-1-0-0,5603,15
SF0099,2023-RS,2023-02-28,House,H 2nd Reading:Passed,,14
SF0099,2023-RS,2023-02-27,House,H COW:Passed,,13
SF0099,2023-RS,2023-02-22,House,H Placed on General File,,12
SF0099,2023-RS,2023-02-22,House,H01 - Judiciary:Recommend Do Pass 8-1-0-0-0,-802,11
SF0099,2023-RS,2023-02-14,House,H Introduced and Referred to H01 - Judiciary,,10
SF0099,2023-RS,2023-01-19,House,H Received for Introduction,,9
SF0099,2023-RS,2023-01-19,Senate,S 3rd Reading:Passed 31-0-0-0-0,310,8
SF0099,2023-RS,2023-01-18,Senate,S 2nd Reading:Passed,,7
SF0099,2023-RS,2023-01-17,Senate,S COW:Passed,,6
SF0099,2023-RS,2023-01-16,Senate,S Placed on General File,,5
SF0099,2023-RS,2023-01-16,Senate,S01 - Judiciary:Recommend Amend and Do Pass 5-0-0-0-0,-78,4
SF0099,2023-RS,2023-01-11,Senate,S Introduced and Referred to S01 - Judiciary,,3
SF0099,2023-RS,2023-01-11,Senate,S Received for Introduction,,2
SF0099,2023-RS,2023-01-11,LSO,Bill Number Assigned,,1
SF0100,2023-RS,2023-03-02,LSO,Assigned Chapter Number 140,,24
SF0100,2023-RS,2023-03-02,Governor,Governor Signed SEA No. 0070,,23
SF0100,2023-RS,2023-02-27,House,H Speaker Signed SEA No. 0070,,22
SF0100,2023-RS,2023-02-27,Senate,S President Signed SEA No. 0070,,21
SF0100,2023-RS,2023-02-27,LSO,Assigned Number SEA No. 0070,,20
SF0100,2023-RS,2023-02-27,Senate,S Concur:Passed 24-7-0-0-0,1147,19
SF0100,2023-RS,2023-02-24,Senate,S Received for Concurrence,,18
SF0100,2023-RS,2023-02-24,House,H 3rd Reading:Passed 50-12-0-0-0,5559,17
SF0100,2023-RS,2023-02-23,House,H 2nd Reading:Passed,,16
