state,bill_id,term_session_title,summary,commem,comments
OH,HB0628,2023_2024|135|Designate SSG Jack W. Coy Memorial Highway,,1,hway design
OH,HB0631,2023_2024|135|Designate Major David McGue Memorial Highway,,1,hway design
OH,HB0641,2023_2024|135|Designate the SSG Jack W. Coy Memorial Highway,,1,hway design
OH,HB0648,"2023_2024|135|Designate Ronald ""Bumpy"" Rhoades Memorial Highway",,1,hway design
OH,HB0651,2023_2024|135|Rename Mosquito Lake State Park as Donald J. Trump State Park,,1,rename park
OH,HB0652,2023_2024|135|Designate Cpl. Robert Dockstader Memorial Highway,,1,hway design
OH,HB0664,2023_2024|135|Designate CPL David James Amheiser Memorial Highway,,1,hway design
OH,HB0665,2023_2024|135|Create Ohio State Grange license plate,,1,license plate
OH,HB0669,2023_2024|135|Enact the Warehouse Worker Protection Act,,0,"enacting worker protection legisl, upgraded"
OH,HB0673,2023_2024|135|Designate the CPT Louis John Speidel Memorial Highway,,1,hway design
OH,HB0674,2023_2024|135|Designate the Sgt. Anthony Kress Vinnedge Memorial Highway,,1,hway design
OH,HB0679,2023_2024|135|Designate PFC John Wayne Richard Memorial Highway,,1,hway design
OH,HB0680,2023_2024|135|Designate Marigene Valiquette Memorial Highway,,1,hway design
OH,SB0007,2023_2024|135|Designate Powerboat Safety Month; increase boating safety grants,,1,commem month
OH,SB0024,2023_2024|135|Designate Sikh Awareness Month,,1,commem month
OH,SB0034,"2023_2024|135|Designate July as ""Sarcoma Awareness Month""; name act Hank's Law",,1,commem month
OH,SB0042,2023_2024|135|Adopt the 1905 Wright Flyer III as the state airplane,,1,state airplane design
OH,SB0045,2023_2024|135|Designate Veterans Memorial Bridge in Trumbull County,,1,bridge design
OH,SB0052,2023_2024|135|Exempt United States and Ohio flag sales from sales and use tax,,0,"exempting material from tax, upgraded"
OH,SB0057,2023_2024|135|Designate Ohio Stroke Awareness Month,,1,commem month
OH,SB0062,2023_2024|135|Designate Rutherford B. Hayes Day,,1,commem day
OH,SB0065,2023_2024|135|Designate Judge Nathaniel R. Jones Day,,1,commem day
OH,SB0069,2023_2024|135|Designate Ohio Doula Awareness Week,,1,commem week
OH,SB0070,2023_2024|135|Designate Hindu Heritage Month,,1,commem month
OH,SB0097,2023_2024|135|Designate Representative Kris Jordan Memorial Highway,,1,hway design
OH,SB0110,2023_2024|135|Designate Sgt. Anthony Kress Vinnedge Memorial Highway,,1,hway design
OH,SB0112,2023_2024|135|Enact Ohio Childhood Safety Act,,0,"enacting children safety act, upgraded"
OH,SB0114,2023_2024|135|Designate Lance Corporal James F. Kimple Memorial Highway,,1,hway design
OH,SB0131,2023_2024|135|Change Ohio Deaf History Month to April,,1,change commem month date
OH,SB0140,2023_2024|135|Designate Sgt. Todd M. Bates Memorial Highway,,1,hway design
OH,SB0141,"2023_2024|135|Designate American Gold Star Mothers, Inc. Memorial Highway",,1,hway design
OH,SB0142,2023_2024|135|Designates Arab American Heritage Month,,1,commem month
OH,SB0145,2023_2024|135|Designate Cpl. David A. Johnston Memorial Highway,,1,hway design
OH,SB0152,2023_2024|135|Designate Cpl. Jack O. McClure Memorial Highway,,1,hway design
OH,SB0161,2023_2024|135|Create the Ohio NAACP license plate,,1,license plate
OH,SB0163,2023_2024|135|Create Dublin City Schools license plate,,1,license plate
OH,SB0167,2023_2024|135|Designate Marine Corporal Tim W. Russell Highway,,1,hway design
OH,SB0169,2023_2024|135|Designate Cortland Veterans Memorial Bridge,,1,bridge design
OH,SB0179,2023_2024|135|Create Hilliard Davidson Wildcats license plate,,1,license plate
OH,SB0183,2023_2024|135|Designate Lance Corporal James Patrick Rizzo Memorial Highway,,1,hway design
OH,SB0191,2023_2024|135|Designate PFC Richard 'Rick' Wesley McFarland Memorial Highway,,1,hway design
OH,SB0207,2023_2024|135|Designate Stillbirth Prevention Day,,1,commem day
OH,SB0210,2023_2024|135|Designates Ohio Black Media Week,,1,commem week
OH,SB0220,2023_2024|135|Designate Day of Tears,,1,commem day
OH,SB0222,2023_2024|135|Designate Reproductive Freedom Day,,1,commem day
OH,SB0225,2023_2024|135|Designate Veterans Suicide Awareness and Prevention Day,,1,commem day
OH,SB0234,2023_2024|135|Designate Food Allergy Awareness Month,,1,commem month
OH,SB0235,2023_2024|135|Designate Public Service Recognition Week,,1,commem week
OH,SB0239,2023_2024|135|Designate Chief Radio Operator Walter Dawson Memorial Highway,,1,hway design
OH,SB0246,2023_2024|135|Modify housing law and rename Department of Development,,0,"""modify housing law"" vague but upgraded to S"
OH,SB0248,2023_2024|135|Create Blanchester Wildcats license plate,,1,license plate
OH,SB0252,2023_2024|135|Designate Peter and Sarah Fossett Memorial Bridge,,1,bridge design
OH,SB0254,2023_2024|135|Designate the Brigid Kelly Norwood Lateral,,1,lateral design
OH,SB0260,2023_2024|135|Designate SPC Connor Wilson-Reichert Memorial Highway,,1,hway design
OH,SB0264,2023_2024|135|Add screening awareness to Colorectal Cancer Awareness Month,,1,"keeping at C b/c adds ""awareness"" of screen to comm month"
OH,SB0270,2023_2024|135|Designate Ameloblastoma Awareness Day,,1,commem day
OH,SB0282,"2023_2024|135|Designate PFC Henry 'Rick' Hausman, Jr. Memorial Highway",,1,hway design
OH,SB0285,2023_2024|135|Designate Pharmacist's Mate Third Class Willard L. Shupe Mem Hwy,,1,hway design
OH,SB0290,2023_2024|135|Create Dolly Parton's Imagination Library license plate,,1,license plate
OH,SB0301,2023_2024|135|Designate Hubbard First Responders Bridge,,1,bridge design
OH,SB0310,2023_2024|135|Designate U.S.S. Shenandoah Memorial Highway,,1,hway design
OH,SB0315,2023_2024|135|Designate CPL Willard Boston Wallace Memorial Highway,,1,hway design
OH,SB0323,2023_2024|135|Designate September 28 as Speaker Jo Ann Davidson Day,,1,commem day
OK,HB2248,2023_2024|2023-RS|Definitions and general provisions; designating the soybean as the state legume of Oklahoma; effective date.,,1,"official state legume, C"
OK,HB2273,"2023_2024|2023-RS|Memorial roads and bridges; designating the CDR Ernest Evans, First Tribal Recipient of the Medal of Honor, Memorial Trail; directing markers be placed; effective date.",,1,"memorial roads and bridges, C"
OK,HB2291,2023_2024|2023-RS|Memorial bridges; designating the Lt. Gen. Thomas P. Stafford Memorial Interchange; effective date.,,1,"bridge/interchange design, C"
OK,HB2416,2023_2024|2023-RS|Memorial roads and bridges; designating various memorial roads and bridges; effective date.,,1,"designation of roads/bridges, C"
OK,HB2656,2023_2024|2023-RS|Public health and safety; director; Oklahoma Department of Emergency Management and Homeland Security; emergency powers of Governor; emergency proclamations; legislative approval; effective date.,,0,"cleary S, dealing with emergency powers"
OK,HB2734,2023_2024|2023-RS|State holidays; designating the 12th day of June each year as Women Veterans Appreciation Day; emergency.,,1,"state holiday, C"
OK,HB3061,2023_2024|2024-RS|Public health and safety; powers and duties; Oklahoma Department of Emergency Management; scope of authority; emergency powers; Governor; proclamations; Legislature; effective date.,,0,"also dealing with emergency powers, upgraded"
OK,HB3460,2023_2024|2024-RS|Definitions and general provisions; Space Day; recognition; emergency.,,1,"recognition of space day, C"
OK,HB3513,2023_2024|2024-RS|State capitol and capitol buildings; Oliver Hodge Memorial Education Building; requiring display of certain portraits and plaques; effective date.,,0,"requiring display of plaques seems strong, upgraded"
OK,HB3516,2023_2024|2024-RS|Memorial roads and bridges; designating multiple memorial roads and bridges; effective date.,,1,"roads and bridge design, C"
OK,HB3803,"2023_2024|2024-RS|Memorial roads and bridges; designating the James L. Holt, Pres. of the Seminole Tribe of Florida Memorial Bridge; effective date.",,1,"roads and bridge design, C"
OK,HB3822,2023_2024|2024-RS|Definitions and general provisions; Healthy Soils Week; effective date.,,1,"Healthy Soils Week, C"
OK,SB0002,2023_2024|2023-RS|Schools; requiring certain schools and institutions to disseminate certain Thanksgiving proclamations. Effective date. Emergency.,,0,"upgraded since ""requiring,"" seems more S (command)"
OK,SB0096,2023_2024|2023-RS|Memorial highways and bridges; designating various memorial highways and bridges. Effective date.,,1,"Highways/bridges, C"
OK,SB0190,2023_2024|2023-RS|Memorial roads and bridges; designating the Senator J. Berry Harrison Memorial Bridge. Effective date.,,1,"Highways/bridges, C"
OK,SB0191,2023_2024|2023-RS|Memorial highways; designating  the Captain William 'Willy' Hargraves Memorial Intersection. Effective date.,,1,"Highways, C"
OK,SB0198,2023_2024|2023-RS|Memorial bridges; designating the SP4 Donald P. Sloat Medal of Honor Recipient Memorial Highway. Effective date.,,1,"Highways, C"
OK,SB0234,2023_2024|2023-RS|Holidays; designating Veteran Suicide Awareness Day. Effective date.,,1,"Awareness day, C"
OK,SB0300,2023_2024|2023-RS|Memorial highways and bridges; making various memorial highway and bridge designations. Effective date.,,1,"Highways/bridges design, C"
OK,SB0691,2023_2024|2023-RS|Memorial roads and bridges; designating the Trooper Larry L. Hillyard Memorial Bridge. Effective date.,,1,"Highways/bridges design, C"
OK,SB0762,2023_2024|2023-RS|Highways and bridges; designating The Honorable Secretary Gary M. Ridley Memorial Interchange. Effective date. Emergency.,,1,"Highways/bridges design, C"
OK,SB0837,"2023_2024|2023-RS|Holidays; establishing Pregnancy, Infant, and Childhood Loss Awareness Month. Emergency.",,1,"Awareness month, C"
OK,SB0948,2023_2024|2023-RS|Memorial roads and bridges; designating the C.D. Scribner WWII Veteran Memorial Highway. Effective date.,,1,"Highways/bridges design, C"
OK,SB0953,"2023_2024|2023-RS|Memorial highways and bridges; designating the First MCPON Delbert D. Black, U.S. Navy, Memorial Highway; modifying location of the William Mark Miller Memorial Highway. Effective date.",,1,"Highways/bridges design, C"
OK,SB1078,2023_2024|2023-RS|Memorial highways and bridges; designating The Honorable Leonard Earl Sullivan Memorial Bridge. Effective date.,,1,"Highways/bridges design, C"
OK,SB1197,2023_2024|2024-RS|Memorial highways; designating the Col. John L. Smith Medal of Honor Recipient Memorial Highway. Effective date.,,1,"Highways/bridges design, C"
OK,SB1209,2023_2024|2024-RS|Motor vehicles; removing the Honorary Consul License Plate from statute. Emergency.,,1,"Removal of license plate, C"
OK,SB1224,2023_2024|2024-RS|Memorial bridges; designating the Patrolman Joseph Barlow Memorial Bridge. Effective date.,,1,"Bridge design, C"
OK,SB1330,"2023_2024|2024-RS|Oklahoma Department of Agriculture, Food, and Forestry; creating the Oklahoma City National Memorial Education Revolving Fund; purpose. Effective date. Emergency.",,0,upgraded b/c creating an emergency fund
OK,SB1584,2023_2024|2024-RS|Memorial highways and bridges; designating the Sgt. Meagan Burke Memorial Bridge. Effective date.,,1,"Highways/bridges design, C"
OK,SB1585,2023_2024|2024-RS|Memorial highways and bridges; designating the Senator Anthony M. Massad Memorial Highway. Effective date.,,1,"Highways/bridges design, C"
OK,SB1586,2023_2024|2024-RS|Memorial highways and bridges; designating the Jim Potter Memorial Bridge. Effective date.,,1,"Highways/bridges design, C"
OK,SB1597,2023_2024|2024-RS|Memorial bridges; designating the Nelson F. Carr Memorial Bridge. Effective date.,,1,"Highways/bridges design, C"
OK,SB1797,2023_2024|2024-RS|Definitions and general provisions; directing the USS Oklahoma Anchor Memorial to be moved to State Capitol Park. Effective date.,,1,"moving memorial, C"
OK,SB1803,2023_2024|2024-RS|Memorial highways and bridge designations; making certain highway and bridge designations. Effective date.,,1,"Highways/bridges design, C"
OK,SB1925,"2023_2024|2024-RS|Memorial highways; designating the Manuel ""Pop"" and Mary Ruth Russell Memorial Highway. Effective date.",,1,"Highways/bridges design, C"
OK,SB1926,2023_2024|2024-RS|Memorial bridges; designating the Spc. Jaykob Ray Pruitt Memorial Bridge. Effective date.,,1,"Highways/bridges design, C"
OK,SB1927,2023_2024|2024-RS|Memorial highways; designating the Captain Jeff Sewell Memorial Highway. Effective date.,,1,"Highways/bridges design, C"
OK,SB1935,2023_2024|2024-RS|Native plants; designating Oklahoma Native Plant Month in perpetuity. Effective date.,,1,"Plant design, C"
SC,H3868,2023_2024|2023-2024|Women in Hunting and Fishing Awareness Day,"AN ACT TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ADDING SECTION 53-3-270 SO AS TO DECLARE THE THIRD SATURDAY IN NOVEMBER OF EACH YEAR IS DESIGNATED AS ""WOMEN IN HUNTING AND FISHING AWARENESS DAY"". - RATIFIED TITLE",1,commem day
SC,H4233,2023_2024|2023-2024|Official Carnivorous Plant,A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ADDING SECTION 1-1-661 SO AS TO NAME THE VENUS FLYTRAP THE OFFICIAL CARNIVOROUS PLANT OF THE STATE.,1,official state plant
SC,H3452,2023_2024|2023-2024|Celebrate Freedom Week,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ADDING SECTION 59-29-33 SO AS TO OBSERVE ""CELEBRATE FREEDOM WEEK"" IN SOUTH CAROLINA PUBLIC SCHOOLS, TO DESIGNATE A CERTAIN WEEK IN SEPTEMBER FOR THIS ANNUAL OBSERVATION WEEK, TO PROVIDE SPECIFIC REQUIREMENTS FOR THE OBSERVATION WEEK, AND TO PROVIDE RELATED IMPLEMENTATION REQUIREMENTS FOR THE STATE DEPARTMENT OF EDUCATION AND STATE BOARD OF EDUCATION.",1,commem week
SC,H3886,2023_2024|2023-2024|Dean Stuart Campbell Squire of Dark Corner Scenic Memorial Byway,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ADDING ARTICLE 22 TO CHAPTER 23, TITLE 57 SO AS TO DESIGNATE A PORTION OF SOUTH CAROLINA HIGHWAY 11 IN GREENVILLE COUNTY AS ""DEAN STUART CAMPBELL, SQUIRE OF THE DARK SCENIC MEMORIAL BYWAY"".",1,highway design
SC,H4352,2023_2024|2023-2024|Middle Level Education Month,"AN ACT TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ADDING SECTION 53-3-270 SO AS TO DESIGNATE THE MONTH OF MARCH OF EACH YEAR AS ""MIDDLE LEVEL EDUCATION MONTH"". - RATIFIED TITLE",1,commem month
SC,H4536,2023_2024|2023-2024|Juvenile Arthritis Awareness Month,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ADDING SECTION 53-3-300 SO AS TO DESIGNATE THE MONTH OF JULY EACH YEAR AS ""JUVENILE ARTHRITIS AWARENESS MONTH"".",1,commem month
SC,H4674,2023_2024|2023-2024|License plates,"AN ACT TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 56-3-1240, RELATING TO THE DISPLAY OF LICENSE PLATES, SO AS TO PROVIDE THE CIRCUMSTANCES IN WHICH THE PROVISIONS OF THIS SECTION APPLY, TO PROVIDE HOW LICENSE PLATES MUST BE FASTENED TO VEHICLES, TO MAKE TECHNICAL CHANGES, AND TO PROVIDE FOR THE DISPLAY OF TEMPORARY LICENSE PLATES ON LARGE COMMERCIAL MOTOR VEHICLES; BY ADDING SECTION 56-3-15020 SO AS TO PROVIDE FOR THE ISSUANCE OF ""HEARING IMPAIRED"" SPECIAL LICENSE PLATES; BY ADDING ARTICLE 150 TO CHAPTER 3, TITLE 56 SO AS TO PROVIDE FOR THE ISSUANCE OF ""SOUTH CAROLINA EQUINE INDUSTRY"" SPECIAL LICENSE PLATES; BY AMENDING SECTION 56-3-7340, RELATING TO THE ISSUANCE OF ""NATIVE AMERICAN"" SPECIAL LICENSE PLATES, SO AS TO PROVIDE THESE LICENSE PLATES MAY BE ISSUED TO OWNERS OF MOTORCYCLES; BY ADDING ARTICLE 151 TO CHAPTER 3, TITLE 56 SO AS TO PROVIDE FOR THE ISSUANCE OF ""CATAWBA NATION"" SPECIAL LICENSE PLATES; BY ADDING ARTICLE 152 TO CHAPTER 3, TITLE 56 SO AS TO PROVIDE FOR THE ISSUANCE OF ""CHEROKEE INDIAN NATION"" SPECIAL LICENSE PLATES; BY ADDING ARTICLE 153 TO CHAPTER 3, TITLE 56 SO AS TO PROVIDE FOR THE ISSUANCE OF ""SOUTH CAROLINA BEEKEEPERS ASSOCIATION"" SPECIAL LICENSE PLATES; BY AMENDING SECTION 56-3-14210, RELATING TO THE ISSUANCE OF ""UNIVERSITY OF SOUTH CAROLINA 2017 AND 2022 WOMEN'S BASKETBALL NATIONAL CHAMPIONS"" SPECIAL LICENSE PLATES, SO AS TO PROVIDE FOR THE ISSUANCE OF ""UNIVERSITY OF SOUTH CAROLINA 2017, 2022, AND 2024 WOMEN'S BASKETBALL CHAMPIONS"" SPECIAL LICENSE PLATES; BY ADDING ARTICLE 60 TO CHAPTER 3, TITLE 56 SO AS TO PROVIDE FOR THE ISSUANCE OF ""AUTISTIC AND NEURODIVERGENT"" SPECIAL LICENSE PLATES; BY ADDING ARTICLE 154 TO CHAPTER 3, TITLE 56 SO AS TO PROVIDE FOR THE ISSUANCE OF ""SOUTH CAROLINA ASSOCIATION FOR PUPIL TRANSPORTATION"" SPECIAL LICENSE PLATES; BY AMENDING SECTION 56-3-14910, RELATING TO THE ISSUANCE OF SPECIAL LICENSE PLATES REFLECTIVE OF VALOROUS AWARDS CONFERRED UPON ACTIVE OR PRIOR SERVICE MEMBERS, SO AS TO INCLUDE THE ISSUANCE OF THESE LICENSE PLATES TO RECIPIENTS OF NAVY AND MARINE CORPS MEDALS; AND BY AMENDING SECTION 56-3-14990, RELATING TO ALLOWING SURVIVING SPOUSES TO APPLY FOR OR TRANSFER CERTAIN MILITARY SPECIAL LICENSE PLATES, SO AS TO PROVIDE A SURVIVING SPOUSE OF A MEMBER OF THE NATIONAL GUARD MAY APPLY FOR OR TRANSFER CERTAIN MILITARY LICENSE PLATES. - RATIFIED TITLE",0,"upgraded, deals with display/use of license plates"
SC,H4291,2023_2024|2023-2024|Clog Dancing Day,"AN ACT TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ADDING SECTION 53-3-270 SO AS TO DESIGNATE THE EIGHTH DAY OF AUGUST OF EACH YEAR AS ""CLOG DANCING DAY"" IN SOUTH CAROLINA. - RATIFIED TITLE",1,commem day
SC,H3171,"2023_2024|2023-2024|Specialty license plates, Afghanistan War Veteran","A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 56-3-14950, RELATING TO THE ISSUANCE OF SPECIAL LICENSE PLATES REFLECTIVE OF CAMPAIGN MEDALS FOR SERVICE MEMBERS WHO PARTICIPATED IN CERTAIN MILITARY CAMPAIGNS, SO AS TO ADD AN AFGHANISTAN WAR VETERAN SPECIALTY PLATE.",1,speciality license plates
SC,H3960,2023_2024|2023-2024|State Poultry Festival,AN ACT TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ADDING SECTION 1-1-686 SO AS TO DESIGNATE THE SOUTH CAROLINA POULTRY FESTIVAL IN LEXINGTON COUNTY AS THE OFFICIAL STATE POULTRY FESTIVAL. - RATIFIED TITLE,1,official state festival
SC,H3799,2023_2024|2023-2024|Water Professionals Day,"AN ACT TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ADDING SECTION 53-3-270 SO AS TO DECLARE THE FIRST MONDAY OF MARCH OF EACH YEAR AS ""WATER PROFESSIONALS DAY"". - RATIFIED TITLE",1,commem day
SC,H3772,2023_2024|2023-2024|Historical monuments and memorials,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ADDING SECTION 60-11-75 SO AS TO PROVIDE PLAQUES, MARKERS, OR OTHER MESSAGES ON HISTORICAL MONUMENTS AND MEMORIALS ON PROPERTY OWNED BY POLITICAL SUBDIVISIONS OF THE STATE OR SCHOOL DISTRICTS ARE SUBJECT TO REVIEW AND APPROVAL BY THE DEPARTMENT OF ARCHIVES AND HISTORY, AND TO PROVIDE RELATED REQUIREMENTS FOR A RELATED  REVIEW AND APPROVAL PROCESS; AND BY AMENDING SECTION 60-11-30, RELATING TO OBJECTS AND PURPOSES OF THE DEPARTMENT, SO AS TO MAKE CONFORMING CHANGES.",0,"upgraded, deals with procedures for putting up memorials"
SC,H3142,2023_2024|2023-2024|Robert Smalls Day,"AN ACT TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ADDING SECTION 53-3-270 SO AS TO DESIGNATE THE THIRTEENTH DAY OF MAY EACH YEAR AS ""ROBERT SMALLS DAY"" IN SOUTH CAROLINA. - RATIFIED TITLE",1,commem day
SC,H3736,2023_2024|2023-2024|Overdose Prevention,A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ADDING SECTION 44-130-90 SO AS TO REQUIRE THE DEPARTMENT OF ALCOHOL AND OTHER DRUG ABUSE SERVICES TO DEVELOP A PUBLIC INFORMATION CAMPAIGN TO RAISE AWARENESS ABOUT THE IMPORTANCE OF CALLING FOR EMERGENCY MEDICAL ASSISTANCE WHEN A PERSON EXPERIENCES AN OPIOID OVERDOSE.,0,"upgraded, requires public campaigning to raise awareness for alc/drugs"
SC,H3096,2023_2024|2023-2024|Monuments and memorials,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 10-1-165, RELATING TO THE PROTECTION OF CERTAIN MONUMENTS AND MEMORIALS, SO AS TO EXPAND THE TYPE OF MONUMENTS THAT MAY NOT BE RELOCATED, REMOVED, OR DISTURBED, TO WITHHOLD ALL DISBURSEMENTS FROM THE LOCAL GOVERNMENT FUND FOR ANY COUNTY OR MUNICIPALITY THAT VIOLATES THIS SECTION, AND TO PROVIDE THAT ANY MEMBER OF A LOCAL GOVERNING BODY WHO VOTES IN FAVOR OF ANY ACTION THAT VIOLATES THIS PROVISION IS GUILTY OF MISCONDUCT IN OFFICE.",0,"upgraded, deals with procedures for memorials"
SC,H3151,2023_2024|2023-2024|State of Emergency,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 1-3-420, RELATING TO GUBERNATORIAL PROCLAMATIONS OF EMERGENCY, SO AS TO REMOVE REFERENCES TO PUBLIC HEALTH EMERGENCIES; AND BY AMENDING SECTION 25-1-440, RELATING TO POWERS AND DUTIES OF THE GOVERNOR DURING A DECLARED EMERGENCY, SO AS TO PROVIDE THAT AFTER THE ELAPSE OF AT LEAST THIRTY DAYS FOLLOWING THE DECLARATION OF AN EMERGENCY BY THE GOVERNOR, THE PRESIDENT OF THE SENATE AND THE SPEAKER OF THE HOUSE MAY CONVENE THEIR RESPECTIVE BODIES FOR THE PURPOSE OF CONSIDERING SUCH DECLARATION, THAT THE GENERAL ASSEMBLY BY CONCURRENT RESOLUTION, MAY TERMINATE, ALTER, AMEND, OR CONSENT TO THE TERMS OF ANY DECLARATION OF EMERGENCY DURING THIS CALLED SESSION, THAT SHOULD THE GENERAL ASSEMBLY NOT ACT, THEN THE TERMS OF THE DECLARATION SHALL CONTINUE UNTIL SUCH TIME AS THE GENERAL ASSEMBLY DOES ACT, THAT A GOVERNOR MAY NOT DECLARE SUCCESSIVE STATES OF EMERGENCY THAT HAVE THE EFFECT OF REINSTATING, CONTINUING, ALTERING, OR AMENDING ANY DECLARATION OF EMERGENCY ADDRESSED BY THE GENERAL ASSEMBLY, AND THAT THE GOVERNOR MAY NOT ISSUE ADDITIONAL OR SUCCESSIVE STATES OF EMERGENCY FOR THE SAME UNDERLYING EVENTS WITHOUT A SUBSTANTIAL CHANGE OF CIRCUMSTANCE.",0,"upgraded, deals with emergency declarations"
SC,S0089,2023_2024|2023-2024|Emergency Order Balance of Powers Act,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ENACTING THE ""EMERGENCY ORDER BALANCE OF POWERS ACT""; BY AMENDING SECTIONS 1-3-420 AND 25-1-440, BOTH RELATING TO A PROCLAMATION OF EMERGENCY BY THE GOVERNOR, SO AS TO SET FORTH ACTIONS THAT WOULD MAKE THE PROCLAMATION INEFFECTIVE AND TO ALLOW THE GOVERNOR TO RENEW A STATE OF EMERGENCY IN PERIODS OF NO GREATER THAN FIFTEEN DAYS.",0,"upgraded, deals with emergency declarations"
SC,S0505,2023_2024|2023-2024|Pharmacists and pharmacy technicians,"A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 40-43-30, RELATING TO DEFINITIONS IN THE PHARMACY PRACTICE ACT, SO AS TO PROVIDE ADDITIONAL ACTS THAT CONSTITUTE THE PRACTICE OF PHARMACY, TO PERMIT THE DELEGATION OF CERTAIN ACTS TO TRAINED PHARMACY TECHNICIANS AND PHARMACY INTERNS, AND TO DEFINE AN ADDITIONAL TERM; BY AMENDING SECTION 40-43-84, RELATING TO PHARMACY INTERNS AND EXTERNS, SO AS TO REMOVE CERTAIN DIRECT SUPERVISION REQUIREMENTS; BY AMENDING SECTION 40-43-190, RELATING TO PROTOCOL FOR PHARMACISTS TO ADMINISTER VACCINES WITHOUT PRACTITIONER ORDERS, SO AS TO INCLUDE THE DISPENSATION OF CERTAIN DRUGS AND DEVICES, TO LOWER THE VACCINATION RECIPIENT AGE TO TWELVE YEARS OF AGE, TO AUTHORIZE DIRECTLY SUPERVISED PHARMACY INTERNS TO ADMINISTER CERTAIN VACCINATIONS, AND TO PROVIDE WRITTEN PROTOCOL REQUIREMENTS, AMONG OTHER THINGS; BY AMENDING SECTION 40-43-200, RELATING TO THE JOINT PHARMACIST ADMINISTERED VACCINES COMMITTEE, SO AS TO RENAME THE COMMITTEE AS THE ""JOINT PHARMACIST ACCESS COMMITTEE"" AND MAKE OTHER CONFORMING CHANGES; AND TO PROVIDE THE PHARMACIST ACCESS COMMITTEE MUST SUBMIT ITS INITIAL RECOMMENDATIONS TO THE BOARD OF PHARMACY NO LATER THAN FOUR MONTHS AFTER THE PASSAGE OF THIS ACT, AND PERIODICALLY THEREAFTER AS DETERMINED BY THE COMMITTEE.",0,"upgraded, deals with changes to pharmacy/pharamacists"
SC,S0581,2023_2024|2023-2024|Official Carnivorous Plant,AN ACT TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY ADDING SECTION 1-1-661 SO AS TO NAME THE VENUS FLYTRAP THE OFFICIAL CARNIVOROUS PLANT OF THE STATE. - RATIFIED TITLE,1,official plant
SC,D FOR A VIOLATION; TO AMEND SECTION 50-11-2210,RELATING TO ABUSE OF WILDLIFE MANAGEMENT AREA|TO DELETE THE MINIMUM SENTENCE REQUIRED FOR A VIOLATION; TO AMEND SECTION 50-11-2640|RELATING TO IMPORTING FOXES AND COYOTES,TO DELETE THE MINIMUM SENTENCE REQUIRED FOR A VIOLATION; TO AMEND SECTION 50-13-1210,RELATING TO PROHIBITION OF THE PERMANENT OBSTRUCTION TO MIGRATION OF FISH,TO DELETE THE MINIMUM SENTENCE REQUIRED FOR A VIOLATION; TO AMEND SECTION 50-13-1410
SC,S1243,"2023_2024|2023-2024|Specialty license plates, Afghanistan War Veteran","A BILL TO AMEND THE SOUTH CAROLINA CODE OF LAWS BY AMENDING SECTION 56-3-14950, RELATING TO THE ISSUANCE OF SPECIAL LICENSE PLATES REFLECTIVE OF CAMPAIGN MEDALS FOR SERVICE MEMBERS WHO PARTICIPATED IN CERTAIN MILITARY CAMPAIGNS, SO AS TO ADD AN AFGHANISTAN WAR VETERAN SPECIALTY PLATE.",1,license plates
SD,HB1073,2023_2024|2023-RS|,rename separate maintenance as legal separation.,1,renaming maintenace to separation
SD,SB0163,2023_2024|2023-RS|,permit the playing of an Honor Song at graduation ceremonies.,1,playing  songs at graduations
SD,SB0190,2023_2024|2023-RS|,designate a portion of U.S. Highway 83 as Sicangu Lakota Code Talker Highway.,1,highway design
SD,HB1067,2023_2024|2024-RS|,designate Medal of Honor Recognition Day.,1,commem day
SD,SB0155,2023_2024|2024-RS|,permit the playing of an Honor Song at graduation ceremonies.,1,playing songs at graduations
SD,SB0160,2023_2024|2024-RS|,rename South Scalp Creek Lakeside Use Area in Gregory County.,1,renaming lakeside area
TX,HB 41,88|88-SS2|,Relating to the designation of the portion of State Highway 249 in Montgomery County as the Paul P. Mendes Memorial Parkway.,1,highway design
TX,SB 26,88|88-SS3|,Relating to designating the second Saturday in October as Hospice and Palliative Care Day.,1,commem day
