bill_id,session,primary_sponsor,floor_sponsor,drafting_attorney,chapter_num,last_action,title,description,comm_note,bill_url
H.B. 14,2023-RS,"Rep. Maloy, A. Cory","Sen. Bramble, Curtis S.",Ericka A. Evans,028,"13 Mar 2023, Governor Signed",Insurance Commissioner Authority Sunset Amendments,This bill extends the sunset date for provisions authorizing the insurance commissioner to coordinate with other entities regarding certain insurance regulations.,The Business and Labor Interim Committee recommended this bill. (12-0-9),https://le.utah.gov/~2023/bills/static/HB0014.html
H.B. 15,2023-RS,"Rep. Maloy, A. Cory","Sen. Bramble, Curtis S.",Amy Shewan,029,"13 Mar 2023, Governor Signed",Board of Credit Union Advisors Sunset Amendments,This bill amends the repeal date of the Board of Credit Union Advisors.,The Business and Labor Interim Committee recommended this bill. (12-0-9),https://le.utah.gov/~2023/bills/static/HB0015.html
H.B. 16,2023-RS,"Rep. Pulsipher, Susan","Sen. Millner, Ann",Mike Curtis,098,"14 Mar 2023, Governor Signed",Block Grant Funding for Prevention Programs in Public Education,This bill establishes block grant funding for the implementation of comprehensive prevention programs in local education agencies.,,https://le.utah.gov/~2023/bills/static/HB0016.html
H.B. 17,2023-RS,"Rep. Ballard, Melissa G.","Sen. Fillmore, Lincoln",Mike Curtis,030,"13 Mar 2023, Governor Signed",Utah Professional Practices Advisory Commission Sunset Extension,This bill extends the repeal date for the Utah Professional Practices Advisory Commission.,The Education Interim Committee recommended this bill. (16-0-2),https://le.utah.gov/~2023/bills/static/HB0017.html
H.B. 18,2023-RS,"Rep. Romero, Angela","Sen. Harper, Wayne A.",Jackie Rogers,031,"13 Mar 2023, Governor Signed",Online Dating Safety Amendments,This bill concerns online dating service safety requirements.,,https://le.utah.gov/~2023/bills/static/HB0018.html
H.B. 19,2023-RS,"Rep. Romero, Angela","Sen. Escamilla, Luz",Jackie Rogers,099,"14 Mar 2023, Governor Signed",Rape Crisis Center Modifications,This bill amends definitions relating to rape crisis centers and sexual assault counselors.,The Law Enforcement and Criminal Justice Interim Committee recommended this bill. (10-0-7),https://le.utah.gov/~2023/bills/static/HB0019.html
H.B. 20,2023-RS,"Rep. Maloy, A. Cory","Sen. Bramble, Curtis S.",Amy Shewan,032,"13 Mar 2023, Governor Signed",Collection Agency Amendments,This bill repeals certain provisions related to collection agencies.,The Business and Labor Interim Committee recommended this bill. (13-0-7),https://le.utah.gov/~2023/bills/static/HB0020.html
H.B. 21,2023-RS,"Rep. Briscoe, Joel K.","Sen. Anderegg, Jacob L.",Michael Cipriano,100,"14 Mar 2023, Governor Signed",Open and Public Meetings Act Amendments,This bill modifies the Open and Public Meetings Act relating to public comment requirements.,,https://le.utah.gov/~2023/bills/static/HB0021.html
H.B. 22,2023-RS,"Rep. Barlow, Stewart E.","Sen. Bramble, Curtis S.",Thomas R. Vaughn,015,"27 Feb 2023, Governor Signed",Local District Amendments,"This bill is the second of two bills that change the name of ""local district"" to ""special district.""",,https://le.utah.gov/~2023/bills/static/HB0022.html
H.B. 23,2023-RS,"Rep. Eliason, Steve","Sen. Kennedy, Michael S.",Christopher Williams,266,"15 Mar 2023, Governor Signed",Forensic Mental Health Amendments,This bill modifies the duties of the Utah Substance Use and Mental Health Advisory Council (council) regarding forensic mental health.,,https://le.utah.gov/~2023/bills/static/HB0023.html
H.B. 24,2023-RS,"Rep. Ward, Raymond P.","Sen. Kennedy, Michael S.",Christopher Williams,267,"15 Mar 2023, Governor Signed",Prescription Discount Program Amendments,This bill allows the Public Employees' Benefit and Insurance Program (program) to add additional drugs to the prescription discount program.,The Health and Human Services Interim Committee recommended this bill. (12-0-6),https://le.utah.gov/~2023/bills/static/HB0024.html
H.B. 25,2023-RS,"Rep. Romero, Angela","Sen. Hinkins, David P.",Amy Shewan,101,"14 Mar 2023, Governor Signed",Murdered and Missing Indigenous Women and Girls Task Force Sunset Extension,This bill amends provisions related to the Murdered and Missing Indigenous Women and Girls Task Force.,The Native American Legislative Liaison Committee recommended this bill. (10-0-1),https://le.utah.gov/~2023/bills/static/HB0025.html
H.B. 26,2023-RS,"Rep. Thurston, Norman K","Sen. Anderegg, Jacob L.",Kurt P. Gasser,033,"13 Mar 2023, Governor Signed",License Plate Amendments,"This bill modifies provisions related to standard issue license plates, personalized license plates, and special group license plates.",,https://le.utah.gov/~2023/bills/static/HB0026.html
H.B. 27,2023-RS,"Rep. Bennion, Gay Lynn","Sen. Weiler, Todd D.",Shad Larson,,"3 Mar 2023, House/ filed",Drug Possession Penalty Amendments,This bill amends provisions relating to the possession of a weapon.,The Law Enforcement and Criminal Justice Interim Committee recommended this bill. (14-0-3),https://le.utah.gov/~2023/bills/static/HB0027.html
H.B. 28,2023-RS,"Rep. Gwynn, Matthew H.","Sen. Pitcher, Stephanie",Jackie Rogers,102,"14 Mar 2023, Governor Signed",Arson Amendments,"This bill amends the definition of ""habitable structure.""",The Law Enforcement and Criminal Justice Interim Committee recommended this bill. (13-0-4),https://le.utah.gov/~2023/bills/static/HB0028.html
H.B. 29,2023-RS,"Rep. Stoddard, Andrew","Sen. Pitcher, Stephanie",Shad Larson,,"3 Mar 2023, House/ filed",Mental Health Support and Law Enforcement Co-response,This bill creates a grant program for expanded mobile crisis intervention teams to be administered by the Division of Integrated Healthcare.,,https://le.utah.gov/~2023/bills/static/HB0029.html
H.B. 30,2023-RS,"Rep. Snider, Casey","Sen. Sandall, Scott D.",Patricia Owen,103,"14 Mar 2023, Governor Signed",Wildlife Resources Code Recodification,"This bill recodifies Title 23, Wildlife Resources Code of Utah.","The Natural Resources, Agriculture, and Environment Interim Committee recommended this bill. (16-0-3)",https://le.utah.gov/~2023/bills/static/HB0030.html
H.B. 31,2023-RS,"Rep. Snider, Casey","Sen. Sandall, Scott D.",Patricia Owen,034,"13 Mar 2023, Governor Signed",Wildlife Resources Recodification Cross References,"This bill addresses cross references related to the recodification of Title 23, Wildlife Resources Code of Utah.",,https://le.utah.gov/~2023/bills/static/HB0031.html
H.B. 32,2023-RS,"Rep. Stratton, Keven J.","Sen. Sandall, Scott D.",Anikka Hoidal,104,"14 Mar 2023, Governor Signed",Provo Canyon Resource Management Plan,This bill requires the Division of Outdoor Recreation to prepare a recreation management plan for Provo Canyon.,,https://le.utah.gov/~2023/bills/static/HB0032.html
H.B. 33,2023-RS,"Rep. Albrecht, Carl R.","Sen. Owens, Derrin R.",Patricia Owen,105,"14 Mar 2023, Governor Signed",Water Related Liability Amendments,"This bill modifies provisions concerning liability related to water facilities, streams, or rivers and related trails.",,https://le.utah.gov/~2023/bills/static/HB0033.html
H.B. 34,2023-RS,"Rep. Stenquist, Jeffrey D.","Sen. Buxton, David G.",Thomas R. Vaughn,035,"13 Mar 2023, Governor Signed",Boards and Commissions Amendments,This bill amends provisions relating to boards and commissions.,The Government Operations Interim Committee recommended this bill. (12-0-2),https://le.utah.gov/~2023/bills/static/HB0034.html
H.B. 35,2023-RS,"Rep. Thurston, Norman K","Sen. Bramble, Curtis S.",Ericka A. Evans,036,"13 Mar 2023, Governor Signed",Unfair Practices Act Amendments,This bill repeals the Unfair Practices Act.,The Business and Labor Interim Committee recommended this bill. (15-0-6),https://le.utah.gov/~2023/bills/static/HB0035.html
H.B. 36,2023-RS,"Rep. Eliason, Steve","Sen. Escamilla, Luz",Daniel M. Cheung,268,"15 Mar 2023, Governor Signed",Long Term Care Ombudsman Amendments,This bill amends requirements relating to assisted living facilities.,The Health and Human Services Interim Committee recommended this bill. (16-0-2),https://le.utah.gov/~2023/bills/static/HB0036.html
H.B. 37,2023-RS,"Rep. Eliason, Steve","Sen. Harper, Wayne A.",Thomas R. Vaughn,106,"14 Mar 2023, Governor Signed",Voter Signature Verification Amendments,"This bill addresses voter signature verification, voter accessibility, and related issues.",,https://le.utah.gov/~2023/bills/static/HB0037.html
H.B. 38,2023-RS,"Rep. Musselman, Calvin R.","Sen. Buxton, David G.",Thomas R. Vaughn,107,"14 Mar 2023, Governor Signed",Initiative and Referendum Modifications,This bill amends provisions relating to initiatives and referenda.,,https://le.utah.gov/~2023/bills/static/HB0038.html
H.B. 39,2023-RS,"Rep. Stratton, Keven J.","Sen. Winterton, Ronald M.",Robert H. Rees,108,"14 Mar 2023, Governor Signed",State Resource Management Plan Amendments,This bill modifies provisions relating to the state resource management plan.,The Federalism Commission recommended this bill. (5-0-4),https://le.utah.gov/~2023/bills/static/HB0039.html
H.B. 40,2023-RS,"Rep. Watkins, Christine F.","Sen. Hinkins, David P.",Patricia Owen,,"3 Mar 2023, House/ filed",Native American Child and Family Amendments,This bill addresses Indian child welfare issues.,,https://le.utah.gov/~2023/bills/static/HB0040.html
H.B. 41,2023-RS,"Rep. Brooks, Walt","Sen. Harper, Wayne A.",Andrea Valenti Arthur,037,"13 Mar 2023, Governor Signed",Utah Retirement Systems Revisions,This bill amends the Utah State Retirement and Insurance Benefit Act (the Act).,The Retirement and Independent Entities Interim Committee recommended this bill. (10-0-5),https://le.utah.gov/~2023/bills/static/HB0041.html
H.B. 42,2023-RS,"Rep. Stenquist, Jeffrey D.","Sen. Millner, Ann",Gus Harb,038,"13 Mar 2023, Governor Signed",Technology Commercialization Amendments,This bill enacts provisions relating to technology commercialization.,,https://le.utah.gov/~2023/bills/static/HB0042.html
H.B. 43,2023-RS,"Rep. Pierucci, Candice B.","Sen. Escamilla, Luz",Alan Houston,109,"14 Mar 2023, Governor Signed",Domestic Violence Modifications,This bill addresses domestic violence.,,https://le.utah.gov/~2023/bills/static/HB0043.html
H.B. 44,2023-RS,"Rep. Christofferson, Kay J.","Sen. Harper, Wayne A.",Kurt P. Gasser,039,"13 Mar 2023, Governor Signed",Transportation Corridor Funding Amendments,This bill amends provisions related to transportation corridor preservation funds.,The Transportation Interim Committee recommended this bill. (14-0-4),https://le.utah.gov/~2023/bills/static/HB0044.html
H.B. 45,2023-RS,"Rep. Stratton, Keven J.","Sen. Sandall, Scott D.",Anikka Hoidal,110,"14 Mar 2023, Governor Signed",Domesticated Elk Program Amendments,This bill makes changes to the Domesticated Elk Act.,,https://le.utah.gov/~2023/bills/static/HB0045.html
H.B. 46,2023-RS,"Rep. Gwynn, Matthew H.","Sen. Weiler, Todd D.",Jackie Rogers,111,"14 Mar 2023, Governor Signed",Criminal Code Recodification and Cross References,"This bill modifies Title 76, Chapters 6, Offenses Against Property, and 6a, Pyramid Scheme Act, by redrafting offense statutes into a new structure and clarifies existing law.",,https://le.utah.gov/~2023/bills/static/HB0046.html
H.B. 47,2023-RS,"Rep. Gwynn, Matthew H.","Sen. Weiler, Todd D.",Jackie Rogers,112,"14 Mar 2023, Governor Signed",Criminal Code Evaluation Task Force Sunset Extension,This bill extends the Criminal Code Evaluation Task Force by several years.,,https://le.utah.gov/~2023/bills/static/HB0047.html
H.B. 48,2023-RS,"Rep. Pulsipher, Susan","Sen. Millner, Ann",Gus Harb,269,"15 Mar 2023, Governor Signed",Early Childhood Amendments,This bill addresses state programs and services for children in early childhood.,The Economic Development and Workforce Services Interim Committee recommended this bill. (14-0-2),https://le.utah.gov/~2023/bills/static/HB0048.html
H.B. 49,2023-RS,"Rep. Peterson, Karen M.","Sen. Harper, Wayne A.",Shad Larson,040,"13 Mar 2023, Governor Signed",Motor Vehicle Safety Inspection Advisory Council Amendments,This bill repeals the Motor Vehicle Safety Inspection Advisory Council.,The Transportation Interim Committee recommended this bill. (16-0-2),https://le.utah.gov/~2023/bills/static/HB0049.html
H.B. 50,2023-RS,"Rep. Lisonbee, Karianne","Sen. Weiler, Todd D.",Jacqueline Carlton,113,"14 Mar 2023, Governor Signed",Criminal Financial Obligation Amendments,This bill amends provisions regarding financial obligations owed by a defendant as a result of a criminal sentence.,,https://le.utah.gov/~2023/bills/static/HB0050.html
H.B. 51,2023-RS,"Rep. Snider, Casey","Sen. McKell, Michael K.",Christine R. Gilbert,041,"13 Mar 2023, Governor Signed",Railroad Right of Way Amendments,This bill enacts provisions related to improvements within railroad right of ways.,,https://le.utah.gov/~2023/bills/static/HB0051.html
H.B. 52,2023-RS,"Rep. Ward, Raymond P.","Sen. Harper, Wayne A.",Kurt P. Gasser,,"3 Mar 2023, House/ filed",Highway Special Designation Process Amendments,This bill requires consultation with the relevant political subdivision before creating certain state highway special designations.,The Transportation Interim Committee recommended this bill. (16-0-2),https://le.utah.gov/~2023/bills/static/HB0052.html
H.B. 53,2023-RS,"Rep. Gwynn, Matthew H.","Sen. Pitcher, Stephanie",Jackie Rogers,114,"14 Mar 2023, Governor Signed",Protective Order Amendments,"This bill concerns pretrial protective orders, jail release agreements, and jail release court orders.",,https://le.utah.gov/~2023/bills/static/HB0053.html
H.B. 54,2023-RS,"Rep. Eliason, Steve","Sen. McCay, Daniel",Andrea Valenti Arthur,459,"22 Mar 2023, Governor Signed",Tax Revisions,This bill modifies state tax provisions.,,https://le.utah.gov/~2023/bills/static/HB0054.html
H.B. 55,2023-RS,"Rep. Albrecht, Carl R.","Sen. Bramble, Curtis S.",Kurt P. Gasser,011,"16 Feb 2023, Governor Signed",Off-highway Vehicle Registration Requirements,This bill exempts a snowmobile from the requirement to obtain and display a license plate for an off-highway vehicle and amends provisions related to off-highway vehicle safety courses.,"The Natural Resources, Agriculture, and Environment Interim Committee recommended this bill. (16-0-2)",https://le.utah.gov/~2023/bills/static/HB0055.html
H.B. 56,2023-RS,"Rep. Eliason, Steve","Sen. Fillmore, Lincoln",Scott Elder,470,"23 Mar 2023, Governor Signed",Tax Assessment Amendments,This bill modifies provisions relating to tax assessments.,,https://le.utah.gov/~2023/bills/static/HB0056.html
H.B. 57,2023-RS,"Rep. Wilcox, Ryan D.","Sen. Weiler, Todd D.",Jackie Rogers,382,"20 Mar 2023, Governor Signed",Law Enforcement Investigation Amendments,This bill concerns procedures and requirements related to law enforcement investigations.,,https://le.utah.gov/~2023/bills/static/HB0057.html
H.B. 58,2023-RS,"Rep. Spendlove, Robert M.","Sen. Wilson, Chris H.",Christine R. Gilbert,471,"23 Mar 2023, Governor Signed",Tax Modifications,This bill modifies provisions related to tax.,,https://le.utah.gov/~2023/bills/static/HB0058.html
H.B. 59,2023-RS,"Rep. Wilcox, Ryan D.","Sen. Ipson, Don L.",Jackie Rogers,019,"3 Mar 2023, LFA/ fiscal note publicly available",First Responder Mental Health Amendments,This bill adds provisions relating to spouses of retired first responders and addresses access to mental health services.,,https://le.utah.gov/~2023/bills/static/HB0059.html
H.B. 60,2023-RS,"Rep. Acton, Cheryl K.","Sen. Escamilla, Luz",Jacqueline Carlton,115,"14 Mar 2023, Governor Signed",Juvenile Justice Modifications,This bill amends provisions related to juvenile justice.,,https://le.utah.gov/~2023/bills/static/HB0060.html
H.B. 61,2023-RS,"Rep. Wilcox, Ryan D.","Sen. Ipson, Don L.",Jackie Rogers,383,"20 Mar 2023, Governor Signed",School Safety Requirements,This bill creates the School Security Act and a task force to address school security issues.,,https://le.utah.gov/~2023/bills/static/HB0061.html
H.B. 62,2023-RS,"Rep. Wilcox, Ryan D.","Sen. Grover, Keith",Jackie Rogers,384,"20 Mar 2023, Governor Signed",Driving Under the Influence Modifications,This bill amends provisions related to an ignition interlock system and driving under the influence.,,https://le.utah.gov/~2023/bills/static/HB0062.html
H.B. 63,2023-RS,"Rep. Schultz, Mike","Sen. McKell, Michael K.",Kurt P. Gasser,042,"13 Mar 2023, Governor Signed",Office of Rail Safety,This bill creates the Office of Rail Safety within the Department of Transportation.,,https://le.utah.gov/~2023/bills/static/HB0063.html
H.B. 64,2023-RS,"Rep. King, Brian S.","Sen. Weiler, Todd D.",Michael Cipriano,,"3 Mar 2023, House/ filed",Waiver of Punitive Damages Amendments,This bill addresses agreements to waive or limit liability for punitive damages.,,https://le.utah.gov/~2023/bills/static/HB0064.html
H.B. 65,2023-RS,"Rep. Stenquist, Jeffrey D.","Sen. Pitcher, Stephanie",Thomas R. Vaughn,043,"13 Mar 2023, Governor Signed",Division of Technology Services Amendments,This bill modifies provisions relating to the Division of Technology Services.,The Government Operations Interim Committee recommended this bill. (11-0-3),https://le.utah.gov/~2023/bills/static/HB0065.html
H.B. 66,2023-RS,"Rep. Eliason, Steve","Sen. Wilson, Chris H.",Alan Houston,270,"15 Mar 2023, Governor Signed",Behavioral Health Crisis Response Commission Amendments,This bill amends provisions related to the Behavioral Health Crisis Response Commission.,,https://le.utah.gov/~2023/bills/static/HB0066.html
H.B. 67,2023-RS,"Rep. Burton, Jefferson S.","Sen. Weiler, Todd D.",Kurt P. Gasser,044,"13 Mar 2023, Governor Signed",Title 71a - Veterans and Military Affairs,"This bill restructures, reorganizes, and rewrites provisions of Title 71, Veterans, creates Title 71A, Veterans and Military Affairs, and makes conforming changes.",,https://le.utah.gov/~2023/bills/static/HB0067.html
H.B. 68,2023-RS,"Rep. Rohner, Judy Weeks","Sen. Wilson, Chris H.",Michael Cipriano,116,"14 Mar 2023, Governor Signed",Petition Amendments,This bill consolidates provisions concerning initiative and referendum petitions and amends provisions related to other petitions.,,https://le.utah.gov/~2023/bills/static/HB0068.html
H.B. 69,2023-RS,"Rep. Musselman, Calvin R.","Sen. Buxton, David G.",Michael Cipriano,045,"13 Mar 2023, Governor Signed",Election Modifications,This bill modifies provisions of the Election Code.,,https://le.utah.gov/~2023/bills/static/HB0069.html
H.B. 70,2023-RS,"Rep. Dunnigan, James A.","Sen. Harper, Wayne A.",Gregory N. Gunn,271,"15 Mar 2023, Governor Signed",Continuing Care Retirement Facilities Amendments,This bill modifies provisions related to the regulation of continuing care facilities.,,https://le.utah.gov/~2023/bills/static/HB0070.html
H.B. 71,2023-RS,"Rep. Peterson, Karen M.","Sen. Kennedy, Michael S.",Christopher Williams,272,"15 Mar 2023, Governor Signed",Local Health Department Revisions,This bill enacts provisions related to local health department governance.,,https://le.utah.gov/~2023/bills/static/HB0071.html
H.B. 72,2023-RS,"Rep. Brooks, Walt","Sen. Vickers, Evan J.",Christopher Williams,273,"15 Mar 2023, Governor Signed",Medical Cannabis Governance Revisions,This bill enacts provisions regarding medical cannabis governance in the state.,,https://le.utah.gov/~2023/bills/static/HB0072.html
H.B. 73,2023-RS,"Rep. Welton, Douglas R.","Sen. Harper, Wayne A.",Gregory N. Gunn,046,"13 Mar 2023, Governor Signed",Municipal Office Modifications,This bill modifies provisions related to filling a vacancy in a municipal office.,,https://le.utah.gov/~2023/bills/static/HB0073.html
H.B. 74,2023-RS,"Rep. Ballard, Melissa G.","Sen. Anderegg, Jacob L.",Alan Houston,047,"13 Mar 2023, Governor Signed",Utah Marriage Commission Amendments,This bill amends provisions related to funding for the Utah Marriage Commission.,The Health and Human Services Interim Committee recommended this bill. (15-0-3),https://le.utah.gov/~2023/bills/static/HB0074.html
H.B. 75,2023-RS,"Rep. Thurston, Norman K","Sen. McCay, Daniel",Thomas R. Vaughn,472,"23 Mar 2023, Governor Signed",State Commemorative Periods Amendments,This bill modifies provisions related to commemorative periods.,,https://le.utah.gov/~2023/bills/static/HB0075.html
H.B. 76,2023-RS,"Rep. Jimenez, Tim","Sen. Thatcher, Daniel W.",Michael Cipriano,,"3 Mar 2023, House/ filed",Tourism Fund Amendments,This bill addresses the transient room tax.,The Government Operations Interim Committee recommended this bill. (8-3-3),https://le.utah.gov/~2023/bills/static/HB0076.html
H.B. 77,2023-RS,"Rep. Barlow, Stewart E.","Sen. Bramble, Curtis S.",Thomas R. Vaughn,016,"27 Feb 2023, Governor Signed",Local District Revisions,"This bill is the first of two bills that change the name of ""local district"" to ""special district"" throughout the Utah Code.",,https://le.utah.gov/~2023/bills/static/HB0077.html
H.B. 78,2023-RS,"Rep. Eliason, Steve","Sen. Plumb, Jen",Alan Houston,449,"21 Mar 2023, Governor Signed",Behavioral Health Treatment Access Amendments,This bill addresses insurance coverage for behavioral health services.,,https://le.utah.gov/~2023/bills/static/HB0078.html
H.B. 79,2023-RS,"Rep. Ward, Raymond P.", ,Daniel M. Cheung,,"3 Mar 2023, House/ filed",Family Planning Services Revisions,This bill amends provisions relating to family planning services within the state Medicaid program.,,https://le.utah.gov/~2023/bills/static/HB0079.html
H.B. 80,2023-RS,"Rep. Musselman, Calvin R.", ,Ericka A. Evans,,"3 Mar 2023, House/ filed",Residential Renter Deposits,This bill modifies provisions related to the return of residential renter deposits.,,https://le.utah.gov/~2023/bills/static/HB0080.html
H.B. 81,2023-RS,"Rep. King, Brian S.", ,Andrea Valenti Arthur,,"3 Mar 2023, House/ filed",Mental Health Treatment Amendments,This bill addresses mental health coverage requirements for health plans offered by certain governmental entities.,,https://le.utah.gov/~2023/bills/static/HB0081.html
H.B. 82,2023-RS,"Rep. Ballard, Melissa G.","Sen. Johnson, John D.",Mike Curtis,,"3 Mar 2023, House/ filed",School Assembly Notice Requirements,This bill requires prior parental notice of school assemblies.,,https://le.utah.gov/~2023/bills/static/HB0082.html
H.B. 83,2023-RS,"Rep. Birkeland, Kera", ,Scott Elder,,"3 Mar 2023, House/ filed",Tax Credit for Educator Expenses,This bill enacts a nonrefundable income tax credit for certain educator expenses.,,https://le.utah.gov/~2023/bills/static/HB0083.html
H.B. 84,2023-RS,"Rep. Lesser, Rosemary T.","Sen. Harper, Wayne A.",Daniel M. Cheung,,"3 Mar 2023, House/ filed",Postpartum Medicaid Coverage Amendments,This bill addresses Medicaid coverage for postpartum women.,,https://le.utah.gov/~2023/bills/static/HB0084.html
H.B. 85,2023-RS,"Rep. Lesser, Rosemary T.", ,Daniel M. Cheung,,"3 Mar 2023, House/ filed",Pregnancy Medicaid Coverage Amendments,This bill expands eligibility for Medicaid coverage for certain pregnant women.,,https://le.utah.gov/~2023/bills/static/HB0085.html
H.B. 86,2023-RS,"Rep. King, Brian S.","Sen. Sandall, Scott D.",Shad Larson,,"3 Mar 2023, House/ filed",Firearm Reporting Requirements,This bill requires the Bureau of Criminal Identification to collect statistics on the source of firearms recovered from restricted persons.,,https://le.utah.gov/~2023/bills/static/HB0086.html
H.B. 87,2023-RS,"Rep. Ballard, Melissa G.", ,Mike Curtis,,"3 Mar 2023, House/ filed",Youth Sport Safety Amendments,This bill addresses cardiac safety for participants in school athletic activities.,,https://le.utah.gov/~2023/bills/static/HB0087.html
H.B. 88,2023-RS,"Rep. Brooks, Walt","Sen. Ipson, Don L.",Scott Elder,,"3 Mar 2023, House/ filed",Social Security Tax Amendments,This bill modifies the individual income tax credit for social security benefits.,,https://le.utah.gov/~2023/bills/static/HB0088.html
H.B. 89,2023-RS,"Rep. Stoddard, Andrew", ,Jackie Rogers,,"3 Mar 2023, House/ filed",Gun Safety Amendments,This bill concerns a waiting period for the sale of a firearm.,,https://le.utah.gov/~2023/bills/static/HB0089.html
H.B. 90,2023-RS,"Rep. Watkins, Christine F.", ,Mike Curtis,,"3 Mar 2023, House/ filed",Utah State University Price,This bill renames a Utah State University regional institution as Utah State University Price.,,https://le.utah.gov/~2023/bills/static/HB0090.html
H.B. 91,2023-RS,"Rep. Watkins, Christine F.", ,Michael Cipriano,,"3 Mar 2023, House/ filed",Election Signature Requirements,This bill makes changes to the Election Code related to signature gathering requirements for certain candidates seeking the nomination of a qualified political party.,,https://le.utah.gov/~2023/bills/static/HB0091.html
H.B. 92,2023-RS,"Rep. Watkins, Christine F.","Sen. Hinkins, David P.",Thomas R. Vaughn,337,"17 Mar 2023, Governor Signed",State Mushroom Designation,This bill modifies provisions relating to state symbols.,,https://le.utah.gov/~2023/bills/static/HB0092.html
H.B. 93,2023-RS,"Rep. Albrecht, Carl R.","Sen. Anderegg, Jacob L.",Anikka Hoidal,048,"13 Mar 2023, Governor Signed",Outdoor Recreation Modifications,This bill amends provisions related to outdoor recreation grant programs.,,https://le.utah.gov/~2023/bills/static/HB0093.html
