bill_id,session,primary_sponsor,floor_sponsor,drafting_attorney,chapter_num,last_action,title,description,comm_note,bill_url
H.B. 91,2024-RS,"Rep. Maloy, A. Cory","Sen. Bramble, Curtis S.",Tyler Moore,,"19 Mar 2024, Governor Signed",Utah Office of Regulatory Relief Revisions,This bill modifies the Utah Office of Regulatory Relief and the General Regulatory Sandbox Program (regulatory sandbox).,The Business and Labor Interim Committee recommended this bill. (12-0-9),https://le.utah.gov/~2024/bills/static/HB0091.html
H.B. 92,2024-RS,"Rep. Strong, Mark A.", ,Thomas R. Vaughn,,"1 Mar 2024, House/ filed",Voting Amendments,This bill modifies provisions relating to mailed ballots.,,https://le.utah.gov/~2024/bills/static/HB0092.html
H.B. 93,2024-RS,"Rep. Watkins, Christine F.", ,Alan Houston,,"1 Mar 2024, House/ filed",Child Welfare Investigations Amendments,This bill modifies provisions regarding child welfare procedures.,,https://le.utah.gov/~2024/bills/static/HB0093.html
H.B. 94,2024-RS,"Rep. Abbott, Nelson T.","Sen. Kennedy, Michael S.",Alan Houston,,"14 Mar 2024, Governor Signed",Civil Commitment Examiner Requirements,This bill amends provisions related to designated examiners.,,https://le.utah.gov/~2024/bills/static/HB0094.html
H.B. 95,2024-RS,"Rep. Stoddard, Andrew","Sen. Pitcher, Stephanie",Jacqueline Carlton,,"18 Mar 2024, Governor Signed",Liability of Relative Amendments,This bill repeals a statutory provision regarding the liability of a relative.,,https://le.utah.gov/~2024/bills/static/HB0095.html
H.B. 96,2024-RS,"Rep. Watkins, Christine F.", ,Andrea Valenti Arthur,,"1 Mar 2024, House/ filed",Child Care Program Sales Tax Exemption,This bill enacts a sales and use tax exemption for construction of a child care program.,,https://le.utah.gov/~2024/bills/static/HB0096.html
H.B. 97,2024-RS,"Rep. Stoddard, Andrew", ,Shad Larson,,"1 Mar 2024, House/ filed",Gun Safety Amendments,This bill concerns a waiting period for the sale of a firearm.,,https://le.utah.gov/~2024/bills/static/HB0097.html
H.B. 98,2024-RS,"Rep. Stoddard, Andrew", ,Shad Larson,,"1 Mar 2024, House/ filed",Firearm Access Amendments,This bill requires that a firearm is secured and provides penalties.,,https://le.utah.gov/~2024/bills/static/HB0098.html
H.B. 99,2024-RS,"Rep. Birkeland, Kera","Sen. Bramble, Curtis S.",Tyler Moore,,"13 Mar 2024, Governor Signed",Consumer Credit Protection Amendments,This bill amends the Credit Services Organizations Act.,,https://le.utah.gov/~2024/bills/static/HB0099.html
H.B. 100,2024-RS,"Rep. Dailey-Provost, Jennifer","Sen. Kennedy, Michael S.",RuthAnne Oakey-Frost,,"13 Mar 2024, Governor Signed",Workforce Development Funding Amendments,This bill establishes the Workforce Initiatives Fund within the Department of Workforce Services (department).,,https://le.utah.gov/~2024/bills/static/HB0100.html
H.B. 101,2024-RS,"Rep. King, Brian S.","Sen. Sandall, Scott D.",Shad Larson,,"13 Mar 2024, Governor Signed",Law Enforcement Reporting Requirements,This bill requires the Bureau of Criminal Identification to collect statistics on the source of firearms recovered from restricted persons.,,https://le.utah.gov/~2024/bills/static/HB0101.html
H.B. 102,2024-RS,"Rep. Loubet, Anthony E.","Sen. Weiler, Todd D.",Shad Larson,,"13 Mar 2024, Governor Signed",Peace Officer Standards and Training Amendments,This bill modifies the representatives on the Peace Officer Standards and Training (POST) Council.,,https://le.utah.gov/~2024/bills/static/HB0102.html
H.B. 103,2024-RS,"Rep. Johnson, Dan N.","Sen. Owens, Derrin R.",Mike Curtis,,"1 Mar 2024, House/ filed",Salary Supplement for School Speech-language Pathologists and Audiologists,This bill makes certain speech-language pathologists and audiologists eligible for the Teacher Salary Supplement Program.,,https://le.utah.gov/~2024/bills/static/HB0103.html
H.B. 104,2024-RS,"Rep. Thurston, Norman K","Sen. Kennedy, Michael S.",Austin Weenig,,"13 Mar 2024, Governor Signed",Property Owner Association Amendments,This bill amends provisions of the Condominium Ownership Act and the Community Association Act in relation to radon mitigation.,,https://le.utah.gov/~2024/bills/static/HB0104.html
H.B. 105,2024-RS,"Rep. Birkeland, Kera","Sen. Bramble, Curtis S.",Andrea Valenti Arthur,,"18 Mar 2024, Governor Signed",Educator Expense Modifications,This bill enacts an income tax credit for out-of-pocket expenses incurred by an educator.,,https://le.utah.gov/~2024/bills/static/HB0105.html
H.B. 106,2024-RS,"Rep. Rohner, Judy Weeks", ,Christopher Williams,,"1 Mar 2024, House/ filed",Electronic Cigarette Requirements,This bill codifies the nicotine content limit for electronic cigarettes.,,https://le.utah.gov/~2024/bills/static/HB0106.html
H.B. 107,2024-RS,"Rep. Welton, Douglas R.","Sen. Bramble, Curtis S.",Ryan C. Williams,,"21 Mar 2024, Governor Signed",Recycling Facility Transparency Amendments,This bill requires certain recycling facilities to publish information about the end location of recyclable materials.,,https://le.utah.gov/~2024/bills/static/HB0107.html
H.B. 108,2024-RS,"Rep. Rohner, Judy Weeks", ,Austin Weenig,,"1 Mar 2024, House/ filed",Alcohol Licensee Video Recording Requirements,This bill requires certain licensees under the Alcoholic Beverage Control Act to make and retain video surveillance.,,https://le.utah.gov/~2024/bills/static/HB0108.html
H.B. 109,2024-RS,"Rep. Ballard, Melissa G.","Sen. Weiler, Todd D.",Mike Curtis,,"1 Mar 2024, House/ filed",Safe School Route Evaluations,This bill requires a school traffic safety committee to include recommendations for infrastructure improvements in a child access routing plan.,,https://le.utah.gov/~2024/bills/static/HB0109.html
H.B. 110,2024-RS,"Rep. Stoddard, Andrew","Sen. McKell, Michael K.",Shad Larson,,"13 Mar 2024, Governor Signed",Sex and Kidnap Offender Registry Amendments,This bill amends provisions related to the Sex and Kidnap Offender Registry.,,https://le.utah.gov/~2024/bills/static/HB0110.html
H.B. 111,2024-RS,"Rep. Jimenez, Tim","Sen. McCay, Daniel",Tyler Moore,,"1 Mar 2024, House/ filed",Employment Training Requirement Limitations,"This bill prohibits, for purposes of employment discrimination, certain training or other requirements that compel or require adherence to or belief in certain concepts.",,https://le.utah.gov/~2024/bills/static/HB0111.html
H.B. 112,2024-RS,"Rep. Jimenez, Tim","Sen. Grover, Keith",Mike Curtis,,"1 Mar 2024, House/ filed",Sex Education Instruction Amendments,This bill removes human sexuality from the definition of sex education instruction.,,https://le.utah.gov/~2024/bills/static/HB0112.html
H.B. 113,2024-RS,"Rep. Shipp, Rex P.","Sen. Vickers, Evan J.",Gus Harb,,"1 Mar 2024, House/ filed",Rural County Jail Facilities Tax,This bill establishes a local option sales and use tax for rural county jail facilities.,,https://le.utah.gov/~2024/bills/static/HB0113.html
H.B. 114,2024-RS,"Rep. Romero, Angela","Sen. Weiler, Todd D.",Jackie Rogers,,"19 Mar 2024, Governor Signed",Rape Crisis and Services Center Amendments,This bill concerns standards of care and eligibility standards for a rape crisis and services center.,,https://le.utah.gov/~2024/bills/static/HB0114.html
H.B. 115,2024-RS,"Rep. Watkins, Christine F.","Sen. Sandall, Scott D.",RuthAnne Oakey-Frost,,"18 Mar 2024, Governor Signed",Cultural and Community Engagement Amendments,This bill modifies provisions related to cultural and community engagement.,,https://le.utah.gov/~2024/bills/static/HB0115.html
H.B. 116,2024-RS,"Rep. Watkins, Christine F.","Sen. Hinkins, David P.",Robert H. Rees,,"12 Mar 2024, Governor Signed",Commercial Property Assessed Clean Energy Act Amendments,This bill modifies provisions of the Commercial Property Assessed Clean Energy Act.,,https://le.utah.gov/~2024/bills/static/HB0116.html
H.B. 117,2024-RS,"Rep. Burton, Jefferson S.","Sen. Millner, Ann",Scott Elder,,"12 Mar 2024, Governor Signed",Wind Energy Facility Siting Modifications,This bill enacts a provision related to wind energy facilities.,,https://le.utah.gov/~2024/bills/static/HB0117.html
H.B. 118,2024-RS,"Rep. Lee, Trevor ","Sen. Cullimore, Kirk A.",Scott Elder,,"18 Mar 2024, Governor Signed",Prohibition of Production of Private Keys,This bill provides protection for private personal digital data.,,https://le.utah.gov/~2024/bills/static/HB0118.html
H.B. 119,2024-RS,"Rep. Jimenez, Tim","Sen. Hinkins, David P.",Shad Larson,,"13 Mar 2024, Governor Signed",School Employee Firearm Possession Amendments,This bill creates a program regarding the possession of a firearm by a school employee.,,https://le.utah.gov/~2024/bills/static/HB0119.html
H.B. 120,2024-RS,"Rep. Brooks, Walt","Sen. Ipson, Don L.",Ryan C. Williams,,"1 Mar 2024, House/ filed",State Park Funding Amendments,This bill modifies funding provisions related to the Division of State Parks.,,https://le.utah.gov/~2024/bills/static/HB0120.html
H.B. 121,2024-RS,"Rep. Lee, Trevor ","Sen. Fillmore, Lincoln",Rhonda Bailey,,"14 Mar 2024, House/ enrolled bill to Printing",Educator Background Check Amendments,This bill prohibits a Local Education Agency from collecting background check fees from licensed employees and non-licensed substitute teachers.,,https://le.utah.gov/~2024/bills/static/HB0121.html
H.B. 122,2024-RS,"Rep. Defay, Ariel","Sen. Balderree, Heidi",Kurt P. Gasser,,"13 Mar 2024, Governor Signed",Motor Vehicle Equipment Amendments,This bill allows a motorcycle and certain other vehicles to have more than four lamps on the front of the vehicle.,,https://le.utah.gov/~2024/bills/static/HB0122.html
H.B. 123,2024-RS,"Rep. Lee, Trevor ", ,Greg Gunn,,"1 Mar 2024, House/ filed",Vaccine Disclosure Amendments,This bill enacts a conditional disclosure requirement on health care providers who administer certain vaccinations.,,https://le.utah.gov/~2024/bills/static/HB0123.html
H.B. 124,2024-RS,"Rep. Albrecht, Carl R.","Sen. Owens, Derrin R.",Gus Harb,,"12 Mar 2024, Governor Signed",Energy Infrastructure Amendments,This bill modifies the high cost infrastructure development income tax credit.,,https://le.utah.gov/~2024/bills/static/HB0124.html
H.B. 125,2024-RS,"Rep. Loubet, Anthony E.","Sen. Wilson, Chris H.",Robert H. Rees,,"14 Mar 2024, Governor Signed",Procurement Code Amendments,This bill modifies provisions of the Utah Procurement Code.,,https://le.utah.gov/~2024/bills/static/HB0125.html
H.B. 126,2024-RS,"Rep. Stoddard, Andrew","Sen. Cullimore, Kirk A.",Kurt P. Gasser,,"1 Mar 2024, House/ filed",Emissions Regulation Amendments,This bill prohibits the Division of Motor Vehicles from registering a motor vehicle in certain counties if the motor vehicles meets certain criteria.,,https://le.utah.gov/~2024/bills/static/HB0126.html
H.B. 127,2024-RS,"Rep. Owens, Doug","Sen. Bramble, Curtis S.",Shad Larson,,"1 Mar 2024, House/ filed",Victim Targeting Reporting,This bill creates the bias incident hotline program.,,https://le.utah.gov/~2024/bills/static/HB0127.html
H.B. 128,2024-RS,"Rep. Peterson, Thomas W.","Sen. Kennedy, Michael S.",Christopher Williams,,"14 Mar 2024, Governor Signed",Tobacco Cessation Amendments,This bill permits a minor to consent to and participate in tobacco and nicotine cessation services.,,https://le.utah.gov/~2024/bills/static/HB0128.html
H.B. 129,2024-RS,"Rep. Watkins, Christine F.", ,Greg Gunn,,"1 Mar 2024, House/ filed",Child Support Requirements,This bill amends provisions related to child support obligations for a child in the custody of the Division of Child and Family Services.,,https://le.utah.gov/~2024/bills/static/HB0129.html
H.B. 130,2024-RS,"Rep. Judkins, Marsha","Sen. Weiler, Todd D.",Shad Larson,,"1 Mar 2024, House/ filed",Animal Fighting Penalties,This bill amends provisions related to animal fighting.,,https://le.utah.gov/~2024/bills/static/HB0130.html
H.B. 131,2024-RS,"Rep. King, Brian S.", ,Alan Houston,,"1 Mar 2024, House/ filed",Clergy Child Abuse Reporting Requirements,This bill modifies provisions relating to reporting requirements for child abuse and neglect.,,https://le.utah.gov/~2024/bills/static/HB0131.html
H.B. 132,2024-RS,"Rep. Ward, Raymond P.","Sen. Vickers, Evan J.",Christopher Williams,,"13 Mar 2024, Governor Signed",Pharmacy Amendments,This bill allows pharmacists and pharmacy interns to substitute prescribed drugs under certain circumstances.,,https://le.utah.gov/~2024/bills/static/HB0132.html
H.B. 133,2024-RS,"Rep. Defay, Ariel","Sen. Pitcher, Stephanie",Jacqueline Carlton,,"1 Mar 2024, House/ filed",Human Trafficking Expungement Amendments,This bill addresses the expungement of offenses for human trafficking victims.,,https://le.utah.gov/~2024/bills/static/HB0133.html
H.B. 134,2024-RS,"Rep. Loubet, Anthony E.","Sen. Kwan, Karen",Jacqueline Carlton,,"18 Mar 2024, Governor Signed",Marriage Modifications,This bill addresses marriage.,,https://le.utah.gov/~2024/bills/static/HB0134.html
H.B. 135,2024-RS,"Rep. Birkeland, Kera", ,RuthAnne Oakey-Frost,,"1 Mar 2024, House/ filed",County Land Use Amendments,This bill addresses county land use and development.,,https://le.utah.gov/~2024/bills/static/HB0135.html
H.B. 136,2024-RS,"Rep. Brooks, Walt", ,Andrea Valenti Arthur,,"1 Mar 2024, House/ filed",Social Security Tax Amendments,This bill modifies the individual income tax credit for social security benefits.,,https://le.utah.gov/~2024/bills/static/HB0136.html
H.B. 137,2024-RS,"Rep. Dailey-Provost, Jennifer", ,Alan Houston,,"1 Mar 2024, House/ filed",Disability Coverage Amendments,This bill addresses wraparound services for certain individuals with a disability.,,https://le.utah.gov/~2024/bills/static/HB0137.html
H.B. 138,2024-RS,"Rep. Ward, Raymond P.","Sen. McCay, Daniel",Michael Cipriano,,"20 Mar 2024, Governor Signed",Lobbyist Disclosure and Regulation Act Amendments,This bill addresses communications with an elected official's employer.,,https://le.utah.gov/~2024/bills/static/HB0138.html
H.B. 139,2024-RS,"Rep. Judkins, Marsha","Sen. Vickers, Evan J.",Alan Houston,,"1 Mar 2024, House/ filed",Mental Health Treatment Study,This bill requires a study of mental health treatment and supports.,,https://le.utah.gov/~2024/bills/static/HB0139.html
H.B. 140,2024-RS,"Rep. Gricius, Stephanie","Sen. Weiler, Todd D.",Jacqueline Carlton,,"13 Mar 2024, Governor Signed",Amendments to Custody and Parent-time,This bill addresses parental notification in regard to a custody and parent-time arrangement.,,https://le.utah.gov/~2024/bills/static/HB0140.html
H.B. 141,2024-RS,"Rep. Moss, Carol S.", ,RuthAnne Oakey-Frost,,"1 Mar 2024, House/ filed",Olene Walker Housing Loan Fund Amendments,This bill modifies provisions related to the Olene Walker Housing Loan Fund within the Department of Workforce Services.,,https://le.utah.gov/~2024/bills/static/HB0141.html
H.B. 142,2024-RS,"Rep. Wilcox, Ryan D.","Sen. Harper, Wayne A.",Kurt P. Gasser,,"20 Mar 2024, Governor Signed",Railroad Drone Amendments,This bill allows a large public transit district to use an unmanned aircraft to examine public transit facilities for safety purposes.,,https://le.utah.gov/~2024/bills/static/HB0142.html
H.B. 143,2024-RS,"Rep. Owens, Doug","Sen. Ipson, Don L.",Jackie Rogers,,"1 Mar 2024, House/ filed",Shooting Range Requirements,This bill modifies provisions relating to shooting ranges.,,https://le.utah.gov/~2024/bills/static/HB0143.html
H.B. 144,2024-RS,"Rep. Stoddard, Andrew","Sen. McKell, Michael K.",Kurt P. Gasser,,"21 Mar 2024, Governor Vetoed",Vehicle Accident Liability Amendments,This bill clarifies that a vehicle operator intending to turn left is not required to yield the right-of-way to a vehicle operator approaching from the opposite direction that fails to obey a certain traffic-control device at the intersection and is not liable for a resulting accident.,,https://le.utah.gov/~2024/bills/static/HB0144.html
