bill_id,session,chamber,location,action_date,action,vote,vote_url,order
H.B. 246,2023-RS,House,House Rules Committee,2023-01-20,House/ 1st reading (Introduced),,,4
H.B. 246,2023-RS,House,House Rules Committee,2023-01-23,House/ received fiscal note from Fiscal Analyst,,,5
H.B. 246,2023-RS,House,House Judiciary Committee,2023-01-25,House/ to standing committee,,,6
H.B. 246,2023-RS,House,House Judiciary Committee,2023-01-30,House/ to Printing with fiscal note,,,7
H.B. 246,2023-RS,,House Judiciary Committee,2023-02-03,House Comm - Substitute Recommendation from # 0 to # 1,10 0 2,https://le.utah.gov/mtgvotes.jsp?voteid=26472,8
H.B. 246,2023-RS,,House Judiciary Committee,2023-02-03,House Comm - Favorable Recommendation,10 0 2,https://le.utah.gov/mtgvotes.jsp?voteid=26475,9
H.B. 246,2023-RS,House,House Judiciary Committee,2023-02-06,House/ comm rpt/ substituted,,,10
H.B. 246,2023-RS,House,House 3rd Reading Calendar for House bills,2023-02-06,House/ 2nd reading,,,11
H.B. 246,2023-RS,House,House 3rd Reading Calendar for House bills,2023-02-09,House/ 3rd reading,,,12
H.B. 246,2023-RS,House,Senate Secretary,2023-02-09,House/ passed 3rd reading,71 0 4,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=389&house=H,13
H.B. 246,2023-RS,House,Senate Secretary,2023-02-09,House/ to Senate,,,14
H.B. 246,2023-RS,Senate,Waiting for Introduction in the Senate,2023-02-10,Senate/ received from House,,,15
H.B. 246,2023-RS,Senate,Senate Rules Committee,2023-02-10,Senate/ 1st reading (Introduced),,,16
H.B. 246,2023-RS,Senate,"Senate Judiciary, Law Enforcement, and Criminal Justice Committee",2023-02-13,Senate/ to standing committee,,,17
H.B. 246,2023-RS,,"Senate Judiciary, Law Enforcement, and Criminal Justice Committee",2023-02-14,Senate Comm - Favorable Recommendation,3 0 3,https://le.utah.gov/mtgvotes.jsp?voteid=27313,18
H.B. 246,2023-RS,Senate,"Senate Judiciary, Law Enforcement, and Criminal Justice Committee",2023-02-15,Senate/ committee report favorable,,,19
H.B. 246,2023-RS,Senate,Senate 2nd Reading Calendar,2023-02-15,Senate/ placed on 2nd Reading Calendar,,,20
H.B. 246,2023-RS,Senate,Senate 2nd Reading Calendar,2023-02-16,Senate/ 2nd reading,,,21
H.B. 246,2023-RS,Senate,Senate 3rd Reading Calendar,2023-02-16,Senate/ passed 2nd reading,19 1 9,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=889&house=S,22
H.B. 246,2023-RS,Senate,Senate 3rd Reading Calendar,2023-02-17,Senate/ 3rd reading,,,23
H.B. 246,2023-RS,Senate,Senate President,2023-02-17,Senate/ passed 3rd reading,26 0 3,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=961&house=S,24
H.B. 246,2023-RS,Senate,House Speaker,2023-02-17,Senate/ signed by President/ returned to House,,,25
H.B. 246,2023-RS,Senate,House Speaker,2023-02-17,Senate/ to House,,,26
H.B. 246,2023-RS,House,House Speaker,2023-02-17,House/ received from Senate,,,27
H.B. 246,2023-RS,House,Legislative Research and General Counsel / Enrolling,2023-02-17,House/ signed by Speaker/ sent for enrolling,,,28
H.B. 246,2023-RS,,Legislative Research and General Counsel / Enrolling,2023-02-21,Bill Received from House for Enrolling,,,29
H.B. 246,2023-RS,,Legislative Research and General Counsel / Enrolling,2023-02-21,Draft of Enrolled Bill Prepared,,,30
H.B. 246,2023-RS,,Clerk of the House,2023-03-09,Enrolled Bill Returned to House or Senate,,,31
H.B. 246,2023-RS,House,Clerk of the House,2023-03-09,House/ enrolled bill to Printing,,,32
H.B. 246,2023-RS,House,Clerk of the House,2023-03-13,House/ received enrolled bill from Printing,,,33
H.B. 246,2023-RS,House,Executive Branch - Governor,2023-03-13,House/ to Governor,,,34
H.B. 246,2023-RS,,Lieutenant Governor's office for filing,2023-03-14,Governor Signed,,,35
H.B. 247,2023-RS,,Legislative Research and General Counsel,2023-01-19,Bill Numbered but not Distributed,,,1
H.B. 247,2023-RS,,Legislative Research and General Counsel,2023-01-19,Numbered Bill Publicly Distributed,,,2
H.B. 247,2023-RS,House,Clerk of the House,2023-01-20,House/ received bill from Legislative Research,,,3
H.B. 247,2023-RS,House,House Rules Committee,2023-01-20,House/ 1st reading (Introduced),,,4
H.B. 247,2023-RS,House,House Rules Committee,2023-01-23,House/ received fiscal note from Fiscal Analyst,,,5
H.B. 247,2023-RS,House,House Law Enforcement and Criminal Justice Committee,2023-02-07,House/ to standing committee,,,6
H.B. 247,2023-RS,,House Law Enforcement and Criminal Justice Committee,2023-02-10,House Comm - Substitute Recommendation from # 0 to # 2,8 0 5,https://le.utah.gov/mtgvotes.jsp?voteid=27004,7
H.B. 247,2023-RS,,House Law Enforcement and Criminal Justice Committee,2023-02-10,House Comm - Favorable Recommendation,9 0 4,https://le.utah.gov/mtgvotes.jsp?voteid=27005,8
H.B. 247,2023-RS,House,House Law Enforcement and Criminal Justice Committee,2023-02-10,House/ comm rpt/ substituted,,,9
H.B. 247,2023-RS,House,House 3rd Reading Calendar for House bills,2023-02-10,House/ 2nd reading,,,10
H.B. 247,2023-RS,House,House 3rd Reading Calendar for House bills,2023-02-13,House/ 3rd reading,,,11
H.B. 247,2023-RS,House,House 3rd Reading Calendar for House bills,2023-02-13,House/ circled,Voice vote,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=501&house=H,12
H.B. 247,2023-RS,Fiscal,House 3rd Reading Calendar for House bills,2023-02-14,LFA/ fiscal note sent to sponsor,,,13
H.B. 247,2023-RS,Fiscal,House 3rd Reading Calendar for House bills,2023-02-14,LFA/ fiscal note publicly available,,,14
H.B. 247,2023-RS,House,House 3rd Reading Calendar for House bills,2023-02-14,House/ uncircled,Voice vote,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=544&house=H,15
H.B. 247,2023-RS,House,Senate Secretary,2023-02-14,House/ passed 3rd reading,64 6 5,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=545&house=H,16
H.B. 247,2023-RS,House,Senate Secretary,2023-02-14,House/ to Senate,,,17
H.B. 247,2023-RS,Senate,Waiting for Introduction in the Senate,2023-02-15,Senate/ received from House,,,18
H.B. 247,2023-RS,Senate,Senate Rules Committee,2023-02-15,Senate/ 1st reading (Introduced),,,19
H.B. 247,2023-RS,Senate,"Senate Judiciary, Law Enforcement, and Criminal Justice Committee",2023-02-16,Senate/ to standing committee,,,20
H.B. 247,2023-RS,,"Senate Judiciary, Law Enforcement, and Criminal Justice Committee",2023-02-21,Senate Comm - Favorable Recommendation,3 0 3,https://le.utah.gov/mtgvotes.jsp?voteid=27735,21
H.B. 247,2023-RS,Senate,"Senate Judiciary, Law Enforcement, and Criminal Justice Committee",2023-02-22,Senate/ committee report favorable,,,22
H.B. 247,2023-RS,Senate,Senate 2nd Reading Calendar,2023-02-22,Senate/ placed on 2nd Reading Calendar,,,23
H.B. 247,2023-RS,Senate,Senate 2nd Reading Calendar,2023-02-23,Senate/ 2nd reading,,,24
H.B. 247,2023-RS,Senate,Senate 2nd Reading Calendar,2023-02-23,Senate/ circled,Voice vote,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=1244&house=S,25
H.B. 247,2023-RS,Senate,Senate 2nd Reading Calendar,2023-02-23,Senate/ uncircled,Voice vote,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=1250&house=S,26
H.B. 247,2023-RS,Senate,Senate 3rd Reading Calendar,2023-02-23,Senate/ passed 2nd reading,22 0 7,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=1251&house=S,27
H.B. 247,2023-RS,Senate,Senate 3rd Reading Calendar,2023-02-24,Senate/ 3rd reading,,,28
H.B. 247,2023-RS,Senate,Senate President,2023-02-24,Senate/ passed 3rd reading,24 0 5,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=1304&house=S,29
H.B. 247,2023-RS,Senate,House Speaker,2023-02-24,Senate/ signed by President/ returned to House,,,30
H.B. 247,2023-RS,Senate,House Speaker,2023-02-24,Senate/ to House,,,31
H.B. 247,2023-RS,House,House Speaker,2023-02-24,House/ received from Senate,,,32
H.B. 247,2023-RS,House,Legislative Research and General Counsel / Enrolling,2023-02-24,House/ signed by Speaker/ sent for enrolling,,,33
H.B. 247,2023-RS,,Legislative Research and General Counsel / Enrolling,2023-02-26,Bill Received from House for Enrolling,,,34
H.B. 247,2023-RS,,Legislative Research and General Counsel / Enrolling,2023-02-26,Draft of Enrolled Bill Prepared,,,35
H.B. 247,2023-RS,,Clerk of the House,2023-03-09,Enrolled Bill Returned to House or Senate,,,36
H.B. 247,2023-RS,House,Clerk of the House,2023-03-09,House/ enrolled bill to Printing,,,37
H.B. 247,2023-RS,House,Clerk of the House,2023-03-13,House/ received enrolled bill from Printing,,,38
H.B. 247,2023-RS,House,Executive Branch - Governor,2023-03-13,House/ to Governor,,,39
H.B. 247,2023-RS,,Lieutenant Governor's office for filing,2023-03-20,Governor Signed,,,40
H.B. 248,2023-RS,,Legislative Research and General Counsel,2023-01-19,Bill Numbered but not Distributed,,,1
H.B. 248,2023-RS,,Legislative Research and General Counsel,2023-01-19,Numbered Bill Publicly Distributed,,,2
H.B. 248,2023-RS,House,Clerk of the House,2023-01-20,House/ received bill from Legislative Research,,,3
H.B. 248,2023-RS,House,House Rules Committee,2023-01-20,House/ 1st reading (Introduced),,,4
H.B. 248,2023-RS,House,House Rules Committee,2023-01-24,House/ received fiscal note from Fiscal Analyst,,,5
H.B. 248,2023-RS,House,House Health and Human Services Committee,2023-01-25,House/ to standing committee,,,6
H.B. 248,2023-RS,,House Health and Human Services Committee,2023-02-01,House Comm - Substitute Recommendation from # 0 to # 1,12 0 2,https://le.utah.gov/mtgvotes.jsp?voteid=26353,7
H.B. 248,2023-RS,,House Health and Human Services Committee,2023-02-01,House Comm - Favorable Recommendation,12 0 2,https://le.utah.gov/mtgvotes.jsp?voteid=26354,8
H.B. 248,2023-RS,House,House Health and Human Services Committee,2023-02-03,House/ comm rpt/ substituted,,,9
H.B. 248,2023-RS,House,House 3rd Reading Calendar for House bills,2023-02-03,House/ 2nd reading,,,10
H.B. 248,2023-RS,House,House 3rd Reading Calendar for House bills,2023-02-07,House/ 3rd reading,,,11
H.B. 248,2023-RS,House,Senate Secretary,2023-02-07,House/ passed 3rd reading,74 0 1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=341&house=H,12
H.B. 248,2023-RS,House,House Docket Clerk,2023-02-07,House/ held,,,13
H.B. 248,2023-RS,House,Senate Secretary,2023-02-09,House/ to Senate,,,14
H.B. 248,2023-RS,Senate,Waiting for Introduction in the Senate,2023-02-09,Senate/ received from House,,,15
H.B. 248,2023-RS,Senate,Senate Rules Committee,2023-02-09,Senate/ 1st reading (Introduced),,,16
H.B. 248,2023-RS,Senate,Senate Health and Human Services Committee,2023-02-13,Senate/ to standing committee,,,17
H.B. 248,2023-RS,,Senate Health and Human Services Committee,2023-02-14,Senate Comm - Motion to Recommend Failed,2 2 3,https://le.utah.gov/mtgvotes.jsp?voteid=27257,18
H.B. 248,2023-RS,,Senate Health and Human Services Committee,2023-02-15,Senate Comm - Substitute Recommendation from # 1 to # 3,5 0 2,https://le.utah.gov/mtgvotes.jsp?voteid=27376,19
H.B. 248,2023-RS,,Senate Health and Human Services Committee,2023-02-15,Senate Comm - Favorable Recommendation,5 0 2,https://le.utah.gov/mtgvotes.jsp?voteid=27379,20
H.B. 248,2023-RS,Senate,Senate Health and Human Services Committee,2023-02-16,Senate/ comm rpt/ substituted,,,21
H.B. 248,2023-RS,Senate,Senate 2nd Reading Calendar,2023-02-16,Senate/ placed on 2nd Reading Calendar,,,22
H.B. 248,2023-RS,Senate,Senate 2nd Reading Calendar,2023-02-16,Senate/ 2nd reading,,,23
H.B. 248,2023-RS,Senate,Senate 2nd Reading Calendar,2023-02-16,Senate/ circled,Voice vote,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=915&house=S,24
H.B. 248,2023-RS,Fiscal,Senate 2nd Reading Calendar,2023-02-17,LFA/ fiscal note sent to sponsor,,,25
H.B. 248,2023-RS,Fiscal,Senate 2nd Reading Calendar,2023-02-17,LFA/ fiscal note publicly available,,,26
H.B. 248,2023-RS,Senate,Senate 2nd Reading Calendar,2023-02-22,Senate/ uncircled,Voice vote,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=1193&house=S,27
H.B. 248,2023-RS,Senate,Senate 3rd Reading Calendar,2023-02-22,Senate/ passed 2nd reading,25 0 4,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=1194&house=S,28
H.B. 248,2023-RS,Senate,Senate 3rd Reading Calendar Table,2023-02-22,Senate/ placed on 3rd Reading Calendar table,,,29
H.B. 248,2023-RS,Senate,Senate 3rd Reading Calendar,2023-03-01,Senate/ placed back on 3rd Reading Calendar,,,30
H.B. 248,2023-RS,Senate,Senate 3rd Reading Calendar,2023-03-01,Senate/ 3rd reading,,,31
H.B. 248,2023-RS,Senate,Senate 3rd Reading Calendar,2023-03-01,Senate/ circled,Voice vote,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=1633&house=S,32
H.B. 248,2023-RS,Senate,Senate 3rd Reading Calendar,2023-03-01,Senate/ uncircled,Voice vote,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=1635&house=S,33
H.B. 248,2023-RS,Senate,Senate 3rd Reading Calendar,2023-03-01,Senate/ floor amendment # 1,Voice vote,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=1636&house=S,34
H.B. 248,2023-RS,Senate,Clerk of the House,2023-03-01,Senate/ passed 3rd reading,23 0 6,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=1637&house=S,35
H.B. 248,2023-RS,Senate,Clerk of the House,2023-03-01,Senate/ to House with amendments,,,36
H.B. 248,2023-RS,House,Clerk of the House,2023-03-01,House/ received from Senate,,,37
H.B. 248,2023-RS,House,House Concurrence Calendar,2023-03-01,House/ placed on Concurrence Calendar,,,38
H.B. 248,2023-RS,House,Senate President,2023-03-01,House/ concurs with Senate amendment,70 0 5,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=1303&house=H,39
H.B. 248,2023-RS,House,Senate President,2023-03-01,House/ to Senate,,,40
H.B. 248,2023-RS,Senate,Senate President,2023-03-01,Senate/ received from House,,,41
H.B. 248,2023-RS,Senate,House Speaker,2023-03-01,Senate/ signed by President/ returned to House,,,42
H.B. 248,2023-RS,Senate,House Speaker,2023-03-01,Senate/ to House,,,43
H.B. 248,2023-RS,House,House Speaker,2023-03-02,House/ received from Senate,,,44
H.B. 248,2023-RS,House,Legislative Research and General Counsel / Enrolling,2023-03-02,House/ signed by Speaker/ sent for enrolling,,,45
H.B. 248,2023-RS,,Legislative Research and General Counsel / Enrolling,2023-03-02,Bill Received from House for Enrolling,,,46
H.B. 248,2023-RS,,Legislative Research and General Counsel / Enrolling,2023-03-02,Draft of Enrolled Bill Prepared,,,47
H.B. 248,2023-RS,,Clerk of the House,2023-03-09,Enrolled Bill Returned to House or Senate,,,48
H.B. 248,2023-RS,House,Clerk of the House,2023-03-09,House/ enrolled bill to Printing,,,49
H.B. 248,2023-RS,House,Clerk of the House,2023-03-13,House/ received enrolled bill from Printing,,,50
H.B. 248,2023-RS,House,Executive Branch - Governor,2023-03-13,House/ to Governor,,,51
H.B. 248,2023-RS,,Lieutenant Governor's office for filing,2023-03-15,Governor Signed,,,52
H.B. 249,2023-RS,,Legislative Research and General Counsel,2023-01-19,Bill Numbered but not Distributed,,,1
H.B. 249,2023-RS,,Legislative Research and General Counsel,2023-01-19,Numbered Bill Publicly Distributed,,,2
H.B. 249,2023-RS,House,Clerk of the House,2023-01-20,House/ received bill from Legislative Research,,,3
H.B. 249,2023-RS,House,House Rules Committee,2023-01-20,House/ 1st reading (Introduced),,,4
H.B. 249,2023-RS,House,House Law Enforcement and Criminal Justice Committee,2023-02-03,House/ to standing committee,,,5
H.B. 249,2023-RS,,House Law Enforcement and Criminal Justice Committee,2023-02-07,House Comm - Substitute Recommendation from # 0 to # 2,8 1 4,https://le.utah.gov/mtgvotes.jsp?voteid=26762,6
H.B. 249,2023-RS,,House Law Enforcement and Criminal Justice Committee,2023-02-07,House Comm - Favorable Recommendation,10 0 3,https://le.utah.gov/mtgvotes.jsp?voteid=26763,7
H.B. 249,2023-RS,House,House Law Enforcement and Criminal Justice Committee,2023-02-08,House/ comm rpt/ substituted,,,8
H.B. 249,2023-RS,House,House 3rd Reading Calendar for House bills,2023-02-08,House/ 2nd reading,,,9
H.B. 249,2023-RS,Fiscal,House 3rd Reading Calendar for House bills,2023-02-08,LFA/ fiscal note sent to sponsor,,,10
H.B. 249,2023-RS,Fiscal,House 3rd Reading Calendar for House bills,2023-02-08,LFA/ fiscal note publicly available,,,11
H.B. 249,2023-RS,House,House 3rd Reading Calendar for House bills,2023-02-13,House/ 3rd reading,,,12
H.B. 249,2023-RS,House,Senate Secretary,2023-02-13,House/ passed 3rd reading,70 0 5,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=441&house=H,13
H.B. 249,2023-RS,House,Senate Secretary,2023-02-13,House/ to Senate,,,14
H.B. 249,2023-RS,Senate,Waiting for Introduction in the Senate,2023-02-13,Senate/ received from House,,,15
H.B. 249,2023-RS,Senate,Senate Rules Committee,2023-02-13,Senate/ 1st reading (Introduced),,,16
H.B. 249,2023-RS,Senate,Senate Education Committee,2023-02-15,Senate/ to standing committee,,,17
H.B. 249,2023-RS,,Senate Education Committee,2023-02-21,Senate Comm - Favorable Recommendation,4 0 5,https://le.utah.gov/mtgvotes.jsp?voteid=27616,18
H.B. 249,2023-RS,Senate,Senate Education Committee,2023-02-21,Senate/ committee report favorable,,,19
H.B. 249,2023-RS,Senate,Senate 2nd Reading Calendar,2023-02-21,Senate/ placed on 2nd Reading Calendar,,,20
H.B. 249,2023-RS,Senate,Senate 2nd Reading Calendar,2023-02-23,Senate/ 2nd reading,,,21
H.B. 249,2023-RS,Senate,Senate 3rd Reading Calendar,2023-02-23,Senate/ passed 2nd reading,21 0 8,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=1219&house=S,22
H.B. 249,2023-RS,Senate,Senate 3rd Reading Calendar Table,2023-02-23,Senate/ placed on 3rd Reading Calendar table,,,23
H.B. 249,2023-RS,Senate,Senate 3rd Reading Calendar,2023-03-01,Senate/ placed back on 3rd Reading Calendar,,,24
H.B. 249,2023-RS,Senate,Senate 3rd Reading Calendar,2023-03-01,Senate/ 3rd reading,,,25
H.B. 249,2023-RS,Senate,Senate President,2023-03-01,Senate/ passed 3rd reading,21 0 8,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=1607&house=S,26
H.B. 249,2023-RS,Senate,House Speaker,2023-03-01,Senate/ signed by President/ returned to House,,,27
H.B. 249,2023-RS,Senate,House Speaker,2023-03-01,Senate/ to House,,,28
H.B. 249,2023-RS,House,House Speaker,2023-03-01,House/ received from Senate,,,29
H.B. 249,2023-RS,House,Legislative Research and General Counsel / Enrolling,2023-03-01,House/ signed by Speaker/ sent for enrolling,,,30
H.B. 249,2023-RS,,Legislative Research and General Counsel / Enrolling,2023-03-02,Bill Received from House for Enrolling,,,31
H.B. 249,2023-RS,,Legislative Research and General Counsel / Enrolling,2023-03-02,Draft of Enrolled Bill Prepared,,,32
H.B. 249,2023-RS,,Clerk of the House,2023-03-09,Enrolled Bill Returned to House or Senate,,,33
H.B. 249,2023-RS,House,Clerk of the House,2023-03-09,House/ enrolled bill to Printing,,,34
H.B. 249,2023-RS,,Lieutenant Governor's office for filing,2023-03-13,Governor Signed,,,35
H.B. 249,2023-RS,House,Clerk of the House,2023-03-13,House/ received enrolled bill from Printing,,,36
H.B. 249,2023-RS,House,Executive Branch - Governor,2023-03-13,House/ to Governor,,,37
H.B. 250,2023-RS,,Legislative Research and General Counsel,2023-01-19,Bill Numbered but not Distributed,,,1
H.B. 250,2023-RS,,Legislative Research and General Counsel,2023-01-19,Numbered Bill Publicly Distributed,,,2
H.B. 250,2023-RS,House,Clerk of the House,2023-01-20,House/ received bill from Legislative Research,,,3
H.B. 250,2023-RS,House,House Rules Committee,2023-01-20,House/ 1st reading (Introduced),,,4
H.B. 250,2023-RS,House,House Rules Committee,2023-01-25,House/ received fiscal note from Fiscal Analyst,,,5
H.B. 250,2023-RS,House,House Health and Human Services Committee,2023-01-27,House/ to standing committee,,,6
H.B. 250,2023-RS,,House Health and Human Services Committee,2023-02-01,House Comm - Favorable Recommendation,8 4 2,https://le.utah.gov/mtgvotes.jsp?voteid=26350,7
H.B. 250,2023-RS,House,House Health and Human Services Committee,2023-02-03,House/ committee report favorable,,,8
H.B. 250,2023-RS,House,House 3rd Reading Calendar for House bills,2023-02-03,House/ 2nd reading,,,9
H.B. 250,2023-RS,House,House 3rd Reading Calendar for House bills,2023-02-09,House/ 3rd reading,,,10
H.B. 250,2023-RS,House,House 3rd Reading Calendar for House bills,2023-02-09,House/ substituted from # 0 to # 1,Voice vote,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=371&house=H,11
H.B. 250,2023-RS,House,Senate Secretary,2023-02-09,House/ passed 3rd reading,55 19 1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=372&house=H,12
H.B. 250,2023-RS,House,Senate Secretary,2023-02-09,House/ to Senate,,,13
H.B. 250,2023-RS,Senate,Waiting for Introduction in the Senate,2023-02-09,Senate/ received from House,,,14
H.B. 250,2023-RS,Senate,Senate Rules Committee,2023-02-09,Senate/ 1st reading (Introduced),,,15
H.B. 250,2023-RS,Senate,Senate Business and Labor Committee,2023-02-13,Senate/ to standing committee,,,16
H.B. 250,2023-RS,Fiscal,Senate Business and Labor Committee,2023-02-13,LFA/ fiscal note sent to sponsor,,,17
H.B. 250,2023-RS,Fiscal,Senate Business and Labor Committee,2023-02-14,LFA/ fiscal note publicly available,,,18
H.B. 250,2023-RS,,Senate Business and Labor Committee,2023-02-15,Senate Comm - Favorable Recommendation,4 2 2,https://le.utah.gov/mtgvotes.jsp?voteid=27432,19
H.B. 250,2023-RS,Senate,Senate Business and Labor Committee,2023-02-16,Senate/ committee report favorable,,,20
H.B. 250,2023-RS,Senate,Senate 2nd Reading Calendar,2023-02-16,Senate/ placed on 2nd Reading Calendar,,,21
H.B. 250,2023-RS,Senate,Senate 2nd Reading Calendar,2023-02-16,Senate/ 2nd reading,,,22
H.B. 250,2023-RS,Senate,Senate 2nd Reading Calendar,2023-02-16,Senate/ circled,Voice vote,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=908&house=S,23
H.B. 250,2023-RS,Senate,Senate 2nd Reading Calendar,2023-02-22,Senate/ uncircled,Voice vote,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=1186&house=S,24
H.B. 250,2023-RS,Senate,Senate 3rd Reading Calendar,2023-02-22,Senate/ passed 2nd reading,26 0 3,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=1187&house=S,25
H.B. 250,2023-RS,Senate,Senate 3rd Reading Calendar,2023-02-23,Senate/ 3rd reading,,,26
H.B. 250,2023-RS,Senate,Senate President,2023-02-23,Senate/ passed 3rd reading,21 2 6,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=1202&house=S,27
H.B. 250,2023-RS,Senate,House Speaker,2023-02-23,Senate/ signed by President/ returned to House,,,28
H.B. 250,2023-RS,Senate,House Speaker,2023-02-23,Senate/ to House,,,29
H.B. 250,2023-RS,House,House Speaker,2023-02-23,House/ received from Senate,,,30
H.B. 250,2023-RS,House,Legislative Research and General Counsel / Enrolling,2023-02-23,House/ signed by Speaker/ sent for enrolling,,,31
H.B. 250,2023-RS,,Legislative Research and General Counsel / Enrolling,2023-02-25,Bill Received from House for Enrolling,,,32
H.B. 250,2023-RS,,Legislative Research and General Counsel / Enrolling,2023-02-25,Draft of Enrolled Bill Prepared,,,33
H.B. 250,2023-RS,,Clerk of the House,2023-03-09,Enrolled Bill Returned to House or Senate,,,34
H.B. 250,2023-RS,House,Clerk of the House,2023-03-09,House/ enrolled bill to Printing,,,35
H.B. 250,2023-RS,House,Clerk of the House,2023-03-13,House/ received enrolled bill from Printing,,,36
H.B. 250,2023-RS,House,Executive Branch - Governor,2023-03-13,House/ to Governor,,,37
H.B. 250,2023-RS,,Lieutenant Governor's office for filing,2023-03-15,Governor Signed,,,38
H.B. 251,2023-RS,,Legislative Research and General Counsel,2023-01-19,Bill Numbered but not Distributed,,,1
H.B. 251,2023-RS,,Legislative Research and General Counsel,2023-01-19,Numbered Bill Publicly Distributed,,,2
H.B. 251,2023-RS,House,Clerk of the House,2023-01-20,House/ received bill from Legislative Research,,,3
H.B. 251,2023-RS,House,House Rules Committee,2023-01-20,House/ 1st reading (Introduced),,,4
H.B. 251,2023-RS,House,House Rules Committee,2023-01-25,House/ received fiscal note from Fiscal Analyst,,,5
H.B. 251,2023-RS,House,House Judiciary Committee,2023-01-26,House/ to standing committee,,,6
H.B. 251,2023-RS,,House Judiciary Committee,2023-01-31,House Comm - Substitute Recommendation from # 0 to # 1,11 0 1,https://le.utah.gov/mtgvotes.jsp?voteid=26274,7
H.B. 251,2023-RS,,House Judiciary Committee,2023-01-31,House Comm - Favorable Recommendation,11 0 1,https://le.utah.gov/mtgvotes.jsp?voteid=26275,8
H.B. 251,2023-RS,House,House Judiciary Committee,2023-02-01,House/ comm rpt/ substituted,,,9
H.B. 251,2023-RS,House,House 3rd Reading Calendar for House bills,2023-02-01,House/ 2nd reading,,,10
H.B. 251,2023-RS,Fiscal,House 3rd Reading Calendar for House bills,2023-02-01,LFA/ fiscal note publicly available,,,11
H.B. 251,2023-RS,House,House 3rd Reading Calendar for House bills,2023-02-03,House/ 3rd reading,,,12
H.B. 251,2023-RS,House,Senate Secretary,2023-02-03,House/ passed 3rd reading,70 0 5,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2023GS&voteid=291&house=H,13
H.B. 251,2023-RS,House,Senate Secretary,2023-02-03,House/ to Senate,,,14
H.B. 251,2023-RS,Senate,Waiting for Introduction in the Senate,2023-02-06,Senate/ received from House,,,15
H.B. 251,2023-RS,Senate,Senate Rules Committee,2023-02-06,Senate/ 1st reading (Introduced),,,16
H.B. 251,2023-RS,Senate,"Senate Judiciary, Law Enforcement, and Criminal Justice Committee",2023-02-06,Senate/ to standing committee,,,17
H.B. 251,2023-RS,,"Senate Judiciary, Law Enforcement, and Criminal Justice Committee",2023-02-09,Senate Comm - Not Considered,,,18
H.B. 251,2023-RS,,"Senate Judiciary, Law Enforcement, and Criminal Justice Committee",2023-02-13,Senate Comm - Favorable Recommendation,3 0 3,https://le.utah.gov/mtgvotes.jsp?voteid=27120,19
H.B. 251,2023-RS,,"Senate Judiciary, Law Enforcement, and Criminal Justice Committee",2023-02-13,Senate Comm - Consent Calendar Recommendation,3 0 3,https://le.utah.gov/mtgvotes.jsp?voteid=27121,20
H.B. 251,2023-RS,Senate,"Senate Judiciary, Law Enforcement, and Criminal Justice Committee",2023-02-13,Senate/ comm rpt/ placed on Consent Calendar,,,21
H.B. 251,2023-RS,Senate,Senate Consent Calendar,2023-02-13,Senate/ 2nd reading,,,22
H.B. 251,2023-RS,Senate,Senate Consent Calendar,2023-02-16,Senate/ 3rd reading,,,23
