bill_id,session,chamber,location,action_date,action,vote,vote_url,order
H.B. 1,2024-RS,Senate,Waiting for Introduction in the Senate,2024-01-24,Senate/ received from House,,,16
H.B. 1,2024-RS,Senate,Senate Rules Committee,2024-01-25,Senate/ 1st reading (Introduced),,,17
H.B. 1,2024-RS,Senate,Senate 2nd Reading Calendar,2024-01-25,Senate/ 2nd & 3rd readings/ suspension,,,18
H.B. 1,2024-RS,Senate,Senate President,2024-01-25,Senate/ passed 2nd & 3rd readings/ suspension,29 0 0,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2024GS&voteid=109&house=S,19
H.B. 1,2024-RS,Senate,House Speaker,2024-01-25,Senate/ signed by President/ returned to House,,,20
H.B. 1,2024-RS,Senate,House Speaker,2024-01-25,Senate/ to House,,,21
H.B. 1,2024-RS,House,House Speaker,2024-01-25,House/ received from Senate,,,22
H.B. 1,2024-RS,House,Legislative Research and General Counsel / Enrolling,2024-01-25,House/ signed by Speaker/ sent for enrolling,,,23
H.B. 1,2024-RS,,Legislative Research and General Counsel,2024-01-29,Bill Received from House for Enrolling,,,24
H.B. 1,2024-RS,,Legislative Research and General Counsel,2024-01-29,Draft of Enrolled Bill Prepared,,,25
H.B. 1,2024-RS,,Clerk of the House,2024-03-12,Enrolled Bill Returned to House or Senate,,,26
H.B. 1,2024-RS,House,Clerk of the House,2024-03-12,House/ enrolled bill to Printing,,,27
H.B. 1,2024-RS,House,Clerk of the House,2024-03-13,House/ received enrolled bill from Printing,,,28
H.B. 1,2024-RS,House,Executive Branch - Governor,2024-03-13,House/ to Governor,,,29
H.B. 1,2024-RS,,Lieutenant Governor's office for filing,2024-03-13,Governor Signed,,,30
H.B. 2,2024-RS,,Legislative Research and General Counsel,2024-02-25,Bill Numbered but not Distributed,,,1
H.B. 2,2024-RS,,Legislative Research and General Counsel,2024-02-25,Numbered Bill Publicly Distributed,,,2
H.B. 2,2024-RS,Fiscal,Legislative Research and General Counsel,2024-02-25,LFA/ bill sent to agencies for fiscal input,,,3
H.B. 2,2024-RS,House,Clerk of the House,2024-02-26,House/ received bill from Legislative Research,,,4
H.B. 2,2024-RS,Fiscal,Clerk of the House,2024-02-26,LFA/ fiscal note sent to sponsor,,,5
H.B. 2,2024-RS,House,House Rules Committee,2024-02-26,House/ 1st reading (Introduced),,,6
H.B. 2,2024-RS,House,House 3rd Reading Calendar for House bills,2024-02-26,House/ Rules to 3rd Reading Calendar,,,7
H.B. 2,2024-RS,House,House 3rd Reading Calendar for House bills,2024-02-26,House/ 2nd reading,,,8
H.B. 2,2024-RS,House,House 3rd Reading Calendar for House bills,2024-02-26,House/ 3rd reading,,,9
H.B. 2,2024-RS,House,House 3rd Reading Calendar for House bills,2024-02-26,House/ circled,Voice vote,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2024GS&voteid=1036&house=H,10
H.B. 2,2024-RS,Fiscal,House 3rd Reading Calendar for House bills,2024-02-26,LFA/ fiscal note publicly available,,,11
H.B. 2,2024-RS,House,House 3rd Reading Calendar for House bills,2024-02-26,House/ received fiscal note from Fiscal Analyst,,,12
H.B. 2,2024-RS,House,House 3rd Reading Calendar for House bills,2024-02-27,House/ uncircled,Voice vote,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2024GS&voteid=1061&house=H,13
H.B. 2,2024-RS,House,House 3rd Reading Calendar for House bills,2024-02-27,House/ floor amendment # 1,Voice vote,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2024GS&voteid=1062&house=H,14
H.B. 2,2024-RS,House,Senate Secretary,2024-02-27,House/ passed 3rd reading,66 6 3,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2024GS&voteid=1063&house=H,15
H.B. 2,2024-RS,House,Senate Secretary,2024-02-27,House/ to Senate,,,16
H.B. 2,2024-RS,Senate,Waiting for Introduction in the Senate,2024-02-27,Senate/ received from House,,,17
H.B. 2,2024-RS,Senate,Senate Rules Committee,2024-02-27,Senate/ 1st reading (Introduced),,,18
H.B. 2,2024-RS,Senate,Senate 2nd Reading Calendar,2024-02-27,Senate/ 2nd & 3rd readings/ suspension,,,19
H.B. 2,2024-RS,Senate,Senate 2nd Reading Calendar,2024-02-27,Senate/ circled,Voice vote,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2024GS&voteid=1636&house=S,20
H.B. 2,2024-RS,Senate,Senate 2nd Reading Calendar,2024-02-28,Senate/ uncircled,Voice vote,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2024GS&voteid=1691&house=S,21
H.B. 2,2024-RS,Senate,Senate President,2024-02-28,Senate/ passed 2nd & 3rd readings/ suspension,26 0 3,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2024GS&voteid=1692&house=S,22
H.B. 2,2024-RS,Senate,House Speaker,2024-02-28,Senate/ signed by President/ returned to House,,,23
H.B. 2,2024-RS,Senate,House Speaker,2024-02-28,Senate/ to House,,,24
H.B. 2,2024-RS,House,House Speaker,2024-02-28,House/ received from Senate,,,25
H.B. 2,2024-RS,House,Legislative Research and General Counsel / Enrolling,2024-02-28,House/ signed by Speaker/ sent for enrolling,,,26
H.B. 2,2024-RS,,Legislative Research and General Counsel / Enrolling,2024-02-29,Bill Received from House for Enrolling,,,27
H.B. 2,2024-RS,,Legislative Research and General Counsel / Enrolling,2024-02-29,Draft of Enrolled Bill Prepared,,,28
H.B. 2,2024-RS,,Clerk of the House,2024-02-29,Enrolled Bill Returned to House or Senate,,,29
H.B. 2,2024-RS,House,Clerk of the House,2024-02-29,House/ enrolled bill to Printing,,,30
H.B. 2,2024-RS,House,Clerk of the House,2024-03-01,House/ received enrolled bill from Printing,,,31
H.B. 2,2024-RS,House,Executive Branch - Governor,2024-03-01,House/ to Governor,,,32
H.B. 2,2024-RS,,Lieutenant Governor's office for filing,2024-03-21,Governor Line Item Veto,,,33
H.B. 3,2024-RS,,Legislative Research and General Counsel,2024-03-01,Bill Numbered but not Distributed,,,1
H.B. 3,2024-RS,,Legislative Research and General Counsel,2024-03-01,Numbered Bill Publicly Distributed,,,2
H.B. 3,2024-RS,Fiscal,Legislative Research and General Counsel,2024-03-01,LFA/ bill sent to agencies for fiscal input,,,3
H.B. 3,2024-RS,House,Clerk of the House,2024-03-01,House/ received bill from Legislative Research,,,4
H.B. 3,2024-RS,Fiscal,Clerk of the House,2024-03-01,LFA/ fiscal note sent to sponsor,,,5
H.B. 3,2024-RS,Fiscal,Clerk of the House,2024-03-01,LFA/ fiscal note publicly available,,,6
H.B. 3,2024-RS,House,House Rules Committee,2024-03-01,House/ 1st reading (Introduced),,,7
H.B. 3,2024-RS,House,House 3rd Reading Calendar for House bills,2024-03-01,House/ Rules to 3rd Reading Calendar,,,8
H.B. 3,2024-RS,House,House 3rd Reading Calendar for House bills,2024-03-01,House/ 2nd reading,,,9
H.B. 3,2024-RS,House,House 3rd Reading Calendar for House bills,2024-03-01,House/ 3rd reading,,,10
H.B. 3,2024-RS,House,House 3rd Reading Calendar for House bills,2024-03-01,House/ circled,Voice vote,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2024GS&voteid=1511&house=H,11
H.B. 3,2024-RS,House,House 3rd Reading Calendar for House bills,2024-03-01,House/ received fiscal note from Fiscal Analyst,,,12
H.B. 3,2024-RS,House,House 3rd Reading Calendar for House bills,2024-03-01,House/ uncircled,Voice vote,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2024GS&voteid=1517&house=H,13
H.B. 3,2024-RS,House,House 3rd Reading Calendar for House bills,2024-03-01,House/ floor amendment # 1,Voice vote,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2024GS&voteid=1518&house=H,14
H.B. 3,2024-RS,House,Senate Secretary,2024-03-01,House/ passed 3rd reading,71 1 3,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2024GS&voteid=1519&house=H,15
H.B. 3,2024-RS,House,Senate Secretary,2024-03-01,House/ to Senate,,,16
H.B. 3,2024-RS,Senate,Waiting for Introduction in the Senate,2024-03-01,Senate/ received from House,,,17
H.B. 3,2024-RS,Senate,Senate Rules Committee,2024-03-01,Senate/ 1st reading (Introduced),,,18
H.B. 3,2024-RS,Senate,Senate 2nd Reading Calendar,2024-03-01,Senate/ 2nd & 3rd readings/ suspension,,,19
H.B. 3,2024-RS,Senate,Senate President,2024-03-01,Senate/ passed 2nd & 3rd readings/ suspension,28 0 1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2024GS&voteid=2207&house=S,20
H.B. 3,2024-RS,Senate,House Speaker,2024-03-01,Senate/ signed by President/ returned to House,,,21
H.B. 3,2024-RS,Senate,House Speaker,2024-03-01,Senate/ to House,,,22
H.B. 3,2024-RS,House,House Speaker,2024-03-01,House/ received from Senate,,,23
H.B. 3,2024-RS,House,Legislative Research and General Counsel / Enrolling,2024-03-01,House/ signed by Speaker/ sent for enrolling,,,24
H.B. 3,2024-RS,,Legislative Research and General Counsel / Enrolling,2024-03-06,Bill Received from House for Enrolling,,,25
H.B. 3,2024-RS,,Legislative Research and General Counsel / Enrolling,2024-03-06,Draft of Enrolled Bill Prepared,,,26
H.B. 3,2024-RS,,Clerk of the House,2024-03-06,Enrolled Bill Returned to House or Senate,,,27
H.B. 3,2024-RS,House,Clerk of the House,2024-03-06,House/ enrolled bill to Printing,,,28
H.B. 3,2024-RS,House,Clerk of the House,2024-03-08,House/ received enrolled bill from Printing,,,29
H.B. 3,2024-RS,House,Executive Branch - Governor,2024-03-08,House/ to Governor,,,30
H.B. 3,2024-RS,,Lieutenant Governor's office for filing,2024-03-21,Governor Line Item Veto,,,31
H.B. 5,2024-RS,,Legislative Research and General Counsel,2024-01-10,Bill Numbered but not Distributed,,,1
H.B. 5,2024-RS,,Legislative Research and General Counsel,2024-01-10,Numbered Bill Publicly Distributed,,,2
H.B. 5,2024-RS,Fiscal,Legislative Research and General Counsel,2024-01-10,LFA/ bill sent to agencies for fiscal input,,,3
H.B. 5,2024-RS,House,Clerk of the House,2024-01-10,House/ received bill from Legislative Research,,,4
H.B. 5,2024-RS,Fiscal,Clerk of the House,2024-01-13,LFA/ fiscal note sent to sponsor,,,5
H.B. 5,2024-RS,Fiscal,Clerk of the House,2024-01-14,LFA/ fiscal note publicly available,,,6
H.B. 5,2024-RS,House,Clerk of the House,2024-01-16,House/ received fiscal note from Fiscal Analyst,,,7
H.B. 5,2024-RS,House,House Rules Committee,2024-01-16,House/ 1st reading (Introduced),,,8
H.B. 5,2024-RS,House,House 3rd Reading Calendar for House bills,2024-01-23,House/ Rules to 3rd Reading Calendar,,,9
H.B. 5,2024-RS,House,House 3rd Reading Calendar for House bills,2024-01-23,House/ 2nd reading,,,10
H.B. 5,2024-RS,House,House 3rd Reading Calendar for House bills,2024-01-23,House/ 3rd reading,,,11
H.B. 5,2024-RS,House,House 3rd Reading Calendar for House bills,2024-01-23,House/ circled,Voice vote,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2024GS&voteid=81&house=H,12
H.B. 5,2024-RS,House,House 3rd Reading Calendar for House bills,2024-01-24,House/ uncircled,Voice vote,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2024GS&voteid=96&house=H,13
H.B. 5,2024-RS,House,Senate Secretary,2024-01-24,House/ passed 3rd reading,72 0 3,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2024GS&voteid=97&house=H,14
H.B. 5,2024-RS,House,Senate Secretary,2024-01-24,House/ to Senate,,,15
H.B. 5,2024-RS,Senate,Waiting for Introduction in the Senate,2024-01-24,Senate/ received from House,,,16
H.B. 5,2024-RS,Senate,Senate Rules Committee,2024-01-25,Senate/ 1st reading (Introduced),,,17
H.B. 5,2024-RS,Senate,Senate 2nd Reading Calendar,2024-01-25,Senate/ 2nd & 3rd readings/ suspension,,,18
H.B. 5,2024-RS,Senate,Senate President,2024-01-25,Senate/ passed 2nd & 3rd readings/ suspension,25 0 4,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2024GS&voteid=110&house=S,19
H.B. 5,2024-RS,Senate,House Speaker,2024-01-25,Senate/ signed by President/ returned to House,,,20
H.B. 5,2024-RS,Senate,House Speaker,2024-01-25,Senate/ to House,,,21
H.B. 5,2024-RS,House,House Speaker,2024-01-25,House/ received from Senate,,,22
H.B. 5,2024-RS,House,Legislative Research and General Counsel / Enrolling,2024-01-25,House/ signed by Speaker/ sent for enrolling,,,23
H.B. 5,2024-RS,,Legislative Research and General Counsel / Enrolling,2024-01-29,Draft of Enrolled Bill Prepared,,,24
H.B. 5,2024-RS,,Clerk of the House,2024-01-29,Enrolled Bill Returned to House or Senate,,,25
H.B. 5,2024-RS,House,Clerk of the House,2024-01-29,House/ enrolled bill to Printing,,,26
H.B. 5,2024-RS,House,Clerk of the House,2024-01-30,House/ received enrolled bill from Printing,,,27
H.B. 5,2024-RS,House,Executive Branch - Governor,2024-01-30,House/ to Governor,,,28
H.B. 5,2024-RS,,Lieutenant Governor's office for filing,2024-01-31,Governor Signed,,,29
H.B. 6,2024-RS,,Legislative Research and General Counsel,2024-01-11,Bill Numbered but not Distributed,,,1
H.B. 6,2024-RS,,Legislative Research and General Counsel,2024-01-11,Numbered Bill Publicly Distributed,,,2
H.B. 6,2024-RS,Fiscal,Legislative Research and General Counsel,2024-01-11,LFA/ bill sent to agencies for fiscal input,,,3
H.B. 6,2024-RS,Fiscal,Legislative Research and General Counsel,2024-01-13,LFA/ fiscal note sent to sponsor,,,4
H.B. 6,2024-RS,Fiscal,Legislative Research and General Counsel,2024-01-14,LFA/ fiscal note publicly available,,,5
H.B. 6,2024-RS,House,Clerk of the House,2024-01-16,House/ received bill from Legislative Research,,,6
H.B. 6,2024-RS,House,Clerk of the House,2024-01-16,House/ received fiscal note from Fiscal Analyst,,,7
H.B. 6,2024-RS,House,House Rules Committee,2024-01-16,House/ 1st reading (Introduced),,,8
H.B. 6,2024-RS,House,House 3rd Reading Calendar for House bills,2024-01-23,House/ Rules to 3rd Reading Calendar,,,9
H.B. 6,2024-RS,House,House 3rd Reading Calendar for House bills,2024-01-23,House/ 2nd reading,,,10
H.B. 6,2024-RS,House,House 3rd Reading Calendar for House bills,2024-01-23,House/ 3rd reading,,,11
H.B. 6,2024-RS,House,House 3rd Reading Calendar for House bills,2024-01-23,House/ circled,Voice vote,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2024GS&voteid=82&house=H,12
H.B. 6,2024-RS,House,House 3rd Reading Calendar for House bills,2024-01-24,House/ uncircled,Voice vote,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2024GS&voteid=99&house=H,13
H.B. 6,2024-RS,House,Senate Secretary,2024-01-24,House/ passed 3rd reading,71 0 4,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2024GS&voteid=100&house=H,14
H.B. 6,2024-RS,House,Senate Secretary,2024-01-24,House/ to Senate,,,15
H.B. 6,2024-RS,Senate,Waiting for Introduction in the Senate,2024-01-24,Senate/ received from House,,,16
H.B. 6,2024-RS,Senate,Senate Rules Committee,2024-01-25,Senate/ 1st reading (Introduced),,,17
H.B. 6,2024-RS,Senate,Senate 2nd Reading Calendar,2024-01-25,Senate/ 2nd & 3rd readings/ suspension,,,18
H.B. 6,2024-RS,Senate,Senate President,2024-01-25,Senate/ passed 2nd & 3rd readings/ suspension,27 0 2,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2024GS&voteid=111&house=S,19
H.B. 6,2024-RS,Senate,House Speaker,2024-01-25,Senate/ signed by President/ returned to House,,,20
H.B. 6,2024-RS,Senate,House Speaker,2024-01-25,Senate/ to House,,,21
H.B. 6,2024-RS,House,House Speaker,2024-01-25,House/ received from Senate,,,22
H.B. 6,2024-RS,House,Legislative Research and General Counsel / Enrolling,2024-01-25,House/ signed by Speaker/ sent for enrolling,,,23
H.B. 6,2024-RS,,Legislative Research and General Counsel / Enrolling,2024-01-29,Draft of Enrolled Bill Prepared,,,24
H.B. 6,2024-RS,,Clerk of the House,2024-01-29,Enrolled Bill Returned to House or Senate,,,25
H.B. 6,2024-RS,House,Clerk of the House,2024-01-29,House/ enrolled bill to Printing,,,26
H.B. 6,2024-RS,House,Clerk of the House,2024-01-30,House/ received enrolled bill from Printing,,,27
H.B. 6,2024-RS,House,Executive Branch - Governor,2024-01-30,House/ to Governor,,,28
H.B. 6,2024-RS,,Lieutenant Governor's office for filing,2024-01-31,Governor Signed,,,29
H.B. 7,2024-RS,,Legislative Research and General Counsel,2024-01-11,Bill Numbered but not Distributed,,,1
H.B. 7,2024-RS,,Legislative Research and General Counsel,2024-01-11,Numbered Bill Publicly Distributed,,,2
H.B. 7,2024-RS,Fiscal,Legislative Research and General Counsel,2024-01-11,LFA/ bill sent to agencies for fiscal input,,,3
H.B. 7,2024-RS,Fiscal,Legislative Research and General Counsel,2024-01-12,LFA/ fiscal note sent to sponsor,,,4
H.B. 7,2024-RS,Fiscal,Legislative Research and General Counsel,2024-01-13,LFA/ fiscal note publicly available,,,5
H.B. 7,2024-RS,House,Clerk of the House,2024-01-16,House/ received bill from Legislative Research,,,6
H.B. 7,2024-RS,House,Clerk of the House,2024-01-16,House/ received fiscal note from Fiscal Analyst,,,7
H.B. 7,2024-RS,House,House Rules Committee,2024-01-16,House/ 1st reading (Introduced),,,8
H.B. 7,2024-RS,House,House 3rd Reading Calendar for House bills,2024-01-23,House/ Rules to 3rd Reading Calendar,,,9
H.B. 7,2024-RS,House,House 3rd Reading Calendar for House bills,2024-01-23,House/ 2nd reading,,,10
H.B. 7,2024-RS,House,House 3rd Reading Calendar for House bills,2024-01-23,House/ 3rd reading,,,11
H.B. 7,2024-RS,House,House 3rd Reading Calendar for House bills,2024-01-23,House/ circled,Voice vote,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2024GS&voteid=83&house=H,12
H.B. 7,2024-RS,House,House 3rd Reading Calendar for House bills,2024-01-24,House/ uncircled,Voice vote,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2024GS&voteid=101&house=H,13
H.B. 7,2024-RS,House,Senate Secretary,2024-01-24,House/ passed 3rd reading,71 1 3,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2024GS&voteid=102&house=H,14
H.B. 7,2024-RS,House,Senate Secretary,2024-01-24,House/ to Senate,,,15
H.B. 7,2024-RS,Senate,Waiting for Introduction in the Senate,2024-01-24,Senate/ received from House,,,16
H.B. 7,2024-RS,Senate,Senate Rules Committee,2024-01-25,Senate/ 1st reading (Introduced),,,17
H.B. 7,2024-RS,Senate,Senate 2nd Reading Calendar,2024-01-25,Senate/ 2nd & 3rd readings/ suspension,,,18
H.B. 7,2024-RS,Senate,Senate President,2024-01-25,Senate/ passed 2nd & 3rd readings/ suspension,28 0 1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2024GS&voteid=112&house=S,19
H.B. 7,2024-RS,Senate,House Speaker,2024-01-25,Senate/ signed by President/ returned to House,,,20
H.B. 7,2024-RS,Senate,House Speaker,2024-01-25,Senate/ to House,,,21
H.B. 7,2024-RS,House,House Speaker,2024-01-25,House/ received from Senate,,,22
H.B. 7,2024-RS,House,Legislative Research and General Counsel / Enrolling,2024-01-25,House/ signed by Speaker/ sent for enrolling,,,23
H.B. 7,2024-RS,,Legislative Research and General Counsel / Enrolling,2024-01-29,Draft of Enrolled Bill Prepared,,,24
H.B. 7,2024-RS,,Clerk of the House,2024-01-29,Enrolled Bill Returned to House or Senate,,,25
H.B. 7,2024-RS,House,Clerk of the House,2024-01-29,House/ enrolled bill to Printing,,,26
H.B. 7,2024-RS,House,Clerk of the House,2024-01-30,House/ received enrolled bill from Printing,,,27
H.B. 7,2024-RS,House,Executive Branch - Governor,2024-01-30,House/ to Governor,,,28
H.B. 7,2024-RS,,Lieutenant Governor's office for filing,2024-01-31,Governor Signed,,,29
H.B. 8,2024-RS,,Legislative Research and General Counsel,2024-02-24,Bill Numbered but not Distributed,,,1
H.B. 8,2024-RS,,Legislative Research and General Counsel,2024-02-24,Numbered Bill Publicly Distributed,,,2
H.B. 8,2024-RS,Fiscal,Legislative Research and General Counsel,2024-02-24,LFA/ bill sent to agencies for fiscal input,,,3
H.B. 8,2024-RS,Fiscal,Legislative Research and General Counsel,2024-02-26,LFA/ fiscal note sent to sponsor,,,4
H.B. 8,2024-RS,House,Clerk of the House,2024-02-26,House/ received bill from Legislative Research,,,5
H.B. 8,2024-RS,House,House Rules Committee,2024-02-26,House/ 1st reading (Introduced),,,6
H.B. 8,2024-RS,House,House 3rd Reading Calendar for House bills,2024-02-26,House/ Rules to 3rd Reading Calendar,,,7
H.B. 8,2024-RS,House,House 3rd Reading Calendar for House bills,2024-02-26,House/ 2nd reading,,,8
H.B. 8,2024-RS,House,House 3rd Reading Calendar for House bills,2024-02-26,House/ 3rd reading,,,9
H.B. 8,2024-RS,House,House 3rd Reading Calendar for House bills,2024-02-26,House/ circled,Voice vote,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2024GS&voteid=1037&house=H,10
H.B. 8,2024-RS,Fiscal,House 3rd Reading Calendar for House bills,2024-02-26,LFA/ fiscal note publicly available,,,11
H.B. 8,2024-RS,House,House 3rd Reading Calendar for House bills,2024-02-26,House/ received fiscal note from Fiscal Analyst,,,12
H.B. 8,2024-RS,House,House 3rd Reading Calendar for House bills,2024-02-27,House/ uncircled,Voice vote,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2024GS&voteid=1064&house=H,13
H.B. 8,2024-RS,House,Senate Secretary,2024-02-27,House/ passed 3rd reading,73 0 2,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2024GS&voteid=1065&house=H,14
H.B. 8,2024-RS,House,Senate Secretary,2024-02-27,House/ to Senate,,,15
H.B. 8,2024-RS,Senate,Waiting for Introduction in the Senate,2024-02-27,Senate/ received from House,,,16
H.B. 8,2024-RS,Senate,Senate Rules Committee,2024-02-27,Senate/ 1st reading (Introduced),,,17
H.B. 8,2024-RS,Senate,Senate 2nd Reading Calendar,2024-02-27,Senate/ 2nd & 3rd readings/ suspension,,,18
H.B. 8,2024-RS,Senate,Senate 2nd Reading Calendar,2024-02-27,Senate/ circled,Voice vote,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2024GS&voteid=1637&house=S,19
H.B. 8,2024-RS,Senate,Senate 2nd Reading Calendar,2024-02-28,Senate/ uncircled,Voice vote,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2024GS&voteid=1693&house=S,20
H.B. 8,2024-RS,Senate,Senate President,2024-02-28,Senate/ passed 2nd & 3rd readings/ suspension,24 0 5,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2024GS&voteid=1694&house=S,21
H.B. 8,2024-RS,Senate,House Speaker,2024-02-28,Senate/ signed by President/ returned to House,,,22
H.B. 8,2024-RS,Senate,House Speaker,2024-02-28,Senate/ to House,,,23
H.B. 8,2024-RS,House,House Speaker,2024-02-28,House/ received from Senate,,,24
H.B. 8,2024-RS,House,Legislative Research and General Counsel / Enrolling,2024-02-28,House/ signed by Speaker/ sent for enrolling,,,25
H.B. 8,2024-RS,,Legislative Research and General Counsel / Enrolling,2024-02-29,Bill Received from House for Enrolling,,,26
H.B. 8,2024-RS,,Legislative Research and General Counsel / Enrolling,2024-02-29,Draft of Enrolled Bill Prepared,,,27
H.B. 8,2024-RS,,Clerk of the House,2024-02-29,Enrolled Bill Returned to House or Senate,,,28
H.B. 8,2024-RS,House,Clerk of the House,2024-02-29,House/ enrolled bill to Printing,,,29
H.B. 8,2024-RS,House,Clerk of the House,2024-03-01,House/ received enrolled bill from Printing,,,30
H.B. 8,2024-RS,House,Executive Branch - Governor,2024-03-01,House/ to Governor,,,31
H.B. 8,2024-RS,,Lieutenant Governor's office for filing,2024-03-20,Governor Signed,,,32
H.B. 10,2024-RS,,Legislative Research and General Counsel,2023-12-13,Bill Numbered but not Distributed,,,1
H.B. 10,2024-RS,,Legislative Research and General Counsel,2023-12-14,Numbered Bill Publicly Distributed,,,2
H.B. 10,2024-RS,Fiscal,Legislative Research and General Counsel,2023-12-14,LFA/ fiscal note sent to sponsor,,,3
H.B. 10,2024-RS,Fiscal,Legislative Research and General Counsel,2023-12-14,LFA/ bill sent to agencies for fiscal input,,,4
H.B. 10,2024-RS,Fiscal,Legislative Research and General Counsel,2023-12-14,LFA/ fiscal note publicly available,,,5
H.B. 10,2024-RS,House,Clerk of the House,2024-01-10,House/ received bill from Legislative Research,,,6
H.B. 10,2024-RS,House,Clerk of the House,2024-01-16,House/ received fiscal note from Fiscal Analyst,,,7
H.B. 10,2024-RS,House,House Rules Committee,2024-01-16,House/ 1st reading (Introduced),,,8
H.B. 10,2024-RS,House,House 3rd Reading Calendar for House bills,2024-01-16,House/ Rules to 3rd Reading Calendar,,,9
H.B. 10,2024-RS,House,House 3rd Reading Calendar for House bills,2024-01-16,House/ 2nd reading,,,10
H.B. 10,2024-RS,House,House 3rd Reading Calendar for House bills,2024-01-16,House/ 3rd reading,,,11
H.B. 10,2024-RS,House,Senate Secretary,2024-01-16,House/ passed 3rd reading,74 0 1,https://le.utah.gov/DynaBill/svotes.jsp?sessionid=2024GS&voteid=2&house=H,12
H.B. 10,2024-RS,House,Senate Secretary,2024-01-16,House/ to Senate,,,13
H.B. 10,2024-RS,Senate,Waiting for Introduction in the Senate,2024-01-16,Senate/ received from House,,,14
H.B. 10,2024-RS,Senate,Senate Rules Committee,2024-01-16,Senate/ 1st reading (Introduced),,,15
H.B. 10,2024-RS,Senate,Senate Government Operations and Political Subdivisions Committee,2024-01-17,Senate/ to standing committee,,,16
H.B. 10,2024-RS,,Senate Government Operations and Political Subdivisions Committee,2024-01-18,Senate Comm - Not Considered,,,17
