bill_number,session,session_year,session_type,chamber,action_date,action,journal_page,order
SB0727,102nd,2024,RS,,2024-03-28,Hearing Conducted H Special Committee on Education Reform,,28
SB0727,102nd,2024,RS,,2024-04-02,Voted Do Pass H Special Committee on Education Reform,,29
SB0727,102nd,2024,RS,,2024-04-02,Reported Do Pass H Special Committee on Education Reform,H1176,30
SB0727,102nd,2024,RS,,2024-04-04,Referred H Rules - Regulatory Oversight,H1304,31
SB0727,102nd,2024,RS,,2024-04-09,Voted Do Pass H Rules - Regulatory Oversight,,32
SB0727,102nd,2024,RS,,2024-04-09,Reported Do Pass H Rules - Regulatory Oversight,H1334,33
SB0727,102nd,2024,RS,,2024-04-09,Referred H Fiscal Review Committee,H1334,34
SB0727,102nd,2024,RS,,2024-04-11,Voted Do Pass H Fiscal Review,,35
SB0727,102nd,2024,RS,,2024-04-11,Reported Do Pass H Fiscal Review,H1373,36
SB0727,102nd,2024,RS,,2024-04-16,Bill Placed on H Informal Calendar SBs for Third Reading,H1415,37
SB0727,102nd,2024,RS,,2024-04-18,H Third Read and Passed,H1446-1447 / S720,38
SB0727,102nd,2024,RS,,2024-04-18,Truly Agreed To and Finally Passed,S720,39
SB0727,102nd,2024,RS,,2024-04-22,"Reported Duly Enrolled Rules, Joint Rules, Resolutions & Ethics Committee",S720,40
SB0727,102nd,2024,RS,,2024-04-22,Signed by Senate President Pro Tem,S721,41
SB0727,102nd,2024,RS,,2024-04-24,Signed by House Speaker,H1495,42
SB0727,102nd,2024,RS,,2024-04-24,Delivered to Governor,S751,43
SB0727,102nd,2024,RS,,2024-05-08,Letter of approval from the Governor,S929,44
SB0727,102nd,2024,RS,,2024-05-07,Signed by Governor,,45
SB0728,102nd,2024,RS,,2023-12-01,Prefiled,,1
SB0728,102nd,2024,RS,,2024-01-03,S First Read,S27,2
SB0728,102nd,2024,RS,,2024-01-08,Second Read and Referred S Education and Workforce Development Committee,S108,3
SB0728,102nd,2024,RS,,2024-01-17,Hearing Conducted S Education and Workforce Development Committee,,4
SB0728,102nd,2024,RS,,2024-01-23,SCS Voted Do Pass S Education and Workforce Development Committee (3235S.02C),,5
SB0729,102nd,2024,RS,,2023-12-01,Prefiled,,1
SB0729,102nd,2024,RS,,2024-01-03,S First Read,S27,2
SB0729,102nd,2024,RS,,2024-01-08,Second Read and Referred S Education and Workforce Development Committee,S108,3
SB0729,102nd,2024,RS,,2024-01-10,Hearing Conducted S Education and Workforce Development Committee,,4
SB0729,102nd,2024,RS,,2024-01-17,Voted Do Pass S Education and Workforce Development Committee,,5
SB0730,102nd,2024,RS,,2023-12-01,Prefiled,,1
SB0730,102nd,2024,RS,,2024-01-03,S First Read,S27,2
SB0730,102nd,2024,RS,,2024-01-08,"Second Read and Referred S Transportation, Infrastructure and Public Safety Committee",S108,3
SB0731,102nd,2024,RS,,2023-12-01,Prefiled,,1
SB0731,102nd,2024,RS,,2024-01-03,S First Read,S27,2
SB0731,102nd,2024,RS,,2024-01-08,Second Read and Referred S Emerging Issues Committee,S108,3
SB0732,102nd,2024,RS,,2023-12-01,Prefiled,,1
SB0732,102nd,2024,RS,,2024-01-03,S First Read,S27,2
SB0732,102nd,2024,RS,,2024-01-08,"Second Read and Referred S Transportation, Infrastructure and Public Safety Committee",S108,3
SB0732,102nd,2024,RS,,2024-01-17,"Hearing Cancelled S Transportation, Infrastructure and Public Safety Committee",,4
SB0732,102nd,2024,RS,,2024-01-31,"Hearing Cancelled S Transportation, Infrastructure and Public Safety Committee",,5
SB0733,102nd,2024,RS,,2023-12-01,Prefiled,,1
SB0733,102nd,2024,RS,,2024-01-03,S First Read,S28,2
SB0733,102nd,2024,RS,,2024-01-08,Second Read and Referred S Economic Development and Tax Policy Committee,S108,3
SB0733,102nd,2024,RS,,2024-01-16,Hearing Conducted S Economic Development and Tax Policy Committee,,4
SB0734,102nd,2024,RS,,2023-12-01,Prefiled,,1
SB0734,102nd,2024,RS,,2024-01-03,S First Read,S28,2
SB0734,102nd,2024,RS,,2024-01-08,"Second Read and Referred S Veterans, Military Affairs and Pensions Committee",S108,3
SB0734,102nd,2024,RS,,2024-01-10,"Hearing Conducted S Veterans, Military Affairs and Pensions Committee",,4
SB0734,102nd,2024,RS,,2024-01-17,"SCS Voted Do Pass S Veterans, Military Affairs and Pensions Committee (4159S.04C)",,5
SB0734,102nd,2024,RS,,2024-03-07,"Reported from S Veterans, Military Affairs and Pensions Committee w/SCS",S473,6
SB0734,102nd,2024,RS,,2024-04-18,Bill Placed on Informal Calendar,S711,7
SB0734,102nd,2024,RS,,2024-05-17,Informal Calendar S Bills for Perfection,,8
SB0735,102nd,2024,RS,,2023-12-01,Prefiled,,1
SB0735,102nd,2024,RS,,2024-01-03,S First Read,S28,2
SB0735,102nd,2024,RS,,2024-01-08,"Second Read and Referred S Veterans, Military Affairs and Pensions Committee",S108,3
SB0735,102nd,2024,RS,,2024-01-10,"Hearing Conducted S Veterans, Military Affairs and Pensions Committee",,4
SB0735,102nd,2024,RS,,2024-01-17,"SCS Voted Do Pass S Veterans, Military Affairs and Pensions Committee (3082S.04C)",,5
SB0735,102nd,2024,RS,,2024-03-07,"Reported from S Veterans, Military Affairs and Pensions Committee w/SCS",S474,6
SB0735,102nd,2024,RS,,2024-04-18,SS for SCS S offered (Eigel)--(3082S.06F),S712,7
SB0735,102nd,2024,RS,,2024-04-18,SA 1 to SS for SCS S offered & Ruled out of order (Coleman)--(3082S06.01S),S712-713,8
SB0735,102nd,2024,RS,,2024-04-18,SS for SCS S adopted,S713,9
SB0735,102nd,2024,RS,,2024-04-18,Perfected,S713,10
SB0735,102nd,2024,RS,,2024-04-22,"Reported Truly Perfected S Rules, Joint Rules, Resolutions and Ethics Committee",S720,11
SB0735,102nd,2024,RS,,2024-04-22,Referred S Fiscal Oversight Committee,S726,12
SB0735,102nd,2024,RS,,2024-04-24,Hearing Cancelled S Fiscal Oversight Committee,,13
SB0735,102nd,2024,RS,,2024-04-25,Voted Do Pass S Fiscal Oversight Committee,,14
SB0735,102nd,2024,RS,,2024-04-25,Reported from S Fiscal Oversight Committee,S755,15
SB0735,102nd,2024,RS,,2024-04-29,S Third Read and Passed,S767,16
SB0735,102nd,2024,RS,,2024-04-30,H First Read,H1556,17
SB0735,102nd,2024,RS,,2024-05-01,H Second Read,H1566,18
SB0735,102nd,2024,RS,,2024-05-01,Referred H Emerging Issues,H1572,19
SB0735,102nd,2024,RS,,2024-05-06,Hearing Conducted H Emerging Issues,,20
SB0735,102nd,2024,RS,,2024-05-08,Voted Do Pass H Emerging Issues,,21
SB0735,102nd,2024,RS,,2024-05-08,Reported Do Pass H Emerging Issues,H1722-1723,22
SB0735,102nd,2024,RS,,2024-05-08,Referred H Rules - Administrative Oversight,H1725,23
SB0735,102nd,2024,RS,,2024-05-09,Voted Do Pass H Rules - Administrative Oversight,,24
SB0735,102nd,2024,RS,,2024-05-09,Reported Do Pass H Rules - Administrative Oversight,H1740,25
SB0735,102nd,2024,RS,,2024-05-09,Referred H Fiscal Review,H1743,26
SB0735,102nd,2024,RS,,2024-05-10,Voted Do Pass H Fiscal Review,,27
SB0735,102nd,2024,RS,,2024-05-10,Reported Do Pass H Fiscal Review,H1801,28
SB0735,102nd,2024,RS,,2024-05-13,Bill Placed on H Informal Calendar SBs for Third Reading,H1814,29
SB0735,102nd,2024,RS,,2024-05-17,H Informal Calendar Senate Bills for Third Reading,,30
SB0736,102nd,2024,RS,,2023-12-01,Prefiled,,1
SB0736,102nd,2024,RS,,2024-01-03,S First Read,S28,2
SB0736,102nd,2024,RS,,2024-01-08,Second Read and Referred S Insurance and Banking Committee,S108,3
SB0736,102nd,2024,RS,,2024-01-17,Hearing Conducted S Insurance and Banking Committee,,4
SB0736,102nd,2024,RS,,2024-01-23,Voted Do Pass S Insurance and Banking Committee,,5
SB0736,102nd,2024,RS,,2024-02-26,Reported from S Insurance and Banking Committee,S344,6
SB0736,102nd,2024,RS,,2024-02-27,SA 1 S offered & adopted (Eigel)--(3120S01.01S),S358-359,7
SB0736,102nd,2024,RS,,2024-02-27,SA 2 S offered & withdrawn (Brattin)--(3120S01.02S),S359-360,8
SB0736,102nd,2024,RS,,2024-02-27,SA 3 S offered & adopted (Brattin)--(3120S01.04S),S360,9
SB0736,102nd,2024,RS,,2024-02-27,"Perfected, as amended",S360,10
SB0736,102nd,2024,RS,,2024-02-28,"Reported Truly Perfected S Rules, Joint Rules, Resolutions and Ethics Committee",S367,11
SB0736,102nd,2024,RS,,2024-02-28,Referred S Fiscal Oversight Committee,S367,12
SB0736,102nd,2024,RS,,2024-03-04,Voted Do Pass S Fiscal Oversight Committee,,13
SB0736,102nd,2024,RS,,2024-03-04,Reported from S Fiscal Oversight Committee,S425,14
SB0736,102nd,2024,RS,,2024-03-07,S Third Read and Passed,S466,15
SB0736,102nd,2024,RS,,2024-03-07,H First Read,H819,16
SB0736,102nd,2024,RS,,2024-03-11,H Second Read,H830,17
SB0736,102nd,2024,RS,,2024-03-28,Referred H Financial Institutions,H1055,18
SB0736,102nd,2024,RS,,2024-04-02,Hearing Conducted H Financial Institutions,,19
SB0736,102nd,2024,RS,,2024-04-23,HCS Voted Do Pass H Financial Institutions,,20
SB0736,102nd,2024,RS,,2024-05-09,HCS Reported Do Pass H Financial Institutions,H1739-1740,21
SB0736,102nd,2024,RS,,2024-05-09,Referred H Rules - Legislative Oversight,H1743,22
SB0736,102nd,2024,RS,,2024-05-10,Voted Do Pass H Rules - Legislative Oversight,,23
SB0736,102nd,2024,RS,,2024-05-10,Reported Do Pass H Rules - Legislative Oversight,H1801-1802,24
SB0736,102nd,2024,RS,,2024-05-10,Referred H Fiscal Review,H1802,25
SB0736,102nd,2024,RS,,2024-05-13,Voted Do Pass H Fiscal Review,,26
SB0736,102nd,2024,RS,,2024-05-13,Reported Do Pass H Fiscal Review,H1823,27
SB0736,102nd,2024,RS,,2024-05-13,Bill Placed on H Informal Calendar SBs for Third Reading,H1814,28
SB0736,102nd,2024,RS,,2024-05-14,HA 1 to HCS H offered & adopted (Reedy)--(3120H06.12H),H1926,29
SB0736,102nd,2024,RS,,2024-05-14,HA 2 to HCS H offered & adopted (O'Donnell)--(3120H06.01H),H1926-1932,30
SB0736,102nd,2024,RS,,2024-05-14,HA 3 to HCS H offered (Reedy)--(3120H06.13H),H1932-1953,31
SB0736,102nd,2024,RS,,2024-05-14,HA 1 to HA 3 to HCS H offered & adopted (Knight)--(3120H06.20H),H1953-1957,32
SB0736,102nd,2024,RS,,2024-05-14,"HA 3 to HCS, as amended, H adopted --(3120H06.13H)",H1957,33
SB0736,102nd,2024,RS,,2024-05-14,HA 4 to HCS H offered & adopted (Black)--(3120H06.09H),H1957-1961,34
SB0736,102nd,2024,RS,,2024-05-14,HA 5 to HCS H offered & adopted (Veit)--(3120H06.04H),H1961-1963,35
SB0736,102nd,2024,RS,,2024-05-14,"HCS, as amended, H adopted",H1964,36
SB0736,102nd,2024,RS,,2024-05-14,H Third Read and Passed,H1964-1965 / S1205-1255,37
SB0736,102nd,2024,RS,,2024-05-17,S Bills with H Amendments,,38
SB0737,102nd,2024,RS,,2023-12-01,Prefiled,,1
SB0737,102nd,2024,RS,,2024-01-03,S First Read,S28,2
SB0737,102nd,2024,RS,,2024-01-08,Second Read and Referred S Insurance and Banking Committee,S108,3
SB0737,102nd,2024,RS,,2024-01-23,Hearing Conducted S Insurance and Banking Committee,,4
SB0737,102nd,2024,RS,,2024-02-06,Voted Do Pass S Insurance and Banking Committee,,5
SB0738,102nd,2024,RS,,2023-12-01,Prefiled,,1
SB0738,102nd,2024,RS,,2024-01-03,S First Read,S28,2
SB0738,102nd,2024,RS,,2024-01-08,"Second Read and Referred S Transportation, Infrastructure and Public Safety Committee",S108,3
SB0738,102nd,2024,RS,,2024-03-27,"Hearing Conducted S Transportation, Infrastructure and Public Safety Committee",,4
SB0739,102nd,2024,RS,,2023-12-01,Prefiled,,1
SB0739,102nd,2024,RS,,2024-01-03,S First Read,S28,2
SB0739,102nd,2024,RS,,2024-01-08,Second Read and Referred S Local Government and Elections Committee,S108,3
SB0739,102nd,2024,RS,,2024-01-16,Hearing Conducted S Local Government and Elections Committee,,4
SB0739,102nd,2024,RS,,2024-01-25,Voted Do Pass S Local Government and Elections Committee,,5
SB0739,102nd,2024,RS,,2024-02-01,Reported from S Local Government and Elections Committee,S261,6
SB0739,102nd,2024,RS,,2024-02-07,Bill Placed on Informal Calendar,S283,7
SB0739,102nd,2024,RS,,2024-04-03,SS S offered (Cierpiot)--(3184S.03F),S614,8
SB0739,102nd,2024,RS,,2024-04-03,SA 1 to SS S offered (Roberts)--(3184S03.20S),S614-615,9
SB0739,102nd,2024,RS,,2024-04-03,Bill Placed on Informal Calendar,S615,10
SB0739,102nd,2024,RS,,2024-05-17,Informal Calendar S Bills for Perfection,,11
SB0740,102nd,2024,RS,,2023-12-01,Prefiled,,1
SB0740,102nd,2024,RS,,2024-01-03,S First Read,S28,2
SB0740,102nd,2024,RS,,2024-01-08,"Second Read and Referred S Commerce, Consumer Protection, Energy and the Environment Committee",S108,3
SB0740,102nd,2024,RS,,2024-01-17,"Hearing Conducted S Commerce, Consumer Protection, Energy and the Environment Committee",,4
SB0740,102nd,2024,RS,,2024-02-06,"SCS Voted Do Pass S Commerce, Consumer Protection, Energy and the Environment Committee (4317S.04C)",,5
SB0740,102nd,2024,RS,,2024-03-04,"Reported from S Commerce, Consumer Protection, Energy and the Environment Committee w/SCS",S424,6
SB0740,102nd,2024,RS,,2024-03-05,Bill Placed on Informal Calendar,S433,7
SB0740,102nd,2024,RS,,2024-04-22,SS for SCS S offered (Cierpiot)--(4317S.11F),S721,8
SB0740,102nd,2024,RS,,2024-04-22,SA 1 to SS for SCS S offered & adopted (Cierpiot)--(4317S11.23S),S721,9
SB0740,102nd,2024,RS,,2024-04-22,SA 2 to SS for SCS S offered & adopted (McCreery)--(4317S11.17S),S721-723,10
SB0740,102nd,2024,RS,,2024-04-22,SA 3 to SS for SCS S offered (Moon)--(4317S11.18S),S723-724,11
SB0740,102nd,2024,RS,,2024-04-22,Bill Placed on Informal Calendar,S724,12
SB0740,102nd,2024,RS,,2024-05-17,Informal Calendar S Bills for Perfection,,13
SB0741,102nd,2024,RS,,2023-12-01,Prefiled,,1
SB0741,102nd,2024,RS,,2024-01-03,S First Read,S28,2
SB0741,102nd,2024,RS,,2024-01-08,"Second Read and Referred S Commerce, Consumer Protection, Energy and the Environment Committee",S108,3
SB0741,102nd,2024,RS,,2024-01-17,"Hearing Conducted S Commerce, Consumer Protection, Energy and the Environment Committee",,4
SB0741,102nd,2024,RS,,2024-02-06,"SCS Voted Do Pass S Commerce, Consumer Protection, Energy and the Environment Committee (3788S.03C)",,5
SB0742,102nd,2024,RS,,2023-12-01,Prefiled,,1
SB0742,102nd,2024,RS,,2024-01-03,S First Read,S28,2
SB0742,102nd,2024,RS,,2024-01-08,Second Read and Referred S Governmental Accountability Committee,S108,3
SB0742,102nd,2024,RS,,2024-01-18,Hearing Conducted S Governmental Accountability Committee,,4
SB0742,102nd,2024,RS,,2024-01-25,Voted Do Pass S Governmental Accountability Committee,,5
SB0742,102nd,2024,RS,,2024-02-12,Reported from S Governmental Accountability Committee,S300,6
SB0742,102nd,2024,RS,,2024-02-27,SS S offered (Arthur)--(4064S.04F),S358,7
SB0742,102nd,2024,RS,,2024-02-27,Bill Placed on Informal Calendar,S358,8
SB0742,102nd,2024,RS,,2024-05-17,Informal Calendar S Bills for Perfection,,9
SB0743,102nd,2024,RS,,2023-12-01,Prefiled,,1
SB0743,102nd,2024,RS,,2024-01-03,S First Read,S29,2
SB0743,102nd,2024,RS,,2024-01-08,Second Read and Referred S Education and Workforce Development Committee,S109,3
SB0744,102nd,2024,RS,,2023-12-01,Prefiled,,1
SB0744,102nd,2024,RS,,2024-01-03,S First Read,S29,2
SB0744,102nd,2024,RS,,2024-01-08,Second Read and Referred S Judiciary and Civil and Criminal Jurisprudence Committee,S109,3
SB0744,102nd,2024,RS,,2024-01-29,Hearing Conducted S Judiciary and Civil and Criminal Jurisprudence Committee,,4
SB0744,102nd,2024,RS,,2024-02-05,SCS Voted Do Pass (w/SCS SBs 744 & 1026) Judiciary and Civil and Criminal Jurisprudence Committee (4016S.02C),,5
SB0745,102nd,2024,RS,,2023-12-01,Prefiled,,1
SB0745,102nd,2024,RS,,2024-01-03,S First Read,S29,2
SB0745,102nd,2024,RS,,2024-01-08,Second Read and Referred S General Laws Committee,S109,3
SB0745,102nd,2024,RS,,2024-01-10,Hearing Conducted S General Laws Committee,,4
SB0745,102nd,2024,RS,,2024-01-17,Voted Do Pass S General Laws Committee,,5
SB0745,102nd,2024,RS,,2024-02-01,Reported from S General Laws Committee,S260,6
SB0745,102nd,2024,RS,,2024-02-07,Bill Placed on Informal Calendar,S283,7
SB0745,102nd,2024,RS,,2024-02-21,SS S offered (Bernskoetter)--(4311S.02F),S327,8
SB0745,102nd,2024,RS,,2024-02-21,SA 1 to SS S offered (Beck)--(4311S02.01S),S327-329,9
SB0745,102nd,2024,RS,,2024-02-21,Bill Placed on Informal Calendar,S329,10
SB0745,102nd,2024,RS,,2024-05-17,Informal Calendar S Bills for Perfection,,11
SB0746,102nd,2024,RS,,2023-12-01,Prefiled,,1
SB0746,102nd,2024,RS,,2024-01-03,S First Read,S29,2
SB0746,102nd,2024,RS,,2024-01-08,Second Read and Referred S Judiciary and Civil and Criminal Jurisprudence Committee,S109,3
SB0746,102nd,2024,RS,,2024-01-17,Hearing Conducted S Judiciary and Civil and Criminal Jurisprudence Committee,,4
SB0746,102nd,2024,RS,,2024-01-24,"Bill Combined (w/SCS/SBs 754, 746, 788, 765, 841, 887, 861)",,5
SB0747,102nd,2024,RS,,2023-12-01,Prefiled,,1
SB0747,102nd,2024,RS,,2024-01-03,S First Read,S29,2
SB0747,102nd,2024,RS,,2024-01-08,"Second Read and Referred S Commerce, Consumer Protection, Energy and the Environment Committee",S109,3
SB0748,102nd,2024,RS,,2023-12-01,Prefiled,,1
SB0748,102nd,2024,RS,,2024-01-03,S First Read,S29,2
SB0748,102nd,2024,RS,,2024-01-08,Second Read and Referred S Appropriations Committee,S109,3
SB0748,102nd,2024,RS,,2024-01-17,Hearing Conducted S Appropriations Committee,,4
SB0748,102nd,2024,RS,,2024-01-18,Voted Do Pass S Appropriations Committee,,5
SB0748,102nd,2024,RS,,2024-01-18,Reported from S Appropriations Committee,S177,6
SB0748,102nd,2024,RS,,2024-02-07,Bill Placed on Informal Calendar,S283,7
SB0748,102nd,2024,RS,,2024-04-30,SS S offered (Hough)--(3302S.04F),S781,8
SB0748,102nd,2024,RS,,2024-04-30,SA 1 to SS S offered (Eigel)--(3302S01.02S),S781-789,9
SB0748,102nd,2024,RS,,2024-04-30,Motion to lay SA 1 to SS on the table (Cierpiot) S adopted,S789,10
SB0748,102nd,2024,RS,,2024-04-30,SA 1 to SS Laid on the table,S789,11
SB0748,102nd,2024,RS,,2024-04-30,SA 2 to SS S offered (Brattin)--(3302S04.19S),S789-797,12
SB0748,102nd,2024,RS,,2024-04-30,Motion to lay SA 2 to SS on the table (Cierpiot) S adopted,S797,13
SB0748,102nd,2024,RS,,2024-04-30,SA 2 to SS Laid on the table,S797,14
SB0748,102nd,2024,RS,,2024-04-30,Motion to lay bill on the table (Hoskins) S defeated,S797,15
SB0748,102nd,2024,RS,,2024-04-30,SA 3 to SS S offered (Brattin)--(3302S04.01S),S797-800,16
SB0748,102nd,2024,RS,,2024-04-30,Motion to lay SA 3 to SS on the table (Cierpiot) S adopted,S800,17
SB0748,102nd,2024,RS,,2024-04-30,SA 3 to SS laid on the table,S800,18
SB0748,102nd,2024,RS,,2024-04-30,SA 4 to SS S offered (Brattin)--(3302S04.05S),S800-801,19
SB0748,102nd,2024,RS,,2024-04-30,Motion to lay SA 4 to SS on the table (Cierpiot) S adopted,S801,20
SB0748,102nd,2024,RS,,2024-04-30,SA 4 to SS laid on the table,S801,21
SB0748,102nd,2024,RS,,2024-04-30,SA 5 to SS S offered (Brattin)--(3302S04.20S),S801,22
SB0748,102nd,2024,RS,,2024-04-30,SA 1 to SA 5 to SS S offered (Hoskins)--(3302S04.25S),S801,23
SB0748,102nd,2024,RS,,2024-04-30,Motion to lay SA 1 to SA 5 to SS on the table (Cierpiot) S adopted,S801,24
SB0748,102nd,2024,RS,,2024-04-30,SA 1 to SA 5 to SS laid on the table,S801,25
SB0748,102nd,2024,RS,,2024-04-30,SA 2 to SA 5 to SS S offered & withdrawn (Hoskins)--(3302S04.33S),S802,26
SB0748,102nd,2024,RS,,2024-04-30,SA 3 to SA 5 to SS S offered (Hoskins)--(3302S04.34S),S802,27
SB0748,102nd,2024,RS,,2024-04-30,Motion to lay SA 3 to SA 5 to SS on the table (Rowden) S adopted,S803,28
SB0748,102nd,2024,RS,,2024-04-30,SA 3 to SA 5 to SS laid on the table,S803,29
SB0748,102nd,2024,RS,,2024-04-30,SA 4 to SA 5 to SS S offered (Schroer)--(3302S04.36S),S803,30
SB0748,102nd,2024,RS,,2024-04-30,SA 5 to SS S withdrawn,S803,31
SB0748,102nd,2024,RS,,2024-04-30,SA 6 to SS S offered (Brattin)--(3302S04.22S),S803-804,32
SB0748,102nd,2024,RS,,2024-04-30,SA 1 to SA 6 S offered (Hoskins)--(3302S04.38S),S804,33
SB0748,102nd,2024,RS,,2024-04-30,SA 6 to SS S withdrawn,S804,34
SB0748,102nd,2024,RS,,2024-04-30,SS S adopted,S804,35
SB0748,102nd,2024,RS,,2024-04-30,Perfected,S804,36
SB0748,102nd,2024,RS,,2024-04-30,"Reported Truly Perfected S Rules, Joint Rules, Resolutions and Ethics Committee",S805,37
SB0748,102nd,2024,RS,,2024-04-30,Referred S Fiscal Oversight Committee,S805,38
SB0748,102nd,2024,RS,,2024-05-06,Voted Do Pass S Fiscal Oversight Committee,,39
SB0748,102nd,2024,RS,,2024-05-06,Reported from S Fiscal Oversight Committee,S814,40
SB0748,102nd,2024,RS,,2024-05-09,S Third Read and Passed,S966-967 / H1747,41
SB0748,102nd,2024,RS,,2024-05-09,H First Read,H1747,42
SB0748,102nd,2024,RS,,2024-05-10,H Second Read,H1757,43
SB0748,102nd,2024,RS,,2024-05-10,Referred H Budget,H1802,44
SB0748,102nd,2024,RS,,2024-05-13,Hearing Conducted H Budget,,45
SB0748,102nd,2024,RS,,2024-05-13,Voted Do Pass H Budget,,46
SB0748,102nd,2024,RS,,2024-05-13,Reported Do Pass H Budget,H1823,47
SB0748,102nd,2024,RS,,2024-05-13,Referred H Rules - Administrative Oversight,H1823,48
SB0748,102nd,2024,RS,,2024-05-13,Voted Do Pass H Rules - Administrative Oversight,,49
SB0748,102nd,2024,RS,,2024-05-13,Reported Do Pass H Rules - Administrative Oversight,H1824,50
SB0748,102nd,2024,RS,,2024-05-15,H Third Read and Passed,H1974 / S1255,51
SB0748,102nd,2024,RS,,2024-05-15,Truly Agreed To and Finally Passed,S1255,52
SB0748,102nd,2024,RS,,2024-05-30,"Reported Duly Enrolled Rules, Joint Rules, Resolutions & Ethics Committee",S1309,53
SB0748,102nd,2024,RS,,2024-05-30,Signed by Senate President Pro Tem,S1309,54
SB0748,102nd,2024,RS,,2024-05-30,Signed by House Speaker,H2073,55
SB0748,102nd,2024,RS,,2024-05-30,Delivered to Governor,S1318,56
SB0748,102nd,2024,RS,,2024-07-11,Signed by Governor,,57
SB0749,102nd,2024,RS,,2023-12-01,Prefiled,,1
SB0749,102nd,2024,RS,,2024-01-03,S First Read,S29,2
SB0749,102nd,2024,RS,,2024-01-08,Second Read and Referred S Education and Workforce Development Committee,S109,3
SB0749,102nd,2024,RS,,2024-02-12,Re-referred S Select Committee on Empowering Missouri Parents and Children Committee,S300,4
SB0749,102nd,2024,RS,,2024-02-20,Hearing Cancelled S Select Committee on Empowering Missouri Parents and Children Committee,,5
SB0749,102nd,2024,RS,,2024-02-21,Hearing Conducted S Select Committee on Empowering Missouri Parents and Children Committee,,6
