bill_number,session,session_year,session_type,chamber,action_date,action,journal_page,order
HB2322,102nd,2024,RS,,2024-02-26,Voted Do Pass (H),,10
HB2322,102nd,2024,RS,,2024-02-26,Reported Do Pass (H) - AYES: 10 NOES: 0 PRESENT: 0,H 653,11
HB2322,102nd,2024,RS,,2024-03-04,Placed on the Informal Perfection Calendar (H),H 740,12
HB2322,102nd,2024,RS,,2024-03-04,Taken Up for Perfection (H),H 740,13
HB2322,102nd,2024,RS,,2024-03-04,Title of Bill - Agreed To,H 740,14
HB2322,102nd,2024,RS,,2024-03-04,HCS Adopted (H),H 740,15
HB2322,102nd,2024,RS,,2024-03-04,Perfected (H),H 740,16
HB2322,102nd,2024,RS,,2024-03-07,Placed on the Informal Third Reading Calendar (H),H 800,17
HB2322,102nd,2024,RS,,2024-03-07,Taken Up for Third Reading (H),H 805,18
HB2322,102nd,2024,RS,,2024-03-07,Third Read and Passed (H) - AYES: 145 NOES: 0 PRESENT: 0,H 805 - 806,19
HB2322,102nd,2024,RS,,2024-03-07,Reported to the Senate and First Read (S),S 480,20
HB2322,102nd,2024,RS,,2024-03-28,Second read and referred: Governmental Accountability(S),S 598,21
HB2322,102nd,2024,RS,,2024-04-03,"Public Hearing Scheduled (S) - Thursday, April 4, 2024, 9:00 a.m., Senate Lounge",,22
HB2322,102nd,2024,RS,,2024-04-04,Public Hearing Held (S),,23
HB2322,102nd,2024,RS,,2024-04-10,"Executive Session Scheduled - Thursday, April 11, 2024, 8:45 a.m., Senate Lounge.",,24
HB2322,102nd,2024,RS,,2024-04-11,Executive Session Held (S),,25
HB2322,102nd,2024,RS,,2024-04-11,Voted Do Pass (S),,26
HB2322,102nd,2024,RS,,2024-04-25,Reported Do Pass (S),S 756,27
HB2323,102nd,2024,RS,,2024-01-08,Introduced and Read First Time (H),H 235,1
HB2323,102nd,2024,RS,,2024-01-09,Read Second Time (H),H 244,2
HB2323,102nd,2024,RS,,2024-01-18,Referred: Elementary and Secondary Education(H),H 287,3
HB2323,102nd,2024,RS,,2024-01-24,Public Hearing Completed (H),,4
HB2324,102nd,2024,RS,,2024-01-08,Introduced and Read First Time (H),H 235,1
HB2324,102nd,2024,RS,,2024-01-09,Read Second Time (H),H 244,2
HB2324,102nd,2024,RS,,2024-02-01,Referred: Transportation Accountability(H),H 422,3
HB2324,102nd,2024,RS,,2024-02-08,Public Hearing Completed (H),,4
HB2325,102nd,2024,RS,,2024-01-08,Introduced and Read First Time (H),H 235,1
HB2325,102nd,2024,RS,,2024-01-09,Read Second Time (H),H 244,2
HB2325,102nd,2024,RS,,2024-02-01,Referred: General Laws(H),H 422,3
HB2326,102nd,2024,RS,,2024-01-08,Introduced and Read First Time (H),H 235,1
HB2326,102nd,2024,RS,,2024-01-09,Read Second Time (H),H 245,2
HB2326,102nd,2024,RS,,2024-01-25,Referred: Higher Education(H),H 341,3
HB2326,102nd,2024,RS,,2024-01-31,Public Hearing Completed (H),,4
HB2327,102nd,2024,RS,,2024-01-08,Introduced and Read First Time (H),H 235,1
HB2327,102nd,2024,RS,,2024-01-09,Read Second Time (H),H 245,2
HB2327,102nd,2024,RS,,2024-04-17,Referred: Special Committee on Public Policy(H),H 1431,3
HB2328,102nd,2024,RS,,2024-01-09,Introduced and Read First Time (H),H 241,1
HB2328,102nd,2024,RS,,2024-01-10,Read Second Time (H),H 251,2
HB2328,102nd,2024,RS,,2024-02-22,Referred: Government Efficiency and Downsizing(H),H 631,3
HB2328,102nd,2024,RS,,2024-03-06,Public Hearing Completed (H),,4
HB2329,102nd,2024,RS,,2024-01-09,Introduced and Read First Time (H),H 242,1
HB2329,102nd,2024,RS,,2024-01-10,Read Second Time (H),H 251,2
HB2329,102nd,2024,RS,,2024-05-17,Referred: General Laws(H),H 2060,3
HB2330,102nd,2024,RS,,2024-01-09,Introduced and Read First Time (H),H 242,1
HB2330,102nd,2024,RS,,2024-01-10,Read Second Time (H),H 251,2
HB2330,102nd,2024,RS,,2024-05-17,Referred: General Laws(H),H 2060,3
HB2331,102nd,2024,RS,,2024-01-09,Introduced and Read First Time (H),H 242,1
HB2331,102nd,2024,RS,,2024-01-10,Read Second Time (H),H 251,2
HB2331,102nd,2024,RS,,2024-01-11,Referred: Special Committee on Public Policy(H),H 261,3
HB2331,102nd,2024,RS,,2024-01-23,Public Hearing Completed (H),,4
HB2331,102nd,2024,RS,,2024-01-31,Executive Session Completed (H),,5
HB2331,102nd,2024,RS,,2024-01-31,Voted Do Pass (H),,6
HB2331,102nd,2024,RS,,2024-02-01,Reported Do Pass (H) - AYES: 5 NOES: 2 PRESENT: 0,H 424,7
HB2331,102nd,2024,RS,,2024-02-08,Referred: Rules - Administrative Oversight(H),H 494,8
HB2331,102nd,2024,RS,,2024-02-12,Executive Session Completed (H),,9
HB2331,102nd,2024,RS,,2024-02-12,Voted Do Pass (H),,10
HB2331,102nd,2024,RS,,2024-02-13,Reported Do Pass (H) - AYES: 9 NOES: 1 PRESENT: 0,H 524,11
HB2331,102nd,2024,RS,,2024-02-26,Placed on the Informal Perfection Calendar (H),H 646,12
HB2331,102nd,2024,RS,,2024-03-12,Placed Back on Formal Perfection Calendar (H),H 898,13
HB2331,102nd,2024,RS,,2024-03-25,Placed on the Informal Perfection Calendar (H),H 967,14
HB2331,102nd,2024,RS,,2024-03-26,Placed Back on Formal Perfection Calendar (H),H 989,15
HB2331,102nd,2024,RS,,2024-04-03,Placed on the Informal Perfection Calendar (H),H 1197,16
HB2331,102nd,2024,RS,,2024-04-15,Placed Back on Formal Perfection Calendar (H),H 1400,17
HB2331,102nd,2024,RS,,2024-04-16,Placed on the Informal Perfection Calendar (H),H 1412,18
HB2331,102nd,2024,RS,,2024-05-02,Placed Back on Formal Perfection Calendar (H),H 1584,19
HB2332,102nd,2024,RS,,2024-01-09,Introduced and Read First Time (H),H 242,1
HB2332,102nd,2024,RS,,2024-01-10,Read Second Time (H),H 251,2
HB2332,102nd,2024,RS,,2024-03-28,Referred: Special Committee on Small Business(H),H 1054,3
HB2332,102nd,2024,RS,,2024-04-02,Public Hearing Completed (H),,4
HB2333,102nd,2024,RS,,2024-01-09,Introduced and Read First Time (H),H 242,1
HB2333,102nd,2024,RS,,2024-01-10,Read Second Time (H),H 251,2
HB2333,102nd,2024,RS,,2024-05-17,Referred: General Laws(H),H 2060,3
HB2334,102nd,2024,RS,,2024-01-09,Introduced and Read First Time (H),H 242,1
HB2334,102nd,2024,RS,,2024-01-10,Read Second Time (H),H 251,2
HB2334,102nd,2024,RS,,2024-05-17,Referred: General Laws(H),H 2060,3
HB2335,102nd,2024,RS,,2024-01-09,Introduced and Read First Time (H),H 242,1
HB2335,102nd,2024,RS,,2024-01-10,Read Second Time (H),H 251,2
HB2335,102nd,2024,RS,,2024-05-17,Referred: General Laws(H),H 2060,3
HB2336,102nd,2024,RS,,2024-01-09,Introduced and Read First Time (H),H 242,1
HB2336,102nd,2024,RS,,2024-01-10,Read Second Time (H),H 251,2
HB2336,102nd,2024,RS,,2024-05-17,Referred: General Laws(H),H 2060,3
HB2337,102nd,2024,RS,,2024-01-09,Introduced and Read First Time (H),H 242,1
HB2337,102nd,2024,RS,,2024-01-10,Read Second Time (H),H 251,2
HB2337,102nd,2024,RS,,2024-01-31,Withdrawn (H),H 414,3
HB2338,102nd,2024,RS,,2024-01-09,Introduced and Read First Time (H),H 242,1
HB2338,102nd,2024,RS,,2024-01-10,Read Second Time (H),H 251,2
HB2338,102nd,2024,RS,,2024-04-11,Referred: Corrections and Public Institutions(H),H 1369,3
HB2339,102nd,2024,RS,,2024-01-09,Introduced and Read First Time (H),H 242,1
HB2339,102nd,2024,RS,,2024-01-10,Read Second Time (H),H 251,2
HB2339,102nd,2024,RS,,2024-05-17,Referred: General Laws(H),H 2060,3
HB2340,102nd,2024,RS,,2024-01-09,Introduced and Read First Time (H),H 242,1
HB2340,102nd,2024,RS,,2024-01-10,Read Second Time (H),H 251,2
HB2340,102nd,2024,RS,,2024-01-10,Withdrawn (H),H 254,3
HB2341,102nd,2024,RS,,2024-01-09,Introduced and Read First Time (H),H 242,1
HB2341,102nd,2024,RS,,2024-01-10,Read Second Time (H),H 251,2
HB2341,102nd,2024,RS,,2024-05-17,Referred: General Laws(H),H 2060,3
HB2342,102nd,2024,RS,,2024-01-09,Introduced and Read First Time (H),H 242,1
HB2342,102nd,2024,RS,,2024-01-10,Read Second Time (H),H 251,2
HB2342,102nd,2024,RS,,2024-05-17,Referred: General Laws(H),H 2060,3
HB2343,102nd,2024,RS,,2024-01-09,Introduced and Read First Time (H),H 242,1
HB2343,102nd,2024,RS,,2024-01-10,Read Second Time (H),H 251,2
HB2343,102nd,2024,RS,,2024-05-17,Referred: General Laws(H),H 2060,3
HB2344,102nd,2024,RS,,2024-01-09,Introduced and Read First Time (H),H 242,1
HB2344,102nd,2024,RS,,2024-01-10,Read Second Time (H),H 251,2
HB2344,102nd,2024,RS,,2024-01-18,Referred: Special Committee on Education Reform(H),H 287,3
HB2344,102nd,2024,RS,,2024-01-23,Public Hearing Completed (H),,4
HB2344,102nd,2024,RS,,2024-03-04,Executive Session Completed (H),,5
HB2344,102nd,2024,RS,,2024-03-04,HCS Voted Do Pass (H),,6
HB2345,102nd,2024,RS,,2024-01-09,Introduced and Read First Time (H),H 242,1
HB2345,102nd,2024,RS,,2024-01-10,Read Second Time (H),H 251,2
HB2345,102nd,2024,RS,,2024-01-25,Referred: General Laws(H),H 341,3
HB2345,102nd,2024,RS,,2024-01-30,Public Hearing Completed (H),,4
HB2345,102nd,2024,RS,,2024-02-20,Executive Session Completed (H),,5
HB2345,102nd,2024,RS,,2024-02-20,HCS Voted Do Pass - Consent (H),,6
HB2345,102nd,2024,RS,,2024-02-21,HCS Reported Do Pass by Consent (H) - AYES: 16 NOES: 0 PRESENT: 0,H 614,7
HB2346,102nd,2024,RS,,2024-01-09,Introduced and Read First Time (H),H 242,1
HB2346,102nd,2024,RS,,2024-01-10,Read Second Time (H),H 251,2
HB2346,102nd,2024,RS,,2024-01-11,Referred: Health and Mental Health Policy(H),H 261,3
HB2346,102nd,2024,RS,,2024-04-29,Public Hearing Completed (H),,4
HB2347,102nd,2024,RS,,2024-01-09,Introduced and Read First Time (H),H 243,1
HB2347,102nd,2024,RS,,2024-01-10,Read Second Time (H),H 251,2
HB2347,102nd,2024,RS,,2024-05-17,Referred: General Laws(H),H 2060,3
HB2348,102nd,2024,RS,,2024-01-09,Introduced and Read First Time (H),H 243,1
HB2348,102nd,2024,RS,,2024-01-10,Read Second Time (H),H 251,2
HB2348,102nd,2024,RS,,2024-02-15,Referred: Local Government(H),H 541,3
HB2348,102nd,2024,RS,,2024-02-27,Public Hearing Completed (H),,4
HB2348,102nd,2024,RS,,2024-03-12,Executive Session Completed (H),,5
HB2348,102nd,2024,RS,,2024-03-12,HCS Voted Do Pass (H),,6
HB2348,102nd,2024,RS,,2024-03-13,HCS Reported Do Pass (H) - AYES: 10 NOES: 0 PRESENT: 0,H 925,7
HB2348,102nd,2024,RS,,2024-03-14,Referred: Rules - Regulatory Oversight(H),H 949,8
HB2348,102nd,2024,RS,,2024-03-26,Executive Session Completed (H),,9
HB2348,102nd,2024,RS,,2024-03-26,Voted Do Pass (H),,10
HB2348,102nd,2024,RS,,2024-03-28,Reported Do Pass (H) - AYES: 8 NOES: 0 PRESENT: 0,H 1058,11
HB2348,102nd,2024,RS,,2024-04-09,Placed on the Informal Perfection Calendar (H),H 1326,12
HB2348,102nd,2024,RS,,2024-04-15,Placed Back on Formal Perfection Calendar (H),H 1400,13
HB2348,102nd,2024,RS,,2024-04-16,Placed on the Informal Perfection Calendar (H),H 1413,14
HB2348,102nd,2024,RS,,2024-05-02,Placed Back on Formal Perfection Calendar (H),H 1584,15
HB2349,102nd,2024,RS,,2024-01-09,Introduced and Read First Time (H),H 243,1
HB2349,102nd,2024,RS,,2024-01-10,Read Second Time (H),H 252,2
HB2349,102nd,2024,RS,,2024-05-17,Referred: General Laws(H),H 2060,3
HB2350,102nd,2024,RS,,2024-01-09,Introduced and Read First Time (H),H 243,1
HB2350,102nd,2024,RS,,2024-01-10,Read Second Time (H),H 252,2
HB2350,102nd,2024,RS,,2024-05-17,Referred: General Laws(H),H 2060,3
HB2351,102nd,2024,RS,,2024-01-09,Introduced and Read First Time (H),H 243,1
HB2351,102nd,2024,RS,,2024-01-10,Read Second Time (H),H 252,2
HB2351,102nd,2024,RS,,2024-02-08,Referred: Utilities(H),H 493,3
HB2351,102nd,2024,RS,,2024-02-14,Public Hearing Completed (H),,4
HB2351,102nd,2024,RS,,2024-04-17,Executive Session Completed (H),,5
HB2351,102nd,2024,RS,,2024-04-17,HCS Voted Do Pass (H),,6
HB2352,102nd,2024,RS,,2024-01-09,Introduced and Read First Time (H),H 243,1
HB2352,102nd,2024,RS,,2024-01-10,Read Second Time (H),H 252,2
HB2352,102nd,2024,RS,,2024-01-25,Referred: Transportation Infrastructure(H),H 341,3
HB2352,102nd,2024,RS,,2024-01-31,Public Hearing Completed (H),,4
HB2352,102nd,2024,RS,,2024-02-07,Executive Session Completed (H),,5
HB2352,102nd,2024,RS,,2024-02-07,HCS Voted Do Pass (H),,6
HB2352,102nd,2024,RS,,2024-02-08,HCS Reported Do Pass (H) - AYES: 13 NOES: 0 PRESENT: 0,H 491,7
HB2352,102nd,2024,RS,,2024-02-14,Referred: Rules - Regulatory Oversight(H),H 533,8
HB2352,102nd,2024,RS,,2024-02-19,Executive Session Completed (H),,9
HB2352,102nd,2024,RS,,2024-02-19,Voted Do Pass (H),,10
HB2352,102nd,2024,RS,,2024-02-19,Reported Do Pass (H) - AYES: 7 NOES: 0 PRESENT: 0,H 565,11
HB2352,102nd,2024,RS,,2024-03-04,Placed on the Informal Perfection Calendar (H),H 740,12
HB2352,102nd,2024,RS,,2024-03-05,Taken Up for Perfection (H),H 765,13
HB2352,102nd,2024,RS,,2024-03-05,Title of Bill - Agreed To,H 765,14
HB2352,102nd,2024,RS,,2024-03-05,HCS Adopted (H),H 766,15
HB2352,102nd,2024,RS,,2024-03-05,"Perfected with Amendments (H) - HA 1, adopted",H 766,16
HB2352,102nd,2024,RS,,2024-03-07,Placed on the Informal Third Reading Calendar (H),H 800,17
HB2352,102nd,2024,RS,,2024-03-07,Taken Up for Third Reading (H),H 811,18
HB2352,102nd,2024,RS,,2024-03-07,Third Read and Passed (H) - AYES: 144 NOES: 0 PRESENT: 1,H 811 - 812,19
HB2352,102nd,2024,RS,,2024-03-07,Reported to the Senate and First Read (S),S 481,20
HB2352,102nd,2024,RS,,2024-03-28,"Second read and referred: Agriculture, Food Production and Outdoor Resources(S)",S 599,21
HB2352,102nd,2024,RS,,2024-04-11,"Public Hearing Scheduled (S) - Tuesday, April 16, 2024, 8:30 a.m., Senate Committee Room 1.",,22
HB2352,102nd,2024,RS,,2024-04-16,Public Hearing Held (S),,23
HB2353,102nd,2024,RS,,2024-01-09,Introduced and Read First Time (H),H 243,1
HB2353,102nd,2024,RS,,2024-01-10,Read Second Time (H),H 252,2
HB2353,102nd,2024,RS,,2024-05-17,Referred: General Laws(H),H 2060,3
HB2354,102nd,2024,RS,,2024-01-09,Introduced and Read First Time (H),H 243,1
HB2354,102nd,2024,RS,,2024-01-10,Read Second Time (H),H 252,2
HB2354,102nd,2024,RS,,2024-05-17,Referred: General Laws(H),H 2060,3
HB2355,102nd,2024,RS,,2024-01-09,Introduced and Read First Time (H),H 243,1
HB2355,102nd,2024,RS,,2024-01-10,Read Second Time (H),H 252,2
HB2355,102nd,2024,RS,,2024-01-11,Referred: Emerging Issues(H),H 261,3
HB2355,102nd,2024,RS,,2024-01-17,Public Hearing Completed (H),,4
HB2355,102nd,2024,RS,,2024-01-24,Executive Session Completed (H),,5
HB2355,102nd,2024,RS,,2024-01-24,HCS Voted Do Pass (H),,6
HB2355,102nd,2024,RS,,2024-01-31,HCS Reported Do Pass (H) - AYES: 10 NOES: 4 PRESENT: 0,H 412,7
HB2356,102nd,2024,RS,,2024-01-09,Introduced and Read First Time (H),H 243,1
HB2356,102nd,2024,RS,,2024-01-10,Read Second Time (H),H 252,2
HB2356,102nd,2024,RS,,2024-02-15,Referred: Ways and Means(H),H 541,3
HB2356,102nd,2024,RS,,2024-03-07,Public Hearing Completed (H),,4
HB2356,102nd,2024,RS,,2024-03-12,Executive Session Completed (H),,5
HB2356,102nd,2024,RS,,2024-03-12,Voted Do Pass (H),,6
HB2357,102nd,2024,RS,,2024-01-09,Introduced and Read First Time (H),H 243,1
HB2357,102nd,2024,RS,,2024-01-10,Read Second Time (H),H 252,2
HB2357,102nd,2024,RS,,2024-01-11,Referred: Emerging Issues(H),H 261,3
HB2357,102nd,2024,RS,,2024-01-17,Public Hearing Completed (H),,4
HB2357,102nd,2024,RS,,2024-01-24,Executive Session Completed (H),,5
HB2357,102nd,2024,RS,,2024-01-24,HCS Voted Do Pass (H),,6
HB2357,102nd,2024,RS,,2024-01-31,HCS Reported Do Pass (H) - AYES: 10 NOES: 4 PRESENT: 0,H 412,7
HB2358,102nd,2024,RS,,2024-01-09,Introduced and Read First Time (H),H 243,1
HB2358,102nd,2024,RS,,2024-01-10,Read Second Time (H),H 252,2
HB2358,102nd,2024,RS,,2024-05-17,Referred: General Laws(H),H 2060,3
HB2359,102nd,2024,RS,,2024-01-09,Introduced and Read First Time (H),H 243,1
HB2359,102nd,2024,RS,,2024-01-10,Read Second Time (H),H 252,2
HB2359,102nd,2024,RS,,2024-05-17,Referred: General Laws(H),H 2060,3
HB2360,102nd,2024,RS,,2024-01-09,Introduced and Read First Time (H),H 243,1
HB2360,102nd,2024,RS,,2024-01-10,Read Second Time (H),H 252,2
HB2360,102nd,2024,RS,,2024-05-17,Referred: General Laws(H),H 2060,3
HB2361,102nd,2024,RS,,2024-01-09,Introduced and Read First Time (H),H 243,1
HB2361,102nd,2024,RS,,2024-01-10,Read Second Time (H),H 252,2
HB2361,102nd,2024,RS,,2024-05-17,Referred: Financial Institutions(H),H 2060,3
HB2362,102nd,2024,RS,,2024-01-09,Introduced and Read First Time (H),H 243,1
HB2362,102nd,2024,RS,,2024-01-10,Read Second Time (H),H 252,2
HB2362,102nd,2024,RS,,2024-04-18,Referred: General Laws(H),H 1453,3
HB2362,102nd,2024,RS,,2024-04-23,Public Hearing Completed (H),,4
HB2362,102nd,2024,RS,,2024-04-30,Executive Session Completed (H),,5
HB2362,102nd,2024,RS,,2024-04-30,Voted Do Pass (H),,6
HB2363,102nd,2024,RS,,2024-01-09,Introduced and Read First Time (H),H 243,1
HB2363,102nd,2024,RS,,2024-01-10,Read Second Time (H),H 252,2
HB2363,102nd,2024,RS,,2024-05-17,Referred: General Laws(H),H 2060,3
HB2364,102nd,2024,RS,,2024-01-09,Introduced and Read First Time (H),H 243,1
HB2364,102nd,2024,RS,,2024-01-10,Read Second Time (H),H 252,2
HB2364,102nd,2024,RS,,2024-02-08,Referred: Emerging Issues(H),H 493,3
HB2364,102nd,2024,RS,,2024-03-13,Public Hearing Completed (H),,4
HB2365,102nd,2024,RS,,2024-01-09,Introduced and Read First Time (H),H 243,1
HB2365,102nd,2024,RS,,2024-01-10,Read Second Time (H),H 252,2
HB2365,102nd,2024,RS,,2024-02-08,Referred: General Laws(H),H 493,3
HB2365,102nd,2024,RS,,2024-02-13,Public Hearing Completed (H),,4
HB2365,102nd,2024,RS,,2024-02-20,Executive Session Completed (H),,5
HB2365,102nd,2024,RS,,2024-02-20,HCS Voted Do Pass (H),,6
HB2365,102nd,2024,RS,,2024-02-21,HCS Reported Do Pass (H) - AYES: 12 NOES: 4 PRESENT: 0,H 615,7
HB2366,102nd,2024,RS,,2024-01-10,Introduced and Read First Time (H),H 249,1
HB2366,102nd,2024,RS,,2024-01-11,Read Second Time (H),H 259,2
HB2366,102nd,2024,RS,,2024-05-17,Referred: General Laws(H),H 2061,3
HB2367,102nd,2024,RS,,2024-01-10,Introduced and Read First Time (H),H 249,1
HB2367,102nd,2024,RS,,2024-01-11,Read Second Time (H),H 259,2
HB2367,102nd,2024,RS,,2024-02-01,Referred: Special Committee on Homeland Security(H),H 422,3
HB2367,102nd,2024,RS,,2024-02-12,Public Hearing Completed (H),,4
HB2367,102nd,2024,RS,,2024-02-19,Executive Session Completed (H),,5
HB2367,102nd,2024,RS,,2024-02-19,HCS Voted Do Pass (H),,6
HB2367,102nd,2024,RS,,2024-02-20,HCS Reported Do Pass (H) - AYES: 7 NOES: 3 PRESENT: 0,H 594,7
HB2368,102nd,2024,RS,,2024-01-10,Introduced and Read First Time (H),H 249,1
HB2368,102nd,2024,RS,,2024-01-11,Read Second Time (H),H 259,2
HB2368,102nd,2024,RS,,2024-05-17,Referred: General Laws(H),H 2061,3
HB2369,102nd,2024,RS,,2024-01-10,Introduced and Read First Time (H),H 249,1
HB2369,102nd,2024,RS,,2024-01-11,Read Second Time (H),H 259,2
HB2369,102nd,2024,RS,,2024-05-17,Referred: General Laws(H),H 2061,3
HB2370,102nd,2024,RS,,2024-01-10,Introduced and Read First Time (H),H 249,1
HB2370,102nd,2024,RS,,2024-01-11,Read Second Time (H),H 259,2
HB2370,102nd,2024,RS,,2024-05-17,Referred: General Laws(H),H 2061,3
HB2371,102nd,2024,RS,,2024-01-10,Introduced and Read First Time (H),H 249,1
HB2371,102nd,2024,RS,,2024-01-11,Read Second Time (H),H 259,2
HB2371,102nd,2024,RS,,2024-05-17,Referred: General Laws(H),H 2061,3
HB2372,102nd,2024,RS,,2024-01-10,Introduced and Read First Time (H),H 249,1
HB2372,102nd,2024,RS,,2024-01-11,Read Second Time (H),H 259,2
HB2372,102nd,2024,RS,,2024-05-17,Referred: General Laws(H),H 2061,3
HB2373,102nd,2024,RS,,2024-01-10,Introduced and Read First Time (H),H 249,1
HB2373,102nd,2024,RS,,2024-01-11,Read Second Time (H),H 259,2
HB2373,102nd,2024,RS,,2024-01-18,Referred: Government Efficiency and Downsizing(H),H 287,3
HB2373,102nd,2024,RS,,2024-01-31,Public Hearing Completed (H),,4
HB2373,102nd,2024,RS,,2024-02-14,Executive Session Completed (H),,5
HB2373,102nd,2024,RS,,2024-02-14,Voted Do Pass (H),,6
HB2374,102nd,2024,RS,,2024-01-10,Introduced and Read First Time (H),H 250,1
HB2374,102nd,2024,RS,,2024-01-11,Read Second Time (H),H 259,2
HB2374,102nd,2024,RS,,2024-05-17,Referred: General Laws(H),H 2061,3
HB2375,102nd,2024,RS,,2024-01-10,Introduced and Read First Time (H),H 250,1
HB2375,102nd,2024,RS,,2024-01-11,Read Second Time (H),H 259,2
HB2375,102nd,2024,RS,,2024-05-17,Referred: General Laws(H),H 2061,3
HB2376,102nd,2024,RS,,2024-01-10,Introduced and Read First Time (H),H 250,1
HB2376,102nd,2024,RS,,2024-01-11,Read Second Time (H),H 259,2
HB2376,102nd,2024,RS,,2024-02-15,Referred: Local Government(H),H 541,3
HB2376,102nd,2024,RS,,2024-03-05,"Public Hearing Scheduled, Bill not Heard (H)",,4
HB2376,102nd,2024,RS,,2024-03-12,Public Hearing Completed (H),,5
HB2377,102nd,2024,RS,,2024-01-10,Introduced and Read First Time (H),H 250,1
HB2377,102nd,2024,RS,,2024-01-11,Read Second Time (H),H 259,2
HB2377,102nd,2024,RS,,2024-02-15,Referred: Local Government(H),H 541,3
HB2378,102nd,2024,RS,,2024-01-10,Introduced and Read First Time (H),H 250,1
HB2378,102nd,2024,RS,,2024-01-11,Read Second Time (H),H 259,2
HB2378,102nd,2024,RS,,2024-02-08,Referred: Emerging Issues(H),H 493,3
HB2378,102nd,2024,RS,,2024-02-21,Public Hearing Completed (H),,4
HB2378,102nd,2024,RS,,2024-03-06,Action Postponed (H),,5
HB2378,102nd,2024,RS,,2024-03-27,Executive Session Completed (H),,6
HB2378,102nd,2024,RS,,2024-03-27,HCS Voted Do Pass (H),,7
HB2379,102nd,2024,RS,,2024-01-10,Introduced and Read First Time (H),H 250,1
HB2379,102nd,2024,RS,,2024-01-11,Read Second Time (H),H 259,2
HB2379,102nd,2024,RS,,2024-05-17,Referred: General Laws(H),H 2061,3
HB2380,102nd,2024,RS,,2024-01-10,Introduced and Read First Time (H),H 250,1
HB2380,102nd,2024,RS,,2024-01-11,Read Second Time (H),H 259,2
HB2380,102nd,2024,RS,,2024-01-11,Referred: Special Committee on Small Business(H),H 261,3
HB2380,102nd,2024,RS,,2024-01-17,Public Hearing Completed (H),,4
