bill_number,session,session_year,session_type,chamber,action_date,action,journal_page,order
HB2282,102nd,2024,RS,,2024-04-23,Public Hearing Held (S),,21
HB2283,102nd,2024,RS,,2024-01-04,Introduced and Read First Time (H),H 172,1
HB2283,102nd,2024,RS,,2024-01-05,Read Second Time (H),H 221,2
HB2283,102nd,2024,RS,,2024-05-17,Referred: General Laws(H),H 2060,3
HB2284,102nd,2024,RS,,2024-01-04,Introduced and Read First Time (H),H 172,1
HB2284,102nd,2024,RS,,2024-01-05,Read Second Time (H),H 221,2
HB2284,102nd,2024,RS,,2024-05-17,Referred: General Laws(H),H 2060,3
HB2285,102nd,2024,RS,,2024-01-04,Introduced and Read First Time (H),H 172,1
HB2285,102nd,2024,RS,,2024-01-05,Read Second Time (H),H 221,2
HB2285,102nd,2024,RS,,2024-05-17,Referred: General Laws(H),H 2060,3
HB2286,102nd,2024,RS,,2024-01-04,Introduced and Read First Time (H),H 172,1
HB2286,102nd,2024,RS,,2024-01-05,Read Second Time (H),H 221,2
HB2286,102nd,2024,RS,,2024-02-01,Referred: Rural Community Development(H),H 422,3
HB2286,102nd,2024,RS,,2024-02-12,Public Hearing Completed (H),,4
HB2286,102nd,2024,RS,,2024-02-26,Executive Session Completed (H),,5
HB2286,102nd,2024,RS,,2024-02-26,HCS Voted Do Pass - Consent (H),,6
HB2286,102nd,2024,RS,,2024-02-27,HCS Reported Do Pass by Consent (H) - AYES: 7 NOES: 0 PRESENT: 0,H 666,7
HB2286,102nd,2024,RS,,2024-02-27,Referred: Consent and House Procedure(H),H 666,8
HB2286,102nd,2024,RS,,2024-03-05,Executive Session Completed (H),,9
HB2286,102nd,2024,RS,,2024-03-05,Voted Do Pass - Consent (H),,10
HB2286,102nd,2024,RS,,2024-03-06,Reported Do Pass - Consent (H) - AYES: 5 NOES: 1 PRESENT: 0,H 790,11
HB2286,102nd,2024,RS,,2024-03-25,Perfected by Consent - Pursuant to House Rules (H),H 972,12
HB2286,102nd,2024,RS,,2024-03-27,Placed on the Informal Third Reading Calendar (H),H 1022,13
HB2286,102nd,2024,RS,,2024-04-15,Placed Back on Third Reading Calendar (H),H 1400,14
HB2286,102nd,2024,RS,,2024-04-16,Placed on the Informal Third Reading Calendar (H),H 1417,15
HB2286,102nd,2024,RS,,2024-05-02,Placed Back on Third Reading Calendar (H),H 1584,16
HB2286,102nd,2024,RS,,2024-05-06,Placed on the Informal Third Reading Calendar (H),H 1593,17
HB2287,102nd,2024,RS,,2024-01-04,Introduced and Read First Time (H),H 172,1
HB2287,102nd,2024,RS,,2024-01-05,Read Second Time (H),H 221,2
HB2287,102nd,2024,RS,,2024-01-18,Referred: Special Committee on Education Reform(H),H 287,3
HB2287,102nd,2024,RS,,2024-01-23,Public Hearing Completed (H),,4
HB2287,102nd,2024,RS,,2024-02-05,Executive Session Completed (H),,5
HB2287,102nd,2024,RS,,2024-02-05,Voted Do Pass (H),,6
HB2287,102nd,2024,RS,,2024-02-06,Reported Do Pass (H) - AYES: 9 NOES: 0 PRESENT: 0,H 456,7
HB2287,102nd,2024,RS,,2024-02-08,Referred: Rules - Legislative Oversight(H),H 494,8
HB2287,102nd,2024,RS,,2024-02-12,Executive Session Completed (H),,9
HB2287,102nd,2024,RS,,2024-02-12,Voted Do Pass (H),,10
HB2287,102nd,2024,RS,,2024-02-13,Reported Do Pass (H) - AYES: 9 NOES: 1 PRESENT: 0,H 524 - 525,11
HB2287,102nd,2024,RS,,2024-02-20,Placed on the Informal Perfection Calendar (H),H 580,12
HB2287,102nd,2024,RS,,2024-03-04,Taken Up for Perfection (H),H 737,13
HB2287,102nd,2024,RS,,2024-03-04,Title of Bill - Agreed To,H 737,14
HB2287,102nd,2024,RS,,2024-03-04,"Perfected with Amendments (H) - HA 1 to HA 1, HA 2 to HA 1 and HA 1, as amended, adopted",H 740,15
HB2287,102nd,2024,RS,,2024-03-05,Referred: Fiscal Review(H),H 770,16
HB2287,102nd,2024,RS,,2024-03-06,Executive Session Completed (H),,17
HB2287,102nd,2024,RS,,2024-03-06,Voted Do Pass (H),,18
HB2287,102nd,2024,RS,,2024-03-06,Reported Do Pass (H) - AYES: 4 NOES: 0 PRESENT: 0,H 791,19
HB2287,102nd,2024,RS,,2024-03-07,Placed on the Informal Third Reading Calendar (H),H 800,20
HB2287,102nd,2024,RS,,2024-03-07,Taken Up for Third Reading (H),H 803,21
HB2287,102nd,2024,RS,,2024-03-07,Third Read and Passed (H) - AYES: 144 NOES: 0 PRESENT: 0,H 803 - 804,22
HB2287,102nd,2024,RS,,2024-03-07,Reported to the Senate and First Read (S),S 479,23
HB2287,102nd,2024,RS,,2024-03-28,Second read and referred: Select Committee on Empowering Missouri Parents and Children(S),S 598,24
HB2287,102nd,2024,RS,,2024-04-02,"Public Hearing Scheduled (S) - Tuesday, April 2, 2024, 12:00 p.m., Joint Commitee Room 2 - AMENDED 2.",,25
HB2287,102nd,2024,RS,,2024-04-02,Public Hearing Held (S),,26
HB2287,102nd,2024,RS,,2024-04-04,Executive Session Held (S),,27
HB2287,102nd,2024,RS,,2024-04-04,Voted Do Pass (S),,28
HB2287,102nd,2024,RS,,2024-04-04,Reported Do Pass (S),S 629,29
HB2287,102nd,2024,RS,,2024-04-08,Referred: Fiscal Oversight(S),S 648,30
HB2287,102nd,2024,RS,,2024-04-09,"Executive Session Scheduled - Thursday, April 11, 2024, 8:30 a.m., Senate Committee Room 1",,31
HB2287,102nd,2024,RS,,2024-04-11,Executive Session Held (S),,32
HB2287,102nd,2024,RS,,2024-04-11,Voted Do Pass (S),,33
HB2287,102nd,2024,RS,,2024-04-15,Reported Do Pass (S),S 681,34
HB2287,102nd,2024,RS,,2024-04-17,Taken Up for Third Reading (S),S 698,35
HB2287,102nd,2024,RS,,2024-04-17,SS Offered,S 698,36
HB2287,102nd,2024,RS,,2024-04-17,SS Adopted (S),S 706,37
HB2287,102nd,2024,RS,,2024-04-17,Third Read and Passed (S) - AYES: 27 NOES: 4 PRESENT: 0,S 706 - 707,38
HB2287,102nd,2024,RS,,2024-04-18,Reported to the House with... (H) - SS,H 1442,39
HB2287,102nd,2024,RS,,2024-04-18,Referred: Fiscal Review(H),H 1443,40
HB2287,102nd,2024,RS,,2024-04-18,Executive Session Completed (H),,41
HB2287,102nd,2024,RS,,2024-04-18,Voted Do Pass (H),,42
HB2287,102nd,2024,RS,,2024-04-18,Reported Do Pass (H) - AYES: 5 NOES: 2 PRESENT: 0,H 1444,43
HB2287,102nd,2024,RS,,2024-04-18,Taken Up,H 1447,44
HB2287,102nd,2024,RS,,2024-04-18,House Adopts (H) - SS AYES: 106 NOES: 34 PRESENT: 9,H 1448 - 1449,45
HB2287,102nd,2024,RS,,2024-04-18,Truly Agreed To and Finally Passed - AYES: 105 NOES: 32 PRESENT: 12,H 1449,46
HB2287,102nd,2024,RS,,2024-04-22,House Message (H),S 719,47
HB2287,102nd,2024,RS,,2024-04-24,Signed by House Speaker (H),H 1495,48
HB2287,102nd,2024,RS,,2024-04-25,Signed by President Pro Tem (S),S 758,49
HB2287,102nd,2024,RS,,2024-04-25,Delivered to Governor,H 1526,50
HB2287,102nd,2024,RS,,2024-05-08,Approved by Governor (G),H 1726 - 1727,51
HB2287,102nd,2024,RS,,2024-05-08,Delivered to Secretary of State (G),H 1727,52
HB2288,102nd,2024,RS,,2024-01-04,Introduced and Read First Time (H),H 172,1
HB2288,102nd,2024,RS,,2024-01-05,Read Second Time (H),H 221,2
HB2288,102nd,2024,RS,,2024-01-18,Referred: Pensions(H),H 287,3
HB2288,102nd,2024,RS,,2024-01-30,Public Hearing Completed (H),,4
HB2288,102nd,2024,RS,,2024-02-06,Executive Session Completed (H),,5
HB2288,102nd,2024,RS,,2024-02-06,Voted Do Pass (H),,6
HB2289,102nd,2024,RS,,2024-01-04,Introduced and Read First Time (H),H 172,1
HB2289,102nd,2024,RS,,2024-01-05,Read Second Time (H),H 221,2
HB2289,102nd,2024,RS,,2024-01-25,Referred: Transportation Accountability(H),H 341,3
HB2289,102nd,2024,RS,,2024-02-08,"Public Hearing Scheduled, Bill not Heard (H)",,4
HB2290,102nd,2024,RS,,2024-01-04,Introduced and Read First Time (H),H 172,1
HB2290,102nd,2024,RS,,2024-01-05,Read Second Time (H),H 221,2
HB2290,102nd,2024,RS,,2024-01-11,Referred: Local Government(H),H 261,3
HB2290,102nd,2024,RS,,2024-01-23,"Public Hearing Scheduled, Bill not Heard (H)",,4
HB2290,102nd,2024,RS,,2024-02-06,Public Hearing Completed (H),,5
HB2291,102nd,2024,RS,,2024-01-04,Introduced and Read First Time (H),H 173,1
HB2291,102nd,2024,RS,,2024-01-05,Read Second Time (H),H 221,2
HB2291,102nd,2024,RS,,2024-01-05,Referred: General Laws(H),H 223,3
HB2291,102nd,2024,RS,,2024-01-09,Public Hearing Completed (H),,4
HB2291,102nd,2024,RS,,2024-01-30,Executive Session Completed (H),,5
HB2291,102nd,2024,RS,,2024-01-30,Voted Do Pass (H),,6
HB2291,102nd,2024,RS,,2024-01-31,Reported Do Pass (H) - AYES: 11 NOES: 5 PRESENT: 0,H 412,7
HB2291,102nd,2024,RS,,2024-02-01,Referred: Rules - Regulatory Oversight(H),H 425,8
HB2291,102nd,2024,RS,,2024-02-05,Executive Session Completed (H),,9
HB2291,102nd,2024,RS,,2024-02-05,Voted Do Pass (H),,10
HB2291,102nd,2024,RS,,2024-02-06,Reported Do Pass (H) - AYES: 6 NOES: 3 PRESENT: 0,H 457,11
HB2291,102nd,2024,RS,,2024-02-20,Placed on the Informal Perfection Calendar (H),H 580,12
HB2291,102nd,2024,RS,,2024-03-06,Placed Back on Formal Perfection Calendar (H),H 780,13
HB2291,102nd,2024,RS,,2024-03-11,Placed on the Informal Perfection Calendar (H),H 833,14
HB2291,102nd,2024,RS,,2024-03-26,Placed Back on Formal Perfection Calendar (H),H 989,15
HB2291,102nd,2024,RS,,2024-04-03,Placed on the Informal Perfection Calendar (H),H 1197,16
HB2291,102nd,2024,RS,,2024-04-15,Placed Back on Formal Perfection Calendar (H),H 1400,17
HB2291,102nd,2024,RS,,2024-04-16,Placed on the Informal Perfection Calendar (H),H 1412,18
HB2291,102nd,2024,RS,,2024-05-02,Placed Back on Formal Perfection Calendar (H),H 1584,19
HB2291,102nd,2024,RS,,2024-05-07,Placed on the Informal Perfection Calendar (H),H 1663,20
HB2292,102nd,2024,RS,,2024-01-04,Introduced and Read First Time (H),H 173,1
HB2292,102nd,2024,RS,,2024-01-05,Read Second Time (H),H 221,2
HB2292,102nd,2024,RS,,2024-01-25,Referred: General Laws(H),H 341,3
HB2292,102nd,2024,RS,,2024-04-04,Re-referred to Committee: Local Government(H),H 1300,4
HB2292,102nd,2024,RS,,2024-04-16,Public Hearing Completed (H),,5
HB2292,102nd,2024,RS,,2024-04-23,Executive Session Completed (H),,6
HB2292,102nd,2024,RS,,2024-04-23,Voted Do Pass (H),,7
HB2293,102nd,2024,RS,,2024-01-04,Introduced and Read First Time (H),H 173,1
HB2293,102nd,2024,RS,,2024-01-05,Read Second Time (H),H 221,2
HB2293,102nd,2024,RS,,2024-05-17,Referred: General Laws(H),H 2060,3
HB2294,102nd,2024,RS,,2024-01-04,Introduced and Read First Time (H),H 173,1
HB2294,102nd,2024,RS,,2024-01-05,Read Second Time (H),H 221,2
HB2294,102nd,2024,RS,,2024-05-17,Referred: General Laws(H),H 2060,3
HB2295,102nd,2024,RS,,2024-01-04,Introduced and Read First Time (H),H 173,1
HB2295,102nd,2024,RS,,2024-01-05,Read Second Time (H),H 221,2
HB2295,102nd,2024,RS,,2024-05-17,Referred: General Laws(H),H 2060,3
HB2296,102nd,2024,RS,,2024-01-04,Introduced and Read First Time (H),H 173,1
HB2296,102nd,2024,RS,,2024-01-05,Read Second Time (H),H 221,2
HB2296,102nd,2024,RS,,2024-05-17,Referred: General Laws(H),H 2060,3
HB2297,102nd,2024,RS,,2024-01-04,Introduced and Read First Time (H),H 173,1
HB2297,102nd,2024,RS,,2024-01-05,Read Second Time (H),H 221,2
HB2297,102nd,2024,RS,,2024-05-17,Referred: General Laws(H),H 2060,3
HB2298,102nd,2024,RS,,2024-01-04,Introduced and Read First Time (H),H 173,1
HB2298,102nd,2024,RS,,2024-01-05,Read Second Time (H),H 221,2
HB2298,102nd,2024,RS,,2024-05-17,Referred: General Laws(H),H 2060,3
HB2299,102nd,2024,RS,,2024-01-04,Introduced and Read First Time (H),H 173,1
HB2299,102nd,2024,RS,,2024-01-05,Read Second Time (H),H 221,2
HB2299,102nd,2024,RS,,2024-05-17,Referred: General Laws(H),H 2060,3
HB2300,102nd,2024,RS,,2024-01-04,Introduced and Read First Time (H),H 173,1
HB2300,102nd,2024,RS,,2024-01-05,Read Second Time (H),H 221,2
HB2300,102nd,2024,RS,,2024-05-17,Referred: General Laws(H),H 2060,3
HB2301,102nd,2024,RS,,2024-01-04,Introduced and Read First Time (H),H 173,1
HB2301,102nd,2024,RS,,2024-01-05,Read Second Time (H),H 221,2
HB2301,102nd,2024,RS,,2024-01-05,Referred: Special Committee on Government Accountability(H),H 223,3
HB2301,102nd,2024,RS,,2024-02-12,Public Hearing Completed (H),,4
HB2301,102nd,2024,RS,,2024-02-19,Executive Session Completed (H),,5
HB2301,102nd,2024,RS,,2024-02-19,Voted Do Pass (H),,6
HB2302,102nd,2024,RS,,2024-01-04,Introduced and Read First Time (H),H 173,1
HB2302,102nd,2024,RS,,2024-01-05,Read Second Time (H),H 221,2
HB2302,102nd,2024,RS,,2024-05-17,Referred: General Laws(H),H 2060,3
HB2303,102nd,2024,RS,,2024-01-05,Introduced and Read First Time (H),H 219,1
HB2303,102nd,2024,RS,,2024-01-08,Read Second Time (H),H 236,2
HB2303,102nd,2024,RS,,2024-05-17,Referred: General Laws(H),H 2060,3
HB2304,102nd,2024,RS,,2024-01-05,Introduced and Read First Time (H),H 219,1
HB2304,102nd,2024,RS,,2024-01-08,Read Second Time (H),H 236,2
HB2304,102nd,2024,RS,,2024-02-29,Referred: Transportation Infrastructure(H),H 707,3
HB2304,102nd,2024,RS,,2024-03-06,Public Hearing Completed (H),,4
HB2304,102nd,2024,RS,,2024-03-13,Executive Session Completed (H),,5
HB2304,102nd,2024,RS,,2024-03-13,Voted Do Pass (H),,6
HB2305,102nd,2024,RS,,2024-01-05,Introduced and Read First Time (H),H 219,1
HB2305,102nd,2024,RS,,2024-01-08,Read Second Time (H),H 236,2
HB2305,102nd,2024,RS,,2024-05-17,Referred: General Laws(H),H 2060,3
HB2306,102nd,2024,RS,,2024-01-05,Introduced and Read First Time (H),H 219,1
HB2306,102nd,2024,RS,,2024-01-08,Read Second Time (H),H 236,2
HB2306,102nd,2024,RS,,2024-05-17,Referred: General Laws(H),H 2060,3
HB2307,102nd,2024,RS,,2024-01-05,Introduced and Read First Time (H),H 219,1
HB2307,102nd,2024,RS,,2024-01-08,Read Second Time (H),H 236,2
HB2307,102nd,2024,RS,,2024-02-08,Referred: Children and Families(H),H 493,3
HB2307,102nd,2024,RS,,2024-02-13,Public Hearing Completed (H),,4
HB2307,102nd,2024,RS,,2024-03-26,Executive Session Continued,,5
HB2307,102nd,2024,RS,,2024-03-26,Action Postponed (H),,6
HB2307,102nd,2024,RS,,2024-04-02,Executive Session Completed (H),,7
HB2307,102nd,2024,RS,,2024-04-02,HCS Voted Do Pass (H),,8
HB2308,102nd,2024,RS,,2024-01-05,Introduced and Read First Time (H),H 219,1
HB2308,102nd,2024,RS,,2024-01-08,Read Second Time (H),H 236,2
HB2308,102nd,2024,RS,,2024-01-11,Referred: Emerging Issues(H),H 261,3
HB2308,102nd,2024,RS,,2024-01-17,Public Hearing Completed (H),,4
HB2308,102nd,2024,RS,,2024-01-24,Action Postponed (H),,5
HB2309,102nd,2024,RS,,2024-01-05,Introduced and Read First Time (H),H 219,1
HB2309,102nd,2024,RS,,2024-01-08,Read Second Time (H),H 236,2
HB2309,102nd,2024,RS,,2024-01-11,Referred: Emerging Issues(H),H 261,3
HB2309,102nd,2024,RS,,2024-01-17,Public Hearing Completed (H),,4
HB2309,102nd,2024,RS,,2024-01-24,Action Postponed (H),,5
HB2309,102nd,2024,RS,,2024-02-28,Executive Session Completed (H),,6
HB2309,102nd,2024,RS,,2024-02-28,HCS Voted Do Pass (H),,7
HB2310,102nd,2024,RS,,2024-01-08,Introduced and Read First Time (H),H 234,1
HB2310,102nd,2024,RS,,2024-01-09,Read Second Time (H),H 244,2
HB2310,102nd,2024,RS,,2024-01-18,Referred: General Laws(H),H 287,3
HB2310,102nd,2024,RS,,2024-01-23,Public Hearing Completed (H),,4
HB2310,102nd,2024,RS,,2024-02-27,Executive Session Completed (H),,5
HB2310,102nd,2024,RS,,2024-02-27,HCS Voted Do Pass (H),,6
HB2310,102nd,2024,RS,,2024-02-28,HCS Reported Do Pass (H) - AYES: 15 NOES: 0 PRESENT: 0,H 685,7
HB2310,102nd,2024,RS,,2024-02-29,Referred: Rules - Administrative Oversight(H),H 712,8
HB2310,102nd,2024,RS,,2024-03-04,Executive Session Completed (H),,9
HB2310,102nd,2024,RS,,2024-03-04,Voted Do Pass (H),,10
HB2310,102nd,2024,RS,,2024-03-04,Reported Do Pass (H) - AYES: 9 NOES: 0 PRESENT: 0,H 742,11
HB2310,102nd,2024,RS,,2024-03-06,Placed on the Informal Perfection Calendar (H),H 780,12
HB2310,102nd,2024,RS,,2024-03-26,Placed Back on Formal Perfection Calendar (H),H 989,13
HB2310,102nd,2024,RS,,2024-04-03,Placed on the Informal Perfection Calendar (H),H 1197,14
HB2310,102nd,2024,RS,,2024-04-03,Taken Up for Perfection (H),H 1197,15
HB2310,102nd,2024,RS,,2024-04-03,Title of Bill - Agreed To,H 1197,16
HB2310,102nd,2024,RS,,2024-04-03,HCS Adopted (H),H 1197,17
HB2310,102nd,2024,RS,,2024-04-03,Perfected (H),H 1197,18
HB2310,102nd,2024,RS,,2024-04-04,Referred: Fiscal Review(H),H 1299,19
HB2310,102nd,2024,RS,,2024-04-09,Executive Session Completed (H),,20
HB2310,102nd,2024,RS,,2024-04-09,Voted Do Pass (H),,21
HB2310,102nd,2024,RS,,2024-04-09,Reported Do Pass (H) - AYES: 7 NOES: 0 PRESENT: 0,H 1329,22
HB2310,102nd,2024,RS,,2024-04-15,Placed on the Informal Third Reading Calendar (H),H 1384,23
HB2310,102nd,2024,RS,,2024-04-15,Taken Up for Third Reading (H),H 1393,24
HB2310,102nd,2024,RS,,2024-04-15,Third Read and Passed (H) - AYES: 152 NOES: 0 PRESENT: 4,H 1393,25
HB2310,102nd,2024,RS,,2024-04-15,Reported to the Senate and First Read (S),S 686,26
HB2310,102nd,2024,RS,,2024-04-22,Second read and referred: Select Committee on Empowering Missouri Parents and Children(S),S 726,27
HB2310,102nd,2024,RS,,2024-04-29,"Public Hearing Scheduled (S) - Tuesday, April 30, 2024, 8:00 a.m., Senate Lounge.",,28
HB2310,102nd,2024,RS,,2024-04-30,Public Hearing Held (S),,29
HB2310,102nd,2024,RS,,2024-04-30,Executive Session Held (S),,30
HB2310,102nd,2024,RS,,2024-04-30,Voted Do Pass (S),,31
HB2311,102nd,2024,RS,,2024-01-08,Introduced and Read First Time (H),H 234,1
HB2311,102nd,2024,RS,,2024-01-09,Read Second Time (H),H 244,2
HB2311,102nd,2024,RS,,2024-05-17,Referred: General Laws(H),H 2060,3
HB2312,102nd,2024,RS,,2024-01-08,Introduced and Read First Time (H),H 235,1
HB2312,102nd,2024,RS,,2024-01-09,Read Second Time (H),H 244,2
HB2312,102nd,2024,RS,,2024-05-17,Referred: General Laws(H),H 2060,3
HB2313,102nd,2024,RS,,2024-01-08,Introduced and Read First Time (H),H 235,1
HB2313,102nd,2024,RS,,2024-01-09,Read Second Time (H),H 244,2
HB2313,102nd,2024,RS,,2024-01-30,Referred: Higher Education(H),H 398,3
HB2313,102nd,2024,RS,,2024-02-07,Public Hearing Completed (H),,4
HB2314,102nd,2024,RS,,2024-01-08,Introduced and Read First Time (H),H 235,1
HB2314,102nd,2024,RS,,2024-01-09,Read Second Time (H),H 244,2
HB2314,102nd,2024,RS,,2024-02-08,Referred: General Laws(H),H 493,3
HB2314,102nd,2024,RS,,2024-02-20,Public Hearing Completed (H),,4
HB2314,102nd,2024,RS,,2024-03-05,Executive Session Completed (H),,5
HB2314,102nd,2024,RS,,2024-03-05,HCS Voted Do Pass (H),,6
HB2314,102nd,2024,RS,,2024-03-07,HCS Reported Do Pass (H) - AYES: 15 NOES: 0 PRESENT: 0,H 817,7
HB2314,102nd,2024,RS,,2024-03-14,Referred: Rules - Administrative Oversight(H),H 949,8
HB2314,102nd,2024,RS,,2024-03-25,Executive Session Completed (H),,9
HB2314,102nd,2024,RS,,2024-03-25,Voted Do Pass (H),,10
HB2314,102nd,2024,RS,,2024-03-25,Reported Do Pass (H) - AYES: 9 NOES: 0 PRESENT: 0,H 970,11
HB2314,102nd,2024,RS,,2024-04-16,Placed on the Informal Perfection Calendar (H),H 1412,12
HB2314,102nd,2024,RS,,2024-05-02,Placed Back on Formal Perfection Calendar (H),H 1584,13
HB2314,102nd,2024,RS,,2024-05-07,Placed on the Informal Perfection Calendar (H),H 1663,14
HB2315,102nd,2024,RS,,2024-01-08,Introduced and Read First Time (H),H 235,1
HB2315,102nd,2024,RS,,2024-01-09,Read Second Time (H),H 244,2
HB2315,102nd,2024,RS,,2024-05-17,Referred: General Laws(H),H 2060,3
HB2316,102nd,2024,RS,,2024-01-08,Introduced and Read First Time (H),H 235,1
HB2316,102nd,2024,RS,,2024-01-09,Read Second Time (H),H 244,2
HB2316,102nd,2024,RS,,2024-02-22,Referred: Insurance Policy(H),H 631,3
HB2316,102nd,2024,RS,,2024-02-28,Public Hearing Completed (H),,4
HB2316,102nd,2024,RS,,2024-03-06,Executive Session Completed (H),,5
HB2316,102nd,2024,RS,,2024-03-06,HCS Voted Do Pass (H),,6
HB2317,102nd,2024,RS,,2024-01-08,Introduced and Read First Time (H),H 235,1
HB2317,102nd,2024,RS,,2024-01-09,Read Second Time (H),H 244,2
HB2317,102nd,2024,RS,,2024-02-29,Referred: Special Committee on Government Accountability(H),H 708,3
HB2317,102nd,2024,RS,,2024-04-03,Public Hearing Completed (H),,4
HB2317,102nd,2024,RS,,2024-04-09,Executive Session Completed (H),,5
HB2317,102nd,2024,RS,,2024-04-09,HCS Voted Do Pass (H),,6
HB2317,102nd,2024,RS,,2024-04-24,HCS Reported Do Pass (H) - AYES: 15 NOES: 0 PRESENT: 0,H 1513,7
HB2317,102nd,2024,RS,,2024-04-25,Referred: Rules - Legislative Oversight(H),H 1529,8
HB2317,102nd,2024,RS,,2024-04-29,Executive Session Completed (H),,9
HB2317,102nd,2024,RS,,2024-04-29,Voted Do Pass (H),,10
HB2317,102nd,2024,RS,,2024-04-29,Reported Do Pass (H) - AYES: 9 NOES: 0 PRESENT: 0,H 1539,11
HB2317,102nd,2024,RS,,2024-05-01,Placed on the Informal Perfection Calendar (H),H 1566,12
HB2317,102nd,2024,RS,,2024-05-16,Dropped from Calendar - Pursuant to House Rules (H),H 2018,13
HB2318,102nd,2024,RS,,2024-01-08,Introduced and Read First Time (H),H 235,1
HB2318,102nd,2024,RS,,2024-01-09,Read Second Time (H),H 244,2
HB2318,102nd,2024,RS,,2024-05-17,Referred: General Laws(H),H 2060,3
HB2319,102nd,2024,RS,,2024-01-08,Introduced and Read First Time (H),H 235,1
HB2319,102nd,2024,RS,,2024-01-09,Read Second Time (H),H 244,2
HB2319,102nd,2024,RS,,2024-01-25,Referred: Government Efficiency and Downsizing(H),H 341,3
HB2319,102nd,2024,RS,,2024-01-31,Public Hearing Completed (H),,4
HB2319,102nd,2024,RS,,2024-02-14,Executive Session Completed (H),,5
HB2319,102nd,2024,RS,,2024-02-14,HCS Voted Do Pass (H),,6
HB2319,102nd,2024,RS,,2024-03-13,HCS Reported Do Pass (H) - AYES: 9 NOES: 0 PRESENT: 1,H 924,7
HB2319,102nd,2024,RS,,2024-03-14,Referred: Rules - Legislative Oversight(H),H 949,8
HB2319,102nd,2024,RS,,2024-03-25,Executive Session Completed (H),,9
HB2319,102nd,2024,RS,,2024-03-25,Voted Do Pass (H),,10
HB2319,102nd,2024,RS,,2024-03-25,Reported Do Pass (H) - AYES: 6 NOES: 1 PRESENT: 1,H 971,11
HB2319,102nd,2024,RS,,2024-04-03,Placed on the Informal Perfection Calendar (H),H 1197,12
HB2319,102nd,2024,RS,,2024-04-15,Placed Back on Formal Perfection Calendar (H),H 1400,13
HB2319,102nd,2024,RS,,2024-04-16,Placed on the Informal Perfection Calendar (H),H 1413,14
HB2319,102nd,2024,RS,,2024-05-02,Placed Back on Formal Perfection Calendar (H),H 1584,15
HB2320,102nd,2024,RS,,2024-01-08,Introduced and Read First Time (H),H 235,1
HB2320,102nd,2024,RS,,2024-01-09,Read Second Time (H),H 244,2
HB2320,102nd,2024,RS,,2024-01-25,Referred: Special Committee on Tourism(H),H 341,3
HB2320,102nd,2024,RS,,2024-01-30,Public Hearing Completed (H),,4
HB2320,102nd,2024,RS,,2024-02-06,Executive Session Completed (H),,5
HB2320,102nd,2024,RS,,2024-02-06,Voted Do Pass (H),,6
HB2320,102nd,2024,RS,,2024-02-07,Reported Do Pass (H) - AYES: 9 NOES: 0 PRESENT: 0,H 475,7
HB2320,102nd,2024,RS,,2024-02-08,Referred: Rules - Regulatory Oversight(H),H 494,8
HB2320,102nd,2024,RS,,2024-02-12,Executive Session Completed (H),,9
HB2320,102nd,2024,RS,,2024-02-12,Voted Do Pass (H),,10
HB2320,102nd,2024,RS,,2024-02-15,Reported Do Pass (H) - AYES: 8 NOES: 0 PRESENT: 0,H 544,11
HB2320,102nd,2024,RS,,2024-03-04,Placed on the Informal Perfection Calendar (H),H 740,12
HB2320,102nd,2024,RS,,2024-03-12,Taken Up for Perfection (H),H 882,13
HB2320,102nd,2024,RS,,2024-03-12,Title of Bill - Agreed To,H 882,14
HB2320,102nd,2024,RS,,2024-03-12,Perfected (H),H 883,15
HB2320,102nd,2024,RS,,2024-03-27,Placed on the Informal Third Reading Calendar (H),H 998,16
HB2320,102nd,2024,RS,,2024-03-27,Taken Up for Third Reading (H),H 1016,17
HB2320,102nd,2024,RS,,2024-03-27,Third Read and Passed (H) - AYES: 107 NOES: 27 PRESENT: 9,H 1016 - 1017,18
HB2320,102nd,2024,RS,,2024-03-27,Reported to the Senate and First Read (S),S 585,19
HB2320,102nd,2024,RS,,2024-04-18,Second read and referred: Progress and Development(S),S 714,20
HB2321,102nd,2024,RS,,2024-01-08,Introduced and Read First Time (H),H 235,1
HB2321,102nd,2024,RS,,2024-01-09,Read Second Time (H),H 244,2
HB2321,102nd,2024,RS,,2024-01-18,Referred: Special Committee on Tourism(H),H 287,3
HB2321,102nd,2024,RS,,2024-02-06,Public Hearing Completed (H),,4
HB2321,102nd,2024,RS,,2024-02-13,Executive Session Completed (H),,5
HB2321,102nd,2024,RS,,2024-02-13,Voted Do Pass (H),,6
HB2322,102nd,2024,RS,,2024-01-08,Introduced and Read First Time (H),H 235,1
HB2322,102nd,2024,RS,,2024-01-09,Read Second Time (H),H 244,2
HB2322,102nd,2024,RS,,2024-01-11,Referred: Professional Registration and Licensing(H),H 261,3
HB2322,102nd,2024,RS,,2024-01-23,Public Hearing Completed (H),,4
HB2322,102nd,2024,RS,,2024-02-13,Executive Session Completed (H),,5
HB2322,102nd,2024,RS,,2024-02-13,HCS Voted Do Pass (H),,6
HB2322,102nd,2024,RS,,2024-02-14,HCS Reported Do Pass (H) - AYES: 13 NOES: 0 PRESENT: 0,H 532,7
HB2322,102nd,2024,RS,,2024-02-22,Referred: Rules - Legislative Oversight(H),H 635,8
HB2322,102nd,2024,RS,,2024-02-26,Executive Session Completed (H),,9
