bill_number,session_year,session_type,sponsors,title,status,comm_reports,bill_url
HM0052,2023,RS,"Stefani Lord; William ""Bill"" R. Rehm; Jenifer Jones; David M. Gallegos",STUDY PRENATAL SUBSTANCE EXPOSURE,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=M&legNo=52&year=23
HM0053,2023,RS,Harry Garcia; Joseph L. Sanchez; Eliseo Lee Alcon; Debra M. Sariñana; Alan T. Martinez,"""MILITARY & VETERANS DAY""",Signed,,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=M&legNo=53&year=23
HM0054,2023,RS,Rod Montoya; Luis M. Terrazas; Tanya Mirabal Moya; Martin R. Zamora; John Block,"RESTRICT ""LATINX"" USE IN SCHOOLS",Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=M&legNo=54&year=23
HM0055,2023,RS,Gail Chasey; Javier Martínez; Raymundo Lara; Reena Szczepanski,SUPPORT UKRAINE,Signed,HGEIC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=M&legNo=55&year=23
HM0056,2023,RS,Joy Garratt,STUDY HIGH SCHOOL START TIMES,Signed,HEC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=M&legNo=56&year=23
HM0057,2023,RS,Cathrynn N. Brown; Jenifer Jones; Harlan Vincent; Andrea Reeb; Rod Montoya,IMPORTANCE OF BIOLOGICAL MALES & FEMALES,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=M&legNo=57&year=23
HM0058,2023,RS,Cathrynn N. Brown,"CAL RIPKEN, SR. FOUNDATION",Signed,,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=M&legNo=58&year=23
HM0059,2023,RS,Cathrynn N. Brown,STUDY CAPPING ABANDONED WATER WELLS,Signed,HAAWC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=M&legNo=59&year=23
HM0060,2023,RS,Matthew McQueen,MIDDLE RIO GRANDE COMPACT,Died (API.),HAAWC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=M&legNo=60&year=23
HM0061,2023,RS,Andrea Reeb; Martin R. Zamora; Jack Chatfield,TEXICO MIDDLE SCHOOL- BLUE RIBBON SCHOOL,Signed,,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=M&legNo=61&year=23
HM0062,2023,RS,"Elizabeth ""Liz"" Thomson; Anthony Allison","""PUBLIC HEALTH DAY""",Signed,,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=M&legNo=62&year=23
HM0063,2023,RS,Cynthia Borrego,ABQ METRO ARROYO FLOOD CONTROL AUTHORITY,Signed,,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=M&legNo=63&year=23
HM0064,2023,RS,Rod Montoya; William E. Sharer; Crystal R. Brantley; James G. Townsend; Stefani Lord,STUDY LEGISLATIVE PROCESS REFORM,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=M&legNo=64&year=23
HM0065,2023,RS,Janelle Anyanonu,"""90TH ANNIVERSARY OF THE NEW DEAL DAY""",Signed,,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=M&legNo=65&year=23
HM0066,2023,RS,Art De La Cruz,"""FENTANYL AWARENESS DAY""",Signed,,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=M&legNo=66&year=23
HM0067,2023,RS,Rod Montoya; T. Ryan Lane; Anthony Allison; Mark Duncan,"""NEW MEXICO TRIO PROGRAMS DAY""",Signed,,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=M&legNo=67&year=23
HM0068,2023,RS,"Christine Trujillo; Yanira Gurrola; Joy Garratt; Elizabeth ""Liz"" Thomson; Reena Szczepanski",SCHOOL HUMAN TRAFFICKING AWARENESS TRAINING,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=M&legNo=68&year=23
HM0069,2023,RS,Pamelya Herndon,GENOCIDE & SLAVERY TEACHING TASK FORCE,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=M&legNo=69&year=23
HM0070,2023,RS,Marian Matthews,"REP. WILLIAM WARREN, IN HONOR",Signed,,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=M&legNo=70&year=23
HM0071,2023,RS,James G. Townsend; Larry R. Scott; Jimmy Mason; Harry Garcia,STUDY RARE EARTH MINERAL AMOUNTS,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=M&legNo=71&year=23
HM0072,2023,RS,James G. Townsend; Larry R. Scott,FISCAL YEAR 2034 BUDGET DEFICITS,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=M&legNo=72&year=23
HM0073,2023,RS,"William ""Bill"" R. Rehm",STUDY 4 CORNERS NUCLEAR POWER PLANT,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=M&legNo=73&year=23
HM0074,2023,RS,"William ""Bill"" R. Rehm",STREAMLINE DWI PAPERWORK,Signed,HJC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=M&legNo=74&year=23
HM0075,2023,RS,Stefani Lord,CYFD STRUCTURED DECISION-MAKING STUDY,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=M&legNo=75&year=23
HM0076,2023,RS,John Block; Mark Duncan; Alan T. Martinez; Stefani Lord; Jimmy Mason,"""IRISH-AMERICAN DAY""",Signed,,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=M&legNo=76&year=23
HM0077,2023,RS,Andrea Romero; Tara L. Lujan; Linda Serrato; Reena Szczepanski,"""NEW MEXICO TEACHER OF THE YEAR DAY""",Signed,,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=M&legNo=77&year=23
HM0078,2023,RS,Brian G. Baca,"""NEW MEXICO ATHLETIC TRAINERS DAY""",Signed,,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=M&legNo=78&year=23
HM0079,2023,RS,Eliseo Lee Alcon,"""MOUNT TAYLOR QUADRATHLON DAY""",Signed,,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=M&legNo=79&year=23
HM0080,2023,RS,Cathrynn N. Brown,"TYLER FINCH, IN RECOGNITION",Signed,,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=M&legNo=80&year=23
HM0081,2023,RS,Charlotte Little; Joy Garratt; Cynthia Borrego; Harold Pope; Joshua Hernandez,STUDY UNSER BLVD. IMPROVEMENTS,Signed,HTPWC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=M&legNo=81&year=23
HM0082,2023,RS,Alan T. Martinez; Mark Duncan; Debra M. Sariñana; Harry Garcia; Eliseo Lee Alcon,"PURPLE HEART RECIPIENTS, IN RECOGNITION",Signed,,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=M&legNo=82&year=23
HM0083,2023,RS,Pamelya Herndon,WORKERS' COMP ATTORNEY FEES TASK FORCE,Signed,HGEIC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=M&legNo=83&year=23
HM0084,2023,RS,Joseph L. Sanchez,IMPORTANCE OF WATER IN TAOS & QUESTA,Signed,,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=M&legNo=84&year=23
HM0085,2023,RS,Art De La Cruz; Dayan Hochman-Vigil,DEPT. OF TRANS VISION ZERO PLAN,Signed,,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=M&legNo=85&year=23
SB0001,2023,RS,"Peter Wirth; Elizabeth ""Liz"" Stefanics; Susan K. Herrera",REGIONAL WATER SYSTEM RESILIENCY,Chaptered,SCONC Committee Report; SJC Committee Report; HAAWC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=1&year=23
SB0002,2023,RS,Joseph Cervantes; George K. Muñoz; Dayan Hochman-Vigil,JUDICIAL SALARY INCREASES,Vetoed,SJC Committee Report; SFC Committee Report; HAFC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=2&year=23
SB0003,2023,RS,Mimi Stewart; Siah Correa Hemphill,FAMILY INCOME INDEX DISTRIBUTIONS FLEXIBILITY,Chaptered,SEC Committee Report; SFC Committee Report; HEC Committee Report; HAFC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=3&year=23
SB0004,2023,RS,Michael Padilla; Leo Jaramillo,HEALTHY UNIVERSAL SCHOOL MEALS,Chaptered,SEC Committee Report; SFC Committee Report; HEC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=4&year=23
SB0005,2023,RS,"Elizabeth ""Liz"" Stefanics; Elizabeth ""Liz"" Thomson",PUBLIC HEALTH AND CLIMATE RESILIENCY,Died (API.),SHPAC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=5&year=23
SB0006,2023,RS,"Pete Campos; Ambrose Castellano; Joseph L. Sanchez; Elizabeth ""Liz"" Stefanics",HERMITS PEAK-CALF CANYON FIRE RECOVERY FUNDS,Chaptered,SCONC Committee Report; SFC Committee Report; HAFC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=6&year=23
SB0007,2023,RS,"Elizabeth ""Liz"" Stefanics; Gail Armstrong; Marian Matthews",RURAL HEALTH CARE DELIVERY FUND,Chaptered,SHPAC Committee Report; SFC Committee Report; HHHC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=7&year=23
SB0008,2023,RS,"Gerald Ortiz y Pino; Pat Woods; Ron Griggs; Patricia Roybal Caballero; Elizabeth ""Liz"" Stefanics",GEOTHERMAL RESOURCES DEVELOPMENT,Died (API.),SCONC Committee Report; SFC Committee Report; HAFC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=8&year=23
SB0009,2023,RS,Steven P. Neville; Peter Wirth,CREATE LEGACY PERMANENT FUNDS,Chaptered,SCONC Committee Report; SFC Committee Report; HENRC Committee Report; HAFC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=9&year=23
SB0010,2023,RS,"Benny Shendo, Jr.; Christine Chandler; Peter Wirth; Javier Martínez",ADDITIONAL 2021 INCOME TAX REBATES,Died (API.),STBTC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=10&year=23
SB0011,2023,RS,Mimi Stewart; Michael Padilla; Christine Chandler; Linda Serrato; Patricia Roybal Caballero,PAID FAMILY & MEDICAL LEAVE ACT,Died (API.),STBTC Committee Report; SFC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=11&year=23
SB0012,2023,RS,Nancy Rodriguez,FILM PRODUCTION TAX CREDIT CHANGES,Died (API.),STBTC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=12&year=23
SB0013,2023,RS,Linda M. Lopez; Antoinette Sedillo Lopez; Nancy Rodriguez; Brenda G. McKenna; Siah Correa Hemphill,REPRODUCTIVE HEALTH PROVIDER PROTECTIONS,Chaptered,SHPAC Committee Report; SJC Committee Report; HJC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=13&year=23
SB0014,2023,RS,"Elizabeth ""Liz"" Stefanics; Elizabeth ""Liz"" Thomson; David M. Gallegos",PHARMACY BENEFITS CHANGES,Died (API.),STBTC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=14&year=23
SB0016,2023,RS,"Elizabeth ""Liz"" Stefanics; Elizabeth ""Liz"" Thomson",CREATE HEALTH CARE AUTHORITY DEPARTMENT,Chaptered,SRC Committee Report; SHPAC Committee Report; HHHC Committee Report; HGEIC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=16&year=23
SB0017,2023,RS,Peter Wirth; Bill Tallman; Tara L. Lujan,DENTAL INSURANCE CHANGES,Chaptered,STBTC Committee Report; SJC Committee Report; HHHC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=17&year=23
SB0018,2023,RS,Antoinette Sedillo Lopez; Pamelya Herndon,RENAME FAMILY VIOLENCE PROTECTION ACT,Died (API.),SHPAC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=18&year=23
SB0019,2023,RS,Antonio Maestas,LAW ENFORCEMENT & PUBLIC SAFETY TELECOMM,Chaptered,SJC Committee Report; SFC Committee Report; HJC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=19&year=23
SB0020,2023,RS,Gay G. Kernan,EDUCATIONAL RETIREMENT BOARD CHANGES,Chaptered,SEC Committee Report; SFC Committee Report; HLVMC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=20&year=23
SB0021,2023,RS,Ron Griggs,PROHIBIT PRESCRIBED BURNING DURING RED FLAGS,Chaptered,SCONC Committee Report; SJC Committee Report; HRDLC Committee Report; HENRC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=21&year=23
SB0022,2023,RS,Bill Tallman,ELECTRIC VEHICLE & CHARGING UNIT TAX CREDITS,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=22&year=23
SB0023,2023,RS,Pete Campos,ADJUST DISTRIBUTION FORMULA FOR EMS FUND,Died (API.),SHPAC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=23&year=23
SB0024,2023,RS,Crystal R. Brantley,SCHOOL REPORTING ON USE OF FEDERAL FUNDS,Died (API.),SEC Committee Report; SFC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=24&year=23
SB0025,2023,RS,George K. Muñoz,FEDERAL INFRASTRUCTURE MATCHING FUND,Died (API.),SIRC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=25&year=23
SB0026,2023,RS,"Roberto ""Bobby"" J. Gonzales",EXCESS OIL & GAS FUNDS TO SEVERANCE TAX FUND,Chaptered,STBTC Committee Report; SFC Committee Report; HENRC Committee Report; HTRC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=26&year=23
SB0027,2023,RS,Siah Correa Hemphill,RURAL INFRASTRUCTURE CRISIS RESPONSE ACT,Died (API.),SIRC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=27&year=23
SB0028,2023,RS,Craig W. Brandt,TEACHER SCHOOL SUPPLY PURCHASE TAX DEDUCTION,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=28&year=23
SB0029,2023,RS,Bill B. O'Neill,MEDICAL AND GERIATRIC PAROLE,Chaptered,SHPAC Committee Report; SJC Committee Report; HHHC Committee Report; HJC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=29&year=23
SB0030,2023,RS,William P. Soules,STATE PURCHASE OF ELECTRIC VEHICLES,Died (API.),STBTC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=30&year=23
SB0031,2023,RS,Katy M. Duhigg; Linda M. Lopez; Siah Correa Hemphill,GUARDIANSHIP CHANGES,Chaptered,SHPAC Committee Report; SJC Committee Report; HHHC Committee Report; HJC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=31&year=23
SB0032,2023,RS,Gregg Schmedes,PROHIBIT SHARING EARLY & ABSENTEE VOTER INFO,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=32&year=23
SB0033,2023,RS,"Benny Shendo, Jr.; Charlotte Little",TRIBAL & PUEBLO LAW ENFORCEMENT,Died (API.),SIRC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=33&year=23
SB0034,2023,RS,Harold Pope,FORMER LEGISLATORS AS LOBBYISTS,Died (API.),SRC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=34&year=23
SB0035,2023,RS,Martin Hickey; Meredith A. Dixon; Michael Padilla,ANESTHESIOLOGIST ASSISTANTS CHANGES,Chaptered,SHPAC Committee Report; SJC Committee Report; HHHC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=35&year=23
SB0036,2023,RS,Gerald Ortiz y Pino,HEALTH CARE GRT EXEMPTION FOR ARPA PAYMENTS,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=36&year=23
SB0037,2023,RS,Leo Jaramillo,REGIONAL TRANSIT GRT DISTRIBUTIONS,Died (API.),STBTC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=37&year=23
SB0038,2023,RS,William E. Sharer,TAX CODE CHANGES,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=38&year=23
SB0039,2023,RS,Michael Padilla,SOLEMNIZATION OF MARRIAGE BY NOTARY,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=39&year=23
SB0040,2023,RS,Michael Padilla; Harold Pope,REMOTE WEDDINGS FOR ACTIVE DUTY MILITARY,Died (API.),SHPAC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=40&year=23
SB0041,2023,RS,Michael Padilla,LOCAL TELECOMM CARRIER CHANGES,Chaptered,STBTC Committee Report; SJC Committee Report; HCEDC Committee Report; HJC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=41&year=23
SB0042,2023,RS,Peter Wirth; Katy M. Duhigg; Matthew McQueen,CAMPAIGN FINANCE REPORTING CHANGES,Died,SRC Committee Report; SJC Committee Report; HGEIC Committee Report; HJC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=42&year=23
SB0043,2023,RS,Katy M. Duhigg,INTIMIDATION OF ELECTION OFFICIALS,Chaptered,SJC Committee Report; SFC Committee Report; HGEIC Committee Report; HJC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=43&year=23
SB0044,2023,RS,Peter Wirth; Reena Szczepanski,PROHIBIT FIREARMS AT POLLING PLACES,Died (API.),SRC Committee Report; SJC Committee Report; HGEIC Committee Report; HJC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=44&year=23
SB0045,2023,RS,William P. Soules,GEOTHERMAL GROUND-COUPLED HEAT PUMP CREDIT,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=45&year=23
SB0046,2023,RS,Katy M. Duhigg,WRONGFUL FORECLOSURE PROTECTION ACT,Died (API.),STBTC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=46&year=23
SB0047,2023,RS,Peter Wirth; Christine Chandler; Crystal R. Brantley,DRIVER’S LICENSE SUSPENSION PENALTIES,Chaptered,SJC Committee Report; SFC Committee Report; HJC Committee Report; HTRC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=47&year=23
SB0048,2023,RS,Peter Wirth; Reena Szczepanski,CITY OR COUNTY MANDATORY VEHICLE INSPECTIONS,Died (API.),STBTC Committee Report; SJC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=48&year=23
SB0049,2023,RS,William P. Soules,REDUCE ADVERSE CHILDHOOD EXPERIENCES,Died (API.),SHPAC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=49&year=23
SB0050,2023,RS,Peter Wirth,RIGHT TO REPAIR ACT,Chaptered,STBTC Committee Report; SJC Committee Report; HJC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=50&year=23
SB0051,2023,RS,"Elizabeth ""Liz"" Stefanics; Elizabeth ""Liz"" Thomson",COST-SHARING CONTRIBUTIONS FOR PRESCRIPTIONS,Chaptered,SHPAC Committee Report; STBTC Committee Report; SFC Committee Report; HHHC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=51&year=23
SB0052,2023,RS,Bill Tallman; Pamelya Herndon,CHILD INCOME TAX CREDIT INCREASE,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=52&year=23
SB0053,2023,RS,Jeff Steinborn; Matthew McQueen; Debra M. Sariñana; Patricia Roybal Caballero,STORAGE OF CERTAIN RADIOACTIVE WASTE,Chaptered,SCONC Committee Report; SJC Committee Report; HGEIC Committee Report; HJC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=53&year=23
SB0054,2023,RS,William F. Burt,ARMED FORCES RETIREMENT PAY TAX CREDIT,Died (API.),STBTC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=54&year=23
SB0055,2023,RS,Pete Campos,STATE TRANSIT FUND,Died (API.),STBTC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=55&year=23
SB0056,2023,RS,William P. Soules,DISTRIBUTED GENERATION FACILITY SUPPLY CAP,Died (API.),SCONC Committee Report; STBTC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=56&year=23
SB0057,2023,RS,Peter Wirth,WATER TRUST FUND,Died (API.),SCONC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=57&year=23
SB0058,2023,RS,Peter Wirth; Matthew McQueen,INTERSTATE STREAM COMMISSION MEMBERS,Chaptered,SRC Committee Report; SCONC Committee Report; HAAWC Committee Report; HGEIC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=58&year=23
SB0059,2023,RS,William P. Soules,STUDY NM HIGH SPEED RAILROAD,Died (API.),STBTC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=59&year=23
SB0060,2023,RS,William P. Soules,PHOTOVOLTAIC SYSTEMS IN NEW PUBLIC SCHOOLS,Died (API.),SEC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=60&year=23
SB0061,2023,RS,Bill Tallman,LIQUOR TAX TO DOMESTIC VIOLENCE FUND,Died (API.),STBTC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=61&year=23
SB0062,2023,RS,Michael Padilla,OFFICE OF ENTREPRENEURSHIP & INNOVATION,Died (API.),STBTC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=62&year=23
SB0063,2023,RS,Bill Tallman; Micaela Lara Cadena; Gail Chasey,APPOINTED EXECUTIVE OFFICE FINALISTS LISTS,Died (API.),SHPAC Committee Report; SJC Committee Report; HGEIC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=63&year=23
SB0064,2023,RS,Antoinette Sedillo Lopez; Gail Chasey; Bill B. O'Neill; Kristina Ortez,NO LIFE SENTENCE FOR JUVENILES,Chaptered,SHPAC Committee Report; SJC Committee Report; HCPAC Committee Report; HJC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=64&year=23
SB0065,2023,RS,Gregory A. Baca; David M. Gallegos,EMERGENCY POWERS CODE CHANGES,Died (API.),SHPAC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=65&year=23
SB0066,2023,RS,Pat Woods,GRT DISTRIBUTION TO CERTAIN ENTITIES,Died,STBTC Committee Report; SFC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=66&year=23
SB0067,2023,RS,Bill B. O'Neill,INTERSTATE MEDICAL LICENSURE COMPACT,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=67&year=23
SB0068,2023,RS,Siah Correa Hemphill,ELECTRONIC MOTOR VEHICLE DOCUMENTS,Chaptered,STBTC Committee Report; SJC Committee Report; HCEDC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=68&year=23
SB0069,2023,RS,Antoinette Sedillo Lopez; Jeff Steinborn; Joy Garratt; Janelle Anyanonu,ELECTRIC-ASSISTED BICYCLE DEFINITIONS,Chaptered,STBTC Committee Report; SJC Committee Report; HTPWC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=69&year=23
SB0070,2023,RS,Siah Correa Hemphill; Luis M. Terrazas,NM UNIT FUND PROJECTS,Died (API.),SCONC Committee Report; SFC Committee Report; HAAWC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=70&year=23
SB0071,2023,RS,Craig W. Brandt; Jenifer Jones; Antonio Maestas,ORGAN DONATION DISCRIMINATION,Chaptered,SJC Committee Report; STBTC Committee Report; HHHC Committee Report; HJC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=71&year=23
SB0072,2023,RS,Mimi Stewart,CREATE WILDLIFE CORRIDORS FUND,Chaptered,SCONC Committee Report; SFC Committee Report; HTPWC Committee Report; HAFC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=72&year=23
SB0073,2023,RS,Bill B. O'Neill; Siah Correa Hemphill; Dayan Hochman-Vigil,PRIMARY ELECTION VOTING REQUIREMENTS,Died (API.),SRC Committee Report; SJC Committee Report; HGEIC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=73&year=23
SB0074,2023,RS,William P. Soules,ENERGY GENERATION FACILITY REQUIREMENTS,Died (API.),SCONC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=74&year=23
SB0075,2023,RS,William P. Soules,SALE OF UNLEADED FUEL AT AIRPORTS,Died (API.),SHPAC Committee Report; STBTC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=75&year=23
SB0076,2023,RS,Bill Tallman,PROCUREMENT CODE CHANGES,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=76&year=23
SB0077,2023,RS,William P. Soules,NEW HOME BUILD RENEWABLE REQUIREMENTS,Died (API.),SCONC Committee Report; STBTC Committee Report; HENRC Committee Report; HCPAC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=77&year=23
SB0078,2023,RS,William P. Soules,CENTER FOR DRYLAND RESILIENCE,Died (API.),SEC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=78&year=23
SB0079,2023,RS,William P. Soules,NM UNIVERSITY QUANTUM MATERIALS & TECH PGM.,Died (API.),SEC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=79&year=23
SB0080,2023,RS,Michael Padilla; Martin Hickey; Marian Matthews,NURSE ANESTHETIST ROLE,Died (API.),SHPAC Committee Report; SJC Committee Report; HHHC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=80&year=23
SB0081,2023,RS,Martin Hickey,IMMUNIZATION INFO CERTIFICATION,Chaptered,SHPAC Committee Report; SJC Committee Report; HHHC Committee Report; HJC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=S&legType=B&legNo=81&year=23
