bill_number,session_year,session_type,sponsors,title,status,comm_reports,bill_url
HB0053,2023,RS,"Elizabeth ""Liz"" Thomson",DELIVERY OF NECESSARY DIABETIC RESOURCES,Chaptered,HHHC Committee Report; HAFC Committee Report; SHPAC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=53&year=23
HB0054,2023,RS,Natalie Figueroa; Meredith A. Dixon,BALLOT REQUESTS FOR OPEN PRIMARY ELECTIONS,Died (API.),HGEIC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=54&year=23
HB0055,2023,RS,"William ""Bill"" R. Rehm; Joshua Hernandez; Randall T. Pettigrew; Stefani Lord; Andrea Reeb",ORGANIZED RETAIL CRIME,Died (API.),HCEDC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=55&year=23
HB0056,2023,RS,"William ""Bill"" R. Rehm; Gail Chasey; Marian Matthews",FRONT END LICENSE PLATES,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=56&year=23
HB0057,2023,RS,"William ""Bill"" R. Rehm; Randall T. Pettigrew",TORT IMMUNITY FOR SHOPLIFTER APPREHENSION,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=57&year=23
HB0058,2023,RS,"William ""Bill"" R. Rehm; Stefani Lord; Andrea Reeb",ADDITIONAL VIOLENT FELONIES,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=58&year=23
HB0059,2023,RS,"William ""Bill"" R. Rehm; Randall T. Pettigrew; Andrea Reeb; Joy Garratt",UNLAWFUL FIREARMS WHILE TRAFFICKING,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=59&year=23
HB0060,2023,RS,"William ""Bill"" R. Rehm; Randall T. Pettigrew; Stefani Lord",ENHANCED SENTENCING FOR FENTANYL,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=60&year=23
HB0061,2023,RS,"William ""Bill"" R. Rehm; Stefani Lord; Andrea Reeb",FELON IN POSSESSION OF FIREARM PENALTY,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=61&year=23
HB0062,2023,RS,"William ""Bill"" R. Rehm",LIMIT CAR SALE LOCATIONS & SELLERS,Chaptered,HCEDC Committee Report; HJC Committee Report; STBTC Committee Report; SJC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=62&year=23
HB0063,2023,RS,"William ""Bill"" R. Rehm; Stefani Lord",MEDICAL MALPRACTICE CHANGES,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=63&year=23
HB0064,2023,RS,"William ""Bill"" R. Rehm; Luis M. Terrazas; Rod Montoya; Cathrynn N. Brown; Candy Spence Ezzell",RETURN TO WORK FOR PUBLIC SAFETY EMPLOYEES,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=64&year=23
HB0065,2023,RS,"William ""Bill"" R. Rehm; Luis M. Terrazas; Rod Montoya",RETURN TO WORK FOR AFFILIATED PUBLIC EMPLOYER,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=65&year=23
HB0066,2023,RS,"William ""Bill"" R. Rehm; Luis M. Terrazas; Rod Montoya; Randall T. Pettigrew",SAFETY OFFICER RETIREMENT CALCULATIONS,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=66&year=23
HB0067,2023,RS,Christine Chandler; Kristina Ortez,ENERGY FACILITIES BONDS AND GROSS RECEIPTS,Died (API.),HENRC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=67&year=23
HB0068,2023,RS,Miguel P. García,UNDERCARRIAGE GROUND CLEARANCE,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=68&year=23
HB0069,2023,RS,Linda Serrato; Meredith A. Dixon; Joshua Hernandez,ANGEL INVESTMENT CREDIT CHANGES,Died (API.),HCEDC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=69&year=23
HB0070,2023,RS,Miguel P. García,BRAKE YELLOW-STOP RED TRAFFIC PROGRAM,Died (API.),HTPWC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=70&year=23
HB0071,2023,RS,Miguel P. García,PROHIBIT MODIFIED MUFFLERS,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=71&year=23
HB0072,2023,RS,Patricia Roybal Caballero; Linda M. Lopez; Eleanor Chávez,POSSESSION OF SEMIAUTOMATIC FIREARM CONVERTER,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=72&year=23
HB0073,2023,RS,Meredith A. Dixon; Joy Garratt,BIOMARKER TESTING INSURANCE REQUIREMENTS,Chaptered,HHHC Committee Report; HCPAC Committee Report; STBTC Committee Report; SFC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=73&year=23
HB0074,2023,RS,Dayan Hochman-Vigil,PRETRIAL DETENTION HEARINGS,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=74&year=23
HB0075,2023,RS,Dayan Hochman-Vigil,CHIROPRACTIC SERVICES INSURANCE COVERAGE,Chaptered,HHHC Committee Report; HCPAC Committee Report; SHPAC Committee Report; STBTC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=75&year=23
HB0076,2023,RS,Dayan Hochman-Vigil,JUDICIAL EDUCATION SVCS FUND & ADMIN,Chaptered,HJC Committee Report; HAFC Committee Report; SFC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=76&year=23
HB0077,2023,RS,Dayan Hochman-Vigil,METEOROLOGICAL TOWER PAINT & MARKINGS,Died (API.),HCEDC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=77&year=23
HB0078,2023,RS,Dayan Hochman-Vigil,AVIATION FUND GRT DISTRIBUTION SUNSET,Chaptered,HTPWC Committee Report; HTRC Committee Report; STBTC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=78&year=23
HB0079,2023,RS,Dayan Hochman-Vigil,3-YEAR INSURANCE PREMIUM RATE HEARINGS,Chaptered,HHHC Committee Report; HCEDC Committee Report; STBTC Committee Report; SJC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=79&year=23
HB0080,2023,RS,Greg Nibert; Randall T. Pettigrew; Stefani Lord; Jimmy Mason,TERMINATION OF STATES OF EMERGENCY,Died (API.),HGEIC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=80&year=23
HB0081,2023,RS,Christine Chandler; Peter Wirth,INDEX MODIFIED GROSS INCOME AMOUNTS,Died (API.),HCPAC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=81&year=23
HB0082,2023,RS,Christine Chandler; Patricia Roybal Caballero,STUDENT LOAN BILL OF RIGHTS ACT,Died (API.),HEC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=82&year=23
HB0083,2023,RS,Marian Matthews,PODIATRY LICENSURE CHANGES,Chaptered,HHHC Committee Report; HCEDC Committee Report; SHPAC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=83&year=23
HB0084,2023,RS,"William ""Bill"" R. Rehm",VOTER REGISTRATION AFTER PROPERTY TRANSFER,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=84&year=23
HB0085,2023,RS,"William ""Bill"" R. Rehm",PUBLIC SCHOOL REDISTRICTING,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=85&year=23
HB0086,2023,RS,"William ""Bill"" R. Rehm",VOTER EDUCATION AND ELECTIONS TASK FORCE,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=86&year=23
HB0087,2023,RS,James G. Townsend; Randall T. Pettigrew; Jimmy Mason; Mark Duncan,REMOVE VOLUNTEER FIRE & EMT FROM PUBLIC BODY,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=87&year=23
HB0088,2023,RS,"James G. Townsend; Randall T. Pettigrew; T. Ryan Lane; William ""Bill"" R. Rehm; Rod Montoya",MEDICAL MALPRACTICE DAMAGES CAP,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=88&year=23
HB0089,2023,RS,James G. Townsend; Randall T. Pettigrew; Candy Spence Ezzell,OIL & GAS DIVIDENDS TAX REBATES,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=89&year=23
HB0090,2023,RS,Greg Nibert; Joseph Cervantes; Andrea Romero,CONTROLLABLE ELECTRONIC RECORDS,Chaptered,HCEDC Committee Report; HJC Committee Report; STBTC Committee Report; SJC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=90&year=23
HB0091,2023,RS,Joanne J. Ferrary; Tara L. Lujan; Antoinette Sedillo Lopez,NATURAL RESOURCES TRUSTEE CHANGES,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=91&year=23
HB0092,2023,RS,"Joanne J. Ferrary; Elizabeth ""Liz"" Thomson",RESIDENTIAL TREATMENT SERVICES FUNDING,Died (API.),HHHC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=92&year=23
HB0093,2023,RS,"Joanne J. Ferrary; Elizabeth ""Liz"" Thomson; Elizabeth ""Liz"" Stefanics",PHARMACY ACT & BOARD OF PHARMACY CHANGES,Died (API.),HHHC Committee Report; HCEDC Committee Report; SHPAC Committee Report; SJC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=93&year=23
HB0094,2023,RS,"Joanne J. Ferrary; Gregg Schmedes; Elizabeth ""Liz"" Thomson",PROHIBITING SALE OF FLAVORED TOBACCO PRODUCTS,Died (API.),HHHC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=94&year=23
HB0095,2023,RS,Tara L. Lujan; Debra M. Sariñana,RENEWABLE ENERGY OFFICE IN STATE LAND OFFICE,Chaptered,HGEIC Committee Report; HENRC Committee Report; HENRC Committee Report 2; SCONC Committee Report; SHPAC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=95&year=23
HB0096,2023,RS,James G. Townsend; Randall T. Pettigrew; Candy Spence Ezzell; Jimmy Mason,COMBINED CYCLE NATURAL GAS AS RENEWABLE,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=96&year=23
HB0097,2023,RS,"William ""Bill"" R. Rehm; Stefani Lord; Andrea Reeb; Cynthia Borrego; Joy Garratt",OUTSTANDING WARRANTS BACKLOG FUNDING,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=97&year=23
HB0098,2023,RS,James G. Townsend; Randall T. Pettigrew; Luis M. Terrazas; Jimmy Mason,REINSTATING QUALIFIED IMMUNITY,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=98&year=23
HB0099,2023,RS,Andrea Romero,STATEWIDE ARTS SCHOOL DORMITORY FUND,Died (API.),HTRC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=99&year=23
HB0100,2023,RS,Andrea Romero; Linda Serrato,WAITING PERIOD FOR FIREARM SALES,Died (API.),HCPAC Committee Report; HJC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=100&year=23
HB0101,2023,RS,Andrea Romero; Linda Serrato; Patricia Roybal Caballero; Eleanor Chávez; Linda M. Lopez,LARGE-CAPACITY MAGAZINES & ASSAULT WEAPONS,Died (API.),HCPAC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=101&year=23
HB0102,2023,RS,Raymundo Lara; Natalie Figueroa; Debra M. Sariñana; Harold Pope; Ambrose Castellano,HEALTH CARE INSURANCE FOR EDUCATORS,Died (API.),HEC Committee Report; HLVMC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=102&year=23
HB0103,2023,RS,Matthew McQueen; Bill Tallman,CAMPAIGN REPORTING ACT CHANGES,Died (API.),HGEIC Committee Report; HJC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=103&year=23
HB0104,2023,RS,Anthony Allison,BEHAVIORAL & MENTAL HEALTH CLINIC SUPERVISION,Died (API.),HHHC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=104&year=23
HB0105,2023,RS,Eliseo Lee Alcon; Patricia Roybal Caballero; Michael Padilla,FREIGHT LOCOMOTIVE PERSONNEL REQUIREMENTS,Died (API.),HLVMC Committee Report; HJC Committee Report; STBTC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=105&year=23
HB0106,2023,RS,"Eliseo Lee Alcon; Patricia Roybal Caballero; William ""Bill"" R. Rehm; Harlan Vincent; Luis M. Terrazas",INCREASE PUBLIC EMPLOYEE PENSION MAX,Chaptered,HLVMC Committee Report; HJC Committee Report; SHPAC Committee Report; SFC Committee Report,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=106&year=23
HB0107,2023,RS,John Block,REPEAL OPPORTUNITY SCHOLARSHIP ACT,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=107&year=23
HB0108,2023,RS,John Block,TRANSFER OF CERTAIN SCHOOL STUDENTS,Died (API.),,https://www.nmlegis.gov/Legislation/Legislation?chamber=H&legType=B&legNo=108&year=23
