bill_number,session_year,session_type,action_date,legislative_day,action,order
HB0011,2023,RS,2023-03-08,LD: 12,Sent to SJC - Referrals: SJC,6
HB0011,2023,RS,2023-03-15,LD: 18,SJC: Reported by committee with Do Pass recommendation with amendment(s),7
HB0011,2023,RS,,,Action Postponed Indefinitely,8
HB0012,2023,RS,2023-02-16,LD: 10,Sent to HENRC - Referrals: HENRC/HCEDC,1
HB0012,2023,RS,,,Action Postponed Indefinitely,2
HB0013,2023,RS,2023-02-16,LD: 10,Sent to HCEDC - Referrals: HCEDC/HGEIC,1
HB0013,2023,RS,,,Action Postponed Indefinitely,2
HB0014,2023,RS,2023-02-16,LD: 10,Sent to HGEIC - Referrals: HGEIC/HJC,1
HB0014,2023,RS,2023-02-24,LD: 11,HGEIC: Reported by committee with Do Pass recommendation,2
HB0014,2023,RS,2023-03-07,LD: 14,HJC: Reported by committee with Do Not Pass but with a Do Pass recommendation on Committee Substitution,3
HB0014,2023,RS,,,Action Postponed Indefinitely,4
HB0015,2023,RS,2023-02-16,LD: 10,Not Printed,1
HB0015,2023,RS,2023-03-07,LD: 14,Withdrawn from committee or daily calendar for subsequent action,2
HB0015,2023,RS,2023-03-07,LD: 14,Referred to: HJC,3
HB0015,2023,RS,2023-03-11,LD: 16,HJC: Reported by committee with Do Not Pass but with a Do Pass recommendation on Committee Substitution,4
HB0015,2023,RS,2023-03-12,LD: 16,House of Representatives Floor Amendment,5
HB0015,2023,RS,2023-03-12,LD: 16,Passed in the House of Representatives - Y:64 N:0,6
HB0015,2023,RS,2023-03-13,LD: 17,Sent to SJC - Referrals: SJC,7
HB0015,2023,RS,2023-03-18,LD: 22,SJC: Reported by committee with Do Pass recommendation,8
HB0015,2023,RS,2023-03-18,LD: 23,Passed in the Senate - Y:33 N:6,9
HB0015,2023,RS,,,Signed by Governor - Chapter 134 - Apr. 5,10
HB0016,2023,RS,2023-02-16,LD: 10,Not Printed,1
HB0016,2023,RS,,,Action Postponed Indefinitely,2
HB0017,2023,RS,2023-02-16,LD: 10,Not Printed,1
HB0017,2023,RS,,,Action Postponed Indefinitely,2
HB0018,2023,RS,2023-02-16,LD: 10,Not Printed,1
HB0018,2023,RS,,,Action Postponed Indefinitely,2
HB0019,2023,RS,2023-02-16,LD: 10,Not Printed,1
HB0019,2023,RS,,,Action Postponed Indefinitely,2
HB0020,2023,RS,,,Sent to HPREF - Referrals: HPREF,1
HB0020,2023,RS,2023-01-18,LD: 2,Sent to HRDLC - Referrals: HRDLC/HJC,2
HB0020,2023,RS,,,Action Postponed Indefinitely,3
HB0021,2023,RS,,,Sent to HPREF - Referrals: HPREF,1
HB0021,2023,RS,2023-01-18,LD: 2,Sent to HJC - Referrals: HJC/HAFC,2
HB0021,2023,RS,2023-01-30,LD: 3,HJC: Reported by committee with Do Pass recommendation,3
HB0021,2023,RS,,,Action Postponed Indefinitely,4
HB0022,2023,RS,,,Sent to HPREF - Referrals: HPREF,1
HB0022,2023,RS,2023-01-18,LD: 2,Sent to HCPAC - Referrals: HCPAC/HJC,2
HB0022,2023,RS,,,Action Postponed Indefinitely,3
HB0023,2023,RS,,,Sent to HPREF - Referrals: HPREF,1
HB0023,2023,RS,2023-01-18,LD: 2,Sent to HLVMC - Referrals: HLVMC/HCEDC,2
HB0023,2023,RS,2023-01-26,LD: 3,HLVMC: Reported by committee with Do Pass recommendation,3
HB0023,2023,RS,,,Action Postponed Indefinitely,4
HB0024,2023,RS,,,Sent to HPREF - Referrals: HPREF,1
HB0024,2023,RS,2023-01-18,LD: 2,Sent to HGEIC - Referrals: HGEIC/HTPWC,2
HB0024,2023,RS,2023-01-26,LD: 3,HGEIC: Reported by committee without a recommendation,3
HB0024,2023,RS,,,Action Postponed Indefinitely,4
HB0025,2023,RS,,,Sent to HPREF - Referrals: HPREF,1
HB0025,2023,RS,2023-01-18,LD: 2,Sent to HLVMC - Referrals: HLVMC/HCEDC,2
HB0025,2023,RS,2023-01-30,LD: 3,HLVMC: Reported by committee with Do Not Pass but with a Do Pass recommendation on Committee Substitution,3
HB0025,2023,RS,,,Action Postponed Indefinitely,4
HB0026,2023,RS,,,Sent to HPREF - Referrals: HPREF,1
HB0026,2023,RS,2023-01-18,LD: 2,Sent to HGEIC - Referrals: HGEIC/HJC,2
HB0026,2023,RS,2023-01-26,LD: 3,HGEIC: Reported by committee with Do Pass recommendation,3
HB0026,2023,RS,2023-01-31,LD: 3,HJC: Reported by committee with Do Pass recommendation with amendment(s),4
HB0026,2023,RS,2023-02-02,LD: 3,House of Representatives Floor Amendment,5
HB0026,2023,RS,2023-02-02,LD: 3,Passed in the House of Representatives - Y:41 N:22,6
HB0026,2023,RS,2023-02-03,LD: 7,Sent to SHPAC - Referrals: SHPAC/SJC,7
HB0026,2023,RS,2023-03-06,LD: 12,SHPAC: Reported by committee with Do Pass recommendation,8
HB0026,2023,RS,2023-03-10,LD: 15,SJC: Reported by committee with Do Pass recommendation,9
HB0026,2023,RS,,,Action Postponed Indefinitely,10
HB0027,2023,RS,,,Sent to HPREF - Referrals: HPREF,1
HB0027,2023,RS,2023-01-18,LD: 2,Sent to HHHC - Referrals: HHHC/HJC,2
HB0027,2023,RS,2023-01-24,LD: 2,HHHC: Reported by committee with Do Pass recommendation with amendment(s),3
HB0027,2023,RS,2023-02-23,LD: 11,HJC: Reported by committee with Do Not Pass but with a Do Pass recommendation on Committee Substitution,4
HB0027,2023,RS,2023-02-25,LD: 11,House of Representatives Floor Amendment,5
HB0027,2023,RS,2023-02-25,LD: 11,Passed in the House of Representatives - Y:58 N:0,6
HB0027,2023,RS,2023-02-27,LD: 10,Sent to STBTC - Referrals: STBTC,7
HB0027,2023,RS,2023-03-08,LD: 12,STBTC: Reported by committee with Do Pass recommendation,8
HB0027,2023,RS,2023-03-09,LD: 12,Passed in the Senate - Y:35 N:0,9
HB0027,2023,RS,2023-03-18,LD: 18,LAW WITHOUT SIGNATURE.,10
HB0028,2023,RS,,,Sent to HPREF - Referrals: HPREF,1
HB0028,2023,RS,2023-01-18,LD: 2,Sent to HLVMC - Referrals: HLVMC/HCEDC,2
HB0028,2023,RS,2023-01-26,LD: 3,HLVMC: Reported by committee with Do Pass recommendation with amendment(s),3
HB0028,2023,RS,,,Action Postponed Indefinitely,4
HB0029,2023,RS,,,Sent to HPREF - Referrals: HPREF,1
HB0029,2023,RS,2023-01-18,LD: 2,Sent to HHHC - Referrals: HHHC/HAFC,2
HB0029,2023,RS,2023-01-24,LD: 2,HHHC: Reported by committee with Do Pass recommendation,3
HB0029,2023,RS,2023-02-24,LD: 11,HAFC: Reported by committee with Do Pass recommendation with amendment(s),4
HB0029,2023,RS,2023-02-28,LD: 12,Passed in the House of Representatives - Y:65 N:0,5
HB0029,2023,RS,2023-02-28,LD: 10,Sent to SFC - Referrals: SFC,6
HB0029,2023,RS,,,Action Postponed Indefinitely,7
HB0030,2023,RS,,,Sent to HPREF - Referrals: HPREF,1
HB0030,2023,RS,2023-01-18,LD: 2,Sent to HEC - Referrals: HEC/HHHC,2
HB0030,2023,RS,,,Action Postponed Indefinitely,3
HB0031,2023,RS,,,Sent to HPREF - Referrals: HPREF,1
HB0031,2023,RS,2023-01-18,LD: 2,Sent to HCPAC - Referrals: HCPAC/HJC,2
HB0031,2023,RS,2023-01-25,LD: 2,HCPAC: Reported by committee with Do Pass recommendation,3
HB0031,2023,RS,2023-02-07,LD: 4,HJC: Reported by committee with Do Pass recommendation with amendment(s),4
HB0031,2023,RS,2023-02-14,LD: 7,Passed in the House of Representatives - Y:43 N:24,5
HB0031,2023,RS,2023-02-15,LD: 8,Sent to SHPAC - Referrals: SHPAC/SJC,6
HB0031,2023,RS,2023-03-06,LD: 12,SHPAC: Reported by committee with Do Pass recommendation,7
HB0031,2023,RS,2023-03-10,LD: 15,SJC: Reported by committee with Do Pass recommendation,8
HB0031,2023,RS,2023-03-14,LD: 17,Passed in the Senate - Y:35 N:5,9
HB0031,2023,RS,,,Signed by Governor - Chapter 28 - Mar. 24,10
HB0032,2023,RS,,,Sent to HPREF - Referrals: HPREF,1
HB0032,2023,RS,2023-01-18,LD: 2,Sent to HENRC - Referrals: HENRC/HTRC,2
HB0032,2023,RS,2023-01-27,LD: 3,HENRC: Reported by committee with Do Pass recommendation with amendment(s),3
HB0032,2023,RS,,,Action Postponed Indefinitely,4
HB0033,2023,RS,,,Sent to HPREF - Referrals: HPREF,1
HB0033,2023,RS,2023-01-18,LD: 2,Sent to HRDLC - Referrals: HRDLC/HJC,2
HB0033,2023,RS,2023-02-08,LD: 4,HRDLC: Reported by committee with Do Not Pass but with a Do Pass recommendation on Committee Substitution,3
HB0033,2023,RS,2023-02-20,LD: 10,HJC: Reported by committee with Do Pass recommendation,4
HB0033,2023,RS,2023-02-22,LD: 10,Passed in the House of Representatives - Y:67 N:0,5
HB0033,2023,RS,2023-02-23,LD: 9,Sent to SIRC - Referrals: SIRC/SCONC,6
HB0033,2023,RS,2023-03-09,LD: 12,SIRC: Reported by committee with Do Pass recommendation,7
HB0033,2023,RS,,,Action Postponed Indefinitely,8
HB0034,2023,RS,,,Sent to HPREF - Referrals: HPREF,1
HB0034,2023,RS,2023-01-18,LD: 2,Sent to HCPAC - Referrals: HCPAC/HJC,2
HB0034,2023,RS,,,Action Postponed Indefinitely,3
HB0035,2023,RS,,,Sent to HPREF - Referrals: HPREF,1
HB0035,2023,RS,2023-01-18,LD: 2,Sent to HGEIC - Referrals: HGEIC/HAFC,2
HB0035,2023,RS,2023-01-26,LD: 3,HGEIC: Reported by committee with Do Pass recommendation,3
HB0035,2023,RS,2023-02-21,LD: 10,HAFC: Reported by committee with Do Pass recommendation,4
HB0035,2023,RS,2023-02-27,LD: 12,House of Representatives Floor Amendment,5
HB0035,2023,RS,2023-02-27,LD: 12,Passed in the House of Representatives - Y:65 N:0,6
HB0035,2023,RS,2023-02-28,LD: 10,Sent to SIRC - Referrals: SIRC,7
HB0035,2023,RS,2023-03-10,LD: 12,SIRC: Reported by committee with Do Pass recommendation with amendment(s),8
HB0035,2023,RS,2023-03-13,LD: 17,Passed in the Senate - Y:37 N:0,9
HB0035,2023,RS,2023-03-16,LD: 18,House has concurred with Senate Amendments,10
HB0035,2023,RS,,,Signed by Governor - Chapter 135 - Apr. 5,11
HB0036,2023,RS,,,Sent to HPREF - Referrals: HPREF,1
HB0036,2023,RS,2023-01-18,LD: 2,Sent to HEC - Referrals: HEC/HAFC,2
HB0036,2023,RS,,,Action Postponed Indefinitely,3
HB0037,2023,RS,,,Sent to HPREF - Referrals: HPREF,1
HB0037,2023,RS,2023-01-18,LD: 2,Sent to HHHC - Referrals: HHHC/HAFC,2
HB0037,2023,RS,,,Action Postponed Indefinitely,3
HB0038,2023,RS,,,Sent to HPREF - Referrals: HPREF,1
HB0038,2023,RS,2023-01-18,LD: 2,Sent to HHHC - Referrals: HHHC/HTRC,2
HB0038,2023,RS,2023-01-24,LD: 2,HHHC: Reported by committee with Do Pass recommendation,3
HB0038,2023,RS,,,Action Postponed Indefinitely,4
HB0039,2023,RS,,,Sent to HPREF - Referrals: HPREF,1
HB0039,2023,RS,2023-01-18,LD: 2,Sent to HEC - Referrals: HEC/HCEDC,2
HB0039,2023,RS,2023-01-26,LD: 3,HEC: Reported by committee with Do Pass recommendation,3
HB0039,2023,RS,2023-01-30,LD: 3,Referred to: HAFC,4
HB0039,2023,RS,2023-02-07,LD: 4,HCEDC: Reported by committee with Do Pass recommendation with amendment(s),5
HB0039,2023,RS,,,Action Postponed Indefinitely,6
HB0040,2023,RS,,,Sent to HPREF - Referrals: HPREF,1
HB0040,2023,RS,2023-01-18,LD: 2,Sent to HHHC - Referrals: HHHC/HJC,2
HB0040,2023,RS,2023-01-26,LD: 3,HHHC: Reported by committee with Do Pass recommendation,3
HB0040,2023,RS,2023-02-07,LD: 4,HJC: Reported by committee with Do Pass recommendation with amendment(s),4
HB0040,2023,RS,2023-02-17,LD: 10,Passed in the House of Representatives - Y:51 N:10,5
HB0040,2023,RS,2023-02-20,LD: 8,Sent to SJC - Referrals: SJC/SFC,6
HB0040,2023,RS,2023-03-14,LD: 18,SJC: Reported by committee with Do Pass recommendation,7
HB0040,2023,RS,2023-03-16,LD: 20,Withdrawn from committee or daily calendar for subsequent action,8
HB0040,2023,RS,2023-03-17,LD: 22,Passed in the Senate - Y:34 N:3,9
HB0040,2023,RS,,,Signed by Governor - Chapter 136 - Apr. 5,10
HB0041,2023,RS,,,Sent to HPREF - Referrals: HPREF,1
HB0041,2023,RS,2023-01-18,LD: 2,Sent to HHHC - Referrals: HHHC/HAFC,2
HB0041,2023,RS,2023-01-24,LD: 2,HHHC: Reported by committee with Do Pass recommendation,3
HB0041,2023,RS,,,Action Postponed Indefinitely,4
HB0042,2023,RS,,,Sent to HPREF - Referrals: HPREF,1
HB0042,2023,RS,2023-01-18,LD: 2,Sent to HHHC - Referrals: HHHC/HAFC,2
HB0042,2023,RS,2023-01-26,LD: 3,HHHC: Reported by committee with Do Pass recommendation,3
HB0042,2023,RS,,,Action Postponed Indefinitely,4
HB0043,2023,RS,,,Sent to HPREF - Referrals: HPREF,1
HB0043,2023,RS,2023-01-18,LD: 2,Sent to HEC - Referrals: HEC/HJC,2
HB0043,2023,RS,2023-01-26,LD: 3,HEC: Reported by committee with Do Pass recommendation,3
HB0043,2023,RS,2023-01-31,LD: 3,HJC: Reported by committee with Do Pass recommendation,4
HB0043,2023,RS,2023-02-06,LD: 4,Passed in the House of Representatives - Y:49 N:12,5
HB0043,2023,RS,2023-02-07,LD: 7,Sent to SEC - Referrals: SEC/SJC,6
HB0043,2023,RS,2023-02-15,LD: 8,SEC: Reported by committee with Do Pass recommendation,7
HB0043,2023,RS,,,Action Postponed Indefinitely,8
HB0044,2023,RS,,,Sent to HPREF - Referrals: HPREF,1
HB0044,2023,RS,2023-01-18,LD: 2,Sent to HCEDC - Referrals: HCEDC/HJC,2
HB0044,2023,RS,2023-01-30,LD: 3,HCEDC: Reported by committee with Do Pass recommendation,3
HB0044,2023,RS,2023-02-07,LD: 4,HJC: Reported by committee with Do Pass recommendation,4
HB0044,2023,RS,2023-02-13,LD: 6,Passed in the House of Representatives - Y:62 N:0,5
HB0044,2023,RS,2023-02-14,LD: 8,Sent to STBTC - Referrals: STBTC/SJC,6
HB0044,2023,RS,2023-03-04,LD: 12,STBTC: Reported by committee with Do Pass recommendation,7
HB0044,2023,RS,,,Action Postponed Indefinitely,8
HB0045,2023,RS,,,Sent to HPREF - Referrals: HPREF,1
HB0045,2023,RS,2023-01-18,LD: 2,Sent to HRDLC - Referrals: HRDLC/HENRC,2
HB0045,2023,RS,,,Action Postponed Indefinitely,3
HB0046,2023,RS,,,Sent to HPREF - Referrals: HPREF,1
HB0046,2023,RS,2023-01-18,LD: 2,Sent to HLVMC - Referrals: HLVMC/HGEIC,2
HB0046,2023,RS,2023-01-26,LD: 3,HLVMC: Reported by committee with Do Pass recommendation with amendment(s),3
HB0046,2023,RS,2023-02-09,LD: 4,HGEIC: Reported by committee with Do Pass recommendation,4
HB0046,2023,RS,2023-02-17,LD: 10,Passed in the House of Representatives - Y:36 N:25,5
HB0046,2023,RS,2023-02-20,LD: 8,Sent to STBTC - Referrals: STBTC/SFC,6
HB0046,2023,RS,2023-03-16,LD: 20,STBTC: Reported by committee with Do Pass recommendation,7
HB0046,2023,RS,,,Action Postponed Indefinitely,8
HB0047,2023,RS,,,Sent to HPREF - Referrals: HPREF,1
HB0047,2023,RS,2023-01-18,LD: 2,Sent to HHHC - Referrals: HHHC/HAFC,2
HB0047,2023,RS,,,Action Postponed Indefinitely,3
HB0048,2023,RS,,,Sent to HPREF - Referrals: HPREF,1
HB0048,2023,RS,2023-01-18,LD: 2,Sent to HHHC - Referrals: HHHC/HCEDC,2
HB0048,2023,RS,2023-01-26,LD: 3,HHHC: Reported by committee with Do Pass recommendation,3
HB0048,2023,RS,2023-02-02,LD: 3,HCEDC: Reported by committee with Do Pass recommendation,4
HB0048,2023,RS,2023-02-06,LD: 4,Passed in the House of Representatives - Y:65 N:0,5
HB0048,2023,RS,2023-02-07,LD: 7,Sent to SHPAC - Referrals: SHPAC/SJC,6
HB0048,2023,RS,2023-03-06,LD: 12,SHPAC: Reported by committee with Do Pass recommendation,7
HB0048,2023,RS,,,Action Postponed Indefinitely,8
HB0049,2023,RS,,,Sent to HPREF - Referrals: HPREF,1
HB0049,2023,RS,2023-01-18,LD: 2,Sent to HHHC - Referrals: HHHC/HAFC,2
HB0049,2023,RS,2023-01-24,LD: 2,HHHC: Reported by committee with Do Pass recommendation,3
HB0049,2023,RS,,,Action Postponed Indefinitely,4
HB0050,2023,RS,,,Sent to HPREF - Referrals: HPREF,1
HB0050,2023,RS,2023-01-18,LD: 2,Sent to HCPAC - Referrals: HCPAC/HJC/HAFC,2
HB0050,2023,RS,,,Action Postponed Indefinitely,3
HB0051,2023,RS,,,Sent to HPREF - Referrals: HPREF,1
HB0051,2023,RS,2023-01-18,LD: 2,Sent to HHHC - Referrals: HHHC/HAFC,2
HB0051,2023,RS,2023-02-14,LD: 6,HHHC: Reported by committee with Do Not Pass but with a Do Pass recommendation on Committee Substitution,3
HB0051,2023,RS,,,Action Postponed Indefinitely,4
HB0052,2023,RS,,,Sent to HPREF - Referrals: HPREF,1
HB0052,2023,RS,2023-01-18,LD: 2,Sent to HEC - Referrals: HEC/HAFC,2
HB0052,2023,RS,2023-02-07,LD: 4,HEC: Reported by committee with Do Pass recommendation with amendment(s),3
HB0052,2023,RS,,,Action Postponed Indefinitely,4
HB0053,2023,RS,,,Sent to HPREF - Referrals: HPREF,1
HB0053,2023,RS,2023-01-18,LD: 2,Sent to HHHC - Referrals: HHHC/HAFC,2
HB0053,2023,RS,2023-02-09,LD: 4,HHHC: Reported by committee with Do Not Pass but with a Do Pass recommendation on Committee Substitution,3
HB0053,2023,RS,2023-02-23,LD: 11,HAFC: Reported by committee with Do Pass recommendation with amendment(s),4
HB0053,2023,RS,2023-03-02,LD: 13,Passed in the House of Representatives - Y:65 N:1,5
HB0053,2023,RS,2023-03-03,LD: 12,Sent to SHPAC - Referrals: SHPAC,6
HB0053,2023,RS,2023-03-10,LD: 12,SHPAC: Reported by committee with Do Pass recommendation,7
HB0053,2023,RS,2023-03-15,LD: 20,Passed in the Senate - Y:37 N:0,8
HB0053,2023,RS,,,Signed by Governor - Chapter 50 - Mar. 30,9
HB0054,2023,RS,,,Sent to HPREF - Referrals: HPREF,1
HB0054,2023,RS,2023-01-18,LD: 2,Sent to HGEIC - Referrals: HGEIC/HJC,2
HB0054,2023,RS,2023-01-30,LD: 3,HGEIC: Reported by committee with Do Pass recommendation with amendment(s),3
HB0054,2023,RS,,,Action Postponed Indefinitely,4
HB0055,2023,RS,,,Sent to HPREF - Referrals: HPREF,1
HB0055,2023,RS,2023-01-18,LD: 2,Sent to HCEDC - Referrals: HCEDC/HJC,2
HB0055,2023,RS,2023-02-23,LD: 11,HCEDC: Reported by committee with Do Not Pass but with a Do Pass recommendation on Committee Substitution,3
HB0055,2023,RS,,,Action Postponed Indefinitely,4
HB0056,2023,RS,,,Sent to HPREF - Referrals: HPREF,1
HB0056,2023,RS,2023-01-18,LD: 2,Sent to HTPWC - Referrals: HTPWC/HAFC,2
HB0056,2023,RS,,,Action Postponed Indefinitely,3
HB0057,2023,RS,,,Sent to HPREF - Referrals: HPREF,1
HB0057,2023,RS,2023-01-18,LD: 2,Sent to HCPAC - Referrals: HCPAC/HJC,2
HB0057,2023,RS,,,Action Postponed Indefinitely,3
HB0058,2023,RS,,,Sent to HPREF - Referrals: HPREF,1
HB0058,2023,RS,2023-01-18,LD: 2,Sent to HCPAC - Referrals: HCPAC/HJC,2
HB0058,2023,RS,,,Action Postponed Indefinitely,3
HB0059,2023,RS,,,Sent to HPREF - Referrals: HPREF,1
HB0059,2023,RS,2023-01-18,LD: 2,Sent to HCPAC - Referrals: HCPAC/HJC,2
HB0059,2023,RS,,,Action Postponed Indefinitely,3
HB0060,2023,RS,,,Sent to HPREF - Referrals: HPREF,1
HB0060,2023,RS,2023-01-18,LD: 2,Sent to HCPAC - Referrals: HCPAC/HJC,2
HB0060,2023,RS,,,Action Postponed Indefinitely,3
HB0061,2023,RS,,,Sent to HPREF - Referrals: HPREF,1
HB0061,2023,RS,2023-01-18,LD: 2,Sent to HCPAC - Referrals: HCPAC/HJC,2
