bill_id,term,session,title,description,commem
HB0023,2023_2024,2023-RS,Forensic Mental Health Amendments,This bill modifies the duties of the Utah Substance Use and Mental Health Advisory Council (council) regarding forensic mental health.,0
HB0024,2023_2024,2023-RS,Prescription Discount Program Amendments,This bill allows the Public Employees' Benefit and Insurance Program (program) to add additional drugs to the prescription discount program.,0
HB0025,2023_2024,2023-RS,Murdered and Missing Indigenous Women and Girls Task Force Sunset Extension,This bill amends provisions related to the Murdered and Missing Indigenous Women and Girls Task Force.,0
HB0026,2023_2024,2023-RS,License Plate Amendments,"This bill modifies provisions related to standard issue license plates, personalized license plates, and special group license plates.",0
HB0027,2023_2024,2023-RS,Drug Possession Penalty Amendments,This bill amends provisions relating to the possession of a weapon.,0
HB0028,2023_2024,2023-RS,Arson Amendments,"This bill amends the definition of ""habitable structure.""",0
HB0029,2023_2024,2023-RS,Mental Health Support and Law Enforcement Co-response,This bill creates a grant program for expanded mobile crisis intervention teams to be administered by the Division of Integrated Healthcare.,0
HB0030,2023_2024,2023-RS,Wildlife Resources Code Recodification,"This bill recodifies Title 23, Wildlife Resources Code of Utah.",0
HB0031,2023_2024,2023-RS,Wildlife Resources Recodification Cross References,"This bill addresses cross references related to the recodification of Title 23, Wildlife Resources Code of Utah.",0
HB0032,2023_2024,2023-RS,Provo Canyon Resource Management Plan,This bill requires the Division of Outdoor Recreation to prepare a recreation management plan for Provo Canyon.,0
HB0033,2023_2024,2023-RS,Water Related Liability Amendments,"This bill modifies provisions concerning liability related to water facilities, streams, or rivers and related trails.",0
HB0034,2023_2024,2023-RS,Boards and Commissions Amendments,This bill amends provisions relating to boards and commissions.,0
HB0035,2023_2024,2023-RS,Unfair Practices Act Amendments,This bill repeals the Unfair Practices Act.,0
HB0036,2023_2024,2023-RS,Long Term Care Ombudsman Amendments,This bill amends requirements relating to assisted living facilities.,0
HB0037,2023_2024,2023-RS,Voter Signature Verification Amendments,"This bill addresses voter signature verification, voter accessibility, and related issues.",0
HB0038,2023_2024,2023-RS,Initiative and Referendum Modifications,This bill amends provisions relating to initiatives and referenda.,0
HB0039,2023_2024,2023-RS,State Resource Management Plan Amendments,This bill modifies provisions relating to the state resource management plan.,0
HB0040,2023_2024,2023-RS,Native American Child and Family Amendments,This bill addresses Indian child welfare issues.,0
HB0041,2023_2024,2023-RS,Utah Retirement Systems Revisions,This bill amends the Utah State Retirement and Insurance Benefit Act (the Act).,0
HB0042,2023_2024,2023-RS,Technology Commercialization Amendments,This bill enacts provisions relating to technology commercialization.,0
HB0043,2023_2024,2023-RS,Domestic Violence Modifications,This bill addresses domestic violence.,0
HB0044,2023_2024,2023-RS,Transportation Corridor Funding Amendments,This bill amends provisions related to transportation corridor preservation funds.,0
HB0045,2023_2024,2023-RS,Domesticated Elk Program Amendments,This bill makes changes to the Domesticated Elk Act.,0
HB0046,2023_2024,2023-RS,Criminal Code Recodification and Cross References,"This bill modifies Title 76, Chapters 6, Offenses Against Property, and 6a, Pyramid Scheme Act, by redrafting offense statutes into a new structure and clarifies existing law.",0
HB0047,2023_2024,2023-RS,Criminal Code Evaluation Task Force Sunset Extension,This bill extends the Criminal Code Evaluation Task Force by several years.,0
HB0048,2023_2024,2023-RS,Early Childhood Amendments,This bill addresses state programs and services for children in early childhood.,0
HB0049,2023_2024,2023-RS,Motor Vehicle Safety Inspection Advisory Council Amendments,This bill repeals the Motor Vehicle Safety Inspection Advisory Council.,0
HB0050,2023_2024,2023-RS,Criminal Financial Obligation Amendments,This bill amends provisions regarding financial obligations owed by a defendant as a result of a criminal sentence.,0
HB0051,2023_2024,2023-RS,Railroad Right of Way Amendments,This bill enacts provisions related to improvements within railroad right of ways.,0
HB0052,2023_2024,2023-RS,Highway Special Designation Process Amendments,This bill requires consultation with the relevant political subdivision before creating certain state highway special designations.,0
HB0053,2023_2024,2023-RS,Protective Order Amendments,"This bill concerns pretrial protective orders, jail release agreements, and jail release court orders.",0
HB0054,2023_2024,2023-RS,Tax Revisions,This bill modifies state tax provisions.,0
HB0055,2023_2024,2023-RS,Off-highway Vehicle Registration Requirements,This bill exempts a snowmobile from the requirement to obtain and display a license plate for an off-highway vehicle and amends provisions related to off-highway vehicle safety courses.,0
HB0056,2023_2024,2023-RS,Tax Assessment Amendments,This bill modifies provisions relating to tax assessments.,0
HB0057,2023_2024,2023-RS,Law Enforcement Investigation Amendments,This bill concerns procedures and requirements related to law enforcement investigations.,0
HB0058,2023_2024,2023-RS,Tax Modifications,This bill modifies provisions related to tax.,0
HB0059,2023_2024,2023-RS,First Responder Mental Health Amendments,This bill adds provisions relating to spouses of retired first responders and addresses access to mental health services.,0
HB0060,2023_2024,2023-RS,Juvenile Justice Modifications,This bill amends provisions related to juvenile justice.,0
HB0061,2023_2024,2023-RS,School Safety Requirements,This bill creates the School Security Act and a task force to address school security issues.,0
HB0062,2023_2024,2023-RS,Driving Under the Influence Modifications,This bill amends provisions related to an ignition interlock system and driving under the influence.,0
HB0063,2023_2024,2023-RS,Office of Rail Safety,This bill creates the Office of Rail Safety within the Department of Transportation.,0
HB0064,2023_2024,2023-RS,Waiver of Punitive Damages Amendments,This bill addresses agreements to waive or limit liability for punitive damages.,0
HB0065,2023_2024,2023-RS,Division of Technology Services Amendments,This bill modifies provisions relating to the Division of Technology Services.,0
HB0066,2023_2024,2023-RS,Behavioral Health Crisis Response Commission Amendments,This bill amends provisions related to the Behavioral Health Crisis Response Commission.,0
HB0067,2023_2024,2023-RS,Title 71a - Veterans and Military Affairs,"This bill restructures, reorganizes, and rewrites provisions of Title 71, Veterans, creates Title 71A, Veterans and Military Affairs, and makes conforming changes.",0
HB0068,2023_2024,2023-RS,Petition Amendments,This bill consolidates provisions concerning initiative and referendum petitions and amends provisions related to other petitions.,0
HB0069,2023_2024,2023-RS,Election Modifications,This bill modifies provisions of the Election Code.,0
HB0070,2023_2024,2023-RS,Continuing Care Retirement Facilities Amendments,This bill modifies provisions related to the regulation of continuing care facilities.,0
HB0071,2023_2024,2023-RS,Local Health Department Revisions,This bill enacts provisions related to local health department governance.,0
HB0072,2023_2024,2023-RS,Medical Cannabis Governance Revisions,This bill enacts provisions regarding medical cannabis governance in the state.,0
HB0073,2023_2024,2023-RS,Municipal Office Modifications,This bill modifies provisions related to filling a vacancy in a municipal office.,0
HB0074,2023_2024,2023-RS,Utah Marriage Commission Amendments,This bill amends provisions related to funding for the Utah Marriage Commission.,0
HB0075,2023_2024,2023-RS,State Commemorative Periods Amendments,This bill modifies provisions related to commemorative periods.,1
HB0076,2023_2024,2023-RS,Tourism Fund Amendments,This bill addresses the transient room tax.,0
HB0077,2023_2024,2023-RS,Local District Revisions,"This bill is the first of two bills that change the name of ""local district"" to ""special district"" throughout the Utah Code.",0
HB0078,2023_2024,2023-RS,Behavioral Health Treatment Access Amendments,This bill addresses insurance coverage for behavioral health services.,0
HB0079,2023_2024,2023-RS,Family Planning Services Revisions,This bill amends provisions relating to family planning services within the state Medicaid program.,0
HB0080,2023_2024,2023-RS,Residential Renter Deposits,This bill modifies provisions related to the return of residential renter deposits.,0
HB0081,2023_2024,2023-RS,Mental Health Treatment Amendments,This bill addresses mental health coverage requirements for health plans offered by certain governmental entities.,0
HB0082,2023_2024,2023-RS,School Assembly Notice Requirements,This bill requires prior parental notice of school assemblies.,0
HB0083,2023_2024,2023-RS,Tax Credit for Educator Expenses,This bill enacts a nonrefundable income tax credit for certain educator expenses.,0
HB0084,2023_2024,2023-RS,Postpartum Medicaid Coverage Amendments,This bill addresses Medicaid coverage for postpartum women.,0
HB0085,2023_2024,2023-RS,Pregnancy Medicaid Coverage Amendments,This bill expands eligibility for Medicaid coverage for certain pregnant women.,0
HB0086,2023_2024,2023-RS,Firearm Reporting Requirements,This bill requires the Bureau of Criminal Identification to collect statistics on the source of firearms recovered from restricted persons.,0
HB0087,2023_2024,2023-RS,Youth Sport Safety Amendments,This bill addresses cardiac safety for participants in school athletic activities.,0
HB0088,2023_2024,2023-RS,Social Security Tax Amendments,This bill modifies the individual income tax credit for social security benefits.,0
HB0089,2023_2024,2023-RS,Gun Safety Amendments,This bill concerns a waiting period for the sale of a firearm.,0
HB0090,2023_2024,2023-RS,Utah State University Price,This bill renames a Utah State University regional institution as Utah State University Price.,1
HB0091,2023_2024,2023-RS,Election Signature Requirements,This bill makes changes to the Election Code related to signature gathering requirements for certain candidates seeking the nomination of a qualified political party.,0
HB0092,2023_2024,2023-RS,State Mushroom Designation,This bill modifies provisions relating to state symbols.,1
HB0093,2023_2024,2023-RS,Outdoor Recreation Modifications,This bill amends provisions related to outdoor recreation grant programs.,0
HB0094,2023_2024,2023-RS,Reverse Mortgage Amendments,This bill makes changes to reverse mortgage requirements.,0
HB0095,2023_2024,2023-RS,Noise Pollution Amendments,This bill requires an inspection of noise suppression equipment at the time of a vehicle emissions inspection as a prerequisite to registration of a motor vehicle.,0
HB0096,2023_2024,2023-RS,Peace Officer Training Amendments,This bill requires a portion of a peace officer's basic training to include certain subjects involving victim targeting.,0
HB0097,2023_2024,2023-RS,Government Records Access Amendments,This bill modifies provisions of the Government Records Access and Management Act related to records on a personal electronic device.,0
HB0098,2023_2024,2023-RS,Process Server Amendments,This bill amends the qualifications for process servers.,0
HB0099,2023_2024,2023-RS,Sex Offender Restrictions Amendments,This bill increases the penalty for repeat offenders of sex offender restrictions.,0
HB0100,2023_2024,2023-RS,Beer Order and Delivery Amendments,This bill permits an off-premise beer retailer to make off-premise beer deliveries under certain circumstances.,0
HB0101,2023_2024,2023-RS,Food Sales Tax Amendments,This bill reduces the tax imposed on amounts paid or charged for food and food ingredients.,0
HB0102,2023_2024,2023-RS,Higher Education Residency Amendments,This bill amends higher education residency provisions.,0
HB0103,2023_2024,2023-RS,Weapon Possession While Under the Influence Amendments,This bill amends provisions related to who is considered a restricted person and who can carry a dangerous weapon.,0
HB0104,2023_2024,2023-RS,Modifications to Public Safety Retirement,This bill modifies requirements related to retirement from a public safety or firefighter retirement system.,0
HB0105,2023_2024,2023-RS,Public Employee Disability Benefits Amendments,This bill amends the Public Employees' Long-Term Disability Act.,0
HB0106,2023_2024,2023-RS,HIV Testing Modifications,This bill creates a procedure for HIV testing of an alleged sexual offender if the alleged sexual offender refuses testing.,0
HB0107,2023_2024,2023-RS,Concealed Weapons Permit Fee Amendments,This bill amends who is eligible for a waiver to a concealed weapons permit fee.,0
HB0108,2023_2024,2023-RS,Child Sex Doll Prohibition,This bill enacts provisions relating to child sex dolls.,0
HB0109,2023_2024,2023-RS,Veteran Dependent Tuition Amendments,This bill creates a tuition waiver program for dependents of disabled veterans who enroll at a state institution of higher education.,0
HB0110,2023_2024,2023-RS,Waste Tire Recycling Fund Amendments,This bill modifies provisions related to waste tire recycling.,0
HB0111,2023_2024,2023-RS,Inmate Treatment Amendments,This bill requires county and municipal jails to allow medication assistance treatment by a state-approved entity for inmates who were active clients prior to incarceration.,0
HB0112,2023_2024,2023-RS,State Fish Hatchery Maintenance Account Amendments,This bill addresses the State Fish Hatchery Maintenance Account.,0
HB0113,2023_2024,2023-RS,Motor Vehicle Insurance Revisions,This bill increases minimum coverage limits on liability coverage for a motor vehicle insurance policy.,0
HB0114,2023_2024,2023-RS,Theft Defense Amendments,This bill amends the defenses available to those charged with theft.,0
HB0115,2023_2024,2023-RS,Child Abuse Reporting Revisions,This bill modifies provisions relating to reporting requirements for child abuse and neglect.,0
HB0116,2023_2024,2023-RS,Intergenerational Poverty Solution,This bill creates the Education Savings Incentive Program.,0
HB0117,2023_2024,2023-RS,Occupational Restriction Amendments,This bill modifies provisions related to serving an alcoholic product in a restaurant licensed by the Department of Alcoholic Beverage Services.,0
HB0118,2023_2024,2023-RS,Education Procurement Amendments,This bill makes changes to procurement provisions for the public education system.,0
HB0119,2023_2024,2023-RS,Charitable Organization Registration Amendments,This bill addresses charitable organization registration requirements.,0
HB0120,2023_2024,2023-RS,Weapon Possession Amendments,This bill amends provisions relating to the possession of a weapon.,0
HB0121,2023_2024,2023-RS,Wildlife Habitat Account Amendments,This bill modifies provisions related to the Wildlife Habitat Account.,0
HB0122,2023_2024,2023-RS,Sex Offender Registry Amendments,This bill amends provisions related to individuals required to register for the sex offender registry.,0
HB0123,2023_2024,2023-RS,Broadband Service Amendments,This bill modifies provisions related to the regulation of Internet protocol services.,0
HB0124,2023_2024,2023-RS,Salary Supplement for School Speech-language Pathologists and Audiologists,This bill makes certain speech-language pathologists and audiologists eligible for the Teacher Salary Supplement Program.,0
HB0125,2023_2024,2023-RS,Postretirement Reemployment Amendments,This bill modifies the postretirement reemployment restrictions for a retiree who was a public safety service employee or a teacher.,0
HB0126,2023_2024,2023-RS,Postretirement Reemployment Modifications,This bill modifies the postretirement reemployment restrictions for a retiree who was a public safety service employee or a teacher.,0
HB0127,2023_2024,2023-RS,Reauthorization of Administrative Rules,This bill provides legislative action regarding administrative rules.,0
HB0128,2023_2024,2023-RS,Master Plan on Aging,This bill amends provisions governing the Utah Commission on Aging.,0
HB0129,2023_2024,2023-RS,Prohibited Correctional Facility Items,This bill enacts provisions related to communication devices in correctional facilities.,0
HB0130,2023_2024,2023-RS,Adoption Tax Credit,This bill enacts individual income tax credits for adoption expenses.,0
HB0131,2023_2024,2023-RS,Vaccine Passport Prohibition,"This bill enacts a prohibition on the use of an individual's immunity status by places of public accommodation, governmental entities, and employers.",0
HB0132,2023_2024,2023-RS,Prohibiting Sex Transitioning Procedures on Minors,This bill prohibits a health care provider from performing a medical procedure on a minor for the purpose of attempted sex transitioning or attempted sex change.,0
HB0133,2023_2024,2023-RS,Health Care Facility Visitation Amendments,This bill establishes requirements for health care facilities related to patient visitation.,0
HB0134,2023_2024,2023-RS,Charter School Closing Requirements,This bill addresses treatment of assets of a charter school.,0
HB0135,2023_2024,2023-RS,State Holiday Amendments,This bill modifies provisions related to legal state holidays.,0
HB0136,2023_2024,2023-RS,Safe School Route Evaluations,This bill requires a school traffic safety committee to include recommendations for infrastructure improvements in a child access routing plan.,0
HB0137,2023_2024,2023-RS,State Crustacean Designation,This bill designates the state crustacean.,0
HB0138,2023_2024,2023-RS,Sensitive Material Requirements,This bill requires certain provisions in a contract between a state and local education agencies and a vendor in a contract for digital instructional material.,0
HB0139,2023_2024,2023-RS,Sex and Kidnap Offender Registry Requirements,This bill amends sex and kidnap offender registration requirements.,0
HB0140,2023_2024,2023-RS,Standard Response Protocol to Active Threats in Schools,This bill codifies and expands on existing administrative rules related to required emergency drills in public schools.,0
HB0141,2023_2024,2023-RS,Driver License Test Amendments,This bill requires the Driver License Division to begin administering certain examinations in languages other than English.,0
HB0142,2023_2024,2023-RS,Kidney Health Task Force,This bill creates the Kidney Health Task Force (task force).,0
HB0143,2023_2024,2023-RS,Parental Kidnapping Amendments,This bill enacts provisions relating to parental kidnapping.,0
HB0144,2023_2024,2023-RS,High Cost Infrastructure Development Tax Credit Amendments,This bill modifies the high cost infrastructure development tax credit.,0
HB0145,2023_2024,2023-RS,Private Property and Wildlife Amendments,This bill enacts provisions related to access to private property.,0
HB0146,2023_2024,2023-RS,Sex Offender Restricted Area Amendments,This bill amends the restrictions placed on offenders who are on the sex offender registry.,0
HB0147,2023_2024,2023-RS,Crime Posting Restrictions,This bill enacts provisions relating to the distribution of a recording of a crime.,0
HB0148,2023_2024,2023-RS,Firearm Amendments,This bill amends provisions relating to firearms and ammunition.,0
HB0149,2023_2024,2023-RS,Student Graduation Attire Revisions,This bill allows individuals to wear cultural attire during graduation ceremonies.,0
HB0150,2023_2024,2023-RS,Emergency Water Shortages Amendments,This bill addresses emergency shortages of water declared by the governor.,0
HB0151,2023_2024,2023-RS,Veteran Property Tax Revisions,This bill amends provisions related to the veterans armed forces property tax exemption.,0
HB0152,2023_2024,2023-RS,"Online Prescribing, Dispensing, and Facilitation Licensing Act Repealer","This bill repeals the Online Prescribing, Dispensing, and Facilitation Licensing Act.",0
HB0153,2023_2024,2023-RS,Abortion Revisions,This bill amends provisions regulating an abortion.,0
HB0154,2023_2024,2023-RS,English Language Learner Amendments,This bill addresses allocation of funding for additional English language learner instructional materials and support.,0
HB0155,2023_2024,2023-RS,Independent Election Evaluations,This bill requires independent audits relating to elections.,0
HB0156,2023_2024,2023-RS,Sex and Kidnap Offender Registry and Child Abuse Offender Registry Administration Amendments,This bill addresses the administration of the Sex and Kidnap Offender Registry and the Child Abuse Offender Registry.,0
HB0157,2023_2024,2023-RS,County Office Consolidation Amendments,This bill amends the requirements for a county legislative body related to consolidation or separation of county offices.,0
HB0158,2023_2024,2023-RS,Electronic Information or Data Privacy Act Modifications,This bill amends provisions concerning electronic information or data privacy.,0
HB0159,2023_2024,2023-RS,Health Care Professional Licensing Requirements,This bill creates an exemption for professional licensing.,0
HB0160,2023_2024,2023-RS,Contact Lens Purchase Amendments,This bill requires certain information to be communicated to a patient receiving a contact lens prescription.,0
HB0161,2023_2024,2023-RS,Foreign Language Education Funding Amendments,This bill amends provisions related to the funding of foreign language education.,0
HB0162,2023_2024,2023-RS,Voter Accessibility Amendments,This bill makes changes to the Election Code relating to voting accessibility.,0
HB0163,2023_2024,2023-RS,Protecting Student Religious and Moral Beliefs Regarding Athletic Uniform Requirements,This bill addresses requirements for uniforms worn while participating in certain school athletic activities.,0
HB0164,2023_2024,2023-RS,Law Enforcement Training Amendments,This bill enacts provisions regarding the reimbursement of a law enforcement or correctional officer's training costs.,0
HB0165,2023_2024,2023-RS,Firearm Discharge on Private Property Amendments,This bill addresses liability resulting from the discharge of a firearm on private property.,0
HB0166,2023_2024,2023-RS,Mental Health Professional Licensing Amendments,This bill amends provisions of the Mental Health Professional Practice Act.,0
HB0167,2023_2024,2023-RS,State Child Care Amendments,This bill creates the State Child Care Pilot Program.,0
HB0168,2023_2024,2023-RS,License Plate Reader Systems Amendments,This bill amends provisions related to the use of license plate reading technology and data obtained through license plate reading technology.,0
HB0169,2023_2024,2023-RS,Urban Farming Assessment Act Amendments,This bill modifies the Urban Farming Assessment Act.,0
HB0170,2023_2024,2023-RS,Child Tax Credit Revisions,This bill enacts a child care tax credit.,0
HB0171,2023_2024,2023-RS,Alternative Voting Methods Modifications,This bill repeals the Municipal Alternate Voting Methods Pilot Project.,0
HB0172,2023_2024,2023-RS,Food Sales Tax Modifications,This bill reduces the tax imposed on amounts paid or charged for certain food.,0
HB0173,2023_2024,2023-RS,Citizen Empowerment Task Force,This bill allows a private party to recover attorney and expert fees as the prevailing party in certain civil actions adverse to a governmental entity.,0
HB0174,2023_2024,2023-RS,Conviction Reduction Amendments,This bill amends provisions related to the reduction of the degree of an offense for a conviction.,0
HB0175,2023_2024,2023-RS,School Fees Amendments,This bill amends and enacts provisions related to elementary and secondary school fees.,0
HB0176,2023_2024,2023-RS,Municipal Voting Methods Amendments,This bill makes approval voting an option for municipal elections under the Municipal Voting Methods Pilot Project.,0
HB0177,2023_2024,2023-RS,State Hospital Amendments,This bill creates the State Hospital Relocation Commission.,0
HB0178,2023_2024,2023-RS,Post-employment Restrictions Revisions,This bill amends the Post-employment Restrictions Act.,0
HB0179,2023_2024,2023-RS,Founders and Constitution Recognition,This bill addresses the recognition of the country's founders and the Constitution.,0
HB0180,2023_2024,2023-RS,Child Welfare Placement Review Amendments,This bill amends provisions of the Utah Juvenile Code related to the custody of children.,0
HB0181,2023_2024,2023-RS,Offender Employment Amendments,This bill establishes provisions related to a web portal that will connect individuals with criminal histories to available job opportunities.,0
HB0182,2023_2024,2023-RS,Interventions for Reading Difficulties Program Amendments,This bill repeals the Interventions for Reading Difficulties Program.,0
HB0183,2023_2024,2023-RS,Firefighter Retirement Revisions,This bill authorizes coverage of certified or licensed emergency medical service personnel in the firefighter retirement systems.,0
HB0184,2023_2024,2023-RS,Veterinarian Education Loan Repayment Program,This bill creates the Veterinarian Education Loan Repayment Program.,0
HB0185,2023_2024,2023-RS,Public Education Enrollment Options Amendments,This bill addresses public education enrollment options.,0
HB0186,2023_2024,2023-RS,State Land Purchase Restrictions,This bill enacts the Restrictions on Foreign Acquisitions of Land Act.,0
HB0187,2023_2024,2023-RS,Veterinary Practice Amendments,This bill adds an exemption to the requirement for licensure under the Veterinary Practice Act.,0
HB0188,2023_2024,2023-RS,Golf Related Water Modifications,This bill addresses the reporting of water use by golf courses or driving ranges.,0
HB0189,2023_2024,2023-RS,International Baccalaureate Program Amendments,This bill repeals appropriation limitations for International Baccalaureate programs.,0
HB0190,2023_2024,2023-RS,Local Education Agency Personnel Amendments,This bill establishes additional mechanisms for salary and growth opportunities for certain school employees.,0
HB0191,2023_2024,2023-RS,Student Graduation Attire Amendments,This bill addresses cultural and religious attire requirements worn during a high school graduation ceremony.,0
HB0192,2023_2024,2023-RS,Traffic Violation Amendments,This bill expands the availability of a deferred prosecution for certain traffic infractions.,0
HB0193,2023_2024,2023-RS,Online Education Course Amendments,This bill requires notification to students of the opportunity to complete high school graduation requirements and exit high school early.,0
HB0194,2023_2024,2023-RS,Motor Vehicle Dealer Requirements,This bill prohibits a motor vehicle dealer from charging a fee or charge in addition to the negotiated purchase price as a condition of the sale.,0
HB0195,2023_2024,2023-RS,Criminal Investigations of School Employees,This bill requires certain administrative leave for school employees who are the subject of a criminal investigation.,0
HB0196,2023_2024,2023-RS,Eminent Domain Revisions,This bill modifies the public uses for which the right of eminent domain may be exercised.,0
HB0197,2023_2024,2023-RS,Higher Education Financial Aid Amendments,This bill amends provisions related to higher education scholarships.,0
HB0198,2023_2024,2023-RS,Deceptive Trade Practices Amendments,This bill modifies provisions related to deceptive trade practices.,0
HB0199,2023_2024,2023-RS,Voluntary Firearm Safekeeping Amendments,This bill addresses the voluntary commitment of a firearm in cases of domestic violence.,0
HB0200,2023_2024,2023-RS,Motor Vehicle Registration Revisions,This bill amends provisions related to registration of an off-highway vehicle to allow the transport of an off-highway vehicle that is not registered.,0
HB0201,2023_2024,2023-RS,Revisor's Technical Corrections to Utah Code,This bill makes technical changes to provisions of the Utah Code.,0
HB0202,2023_2024,2023-RS,Signature Threshold Amendments,This bill modifies the signature threshold requirements for partisan office.,0
HB0203,2023_2024,2023-RS,Inmate Education Amendments,This bill enacts provisions relating to postsecondary education for inmates enrolled in institutions of higher education.,0
HB0204,2023_2024,2023-RS,Child Welfare Proceedings Testing Requirements,This bill addresses drug testing for certain individuals.,0
HB0205,2023_2024,2023-RS,Primary Election Amendments,"This bill provides for a runoff election, in certain circumstances, for a regular primary election.",0
HB0206,2023_2024,2023-RS,Airport Land Use Amendments,This bill amends provisions related to land use requirements near an airport influence area.,0
HB0207,2023_2024,2023-RS,Compact Commission Amendments,This bill addresses state representatives on interstate compact commissions.,0
HB0208,2023_2024,2023-RS,Criminal Trespass Amendments,This bill addresses criminal trespass on private property related to use of public waters.,0
HB0209,2023_2024,2023-RS,Participation in Extracurricular Activities Amendments,"This bill provides students attending private school, home school, charter school, and online school a process for requesting participation in extracurricular activities outside of the student's school of residence.",0
HB0210,2023_2024,2023-RS,Justice Court Changes,This bill amends provisions related to justice courts.,0
HB0211,2023_2024,2023-RS,Real Estate Amendments,This bill addresses provisions related to real estate.,0
HB0212,2023_2024,2023-RS,Clergy Child Abuse Reporting Requirements,This bill modifies provisions relating to reporting requirements for child abuse and neglect.,0
HB0213,2023_2024,2023-RS,Social Security Tax Credit Amendments,This bill modifies income tax credit for social security benefits.,0
HB0214,2023_2024,2023-RS,Primary Election Revisions,This bill addresses primary elections.,0
HB0215,2023_2024,2023-RS,Funding for Teacher Salaries and Optional Education Opportunities,This bill establishes the Utah Fits All Scholarship Program and provides funding for the program and a doubling of a teacher salary supplement.,0
HB0216,2023_2024,2023-RS,Business and Chancery Court Amendments,This bill addresses the establishment of the Business and Chancery Court.,0
HB0217,2023_2024,2023-RS,School Energy and Water Reductions,This bill addresses grant money for energy and water reductions.,0
HB0218,2023_2024,2023-RS,Foreign Government Land Possession Requirements,This bill addresses foreign government real property interests.,0
HB0219,2023_2024,2023-RS,Firearms Regulations,This bill declares that the state will not enforce certain federal firearms laws or regulations.,0
HB0220,2023_2024,2023-RS,Emissions Reduction Amendments,This bill addresses issues related to emission reduction.,0
HB0221,2023_2024,2023-RS,Fodder Production Systems Grant Program,This bill addresses environmental improvement projects.,0
HB0222,2023_2024,2023-RS,Bison Amendments,This bill addresses the taking or pursuit of bison.,0
HB0223,2023_2024,2023-RS,Drug and Alcohol Enforcement Amendments,This bill addresses enforcement of drug- and alcohol-related provisions.,0
