bill_id,term,session,title,summary,approp_bill,commem
HB1000,2023_2024,2023_2024,AN ACT Relating to providing sales tax relief by expanding the working families' tax credit;,Providing sales tax relief by expanding the working families' tax credit.,0,0
HB1001,2023_2024,2023_2024,AN ACT Relating to the audiology and speech-language pathology interstate compact;,Concerning the audiology and speech-language pathology interstate compact.,0,0
HB1002,2023_2024,2023_2024,AN ACT Relating to increasing the penalty for hazing;,Increasing the penalty for hazing.,0,0
HB1003,2023_2024,2023_2024,AN ACT Relating to expanding access to dual credit programs;,Expanding access to dual credit programs.,0,0
HB1004,2023_2024,2023_2024,AN ACT Relating to installing signs on or near bridges to provide information to deter jumping;,Installing signs on or near bridges to provide information to deter jumping.,0,0
HB1005,2023_2024,2023_2024,AN ACT Relating to employer tax incentives for the support of veterans and military families;,Concerning employer tax incentives for the support of veterans and military families.,0,0
HB1006,2023_2024,2023_2024,AN ACT Relating to expanding access to drug testing equipment to promote community safety;,Expanding access to drug testing equipment.,0,0
HB1007,2023_2024,2023_2024,AN ACT Relating to interruptive military service credit for members of the state retirement systems;,Concerning interruptive military service credit for members of the state retirement systems.,0,0
HB1008,2023_2024,2023_2024,AN ACT Relating to participating in insurance plans and contracts by separated plan 2 members of certain retirement systems;,Concerning participating in insurance plans and contracts by separated plan 2 members of certain retirement systems.,0,0
HB1009,2023_2024,2023_2024,AN ACT Relating to military spouse employment;,Concerning military spouse employment.,0,0
HB1010,2023_2024,2023_2024,AN ACT Relating to the sanitary control of shellfish;,Concerning the sanitary control of shellfish.,0,0
HB1011,2023_2024,2023_2024,AN ACT Relating to repealing the long-term services and supports trust program;,Repealing the long-term services and supports trust program.,0,0
HB1012,2023_2024,2023_2024,AN ACT Relating to responding to extreme weather events;,Addressing the response to extreme weather events.,0,0
HB1013,2023_2024,2023_2024,AN ACT Relating to establishing regional apprenticeship programs through educational service districts;,Establishing regional apprenticeship programs.,0,0
HB1014,2023_2024,2023_2024,AN ACT Relating to capital projects for the provision of fire protection services;,Concerning capital projects for the provision of fire protection services.,0,0
HB1015,2023_2024,2023_2024,AN ACT Relating to minimum employment requirements for paraeducators;,Concerning minimum employment requirements for paraeducators.,0,0
HB1016,2023_2024,2023_2024,AN ACT Relating to creating a wine retailer shipper's permit;,Establishing a wine retailer shipper's permit.,0,0
HB1017,2023_2024,2023_2024,"AN ACT Relating to expediting licensure for cosmetologists, hair designers, barbers, manicurists, and estheticians;","Expediting licensure for cosmetologists, hair designers, barbers, manicurists, and estheticians.",0,0
HB1018,2023_2024,2023_2024,AN ACT Relating to changing the expiration date for the sales and use tax exemption of hog fuel to comply with the 2045 deadline for fossil fuel-free electrical generation in Washington state and to protect jobs with health care and retirement benefits in economically distressed communities;,Changing the expiration date for the sales and use tax exemption of hog fuel to comply with the 2045 deadline for fossil fuel-free electrical generation in Washington state and to protect jobs with health care and retirement benefits in economically distressed communities.,0,0
HB1019,2023_2024,2023_2024,AN ACT Relating to creating the pesticide advisory board;,Creating the pesticide advisory board.,0,0
HB1020,2023_2024,2023_2024,AN ACT Relating to the state dinosaur;,Designating the Suciasaurus rex as the official dinosaur of the state of Washington.,0,1
HB1021,2023_2024,2023_2024,AN ACT Relating to aligning social worker licensing requirements with national standards and requirements for other mental health professionals;,Aligning social worker licensing requirements.,0,0
HB1022,2023_2024,2023_2024,AN ACT Relating to providing additional support and services for veterans' assistance and for persons with developmental disabilities or mental health needs;,Providing additional support and services for veterans' assistance and for persons with developmental disabilities or mental health needs.,0,0
HB1023,2023_2024,2023_2024,AN ACT Relating to the elimination of wire tap authorization reporting to the administrative office of the courts;,Eliminating wire tap authorization reporting to the administrative office of the courts.,0,0
HB1024,2023_2024,2023_2024,AN ACT Relating to labor and income of incarcerated persons;,Concerning labor and income of incarcerated persons.,0,0
HB1025,2023_2024,2023_2024,AN ACT Relating to creating a private right of action for harm from violations of the state Constitution or state law by peace officers;,Creating a private right of action for harm from violations of the state Constitution or state law by peace officers.,0,0
HB1026,2023_2024,2023_2024,AN ACT Relating to local government design review;,Concerning local government design review.,0,0
HB1027,2023_2024,2023_2024,AN ACT Relating to extending the time frame in which real-time telemedicine using both audio and video technology may be used to establish a relationship for the purpose of providing audio-only telemedicine for certain health care services;,Concerning telemedicine.,0,0
HB1028,2023_2024,2023_2024,"AN ACT Relating to supporting crime victims and witnesses by promoting victim-centered, trauma-informed responses in the legal system;","Supporting crime victims and witnesses by promoting victim-centered, trauma-informed responses in the legal system.",0,0
HB1029,2023_2024,2023_2024,AN ACT Relating to reemployment of state workers dismissed from employment due to vaccine mandates;,Concerning reemployment of state workers dismissed from employment due to vaccine mandates.,0,0
HB1030,2023_2024,2023_2024,AN ACT Relating to applied doctorate degree-granting authority;,Concerning applied doctorate degree-granting authority.,0,0
HB1031,2023_2024,2023_2024,AN ACT Relating to the medal of valor award presentation;,Modifying medal of valor award presentation requirements.,0,1
HB1032,2023_2024,2023_2024,AN ACT Relating to mitigating the risk of wildfires through electric utility planning and identification of best management practices appropriate to each electric utility's circumstances;,Mitigating the risk of wildfires through electric utility planning and identification of best management practices appropriate to each electric utility's circumstances.,0,0
HB1033,2023_2024,2023_2024,AN ACT Relating to evaluating compostable product usage in Washington;,Evaluating compostable product usage in Washington.,0,0
HB1034,2023_2024,2023_2024,AN ACT Relating to prohibiting fur farming;,Prohibiting fur farming.,0,0
HB1035,2023_2024,2023_2024,AN ACT Relating to prohibiting health care entities from restricting the provision of certain health care services by health care providers;,Prohibiting health care entities from restricting the provision of certain health care services by health care providers.,0,0
HB1036,2023_2024,2023_2024,AN ACT Relating to duty of clergy to report child abuse or neglect;,Providing duty of clergy to report child abuse or neglect.,0,0
HB1037,2023_2024,2023_2024,AN ACT Relating to family burial grounds on privately owned property;,Concerning family burial grounds.,0,0
HB1038,2023_2024,2023_2024,AN ACT Relating to licensure of anesthesiologist assistants;,Concerning licensure of anesthesiologist assistants.,0,0
HB1039,2023_2024,2023_2024,AN ACT Relating to physical therapists performing intramuscular needling;,Concerning physical therapists performing intramuscular needling.,0,0
HB1040,2023_2024,2023_2024,AN ACT Relating to establishing an aviation and aerospace advisory committee;,Establishing an aviation and aerospace advisory committee.,0,0
HB1041,2023_2024,2023_2024,AN ACT Relating to authorizing the prescriptive authority of psychologists;,Authorizing the prescriptive authority of psychologists.,0,0
HB1042,2023_2024,2023_2024,AN ACT Relating to the creation of additional housing units in existing buildings;,Concerning the use of existing buildings for residential purposes.,0,0
HB1043,2023_2024,2023_2024,AN ACT Relating to association records in common interest communities;,Concerning association records in common interest communities.,0,0
HB1044,2023_2024,2023_2024,AN ACT Relating to capital financial assistance to small school districts with demonstrated funding challenges;,Providing capital financial assistance to small school districts with demonstrated funding challenges.,0,0
HB1045,2023_2024,2023_2024,AN ACT Relating to creating the evergreen basic income pilot program;,Creating the evergreen basic income pilot program.,0,0
HB1046,2023_2024,2023_2024,AN ACT Relating to expanding housing supply by supporting the ability of public housing authorities to finance affordable housing developments by rebenchmarking area median income limits;,Expanding housing supply by supporting the ability of public housing authorities to finance affordable housing developments by rebenchmarking area median income limits.,0,0
HB1047,2023_2024,2023_2024,AN ACT Relating to the use of toxic chemicals in cosmetic products;,Concerning the use of toxic chemicals in cosmetic products.,0,0
HB1048,2023_2024,2023_2024,AN ACT Relating to enhancing the Washington voting rights act;,Enhancing the Washington voting rights act.,0,0
HB1049,2023_2024,2023_2024,AN ACT Relating to updating timelines for adopting county commissioner district boundaries following expansion from three to five commissioners;,Updating timelines for adopting county commissioner district boundaries following expansion from three to five commissioners.,0,0
HB1050,2023_2024,2023_2024,AN ACT Relating to expanding apprenticeship utilization requirements;,Expanding apprenticeship utilization requirements.,0,0
HB1051,2023_2024,2023_2024,AN ACT Relating to robocalling and telephone scams;,Concerning robocalling and telephone scams.,0,0
HB1052,2023_2024,2023_2024,AN ACT Relating to providing a property tax exemption for qualified real and personal property owned or used by a nonprofit entity in providing qualified housing funded in whole or part through a local real estate excise tax;,Providing a property tax exemption for qualified real and personal property owned or used by a nonprofit entity in providing qualified housing funded in whole or part through a local real estate excise tax.,0,0
HB1053,2023_2024,2023_2024,AN ACT Relating to vehicular pursuits;,Concerning vehicular pursuits.,0,0
HB1054,2023_2024,2023_2024,AN ACT Relating to the authority of owners' associations in common interest communities to regulate or limit occupancy by unrelated persons;,Addressing the authority of owners' associations in common interest communities to regulate or limit occupancy by unrelated persons.,0,0
HB1055,2023_2024,2023_2024,AN ACT Relating to public safety employees' retirement plan membership for public safety telecommunicators;,Concerning public safety employees' retirement plan membership for public safety telecommunicators.,0,0
HB1056,2023_2024,2023_2024,AN ACT Relating to repealing some postretirement employment restrictions;,Repealing some postretirement employment restrictions.,0,0
HB1057,2023_2024,2023_2024,AN ACT Relating to providing a benefit increase to certain retirees of the public employees' retirement system plan 1 and the teachers' retirement system plan 1;,Providing a benefit increase to certain retirees of the public employees' retirement system plan 1 and the teachers' retirement system plan 1.,0,0
HB1058,2023_2024,2023_2024,"AN ACT Relating to streamlining the licensing process for a commercial driver's license by allowing the department to waive requirements for applicants that previously surrendered the license, allowing the license to be renewed online, and modifying the license test fees;","Streamlining the licensing process for a commercial driver's license by allowing the department to waive requirements for applicants that previously surrendered the license, allowing the license to be renewed online, and modifying the license test fees.",0,0
HB1059,2023_2024,2023_2024,AN ACT Relating to protecting minors from sexual exploitation;,Protecting minors from sexual exploitation.,0,0
HB1060,2023_2024,2023_2024,AN ACT Relating to reorganization of domestic mutual insurers;,Concerning reorganization of domestic mutual insurers.,0,0
HB1061,2023_2024,2023_2024,AN ACT Relating to the elimination of prelicensing education requirements for licensed insurance producers;,Eliminating prelicensing education requirements for licensed insurance producers.,0,0
HB1062,2023_2024,2023_2024,AN ACT Relating to the use of deception by law enforcement officers during custodial interrogations;,Concerning deception by law enforcement officers during custodial interrogations.,0,0
HB1063,2023_2024,2023_2024,AN ACT Relating to modifying the operation of motorcycles on roadways laned for traffic;,Modifying the operation of motorcycles on roadways laned for traffic.,0,0
HB1064,2023_2024,2023_2024,AN ACT Relating to school safety capital grants;,Creating a school safety capital grant program.,0,0
HB1065,2023_2024,2023_2024,AN ACT Relating to online marketplace consumer product theft and safety protection;,Concerning online marketplace consumer product theft and safety protection.,0,0
HB1066,2023_2024,2023_2024,AN ACT Relating to making technical corrections and removing obsolete language from the Revised Code of Washington pursuant to RCW 1.08.025;,Making technical corrections and removing obsolete language from the Revised Code of Washington pursuant to RCW 1.08.025.,0,0
HB1067,2023_2024,2023_2024,AN ACT Relating to wages for journeypersons in high-hazard facilities;,Concerning wages for journeypersons in high-hazard facilities.,0,0
HB1068,2023_2024,2023_2024,AN ACT Relating to injured workers' rights during compelled medical examinations;,Concerning injured workers' rights during compelled medical examinations.,0,0
HB1069,2023_2024,2023_2024,AN ACT Relating to the mental health counselor compact;,Adopting the mental health counselor compact.,0,0
HB1070,2023_2024,2023_2024,AN ACT Relating to exempting the sale and leaseback of property by a seller from the residential landlord-tenant act when the seller agrees to a written lease at closing;,Exempting the sale and leaseback of property by a seller from the residential landlord-tenant act when the seller agrees to a written lease at closing.,0,0
HB1071,2023_2024,2023_2024,AN ACT Relating to securing schools by authorizing funding for a school resource officer in every school;,Securing schools by authorizing funding for a school resource officer in every school.,0,0
HB1072,2023_2024,2023_2024,AN ACT Relating to motor vehicle length limitations;,Concerning motor vehicle length limitations.,0,0
HB1073,2023_2024,2023_2024,AN ACT Relating to medical assistants;,Concerning medical assistants.,0,0
HB1074,2023_2024,2023_2024,AN ACT Relating to documentation and processes governing landlords' claims for damage to residential premises;,Addressing documentation and processes governing landlords' claims for damage to residential premises.,0,0
HB1075,2023_2024,2023_2024,AN ACT Relating to expanding eligibility for the working families' tax credit to everyone age 18 and older;,Expanding eligibility for the working families' tax credit to everyone age 18 and older.,0,0
HB1076,2023_2024,2023_2024,AN ACT Relating to encouraging salmon recovery through voluntary stewardship;,Encouraging salmon recovery through voluntary stewardship.,0,0
HB1077,2023_2024,2023_2024,AN ACT Relating to courthouse facility dogs;,Concerning courthouse facility dogs.,0,0
HB1078,2023_2024,2023_2024,AN ACT Relating to urban forest management ordinances;,Concerning urban forest management ordinances.,0,0
HB1079,2023_2024,2023_2024,AN ACT Relating to rapid whole genome sequencing;,Concerning rapid whole genome sequencing.,0,0
HB1080,2023_2024,2023_2024,AN ACT Relating to body worn cameras;,Concerning body worn cameras.,0,0
HB1081,2023_2024,2023_2024,AN ACT Relating to authorizing administrative law judges to substitute for pollution control hearings board members in deciding derelict vessel appeals;,Authorizing administrative law judges to substitute for pollution control hearings board members in deciding derelict vessel appeals.,0,0
HB1082,2023_2024,2023_2024,AN ACT Relating to expanding opportunities for physical therapy and occupational therapy professionals to form professional service corporations;,Expanding opportunities for physical therapy and occupational therapy professionals to form professional service corporations.,0,0
HB1083,2023_2024,2023_2024,AN ACT Relating to ensuring reasonable terms of payment are available to cannabis retailers when contracting with cannabis processors for the purchase of cannabis products;,Concerning terms of payment for cannabis retailers.,0,0
HB1084,2023_2024,2023_2024,AN ACT Relating to freight mobility prioritization;,Concerning freight mobility prioritization.,0,0
HB1085,2023_2024,2023_2024,AN ACT Relating to reducing plastic pollution;,Reducing plastic pollution.,0,0
EHB1086,2023_2024,2023_2024,AN ACT Relating to increasing local governments' ability to contract with community service organizations;,Increasing local governments' ability to contract with community service organizations.,0,0
HB1087,2023_2024,2023_2024,AN ACT Relating to solitary confinement;,Concerning solitary confinement.,0,0
HB1088,2023_2024,2023_2024,AN ACT Relating to the uniform family law arbitration act;,Concerning the uniform family law arbitration act.,0,0
HB1089,2023_2024,2023_2024,AN ACT Relating to supporting adults with lived experience of sex trafficking;,Supporting adults with lived experience of sex trafficking.,0,0
HB1090,2023_2024,2023_2024,"AN ACT Relating to removing language from the Revised Code of Washington that has been identified by the justices of the supreme court or judges of the superior courts as defects and omissions in the laws pursuant to Article IV, section 25 of the Washington state Constitution;","Removing language from the Revised Code of Washington that has been identified by the justices of the supreme court or judges of the superior courts as defects and omissions in the laws pursuant to Article IV, section 25 of the Washington state Constitution.",0,0
HB1091,2023_2024,2023_2024,AN ACT Relating to requiring voter approval of tax increases;,Requiring voter approval of tax increases.,0,0
HB1092,2023_2024,2023_2024,AN ACT Relating to the valuation of property for purposes of state property tax levies;,Concerning the valuation of property for purposes of state property tax levies.,0,0
HB1093,2023_2024,2023_2024,AN ACT Relating to providing parents and their children with more choices for a quality elementary and secondary education through the family empowerment scholarship program;,Providing parents and their children with more choices for a quality elementary and secondary education through the family empowerment scholarship program.,0,0
HB1094,2023_2024,2023_2024,AN ACT Relating to the creation of the Washington future fund program;,Creating the Washington future fund program.,0,0
HB1095,2023_2024,2023_2024,AN ACT Relating to creating a wage replacement program for certain Washington workers excluded from unemployment insurance;,Creating a wage replacement program for certain Washington workers excluded from unemployment insurance.,0,0
HB1096,2023_2024,2023_2024,AN ACT Relating to assaults committed against amateur sports officials;,Concerning assaults committed against amateur sports officials.,0,0
HB1097,2023_2024,2023_2024,AN ACT Relating to the sale of cosmetics tested on animals;,Concerning the sale of cosmetics tested on animals.,0,0
HB1098,2023_2024,2023_2024,AN ACT Relating to the duty of clergy to report child abuse or neglect;,Concerning the duty of clergy to report child abuse or neglect.,0,0
HB1099,2023_2024,2023_2024,"AN ACT Relating to requiring wages for laborers, workers, and mechanics in public works contracts to be at least the prevailing rate of wage in effect at the time the work is performed;",Requiring certain wages in public works contracts to be at least the prevailing wage in effect when the work is performed.,0,0
HB1100,2023_2024,2023_2024,AN ACT Relating to the disposition of the remains of a county resident who dies indigent in an adjacent county outside of Washington;,Concerning the disposition of the remains of a county resident who dies indigent in an adjacent county outside of Washington.,0,0
HB1101,2023_2024,2023_2024,AN ACT Relating to tenant screening in common interest communities;,Providing for tenant screening in common interest communities.,0,0
HB1102,2023_2024,2023_2024,AN ACT Relating to judge pro tempore compensation;,Concerning judge pro tempore compensation.,0,0
HB1103,2023_2024,2023_2024,AN ACT Relating to avoiding interest arbitrage charges on bond proceeds in the capital vessel replacement account;,Avoiding interest arbitrage charges on bond proceeds in the capital vessel replacement account.,0,0
HB1104,2023_2024,2023_2024,AN ACT Relating to eligibility and requirements for deferred prosecutions;,Concerning eligibility and requirements for deferred prosecutions.,0,0
HB1105,2023_2024,2023_2024,AN ACT Relating to requiring public agencies to provide notice for public comment that includes the last date by which such public comment must be submitted;,Requiring public agencies to provide notice for public comment that includes the last date by which such public comment must be submitted.,0,0
HB1106,2023_2024,2023_2024,AN ACT Relating to qualifications for unemployment insurance when an individual voluntarily leaves work;,Concerning qualifications for unemployment insurance when an individual voluntarily leaves work.,0,0
HB1107,2023_2024,2023_2024,"AN ACT Relating to removing the terms ""master"" and ""servant"" from Titles 50 and 50A RCW;","Concerning removing the terms ""master"" and ""servant"" from Titles 50 and 50A.",0,0
HB1108,2023_2024,2023_2024,"AN ACT Relating to resentencing of individuals sentenced as a persistent offender, or sentenced to an exceptional sentence pursuant to a plea agreement intended to avoid a persistent offender sentence, due to a robbery in the second degree conviction;",Resentencing of individuals sentenced as a persistent offender.,0,0
HB1109,2023_2024,2023_2024,AN ACT Relating to providing funding for school districts to conduct extraordinary numbers of special education eligibility determinations and to subsequently develop individualized education programs for the eligible students;,Providing funding for school districts for special education.,0,0
HB1110,2023_2024,2023_2024,AN ACT Relating to creating more homes for Washington by increasing middle housing in areas traditionally dedicated to single-family detached housing;,Increasing middle housing in areas traditionally dedicated to single-family detached housing.,0,0
HB1111,2023_2024,2023_2024,AN ACT Relating to housing benefit districts;,Concerning housing benefit districts.,0,0
HB1112,2023_2024,2023_2024,AN ACT Relating to imposing criminal penalties for negligent driving involving the death of a vulnerable user victim;,Imposing criminal penalties for negligent driving involving the death of a vulnerable user victim.,0,0
HB1113,2023_2024,2023_2024,AN ACT Relating to reprimands for professional educators;,Reviewing reprimands for professional educators.,0,0
HB1114,2023_2024,2023_2024,AN ACT Relating to the membership of the sentencing guidelines commission;,Concerning the membership of the sentencing guidelines commission.,0,0
HB1115,2023_2024,2023_2024,AN ACT Relating to prohibiting cost sharing for abortion;,Prohibiting cost sharing for abortion.,0,0
HB1116,2023_2024,2023_2024,AN ACT Relating to providing a behavioral health response to juveniles consuming controlled substances;,Providing a behavioral health response to juveniles consuming controlled substances.,0,0
HB1117,2023_2024,2023_2024,AN ACT Relating to addressing the extent to which Washington residents are at risk of rolling blackouts and power supply inadequacy events;,Addressing the extent to which Washington residents are at risk of rolling blackouts and power supply inadequacy events.,0,0
HB1118,2023_2024,2023_2024,AN ACT Relating to school bus safety;,Addressing school bus safety.,0,0
HB1119,2023_2024,2023_2024,AN ACT Relating to extending the expiration date of the joint select committee on health care oversight;,Extending the expiration date of the joint select committee on health care oversight.,0,0
HB1120,2023_2024,2023_2024,AN ACT Relating to the best interest standard for annuities in Washington;,Concerning the best interest standard for annuity transactions.,0,0
HB1121,2023_2024,2023_2024,AN ACT Relating to the uniform child abduction prevention act;,Concerning the uniform child abduction prevention act.,0,0
HB1122,2023_2024,2023_2024,AN ACT Relating to granting Washington management service employees the right to collectively bargain;,Granting Washington management service employees the right to collectively bargain.,0,0
HB1123,2023_2024,2023_2024,AN ACT Relating to supporting local and tribal control of clean energy facility siting by altering the authority of the energy facility site evaluation council;,Supporting local and tribal control of clean energy facility siting by altering the authority of the energy facility site evaluation council.,0,0
HB1124,2023_2024,2023_2024,"AN ACT Relating to protecting tenants from excessive rent and related fees by providing at least six months' notice for rent increases over a certain amount, allowing tenants the right to terminate a tenancy without penalty, and limiting late fees;","Protecting tenants from excessive rent and related fees by providing at least six months' notice for rent increases over a certain amount, allowing tenants the right to terminate a tenancy without penalty, and limiting late fees.",0,0
HB1125,2023_2024,2023_2024,AN ACT Relating to transportation funding and appropriations;,Making transportation appropriations for the 2023-2025 fiscal biennium.,0,0
HB1126,2023_2024,2023_2024,AN ACT Relating to transportation funding and appropriations;,Making supplemental transportation appropriations for the 2021-2023 fiscal biennium.,0,0
HB1127,2023_2024,2023_2024,AN ACT Relating to adult protective services;,Concerning adult protective services.,0,0
HB1128,2023_2024,2023_2024,AN ACT Relating to raising the residential personal needs allowance;,Raising the residential personal needs allowance.,0,0
HB1129,2023_2024,2023_2024,AN ACT Relating to the sale or lease of manufactured/mobile home communities and the property on which they sit;,Concerning the sale or lease of manufactured/mobile home communities and the property on which they sit.,0,0
HB1130,2023_2024,2023_2024,"AN ACT Relating to protecting public safety by establishing duties of firearm industry members engaged in the sale, manufacturing, distribution, importing, or marketing of firearms, ammunition, component parts, or accessories, to adopt and implement reasonable controls to prevent the diversion of firearms and related products to straw purchasers, firearm traffickers, unauthorized individuals, and individuals who pose a risk to themselves or others, to prohibit such firearm industry members from creating or maintaining a public nuisance, providing for investigation and enforcement by the attorney general, and creating a private right of action;",Protecting public safety by establishing duties of firearm industry members.,0,0
HB1131,2023_2024,2023_2024,AN ACT Relating to improving Washington's solid waste management outcomes;,Improving Washington's solid waste management outcomes.,0,0
HB1132,2023_2024,2023_2024,AN ACT Relating to oversight and training requirements for limited authority Washington peace officers and agencies;,Concerning oversight and training requirements for limited authority Washington peace officers and agencies.,0,0
HB1133,2023_2024,2023_2024,AN ACT Relating to establishing limitations on detached accessory dwelling units outside urban growth areas;,Establishing limitations on detached accessory dwelling units outside urban growth areas.,0,0
HB1134,2023_2024,2023_2024,AN ACT Relating to implementing the 988 behavioral health crisis response and suicide prevention system;,Implementing the 988 behavioral health crisis response and suicide prevention system.,0,0
HB1135,2023_2024,2023_2024,AN ACT Relating to authorizing impact fee revenue to fund improvements to bicycle and pedestrian facilities;,Authorizing impact fee revenue to fund improvements to bicycle and pedestrian facilities.,0,0
HB1136,2023_2024,2023_2024,AN ACT Relating to requiring employers to reimburse employees for necessary expenditures and losses;,Requiring employers to reimburse employees for necessary expenditures and losses.,0,0
HB1137,2023_2024,2023_2024,AN ACT Relating to establishing equitable access to the workers compensation stay-at-work program by allowing employers to offer off-site light duty return to work opportunities to injured workers;,Creating equitable access to return-to-work opportunities in workers' compensation.,0,0
HB1138,2023_2024,2023_2024,AN ACT Relating to drought preparedness;,Concerning drought preparedness.,0,0
HB1139,2023_2024,2023_2024,AN ACT Relating to harassment of election officials;,Addressing harassment of election officials.,0,0
HB1140,2023_2024,2023_2024,AN ACT Relating to fiscal matters;,Making 2023-2025 fiscal biennium operating appropriations.,0,0
HB1141,2023_2024,2023_2024,AN ACT Relating to fiscal matters;,Making 2021-2023 fiscal biennium second supplemental operating appropriations.,0,0
HB1142,2023_2024,2023_2024,AN ACT Relating to increasing tenure-track faculty at the public baccalaureate institutions;,Increasing tenure-track faculty at the public baccalaureate institutions.,0,0
HB1143,2023_2024,2023_2024,"AN ACT Relating to enhancing requirements for the purchase or transfer of firearms by requiring a permit to purchase firearms, firearms safety training, and a 10-day waiting period, prohibiting firearms transfers prior to completion of a background check, and updating and creating consistency in firearms transfer and background check procedures;",Concerning requirements for the purchase or transfer of firearms.,0,0
HB1144,2023_2024,2023_2024,"AN ACT Relating to enhancing requirements for the purchase or transfer of firearms by establishing a 10-day waiting period, requiring firearms safety training, prohibiting firearms transfers prior to completion of a background check, and updating and creating consistency in firearms transfer and background check procedures;",Enhancing requirements for the purchase or transfer of firearms.,0,0
HB1145,2023_2024,2023_2024,AN ACT Relating to protecting southern resident orcas from vessels;,Protecting southern resident orcas from vessels.,0,0
HB1146,2023_2024,2023_2024,AN ACT Relating to notifying high school students and their families about available dual credit programs and any available financial assistance;,Notifying high school students and their families about available dual credit programs and any available financial assistance.,0,0
HB1147,2023_2024,2023_2024,AN ACT Relating to the capital budget;,Concerning the capital budget.,0,0
HB1148,2023_2024,2023_2024,AN ACT Relating to state general obligation bonds and related accounts;,Concerning state general obligation bonds and related accounts.,0,0
HB1149,2023_2024,2023_2024,AN ACT Relating to reducing homelessness in Washington state through capital expenditures for programs that address housing insecurity;,Reducing homelessness in Washington state through capital expenditures for programs that address housing insecurity.,0,0
HB1150,2023_2024,2023_2024,AN ACT Relating to creating the offense of unlawful branding of another person;,Creating the offense of unlawful branding of another person.,0,0
HB1151,2023_2024,2023_2024,"AN ACT Relating to mandating health plans to provide coverage for the diagnosis of infertility, treatment for infertility, and standard fertility preservation services;",Mandating coverage for fertility services.,0,0
HB1152,2023_2024,2023_2024,AN ACT Relating to consumer gender discrimination;,Addressing consumer gender discrimination.,0,0
HB1153,2023_2024,2023_2024,AN ACT Relating to prohibiting octopus farming;,Prohibiting octopus farming.,0,0
HB1154,2023_2024,2023_2024,AN ACT Relating to religious institutions and gubernatorial proclamations;,Concerning religious institutions and gubernatorial proclamations.,0,0
HB1155,2023_2024,2023_2024,"AN ACT Relating to the collection, sharing, and selling of consumer health data;","Addressing the collection, sharing, and selling of consumer health data.",0,0
HB1156,2023_2024,2023_2024,AN ACT Relating to extending the terms of eligibility for the Washington college grant program;,Extending the terms of eligibility for the Washington college grant program.,0,0
HB1157,2023_2024,2023_2024,AN ACT Relating to prohibiting the display of wild or exotic animals for public entertainment or amusement;,Prohibiting the display of wild or exotic animals for public entertainment or amusement.,0,0
HB1158,2023_2024,2023_2024,AN ACT Relating to encouraging electoral participation and making ballots more meaningful by abolishing advisory votes;,Encouraging electoral participation and making ballots more meaningful by abolishing advisory votes.,0,0
HB1159,2023_2024,2023_2024,AN ACT Relating to interstate cannabis agreements;,Allowing interstate cannabis agreements.,0,0
HB1160,2023_2024,2023_2024,AN ACT Relating to establishing an aggravating circumstance for the mutilation or dismemberment of a human body;,Concerning an aggravating circumstance for the mutilation or dismemberment of a human body.,0,0
HB1161,2023_2024,2023_2024,AN ACT Relating to prohibiting persons convicted of violent offenses with firearm enhancements from receiving earned early release credits;,Concerning persons convicted of violent offenses with firearm enhancements.,0,0
HB1162,2023_2024,2023_2024,"AN ACT Relating to expanding offenses and penalties for manufacture, sale, distribution, and other conduct involving controlled substances and counterfeit substances;","Expanding offenses and penalties for manufacture, sale, distribution, and other conduct involving controlled substances and counterfeit substances.",0,0
HB1163,2023_2024,2023_2024,"AN ACT Relating to exempting certain leasehold interests in arenas with a seating capacity of more than 2,000 from the leasehold excise tax;","Exempting certain leasehold interests in arenas with a seating capacity of more than 2,000 from the leasehold excise tax.",0,0
HB1164,2023_2024,2023_2024,AN ACT Relating to providing for the responsible management of appliances containing harmful gases and other materials;,Providing for the responsible management of appliances containing harmful gases and other materials.,0,0
HB1165,2023_2024,2023_2024,AN ACT Relating to civil remedies for unauthorized disclosure of intimate images;,Concerning civil remedies for unauthorized disclosure of intimate images.,0,0
HB1166,2023_2024,2023_2024,AN ACT Relating to improving climate resiliency through the development of a water quality trading program for recipients of national pollutant discharge elimination system general permits;,Improving climate resiliency through the development of a water quality trading program for recipients of national pollutant discharge elimination system general permits.,0,0
HB1167,2023_2024,2023_2024,AN ACT Relating to residential housing regulations;,Concerning residential housing regulations.,0,0
HB1168,2023_2024,2023_2024,"AN ACT Relating to providing prevention services, diagnoses, treatment, and support for prenatal substance exposure;","Providing prevention services, diagnoses, treatment, and support for prenatal substance exposure.",0,0
HB1169,2023_2024,2023_2024,AN ACT Relating to legal financial obligations;,Concerning legal financial obligations.,0,0
HB1170,2023_2024,2023_2024,AN ACT Relating to improving climate resilience through updates to the state's integrated climate response strategy;,Improving climate resilience through updates to the state's integrated climate response strategy.,0,0
HB1171,2023_2024,2023_2024,AN ACT Relating to modifying the motorcycle safety education advisory board;,Modifying the motorcycle safety education advisory board.,0,0
HB1172,2023_2024,2023_2024,AN ACT Relating to incorporating working families fiscal impacts in fiscal notes;,Incorporating working families fiscal impacts in fiscal notes.,0,0
HB1173,2023_2024,2023_2024,AN ACT Relating to reducing light pollution associated with certain energy infrastructure;,Reducing light pollution associated with certain energy infrastructure.,0,0
