bill_number,session,chamber,action_date,action,order
S-0284,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SJU",1
S-0285,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SSG",1
S-0286,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SCU",1
S-0286,2024_2025,S,2024-06-17,"Reported out of Senate Committee, 2nd Reading",2
S-0286,2024_2025,S,2024-06-17,Referred to Senate Budget and Appropriations Committee,3
S-0286,2024_2025,S,2024-10-07,"Reported out of Senate Committee with Amendments, 2nd Reading",4
S-0286,2024_2025,S,2024-10-28,Passed Senate,5
S-0286,2024_2025,A,2024-10-28,"Received in the Assembly, Referred to ATU",6
S-0286,2024_2025,A,2024-12-09,Reported out of Assembly Committee with Amendments and Referred to ASL,7
S-0287,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SCU",1
S-0288,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SCM",1
S-0289,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SEN",1
S-0290,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SCU",1
S-0290,2024_2025,S,2024-12-05,"Reported out of Senate Committee, 2nd Reading",2
S-0290,2024_2025,S,2025-01-30,Passed Senate,3
S-0290,2024_2025,A,2025-01-30,"Received in the Assembly, Referred to AHU",4
S-0291,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SCU",1
S-0292,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SJU",1
S-0293,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SHH",1
S-0294,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SCU",1
S-0295,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SLA",1
S-0296,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SSG",1
S-0297,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SEG",1
S-0298,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SSG",1
S-0299,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SSG",1
S-0300,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SLP",1
S-0301,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SJU",1
S-0301,2024_2025,S,2024-06-13,"Reported out of Senate Committee with Amendments, 2nd Reading",2
S-0301,2024_2025,S,2024-06-13,Referred to Senate Budget and Appropriations Committee,3
S-0302,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SCU",1
S-0303,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SCM",1
S-0304,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SHH",1
S-0305,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SSG",1
S-0305,2024_2025,S,2024-12-16,"Reported out of Senate Committee, 2nd Reading",2
S-0305,2024_2025,S,2024-12-16,Referred to Senate Budget and Appropriations Committee,3
S-0306,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SCM",1
S-0307,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SCU",1
S-0308,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SSG",1
S-0309,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to STR",1
S-0310,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SJU",1
S-0311,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SED",1
S-0312,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SJU",1
S-0313,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SCU",1
S-0314,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SCU",1
S-0314,2024_2025,S,2025-03-17,"Reported out of Senate Committee, 2nd Reading",2
S-0315,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SED",1
S-0315,2024_2025,S,2025-01-30,"Reported out of Senate Committee, 2nd Reading",2
S-0316,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SCM",1
S-0317,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SCM",1
S-0317,2024_2025,S,2025-03-24,"Reported out of Senate Committee with Amendments, 2nd Reading",2
S-0317,2024_2025,S,2025-06-30,Passed Senate,3
S-0317,2024_2025,A,2025-06-30,"Received in the Assembly without Reference, 2nd Reading",4
S-0317,2024_2025,A,2025-06-30,Substituted for,5
S-0317,2024_2025,A,2025-06-30,Passed Assembly (Passed Both Houses),6
S-0317,2024_2025,G,2025-10-20,Approved,7
S-0318,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SHH",1
S-0319,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SHH",1
S-0320,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SCM",1
S-0321,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SSG",1
S-0322,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SHH",1
S-0323,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to STR",1
S-0323,2024_2025,S,2024-05-06,"Reported out of Senate Committee, 2nd Reading",2
S-0323,2024_2025,S,2024-05-06,Referred to Senate Budget and Appropriations Committee,3
S-0324,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to STR",1
S-0325,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to STR",1
S-0325,2024_2025,S,2024-02-15,"Reported out of Senate Committee, 2nd Reading",2
S-0325,2024_2025,S,2024-02-15,Referred to Senate Budget and Appropriations Committee,3
S-0326,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SHH",1
S-0327,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to STR",1
S-0328,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SHH",1
S-0329,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SCU",1
S-0330,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SHH",1
S-0330,2024_2025,S,2024-06-06,"Reported out of Senate Committee with Amendments, 2nd Reading",2
S-0330,2024_2025,S,2024-06-06,Referred to Senate Budget and Appropriations Committee,3
S-0331,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to STR",1
S-0331,2024_2025,S,2024-12-05,"Reported out of Senate Committee with Amendments, 2nd Reading",2
S-0331,2024_2025,S,2024-12-05,Referred to Senate Budget and Appropriations Committee,3
S-0332,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to STR",1
S-0333,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SHH",1
S-0334,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SLP",1
S-0335,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SSG",1
S-0336,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SHH",1
S-0337,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SHH",1
S-0338,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SHI",1
S-0339,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SED",1
S-0340,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to STR",1
S-0341,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SED",1
S-0341,2024_2025,S,2025-06-05,"Reported out of Senate Committee with Amendments, 2nd Reading",2
S-0342,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SHI",1
S-0343,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to STR",1
S-0344,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SED",1
S-0344,2024_2025,S,2024-01-09,WITHDRAWN APP,2
S-0345,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SEG",1
S-0345,2024_2025,S,2024-01-09,WITHDRAWN APP,2
S-0346,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SSG",1
S-0347,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SCM",1
S-0348,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SSG",1
S-0349,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SLP",1
S-0349,2024_2025,S,2024-01-25,Transferred to STR,2
S-0349,2024_2025,S,2024-01-25,"Reported out of Senate Committee, 2nd Reading",3
S-0349,2024_2025,S,2024-02-12,Passed Senate,4
S-0349,2024_2025,A,2024-02-12,"Received in the Assembly, Referred to ATR",5
S-0349,2024_2025,A,2024-03-04,"Reported out of Assembly Committee, 2nd Reading",6
S-0349,2024_2025,A,2024-03-18,Substituted for,7
S-0349,2024_2025,A,2024-03-18,Passed Assembly (Passed Both Houses),8
S-0349,2024_2025,G,2024-05-02,Approved,9
S-0350,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SED",1
S-0351,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to STR",1
S-0352,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SCM",1
S-0353,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SEN",1
S-0354,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SCM",1
S-0354,2024_2025,S,2024-12-12,"Reported out of Senate Committee with Amendments, 2nd Reading",2
S-0354,2024_2025,S,2024-12-12,Referred to Senate Budget and Appropriations Committee,3
S-0355,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to STR",1
S-0356,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to STR",1
S-0357,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SJU",1
S-0357,2024_2025,S,2024-06-28,"Reported out of Senate Committee, 2nd Reading",2
S-0357,2024_2025,S,2026-01-12,Substituted by,3
S-0358,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to STR",1
S-0359,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to STR",1
S-0359,2024_2025,S,2024-02-15,"Reported out of Senate Committee, 2nd Reading",2
S-0359,2024_2025,S,2024-02-15,Referred to Senate Budget and Appropriations Committee,3
S-0359,2024_2025,S,2024-10-07,"Reported out of Senate Committee, 2nd Reading",4
S-0359,2024_2025,S,2024-10-28,Senate Amendment,5
S-0360,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to STR",1
S-0360,2024_2025,S,2024-01-25,"Reported out of Senate Committee, 2nd Reading",2
S-0360,2024_2025,S,2024-01-25,Referred to Senate Budget and Appropriations Committee,3
S-0360,2024_2025,S,2024-06-24,"Reported out of Senate Committee with Amendments, 2nd Reading",4
S-0360,2024_2025,S,2024-06-28,Substituted by,5
S-0361,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to STR",1
S-0361,2024_2025,S,2024-02-15,"Reported from Senate Committee as a Substitute, 2nd Reading",2
S-0361,2024_2025,S,2024-02-15,Referred to Senate Budget and Appropriations Committee,3
S-0361,2024_2025,S,2024-12-09,"Reported out of Senate Committee with Amendments, 2nd Reading",4
S-0361,2024_2025,S,2024-12-19,Substituted by,5
S-0362,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SEN",1
S-0363,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SLP",1
S-0364,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SEN",1
S-0364,2024_2025,S,2025-02-10,"Reported out of Senate Committee with Amendments, 2nd Reading",2
S-0364,2024_2025,S,2025-02-25,Passed Senate,3
S-0364,2024_2025,A,2025-02-25,"Received in the Assembly, Referred to ATU",4
S-0365,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SHI",1
S-0366,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SEG",1
S-0366,2024_2025,S,2024-05-16,"Reported out of Senate Committee with Amendments, 2nd Reading",2
S-0367,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SEG",1
S-0368,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SEN",1
S-0369,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SBA",1
S-0370,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SSG",1
S-0371,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SSG",1
S-0372,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SSG",1
S-0373,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SMV",1
S-0374,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SSG",1
S-0375,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SEG",1
S-0376,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SEN",1
S-0377,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SHH",1
S-0378,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SHH",1
S-0379,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SHH",1
S-0380,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SHH",1
S-0381,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SSG",1
S-0382,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SHH",1
S-0383,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SHH",1
S-0384,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SHH",1
S-0385,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SHH",1
S-0386,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SSG",1
S-0387,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SHH",1
S-0388,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to STR",1
S-0389,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SEN",1
S-0390,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SEN",1
S-0391,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SEN",1
S-0392,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SCU",1
S-0393,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SCU",1
S-0394,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SBA",1
S-0395,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SEG",1
S-0396,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SBA",1
S-0397,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SJU",1
S-0398,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SJU",1
S-0399,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SJU",1
S-0400,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SCM",1
S-0401,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SLA",1
S-0402,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SCM",1
S-0403,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SCM",1
S-0404,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SLP",1
S-0405,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SLP",1
S-0406,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SLP",1
S-0407,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SLP",1
S-0408,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SLP",1
S-0409,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SED",1
S-0410,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SED",1
S-0411,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SED",1
S-0412,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SED",1
S-0413,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SSG",1
S-0414,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SEG",1
S-0415,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SCU",1
S-0416,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SEN",1
S-0417,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SMV",1
S-0418,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SEN",1
S-0419,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SED",1
S-0420,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SHH",1
S-0421,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SJU",1
S-0421,2024_2025,S,2025-12-15,"Reported out of Senate Committee, 2nd Reading",2
S-0422,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SEN",1
S-0423,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SHI",1
S-0424,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SHI",1
S-0425,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SEN",1
S-0426,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SED",1
S-0427,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SED",1
S-0428,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SEG",1
S-0429,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SCM",1
S-0430,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SHH",1
S-0431,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SCU",1
S-0432,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SHH",1
S-0433,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SED",1
S-0434,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SED",1
S-0435,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SSG",1
S-0436,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SEG",1
S-0437,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SLP",1
S-0438,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SLP",1
S-0439,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SLP",1
S-0440,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SED",1
S-0441,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SED",1
S-0442,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SLP",1
S-0443,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SCU",1
S-0444,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SCU",1
S-0445,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SEG",1
S-0446,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SEG",1
S-0447,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SLP",1
S-0448,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SHH",1
S-0449,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SED",1
S-0450,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SCM",1
S-0451,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SED",1
S-0452,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SED",1
S-0453,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SSG",1
S-0454,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SHH",1
S-0455,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SED",1
S-0456,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SSG",1
S-0457,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to STR",1
S-0458,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SSG",1
S-0459,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SSG",1
S-0460,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SSG",1
S-0461,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SEN",1
S-0462,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SJU",1
S-0463,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SLP",1
S-0464,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SCU",1
S-0465,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SCU",1
S-0466,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SEN",1
S-0467,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SEN",1
S-0468,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SEN",1
S-0469,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SEN",1
S-0470,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SEN",1
S-0471,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SEG",1
S-0472,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SEN",1
S-0473,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SMV",1
S-0474,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SCU",1
S-0475,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to STR",1
S-0476,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SCU",1
S-0477,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SCU",1
S-0478,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SEG",1
S-0479,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SJU",1
S-0480,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SJU",1
S-0481,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SLP",1
S-0482,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SLP",1
S-0483,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SJU",1
S-0484,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SLP",1
S-0485,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SLP",1
S-0486,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SLP",1
S-0487,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SLP",1
S-0488,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SLP",1
S-0489,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SLP",1
S-0490,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SLP",1
S-0491,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SCM",1
S-0492,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SCM",1
S-0493,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SLA",1
S-0494,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SCM",1
S-0495,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SJU",1
S-0496,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SJU",1
S-0497,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SCU",1
S-0498,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SCU",1
S-0499,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SMV",1
S-0500,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SED",1
S-0501,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SED",1
S-0502,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SCU",1
S-0503,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SCU",1
S-0504,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SCM",1
S-0505,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SEG",1
S-0506,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SJU",1
S-0507,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to STR",1
S-0507,2024_2025,S,2024-09-30,"Reported out of Senate Committee with Amendments, 2nd Reading",2
S-0507,2024_2025,S,2024-10-28,Senate Amendment,3
S-0508,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SED",1
S-0509,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SHH",1
S-0510,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SSG",1
S-0511,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SEN",1
S-0512,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SED",1
S-0513,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SLP",1
S-0514,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to STR",1
S-0515,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SCM",1
S-0516,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SSG",1
S-0517,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SSG",1
S-0518,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SCM",1
S-0519,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SCM",1
S-0520,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SBA",1
S-0521,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SSG",1
S-0522,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SSG",1
S-0523,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SCM",1
S-0524,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SCM",1
S-0525,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SBA",1
S-0526,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SCM",1
S-0527,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SEN",1
S-0528,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SCM",1
S-0529,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SSG",1
S-0530,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SCM",1
S-0531,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SCM",1
S-0532,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SCU",1
S-0533,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to STR",1
S-0534,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SCM",1
S-0535,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SCU",1
S-0536,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SSG",1
S-0537,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SHH",1
S-0538,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SCM",1
S-0539,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SCM",1
S-0540,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SLP",1
S-0541,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SCM",1
S-0542,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SJU",1
S-0543,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SSG",1
S-0544,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SSG",1
S-0545,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SSG",1
S-0546,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SSG",1
S-0547,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SSG",1
S-0548,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SSG",1
S-0549,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SJU",1
S-0550,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SJU",1
S-0551,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SCU",1
S-0552,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SED",1
S-0553,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SBA",1
S-0554,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SEG",1
S-0555,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SBA",1
S-0556,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SBA",1
S-0557,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SCM",1
S-0558,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SLA",1
S-0558,2024_2025,S,2025-12-01,"Reported out of Senate Committee, 2nd Reading",2
S-0558,2024_2025,S,2025-12-01,Referred to Senate Budget and Appropriations Committee,3
S-0559,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SCM",1
S-0560,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to STR",1
S-0561,2024_2025,S,2024-01-09,"Introduced in the Senate, Referred to SSG",1
