bill_number,session,chamber,action_date,action,order
A-1327,2022_2023,A,2022-03-17,Reported out of Assembly Committee with Amendments and Referred to ACE,2
A-1327,2022_2023,A,2022-06-02,Transferred to AHO,3
A-1327,2022_2023,A,2022-06-02,Reported out of Senate Committee with Amendments and Referred to AAP,4
A-1327,2022_2023,A,2024-01-04,"Reported out of Assembly Committee with Amendments, 2nd Reading",5
A-1327,2022_2023,A,2024-01-08,Passed Assembly,6
A-1328,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AJU",1
A-1329,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AJU",1
A-1330,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AWC",1
A-1331,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AHU",1
A-1332,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ALP",1
A-1333,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ASE",1
A-1334,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ALP",1
A-1335,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AJU",1
A-1336,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AHU",1
A-1337,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AHU",1
A-1338,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AHU",1
A-1339,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AFI",1
A-1340,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AWC",1
A-1341,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AWC",1
A-1342,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AWC",1
A-1343,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ALP",1
A-1344,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AWC",1
A-1345,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ALP",1
A-1346,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ALP",1
A-1347,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AMV",1
A-1348,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AED",1
A-1349,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AWC",1
A-1349,2022_2023,A,2023-05-11,Reported out of Assembly Committee with Amendments and Referred to AED,2
A-1349,2022_2023,A,2023-06-08,Reported and Referred to AAP,3
A-1349,2022_2023,A,2023-06-22,"Reported out of Assembly Committee, 2nd Reading",4
A-1349,2022_2023,A,2023-06-30,Substituted by,5
A-1350,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AWC",1
A-1351,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AWC",1
A-1352,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AWC",1
A-1353,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AWC",1
A-1354,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AHE",1
A-1355,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AWC",1
A-1355,2022_2023,A,2023-11-30,"Reported out of Assembly Committee with Amendments, 2nd Reading",2
A-1356,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AWC",1
A-1357,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AWC",1
A-1357,2022_2023,A,2022-06-09,Reported out of Assembly Committee with Amendments and Referred to AJU,2
A-1357,2022_2023,A,2022-10-17,"Reported out of Assembly Committee with Amendments, 2nd Reading",3
A-1357,2022_2023,A,2022-10-27,Substituted by,4
A-1358,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ALA",1
A-1359,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ATU",1
A-1360,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AHO",1
A-1361,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AHO",1
A-1362,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AJU",1
A-1363,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AED",1
A-1364,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AED",1
A-1365,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ASL",1
A-1366,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ASL",1
A-1367,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AHU",1
A-1368,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ATG",1
A-1368,2022_2023,A,2022-03-07,"Reported out of Assembly Committee, 2nd Reading",2
A-1368,2022_2023,A,2023-01-26,Passed Assembly,3
A-1368,2022_2023,S,2023-01-26,"Received in the Senate, Referred to SSG",4
A-1369,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ACD",1
A-1370,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ACD",1
A-1371,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ACD",1
A-1372,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ACD",1
A-1373,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AED",1
A-1374,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ACO",1
A-1375,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ACD",1
A-1376,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ACD",1
A-1376,2022_2023,A,2022-02-03,"Reported out of Assembly Committee with Amendments, 2nd Reading",2
A-1376,2022_2023,A,2022-02-28,Passed Assembly,3
A-1376,2022_2023,S,2022-02-28,"Received in the Senate, Referred to SLP",4
A-1377,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ALA",1
A-1378,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ALP",1
A-1379,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ACE",1
A-1380,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ACD",1
A-1381,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ACD",1
A-1382,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ASL",1
A-1383,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AED",1
A-1384,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AHO",1
A-1385,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AHO",1
A-1386,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AHO",1
A-1387,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ALA",1
A-1388,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AHS",1
A-1389,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AFI",1
A-1390,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AFI",1
A-1391,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ALP",1
A-1392,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AEN",1
A-1393,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AWC",1
A-1394,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AJU",1
A-1395,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ASL",1
A-1396,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AHI",1
A-1397,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AJU",1
A-1398,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ALP",1
A-1399,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ACO",1
A-1400,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AHI",1
A-1401,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AED",1
A-1402,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AED",1
A-1403,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ATR",1
A-1404,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ASL",1
A-1405,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ATG",1
A-1406,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AJU",1
A-1407,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AED",1
A-1408,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ASL",1
A-1409,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AJU",1
A-1410,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ASL",1
A-1411,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ASL",1
A-1412,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ATR",1
A-1413,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ATR",1
A-1414,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AJU",1
A-1415,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AJU",1
A-1416,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AST",1
A-1417,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AHO",1
A-1418,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AED",1
A-1419,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ASL",1
A-1420,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ASL",1
A-1421,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ASL",1
A-1422,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AJU",1
A-1423,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AOF",1
A-1424,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AHE",1
A-1425,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AHU",1
A-1426,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ACO",1
A-1427,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AHI",1
A-1428,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ACO",1
A-1429,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AHE",1
A-1430,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ATR",1
A-1431,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ATU",1
A-1432,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AAN",1
A-1433,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ATU",1
A-1434,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AEN",1
A-1435,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ATU",1
A-1436,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AEN",1
A-1437,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AHU",1
A-1438,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AEN",1
A-1438,2022_2023,A,2022-02-07,"Reported out of Assembly Committee, 2nd Reading",2
A-1438,2022_2023,A,2022-02-28,Passed Assembly,3
A-1438,2022_2023,S,2022-02-28,"Received in the Senate, Referred to SEN",4
A-1438,2022_2023,S,2022-10-06,"Reported out of Senate Committee, 2nd Reading",5
A-1438,2022_2023,S,2022-11-21,Substituted for,6
A-1438,2022_2023,S,2022-11-21,Passed Senate (Passed Both Houses),7
A-1438,2022_2023,G,2023-01-10,Approved,8
A-1439,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AEN",1
A-1439,2022_2023,A,2022-02-07,Reported and Referred to ASL,2
A-1439,2022_2023,A,2023-02-16,Reported out of Assembly Committee with Amendments and Referred to AAP,3
A-1439,2022_2023,A,2023-02-23,"Reported out of Assembly Committee, 2nd Reading",4
A-1439,2022_2023,A,2023-02-27,Passed Assembly,5
A-1439,2022_2023,S,2023-02-28,"Received in the Senate, Referred to SBA",6
A-1440,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AHO",1
A-1441,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AEN",1
A-1442,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AEN",1
A-1443,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ASL",1
A-1444,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AEN",1
A-1445,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ATR",1
A-1446,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AEN",1
A-1447,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AEN",1
A-1448,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AMV",1
A-1448,2022_2023,A,2022-06-09,Reported and Referred to AAP,2
A-1449,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ARP",1
A-1450,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ASL",1
A-1450,2022_2023,A,2022-02-07,Reported and Referred to AHS,2
A-1451,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AFI",1
A-1452,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AJU",1
A-1453,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AHE",1
A-1454,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AHE",1
A-1455,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AMV",1
A-1455,2022_2023,A,2022-02-07,"Reported out of Assembly Committee, 2nd Reading",2
A-1455,2022_2023,A,2022-02-28,Passed Assembly,3
A-1455,2022_2023,S,2022-02-28,"Received in the Senate, Referred to SMV",4
A-1455,2022_2023,S,2022-03-21,"Reported out of Senate Committee, 2nd Reading",5
A-1455,2022_2023,S,2022-05-26,Substituted for,6
A-1455,2022_2023,S,2022-05-26,Passed Senate (Passed Both Houses),7
A-1455,2022_2023,A,2022-06-23,"Conditional Veto, Received in the Assembly",8
A-1455,2022_2023,A,2022-06-29,2nd Reading in the Assembly on Concur. w/Gov's Recommendations,9
A-1455,2022_2023,A,2022-06-29,Motion,10
A-1455,2022_2023,A,2022-06-29,Passed Assembly,11
A-1455,2022_2023,S,2022-06-29,"Received in the Senate, 2nd Reading - Concur. w/Gov's Recommendations",12
A-1455,2022_2023,S,2022-06-29,Passed Senate (Passed Both Houses),13
A-1455,2022_2023,G,2022-07-05,Approved,14
A-1456,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AHE",1
A-1457,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ATU",1
A-1458,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ATU",1
A-1459,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ALP",1
A-1460,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AHU",1
A-1461,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ATR",1
A-1462,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AHE",1
A-1463,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AJU",1
A-1463,2022_2023,A,2022-02-14,"Reported out of Assembly Committee, 2nd Reading",2
A-1463,2022_2023,A,2022-02-28,Passed Assembly,3
A-1463,2022_2023,S,2022-02-28,"Received in the Senate, Referred to SJU",4
A-1463,2022_2023,S,2023-02-23,"Reported out of Senate Committee, 2nd Reading",5
A-1463,2022_2023,S,2023-03-20,Substituted for,6
A-1463,2022_2023,S,2023-03-20,Passed Senate (Passed Both Houses),7
A-1463,2022_2023,G,2023-05-08,Approved,8
A-1464,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ALP",1
A-1465,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AFI",1
A-1466,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ASL",1
A-1467,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AJU",1
A-1467,2022_2023,A,2022-05-12,"Reported out of Assembly Committee with Amendments, 2nd Reading",2
A-1467,2022_2023,A,2022-05-26,Passed Assembly,3
A-1467,2022_2023,S,2022-06-02,"Received in the Senate, Referred to SJU",4
A-1468,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AOF",1
A-1469,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AWC",1
A-1469,2022_2023,A,2022-06-09,Reported out of Assembly Committee with Amendments and Referred to AAP,2
A-1470,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AWC",1
A-1471,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AWC",1
A-1471,2022_2023,A,2023-01-23,Reported out of Senate Committee with Amendments and Referred to AHU,2
A-1471,2022_2023,A,2023-03-23,Reported and Referred to AAP,3
A-1472,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AJU",1
A-1473,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AWC",1
A-1474,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ALA",1
A-1474,2022_2023,A,2022-05-19,"Reported out of Assembly Committee, 2nd Reading",2
A-1474,2022_2023,A,2022-06-16,Assembly Floor Amendment Passed,3
A-1474,2022_2023,A,2022-06-29,Passed Assembly,4
A-1474,2022_2023,S,2022-08-08,"Received in the Senate without Reference, 2nd Reading",5
A-1474,2022_2023,S,2022-08-08,Substituted for,6
A-1474,2022_2023,S,2022-08-08,Passed Senate (Passed Both Houses),7
A-1474,2022_2023,A,2022-09-22,"Conditional Veto, Received in the Assembly",8
A-1474,2022_2023,A,2022-09-22,First Reading/Governor Recommendations Only,9
A-1474,2022_2023,A,2022-09-22,2nd Reading in the Assembly on Concur. w/Gov's Recommendations,10
A-1474,2022_2023,A,2022-10-03,Passed Assembly,11
A-1474,2022_2023,S,2022-10-03,"Received in the Senate, 2nd Reading - Concur. w/Gov's Recommendations",12
A-1474,2022_2023,S,2023-02-02,Passed Senate (Passed Both Houses),13
A-1474,2022_2023,G,2023-02-06,Approved,14
A-1475,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AJU",1
A-1475,2022_2023,A,2022-10-17,NOT REP/ACA AJU,2
A-1475,2022_2023,A,2023-03-09,Reported out of Assembly Committee with Amendments and Referred to ALP,3
A-1475,2022_2023,A,2023-03-09,Reported and Referred to AAP,4
A-1475,2022_2023,A,2023-03-23,"Reported out of Assembly Committee with Amendments, 2nd Reading",5
A-1475,2022_2023,A,2023-03-30,Passed Assembly,6
A-1475,2022_2023,S,2023-05-08,"Received in the Senate, Referred to SJU",7
A-1475,2022_2023,S,2023-06-12,"Reported out of Senate Committee, 2nd Reading",8
A-1475,2022_2023,S,2023-12-11,Substituted for,9
A-1475,2022_2023,S,2023-12-11,Passed Senate (Passed Both Houses),10
A-1475,2022_2023,G,2024-01-08,Approved,11
A-1476,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ATR",1
A-1476,2022_2023,A,2022-06-09,"Reported out of Assembly Committee with Amendments, 2nd Reading",2
A-1476,2022_2023,A,2022-06-16,Passed Assembly,3
A-1476,2022_2023,S,2022-06-20,"Received in the Senate, Referred to STR",4
A-1476,2022_2023,S,2023-06-01,"Reported out of Senate Committee, 2nd Reading",5
A-1476,2022_2023,S,2023-06-01,Referred to Senate Budget and Appropriations Committee,6
A-1476,2022_2023,S,2024-01-04,"Reported out of Senate Committee, 2nd Reading",7
A-1476,2022_2023,S,2024-01-08,Substituted for,8
A-1476,2022_2023,S,2024-01-08,Passed Senate (Passed Both Houses),9
A-1476,2022_2023,G,2024-01-16,Pocket Veto - Bill not acted on by Governor-end of Session,10
A-1477,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AMV",1
A-1477,2022_2023,A,2022-02-07,Reported and Referred to AAP,2
A-1477,2022_2023,A,2022-06-13,"Reported out of Assembly Committee, 2nd Reading",3
A-1477,2022_2023,A,2022-06-16,Motion,4
A-1477,2022_2023,A,2022-06-16,Motion,5
A-1477,2022_2023,A,2022-06-16,Passed Assembly,6
A-1477,2022_2023,S,2022-06-16,"Received in the Senate without Reference, 2nd Reading",7
A-1477,2022_2023,S,2022-06-16,Substituted for,8
A-1477,2022_2023,S,2022-06-16,Passed Senate (Passed Both Houses),9
A-1477,2022_2023,G,2022-09-15,Approved,10
A-1478,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AHE",1
A-1479,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ATU",1
A-1480,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ATR",1
A-1481,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AMV",1
A-1482,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AHI",1
A-1483,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to AMV",1
A-1484,2022_2023,A,2022-01-11,"Introduced in the Assembly, Referred to ATR",1
