bill_number,session_year,session_num,action_date,chamber,action,committee,order
HJR0007,2017,132,2018-01-16,House,Refer to Committee,Government Accountability and Oversight,2
HJR0007,2017,132,2017-12-21,House,Introduced,,1
HCR0007,2017,132,2017-03-21,House,Introduced and Referred to Committee,Federalism and Interstate Relations,1
HB0008,2017,132,2018-09-28,,Effective 9/28/18,,12
HB0008,2017,132,2018-06-07,House,Concurred in Senate amendments,,11
HB0008,2017,132,2018-05-23,Senate,Passed,,10
HB0008,2017,132,2018-05-23,Senate,Reported - Amended,"Local Government, Public Safety and Veterans Affairs",9
HB0008,2017,132,2018-05-10,Senate,Recommitted,"Local Government, Public Safety and Veterans Affairs",8
HB0008,2017,132,2017-10-24,Senate,Reported - Substitute,"Local Government, Public Safety and Veterans Affairs",7
HB0008,2017,132,2017-06-15,Senate,Refer to Committee,"Local Government, Public Safety and Veterans Affairs",6
HB0008,2017,132,2017-05-25,Senate,Introduced,,5
HB0008,2017,132,2017-05-24,House,Passed,,4
HB0008,2017,132,2017-05-01,House,Reported - Amended,Government Accountability and Oversight,3
HB0008,2017,132,2017-02-08,House,Refer to Committee,Government Accountability and Oversight,2
HB0008,2017,132,2017-02-01,House,Introduced,,1
HR0008,2017,132,2017-01-03,House,Adopted,,1
HJR0008,2017,132,2018-01-16,House,Refer to Committee,Government Accountability and Oversight,2
HJR0008,2017,132,2017-12-21,House,Introduced,,1
HCR0008,2017,132,2017-03-21,House,Introduced and Referred to Committee,Federalism and Interstate Relations,1
HB0009,2017,132,2017-04-30,,"Effective 4/30/17Emergency: effective April 30, 2017",,10
HB0009,2017,132,2017-03-30,House,Concurred in Senate amendments,,9
HB0009,2017,132,2017-03-29,Senate,Passed,,8
HB0009,2017,132,2017-03-28,Senate,Reported - Amended,"Local Government, Public Safety and Veterans Affairs",7
HB0009,2017,132,2017-03-07,Senate,Refer to Committee,"Local Government, Public Safety and Veterans Affairs",6
HB0009,2017,132,2017-02-27,Senate,Introduced,,5
HB0009,2017,132,2017-02-22,House,Passed,,4
HB0009,2017,132,2017-02-15,House,Reported,Transportation and Public Safety,3
HB0009,2017,132,2017-02-08,House,Refer to Committee,Transportation and Public Safety,2
HB0009,2017,132,2017-02-01,House,Introduced,,1
HCR0009,2017,132,2018-02-06,Senate,Refer to Committee,Judiciary,5
HCR0009,2017,132,2018-01-22,Senate,Offered,,4
HCR0009,2017,132,2018-01-17,House,Adopted,,3
HCR0009,2017,132,2017-10-26,House,Reported - Substitute,Federalism and Interstate Relations,2
HCR0009,2017,132,2017-05-01,House,Introduced and Referred to Committee,Federalism and Interstate Relations,1
HR0009,2017,132,2017-01-03,House,Adopted,,1
HJR0009,2017,132,2018-01-16,House,Refer to Committee,Government Accountability and Oversight,2
HJR0009,2017,132,2017-12-21,House,Introduced,,1
HCR0010,2017,132,2018-12-05,House,Concurred in Senate amendments,,8
HCR0010,2017,132,2018-11-28,Senate,Adopted,,7
HCR0010,2017,132,2018-06-27,Senate,Reported - Amended,"Transportation, Commerce and Workforce",6
HCR0010,2017,132,2017-12-13,Senate,Refer to Committee,"Transportation, Commerce and Workforce",5
HCR0010,2017,132,2017-12-11,Senate,Offered,,4
HCR0010,2017,132,2017-12-05,House,Adopted,,3
HCR0010,2017,132,2017-11-01,House,Reported,Government Accountability and Oversight,2
HCR0010,2017,132,2017-06-06,House,Introduced and Referred to Committee,Government Accountability and Oversight,1
HB0010,2017,132,2018-06-06,Senate,Passed,,10
HB0010,2017,132,2018-06-06,Senate,Reported - Substitute,Rules and Reference,9
HB0010,2017,132,2018-06-05,Senate,Re-referred,Rules and Reference,8
HB0010,2017,132,2018-04-23,Senate,Reported - Substitute,"Transportation, Commerce and Workforce",7
HB0010,2017,132,2017-06-28,Senate,Refer to Committee,"Transportation, Commerce and Workforce",6
HB0010,2017,132,2017-06-22,Senate,Introduced,,5
HB0010,2017,132,2017-06-21,House,Passed,,4
HB0010,2017,132,2017-06-20,House,Reported - Substitute,"Financial Institutions, Housing, and Urban Development",3
HB0010,2017,132,2017-02-08,House,Refer to Committee,"Financial Institutions, Housing, and Urban Development",2
HB0010,2017,132,2017-02-01,House,Introduced,,1
HR0010,2017,132,2017-01-04,House,Adopted,,1
HJR0010,2017,132,2018-01-16,House,Refer to Committee,Government Accountability and Oversight,2
HJR0010,2017,132,2017-12-21,House,Introduced,,1
HB0011,2017,132,2017-03-30,,Effective 3/30/17,,10
HB0011,2017,132,2017-03-15,House,Concurred in Senate amendments,,9
HB0011,2017,132,2017-03-08,Senate,Passed,,8
HB0011,2017,132,2017-03-08,Senate,Reported - Amended,Ways and Means,7
HB0011,2017,132,2017-02-22,Senate,Refer to Committee,Ways and Means,6
HB0011,2017,132,2017-02-21,Senate,Introduced,,5
HB0011,2017,132,2017-02-15,House,Passed,,4
HB0011,2017,132,2017-02-14,House,Reported,Ways and Means,3
HB0011,2017,132,2017-02-08,House,Refer to Committee,Ways and Means,2
HB0011,2017,132,2017-02-01,House,Introduced,,1
HR0011,2017,132,2017-01-04,House,Adopted,,1
HJR0011,2017,132,2018-01-16,House,Refer to Committee,Government Accountability and Oversight,2
HJR0011,2017,132,2017-12-21,House,Introduced,,1
HCR0011,2017,132,2017-06-06,House,Introduced and Referred to Committee,Education and Career Readiness,1
HB0012,2017,132,2017-04-26,Senate,Refer to Committee,Agriculture,6
HB0012,2017,132,2017-03-23,Senate,Introduced,,5
HB0012,2017,132,2017-03-22,House,Passed,,4
HB0012,2017,132,2017-02-22,House,Reported,State and Local Government,3
HB0012,2017,132,2017-02-08,House,Refer to Committee,State and Local Government,2
HB0012,2017,132,2017-02-01,House,Introduced,,1
HJR0012,2017,132,2018-01-16,House,Refer to Committee,Government Accountability and Oversight,2
HJR0012,2017,132,2017-12-21,House,Introduced,,1
HCR0012,2017,132,2017-06-20,House,Introduced and Referred to Committee,Federalism and Interstate Relations,1
HJR0013,2017,132,2018-01-24,Senate,Adopted,,3
HJR0013,2017,132,2018-01-24,Senate,Manually Generate Message Element,,2
HJR0013,2017,132,2018-01-17,House,Adopted,,1
HR0013,2017,132,2017-02-08,House,Adopted,Rules and Reference,1
HCR0013,2017,132,2017-09-12,House,Introduced and Referred to Committee,Federalism and Interstate Relations,1
HB0013,2017,132,2017-02-08,House,Refer to Committee,Government Accountability and Oversight,2
HB0013,2017,132,2017-02-01,House,Introduced,,1
HR0014,2017,132,2017-02-08,House,Adopted,Rules and Reference,1
HJR0014,2017,132,2018-04-10,House,Refer to Committee,State and Local Government,2
HJR0014,2017,132,2018-03-28,House,Introduced,,1
HCR0014,2017,132,2017-09-12,House,Introduced and Referred to Committee,Energy and Natural Resources,1
HB0014,2017,132,2017-02-08,House,Refer to Committee,Government Accountability and Oversight,2
HB0014,2017,132,2017-02-01,House,Introduced,,1
HR0015,2017,132,2017-02-15,House,Adopted,,1
HJR0015,2017,132,2018-05-15,House,Refer to Committee,Education and Career Readiness,2
HJR0015,2017,132,2018-05-01,House,Introduced,,1
HCR0015,2017,132,2017-09-19,House,Introduced and Referred to Committee,Federalism and Interstate Relations,1
HB0015,2017,132,2017-02-08,House,Refer to Committee,Ways and Means,2
HB0015,2017,132,2017-02-01,House,Introduced,,1
HCR0016,2017,132,2018-01-17,Senate,Refer to Committee,Energy and Natural Resources,5
HCR0016,2017,132,2017-12-18,Senate,Offered,,4
HCR0016,2017,132,2017-12-13,House,Adopted,,3
HCR0016,2017,132,2017-12-07,House,Reported,Energy and Natural Resources,2
HCR0016,2017,132,2017-11-28,House,Introduced and Referred to Committee,Energy and Natural Resources,1
HB0016,2017,132,2017-03-07,Senate,Refer to Committee,"Transportation, Commerce and Workforce",6
HB0016,2017,132,2017-02-27,Senate,Introduced,,5
HB0016,2017,132,2017-02-22,House,Passed,,4
HB0016,2017,132,2017-02-15,House,Reported,Transportation and Public Safety,3
HB0016,2017,132,2017-02-08,House,Refer to Committee,Transportation and Public Safety,2
HB0016,2017,132,2017-02-01,House,Introduced,,1
HR0016,2017,132,2017-01-10,House,Adopted,,1
HJR0016,2017,132,2018-05-15,House,Refer to Committee,Finance,2
HJR0016,2017,132,2018-05-09,House,Introduced,,1
HR0017,2017,132,2017-02-08,House,Adopted,Rules and Reference,1
HJR0017,2017,132,2018-06-05,House,Refer to Committee,Government Accountability and Oversight,2
HJR0017,2017,132,2018-05-22,House,Introduced,,1
HCR0017,2017,132,2018-01-16,House,Introduced and Referred to Committee,Government Accountability and Oversight,1
HB0017,2017,132,2017-02-08,House,Refer to Committee,Government Accountability and Oversight,2
HB0017,2017,132,2017-02-01,House,Introduced,,1
HB0018,2017,132,2018-10-29,,Effective 10/29/18,,10
HB0018,2017,132,2018-06-27,House,Concurred in Senate amendments,,9
HB0018,2017,132,2018-06-27,Senate,Passed,,8
HB0018,2017,132,2018-06-27,Senate,Reported - Substitute,Government Oversight and Reform,7
HB0018,2017,132,2017-05-03,Senate,Refer to Committee,Government Oversight and Reform,6
HB0018,2017,132,2017-04-27,Senate,Introduced,,5
HB0018,2017,132,2017-04-25,House,Passed,,4
HB0018,2017,132,2017-03-29,House,Reported,Government Accountability and Oversight,3
HB0018,2017,132,2017-02-08,House,Refer to Committee,Government Accountability and Oversight,2
HB0018,2017,132,2017-02-01,House,Introduced,,1
HR0018,2017,132,2017-02-08,House,Adopted,Rules and Reference,1
HJR0018,2017,132,2018-06-05,House,Refer to Committee,Government Accountability and Oversight,2
HJR0018,2017,132,2018-05-22,House,Introduced,,1
HCR0018,2017,132,2017-12-04,House,Introduced and Referred to Committee,Federalism and Interstate Relations,1
HR0019,2017,132,2017-01-24,House,Adopted,,1
HJR0019,2017,132,2018-11-28,House,Refer to Committee,Government Accountability and Oversight,2
HJR0019,2017,132,2018-11-28,House,Introduced,,1
HCR0019,2017,132,2017-12-04,House,Introduced and Referred to Committee,Government Accountability and Oversight,1
HB0019,2017,132,2017-02-08,House,Refer to Committee,Criminal Justice,2
HB0019,2017,132,2017-02-01,House,Introduced,,1
HCR0020,2017,132,2018-12-06,Senate,Offered,,4
HCR0020,2017,132,2018-12-05,House,Adopted,,3
HCR0020,2017,132,2018-03-15,House,Reported,Transportation and Public Safety,2
HCR0020,2017,132,2017-12-04,House,Introduced and Referred to Committee,Transportation and Public Safety,1
HR0020,2017,132,2017-02-08,House,Adopted,Rules and Reference,1
HJR0020,2017,132,2018-12-20,House,Introduced,,1
HB0020,2017,132,2017-02-08,House,Refer to Committee,Government Accountability and Oversight,2
HB0020,2017,132,2017-02-01,House,Introduced,,1
HB0021,2017,132,2018-09-28,,Effective 9/28/18,,10
HB0021,2017,132,2018-06-07,House,Concurred in Senate amendments,,9
HB0021,2017,132,2018-05-23,Senate,Passed,,8
HB0021,2017,132,2018-05-23,Senate,Reported - Substitute,Education,7
HB0021,2017,132,2018-01-17,Senate,Refer to Committee,Education,6
HB0021,2017,132,2017-12-18,Senate,Introduced,,5
HB0021,2017,132,2017-12-13,House,Passed,,4
HB0021,2017,132,2017-11-29,House,Reported - Substitute,Education and Career Readiness,3
HB0021,2017,132,2017-02-08,House,Refer to Committee,Education and Career Readiness,2
HB0021,2017,132,2017-02-01,House,Introduced,,1
HCR0021,2017,132,2018-11-28,Senate,Refer to Committee,"Local Government, Public Safety and Veterans Affairs",5
HCR0021,2017,132,2018-11-19,Senate,Offered,,4
HCR0021,2017,132,2018-11-14,House,Adopted,,3
HCR0021,2017,132,2018-03-01,House,Reported,"Armed Services, Veterans Affairs, and Homeland Security",2
HCR0021,2017,132,2017-12-04,House,Introduced and Referred to Committee,"Armed Services, Veterans Affairs, and Homeland Security",1
HR0021,2017,132,2017-02-08,House,Adopted,Rules and Reference,1
HJR0021,2017,132,2018-12-20,House,Introduced,,1
HB0022,2017,132,2017-03-07,Senate,Refer to Committee,"Transportation, Commerce and Workforce",6
HB0022,2017,132,2017-02-27,Senate,Introduced,,5
HB0022,2017,132,2017-02-22,House,Passed,,4
HB0022,2017,132,2017-02-15,House,Reported,Transportation and Public Safety,3
HB0022,2017,132,2017-02-08,House,Refer to Committee,Transportation and Public Safety,2
HB0022,2017,132,2017-02-01,House,Introduced,,1
HCR0022,2017,132,2018-04-11,House,Reported,Energy and Natural Resources,2
HCR0022,2017,132,2018-01-16,House,Introduced and Referred to Committee,Energy and Natural Resources,1
HR0022,2017,132,2017-01-25,House,Adopted,,1
HR0023,2017,132,2017-02-08,House,Adopted,Rules and Reference,1
HCR0023,2017,132,2018-02-20,House,Introduced and Referred to Committee,Government Accountability and Oversight,1
HB0023,2017,132,2017-02-08,House,Refer to Committee,Government Accountability and Oversight,2
HB0023,2017,132,2017-02-01,House,Introduced,,1
HB0024,2017,132,2018-03-30,,Effective 3/30/18Certain provisions effective 7/01/18,,12
HB0024,2017,132,2018-03-21,House,Concurred in Senate amendments,,11
HB0024,2017,132,2018-03-21,Senate,Passed,,10
HB0024,2017,132,2018-03-21,Senate,Reported - Substitute,Ways and Means,9
HB0024,2017,132,2018-03-13,Senate,Recommitted,Ways and Means,8
HB0024,2017,132,2018-02-28,Senate,Reported - Substitute,Ways and Means,7
HB0024,2017,132,2017-10-25,Senate,Refer to Committee,Ways and Means,6
HB0024,2017,132,2017-10-12,Senate,Introduced,,5
HB0024,2017,132,2017-10-11,House,Passed,,4
HB0024,2017,132,2017-06-20,House,Reported,Ways and Means,3
HB0024,2017,132,2017-02-08,House,Refer to Committee,Ways and Means,2
HB0024,2017,132,2017-02-01,House,Introduced,,1
HCR0024,2017,132,2018-12-06,Senate,Offered,,4
HCR0024,2017,132,2018-12-05,House,Adopted,,3
HCR0024,2017,132,2018-11-28,House,Reported,"Economic Development, Commerce, and Labor",2
HCR0024,2017,132,2018-02-27,House,Introduced and Referred to Committee,"Economic Development, Commerce, and Labor",1
HR0024,2017,132,2017-02-08,House,Adopted,Rules and Reference,1
HR0025,2017,132,2017-02-08,House,Adopted,Rules and Reference,1
HCR0025,2017,132,2018-03-20,House,Introduced and Referred to Committee,Energy and Natural Resources,1
HB0025,2017,132,2017-02-08,House,Refer to Committee,Government Accountability and Oversight,2
HB0025,2017,132,2017-02-01,House,Introduced,,1
HB0026,2017,132,2017-06-30,,Effective 6/30/17Certain provisions effective on other dates; contains item vetoes,,13
HB0026,2017,132,2018-02-02,House,line item veto receipt,,12
HB0026,2017,132,2017-03-29,Senate,Conference report agreed to,,11
HB0026,2017,132,2017-03-29,House,Conference report agreed to,Conference Committee on HB26,10
HB0026,2017,132,2017-03-22,House,Refused to concur in Senate amendments,,9
HB0026,2017,132,2017-03-22,Senate,Passed,,8
HB0026,2017,132,2017-03-22,Senate,Reported - Substitute,"Transportation, Commerce and Workforce",7
HB0026,2017,132,2017-03-07,Senate,Introduced,,6
HB0026,2017,132,2017-03-07,Senate,Refer to Committee,"Transportation, Commerce and Workforce",5
HB0026,2017,132,2017-03-01,House,Passed - Amended,,4
HB0026,2017,132,2017-02-27,House,Reported - Substitute,Finance Subcommittee on Transportation,3
HB0026,2017,132,2017-02-08,House,Refer to Committee,Finance,2
HB0026,2017,132,2017-02-01,House,Introduced,,1
HCR0026,2017,132,2018-05-23,House,Reported,Federalism and Interstate Relations,2
HCR0026,2017,132,2018-04-10,House,Introduced and Referred to Committee,Federalism and Interstate Relations,1
HR0026,2017,132,2017-02-08,House,Adopted,Rules and Reference,1
HB0027,2017,132,2017-06-30,,Effective 6/30/17Certain provisions effective 09/29/17,,12
HB0027,2017,132,2017-06-28,House,Concurred in Senate amendments,,11
HB0027,2017,132,2017-06-28,Senate,Passed,,10
HB0027,2017,132,2017-06-20,Senate,Reported - Substitute,Insurance and Financial Institutions,9
HB0027,2017,132,2017-05-24,Senate,Refer to Committee,Insurance and Financial Institutions,8
HB0027,2017,132,2017-05-18,Senate,Introduced,,7
HB0027,2017,132,2017-05-17,House,Passed,,6
HB0027,2017,132,2017-05-17,House,Reported,Finance,5
HB0027,2017,132,2017-05-16,House,Re-referred,Finance,4
HB0027,2017,132,2017-05-16,House,Re-referred - Substitute,Rules and Reference,3
HB0027,2017,132,2017-02-08,House,Refer to Committee,Insurance,2
HB0027,2017,132,2017-02-01,House,Introduced,,1
HR0027,2017,132,2017-02-08,House,Adopted,Rules and Reference,1
HCR0027,2017,132,2018-04-10,House,Introduced and Referred to Committee,Energy and Natural Resources,1
HB0028,2017,132,2017-06-28,,Effective 6/28/17,,11
HB0028,2017,132,2017-06-15,Senate,Passed,,10
HB0028,2017,132,2017-06-08,Senate,Reported,"Transportation, Commerce and Workforce",9
HB0028,2017,132,2017-05-17,Senate,Refer to Committee,"Transportation, Commerce and Workforce",8
HB0028,2017,132,2017-05-11,Senate,Introduced,,7
HB0028,2017,132,2017-05-10,House,Passed,,6
HB0028,2017,132,2017-05-01,House,Reported,Finance,5
HB0028,2017,132,2017-03-21,House,Re-referred,Finance,4
HB0028,2017,132,2017-03-15,House,Re-referred,Rules and Reference,3
HB0028,2017,132,2017-02-08,House,Refer to Committee,Insurance,2
HB0028,2017,132,2017-02-01,House,Introduced,,1
HR0028,2017,132,2017-02-08,House,Adopted,Rules and Reference,1
HCR0028,2017,132,2018-04-10,House,Introduced and Referred to Committee,Government Accountability and Oversight,1
HR0029,2017,132,2017-02-08,House,Adopted,Rules and Reference,1
HCR0029,2017,132,2018-06-05,House,Introduced and Referred to Committee,Higher Education and Workforce Development,1
HB0029,2017,132,2017-02-08,House,Refer to Committee,Energy and Natural Resources,2
HB0029,2017,132,2017-02-01,House,Introduced,,1
HR0030,2017,132,2017-02-08,House,Adopted,Rules and Reference,1
HB0030,2017,132,2018-03-21,House,Reported - Substitute,Criminal Justice,3
HB0030,2017,132,2017-02-08,House,Refer to Committee,Criminal Justice,2
HB0030,2017,132,2017-02-01,House,Introduced,,1
HCR0030,2017,132,2018-11-13,House,Introduced and Referred to Committee,Federalism and Interstate Relations,1
HB0031,2017,132,2018-02-20,,Effective 2/20/18,,10
HB0031,2017,132,2017-11-01,House,Concurred in Senate amendments,,9
HB0031,2017,132,2017-10-11,Senate,Passed,,8
HB0031,2017,132,2017-10-11,Senate,Reported - Substitute,Government Oversight and Reform,7
HB0031,2017,132,2017-03-15,Senate,Refer to Committee,Government Oversight and Reform,6
HB0031,2017,132,2017-03-09,Senate,Introduced,,5
HB0031,2017,132,2017-03-08,House,Passed,,4
HB0031,2017,132,2017-03-01,House,Reported - Substitute,State and Local Government,3
HB0031,2017,132,2017-02-08,House,Refer to Committee,State and Local Government,2
HB0031,2017,132,2017-02-01,House,Introduced,,1
HR0031,2017,132,2017-02-08,House,Adopted,Rules and Reference,1
HCR0031,2017,132,2018-11-13,House,Introduced and Referred to Committee,Federalism and Interstate Relations,1
HB0032,2017,132,2017-09-12,,Effective 9/12/17,,9
HB0032,2017,132,2017-05-24,Senate,Passed,,8
HB0032,2017,132,2017-03-29,Senate,Reported,Government Oversight and Reform,7
HB0032,2017,132,2017-02-22,Senate,Refer to Committee,Government Oversight and Reform,6
HB0032,2017,132,2017-02-21,Senate,Introduced,,5
HB0032,2017,132,2017-02-15,House,Passed,,4
HB0032,2017,132,2017-02-14,House,Reported,Criminal Justice,3
HB0032,2017,132,2017-02-08,House,Refer to Committee,Criminal Justice,2
HB0032,2017,132,2017-02-01,House,Introduced,,1
HR0032,2017,132,2017-02-08,House,Adopted,Rules and Reference,1
HCR0032,2017,132,2018-11-13,House,Introduced and Referred to Committee,Federalism and Interstate Relations,1
HR0033,2017,132,2017-02-08,House,Adopted,Rules and Reference,1
HB0033,2017,132,2017-02-08,House,Refer to Committee,Government Accountability and Oversight,2
HB0033,2017,132,2017-02-07,House,Introduced,,1
HB0034,2017,132,2018-11-02,,Effective 11/2/18,,10
HB0034,2017,132,2018-07-24,House,Concurred in Senate amendments,,9
HB0034,2017,132,2018-07-10,Senate,Passed,,8
HB0034,2017,132,2018-06-27,Senate,Reported - Substitute,Government Oversight and Reform,7
HB0034,2017,132,2017-03-07,Senate,Refer to Committee,Government Oversight and Reform,6
HB0034,2017,132,2017-03-02,Senate,Introduced,,5
HB0034,2017,132,2017-02-28,House,Passed,,4
HB0034,2017,132,2017-02-22,House,Reported - Substitute,State and Local Government,3
HB0034,2017,132,2017-02-08,House,Refer to Committee,State and Local Government,2
HB0034,2017,132,2017-02-07,House,Introduced,,1
HR0034,2017,132,2017-02-08,House,Adopted,Rules and Reference,1
HR0035,2017,132,2017-02-08,House,Adopted,Rules and Reference,1
HB0035,2017,132,2017-03-08,House,Reported - Substitute,"Financial Institutions, Housing, and Urban Development",3
HB0035,2017,132,2017-02-08,House,Refer to Committee,"Financial Institutions, Housing, and Urban Development",2
HB0035,2017,132,2017-02-07,House,Introduced,,1
HB0036,2017,132,2018-11-14,Senate,Refer to Committee,Judiciary,6
HB0036,2017,132,2018-07-05,Senate,Introduced,,5
HB0036,2017,132,2018-06-27,House,Passed - Amended,,4
HB0036,2017,132,2018-06-27,House,Reported - Substitute,Community and Family Advancement,3
HB0036,2017,132,2017-02-08,House,Refer to Committee,Community and Family Advancement,2
HB0036,2017,132,2017-02-07,House,Introduced,,1
HR0036,2017,132,2017-02-14,House,Adopted,Rules and Reference,1
HR0037,2017,132,2017-02-14,House,Adopted,Rules and Reference,1
HB0037,2017,132,2017-02-08,House,Refer to Committee,Education and Career Readiness,2
HB0037,2017,132,2017-02-07,House,Introduced,,1
HB0038,2017,132,2019-03-20,,Effective 3/20/19,,10
HB0038,2017,132,2018-12-06,House,Concurred in Senate amendments,,9
HB0038,2017,132,2018-12-05,Senate,Passed,,8
HB0038,2017,132,2018-12-04,Senate,Reported - Amended,Judiciary,7
HB0038,2017,132,2017-05-24,Senate,Refer to Committee,Judiciary,6
HB0038,2017,132,2017-05-18,Senate,Introduced,,5
HB0038,2017,132,2017-05-17,House,Passed,,4
HB0038,2017,132,2017-05-17,House,Reported - Substitute,Criminal Justice,3
HB0038,2017,132,2017-02-08,House,Refer to Committee,Criminal Justice,2
HB0038,2017,132,2017-02-07,House,Introduced,,1
HR0039,2017,132,2017-02-21,House,Adopted,Rules and Reference,1
HB0039,2017,132,2017-03-22,House,Reported - Amended,State and Local Government,3
HB0039,2017,132,2017-02-14,House,Refer to Committee,State and Local Government,2
HB0039,2017,132,2017-02-07,House,Introduced,,1
HB0040,2017,132,2018-11-19,Senate,Introduced,,5
HB0040,2017,132,2018-11-15,House,Passed,,4
HB0040,2017,132,2018-06-20,House,Reported,State and Local Government,3
HB0040,2017,132,2017-02-14,House,Refer to Committee,State and Local Government,2
HB0040,2017,132,2017-02-07,House,Introduced,,1
HR0040,2017,132,2017-02-21,House,Adopted,Rules and Reference,1
HB0041,2017,132,2019-03-20,,Effective 3/20/19,,10
HB0041,2017,132,2018-12-13,House,Concurred in Senate amendments,,9
HB0041,2017,132,2018-12-13,Senate,Passed,,8
