bill_number,session_year,session_num,sponsors,cosponsors,status,subjects,title,committees,long_title,bill_url
SR0364,2019,133,Larry Obhof,"Nickie J. Antonio; Andrew O. Brenner; Dave Burke; William P. Coley, II; Hearcel F. Craig; Matt Dolan; John Eklund; Teresa Fedor; Theresa Gavarone; Bob D. Hackett; Frank Hoagland; Jay Hottinger; Matt Huffman; Stephen A. Huffman; Stephanie Kunze; Peggy Lehner; Tina Maharath; Nathan H. Manning; Rob McColley; Sean J. O'Brien; Bob Peterson; Kristina D. Roegner; Michael A. Rulli; Tim Schaffer; Kirk Schuring; Vernon Sykes; Cecil Thomas; Sandra R. Williams; Steve Wilson; Kenny Yuko",As Adopted by the Senate,,Honoring Senator Louis Terhar for outstanding service to the Ohio Senate.,,,https://www.legislature.ohio.gov/legislation/133/sr364
SB0365,2019,133,Teresa Fedor,Nickie J. Antonio; Hearcel F. Craig; Theresa Gavarone; Tina Maharath; Cecil Thomas; Kenny Yuko,As Introduced,State and Local Government,Extend authority to hold meetings by electronic technology,Senate General Government and Agency Review Committee,"To amend Section 12 of H.B. 197 of the 133rd General Assembly to extend the authorization for members of a public body to hold and attend meetings or hearings via electronic technology, during the period of the emergency declared by Executive Order 2020-01D on March 9, 2020, until the declared emergency is terminated.",https://www.legislature.ohio.gov/legislation/133/sb365
SR0365,2019,133,Larry Obhof; Kenny Yuko,"Nickie J. Antonio; Andrew O. Brenner; Dave Burke; William P. Coley, II; Hearcel F. Craig; Matt Dolan; John Eklund; Teresa Fedor; Theresa Gavarone; Bob D. Hackett; Frank Hoagland; Jay Hottinger; Matt Huffman; Stephen A. Huffman; Stephanie Kunze; Peggy Lehner; Tina Maharath; Nathan H. Manning; Rob McColley; Sean J. O'Brien; Bob Peterson; Kristina D. Roegner; Michael A. Rulli; Tim Schaffer; Kirk Schuring; Vernon Sykes; Lou Terhar; Cecil Thomas; Sandra R. Williams; Steve Wilson",As Adopted by the Senate,,Honoring Stacy Cramer for outstanding service to the State of Ohio.,,,https://www.legislature.ohio.gov/legislation/133/sr365
SB0366,2019,133,Sandra R. Williams,Nickie J. Antonio; Hearcel F. Craig; Cecil Thomas; Kenny Yuko,As Introduced,"Courts and Civil Law : Courts; Crimes, Corrections, and Law Enforcement : Crime and Punishment; Crimes, Corrections, and Law Enforcement : Law Enforcement",Prohibit assault by a law enforcement officer,Senate Judiciary Committee,To enact section 2903.17 of the Revised Code to prohibit assault by a law enforcement officer.,https://www.legislature.ohio.gov/legislation/133/sb366
SR0366,2019,133,Theresa Gavarone,,As Adopted by the Senate,,Honoring Wood County on its Two Hundredth Anniversary.,,,https://www.legislature.ohio.gov/legislation/133/sr366
SB0367,2019,133,Andrew O. Brenner,,As Introduced,Education; Education : Higher Education,Prohibit state universities from requiring on-campus residence,Senate Higher Education Committee,To prohibit state institutions of higher education from requiring any student to reside in on-campus housing for the 2020-2021 school year and to declare an emergency.,https://www.legislature.ohio.gov/legislation/133/sb367
SR0367,2019,133,Larry Obhof; Bob Peterson,,As Adopted by the Senate,,"Relative to the election of Terry Johnson, to fill the vacancy in the membership of the Senate created by the resignation of Joe Uecker of the 14th Senatorial District.",,,https://www.legislature.ohio.gov/legislation/133/sr367
SB0368,2019,133,Andrew O. Brenner,,As Introduced,Education; Education : Primary and Secondary Education; Finance and Appropriations,Use phonics as primary technique for teaching reading and writing,Senate Education Committee,To amend section 3301.07 of the Revised Code to require the use of phonics as the primary technique for teaching reading and writing in grades kindergarten through five and to make an appropriation.,https://www.legislature.ohio.gov/legislation/133/sb368
SR0368,2019,133,Bob Peterson,,As Adopted by the Senate,,Relative to mileage reimbursement.,,,https://www.legislature.ohio.gov/legislation/133/sr368
SB0369,2019,133,Peggy Lehner; Nathan H. Manning,"Nickie J. Antonio; Louis W. Blessing, III; Andrew O. Brenner; Hearcel F. Craig; John Eklund; Teresa Fedor; Theresa Gavarone; Matt Huffman; Stephen A. Huffman; Terry Johnson; Stephanie Kunze; Rob McColley; Larry Obhof; Vernon Sykes; Cecil Thomas; Sandra R. Williams; Kenny Yuko",As Reported by the House Criminal Justice Committee,"Courts and Civil Law; Crimes, Corrections, and Law Enforcement; Crimes, Corrections, and Law Enforcement : Crime and Punishment; State and Local Government; State and Local Government : Administrative Procedure; State and Local Government : State Government",Revise eligibility and procedures for crime victim reparations,House Criminal Justice Committee; Senate Judiciary Committee,"To amend sections 2743.51, 2743.59, 2743.60, 2743.65, 2743.66, and 2743.71 of the Revised Code to revise the eligibility standards and procedure for awarding reparations to crime victims.",https://www.legislature.ohio.gov/legislation/133/sb369
SR0369,2019,133,Rob McColley,,As Adopted by the Senate,,Honoring Findlay American Legion Ralph D. Cole Post 3 on its Centennial.,,,https://www.legislature.ohio.gov/legislation/133/sr369
SB0370,2019,133,Andrew O. Brenner,Jay Hottinger; Tim Schaffer,As Introduced,"Crimes, Corrections, and Law Enforcement : Crime and Punishment; Crimes, Corrections, and Law Enforcement : Law Enforcement; Finance and Appropriations; Public Safety",Increase penalties for arson and related offenses,Senate Judiciary Committee,"To amend sections 2909.02, 2909.03, 2909.04, 2909.05, 2909.06, and 2909.07 of the Revised Code and to amend Section 231.10 of H.B. 166 of the 133rd General Assembly to increase penalties for arson offenses and related offenses and to make an appropriation.",https://www.legislature.ohio.gov/legislation/133/sb370
SR0370,2019,133,Bob Peterson,,As Adopted by the Senate,,Honoring the Clinton County Courthouse on its One Hundredth Anniversary.,,,https://www.legislature.ohio.gov/legislation/133/sr370
SB0371,2019,133,Andrew O. Brenner,,As Introduced,Public Safety; Special Designations; Transportation; Transportation : Motor Vehicles; Transportation : Vehicle Registration and Titling,Create Little Brown Jug license plate,"Senate Transportation, Commerce and Workforce Committee","To amend section 4501.21 and to enact section 4503.755 of the Revised Code to create the ""Little Brown Jug"" license plate.",https://www.legislature.ohio.gov/legislation/133/sb371
SR0371,2019,133,Jay Hottinger,,As Adopted by the Senate,,Honoring the Tuscarawas County Farm Bureau on its Centennial.,,,https://www.legislature.ohio.gov/legislation/133/sr371
SB0372,2019,133,Michael A. Rulli,"Nickie J. Antonio; Louis W. Blessing, III; Andrew O. Brenner; Dave Burke; William P. Coley, II; Hearcel F. Craig; Matt Dolan; John Eklund; Teresa Fedor; Theresa Gavarone; Bob D. Hackett; Frank Hoagland; Jay Hottinger; Matt Huffman; Stephen A. Huffman; Terry Johnson; Stephanie Kunze; Tina Maharath; Nathan H. Manning; Rob McColley; Sean J. O'Brien; Larry Obhof; Bob Peterson; Kristina D. Roegner; Tim Schaffer; Kirk Schuring; Vernon Sykes; Cecil Thomas; Sandra R. Williams; Steve Wilson; Kenny Yuko",As Passed by the Senate,Education; State and Local Government; Finance and Appropriations,Create Holocaust and Genocide Memorial and Education Commission,Senate Finance Committee,"To enact sections 197.01, 197.03, 197.04, 197.05, 197.06, 197.07, 197.08, 197.11, 197.12, and 197.13 of the Revised Code to create the Holocaust and Genocide Memorial and Education Commission. ",https://www.legislature.ohio.gov/legislation/133/sb372
SR0372,2019,133,Hearcel F. Craig,Andrew O. Brenner; Stephanie Kunze; Tina Maharath,As Adopted by the Senate,,Honoring Franklin County Public Health on its Centennial.,,,https://www.legislature.ohio.gov/legislation/133/sr372
SB0373,2019,133,Bob D. Hackett,,As Introduced,Courts and Civil Law; State and Local Government,Regards name change/correction procedures,Senate Judiciary Committee,"To amend sections 109.572 and 2717.01; to amend, for the purpose of adopting a new section number as indicated in parentheses, section 2717.01 (2717.03); and to enact new section 2717.01 and sections 2717.04, 2717.05, 2717.06, 2717.07, 2717.08, 2717.09, 2717.10, 2717.13, 2717.14, 2717.15, 2717.16, 2717.17, 2717.18, 2717.20, 2717.21, and 2717.22 of the Revised Code regarding probate court procedures to change a legal name and correct legal name errors in a person's official identity documents.",https://www.legislature.ohio.gov/legislation/133/sb373
SR0373,2019,133,Bob D. Hackett,,As Adopted by the Senate,,Recognizing October 2019 as Domestic Violence Awareness Month in Ohio.,,,https://www.legislature.ohio.gov/legislation/133/sr373
SB0374,2019,133,Larry Obhof; Bob Peterson,"Nickie J. Antonio; Louis W. Blessing, III; Andrew O. Brenner; Dave Burke; William P. Coley, II; John Eklund; Bob D. Hackett; Frank Hoagland; Matt Huffman; Stephen A. Huffman; Tina Maharath; Nathan H. Manning; Rob McColley; Kristina D. Roegner; Michael A. Rulli; Tim Schaffer; Kirk Schuring; Cecil Thomas; Steve Wilson; Kenny Yuko",As Introduced,Commerce; Liquor Control; Liquor Control : Liquor Permits and Quotas,Reinstate bar hours as existed before COVID-19 ,"Senate Transportation, Commerce and Workforce Committee",To reinstate the authorized hours of operation for liquor permit premises that existed prior to the state of emergency declared in response to COVID-19 and to declare an emergency.,https://www.legislature.ohio.gov/legislation/133/sb374
SR0374,2019,133,"William P. Coley, II",,As Adopted by the Senate,,Honoring Miami University on receiving three awards from the Mid-American Conference.,,,https://www.legislature.ohio.gov/legislation/133/sr374
SB0375,2019,133,Frank Hoagland; Tim Schaffer,Andrew O. Brenner; Dave Burke; John Eklund; Theresa Gavarone; Bob D. Hackett; Jay Hottinger; Matt Huffman; Stephen A. Huffman; Terry Johnson; Rob McColley; Larry Obhof; Bob Peterson; Kristina D. Roegner; Steve Wilson,As Enrolled,Commerce; Health and Human Services : Public Health,Void Director of Health order regarding county fairs,House Agriculture and Rural Development Committee; Senate Agriculture and Natural Resources Committee,To void the Director of Health's July 30th order regarding county fairs and create the Agricultural Society Working Group for 2021.,https://www.legislature.ohio.gov/legislation/133/sb375
SR0375,2019,133,Theresa Gavarone,,As Adopted by the Senate,,Honoring Abby Gase on winning a Gold Medal at the 2019 Para Pan-American Games.,,,https://www.legislature.ohio.gov/legislation/133/sr375
SB0376,2019,133,Vernon Sykes; Peggy Lehner,Nickie J. Antonio; Hearcel F. Craig; John Eklund; Teresa Fedor; Jay Hottinger; Stephanie Kunze; Tina Maharath; Nathan H. Manning; Sean J. O'Brien; Michael A. Rulli; Kirk Schuring; Cecil Thomas; Sandra R. Williams; Steve Wilson; Kenny Yuko,As Introduced,Education; Education : Primary and Secondary Education; Finance and Appropriations,Create new school financing system,Senate Finance Committee,"To amend sections 3301.0714, 3302.20, 3310.08, 3310.41, 3310.51, 3310.54, 3310.56, 3313.64, 3313.98, 3313.981, 3314.08, 3314.084, 3314.087, 3314.091, 3314.11, 3314.20, 3315.18, 3317.013, 3317.014, 3317.016, 3317.02, 3317.021, 3317.022, 3317.023, 3317.024, 3317.028, 3317.0212, 3317.0213, 3317.0214, 3317.03, 3317.051, 3317.16, 3317.20, 3317.25, 3317.60, 3319.57, 3324.09, 3326.31, 3326.32, 3326.33, 3326.39, 3326.40, 3326.51, 3327.01, 3328.32, 3328.34, and 3365.01; to enact new sections 3314.085, 3317.017, 3317.0215, 3317.0217, and 3317.0218 and sections 3314.089, 3314.0810, 3317.011, 3317.012, 3317.018, 3317.019, 3317.0110, 3317.071, 3317.072, 3317.11, 3317.162, 3317.61, 3317.62, 3317.63, 3317.64, 3326.43, and 3327.016; and to repeal sections 3310.55, 3314.085, 3314.53, 3317.017, 3317.0215, 3317.0216, 3317.0217, 3317.0218, 3326.41, and 3328.33 of the Revised Code to create a new school financing system for fiscal year 2022 and each fiscal year thereafter, and to make an appropriation.",https://www.legislature.ohio.gov/legislation/133/sb376
SR0376,2019,133,Larry Obhof,"Louis W. Blessing, III; Andrew O. Brenner; Dave Burke; William P. Coley, II; Matt Dolan; John Eklund; Bob D. Hackett; Frank Hoagland; Jay Hottinger; Matt Huffman; Terry Johnson; Nathan H. Manning; Rob McColley; Bob Peterson; Kristina D. Roegner; Michael A. Rulli; Tim Schaffer; Kirk Schuring; Steve Wilson",As Adopted by the Senate,,Urge Congress to ratify U.S.-Mexico-Canada agreement,"Senate Transportation, Commerce and Workforce Committee",To urge the United States Congress to ratify the United States-Mexico-Canada Agreement.,https://www.legislature.ohio.gov/legislation/133/sr376
SB0377,2019,133,Nathan H. Manning; Vernon Sykes,,As Introduced,"Crimes, Corrections, and Law Enforcement; Crimes, Corrections, and Law Enforcement : Prisons",Eliminate court consent for certain prisoner transfers,Senate Judiciary Committee,"To amend sections 2929.01, 2929.20, 2930.03, 2930.06, 2930.16, 2967.12, 2967.19, 2967.26, 2967.28, and 5149.101 of the Revised Code to eliminate the requirement that a sentencing court must assent to the transfer of a prisoner to a transitional control program.",https://www.legislature.ohio.gov/legislation/133/sb377
SR0377,2019,133,Stephen A. Huffman; Peggy Lehner,,As Adopted by the Senate,,Honoring Tyler Viernes as the 2019 American Jail Association Correctional Officer of the Year.,,,https://www.legislature.ohio.gov/legislation/133/sr377
SB0378,2019,133,Frank Hoagland,,As Introduced,Courts and Civil Law; Courts and Civil Law : Courts,Hold Jefferson County Court in Cross Creek Township,Senate Judiciary Committee,To amend section 1907.15 of the Revised Code to include Cross Creek Township as one of the locations where the Jefferson County County Court holds court.,https://www.legislature.ohio.gov/legislation/133/sb378
SR0378,2019,133,Cecil Thomas,,As Adopted by the Senate,,Honoring Leila Kubesch on being named the 2020 Ohio Teacher of the Year.,,,https://www.legislature.ohio.gov/legislation/133/sr378
SB0379,2019,133,Frank Hoagland,,As Introduced,Transportation; Special Designations; Special Designations : Memorial Highways and Bridges,Designate World War II POW Johnny Buck Highway,"Senate Transportation, Commerce and Workforce Committee","To enact section 5534.821 of the Revised Code to designate a portion of State Route 618 in the city of Belpre as the ""World War II POW Johnny Buck Highway.""",https://www.legislature.ohio.gov/legislation/133/sb379
SR0379,2019,133,Theresa Gavarone,,As Adopted by the Senate,,Honoring Ashlie Gowitzka on receiving the 2019 Outstanding Biology Teacher Award for Ohio.,,,https://www.legislature.ohio.gov/legislation/133/sr379
SB0380,2019,133,Frank Hoagland,"Louis W. Blessing, III; Andrew O. Brenner; Dave Burke; William P. Coley, II; John Eklund; Matt Huffman; Stephen A. Huffman; Sean J. O'Brien; Larry Obhof; Kristina D. Roegner; Michael A. Rulli; Tim Schaffer; Steve Wilson",As Passed by the Senate,Environment and Natural Resources; Environment and Natural Resources : Hunting and Fishing,Use owls in falconry,Senate Agriculture and Natural Resources Committee,To amend section 1533.05 of the Revised Code to authorize the use of owls in the sport of falconry.,https://www.legislature.ohio.gov/legislation/133/sb380
SR0380,2019,133,Kirk Schuring,,As Introduced,,Honoring the Massillon Family YMCA on its Centennial.,,,https://www.legislature.ohio.gov/legislation/133/sr380
SB0381,2019,133,Vernon Sykes,Nickie J. Antonio; Hearcel F. Craig; Tina Maharath; Cecil Thomas; Kenny Yuko,As Introduced,State and Local Government : State Government,Create New African Immigrant Grant and Gift Fund,Senate Finance Committee,To enact section 4112.33 of the Revised Code to establish the New African Immigrants Grant and Gift Fund in the state treasury.,https://www.legislature.ohio.gov/legislation/133/sb381
SR0381,2019,133,Michael A. Rulli; Sean J. O'Brien,,As Introduced,,Honoring The Butler Institute of American Art on its One Hundredth Anniversary.,,,https://www.legislature.ohio.gov/legislation/133/sr381
SB0382,2019,133,"Louis W. Blessing, III",,As Introduced,Public Safety; Special Designations; Transportation; Transportation : Motor Vehicles; Transportation : Vehicle Registration and Titling,Create Brighter Days 4 Kids license plate,"Senate Transportation, Commerce and Workforce Committee","To amend section 4501.21 and to enact section 4503.569 of the Revised Code to create the ""Brighter Days 4 Kids"" license plate.",https://www.legislature.ohio.gov/legislation/133/sb382
SR0382,2019,133,Larry Obhof; Bob Peterson,,As Adopted by the Senate,,"Relative to the election of Louis W. Blessing III, to fill the vacancy in the membership of the Senate created by the resignation of Lou Terhar of the 8th Senatorial District.",,,https://www.legislature.ohio.gov/legislation/133/sr382
SB0383,2019,133,Terry Johnson,"Andrew O. Brenner; William P. Coley, II; Theresa Gavarone; Frank Hoagland; Matt Huffman; Rob McColley; Larry Obhof; Kristina D. Roegner; Michael A. Rulli; Tim Schaffer",As Reported by the Senate Government Oversight and Reform Committee,"Courts and Civil Law : Civil Law; Courts and Civil Law : Courts; Crimes, Corrections, and Law Enforcement : Crime and Punishment; Crimes, Corrections, and Law Enforcement : Law Enforcement",Expand locations at which no duty to retreat before using force,Senate Government Oversight and Reform Committee,"To amend sections 2307.601, 2901.05, and 2901.09 of the Revised Code to enact the Ohio Duty to Retreat Act providing an expansion of the locations at which a person has no duty to retreat before using force under both civil and criminal law.",https://www.legislature.ohio.gov/legislation/133/sb383
SR0383,2019,133,Bob Peterson,,As Adopted by the Senate,,Relative to mileage reimbursement.,,,https://www.legislature.ohio.gov/legislation/133/sr383
SB0384,2019,133,Bob D. Hackett,,As Introduced,Employment; Employment : Workers' Compensation; Health and Human Services : Mental Health and Disabilities; Public Safety; State and Local Government; State and Local Government : Public Officials and Employees,Concerns benefits for first responders diagnosed with PTSD,Senate General Government and Agency Review Committee,"To amend section 5502.01 and to enact sections 145.364, 742.391, 3309.402, 4168.01, 4168.02, 4168.09, 4168.10, 4168.11, 4168.12, 4168.20, 4168.21, 4168.45, 4168.46, 4168.47, 4168.48, 4168.60, 4168.75, 4168.76, 4168.77, 4168.78, 4168.80, and 5505.182 of the Revised Code concerning compensation, medical benefits, and disability retirement for peace officers, firefighters, and emergency medical workers diagnosed with post-traumatic stress disorder arising from employment without an accompanying physical injury.",https://www.legislature.ohio.gov/legislation/133/sb384
SR0384,2019,133,Larry Obhof,"Nickie J. Antonio; Louis W. Blessing, III; Andrew O. Brenner; Dave Burke; William P. Coley, II; Hearcel F. Craig; Matt Dolan; John Eklund; Teresa Fedor; Theresa Gavarone; Bob D. Hackett; Frank Hoagland; Matt Huffman; Stephen A. Huffman; Terry Johnson; Tina Maharath; Rob McColley; Sean J. O'Brien; Bob Peterson; Kristina D. Roegner; Michael A. Rulli; Tim Schaffer; Kirk Schuring; Vernon Sykes; Cecil Thomas; Steve Wilson; Kenny Yuko",As Adopted by the Senate,,Authorizing the Ohio Junior State of America and the Ohio YMCA Youth & Government Program to use the Ohio Senate Chambers during November 2019.,,,https://www.legislature.ohio.gov/legislation/133/sr384
SB0385,2019,133,Kenny Yuko; Michael A. Rulli,Nickie J. Antonio; Hearcel F. Craig; Teresa Fedor; Jay Hottinger; Cecil Thomas,As Introduced,Economic Development; Finance and Appropriations,Authorize grants for performing arts,Senate Finance Committee,"To authorize grants for operators of performing arts venues, producers of performing arts, and promoters of performing artists, to make an appropriation, and to declare an emergency.",https://www.legislature.ohio.gov/legislation/133/sb385
SR0385,2019,133,Bob Peterson,,As Adopted by the Senate,,"Honoring Union Baptist Church on its Bicentennial.
",,,https://www.legislature.ohio.gov/legislation/133/sr385
SB0386,2019,133,Cecil Thomas,Nickie J. Antonio; Hearcel F. Craig; Tina Maharath,As Introduced,Special Designations : Observances; State and Local Government; Special Designations,Designate sugar cookie as official Ohio cookie,Senate General Government and Agency Review Committee,To enact section 5.083 of the Revised Code to designate the sugar cookie as the official cookie of Ohio.,https://www.legislature.ohio.gov/legislation/133/sb386
SR0386,2019,133,Bob Peterson,,As Adopted by the Senate,,Honoring Madyson Murphy as the 2019 Ohio People's Choice Miss United States Agriculture Queen.,,,https://www.legislature.ohio.gov/legislation/133/sr386
SB0387,2019,133,Dave Burke,,As Introduced,Health and Human Services : Public Health; State and Local Government : State Government,Terminates a portion of the face covering health order,"Senate Transportation, Commerce and Workforce Committee","To terminate certain provisions of the ""Director's Order for Retail and Business Compliance for Facial Coverings throughout the State of Ohio,"" issued on November 13, 2020, and to declare an emergency.",https://www.legislature.ohio.gov/legislation/133/sb387
SR0387,2019,133,Bob D. Hackett,,As Adopted by the Senate,,Honoring Kenton Ridge High School on receiving a 2019 Safe Sports School Award.,,,https://www.legislature.ohio.gov/legislation/133/sr387
SR0388,2019,133,Tim Schaffer,,As Adopted by the Senate,,Honoring Captain Slade Schultz on receiving the 2019 Ohio Fire Officer of the Year Award.,,,https://www.legislature.ohio.gov/legislation/133/sr388
SB0388,2019,133,Matt Huffman,,As Introduced,Education; Education : Primary and Secondary Education,Regards educational requirement-substitute teachers 2020-2021,Senate Education Committee,To provide for discretion to school districts regarding educational requirements of substitute teachers for the 2020-2021 school year and to declare an emergency.,https://www.legislature.ohio.gov/legislation/133/sb388
SB0389,2019,133,Kristina D. Roegner,,As Introduced,Health and Human Services : Health Care; Occupational Licensing and Regulation; State and Local Government : State Government,Enter into Occupational Therapy Licensure Compact,"Senate Transportation, Commerce and Workforce Committee",To enact sections 4755.14 and 4755.141 of the Revised Code to enter into the Occupational Therapy Licensure Compact.,https://www.legislature.ohio.gov/legislation/133/sb389
SR0389,2019,133,Larry Obhof,,As Adopted by the Senate,,Honoring Brittney S. Kneisel for outstanding service to the Ohio Senate.,,,https://www.legislature.ohio.gov/legislation/133/sr389
SR0390,2019,133,Tim Schaffer,,As Adopted by the Senate,,Honoring John Steinmetz on receiving the French Legion of Honor.,,,https://www.legislature.ohio.gov/legislation/133/sr390
SR0391,2019,133,Rob McColley,,As Adopted by the Senate,,Honoring Crestview Elementary School as a Blue Ribbon School.,,,https://www.legislature.ohio.gov/legislation/133/sr391
SR0392,2019,133,Tim Schaffer,,As Adopted by the Senate,,Honoring Nick Anderson as the 2019 Lucas Oil Modified Tough Truck National Champion.,,,https://www.legislature.ohio.gov/legislation/133/sr392
SR0393,2019,133,Matt Dolan,,As Adopted by the Senate,,Honoring Solon High School as a National Blue Ribbon School.,,,https://www.legislature.ohio.gov/legislation/133/sr393
SR0394,2019,133,Larry Obhof,Andrew O. Brenner; Dave Burke; Nathan H. Manning; Rob McColley,As Adopted by the Senate,,Honoring the METRICH Enforcement Unit on receiving a Distinguished Law Enforcement Group Achievement Award.,,,https://www.legislature.ohio.gov/legislation/133/sr394
SR0395,2019,133,Stephanie Kunze,,As Adopted by the Senate,,Honoring Bluffsview Elementary School as a National Blue Ribbon School.,,,https://www.legislature.ohio.gov/legislation/133/sr395
SR0396,2019,133,Stephanie Kunze; Andrew O. Brenner,,As Adopted by the Senate,,Honoring Worthington Christian Middle School as a Blue Ribbon School.,,,https://www.legislature.ohio.gov/legislation/133/sr396
SR0397,2019,133,Theresa Gavarone,,As Adopted by the Senate,,Honoring Peerless Ovens on its Centennial.,,,https://www.legislature.ohio.gov/legislation/133/sr397
SR0398,2019,133,Bob Peterson,,As Adopted by the Senate,,Honoring the Miami Trace/Great Oaks FFA agronomy team as a 2019 Eastern States Exposition Champion.,,,https://www.legislature.ohio.gov/legislation/133/sr398
SR0399,2019,133,Rob McColley,,As Adopted by the Senate,,Honoring Ottawa American Legion Post 63 on its Centennial.,,,https://www.legislature.ohio.gov/legislation/133/sr399
SR0400,2019,133,Larry Obhof; Kenny Yuko,"Nickie J. Antonio; Louis W. Blessing, III; Andrew O. Brenner; Dave Burke; William P. Coley, II; Hearcel F. Craig; Matt Dolan; John Eklund; Teresa Fedor; Theresa Gavarone; Bob D. Hackett; Frank Hoagland; Jay Hottinger; Matt Huffman; Stephen A. Huffman; Terry Johnson; Stephanie Kunze; Peggy Lehner; Tina Maharath; Nathan H. Manning; Rob McColley; Sean J. O'Brien; Bob Peterson; Kristina D. Roegner; Michael A. Rulli; Tim Schaffer; Kirk Schuring; Vernon Sykes; Cecil Thomas; Sandra R. Williams; Steve Wilson",As Adopted by the Senate,,"Recognizing Breast Cancer Awareness Month in Ohio, October 2019.",,,https://www.legislature.ohio.gov/legislation/133/sr400
SR0401,2019,133,Terry Johnson,,As Adopted by the Senate,,Honoring Isabella Burton on being named the 2019 Ms. Wheelchair Ohio.,,,https://www.legislature.ohio.gov/legislation/133/sr401
SR0402,2019,133,Theresa Gavarone,,As Adopted by the Senate,,"Honoring Pemberville American Legion Auxiliary Unit 183 on its Centennial.
",,,https://www.legislature.ohio.gov/legislation/133/sr402
SR0403,2019,133,Larry Obhof,,As Adopted by the Senate,,Honoring Saint Peter's Parish on its One Hundred Seventy-fifth Anniversary.,,,https://www.legislature.ohio.gov/legislation/133/sr403
SR0404,2019,133,Bob Peterson; Larry Obhof,Andrew O. Brenner; Hearcel F. Craig; John Eklund; Teresa Fedor; Theresa Gavarone; Jay Hottinger; Matt Huffman; Stephen A. Huffman; Terry Johnson; Peggy Lehner; Tina Maharath; Rob McColley; Kristina D. Roegner; Michael A. Rulli; Tim Schaffer; Kirk Schuring; Steve Wilson; Kenny Yuko,As Adopted by the Senate,,In memory of Cooper Snyder.,,,https://www.legislature.ohio.gov/legislation/133/sr404
SR0405,2019,133,Sean J. O'Brien; Larry Obhof,,As Adopted by the Senate,,In memory of Sergeant Thomas Cole Walker.,,,https://www.legislature.ohio.gov/legislation/133/sr405
SR0406,2019,133,Hearcel F. Craig; Nickie J. Antonio,"Louis W. Blessing, III; Andrew O. Brenner; Dave Burke; William P. Coley, II; Matt Dolan; John Eklund; Teresa Fedor; Theresa Gavarone; Bob D. Hackett; Frank Hoagland; Stephen A. Huffman; Terry Johnson; Stephanie Kunze; Peggy Lehner; Tina Maharath; Nathan H. Manning; Sean J. O'Brien; Larry Obhof; Bob Peterson; Kristina D. Roegner; Michael A. Rulli; Tim Schaffer; Vernon Sykes; Cecil Thomas; Sandra R. Williams; Steve Wilson; Kenny Yuko",As Adopted by the Senate,,Designate Diabetic Ketoacidosis (DKA) Day,"Senate Health, Human Services and Medicaid Committee","To designate April 26, 2020, as Diabetic Ketoacidosis (DKA) Day.",https://www.legislature.ohio.gov/legislation/133/sr406
SR0407,2019,133,Andrew O. Brenner,"Nickie J. Antonio; Louis W. Blessing, III; Dave Burke; William P. Coley, II; Hearcel F. Craig; Matt Dolan; John Eklund; Teresa Fedor; Theresa Gavarone; Bob D. Hackett; Frank Hoagland; Jay Hottinger; Matt Huffman; Stephen A. Huffman; Terry Johnson; Stephanie Kunze; Peggy Lehner; Tina Maharath; Nathan H. Manning; Rob McColley; Sean J. O'Brien; Larry Obhof; Bob Peterson; Kristina D. Roegner; Michael A. Rulli; Tim Schaffer; Kirk Schuring; Vernon Sykes; Cecil Thomas; Sandra R. Williams; Steve Wilson; Kenny Yuko",As Adopted by the Senate,,In memory of the Honorable Jon Martin Peterson II.,,,https://www.legislature.ohio.gov/legislation/133/sr407
SR0408,2019,133,Terry Johnson,,As Adopted by the Senate,,Honoring Jerica Estle-Grooms on receiving the 2019 Youth Leadership of the Year Award.,,,https://www.legislature.ohio.gov/legislation/133/sr408
SR0409,2019,133,Tim Schaffer,,As Introduced,,Honoring Nick Barrett as a 2019 Ohio FFA State Champion.,,,https://www.legislature.ohio.gov/legislation/133/sr409
SR0410,2019,133,Tim Schaffer,,As Introduced,,Honoring the Fairfield Union High School FFA forestry management team as a 2019 State Career Development Event Champion.,,,https://www.legislature.ohio.gov/legislation/133/sr410
SR0411,2019,133,Tim Schaffer,,As Introduced,,Honoring Matt Duvall as the 2019 Division I State Cross Country Champion.,,,https://www.legislature.ohio.gov/legislation/133/sr411
SR0412,2019,133,Vernon Sykes; Tina Maharath,,As Introduced,,Honoring G. Michael Payton for exemplary service to the Ohio Civil Rights Commission.,,,https://www.legislature.ohio.gov/legislation/133/sr412
SR0413,2019,133,Jay Hottinger; Larry Obhof,,As Adopted by the Senate,,Honoring the Hiland High School boys golf team on winning the 2019 Division III State Championship. ,,,https://www.legislature.ohio.gov/legislation/133/sr413
SR0414,2019,133,Rob McColley,,As Adopted by the Senate,,Honoring Warren L. McIntire American Legion Post 262 on its One Hundredth Anniversary.,,,https://www.legislature.ohio.gov/legislation/133/sr414
SR0415,2019,133,Terry Johnson,,As Adopted by the Senate,,Honoring Lisa Holt-Taylor on receiving a 2019 Presidential Award for Excellence in Mathematics and Science Teaching.,,,https://www.legislature.ohio.gov/legislation/133/sr415
SR0416,2019,133,Theresa Gavarone,,As Adopted by the Senate,,Honoring Gloria Gajewicz on receiving a 2019 Presidential Award for Excellence in Mathematics and Science Teaching.,,,https://www.legislature.ohio.gov/legislation/133/sr416
