bill_number,session_year,session_num,sponsors,cosponsors,status,subjects,title,committees,long_title,bill_url
HR0003,2015,131,Ron Amstutz,,As Adopted by the House,,"Relative to the election of the assistant minority leader, the minority whip, and the assistant minority whip for the 131st General Assembly of Ohio.",,"Relative to the election of the assistant minority leader, the minority whip, and the assistant minority whip for the 131st General Assembly of Ohio.",https://www.legislature.ohio.gov/legislation/legislation-summary?id=GA131-HR-3
HJR0003,2015,131,Bill Patmon; Christina Hagan,REPRESENTATIVES Terry Boose; Jim Buchy; Jim Butler; Margaret Conditt; Brian Hill; Terry Johnson; Steven W. Kraus; Wes Retherford; Kristina Roegner; Mark J. Romanchuk; Margaret Ann Ruhl; Louis Terhar; Andy Thompson,As Introduced,,Applies for a convention to amend the U.S. Constitution,House Government Accountability and Oversight Committee,Application to the Congress of the United States for a Convention of the States under Article V of the Constitution of the United States.,https://www.legislature.ohio.gov/legislation/legislation-summary?id=GA131-HJR-3
HJR0004,2015,131,Ryan Smith; Michael F. Curtin,REPRESENTATIVES Ron Amstutz; Marlene Anielski; Louis W. Blessing III; Terry Boose; Tim W. Brown; Jim Buchy; Tony Burkley; Jim Butler; Margaret Conditt; Timothy Derickson; Jonathan Dever; Mike Dovilla; Timothy Ginter; Doug Green; Cheryl L. Grossman; Bob D. Hackett; Christina Hagan; David Hall; Bill Hayes; Michael Henne; Brian Hill; Stephen A. Huffman; Terry Johnson; J. Kyle Koehler; Steven W. Kraus; Al Landis; Ron Maag; Nathan H. Manning; Jeff McClain; Robert McColley; Rick Perales; Bill Reineke; Wes Retherford; Jeff Rezabek; Cliff Rosenberger; Scott K. Ryan; Tim Schaffer; Gary Scherer; Kirk Schuring; Barbara R. Sears; Marilyn Slaby; Robert Sprague; Louis Terhar; Andy Thompson,As Enrolled,Constitutional Amendment,Proposes constitutional amendment - right of initiative,Senate Rules and Reference Committee; House Government Accountability and Oversight Committee,"Proposing to amend Section 1e of Article II of the Constitution of the State of Ohio to prohibit an initiated constitutional amendment that would grant a monopoly, oligopoly,  or cartel, specify or determine a tax rate, or confer a commercial interest, right, or license to any person or nonpublic entity.",https://www.legislature.ohio.gov/legislation/legislation-summary?id=GA131-HJR-4
HB0004,2015,131,Robert Sprague; Jeff Rezabek,REPRESENTATIVES Ron Amstutz; Marlene Anielski; Niraj J. Antani; Nickie J. Antonio; Nan A. Baker; John Barnes; Heather Bishoff; Louis W. Blessing III; Terry Boose; Andrew Brenner; Tim W. Brown; Jim Buchy; Tony Burkley; Jim Butler; Nicholas J. Celebrezze; Jack Cera; Margaret Conditt; Hearcel F. Craig; Michael F. Curtin; Timothy Derickson; Jonathan Dever; Mike Dovilla; Denise Driehaus; Mike Duffey; Teresa Fedor; Ronald V. Gerberry; Timothy Ginter; Anne Gonzales; Doug Green; Cheryl L. Grossman; Bob D. Hackett; David Hall; Bill Hayes; Michael Henne; Stephanie Howse; Stephen A. Huffman; Greta Johnson; Terry Johnson; J. Kyle Koehler; Steven W. Kraus; Stephanie Kunze; Sarah LaTourette; Al Landis; David Leland; Michele Lepore-Hagan; Nathan H. Manning; Jeff McClain; Michael J. O'Brien; Sean O'Brien; Bill Patmon; John Patterson; Dorothy Pelanda; Rick Perales; Debbie Phillips; Dan Ramos; John M. Rogers; Cliff Rosenberger; Margaret Ann Ruhl; Gary Scherer; Kirk Schuring; Barbara R. Sears; Michael Sheehy; Marilyn Slaby; Kent Smith; Ryan Smith; Michael Stinziano; Fred Strahorn; Martin J. Sweeney; Emilia Strong Sykes; Louis Terhar; Andy Thompson; A. Nino Vitale; Paul Zeltwanger; SENATORS Kevin Bacon; Troy Balderson; Bill Beagle; Edna Brown; Dave Burke; Capri S. Cafaro; Bill Coley; John Eklund; Randy Gardner; Cliff Hite; Jay Hottinger; Shannon Jones; Frank LaRose; Peggy Lehner; Gayle Manning; Larry Obhof; Scott Oelslager; Tom Patton; Bob Peterson; Tom Sawyer; Joe Schiavoni; Bill Seitz; Michael J. Skindell; Charleta B. Tavares; Cecil Thomas; Joe Uecker; Chris Widener; Sandra R. Williams; Kenny Yuko,As Enrolled,Health and Human Services : Health Care,Authorizes furnishing naloxone,Senate Health and Human Services Committee; House Health and Aging Committee,"To amend sections 2925.61, 3719.13, 3719.27, 4723.488, 4729.01, 4729.16, 4729.29, 4729.291, 4729.51, 4729.60, 4730.431, 4731.94, and 5119.371 and to enact sections 3707.56, 4729.292, 4729.44, 4731.941, 4731.942, and 5119.372 of the Revised Code to modify the laws governing the authority to dispense or furnish naloxone for opioid overdoses, to establish standards for certain opioid treatment programs, and to declare an emergency.",https://www.legislature.ohio.gov/legislation/legislation-summary?id=GA131-HB-4
HCR0004,2015,131,Andrew Brenner,REPRESENTATIVES Louis W. Blessing III; Stephen A. Huffman; Andy Thompson,As Reported by the House Education Committee,,Designates a commemorative week,House Education Committee,"To designate the week of January 25 - January 31, 2015, as National School Choice Week.",https://www.legislature.ohio.gov/legislation/legislation-summary?id=GA131-HCR-4
HR0004,2015,131,Ron Amstutz,,As Adopted by the House,,Relative to the election of officials of the House of Representatives and empowering the Chief Administrative Officer to sign vouchers.,,Relative to the election of officials of the House of Representatives and empowering the Chief Administrative Officer to sign vouchers.,https://www.legislature.ohio.gov/legislation/legislation-summary?id=GA131-HR-4
HCR0005,2015,131,John Patterson; Margaret Ann Ruhl,REPRESENTATIVES Ron Amstutz; Marlene Anielski; Niraj J. Antani; Nickie J. Antonio; Nan A. Baker; John Barnes; Heather Bishoff; Louis W. Blessing III; Andrew Brenner; Tim W. Brown; Jim Buchy; Tony Burkley; Jim Butler; Nicholas J. Celebrezze; Timothy Derickson; Jonathan Dever; Mike Dovilla; Teresa Fedor; Ronald V. Gerberry; Timothy Ginter; Anne Gonzales; Doug Green; Cheryl L. Grossman; Bob D. Hackett; David Hall; Stephen D. Hambley; Bill Hayes; Ron Hood; Greta Johnson; Terry Johnson; J. Kyle Koehler; Steven W. Kraus; Stephanie Kunze; Al Landis; David Leland; Michele Lepore-Hagan; Nathan H. Manning; Michael J. O'Brien; Debbie Phillips; Dan Ramos; John M. Rogers; Mark J. Romanchuk; Scott K. Ryan; Kirk Schuring; Barbara R. Sears; Stephen Slesnick; Kent Smith; Robert Sprague; Michael Stinziano; Fred Strahorn; Emilia Strong Sykes; Louis Terhar; SENATORS Kevin Bacon; Troy Balderson; Bill Beagle; Edna Brown; Dave Burke; Capri S. Cafaro; Bill Coley; John Eklund; Keith Faber; Randy Gardner; Lou Gentile; Cliff Hite; Jay Hottinger; Jim Hughes; Shannon Jones; Frank LaRose; Peggy Lehner; Gayle Manning; Larry Obhof; Scott Oelslager; Bob Peterson; Tom Sawyer; Joe Schiavoni; Bill Seitz; Michael J. Skindell; Charleta B. Tavares; Cecil Thomas; Joe Uecker; Chris Widener; Kenny Yuko,As Enrolled,,Encourages improved response to Lyme disease,Senate Health and Human Services Committee; House Health and Aging Committee,"To urge the Centers for Disease Control and Prevention to take action to improve prevention, diagnosis, and treatment of Lyme disease.",https://www.legislature.ohio.gov/legislation/legislation-summary?id=GA131-HCR-5
HB0005,2015,131,Stephanie Kunze; J. Kyle Koehler,REPRESENTATIVES Ron Amstutz; Marlene Anielski; Nickie J. Antonio; Nan A. Baker; John Barnes; Heather Bishoff; Louis W. Blessing III; Terry Boose; Janine R. Boyd; Andrew Brenner; Tim W. Brown; Jim Buchy; Tony Burkley; Nicholas J. Celebrezze; Jack Cera; Margaret Conditt; Robert R. Cupp; Jonathan Dever; Mike Dovilla; Mike Duffey; Timothy Ginter; Doug Green; Cheryl L. Grossman; Bob D. Hackett; Stephen D. Hambley; Michael Henne; Steven W. Kraus; Jeff McClain; Robert McColley; Michael J. O'Brien; Sean O'Brien; Bill Reineke; Wes Retherford; Jeff Rezabek; John M. Rogers; Mark J. Romanchuk; Cliff Rosenberger; Margaret Ann Ruhl; Scott K. Ryan; Tim Schaffer; Gary Scherer; Kirk Schuring; Michael Sheehy; Kent Smith; Ryan Smith; Robert Sprague; Michael Stinziano; Fred Strahorn; Martin J. Sweeney; Louis Terhar; Andy Thompson; Ron Young; SENATORS Troy Balderson; Bill Beagle; Bill Coley; John Eklund; Keith Faber; Cliff Hite; Larry Obhof; Scott Oelslager; Tom Patton; Bob Peterson; Tom Sawyer; Joe Schiavoni; Charleta B. Tavares; Cecil Thomas; Joe Uecker,As Enrolled,State and Local Government,Prepare case studies of public offices/share equipment,Senate Government Oversight and Reform Committee; House Local Government Committee,"To amend section 117.47 and to enact sections 117.473, 117.48, 2743.31, and 2744.11 of the Revised Code to allow the Auditor of State to conduct feasibility studies regarding the efficiency of local public offices and state agencies, to authorize the Auditor of State to establish a shared equipment service agreement program among state agencies and political subdivisions, and to specify that a state agency or political subdivision that uses the loaned equipment may assume potential liability for its use.",https://www.legislature.ohio.gov/legislation/legislation-summary?id=GA131-HB-5
HR0005,2015,131,Ron Amstutz,,As Adopted by the House,,Relative to employment and compensation of employees of the House of Representatives preparatory to and during House organization.,,Relative to employment and compensation of employees of the House of Representatives preparatory to and during House organization.,https://www.legislature.ohio.gov/legislation/legislation-summary?id=GA131-HR-5
HJR0005,2015,131,Michele Lepore-Hagan; Kent Smith,REPRESENTATIVES Nickie J. Antonio; Nicholas J. Celebrezze; Kathleen Clyde; Denise Driehaus; Teresa Fedor; Stephanie Howse; Dan Ramos; Michael Sheehy; Fred Strahorn; Emilia Strong Sykes,As Introduced,,Proposes constitutional amendment - bonds for water and sewer,House Finance Committee,Proposing to enact Section 2t of Article VIII of the Constitution of the State of Ohio to permit the issuance of general obligation bonds to fund sewer and water capital improvements.,https://www.legislature.ohio.gov/legislation/legislation-summary?id=GA131-HJR-5
HB0006,2015,131,Sarah LaTourette; Stephanie Kunze,REPRESENTATIVES Ron Amstutz; Niraj J. Antani; Nickie J. Antonio; Nan A. Baker; John Barnes; Andrew Brenner; Tim W. Brown; Jim Buchy; Tony Burkley; Jim Butler; Margaret Conditt; Robert R. Cupp; Timothy Derickson; Jonathan Dever; Denise Driehaus; Mike Duffey; Ronald V. Gerberry; Timothy Ginter; Anne Gonzales; Doug Green; Cheryl L. Grossman; Bob D. Hackett; Christina Hagan; Stephen D. Hambley; Michael Henne; Brian Hill; Terry Johnson; J. Kyle Koehler; Steven W. Kraus; Al Landis; Ron Maag; Nathan H. Manning; Jeff McClain; Michael J. O'Brien; Sean O'Brien; John Patterson; Rick Perales; Debbie Phillips; Jeff Rezabek; Kristina Roegner; John M. Rogers; Cliff Rosenberger; Margaret Ann Ruhl; Tim Schaffer; Kirk Schuring; Barbara R. Sears; Michael Sheehy; Marilyn Slaby; Kent Smith; Ryan Smith; Robert Sprague; Fred Strahorn; Louis Terhar; Ron Young; Paul Zeltwanger; SENATORS Kevin Bacon; Troy Balderson; Bill Beagle; Edna Brown; Dave Burke; Bill Coley; John Eklund; Keith Faber; Randy Gardner; Cliff Hite; Jay Hottinger; Jim Hughes; Shannon Jones; Kris Jordan; Frank LaRose; Peggy Lehner; Gayle Manning; Larry Obhof; Scott Oelslager; Bob Peterson; Tom Sawyer; Joe Schiavoni; Charleta B. Tavares; Cecil Thomas; Joe Uecker; Chris Widener; Sandra R. Williams; Kenny Yuko,As Enrolled,"Courts and Civil Law : Courts; Crimes, Corrections, and Law Enforcement : Crime and Punishment; Crimes, Corrections, and Law Enforcement : Law Enforcement",Extends limitation period for certain sex crimes,Senate Criminal Justice Committee; House Judiciary Committee,"To amend section 2901.13 of the Revised Code to increase the period of limitations for prosecution of rape or sexual battery, to extend that period of limitations when a DNA record made in connection with the investigation of the offense matches another DNA record of an identifiable person, and to declare an emergency.",https://www.legislature.ohio.gov/legislation/legislation-summary?id=GA131-HB-6
HCR0006,2015,131,Wes Retherford; Margaret Conditt; Timothy Derickson,,As Adopted by the Senate,,Honoring Malia Berkely as the 2014-2015 Gatorade Ohio Girls Soccer Player of the Year.,,Honoring Malia Berkely as the 2014-2015 Gatorade Ohio Girls Soccer Player of the Year.,https://www.legislature.ohio.gov/legislation/legislation-summary?id=GA131-HCR-6
HR0006,2015,131,Ron Amstutz,,As Adopted by the House,,To provide for the offering of the pledge of allegiance to the flag by the members of the House of Representatives at the opening session of each week.,,To provide for the offering of the pledge of allegiance to the flag by the members of the House of Representatives at the opening session of each week.,https://www.legislature.ohio.gov/legislation/legislation-summary?id=GA131-HR-6
HJR0006,2015,131,Terry Johnson,REPRESENTATIVES Marlene Anielski; Niraj J. Antani; Nan A. Baker; John Becker; Louis W. Blessing III; Terry Boose; Andrew Brenner; Jim Buchy; Tony Burkley; Jim Butler; Margaret Conditt; Anthony DeVitis; Timothy Derickson; Jonathan Dever; Mike Dovilla; Timothy Ginter; Anne Gonzales; Doug Green; Cheryl L. Grossman; Bob D. Hackett; Christina Hagan; David Hall; Stephen D. Hambley; Bill Hayes; Brian Hill; Ron Hood; Stephen A. Huffman; J. Kyle Koehler; Sarah LaTourette; Al Landis; Ron Maag; Jeff McClain; Robert McColley; Bill Patmon; Rick Perales; Wes Retherford; Jeff Rezabek; Mark J. Romanchuk; Cliff Rosenberger; Margaret Ann Ruhl; Gary Scherer; Barbara R. Sears; Robert Sprague; Louis Terhar; Andy Thompson; Ron Young; Paul Zeltwanger,As Introduced,,Prohibit state contracts and investments tainted by terrorism,House Government Accountability and Oversight Committee,Proposing to enact Section 18 of Article VIII of the Constitution of the State of Ohio to prohibit state agencies and the state's public retirement systems from contracting with and investing in companies with certain business operations in countries designated as state sponsors of terrorism and to require state agencies and public retirement systems to divest investments from such companies.,https://www.legislature.ohio.gov/legislation/legislation-summary?id=GA131-HJR-6
HCR0007,2015,131,Robert Sprague,REPRESENTATIVES Ron Amstutz; Louis W. Blessing III; Timothy Derickson; Jonathan Dever; Stephen D. Hambley; Bill Hayes; Jeff Rezabek; John M. Rogers; Margaret Ann Ruhl; Scott K. Ryan; Michael Sheehy; SENATORS Kevin Bacon; Troy Balderson; Bill Beagle; Dave Burke; Capri S. Cafaro; Bill Coley; John Eklund; Keith Faber; Cliff Hite; Jay Hottinger; Jim Hughes; Shannon Jones; Larry Obhof; Scott Oelslager; Tom Patton; Bob Peterson; Tom Sawyer; Joe Schiavoni; Bill Seitz; Charleta B. Tavares; Cecil Thomas; Joe Uecker; Kenny Yuko,As Enrolled,,Urges the preservation of municipal bond tax exempt status ,Senate Ways and Means Committee; House Local Government Committee,To urge the President and the Congress of the United States to preserve the tax-exempt status of municipal bonds.,https://www.legislature.ohio.gov/legislation/legislation-summary?id=GA131-HCR-7
HB0007,2015,131,Jim Buchy,REPRESENTATIVES Ron Amstutz; Marlene Anielski; Nickie J. Antonio; Nan A. Baker; John Becker; Louis W. Blessing III; Terry Boose; Kevin Boyce; Andrew Brenner; Tom Brinkman; Tim W. Brown; Tony Burkley; Margaret Conditt; Hearcel F. Craig; Robert R. Cupp; Anthony DeVitis; Timothy Derickson; Jonathan Dever; Mike Dovilla; Denise Driehaus; Mike Duffey; Timothy Ginter; Doug Green; Cheryl L. Grossman; Bob D. Hackett; Christina Hagan; David Hall; Stephen D. Hambley; Bill Hayes; Michael Henne; Brian Hill; Ron Hood; Stephen A. Huffman; Terry Johnson; J. Kyle Koehler; Steven W. Kraus; Stephanie Kunze; Sarah LaTourette; Al Landis; David Leland; Michele Lepore-Hagan; Ron Maag; Nathan H. Manning; Jeff McClain; Robert McColley; Michael J. O'Brien; Sean O'Brien; John Patterson; Dorothy Pelanda; Rick Perales; Dan Ramos; Bill Reineke; Wes Retherford; Jeff Rezabek; Kristina Roegner; Mark J. Romanchuk; Cliff Rosenberger; Scott K. Ryan; Tim Schaffer; Gary Scherer; Kirk Schuring; Michael Sheehy; Marilyn Slaby; Stephen Slesnick; Ryan Smith; Robert Sprague; Michael Stinziano; Martin J. Sweeney; Andy Thompson; A. Nino Vitale; Ron Young; Paul Zeltwanger; SENATORS Kevin Bacon; Troy Balderson; Bill Beagle; Edna Brown; Dave Burke; Bill Coley; John Eklund; Keith Faber; Randy Gardner; Lou Gentile; Cliff Hite; Jay Hottinger; Jim Hughes; Shannon Jones; Kris Jordan; Frank LaRose; Peggy Lehner; Gayle Manning; Larry Obhof; Scott Oelslager; Tom Patton; Bob Peterson; Tom Sawyer; Joe Schiavoni; Bill Seitz; Michael J. Skindell; Cecil Thomas; Joe Uecker; Chris Widener; Sandra R. Williams; Kenny Yuko,As Enrolled,Education; Education : Primary and Secondary Education,Addresses school testing,Senate Education Committee; House Education Committee,"To amend section 3302.036 and to enact section 3301.0728 of the Revised Code to prohibit individual student scores from certain elementary and secondary achievement assessments administered for the 2014-2015 school year from being used to determine promotion or retention or to grant course credit, to revise state scholarship program eligibility, to make changes regarding the administration of high school end-of-course examinations, and to declare an emergency.",https://www.legislature.ohio.gov/legislation/legislation-summary?id=GA131-HB-7
HR0007,2015,131,Ron Amstutz,,As Adopted by the House,,Relative to attendance at conferences and meetings.,,Relative to attendance at conferences and meetings.,https://www.legislature.ohio.gov/legislation/legislation-summary?id=GA131-HR-7
HJR0007,2015,131,Michael Sheehy; Dan Ramos,REPRESENTATIVES Michele Lepore-Hagan,As Introduced,Commerce : Consumer Finance; Commerce : Financial Institutions; Housing and Real Property : Foreclosures,Urges reinstating commercial and investment bank separation,House State Government Committee,To urge the United States Congress and the President of the United States to enact legislation that would reinstate the separation of commercial and investment banking function that was in effect under the Glass-Steagall Act.,https://www.legislature.ohio.gov/legislation/legislation-summary?id=GA131-HJR-7
