bill_number,session,chamber,action_date,action,journal_page,order
LB1270,2023_2024,Unicameral,2024-03-26,Advanced to Enrollment and Review for Engrossment,1318,7
LB1270,2023_2024,Unicameral,2024-03-19,Placed on Select File,1136,6
LB1270,2023_2024,Unicameral,2024-03-14,Advanced to Enrollment and Review Initial,1048,5
LB1270,2023_2024,Unicameral,2024-02-20,Placed on General File,754,4
LB1270,2023_2024,Unicameral,2024-01-30,"Notice of hearing for February 05, 2024",563,3
LB1270,2023_2024,Unicameral,2024-01-17,Referred to Education Committee,428,2
LB1270,2023_2024,Unicameral,2024-01-16,Date of introduction,393,1
LB1271,2023_2024,Unicameral,2024-04-18,Indefinitely postponed,1813,4
LB1271,2023_2024,Unicameral,2024-02-13,"Notice of hearing for February 20, 2024",688,3
LB1271,2023_2024,Unicameral,2024-01-17,Referred to Education Committee,428,2
LB1271,2023_2024,Unicameral,2024-01-16,Date of introduction,393,1
LB1272,2023_2024,Unicameral,2024-04-18,Indefinitely postponed,1813,4
LB1272,2023_2024,Unicameral,2024-02-13,"Notice of hearing for February 20, 2024",688,3
LB1272,2023_2024,Unicameral,2024-01-17,Referred to Education Committee,428,2
LB1272,2023_2024,Unicameral,2024-01-16,Date of introduction,393,1
LB1273,2023_2024,Unicameral,2024-04-18,Indefinitely postponed,1813,5
LB1273,2023_2024,Unicameral,2024-03-04,Placed on General File,897,4
LB1273,2023_2024,Unicameral,2024-02-05,"Notice of hearing for February 12, 2024",602,3
LB1273,2023_2024,Unicameral,2024-01-17,Referred to Education Committee,428,2
LB1273,2023_2024,Unicameral,2024-01-16,Date of introduction,393,1
LB1274,2023_2024,Unicameral,2024-04-18,Indefinitely postponed,1813,6
LB1274,2023_2024,Unicameral,2024-01-22,"Notice of hearing for February 13, 2024",486,5
LB1274,2023_2024,Unicameral,2024-01-19,"Notice of hearing for February 20, 2024 (cancel)",481,4
LB1274,2023_2024,Unicameral,2024-01-19,"Notice of hearing for February 20, 2024",479,3
LB1274,2023_2024,Unicameral,2024-01-17,"Referred to Banking, Commerce and Insurance Committee",428,2
LB1274,2023_2024,Unicameral,2024-01-16,Date of introduction,393,1
LB1275,2023_2024,Unicameral,2024-04-25,Provisions/portions of LB1275 amended into LB1412 by AM2566,0,5
LB1275,2023_2024,Unicameral,2024-04-18,Indefinitely postponed,1813,4
LB1275,2023_2024,Unicameral,2024-01-24,"Notice of hearing for February 05, 2024",507,3
LB1275,2023_2024,Unicameral,2024-01-17,Referred to Appropriations Committee,428,2
LB1275,2023_2024,Unicameral,2024-01-16,Date of introduction,394,1
LB1276,2023_2024,Unicameral,2024-04-18,Indefinitely postponed,1813,4
LB1276,2023_2024,Unicameral,2024-01-22,"Notice of hearing for February 05, 2024",489,3
LB1276,2023_2024,Unicameral,2024-01-17,Referred to General Affairs Committee,428,2
LB1276,2023_2024,Unicameral,2024-01-16,Date of introduction,394,1
LB1277,2023_2024,Unicameral,2024-04-18,Indefinitely postponed,1813,4
LB1277,2023_2024,Unicameral,2024-02-13,"Notice of hearing for February 23, 2024",681,3
LB1277,2023_2024,Unicameral,2024-01-17,"Referred to Government, Military and Veterans Affairs Committee",428,2
LB1277,2023_2024,Unicameral,2024-01-16,Date of introduction,394,1
LB1278,2023_2024,Unicameral,2024-04-18,Indefinitely postponed,1813,4
LB1278,2023_2024,Unicameral,2024-02-06,"Notice of hearing for February 14, 2024",610,3
LB1278,2023_2024,Unicameral,2024-01-17,Referred to Health and Human Services Committee,428,2
LB1278,2023_2024,Unicameral,2024-01-16,Date of introduction,394,1
LB1279,2023_2024,Unicameral,2024-04-18,Indefinitely postponed,1813,4
LB1279,2023_2024,Unicameral,2024-02-15,"Notice of hearing for February 22, 2024",720,3
LB1279,2023_2024,Unicameral,2024-01-17,Referred to Revenue Committee,428,2
LB1279,2023_2024,Unicameral,2024-01-16,Date of introduction,395,1
LB1280,2023_2024,Unicameral,2024-04-18,Indefinitely postponed,1813,4
LB1280,2023_2024,Unicameral,2024-02-21,"Notice of hearing for February 28, 2024",770,3
LB1280,2023_2024,Unicameral,2024-01-17,Referred to Health and Human Services Committee,429,2
LB1280,2023_2024,Unicameral,2024-01-16,Date of introduction,395,1
LB1281,2023_2024,Unicameral,2024-04-18,Indefinitely postponed,1813,4
LB1281,2023_2024,Unicameral,2024-02-15,"Notice of hearing for February 23, 2024",723,3
LB1281,2023_2024,Unicameral,2024-01-17,Referred to Judiciary Committee,429,2
LB1281,2023_2024,Unicameral,2024-01-16,Date of introduction,395,1
LB1282,2023_2024,Unicameral,2024-04-18,Indefinitely postponed,1813,4
LB1282,2023_2024,Unicameral,2024-02-15,"Notice of hearing for February 23, 2024",723,3
LB1282,2023_2024,Unicameral,2024-01-17,Referred to Judiciary Committee,429,2
LB1282,2023_2024,Unicameral,2024-01-16,Date of introduction,395,1
LB1283,2023_2024,Unicameral,2024-04-18,Indefinitely postponed,1813,4
LB1283,2023_2024,Unicameral,2024-02-21,"Notice of hearing for February 29, 2024",777,3
LB1283,2023_2024,Unicameral,2024-01-17,Referred to Health and Human Services Committee,429,2
LB1283,2023_2024,Unicameral,2024-01-16,Date of introduction,395,1
LB1284,2023_2024,Unicameral,2024-04-25,Provisions/portions of LB1254 amended into LB1284 by AM3061,0,36
LB1284,2023_2024,Unicameral,2024-04-25,Provisions/portions of LB1253 amended into LB1284 by AM3061,0,35
LB1284,2023_2024,Unicameral,2024-04-25,Provisions/portions of LB1252 amended into LB1284 by AM3061,0,34
LB1284,2023_2024,Unicameral,2024-04-25,Provisions/portions of LB1050 amended into LB1284 by AM3061,0,33
LB1284,2023_2024,Unicameral,2024-04-25,Provisions/portions of LB1014 amended into LB1284 by AM3061,0,32
LB1284,2023_2024,Unicameral,2024-04-25,Provisions/portions of LB1005 amended into LB1284 by AM3061,0,31
LB1284,2023_2024,Unicameral,2024-04-25,Provisions/portions of LB986 amended into LB1284 by AM3061,0,30
LB1284,2023_2024,Unicameral,2024-04-25,Provisions/portions of LB985 amended into LB1284 by AM3061,0,29
LB1284,2023_2024,Unicameral,2024-04-18,"Approved by Governor on April 16, 2024",1792,28
LB1284,2023_2024,Unicameral,2024-04-18,"Presented to Governor on  April 11, 2024",1791,27
LB1284,2023_2024,Unicameral,2024-04-11,President/Speaker signed,1775,26
LB1284,2023_2024,Unicameral,2024-04-11,Passed on Final Reading with Emergency Clause 42-0-7,1766,25
LB1284,2023_2024,Unicameral,2024-04-11,Dispensing of reading at large approved,1766,24
LB1284,2023_2024,Unicameral,2024-04-09,Enrollment and Review ST71 recorded,1606,23
LB1284,2023_2024,Unicameral,2024-04-09,Enrollment and Review ST71 filed,1606,22
LB1284,2023_2024,Unicameral,2024-04-09,Placed on Final Reading with ST71,1606,21
LB1284,2023_2024,Unicameral,2024-04-09,Advanced to Enrollment and Review for Engrossment,1567,20
LB1284,2023_2024,Unicameral,2024-04-09,Linehan FA415 adopted,1567,19
LB1284,2023_2024,Unicameral,2024-04-09,Linehan FA415 to AM3414 filed,1567,18
LB1284,2023_2024,Unicameral,2024-04-09,Walz AM3414 adopted,1567,17
LB1284,2023_2024,Unicameral,2024-04-09,Walz AM3414 to AM3061 filed,1567,16
LB1284,2023_2024,Unicameral,2024-04-09,Enrollment and Review ER119 adopted,1567,15
LB1284,2023_2024,Unicameral,2024-04-02,Enrollment and Review ER119 filed,1392,14
LB1284,2023_2024,Unicameral,2024-04-02,Placed on Select File with ER119,1392,13
LB1284,2023_2024,Unicameral,2024-03-27,Dungan name added,1337,12
LB1284,2023_2024,Unicameral,2024-03-21,Vargas name added,1207,11
LB1284,2023_2024,Unicameral,2024-03-21,Blood name added,1207,10
LB1284,2023_2024,Unicameral,2024-03-21,Advanced to Enrollment and Review Initial,1195,9
LB1284,2023_2024,Unicameral,2024-03-21,Education AM3061 adopted,1195,8
LB1284,2023_2024,Unicameral,2024-03-20,McDonnell name added,1181,7
LB1284,2023_2024,Unicameral,2024-03-19,Education AM3061 filed,1144,6
LB1284,2023_2024,Unicameral,2024-03-19,Placed on General File with AM3061,1144,5
LB1284,2023_2024,Unicameral,2024-01-30,"Notice of hearing for February 06, 2024",552,4
LB1284,2023_2024,Unicameral,2024-01-24,Walz priority bill,517,3
LB1284,2023_2024,Unicameral,2024-01-17,Referred to Education Committee,429,2
LB1284,2023_2024,Unicameral,2024-01-16,Date of introduction,396,1
LBA1284,2023_2024,Unicameral,2024-04-18,"Approved by Governor on April 16, 2024",1792,14
LBA1284,2023_2024,Unicameral,2024-04-18,"Presented to Governor on  April 11, 2024",1791,13
LBA1284,2023_2024,Unicameral,2024-04-11,President/Speaker signed,1775,12
LBA1284,2023_2024,Unicameral,2024-04-11,Passed on Final Reading with Emergency Clause 43-0-6,1767,11
LBA1284,2023_2024,Unicameral,2024-04-09,Placed on Final Reading,1607,10
LBA1284,2023_2024,Unicameral,2024-04-09,Advanced to Enrollment and Review for Engrossment,1569,9
LBA1284,2023_2024,Unicameral,2024-04-09,Walz AM3422 adopted,1569,8
LBA1284,2023_2024,Unicameral,2024-04-09,Walz FA416 adopted,1569,7
LBA1284,2023_2024,Unicameral,2024-04-09,Walz FA416 to AM3422 filed,1568,6
LBA1284,2023_2024,Unicameral,2024-04-09,Walz AM3422 filed,1567,5
LBA1284,2023_2024,Unicameral,2024-03-27,Placed on Select File,1332,4
LBA1284,2023_2024,Unicameral,2024-03-26,Advanced to Enrollment and Review Initial,1315,3
LBA1284,2023_2024,Unicameral,2024-03-25,Placed on General File,1216,2
LBA1284,2023_2024,Unicameral,2024-03-25,Date of introduction,1216,1
LB1285,2023_2024,Unicameral,2024-04-18,Indefinitely postponed,1813,7
LB1285,2023_2024,Unicameral,2024-03-07,Executive Board AM2850 filed,962,6
LB1285,2023_2024,Unicameral,2024-03-07,Placed on General File with AM2850,962,5
LB1285,2023_2024,Unicameral,2024-02-06,"Notice of hearing for February 28, 2024",611,4
LB1285,2023_2024,Unicameral,2024-01-19,Blood name added,483,3
LB1285,2023_2024,Unicameral,2024-01-17,Referred to Executive Board,429,2
LB1285,2023_2024,Unicameral,2024-01-16,Date of introduction,396,1
LB1286,2023_2024,Unicameral,2024-04-18,Indefinitely postponed,1813,4
LB1286,2023_2024,Unicameral,2024-01-23,"Notice of hearing for January 31, 2024",502,3
LB1286,2023_2024,Unicameral,2024-01-17,Referred to Executive Board,429,2
LB1286,2023_2024,Unicameral,2024-01-16,Date of introduction,396,1
LB1287,2023_2024,Unicameral,2024-04-18,Indefinitely postponed,1813,4
LB1287,2023_2024,Unicameral,2024-01-24,"Notice of hearing for February 21, 2024",509,3
LB1287,2023_2024,Unicameral,2024-01-17,Referred to Appropriations Committee,429,2
LB1287,2023_2024,Unicameral,2024-01-16,Date of introduction,396,1
LB1288,2023_2024,Unicameral,2024-04-25,Provisions/portions of LB923 amended into LB1288 by AM3096,0,36
LB1288,2023_2024,Unicameral,2024-04-18,DeKay explanation of vote,1793,35
LB1288,2023_2024,Unicameral,2024-04-18,"Approved by Governor on April 16, 2024",1792,34
LB1288,2023_2024,Unicameral,2024-04-18,"Presented to Governor on  April 11, 2024",1791,33
LB1288,2023_2024,Unicameral,2024-04-11,President/Speaker signed,1775,32
LB1288,2023_2024,Unicameral,2024-04-11,Passed on Final Reading 30-8-11,1768,31
LB1288,2023_2024,Unicameral,2024-04-11,Dispensing of reading at large approved,1768,30
LB1288,2023_2024,Unicameral,2024-04-02,Enrollment and Review ST55 recorded,1439,29
LB1288,2023_2024,Unicameral,2024-04-02,Enrollment and Review ST55 filed,1439,28
LB1288,2023_2024,Unicameral,2024-04-02,Placed on Final Reading with ST55,1439,27
LB1288,2023_2024,Unicameral,2024-03-25,Advanced to Enrollment and Review for Engrossment,1262,26
LB1288,2023_2024,Unicameral,2024-03-25,Blood AM3209 lost,1262,25
LB1288,2023_2024,Unicameral,2024-03-25,Blood AM3209 filed,1261,24
LB1288,2023_2024,Unicameral,2024-03-25,Blood AM3114 withdrawn,1261,23
LB1288,2023_2024,Unicameral,2024-03-25,Blood AM3114 filed,1261,22
LB1288,2023_2024,Unicameral,2024-03-25,McKinney AM3096 adopted,1260,21
LB1288,2023_2024,Unicameral,2024-03-25,Raybould AM3106 adopted,1260,20
LB1288,2023_2024,Unicameral,2024-03-25,"Cavanaugh, M. MO1306 prevailed",1260,19
LB1288,2023_2024,Unicameral,2024-03-25,"Cavanaugh, M. MO1306 Reconsider the vote on AM3106 filed",1260,18
LB1288,2023_2024,Unicameral,2024-03-25,Raybould AM3106 lost,1260,17
LB1288,2023_2024,Unicameral,2024-03-25,Albrecht MO1305 withdrawn,1260,16
LB1288,2023_2024,Unicameral,2024-03-25,Albrecht MO1305 pending,1257,15
LB1288,2023_2024,Unicameral,2024-03-25,"Albrecht MO1305 Bracket until April 18, 2024 filed",1257,14
LB1288,2023_2024,Unicameral,2024-03-25,Enrollment and Review ER75 adopted,1257,13
LB1288,2023_2024,Unicameral,2024-03-20,McKinney AM3096 filed,1173,12
LB1288,2023_2024,Unicameral,2024-03-20,Raybould AM3106 filed,1166,11
LB1288,2023_2024,Unicameral,2024-03-06,Enrollment and Review ER75 filed,940,10
LB1288,2023_2024,Unicameral,2024-03-06,Placed on Select File with ER75,940,9
LB1288,2023_2024,Unicameral,2024-02-29,Advanced to Enrollment and Review Initial,869,8
LB1288,2023_2024,Unicameral,2024-02-29,Raybould AM2695 adopted,869,7
LB1288,2023_2024,Unicameral,2024-02-23,Raybould AM2695 filed,816,6
LB1288,2023_2024,Unicameral,2024-02-20,Placed on General File,727,5
LB1288,2023_2024,Unicameral,2024-02-13,State-Tribal Relations priority bill,689,4
LB1288,2023_2024,Unicameral,2024-01-25,"Notice of hearing for February 01, 2024",531,3
LB1288,2023_2024,Unicameral,2024-01-17,Referred to Judiciary Committee,429,2
LB1288,2023_2024,Unicameral,2024-01-16,Date of introduction,396,1
LB1289,2023_2024,Unicameral,2024-04-25,Provisions/portions of LB1289 amended into LB1412 by AM2566,0,5
LB1289,2023_2024,Unicameral,2024-04-18,Indefinitely postponed,1813,4
LB1289,2023_2024,Unicameral,2024-01-24,"Notice of hearing for February 07, 2024",508,3
LB1289,2023_2024,Unicameral,2024-01-17,Referred to Appropriations Committee,429,2
LB1289,2023_2024,Unicameral,2024-01-16,Date of introduction,396,1
LB1290,2023_2024,Unicameral,2024-04-25,Provisions/portions of LB1290 amended into LB1074 by AM2820,0,7
LB1290,2023_2024,Unicameral,2024-04-18,Indefinitely postponed,1813,6
LB1290,2023_2024,Unicameral,2024-03-05,"Banking, Commerce and Insurance AM2728 filed",912,5
LB1290,2023_2024,Unicameral,2024-03-05,Placed on General File with AM2728,912,4
LB1290,2023_2024,Unicameral,2024-01-19,"Notice of hearing for February 27, 2024",479,3
LB1290,2023_2024,Unicameral,2024-01-17,"Referred to Banking, Commerce and Insurance Committee",429,2
LB1290,2023_2024,Unicameral,2024-01-16,Date of introduction,397,1
LB1291,2023_2024,Unicameral,2024-04-18,Indefinitely postponed,1813,4
LB1291,2023_2024,Unicameral,2024-02-13,"Notice of hearing for February 20, 2024",688,3
LB1291,2023_2024,Unicameral,2024-01-17,Referred to Education Committee,429,2
LB1291,2023_2024,Unicameral,2024-01-16,Date of introduction,397,1
LB1292,2023_2024,Unicameral,2024-04-18,Indefinitely postponed,1813,4
LB1292,2023_2024,Unicameral,2024-01-26,"Notice of hearing for February 02, 2024",540,3
LB1292,2023_2024,Unicameral,2024-01-17,Referred to Judiciary Committee,429,2
LB1292,2023_2024,Unicameral,2024-01-16,Date of introduction,397,1
LB1293,2023_2024,Unicameral,2024-04-18,Indefinitely postponed,1813,4
LB1293,2023_2024,Unicameral,2024-02-06,"Notice of hearing for February 21, 2024",611,3
LB1293,2023_2024,Unicameral,2024-01-17,Referred to Executive Board,429,2
LB1293,2023_2024,Unicameral,2024-01-16,Date of introduction,397,1
LB1294,2023_2024,Unicameral,2024-04-25,Provisions/portions of LB1294 amended into LB1074 by AM2560,0,5
LB1294,2023_2024,Unicameral,2024-04-18,Indefinitely postponed,1813,4
LB1294,2023_2024,Unicameral,2024-01-17,"Notice of hearing for January 30, 2024",438,3
LB1294,2023_2024,Unicameral,2024-01-17,"Referred to Banking, Commerce and Insurance Committee",429,2
LB1294,2023_2024,Unicameral,2024-01-16,Date of introduction,397,1
LB1295,2023_2024,Unicameral,2024-04-25,Provisions/portions of LB1295 amended into LB1317 by AM3246,0,5
LB1295,2023_2024,Unicameral,2024-04-18,Indefinitely postponed,1813,4
LB1295,2023_2024,Unicameral,2024-02-07,"Notice of hearing for February 14, 2024",621,3
LB1295,2023_2024,Unicameral,2024-01-17,Referred to Revenue Committee,429,2
LB1295,2023_2024,Unicameral,2024-01-16,Date of introduction,398,1
LB1296,2023_2024,Unicameral,2024-04-25,Provisions/portions of LB1296 amended into LB1204 by AM2640,0,5
LB1296,2023_2024,Unicameral,2024-04-18,Indefinitely postponed,1813,4
LB1296,2023_2024,Unicameral,2024-01-22,"Notice of hearing for February 05, 2024",489,3
LB1296,2023_2024,Unicameral,2024-01-17,Referred to General Affairs Committee,429,2
LB1296,2023_2024,Unicameral,2024-01-16,Date of introduction,398,1
LB1297,2023_2024,Unicameral,2024-04-18,Indefinitely postponed,1813,5
LB1297,2023_2024,Unicameral,2024-02-05,"Notice of hearing for February 14, 2024",602,4
LB1297,2023_2024,Unicameral,2024-01-17,Halloran name added,442,3
LB1297,2023_2024,Unicameral,2024-01-17,"Referred to Government, Military and Veterans Affairs Committee",429,2
LB1297,2023_2024,Unicameral,2024-01-16,Date of introduction,398,1
LB1298,2023_2024,Unicameral,2024-04-18,Indefinitely postponed,1813,4
LB1298,2023_2024,Unicameral,2024-01-25,"Notice of hearing for February 06, 2024",522,3
LB1298,2023_2024,Unicameral,2024-01-17,Referred to Transportation and Telecommunications Committee,429,2
LB1298,2023_2024,Unicameral,2024-01-16,Date of introduction,398,1
LB1299,2023_2024,Unicameral,2024-04-25,Provisions/portions of LB1299 amended into LB388 by FA445,0,6
LB1299,2023_2024,Unicameral,2024-04-18,Indefinitely postponed,1813,5
LB1299,2023_2024,Unicameral,2024-01-31,"Notice of hearing for February 07, 2024",566,4
LB1299,2023_2024,Unicameral,2024-01-17,Halloran name added,442,3
LB1299,2023_2024,Unicameral,2024-01-17,Referred to Revenue Committee,429,2
LB1299,2023_2024,Unicameral,2024-01-16,Date of introduction,399,1
LB1300,2023_2024,Unicameral,2024-04-25,Provisions/portions of LB1358 amended into LB1300 by AM3227,0,66
LB1300,2023_2024,Unicameral,2024-04-25,Provisions/portions of LB1243 amended into LB1300 by AM3227,0,65
LB1300,2023_2024,Unicameral,2024-04-25,Provisions/portions of LB1048 amended into LB1300 by AM3227,0,64
LB1300,2023_2024,Unicameral,2024-04-25,Provisions/portions of LB887 amended into LB1300 by AM3227,0,63
LB1300,2023_2024,Unicameral,2024-04-25,Provisions/portions of LB869 amended into LB1300 by AM3227,0,62
LB1300,2023_2024,Unicameral,2024-04-25,Provisions/portions of LB2 amended into LB1300 by AM3227,0,61
LB1300,2023_2024,Unicameral,2024-04-18,DeKay explanation of vote,1793,60
LB1300,2023_2024,Unicameral,2024-04-18,"Approved by Governor on April 16, 2024",1792,59
LB1300,2023_2024,Unicameral,2024-04-18,"Presented to Governor on  April 11, 2024",1791,58
LB1300,2023_2024,Unicameral,2024-04-11,Ballard name added,1790,57
LB1300,2023_2024,Unicameral,2024-04-11,Brewer name added,1790,56
LB1300,2023_2024,Unicameral,2024-04-11,President/Speaker signed,1775,55
LB1300,2023_2024,Unicameral,2024-04-11,Passed on Final Reading with Emergency Clause 46-0-3,1770,54
LB1300,2023_2024,Unicameral,2024-04-11,Dispensing of reading at large approved,1769,53
LB1300,2023_2024,Unicameral,2024-04-11,Bostar FA402 withdrawn,1769,52
LB1300,2023_2024,Unicameral,2024-04-11,Bostar FA400 withdrawn,1769,51
LB1300,2023_2024,Unicameral,2024-04-11,"Cavanaugh, M. FA384 withdrawn",1769,50
LB1300,2023_2024,Unicameral,2024-04-11,"Cavanaugh, M. FA383 withdrawn",1769,49
LB1300,2023_2024,Unicameral,2024-04-11,"Cavanaugh, M. FA382 withdrawn",1769,48
LB1300,2023_2024,Unicameral,2024-04-10,Bostar FA402 to AM3227 filed,1609,47
LB1300,2023_2024,Unicameral,2024-04-10,Bostar FA400 to AM3227 filed,1609,46
LB1300,2023_2024,Unicameral,2024-04-09,Enrollment and Review ST78 recorded,1607,45
LB1300,2023_2024,Unicameral,2024-04-09,Enrollment and Review ST78 filed,1607,44
LB1300,2023_2024,Unicameral,2024-04-09,Placed on Final Reading with ST78,1607,43
LB1300,2023_2024,Unicameral,2024-04-09,Advanced to Enrollment and Review for Engrossment,1583,42
LB1300,2023_2024,Unicameral,2024-04-09,McDonnell AM3408 adopted,1583,41
LB1300,2023_2024,Unicameral,2024-04-09,McDonnell AM3408 to AM3227 filed,1583,40
LB1300,2023_2024,Unicameral,2024-04-09,Bostar FA401 withdrawn,1583,39
LB1300,2023_2024,Unicameral,2024-04-09,Bostar FA401 to AM3227 filed,1583,38
LB1300,2023_2024,Unicameral,2024-04-09,Bostar FA419 adopted,1583,37
LB1300,2023_2024,Unicameral,2024-04-09,Bostar FA419 to AM3227 filed,1583,36
LB1300,2023_2024,Unicameral,2024-04-09,Bostar FA399 withdrawn,1583,35
LB1300,2023_2024,Unicameral,2024-04-09,Bostar FA399 to AM3227 filed,1583,34
LB1300,2023_2024,Unicameral,2024-04-09,Bostar AM3423 adopted,1583,33
LB1300,2023_2024,Unicameral,2024-04-09,Bostar AM3423 to AM3227 filed,1579,32
LB1300,2023_2024,Unicameral,2024-04-09,Bostar AM3405 withdrawn,1576,31
LB1300,2023_2024,Unicameral,2024-04-09,Bostar AM3405 to AM3227 filed,1576,30
LB1300,2023_2024,Unicameral,2024-04-09,"Cavanaugh, M. FA347 withdrawn",1576,29
LB1300,2023_2024,Unicameral,2024-04-09,"Cavanaugh, M. FA346 withdrawn",1576,28
LB1300,2023_2024,Unicameral,2024-04-09,Enrollment and Review ER132 adopted,1576,27
LB1300,2023_2024,Unicameral,2024-04-09,Enrollment and Review ER132 filed,1551,26
LB1300,2023_2024,Unicameral,2024-04-09,Placed on Select File with ER132,1551,25
LB1300,2023_2024,Unicameral,2024-04-04,"Cavanaugh, M. FA384 filed",1531,24
LB1300,2023_2024,Unicameral,2024-04-04,"Cavanaugh, M. FA383 filed",1531,23
LB1300,2023_2024,Unicameral,2024-04-04,"Cavanaugh, M. FA382 filed",1531,22
LB1300,2023_2024,Unicameral,2024-04-03,"Cavanaugh, M. FA347 to AM3227 filed",1485,21
LB1300,2023_2024,Unicameral,2024-04-03,"Cavanaugh, M. FA346 filed",1485,20
LB1300,2023_2024,Unicameral,2024-04-03,Advanced to Enrollment and Review Initial,1483,19
LB1300,2023_2024,Unicameral,2024-04-03,"Government, Military and Veterans Affairs AM3227 adopted",1483,18
LB1300,2023_2024,Unicameral,2024-04-03,McDonnell AM3317 adopted,1483,17
LB1300,2023_2024,Unicameral,2024-04-03,McDonnell AM3317 to AM3227 filed,1483,16
LB1300,2023_2024,Unicameral,2024-04-03,Slama AM3339 to AM3227 filed,1480,15
LB1300,2023_2024,Unicameral,2024-04-03,"Cavanaugh, M. MO1341 withdrawn",1480,14
LB1300,2023_2024,Unicameral,2024-04-03,"Cavanaugh, M. MO1341 Bracket until April 18, 2024 filed",1480,13
LB1300,2023_2024,Unicameral,2024-04-03,"Cavanaugh, M. MO1357 withdrawn",1480,12
LB1300,2023_2024,Unicameral,2024-04-03,"Cavanaugh, M. MO1357 Reconsider the vote taken on MO1339 filed",1480,11
LB1300,2023_2024,Unicameral,2024-04-03,"Cavanaugh, M. MO1339 failed",1479,10
LB1300,2023_2024,Unicameral,2024-04-03,"Cavanaugh, M. MO1339 pending",1479,9
LB1300,2023_2024,Unicameral,2024-04-03,"Cavanaugh, M. MO1339 pending",1469,8
LB1300,2023_2024,Unicameral,2024-04-03,"Cavanaugh, M. MO1339 Indefinitely postpone pursuant to Rule 6, Sec. 3(f) filed",1469,7
LB1300,2023_2024,Unicameral,2024-03-27,"Government, Military and Veterans Affairs AM3227 filed",1328,6
LB1300,2023_2024,Unicameral,2024-03-27,Placed on General File with AM3227,1328,5
LB1300,2023_2024,Unicameral,2024-02-15,Ballard priority bill,721,4
LB1300,2023_2024,Unicameral,2024-01-30,"Notice of hearing for February 08, 2024",553,3
LB1300,2023_2024,Unicameral,2024-01-17,"Referred to Government, Military and Veterans Affairs Committee",429,2
LB1300,2023_2024,Unicameral,2024-01-16,Date of introduction,399,1
LBA1300,2023_2024,Unicameral,2024-04-18,DeKay explanation of vote,1793,14
LBA1300,2023_2024,Unicameral,2024-04-18,"Approved by Governor on April 16, 2024",1792,13
LBA1300,2023_2024,Unicameral,2024-04-18,"Presented to Governor on  April 11, 2024",1791,12
LBA1300,2023_2024,Unicameral,2024-04-11,President/Speaker signed,1775,11
LBA1300,2023_2024,Unicameral,2024-04-11,Passed on Final Reading with Emergency Clause 46-0-3,1771,10
LBA1300,2023_2024,Unicameral,2024-04-11,Dispensing of reading at large approved,1770,9
LBA1300,2023_2024,Unicameral,2024-04-09,Placed on Final Reading,1607,8
LBA1300,2023_2024,Unicameral,2024-04-09,Advanced to Enrollment and Review for Engrossment,1584,7
LBA1300,2023_2024,Unicameral,2024-04-09,Bostar AM3393 adopted,1584,6
LBA1300,2023_2024,Unicameral,2024-04-09,Bostar AM3393 filed,1583,5
LBA1300,2023_2024,Unicameral,2024-04-09,Placed on Select File,1552,4
LBA1300,2023_2024,Unicameral,2024-04-03,Advanced to Enrollment and Review Initial,1483,3
LBA1300,2023_2024,Unicameral,2024-03-25,Placed on General File,1248,2
LBA1300,2023_2024,Unicameral,2024-03-25,Date of introduction,1248,1
LB1301,2023_2024,Unicameral,2024-04-18,"Approved by Governor on April 16, 2024",1792,46
LB1301,2023_2024,Unicameral,2024-04-11,"Presented to Governor on  April 11, 2024",1726,45
LB1301,2023_2024,Unicameral,2024-04-11,President/Speaker signed,1699,44
LB1301,2023_2024,Unicameral,2024-04-11,Passed on Final Reading 46-0-3,1686,43
LB1301,2023_2024,Unicameral,2024-04-11,Dispensing of reading at large approved,1686,42
LB1301,2023_2024,Unicameral,2024-04-09,Placed on Final Reading,1554,41
LB1301,2023_2024,Unicameral,2024-04-04,Advanced to Enrollment and Review for Engrossment,1510,40
LB1301,2023_2024,Unicameral,2024-04-04,DeKay AM3182 adopted,1510,39
LB1301,2023_2024,Unicameral,2024-04-04,DeKay FA205 withdrawn,1510,38
LB1301,2023_2024,Unicameral,2024-04-04,Enrollment and Review ER104 adopted,1510,37
LB1301,2023_2024,Unicameral,2024-04-02,DeKay AM3182 to ER104 filed,1440,36
LB1301,2023_2024,Unicameral,2024-03-26,Enrollment and Review ER104 filed,1322,35
LB1301,2023_2024,Unicameral,2024-03-26,Placed on Select File with ER104,1322,34
LB1301,2023_2024,Unicameral,2024-03-20,Advanced to Enrollment and Review Initial,1178,33
LB1301,2023_2024,Unicameral,2024-03-20,DeKay FA204 withdrawn,1178,32
LB1301,2023_2024,Unicameral,2024-03-20,DeKay FA203 withdrawn,1178,31
LB1301,2023_2024,Unicameral,2024-03-20,Agriculture AM2594 adopted,1177,30
LB1301,2023_2024,Unicameral,2024-03-20,Wayne AM3095 withdrawn,1177,29
LB1301,2023_2024,Unicameral,2024-03-20,Wayne AM3095 to AM2594 filed,1177,28
LB1301,2023_2024,Unicameral,2024-03-20,DeKay AM2919 adopted,1177,27
LB1301,2023_2024,Unicameral,2024-03-12,DeKay AM2919 to AM2594 filed,986,26
LB1301,2023_2024,Unicameral,2024-03-12,Agriculture AM2594 filed,984,25
LB1301,2023_2024,Unicameral,2024-03-12,Placed on General File with AM2594,984,24
