bill_number,session,chamber,action_date,action,journal_page,order
H3425,2023-2024,House,2023-05-10,Debate adjourned,House Journal-page 77,12
H3425,2023-2024,House,2023-05-11,"Member(s) request name added as sponsor: Hixon, M.M.Smith, Rivers",,13
H3425,2023-2024,House,2023-05-11,Amended,House Journal-page 29,14
H3425,2023-2024,House,2023-05-11,Read second time,House Journal-page 29,15
H3425,2023-2024,House,2023-05-11,Roll call Yeas-103  Nays-0 (House Journal-page 30),,16
H3425,2023-2024,House,2023-05-16,Read third time and sent to Senate,House Journal-page 26,17
H3425,2023-2024,Senate,2023-05-23,Introduced and read first time,Senate Journal-page 36,18
H3425,2023-2024,Senate,2023-05-23,Referred to Committee on Finance,Senate Journal-page 36,19
H3426,2023-2024,House,2022-12-08,Prefiled,,1
H3426,2023-2024,House,2022-12-08,Referred to Committee on Judiciary,,2
H3426,2023-2024,House,2023-01-10,Introduced and read first time,House Journal-page 165,3
H3426,2023-2024,House,2023-01-10,Referred to Committee on Judiciary,House Journal-page 165,4
H3426,2023-2024,House,2023-01-19,Member(s) request name added as sponsor: Oremus,,5
H3476,2023-2024,House,2022-12-08,Prefiled,,1
H3476,2023-2024,House,2022-12-08,Referred to Committee on Judiciary,,2
H3476,2023-2024,House,2023-01-10,Introduced and read first time,House Journal-page 181,3
H3476,2023-2024,House,2023-01-10,Referred to Committee on Judiciary,House Journal-page 181,4
H3476,2023-2024,House,2023-01-19,"Member(s) request name added as sponsor: Oremus, M.M.Smith, Davis",,5
H3476,2023-2024,House,2023-02-01,Member(s) request name added as sponsor: Landing,,6
H3476,2023-2024,,2023-01-31,Scrivener's error corrected,,7
H3477,2023-2024,House,2022-12-08,Prefiled,,1
H3477,2023-2024,House,2022-12-08,Referred to Committee on Judiciary,,2
H3477,2023-2024,House,2023-01-10,Introduced and read first time,House Journal-page 182,3
H3477,2023-2024,House,2023-01-10,Referred to Committee on Judiciary,House Journal-page 182,4
H3491,2023-2024,House,2022-12-08,Prefiled,,1
H3491,2023-2024,House,2022-12-08,Referred to Committee on Education and Public Works,,2
H3491,2023-2024,House,2023-01-10,Introduced and read first time,House Journal-page 188,3
H3491,2023-2024,House,2023-01-10,Referred to Committee on Education and Public Works,House Journal-page 188,4
H3491,2023-2024,House,2023-02-21,"Member(s) request name added as sponsor: Guffey, Sessions",,5
H4120,2023-2024,House,2023-03-09,"Introduced, read first time, placed on calendar without reference",House Journal-page 15,1
H4120,2023-2024,House,2023-03-28,"Requests for debate-Rep(s). Beach, Cromer, McCabe, AM Morgan, TA Morgan, Pope, Forrest, Ott, Hixon, Hiott, Ligon, Guffey, McCravy, Guest, McGinnis, BL Cox, MM Smith, Kirby, Hart, BJ Cox, Taylor",House Journal-page 53,2
H4120,2023-2024,House,2023-03-29,Member(s) request name added as sponsor: Long,,3
H4120,2023-2024,House,2023-03-29,Amended,House Journal-page 96,4
H4120,2023-2024,House,2023-03-29,Read second time,House Journal-page 96,5
H4120,2023-2024,House,2023-03-29,Roll call Yeas-113  Nays-0 (House Journal-page 97),,6
H4120,2023-2024,House,2023-03-30,Read third time and sent to Senate,House Journal-page 50,7
H4120,2023-2024,Senate,2023-03-30,Introduced and read first time,Senate Journal-page 10,8
H4120,2023-2024,Senate,2023-03-30,Referred to Committee on Judiciary,Senate Journal-page 10,9
H4120,2023-2024,Senate,2023-05-02,"Referred to Subcommittee: Hutto (ch), Matthews, Rice, Senn, Adams",,10
H4120,2023-2024,Senate,2023-05-10,Recalled from Committee on Judiciary,Senate Journal-page 175,11
H4120,2023-2024,Senate,2024-01-16,Read second time,Senate Journal-page 10,12
H4120,2023-2024,Senate,2024-01-16,Roll call Ayes-40  Nays-0 (Senate Journal-page 10),,13
H4120,2023-2024,Senate,2024-01-17,Read third time and enrolled,Senate Journal-page 10,14
H4120,2023-2024,,2024-01-30,Ratified R 110,,15
H4120,2023-2024,,2024-02-05,Signed By Governor,,16
H4120,2023-2024,,2024-02-09,Effective date 02/05/24,,17
H4120,2023-2024,,2024-02-09,Act No. 109,,18
H4203,2023-2024,House,2023-03-29,Introduced and adopted,House Journal-page 64,1
H4218,2023-2024,House,2023-03-29,Introduced and read first time,House Journal-page 72,1
H4218,2023-2024,House,2023-03-29,"Referred to Committee on Labor, Commerce and Industry",House Journal-page 72,2
H4218,2023-2024,House,2024-02-06,Member(s) request name added as sponsor: Sandifer,,3
H4218,2023-2024,House,2024-02-13,Member(s) request name added as sponsor: Carter,,4
H4218,2023-2024,House,2024-02-14,"Member(s) request name added as sponsor: Kirby, Jefferson, Hardee",,5
H4218,2023-2024,House,2024-02-28,"Committee report: Favorable with amendment Labor, Commerce and Industry",House Journal-page 6,6
H4218,2023-2024,,2024-03-01,Scrivener's error corrected,,7
H4218,2023-2024,House,2024-03-06,Amended,House Journal-page 30,8
H4218,2023-2024,House,2024-03-06,Read second time,House Journal-page 30,9
H4218,2023-2024,House,2024-03-06,Roll call Yeas-102  Nays-0 (House Journal-page 33),,10
H4218,2023-2024,House,2024-03-07,Read third time and sent to Senate,House Journal-page 18,11
H4218,2023-2024,Senate,2024-03-12,Introduced and read first time,Senate Journal-page 6,12
H4218,2023-2024,Senate,2024-03-12,Referred to Committee on Banking and Insurance,Senate Journal-page 6,13
H4384,2023-2024,House,2023-04-26,Introduced and adopted,House Journal-page 106,1
H4384,2023-2024,,2023-05-09,Scrivener's error corrected,,2
H4396,2023-2024,House,2023-05-02,Introduced and adopted,House Journal-page 8,1
H4397,2023-2024,House,2023-05-02,Introduced and adopted,House Journal-page 9,1
H4662,2023-2024,House,2023-12-14,Prefiled,,1
H4662,2023-2024,House,2023-12-14,Referred to Committee on Judiciary,,2
H4662,2023-2024,House,2024-01-09,Introduced and read first time,House Journal-page 116,3
H4662,2023-2024,House,2024-01-09,Referred to Committee on Judiciary,House Journal-page 116,4
H4662,2023-2024,House,2024-01-10,Member(s) request name added as sponsor: Felder,,5
H4670,2023-2024,House,2023-12-14,Prefiled,,1
H4670,2023-2024,House,2023-12-14,Referred to Committee on Judiciary,,2
H4670,2023-2024,House,2024-01-09,Introduced and read first time,House Journal-page 118,3
H4670,2023-2024,House,2024-01-09,Referred to Committee on Judiciary,House Journal-page 118,4
H4679,2023-2024,House,2023-12-14,Prefiled,,1
H4679,2023-2024,House,2023-12-14,Referred to Committee on Judiciary,,2
H4679,2023-2024,House,2024-01-09,Introduced and read first time,House Journal-page 120,3
H4679,2023-2024,House,2024-01-09,Referred to Committee on Judiciary,House Journal-page 120,4
H4853,2023-2024,House,2024-01-17,Introduced and adopted,House Journal-page 4,1
H4894,2023-2024,House,2024-01-18,Introduced and read first time,House Journal-page 13,1
H4894,2023-2024,House,2024-01-18,Referred to Committee on Judiciary,House Journal-page 13,2
H4919,2023-2024,House,2024-01-24,Introduced and adopted,House Journal-page 11,1
H5081,2023-2024,House,2024-02-13,Introduced and read first time,House Journal-page 11,1
H5081,2023-2024,House,2024-02-13,Referred to Committee on Judiciary,House Journal-page 11,2
H5081,2023-2024,House,2024-02-14,Member(s) request name added as sponsor: Gilliam,,3
H5081,2023-2024,House,2024-02-27,Member(s) request name added as sponsor: Hiott,,4
H5155,2023-2024,House,2024-02-27,Introduced and read first time,House Journal-page 47,1
H5155,2023-2024,House,2024-02-27,"Referred to Committee on Agriculture, Natural Resources and Environmental Affairs",House Journal-page 47,2
H5170,2023-2024,House,2024-02-28,Introduced and read first time,House Journal-page 20,1
H5170,2023-2024,House,2024-02-28,Referred to Committee on Judiciary,House Journal-page 20,2
H5170,2023-2024,House,2024-02-29,Member(s) request name added as sponsor: Carter,,3
H5170,2023-2024,House,2024-05-07,Member(s) request name added as sponsor: White,,4
H5304,2023-2024,House,2024-03-21,Introduced and read first time,House Journal-page 15,1
H5304,2023-2024,House,2024-03-21,Referred to Committee on Judiciary,House Journal-page 15,2
H5470,2023-2024,House,2024-04-24,Introduced and read first time,House Journal-page 10,1
H5470,2023-2024,House,2024-04-24,Referred to Committee on Judiciary,House Journal-page 10,2
H5593,2023-2024,House,2024-06-26,Introduced and adopted,,1
H3142,2023-2024,House,2022-12-08,Prefiled,,1
H3142,2023-2024,House,2022-12-08,Referred to Committee on Education and Public Works,,2
H3142,2023-2024,House,2023-01-10,Introduced and read first time,House Journal-page 75,3
H3142,2023-2024,House,2023-01-10,Referred to Committee on Education and Public Works,House Journal-page 75,4
H3142,2023-2024,House,2023-02-07,"Member(s) request name added as sponsor: Wheeler, Dillard, W.Jones",,5
H3142,2023-2024,House,2023-02-08,"Member(s) request name added as sponsor: Gilliard, King, Henegan, Williams, McDaniel, Alexander, Clyburn, Hosey, Cobb-Hunter, Jefferson, Anderson, Kirby",,6
H3142,2023-2024,House,2023-04-05,Recalled from Committee on Education and Public Works,House Journal-page 138,7
H3142,2023-2024,House,2023-04-06,Member(s) request name added as sponsor: Weeks,,8
H3142,2023-2024,House,2023-04-06,Read second time,House Journal-page 34,9
H3142,2023-2024,House,2023-04-06,Roll call Yeas-103  Nays-0 (House Journal-page 34),,10
H3142,2023-2024,House,2023-04-06,Unanimous consent for third reading on next legislative day,House Journal-page 35,11
H3142,2023-2024,House,2023-04-07,Read third time and sent to Senate,House Journal-page 2,12
H3142,2023-2024,Senate,2023-04-11,Introduced and read first time,Senate Journal-page 9,13
H3142,2023-2024,Senate,2023-04-11,Referred to Committee on Family and Veterans' Services,Senate Journal-page 9,14
H3142,2023-2024,Senate,2023-05-04,Recalled from Committee on Family and Veterans' Services,Senate Journal-page 5,15
H3142,2023-2024,Senate,2023-05-09,Read second time,Senate Journal-page 85,16
H3142,2023-2024,Senate,2023-05-09,Roll call Ayes-44  Nays-0 (Senate Journal-page 85),,17
H3142,2023-2024,Senate,2023-05-10,Read third time and enrolled,Senate Journal-page 25,18
H3142,2023-2024,,2023-05-11,Ratified R 42,,19
H3142,2023-2024,,2023-05-16,Signed By Governor,,20
H3142,2023-2024,,2023-05-25,Effective date 05/16/23,,21
H3142,2023-2024,,2023-05-25,Act No. 34,,22
H3516,2023-2024,House,2022-12-15,Prefiled,,1
H3516,2023-2024,House,2022-12-15,"Referred to Committee on Medical, Military, Public and Municipal Affairs",,2
H3516,2023-2024,House,2023-01-10,Introduced and read first time,House Journal-page 195,3
H3516,2023-2024,House,2023-01-10,"Referred to Committee on Medical, Military, Public and Municipal Affairs",House Journal-page 195,4
H3516,2023-2024,House,2023-02-08,"Member(s) request name added as sponsor: Gilliard, Williams, Henegan, Hosey, Cobb-Hunter, Jefferson, Anderson, Kirby",,5
H3542,2023-2024,House,2022-12-15,Prefiled,,1
H3542,2023-2024,House,2022-12-15,Referred to Committee on Invitations and Memorial Resolutions,,2
H3542,2023-2024,House,2023-01-10,Introduced,House Journal-page 36,3
H3542,2023-2024,House,2023-01-10,Referred to Committee on Invitations and Memorial Resolutions,House Journal-page 36,4
H3577,2023-2024,House,2022-12-15,Prefiled,,1
H3577,2023-2024,House,2022-12-15,"Referred to Committee on Labor, Commerce and Industry",,2
H3577,2023-2024,House,2023-01-10,Introduced and read first time,House Journal-page 217,3
H3577,2023-2024,House,2023-01-10,"Referred to Committee on Labor, Commerce and Industry",House Journal-page 217,4
H3577,2023-2024,House,2023-02-07,Member(s) request name added as sponsor: Wheeler,,5
H3577,2023-2024,House,2023-02-08,"Member(s) request name added as sponsor: Gilliard, King, McDaniel, Henegan, Williams, Alexander, Hosey, Cobb-Hunter, Jefferson, Anderson, Kirby",,6
H3590,2023-2024,House,2022-12-15,Prefiled,,1
H3590,2023-2024,House,2022-12-15,Referred to Committee on Judiciary,,2
H3590,2023-2024,House,2023-01-10,Introduced and read first time,House Journal-page 221,3
H3590,2023-2024,House,2023-01-10,Referred to Committee on Judiciary,House Journal-page 221,4
H3590,2023-2024,House,2023-02-07,"Member(s) request name added as sponsor: Wheeler, Dillard, W.Jones",,5
H3590,2023-2024,House,2023-02-08,"Member(s) request name added as sponsor: King, Gilliard, McDaniel, Henegan, Williams, Hosey, Cobb-Hunter, Jefferson, Anderson, Kirby",,6
H3644,2023-2024,House,2023-01-12,Introduced and adopted,House Journal-page 314,1
H3860,2023-2024,House,2023-02-02,Introduced and adopted,House Journal-page 3,1
H3893,2023-2024,House,2023-02-07,Introduced and adopted,House Journal-page 14,1
H3893,2023-2024,,2023-02-07,Scrivener's error corrected,,2
H4242,2023-2024,House,2023-04-04,Introduced and adopted,House Journal-page 4,1
H4242,2023-2024,,2023-04-12,Scrivener's error corrected,,2
H4292,2023-2024,House,2023-04-06,Introduced and read first time,House Journal-page 9,1
H4292,2023-2024,House,2023-04-06,"Referred to Committee on Agriculture, Natural Resources and Environmental Affairs",House Journal-page 9,2
H4292,2023-2024,House,2024-02-06,Member(s) request name added as sponsor: Garvin,,3
H4328,2023-2024,House,2023-04-18,Introduced and adopted,House Journal-page 142,1
H4709,2023-2024,House,2023-12-14,Prefiled,,1
H4709,2023-2024,House,2023-12-14,Referred to Committee on Education and Public Works,,2
H4709,2023-2024,House,2024-01-09,Introduced and read first time,House Journal-page 130,3
H4709,2023-2024,House,2024-01-09,Referred to Committee on Education and Public Works,House Journal-page 130,4
H4709,2023-2024,House,2024-01-23,"Member(s) request name added as sponsor: McDaniel, Gilliard, Bernstein, Landing, Bustos, Hartnett, King, Herbkersman, Erickson, Bradley, Ballentine",,5
H4709,2023-2024,House,2024-01-24,Member(s) request name added as sponsor: Pedalino,,6
H4709,2023-2024,House,2024-02-27,"Member(s) request name added as sponsor: McGinnis, Schuessler",,7
H4709,2023-2024,House,2024-02-28,Committee report: Favorable Education and Public Works,House Journal-page 9,8
H4709,2023-2024,House,2024-02-29,Member(s) request name added as sponsor: Hart,,9
H4709,2023-2024,House,2024-02-29,Read second time,House Journal-page 25,10
H4709,2023-2024,House,2024-02-29,Roll call Yeas-107  Nays-1 (House Journal-page 26),,11
H4709,2023-2024,House,2024-02-29,Unanimous consent for third reading on next legislative day,House Journal-page 27,12
H4709,2023-2024,Senate,2024-03-05,Introduced and read first time,Senate Journal-page 8,13
H4709,2023-2024,Senate,2024-03-05,Referred to Committee on Education,Senate Journal-page 8,14
H4769,2023-2024,House,2024-01-10,Introduced and adopted,House Journal-page 9,1
H4770,2023-2024,House,2024-01-10,Introduced and adopted,House Journal-page 10,1
H4806,2023-2024,House,2024-01-10,Introduced,House Journal-page 32,1
H4806,2023-2024,House,2024-01-10,Referred to Committee on Invitations and Memorial Resolutions,House Journal-page 32,2
H4806,2023-2024,House,2024-01-25,Committee report: Favorable Invitations and Memorial Resolutions,House Journal-page 42,3
H4806,2023-2024,House,2024-01-30,"Adopted, sent to Senate",House Journal-page 40,4
H4806,2023-2024,Senate,2024-01-31,Introduced,Senate Journal-page 6,5
H4806,2023-2024,Senate,2024-01-31,Referred to Committee on Transportation,Senate Journal-page 6,6
H4806,2023-2024,,2024-05-06,Scrivener's error corrected,,7
H4806,2023-2024,Senate,2024-05-07,Recalled from Committee on Transportation,Senate Journal-page 6,8
H4806,2023-2024,Senate,2024-05-08,"Adopted, returned to House with concurrence",Senate Journal-page 166,9
H4883,2023-2024,House,2024-01-18,Introduced and adopted,House Journal-page 5,1
H5512,2023-2024,House,2024-05-07,Introduced and adopted,House Journal-page 2,1
H3897,2023-2024,House,2023-02-08,Introduced and adopted,House Journal-page 3,1
H4395,2023-2024,House,2023-05-02,Introduced and adopted,House Journal-page 8,1
H4620,2023-2024,House,2023-11-16,Prefiled,,1
H4620,2023-2024,House,2023-11-16,Referred to Committee on Judiciary,,2
H4620,2023-2024,House,2024-01-09,Introduced and read first time,House Journal-page 101,3
H4620,2023-2024,House,2024-01-09,Referred to Committee on Judiciary,House Journal-page 101,4
H4620,2023-2024,House,2024-01-10,Member(s) request name added as sponsor: Felder,,5
H4621,2023-2024,House,2023-11-16,Prefiled,,1
H4621,2023-2024,House,2023-11-16,Referred to Committee on Judiciary,,2
H4621,2023-2024,House,2024-01-09,Introduced and read first time,House Journal-page 101,3
H4621,2023-2024,House,2024-01-09,Referred to Committee on Judiciary,House Journal-page 101,4
H5152,2023-2024,House,2024-02-27,Introduced and read first time,House Journal-page 29,1
H5152,2023-2024,House,2024-02-27,Referred to Committee on Judiciary,House Journal-page 29,2
H5397,2023-2024,House,2024-04-16,Introduced and adopted,House Journal-page 5,1
H5433,2023-2024,House,2024-04-18,Introduced and adopted,House Journal-page 34,1
H3143,2023-2024,House,2022-12-08,Prefiled,,1
H3143,2023-2024,House,2022-12-08,Referred to Committee on Ways and Means,,2
H3143,2023-2024,House,2023-01-10,Introduced and read first time,House Journal-page 75,3
H3143,2023-2024,House,2023-01-10,Referred to Committee on Ways and Means,House Journal-page 75,4
H3327,2023-2024,House,2022-12-08,Prefiled,,1
H3327,2023-2024,House,2022-12-08,Referred to Committee on Judiciary,,2
H3327,2023-2024,House,2023-01-10,Introduced and read first time,House Journal-page 135,3
H3327,2023-2024,House,2023-01-10,Referred to Committee on Judiciary,House Journal-page 135,4
H3678,2023-2024,House,2023-01-12,Introduced,House Journal-page 333,1
H3678,2023-2024,House,2023-01-12,Referred to Committee on Invitations and Memorial Resolutions,House Journal-page 333,2
H3678,2023-2024,House,2023-03-01,Committee report: Favorable Invitations and Memorial Resolutions,House Journal-page 3,3
H3678,2023-2024,House,2023-03-02,"Adopted, sent to Senate",House Journal-page 33,4
H3678,2023-2024,Senate,2023-03-02,Introduced,Senate Journal-page 11,5
H3678,2023-2024,Senate,2023-03-02,Referred to Committee on Transportation,Senate Journal-page 11,6
H3678,2023-2024,Senate,2023-03-28,Recalled from Committee on Transportation,Senate Journal-page 4,7
H3678,2023-2024,Senate,2023-03-29,"Adopted, returned to House with concurrence",Senate Journal-page 55,8
H3890,2023-2024,House,2023-02-07,Introduced and read first time,House Journal-page 21,1
H3890,2023-2024,House,2023-02-07,Referred to Committee on Judiciary,House Journal-page 21,2
H3890,2023-2024,House,2023-02-23,"Member(s) request name added as sponsor: Murphy, Brewer, Mitchell, Robbins, Schuessler, Guest",,3
H3890,2023-2024,House,2023-03-01,Committee report: Favorable Judiciary,House Journal-page 38,4
H3890,2023-2024,House,2023-03-02,Member(s) request name added as sponsor: King,,5
H3890,2023-2024,House,2023-03-08,Member(s) request name added as sponsor: B.Newton,,6
H3890,2023-2024,House,2023-03-08,Read second time,House Journal-page 21,7
H3890,2023-2024,House,2023-03-08,Roll call Yeas-112  Nays-0 (House Journal-page 21),,8
H3890,2023-2024,House,2023-03-09,Read third time and sent to Senate,House Journal-page 23,9
H3890,2023-2024,Senate,2023-03-09,Introduced and read first time,Senate Journal-page 5,10
H3890,2023-2024,Senate,2023-03-09,Referred to Committee on Judiciary,Senate Journal-page 5,11
H3890,2023-2024,Senate,2023-03-30,"Referred to Subcommittee: Malloy (ch), Sabb, Adams, Garrett, Gustafson",,12
H3890,2023-2024,Senate,2023-04-26,Committee report: Favorable with amendment Judiciary,Senate Journal-page 8,13
H3890,2023-2024,,2023-04-27,Scrivener's error corrected,,14
H3890,2023-2024,Senate,2023-05-09,Committee Amendment Adopted,Senate Journal-page 66,15
H3890,2023-2024,Senate,2023-05-09,Amended,Senate Journal-page 66,16
H3890,2023-2024,Senate,2023-05-09,Read second time,Senate Journal-page 66,17
H3890,2023-2024,Senate,2023-05-09,Roll call Ayes-41  Nays-2 (Senate Journal-page 66),,18
H3890,2023-2024,Senate,2023-05-10,Read third time and returned to House with amendments,Senate Journal-page 14,19
H3890,2023-2024,,2023-05-11,Scrivener's error corrected,,20
H3890,2023-2024,House,2023-05-16,Concurred in Senate amendment and enrolled,House Journal-page 27,21
H3890,2023-2024,House,2023-05-16,Roll call Yeas-101  Nays-0 (House Journal-page 27),,22
H3890,2023-2024,,2023-05-17,Ratified R 85,,23
H3890,2023-2024,,2023-05-22,Vetoed by Governor,,24
H3890,2023-2024,House,2023-06-07,Veto overridden Yeas-94  Nays-4 (House Journal-page 33),,25
H3890,2023-2024,Senate,2023-06-14,Veto overridden Ayes-34  Nays-2 (Senate Journal-page 22),,26
H3890,2023-2024,,2023-06-26,Effective date 06/14/23,,27
H3890,2023-2024,,2023-06-26,Act No. 73,,28
H4201,2023-2024,House,2023-03-29,Introduced and adopted,House Journal-page 62,1
H4248,2023-2024,House,2023-04-04,Introduced and read first time,House Journal-page 9,1
H4248,2023-2024,House,2023-04-04,Referred to Committee on Judiciary,House Journal-page 9,2
H4248,2023-2024,House,2024-03-20,Member(s) request name added as sponsor: Robbins,,3
H4248,2023-2024,House,2024-03-20,Committee report: Favorable with amendment Judiciary,House Journal-page 11,4
H4248,2023-2024,House,2024-03-26,"Debate adjourned until Tues., 4-9-24",House Journal-page 31,5
H4248,2023-2024,House,2024-04-09,"Requests for debate-Rep(s). W. Newton, Hiott, Pope, Felder, Carter, Nutt, Guest, Brittain, Schuessler, BL Cox, Thayer, Whitmire, Sandifer, Gilliam, Hager",House Journal-page 40,6
H4248,2023-2024,House,2024-04-09,Amended,House Journal-page 76,7
H4248,2023-2024,House,2024-04-09,Read second time,House Journal-page 76,8
H4248,2023-2024,House,2024-04-09,Roll call Yeas-80  Nays-23 (House Journal-page 78),,9
H4248,2023-2024,House,2024-04-10,Read third time and sent to Senate,House Journal-page 19,10
H4248,2023-2024,Senate,2024-04-10,Introduced and read first time,Senate Journal-page 3,11
H4248,2023-2024,Senate,2024-04-10,Referred to Committee on Judiciary,Senate Journal-page 3,12
H4248,2023-2024,Senate,2024-04-23,"Referred to Subcommittee: Hutto (ch), Adams, Garrett, Gustafson, Tedder",,13
H4248,2023-2024,Senate,2024-05-01,Committee report: Favorable Judiciary,Senate Journal-page 11,14
H4248,2023-2024,Senate,2024-05-08,Amended,Senate Journal-page 123,15
H4248,2023-2024,Senate,2024-05-08,Read second time,Senate Journal-page 123,16
H4248,2023-2024,Senate,2024-05-08,Roll call Ayes-32  Nays-12 (Senate Journal-page 123),,17
H4248,2023-2024,Senate,2024-05-09,Read third time and returned to House with amendments,Senate Journal-page 123,18
H4248,2023-2024,House,2024-05-09,Senate amendment amended,House Journal-page 102,19
H4248,2023-2024,House,2024-05-09,Roll call Yeas-104  Nays-0 (House Journal-page 103),,20
H4248,2023-2024,House,2024-05-09,Returned to Senate with amendments,House Journal-page 102,21
H4248,2023-2024,Senate,2024-05-09,Concurred in House amendment and enrolled,Senate Journal-page 123,22
H4248,2023-2024,,2024-05-15,Ratified R 212,,23
H4248,2023-2024,,2024-05-21,Vetoed by Governor,,24
H4248,2023-2024,House,2024-06-26,Veto overridden by originating body Yeas-98  Nays-11,,25
H4248,2023-2024,Senate,2024-06-26,Veto overridden Ayes-33  Nays-5 (Senate Journal-page 17),,26
H4248,2023-2024,,2024-07-01,Effective date 06/26/24,,27
H4248,2023-2024,,2024-07-17,Act No. 211,,28
H4264,2023-2024,House,2023-04-05,Introduced and adopted,House Journal-page 87,1
H4264,2023-2024,,2024-05-09,Scrivener's error corrected,,2
H4604,2023-2024,House,2023-11-16,Prefiled,,1
H4604,2023-2024,House,2023-11-16,Referred to Committee on Judiciary,,2
H4604,2023-2024,House,2024-01-09,Introduced and read first time,House Journal-page 96,3
H4604,2023-2024,House,2024-01-09,Referred to Committee on Judiciary,House Journal-page 96,4
H4850,2023-2024,House,2024-01-17,Introduced and adopted,House Journal-page 3,1
H4864,2023-2024,House,2024-01-17,Introduced and read first time,House Journal-page 13,1
H4864,2023-2024,House,2024-01-17,Referred to Committee on Education and Public Works,House Journal-page 13,2
H4865,2023-2024,House,2024-01-17,Introduced and read first time,House Journal-page 13,1
H4865,2023-2024,House,2024-01-17,"Referred to Committee on Labor, Commerce and Industry",House Journal-page 13,2
H4865,2023-2024,House,2024-01-18,Member(s) request name added as sponsor: Carter,,3
H4995,2023-2024,House,2024-01-31,Introduced and read first time,House Journal-page 12,1
H4995,2023-2024,House,2024-01-31,Referred to Committee on Judiciary,House Journal-page 12,2
H5047,2023-2024,House,2024-02-07,Introduced and adopted,House Journal-page 3,1
H5223,2023-2024,House,2024-03-06,Introduced and adopted,House Journal-page 19,1
H5263,2023-2024,House,2024-03-13,Introduced and read first time,House Journal-page 8,1
H5263,2023-2024,House,2024-03-13,Referred to Committee on Judiciary,House Journal-page 8,2
H5321,2023-2024,House,2024-03-26,Introduced and adopted,House Journal-page 4,1
H5321,2023-2024,,2024-04-16,Scrivener's error corrected,,2
H5453,2023-2024,House,2024-04-23,"Introduced, adopted, sent to Senate",House Journal-page 15,1
H5453,2023-2024,Senate,2024-04-24,Introduced,Senate Journal-page 6,2
H5453,2023-2024,Senate,2024-04-24,Referred to Committee on Education,Senate Journal-page 6,3
H5453,2023-2024,Senate,2024-05-08,Recalled from Committee on Education,Senate Journal-page 5,4
H5453,2023-2024,Senate,2024-05-08,"Adopted, returned to House with concurrence",Senate Journal-page 5,5
H5533,2023-2024,House,2024-05-07,Introduced and adopted,House Journal-page 126,1
H3036,2023-2024,House,2022-12-08,Prefiled,,1
H3036,2023-2024,House,2022-12-08,Referred to Committee on Judiciary,,2
H3036,2023-2024,House,2023-01-10,Introduced and read first time,House Journal-page 47,3
H3036,2023-2024,House,2023-01-10,Referred to Committee on Judiciary,House Journal-page 47,4
H3037,2023-2024,House,2022-12-08,Prefiled,,1
H3037,2023-2024,House,2022-12-08,Referred to Committee on Judiciary,,2
H3037,2023-2024,House,2023-01-10,Introduced and read first time,House Journal-page 47,3
H3037,2023-2024,House,2023-01-10,Referred to Committee on Judiciary,House Journal-page 47,4
H3038,2023-2024,House,2022-12-08,Prefiled,,1
H3038,2023-2024,House,2022-12-08,Referred to Committee on Judiciary,,2
H3038,2023-2024,House,2023-01-10,Introduced and read first time,House Journal-page 47,3
H3038,2023-2024,House,2023-01-10,Referred to Committee on Judiciary,House Journal-page 47,4
H3038,2023-2024,House,2023-01-31,Member(s) request name added as sponsor: Gilliam,,5
H3039,2023-2024,House,2022-12-08,Prefiled,,1
H3039,2023-2024,House,2022-12-08,Referred to Committee on Judiciary,,2
H3039,2023-2024,House,2023-01-10,Introduced and read first time,House Journal-page 47,3
H3039,2023-2024,House,2023-01-10,Referred to Committee on Judiciary,House Journal-page 47,4
H3040,2023-2024,House,2022-12-08,Prefiled,,1
H3040,2023-2024,House,2022-12-08,Referred to Committee on Judiciary,,2
H3040,2023-2024,House,2023-01-10,Introduced and read first time,House Journal-page 48,3
H3040,2023-2024,House,2023-01-10,Referred to Committee on Judiciary,House Journal-page 48,4
H3041,2023-2024,House,2022-12-08,Prefiled,,1
H3041,2023-2024,House,2022-12-08,Referred to Committee on Judiciary,,2
H3041,2023-2024,House,2023-01-10,Introduced and read first time,House Journal-page 48,3
H3041,2023-2024,House,2023-01-10,Referred to Committee on Judiciary,House Journal-page 48,4
H3041,2023-2024,House,2023-02-22,Member(s) request name added as sponsor: Cromer,,5
H3042,2023-2024,House,2022-12-08,Prefiled,,1
H3042,2023-2024,House,2022-12-08,Referred to Committee on Judiciary,,2
H3042,2023-2024,House,2023-01-10,Introduced and read first time,,3
H3042,2023-2024,House,2023-01-10,Referred to Committee on Judiciary,,4
H3043,2023-2024,House,2022-12-08,Prefiled,,1
H3043,2023-2024,House,2022-12-08,Referred to Committee on Judiciary,,2
H3043,2023-2024,House,2023-01-10,Introduced and read first time,House Journal-page 49,3
H3043,2023-2024,House,2023-01-10,Referred to Committee on Judiciary,House Journal-page 49,4
H3044,2023-2024,House,2022-12-08,Prefiled,,1
H3044,2023-2024,House,2022-12-08,Referred to Committee on Judiciary,,2
H3044,2023-2024,House,2023-01-10,Introduced and read first time,House Journal-page 49,3
H3044,2023-2024,House,2023-01-10,Referred to Committee on Judiciary,House Journal-page 49,4
H3045,2023-2024,House,2022-12-08,Prefiled,,1
H3045,2023-2024,House,2022-12-08,Referred to Committee on Judiciary,,2
H3045,2023-2024,House,2023-01-10,Introduced and read first time,House Journal-page 49,3
