bill_number,session,chamber,action_date,action,journal_page,order
S0361,2023-2024,House,2023-03-07,"Requests for debate-Rep(s). Ott, McDaniel, Thigpen, Rivers, Alexander, Bernstein, Bauer, JA Moore, Tedder, Pendarvis, Jefferson, JL Johnson, May, AM Morgan, Wheeler, Weeks, Anderson, Hosey, Erickson, Hixon, Blackwell, Magnuson, Williams",House Journal-page 29,10
S0361,2023-2024,House,2023-03-08,Read second time,House Journal-page 68,11
S0361,2023-2024,House,2023-03-08,Roll call Yeas-107  Nays-0 (House Journal-page 69),,12
S0361,2023-2024,House,2023-03-09,Read third time and enrolled,House Journal-page 37,13
S0361,2023-2024,,2023-03-15,Ratified R 4,,14
S0361,2023-2024,,2023-03-20,Signed By Governor,,15
S0361,2023-2024,,2023-03-22,Effective date 03/20/23,,16
S0361,2023-2024,,2023-03-22,Act No. 2,,17
S0362,2023-2024,Senate,2023-01-10,Introduced and read first time,Senate Journal-page 206,1
S0362,2023-2024,Senate,2023-01-10,Referred to Committee on Finance,Senate Journal-page 206,2
S0375,2023-2024,Senate,2023-01-12,Introduced and read first time,Senate Journal-page 3,1
S0375,2023-2024,Senate,2023-01-12,Referred to Committee on Transportation,Senate Journal-page 3,2
S0375,2023-2024,Senate,2023-01-19,Committee report: Favorable Transportation,Senate Journal-page 8,3
S0375,2023-2024,,2023-01-20,Scrivener's error corrected,,4
S0375,2023-2024,Senate,2023-02-07,Amended,Senate Journal-page 8,5
S0375,2023-2024,Senate,2023-02-23,Read second time,Senate Journal-page 8,6
S0375,2023-2024,Senate,2023-02-23,Roll call Ayes-41  Nays-0 (Senate Journal-page 8),,7
S0375,2023-2024,Senate,2023-02-28,Read third time and sent to House,Senate Journal-page 11,8
S0375,2023-2024,House,2023-03-01,Introduced and read first time,House Journal-page 48,9
S0375,2023-2024,House,2023-03-01,Referred to Committee on Judiciary,House Journal-page 48,10
S0419,2023-2024,Senate,2023-01-19,Introduced and read first time,Senate Journal-page 3,1
S0419,2023-2024,Senate,2023-01-19,Referred to Committee on Judiciary,Senate Journal-page 3,2
S0459,2023-2024,Senate,2023-01-26,Introduced and read first time,Senate Journal-page 3,1
S0459,2023-2024,Senate,2023-01-26,Referred to Committee on Transportation,Senate Journal-page 3,2
S0459,2023-2024,,2023-02-10,Scrivener's error corrected,,3
S0459,2023-2024,Senate,2023-03-02,Committee report: Favorable with amendment Transportation,Senate Journal-page 15,4
S0459,2023-2024,,2023-03-03,Scrivener's error corrected,,5
S0459,2023-2024,Senate,2023-03-14,Committee Amendment Adopted,Senate Journal-page 23,6
S0459,2023-2024,Senate,2023-03-14,Read second time,Senate Journal-page 23,7
S0459,2023-2024,Senate,2023-03-14,Roll call Ayes-28  Nays-12 (Senate Journal-page 23),,8
S0459,2023-2024,Senate,2023-03-22,Read third time and sent to House,Senate Journal-page 11,9
S0459,2023-2024,House,2023-03-28,Introduced and read first time,House Journal-page 37,10
S0459,2023-2024,House,2023-03-28,Referred to Committee on Judiciary,House Journal-page 37,11
S0459,2023-2024,House,2023-05-03,Committee report: Favorable Judiciary,House Journal-page 89,12
S0459,2023-2024,House,2023-05-09,Debate adjourned,House Journal-page 23,13
S0459,2023-2024,House,2023-05-10,"Requests for debate-Rep(s). McCravy, Magnuson, Haddon, Harris, Moss, Cromer, Oremus, Nutt, Hiott, Elliott, Chumley, Long, Burns, Leber, White, Gilliam",House Journal-page 25,14
S0459,2023-2024,House,2023-05-10,Read second time,House Journal-page 133,15
S0459,2023-2024,House,2023-05-10,Roll call Yeas-80  Nays-31 (House Journal-page 133),,16
S0459,2023-2024,House,2023-05-11,Read third time and enrolled,House Journal-page 55,17
S0459,2023-2024,,2023-05-17,Ratified R 71,,18
S0459,2023-2024,,2023-05-19,Signed By Governor,,19
S0459,2023-2024,,2023-05-26,Effective date 05/19/23,,20
S0459,2023-2024,,2023-05-26,Act No. 61,,21
S0474,2023-2024,Senate,2023-02-01,Introduced and read first time,Senate Journal-page 3,1
S0474,2023-2024,Senate,2023-02-01,Referred to Committee on Medical Affairs,Senate Journal-page 3,2
S0474,2023-2024,,2023-02-02,Scrivener's error corrected,,3
S0474,2023-2024,Senate,2023-02-03,Polled out of committee Medical Affairs,Senate Journal-page 1,4
S0474,2023-2024,Senate,2023-02-03,Committee report: Favorable Medical Affairs,Senate Journal-page 1,5
S0474,2023-2024,,2023-02-07,Scrivener's error corrected,,6
S0474,2023-2024,Senate,2023-02-07,Debate interrupted,Senate Journal-page 19,7
S0474,2023-2024,Senate,2023-02-08,Amended,Senate Journal-page 53,8
S0474,2023-2024,Senate,2023-02-08,Read second time,Senate Journal-page 53,9
S0474,2023-2024,Senate,2023-02-09,Amended,Senate Journal-page 25,10
S0474,2023-2024,Senate,2023-02-09,Read third time and sent to House,Senate Journal-page 26,11
S0474,2023-2024,Senate,2023-02-09,Roll call Ayes-28  Nays-12 (Senate Journal-page 25),,12
S0474,2023-2024,,2023-02-13,Scrivener's error corrected,,13
S0474,2023-2024,House,2023-02-14,Introduced and read first time,House Journal-page 11,14
S0474,2023-2024,House,2023-02-14,Referred to Committee on Judiciary,House Journal-page 11,15
S0474,2023-2024,House,2023-05-10,Committee report: Favorable with amendment Judiciary,House Journal-page 43,16
S0474,2023-2024,House,2023-05-11,"Requests for debate-Rep(s). Hiott, Magnuson, McCravy, Pope, Felder, O'Neal, Ligon, T Moore, Nutt, Hayes, Guest, Erickson, Jordan, JE Johnson, W Newton, Atkins, BL Cox, Pace, Davis, MM Smith, Lawson, Harris, B Newton, Neese, Carter, Hixon, Oremus, Williams, Henegan, Gagnon, Chapman, West Thayer, Forrest, Cobb-Hunter, Henderson-Myers, King, McDaniel, JA Moore, Bauer, Tedder, Rivers, Kirby, Thigpen, Hosey, Clyburn, Anderson, Hewitt, Robbins, Bernstein, Jefferson, JL Johnson White, S Jones, Gilliam, Murphy, Brewer, Whitmire, Sandifer, Mitchell, Yow, Hager, May, Kilmartin, Long, Trantham, AM Morgan, Dilliard, W Jones, Wetmore, Caskey, Wooten, Weeks, Taylor",House Journal-page 33,17
S0474,2023-2024,House,2023-05-16,Amended,House Journal-page 34,18
S0474,2023-2024,House,2023-05-16,Read second time,House Journal-page 301,19
S0474,2023-2024,House,2023-05-16,Roll call Yeas-82  Nays-33 (House Journal-page 301),,20
S0474,2023-2024,House,2023-05-17,Read third time and returned to Senate with amendments,House Journal-page 14,21
S0474,2023-2024,House,2023-05-17,Roll call Yeas-82  Nays-32 (House Journal-page 14),,22
S0474,2023-2024,,2023-05-18,Scrivener's error corrected,,23
S0474,2023-2024,,2023-05-23,Scrivener's error corrected,,24
S0474,2023-2024,Senate,2023-05-23,Concurred in House amendment and enrolled,Senate Journal-page 61,25
S0474,2023-2024,Senate,2023-05-23,Roll call Ayes-27  Nays-19 (Senate Journal-page 61),,26
S0474,2023-2024,,2023-05-24,Ratified R 88,,27
S0474,2023-2024,,2023-05-25,Signed By Governor,,28
S0474,2023-2024,,2023-05-25,Effective date 05/25/23,,29
S0474,2023-2024,,2023-05-25,Act No. 70,,30
S0537,2023-2024,Senate,2023-02-15,Introduced and read first time,Senate Journal-page 3,1
S0537,2023-2024,Senate,2023-02-15,Referred to Committee on Banking and Insurance,Senate Journal-page 3,2
S0537,2023-2024,,2023-02-16,Scrivener's error corrected,,3
S0549,2023-2024,Senate,2023-02-21,Introduced and read first time,Senate Journal-page 3,1
S0549,2023-2024,Senate,2023-02-21,Referred to Committee on Transportation,Senate Journal-page 3,2
S0549,2023-2024,,2023-03-02,Scrivener's error corrected,,3
S0549,2023-2024,Senate,2023-03-09,Committee report: Favorable with amendment Transportation,Senate Journal-page 5,4
S0549,2023-2024,,2023-03-13,Scrivener's error corrected,,5
S0549,2023-2024,Senate,2023-03-29,Committee Amendment Adopted,Senate Journal-page 30,6
S0549,2023-2024,Senate,2023-03-29,Amended,Senate Journal-page 30,7
S0549,2023-2024,Senate,2023-03-29,Read second time,Senate Journal-page 30,8
S0549,2023-2024,Senate,2023-03-30,Read third time and sent to House,Senate Journal-page 21,9
S0549,2023-2024,Senate,2023-03-30,Roll call Ayes-42  Nays-0 (Senate Journal-page 21),,10
S0549,2023-2024,,2023-03-30,Scrivener's error corrected,,11
S0549,2023-2024,House,2023-04-04,Introduced and read first time,House Journal-page 11,12
S0549,2023-2024,House,2023-04-04,Referred to Committee on Education and Public Works,House Journal-page 11,13
S0549,2023-2024,House,2023-05-02,Committee report: Favorable with amendment Education and Public Works,House Journal-page 60,14
S0549,2023-2024,,2023-05-03,Scrivener's error corrected,,15
S0549,2023-2024,House,2023-05-03,Debate adjourned,House Journal-page 73,16
S0549,2023-2024,House,2023-05-04,Amended,House Journal-page 57,17
S0549,2023-2024,House,2023-05-04,Read second time,House Journal-page 57,18
S0549,2023-2024,House,2023-05-04,Roll call Yeas-109  Nays-0 (House Journal-page 66),,19
S0549,2023-2024,House,2023-05-04,Unanimous consent for third reading on next legislative day,House Journal-page 68,20
S0549,2023-2024,House,2023-05-05,Read third time and returned to Senate with amendments,House Journal-page 2,21
S0549,2023-2024,Senate,2023-05-10,Concurred in House amendment and enrolled,Senate Journal-page 103,22
S0549,2023-2024,Senate,2023-05-10,Roll call Ayes-45  Nays-0 (Senate Journal-page 103),,23
S0549,2023-2024,,2023-05-16,Scrivener's error corrected,,24
S0549,2023-2024,,2023-05-17,Ratified R 72,,25
S0549,2023-2024,,2023-05-18,Signed By Governor,,26
S0549,2023-2024,,2023-05-30,Effective date See Act for Effective Date,,27
S0549,2023-2024,,2023-05-30,Act No. 51,,28
S0645,2023-2024,Senate,2023-03-16,Introduced and read first time,Senate Journal-page 5,1
S0645,2023-2024,Senate,2023-03-16,Referred to Committee on Finance,Senate Journal-page 5,2
S0648,2023-2024,Senate,2023-03-16,Introduced,Senate Journal-page 6,1
S0648,2023-2024,Senate,2023-03-16,Referred to Committee on Transportation,Senate Journal-page 6,2
S0648,2023-2024,Senate,2023-03-23,Recalled from Committee on Transportation,Senate Journal-page 6,3
S0648,2023-2024,,2023-03-24,Scrivener's error corrected,,4
S0648,2023-2024,Senate,2023-03-28,"Adopted, sent to House",Senate Journal-page 94,5
S0648,2023-2024,House,2023-03-29,Introduced,House Journal-page 68,6
S0648,2023-2024,House,2023-03-29,Referred to Committee on Invitations and Memorial Resolutions,House Journal-page 68,7
S0648,2023-2024,House,2023-04-05,Committee report: Favorable Invitations and Memorial Resolutions,House Journal-page 124,8
S0648,2023-2024,House,2023-04-06,"Adopted, returned to Senate with concurrence",House Journal-page 44,9
S0684,2023-2024,Senate,2023-03-28,Introduced and read first time,Senate Journal-page 6,1
S0684,2023-2024,Senate,2023-03-28,Referred to Committee on Judiciary,Senate Journal-page 6,2
S0750,2023-2024,Senate,2023-04-25,"Introduced, adopted, sent to House",Senate Journal-page 6,1
S0750,2023-2024,House,2023-04-26,"Introduced, adopted, returned with concurrence",House Journal-page 13,2
S0761,2023-2024,Senate,2023-05-02,Introduced,Senate Journal-page 8,1
S0761,2023-2024,Senate,2023-05-02,Referred to Committee on Transportation,Senate Journal-page 8,2
S0761,2023-2024,Senate,2023-05-02,Recalled from Committee on Transportation,Senate Journal-page 5,3
S0761,2023-2024,,2023-05-03,Scrivener's error corrected,,4
S0761,2023-2024,Senate,2023-05-03,"Adopted, sent to House",Senate Journal-page 176,5
S0761,2023-2024,House,2023-05-04,Introduced,House Journal-page 13,6
S0761,2023-2024,House,2023-05-04,Referred to Committee on Invitations and Memorial Resolutions,House Journal-page 13,7
S0761,2023-2024,House,2023-05-09,Committee report: Favorable Invitations and Memorial Resolutions,House Journal-page 121,8
S0761,2023-2024,House,2023-05-10,"Adopted, returned to Senate with concurrence",House Journal-page 37,9
S0894,2023-2024,Senate,2024-01-09,"Introduced, adopted, sent to House",,1
S0894,2023-2024,Senate,2024-01-09,"Introduced, adopted, sent to House",Senate Journal-page 75,2
S0894,2023-2024,House,2024-01-10,"Introduced, adopted, returned with concurrence",House Journal-page 33,3
S0917,2023-2024,Senate,2024-01-09,Introduced,Senate Journal-page 89,1
S0917,2023-2024,Senate,2024-01-09,Referred to Committee on Medical Affairs,Senate Journal-page 89,2
S0948,2023-2024,Senate,2024-01-10,Introduced,Senate Journal-page 6,1
S0948,2023-2024,Senate,2024-01-10,Referred to Committee on Judiciary,Senate Journal-page 6,2
S0948,2023-2024,Senate,2024-01-10,Recalled from Committee on Judiciary,Senate Journal-page 3,3
S0948,2023-2024,Senate,2024-01-11,"Adopted, sent to House",Senate Journal-page 16,4
S0948,2023-2024,House,2024-01-16,"Introduced, adopted, returned with concurrence",House Journal-page 9,5
S0966,2023-2024,Senate,2024-01-17,Introduced and read first time,Senate Journal-page 3,1
S0966,2023-2024,Senate,2024-01-17,Referred to Committee on Finance,Senate Journal-page 3,2
S1041,2023-2024,Senate,2024-02-13,Introduced,Senate Journal-page 4,1
S1041,2023-2024,Senate,2024-02-13,Referred to Committee on Transportation,Senate Journal-page 4,2
S1041,2023-2024,,2024-02-14,Scrivener's error corrected,,3
S1041,2023-2024,Senate,2024-02-28,Recalled from Committee on Transportation,Senate Journal-page 3,4
S1041,2023-2024,Senate,2024-02-29,"Adopted, sent to House",Senate Journal-page 42,5
S1041,2023-2024,,2024-03-01,Scrivener's error corrected,,6
S1041,2023-2024,House,2024-03-05,Introduced,House Journal-page 18,7
S1041,2023-2024,House,2024-03-05,Referred to Committee on Invitations and Memorial Resolutions,House Journal-page 18,8
S1041,2023-2024,House,2024-03-28,Committee report: Favorable Invitations and Memorial Resolutions,House Journal-page 5,9
S1041,2023-2024,House,2024-04-09,Debate adjourned,House Journal-page 66,10
S1041,2023-2024,House,2024-04-10,"Adopted, returned to Senate with concurrence",House Journal-page 20,11
S1125,2023-2024,Senate,2024-02-29,Introduced and read first time,Senate Journal-page 2,1
S1125,2023-2024,Senate,2024-02-29,"Referred to Committee on Fish, Game and Forestry",Senate Journal-page 2,2
S1127,2023-2024,Senate,2024-02-29,Introduced and read first time,Senate Journal-page 3,1
S1127,2023-2024,Senate,2024-02-29,Referred to Committee on Finance,Senate Journal-page 3,2
S1148,2023-2024,Senate,2024-03-12,Introduced and read first time,Senate Journal-page 4,1
S1148,2023-2024,Senate,2024-03-12,Referred to Committee on Finance,Senate Journal-page 4,2
S1194,2023-2024,Senate,2024-03-21,Introduced and adopted,Senate Journal-page 4,1
S1203,2023-2024,Senate,2024-03-26,Introduced and adopted,Senate Journal-page 2,1
S1264,2023-2024,Senate,2024-04-17,Introduced and read first time,Senate Journal-page 56,1
S1264,2023-2024,Senate,2024-04-17,Referred to Committee on Judiciary,Senate Journal-page 56,2
S0668,2023-2024,Senate,2023-03-23,Introduced and adopted,Senate Journal-page 7,1
S0677,2023-2024,Senate,2023-03-23,Introduced and adopted,Senate Journal-page 11,1
S0728,2023-2024,Senate,2023-04-13,Introduced and read first time,Senate Journal-page 4,1
S0728,2023-2024,Senate,2023-04-13,"Referred to Committee on Labor, Commerce and Industry",Senate Journal-page 4,2
S0728,2023-2024,Senate,2024-03-19,"Committee report: Favorable with amendment Labor, Commerce and Industry",Senate Journal-page 7,3
S0728,2023-2024,Senate,2024-03-21,Committee Amendment Adopted,Senate Journal-page 26,4
S0728,2023-2024,Senate,2024-03-21,Read second time,Senate Journal-page 26,5
S0728,2023-2024,Senate,2024-03-21,Roll call Ayes-44  Nays-0 (Senate Journal-page 26),,6
S0728,2023-2024,Senate,2024-03-26,Read third time and sent to House,Senate Journal-page 26,7
S0728,2023-2024,House,2024-03-28,Introduced and read first time,House Journal-page 13,8
S0728,2023-2024,House,2024-03-28,"Referred to Committee on Labor, Commerce and Industry",House Journal-page 13,9
S0728,2023-2024,House,2024-04-24,"Committee report: Favorable with amendment Labor, Commerce and Industry",House Journal-page 2,10
S0728,2023-2024,House,2024-05-01,"Debate adjourned until Thur., 5-2-24",House Journal-page 116,11
S0728,2023-2024,House,2024-05-02,"Debate adjourned until Tues., 5-7-24",House Journal-page 15,12
S0728,2023-2024,House,2024-05-07,Read second time,House Journal-page 16,13
S0728,2023-2024,House,2024-05-07,Roll call Yeas-103  Nays-0 (House Journal-page 102),,14
S0728,2023-2024,House,2024-05-08,Read third time and enrolled,House Journal-page 297,15
S0728,2023-2024,,2024-05-15,Ratified R 189,,16
S0728,2023-2024,,2024-05-20,Signed By Governor,,17
S0728,2023-2024,,2024-05-29,Effective date 05/20/24,,18
S0728,2023-2024,,2024-05-29,Act No. 163,,19
S0752,2023-2024,Senate,2023-04-26,Introduced and adopted,Senate Journal-page 6,1
S0780,2023-2024,Senate,2023-05-04,Introduced and read first time,Senate Journal-page 9,1
S0780,2023-2024,Senate,2023-05-04,"Referred to Committee on Labor, Commerce and Industry",Senate Journal-page 9,2
S0780,2023-2024,Senate,2024-02-22,"Committee report: Favorable Labor, Commerce and Industry",Senate Journal-page 7,3
S0780,2023-2024,Senate,2024-02-28,Read second time,Senate Journal-page 46,4
S0780,2023-2024,Senate,2024-02-28,Roll call Ayes-37  Nays-5 (Senate Journal-page 46),,5
S0780,2023-2024,Senate,2024-02-29,Read third time and sent to House,Senate Journal-page 13,6
S0780,2023-2024,House,2024-03-05,Introduced and read first time,House Journal-page 26,7
