bill_number,session_year,sponsors,sponsors_on_bill,title,lsr,local_gov,chapter_num,S_status,S_floor_date,S_comm,H_status,H_floor_date,H_comm,bill_url,hist_url,vote_url
HB454,2023,Jess Edwards (R); Erica Layon (R); Mark Pearson (R),"SPONSORS:	Rep. Edwards, Rock. 31; Rep. Layon, Rock. 13; Rep. M. Pearson, Rock. 34",relative to the membership and reporting responsibilities of the examining board of medicine.,0435,N,None,INEXPEDIENT TO LEGISLATE,2023-05-18,Executive Departments and Administration,PASSED/ADOPTED,2023-03-22,"Health, Human Services and Elderly Affairs",http://www.gencourt.state.nh.us/bill_status/bill_status.aspx?lsr=0435&sy=2023&sortoption=&txtsessionyear=2023,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_docket.aspx?lsr=0435&sy=2023&sortoption=&txtsessionyear=2023,
HB457-FN,2023,JD Bernardy (R); Jim Kofalt (R); Michael Vose (R); Jeffrey Greeson (r); Susan Porcelli (R); Kenneth Weyler (R); Gregory Hill (R); James Spillane (R); Bill Gannon (R); Deb Hobson (R); Alan Turcotte (D),"SPONSORS:	Rep. Bernardy, Rock. 36; Rep. Greeson, Graf. 6; Rep. Hill, Merr. 2; Rep. Hobson, Rock. 14; Rep. Kofalt, Hills. 32; Rep. Porcelli, Rock. 19; Rep. Spillane, Rock. 2; Rep. A. Turcotte, Merr. 11; Rep. Vose, Rock. 5; Rep. Weyler, Rock. 14; Sen. Gannon, Dist 23",relative to state treasury pension and insurance fund management.,0444,N,0132,PASSED/ADOPTED,2023-05-11,Executive Departments and Administration,PASSED/ADOPTED WITH AMENDMENT,2023-03-22,Executive Departments and Administration,http://www.gencourt.state.nh.us/bill_status/bill_status.aspx?lsr=0444&sy=2023&sortoption=&txtsessionyear=2023,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_docket.aspx?lsr=0444&sy=2023&sortoption=&txtsessionyear=2023,http://www.gencourt.state.nh.us/bill_status/Roll_calls/Billstatus_billrollcalls.aspx?lsr=0444&sy=2023&sortoption=&txtsessionyear=2023
HB459-FN,2023,Tony Caplan (D),"SPONSORS:	Rep. Caplan, Merr. 8",relative to transactions exempt from the regulation of business practices for consumer protection.,0460,N,None,,,,INEXPEDIENT TO LEGISLATE,2023-02-22,Commerce and Consumer Affairs,http://www.gencourt.state.nh.us/bill_status/bill_status.aspx?lsr=0460&sy=2023&sortoption=&txtsessionyear=2023,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_docket.aspx?lsr=0460&sy=2023&sortoption=&txtsessionyear=2023,
HB460-FN,2023,Bob Lynn (R); Daniel Popovici-Muller (R),"SPONSORS:	Rep. Lynn, Rock. 17; Rep. Popovici-Muller, Rock. 17",relative to eliminating voter identification exceptions.,0462,N,None,,,,DIED ON THE TABLE,2023-03-22,Election Law,http://www.gencourt.state.nh.us/bill_status/bill_status.aspx?lsr=0462&sy=2023&sortoption=&txtsessionyear=2023,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_docket.aspx?lsr=0462&sy=2023&sortoption=&txtsessionyear=2023,
HB461-FN,2023,Stephen Pearson (R); Douglas Trottier (R); Mark Proulx (R); Mike Bordes (R); Kevin Pratt (R),"SPONSORS:	Rep. S. Pearson, Rock. 13; Rep. Bordes, Belk. 5; Rep. Trottier, Belk. 8; Rep. Pratt, Rock. 4; Rep. Proulx, Hills. 15",(Second New Title) establishing a committee to study elimination by political subdivision employers of a retirement system position.,0473,N,None,CONFERENCE COMMITTEE,2023-06-15,Executive Departments and Administration,"DIED, SESSION ENDED",2023-03-22,Executive Departments and Administration,http://www.gencourt.state.nh.us/bill_status/bill_status.aspx?lsr=0473&sy=2023&sortoption=&txtsessionyear=2023,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_docket.aspx?lsr=0473&sy=2023&sortoption=&txtsessionyear=2023,
HB464-FN,2023,Erica Layon (R); Carol McGuire (R); Keith Murphy (R); Jess Edwards (R); Glenn Cordelli (R); Kevin Avard (R); Maureen Mooney (R); Gregory Hill (R); Howard  Pearl (R); Jason Osborne (R); Bill Gannon (R),"SPONSORS:	Rep. Layon, Rock. 13; Rep. Edwards, Rock. 31; Rep. Mooney, Hills. 12; Rep. Osborne, Rock. 2; Rep. C. McGuire, Merr. 27; Rep. Cordelli, Carr. 7; Rep. Hill, Merr. 2; Sen. Gannon, Dist 23; Sen. Murphy, Dist 16; Sen. Avard, Dist 12; Sen. Pearl, Dist 17",relative to eligible students in the education freedom account program.,0485,N,None,INEXPEDIENT TO LEGISLATE,2023-05-18,Education,PASSED/ADOPTED,2023-03-09,Education,http://www.gencourt.state.nh.us/bill_status/bill_status.aspx?lsr=0485&sy=2023&sortoption=&txtsessionyear=2023,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_docket.aspx?lsr=0485&sy=2023&sortoption=&txtsessionyear=2023,http://www.gencourt.state.nh.us/bill_status/Roll_calls/Billstatus_billrollcalls.aspx?lsr=0485&sy=2023&sortoption=&txtsessionyear=2023
HB466,2023,Rick Ladd (R); Glenn Cordelli (R),"SPONSORS:	Rep. Ladd, Graf. 5; Rep. Cordelli, Carr. 7",relative to water bottle filling stations in schools.,0542,N,0006,PASSED/ADOPTED,2023-03-30,Education,PASSED/ADOPTED,2023-02-14,Education,http://www.gencourt.state.nh.us/bill_status/bill_status.aspx?lsr=0542&sy=2023&sortoption=&txtsessionyear=2023,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_docket.aspx?lsr=0542&sy=2023&sortoption=&txtsessionyear=2023,
HB467-FN,2023,Katelyn Kuttab (R); Charles McMahon (R); Daryl Abbas (R); Gaby Grossman (D),"SPONSORS:	Rep. Kuttab, Rock. 17; Rep. Grossman, Rock. 11; Rep. McMahon, Rock. 17; Sen. Abbas, Dist 22",relative to public playground accessibility.,0543,N,0196,PASSED/ADOPTED WITH AMENDMENT,2023-05-18,Commerce,CONCURRED,2023-03-09,Municipal and County Government,http://www.gencourt.state.nh.us/bill_status/bill_status.aspx?lsr=0543&sy=2023&sortoption=&txtsessionyear=2023,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_docket.aspx?lsr=0543&sy=2023&sortoption=&txtsessionyear=2023,http://www.gencourt.state.nh.us/bill_status/Roll_calls/Billstatus_billrollcalls.aspx?lsr=0543&sy=2023&sortoption=&txtsessionyear=2023
HB469-FN,2023,Cam Kenney (D); Timothy Horrigan (D); Donovan Fenton (D); Marjorie Smith (D); Robin Vogt (D); Cindy Rosenwald (D); Megan Murray (D); Allan Howland (D); David Watters (D); Jacqueline Chretien (D); Rebecca Whitley (D); Debra Altschiller (D),"SPONSORS:	Rep. Kenney, Straf. 10; Rep. M. Smith, Straf. 10; Rep. M. Murray, Hills. 37; Rep. Chretien, Hills. 41; Rep. Horrigan, Straf. 10; Rep. Vogt, Rock. 21; Rep. Howland, Straf. 20; Sen. Whitley, Dist 15; Sen. Fenton, Dist 10; Sen. Rosenwald, Dist 13; Sen. Watters, Dist 4; Sen. Altschiller, Dist 24",prohibiting discrimination against tenants holding certain vouchers for purposes of renting dwellings.,0545,N,None,,,,INEXPEDIENT TO LEGISLATE,2023-03-09,Judiciary,http://www.gencourt.state.nh.us/bill_status/bill_status.aspx?lsr=0545&sy=2023&sortoption=&txtsessionyear=2023,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_docket.aspx?lsr=0545&sy=2023&sortoption=&txtsessionyear=2023,http://www.gencourt.state.nh.us/bill_status/Roll_calls/Billstatus_billrollcalls.aspx?lsr=0545&sy=2023&sortoption=&txtsessionyear=2023
HB473-FN,2023,Terry Roy (R); Dan Hynes (I); Josh Yokela (R),"SPONSORS:	Rep. Roy, Rock. 31; Rep. Hynes, Hills. 2; Rep. Yokela, Rock. 32",relative to penalties for controlled drug violations.,0551,N,None,INEXPEDIENT TO LEGISLATE,2023-05-18,Judiciary,PASSED/ADOPTED,2023-03-09,Criminal Justice and Public Safety,http://www.gencourt.state.nh.us/bill_status/bill_status.aspx?lsr=0551&sy=2023&sortoption=&txtsessionyear=2023,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_docket.aspx?lsr=0551&sy=2023&sortoption=&txtsessionyear=2023,http://www.gencourt.state.nh.us/bill_status/Roll_calls/Billstatus_billrollcalls.aspx?lsr=0551&sy=2023&sortoption=&txtsessionyear=2023
HB474-FN,2023,Tom Mannion (R),"SPONSORS:	Rep. T. Mannion, Hills. 1",relative to enforcement of federal firearms laws and establishing penalties.,0556,N,None,,,,INEXPEDIENT TO LEGISLATE,2023-03-09,Criminal Justice and Public Safety,http://www.gencourt.state.nh.us/bill_status/bill_status.aspx?lsr=0556&sy=2023&sortoption=&txtsessionyear=2023,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_docket.aspx?lsr=0556&sy=2023&sortoption=&txtsessionyear=2023,
HB477,2023,Ross Berry (R); Mark McLean (R),"SPONSORS:	Rep. Berry, Hills. 39; Rep. McLean, Hills. 15",to prohibit municipal inspections of owner-occupied units of multi-unit housing.,0560,N,None,INEXPEDIENT TO LEGISLATE,2023-04-13,Commerce,PASSED/ADOPTED,2023-03-09,Municipal and County Government,http://www.gencourt.state.nh.us/bill_status/bill_status.aspx?lsr=0560&sy=2023&sortoption=&txtsessionyear=2023,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_docket.aspx?lsr=0560&sy=2023&sortoption=&txtsessionyear=2023,http://www.gencourt.state.nh.us/bill_status/Roll_calls/Billstatus_billrollcalls.aspx?lsr=0560&sy=2023&sortoption=&txtsessionyear=2023
HB478,2023,Ross Berry (R),"SPONSORS:	Rep. Berry, Hills. 39",relative to ballot order in the general election.,0562,N,None,,,,INEXPEDIENT TO LEGISLATE,2023-03-22,Election Law,http://www.gencourt.state.nh.us/bill_status/bill_status.aspx?lsr=0562&sy=2023&sortoption=&txtsessionyear=2023,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_docket.aspx?lsr=0562&sy=2023&sortoption=&txtsessionyear=2023,
HB479,2023,William Infantine (R); Bill Gannon (R); Rebecca Perkins Kwoka (D); Keith Ammon (R),"SPONSORS:	Rep. Infantine, Hills. 16; Rep. Ammon, Hills. 42; Sen. Gannon, Dist 23; Sen. Perkins Kwoka, Dist 21","relative to administrative hearings, automation of electronic notices to insurance licensees, and insurance producer activities.",0565,N,0133,PASSED/ADOPTED,2023-05-11,Commerce,PASSED/ADOPTED WITH AMENDMENT,2023-03-22,Commerce and Consumer Affairs,http://www.gencourt.state.nh.us/bill_status/bill_status.aspx?lsr=0565&sy=2023&sortoption=&txtsessionyear=2023,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_docket.aspx?lsr=0565&sy=2023&sortoption=&txtsessionyear=2023,
HB480,2023,Thomas Buco (D),"SPONSORS:	Rep. Buco, Carr. 1",relative to the intersection between route 302 and East Conway Road in Conway.,0566,N,None,,,,INEXPEDIENT TO LEGISLATE,2023-03-22,Public Works and Highways,http://www.gencourt.state.nh.us/bill_status/bill_status.aspx?lsr=0566&sy=2023&sortoption=&txtsessionyear=2023,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_docket.aspx?lsr=0566&sy=2023&sortoption=&txtsessionyear=2023,
HB481-FN,2023,Josh Yokela (R),"SPONSORS:	Rep. Yokela, Rock. 32",relative to arrest warrants and search warrants.,0576,N,None,,,,INEXPEDIENT TO LEGISLATE,2023-03-09,Criminal Justice and Public Safety,http://www.gencourt.state.nh.us/bill_status/bill_status.aspx?lsr=0576&sy=2023&sortoption=&txtsessionyear=2023,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_docket.aspx?lsr=0576&sy=2023&sortoption=&txtsessionyear=2023,
HB482-FN,2023,Sandra Panek (R),"SPONSORS:	Rep. Panek, Hills. 1","requiring the use of ballots with embedded security, traceability, and relative to the chain of custody for ballots cast in elections.",0580,N,None,,,,INEXPEDIENT TO LEGISLATE,2023-02-14,Election Law,http://www.gencourt.state.nh.us/bill_status/bill_status.aspx?lsr=0580&sy=2023&sortoption=&txtsessionyear=2023,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_docket.aspx?lsr=0580&sy=2023&sortoption=&txtsessionyear=2023,
HB483-FN,2023,Ross Berry (R),"SPONSORS:	Rep. Berry, Hills. 39",to remove the duties of county delegations and delegate them to county commissioners.,0571,N,None,,,,INEXPEDIENT TO LEGISLATE,2023-02-22,Municipal and County Government,http://www.gencourt.state.nh.us/bill_status/bill_status.aspx?lsr=0571&sy=2023&sortoption=&txtsessionyear=2023,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_docket.aspx?lsr=0571&sy=2023&sortoption=&txtsessionyear=2023,
HB484,2023,Lisa Post (R); Jess Edwards (R); John Potucek (R); Juliet Harvey-Bolia (R); Deb Hobson (R); Paul Terry (R),"SPONSORS:	Rep. Post, Hills. 42; Rep. J. Harvey-Bolia, Belk. 3; Rep. Edwards, Rock. 31; Rep. Hobson, Rock. 14; Rep. Potucek, Rock. 13; Rep. Terry, Belk. 7",relative to the handling of the absentee ballot envelopes prior to election day.,0356,N,None,,,,INEXPEDIENT TO LEGISLATE,2023-03-16,Election Law,http://www.gencourt.state.nh.us/bill_status/bill_status.aspx?lsr=0356&sy=2023&sortoption=&txtsessionyear=2023,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_docket.aspx?lsr=0356&sy=2023&sortoption=&txtsessionyear=2023,
HB485,2023,Barbara Comtois (R); Peter Bixby (D); Howard  Pearl (R); Judy Aron (R),"SPONSORS:	Rep. Comtois, Belk. 7; Rep. Aron, Sull. 4; Rep. Bixby, Straf. 13; Sen. Pearl, Dist 17",establishing deputy animal control officers.,0357,N,None,,,,DIED ON THE TABLE,2023-03-09,Municipal and County Government,http://www.gencourt.state.nh.us/bill_status/bill_status.aspx?lsr=0357&sy=2023&sortoption=&txtsessionyear=2023,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_docket.aspx?lsr=0357&sy=2023&sortoption=&txtsessionyear=2023,
HB486-FN,2023,Barbara Comtois (R); J.R. Hoell (r),"SPONSORS:	Rep. Comtois, Belk. 7; Rep. Hoell, Merr. 27",relative to vehicle registrations and reciprocal toll collection enforcement agreements.,0360,N,None,,,,DIED ON THE TABLE,2023-03-22,Ways and Means,http://www.gencourt.state.nh.us/bill_status/bill_status.aspx?lsr=0360&sy=2023&sortoption=&txtsessionyear=2023,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_docket.aspx?lsr=0360&sy=2023&sortoption=&txtsessionyear=2023,
HB487-FN,2023,Alexis Simpson (D); Linda Massimilla (D); Gary Merchant (D); Megan Murray (D); Tony Caplan (D),"SPONSORS:	Rep. Simpson, Rock. 33; Rep. M. Murray, Hills. 37; Rep. Massimilla, Graf. 1; Rep. Caplan, Merr. 8; Rep. Merchant, Sull. 6",establishing a New Hampshire farm-to-school reimbursement program.,0362,N,None,,,,DIED ON THE TABLE,2023-02-14,Education,http://www.gencourt.state.nh.us/bill_status/bill_status.aspx?lsr=0362&sy=2023&sortoption=&txtsessionyear=2023,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_docket.aspx?lsr=0362&sy=2023&sortoption=&txtsessionyear=2023,
HB488-FN,2023,Lisa Post (R),"SPONSORS:	Rep. Post, Hills. 42",relative to state park campground reservations for New Hampshire residents.,0363,N,None,,,,INEXPEDIENT TO LEGISLATE,2023-02-22,"Resources, Recreation and Development",http://www.gencourt.state.nh.us/bill_status/bill_status.aspx?lsr=0363&sy=2023&sortoption=&txtsessionyear=2023,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_docket.aspx?lsr=0363&sy=2023&sortoption=&txtsessionyear=2023,
HB489-FN-A,2023,Judy Aron (R); Skip Rollins (R); Suzanne Prentiss (D); Brian Sullivan (D); Margaret Drye (R),"SPONSORS:	Rep. Aron, Sull. 4; Rep. B. Sullivan, Sull. 1; Rep. Rollins, Sull. 3; Rep. Drye, Sull. 7; Sen. Prentiss, Dist 5",establishing a county tourism development fund administered by the department of business and economic affairs and making an appropriation therefor.,0371,N,None,,,,INEXPEDIENT TO LEGISLATE,2023-02-22,Municipal and County Government,http://www.gencourt.state.nh.us/bill_status/bill_status.aspx?lsr=0371&sy=2023&sortoption=&txtsessionyear=2023,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_docket.aspx?lsr=0371&sy=2023&sortoption=&txtsessionyear=2023,http://www.gencourt.state.nh.us/bill_status/Roll_calls/Billstatus_billrollcalls.aspx?lsr=0371&sy=2023&sortoption=&txtsessionyear=2023
HB490,2023,Travis Corcoran (R),"SPONSORS:	Rep. Corcoran, Hills. 44",relative to modifying the definition of neglect.,0672,N,None,,,,INEXPEDIENT TO LEGISLATE,2023-02-22,Children and Family Law,http://www.gencourt.state.nh.us/bill_status/bill_status.aspx?lsr=0672&sy=2023&sortoption=&txtsessionyear=2023,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_docket.aspx?lsr=0672&sy=2023&sortoption=&txtsessionyear=2023,
HB491,2023,David Meuse (D); Nancy Murphy (D); Candace Gibbons (D); Cassandra  Levesque (D); Robin Vogt (D); Debra Altschiller (D),"SPONSORS:	Rep. Meuse, Rock. 37; Rep. Levesque, Straf. 4; Rep. N. Murphy, Hills. 12; Rep. Vogt, Rock. 21; Rep. Moulton, Hills. 20; Sen. Altschiller, Dist 24",relative to prohibiting the use of the prone restraint for minors.,0374,N,0153,PASSED/ADOPTED,2023-05-11,Judiciary,PASSED/ADOPTED WITH AMENDMENT,2023-02-22,Children and Family Law,http://www.gencourt.state.nh.us/bill_status/bill_status.aspx?lsr=0374&sy=2023&sortoption=&txtsessionyear=2023,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_docket.aspx?lsr=0374&sy=2023&sortoption=&txtsessionyear=2023,
HB492-FN,2023,Linda Tanner (D); Stephen Woodcock (D); Patricia Cornell (D); Mel Myler (D); Arthur Ellison (D),"SPONSORS:	Rep. Tanner, Sull. 5; Rep. Myler, Merr. 9; Rep. Woodcock, Carr. 1; Rep. Ellison, Merr. 28; Rep. Cornell, Hills. 22",requiring the department of education to provide the house and senate standing committees responsible for education with copies of the laws and rules relative to education.,0375,N,0197,PASSED/ADOPTED WITH AMENDMENT,2023-05-11,Education,PASSED/ADOPTED,2023-04-06,Education,http://www.gencourt.state.nh.us/bill_status/bill_status.aspx?lsr=0375&sy=2023&sortoption=&txtsessionyear=2023,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_docket.aspx?lsr=0375&sy=2023&sortoption=&txtsessionyear=2023,
HB495,2023,Dan McGuire (R),"SPONSORS:	Rep. D. McGuire, Merr. 14",relative to counting votes.,0381,N,None,,,,INEXPEDIENT TO LEGISLATE,2023-03-16,Election Law,http://www.gencourt.state.nh.us/bill_status/bill_status.aspx?lsr=0381&sy=2023&sortoption=&txtsessionyear=2023,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_docket.aspx?lsr=0381&sy=2023&sortoption=&txtsessionyear=2023,
HB496,2023,Jess Edwards (R); Leah Cushman (R); Katherine Prudhomme-O'Brien (R); Juliet Harvey-Bolia (R); Katelyn Kuttab (R),"SPONSORS:	Rep. Edwards, Rock. 31; Rep. Harvey-Bolia, Belk. 3; Rep. Cushman, Hills. 28; Rep. Kuttab, Rock. 17; Rep. Prudhomme-O'Brien, Rock. 13",relative to the delivery of ballots to nursing homes and elder care facilities.,0591,N,None,,,,INEXPEDIENT TO LEGISLATE,2023-03-22,Election Law,http://www.gencourt.state.nh.us/bill_status/bill_status.aspx?lsr=0591&sy=2023&sortoption=&txtsessionyear=2023,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_docket.aspx?lsr=0591&sy=2023&sortoption=&txtsessionyear=2023,
HB497-FN,2023,J.R. Hoell (r); Lisa Mazur (R); Leah Cushman (R); Jim Kofalt (R); Lisa Post (R),"SPONSORS:	Rep. Hoell, Merr. 27; Rep. Kofalt, Hills. 32; Rep. Mazur, Hills. 44; Rep. Post, Hills. 42; Rep. Cushman, Hills. 28","relative to the confidentiality of records within the division of children, youth, and families.",0594,N,None,INEXPEDIENT TO LEGISLATE,2023-05-11,Judiciary,PASSED/ADOPTED,2023-03-16,Children and Family Law,http://www.gencourt.state.nh.us/bill_status/bill_status.aspx?lsr=0594&sy=2023&sortoption=&txtsessionyear=2023,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_docket.aspx?lsr=0594&sy=2023&sortoption=&txtsessionyear=2023,http://www.gencourt.state.nh.us/bill_status/Roll_calls/Billstatus_billrollcalls.aspx?lsr=0594&sy=2023&sortoption=&txtsessionyear=2023
HB498-FN,2023,J.R. Hoell (r); Lisa Mazur (R); Leah Cushman (R); Jim Kofalt (R); Dan Hynes (I),"SPONSORS:	Rep. Hoell, Merr. 27; Rep. Kofalt, Hills. 32; Rep. Mazur, Hills. 44; Rep. Hynes, Hills. 2; Rep. Cushman, Hills. 28",requiring fish and game officers to obtain a warrant to conduct a search and seizure.,0596,N,None,,,,INEXPEDIENT TO LEGISLATE,2023-03-09,Criminal Justice and Public Safety,http://www.gencourt.state.nh.us/bill_status/bill_status.aspx?lsr=0596&sy=2023&sortoption=&txtsessionyear=2023,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_docket.aspx?lsr=0596&sy=2023&sortoption=&txtsessionyear=2023,http://www.gencourt.state.nh.us/bill_status/Roll_calls/Billstatus_billrollcalls.aspx?lsr=0596&sy=2023&sortoption=&txtsessionyear=2023
HB500,2023,Mary Hakken-Phillips (D); James Murphy (D),"SPONSORS:	Rep. Hakken-Phillips, Graf. 12; Rep. J. Murphy, Graf. 12",relative to prescribing opioids via telehealth medicine.,0608,N,0025,PASSED/ADOPTED,2023-05-11,Health and Human Services,PASSED/ADOPTED WITH AMENDMENT,2023-02-22,"Health, Human Services and Elderly Affairs",http://www.gencourt.state.nh.us/bill_status/bill_status.aspx?lsr=0608&sy=2023&sortoption=&txtsessionyear=2023,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_docket.aspx?lsr=0608&sy=2023&sortoption=&txtsessionyear=2023,
HB501,2023,Nancy Murphy (D); Cam Kenney (D); Rosemarie Rung (D); Bill Boyd (R),"SPONSORS:	Rep. N. Murphy, Hills. 12; Rep. B. Boyd, Hills. 12; Rep. Kenney, Straf. 10; Rep. Rung, Hills. 12",relative to ages for special education services.,0605,N,0007,PASSED/ADOPTED,2023-03-30,Education,PASSED/ADOPTED,2023-02-14,Education,http://www.gencourt.state.nh.us/bill_status/bill_status.aspx?lsr=0605&sy=2023&sortoption=&txtsessionyear=2023,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_docket.aspx?lsr=0605&sy=2023&sortoption=&txtsessionyear=2023,
HB502-FN,2023,Michael Edgar (D); Chris Muns (D); Donna Soucy (D); David Cote (D); Steve Shurtleff (D); Rebecca Perkins Kwoka (D); Connie Lane (D); Matthew Wilhelm (D); Rebecca Whitley (D); Heidi Hamer (D); Alexis Simpson (D); Debra Altschiller (D); Russell Muirhead (D),"SPONSORS:	Rep. Edgar, Rock. 29; Rep. Lane, Merr. 16; Rep. Hamer, Hills. 19; Rep. Muirhead, Graf. 12; Rep. Muns, C, Rock. 29; Rep. Shurtleff, Merr. 15; Rep. Wilhelm, Hills. 40; Rep. Simpson, Rock. 33; Sen. Soucy, Dist 18; Sen. Perkins Kwoka, Dist 21; Sen. Whitley, Dist 15; Sen. Altschiller, Dist 24",relative to voter affidavit ballots.,0617,N,None,,,,INEXPEDIENT TO LEGISLATE,2023-02-14,Election Law,http://www.gencourt.state.nh.us/bill_status/bill_status.aspx?lsr=0617&sy=2023&sortoption=&txtsessionyear=2023,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_docket.aspx?lsr=0617&sy=2023&sortoption=&txtsessionyear=2023,
HB503-FN,2023,Dan Hynes (I),"SPONSORS:	Rep. Hynes, Hills. 2",relative to the rights afforded to a person accused of a crime.,0628,N,None,,,,INEXPEDIENT TO LEGISLATE,2023-03-22,Criminal Justice and Public Safety,http://www.gencourt.state.nh.us/bill_status/bill_status.aspx?lsr=0628&sy=2023&sortoption=&txtsessionyear=2023,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_docket.aspx?lsr=0628&sy=2023&sortoption=&txtsessionyear=2023,
HB504-FN,2023,Mary Jane Wallner (D); John Sytek (R),"SPONSORS:	Rep. Wallner, Merr. 19; Rep. Sytek, Rock. 25",relative to the adult parole board and making an appropriation therefor.,0636,N,0134,PASSED/ADOPTED,2023-06-01,Judiciary,PASSED/ADOPTED,2023-04-06,Criminal Justice and Public Safety,http://www.gencourt.state.nh.us/bill_status/bill_status.aspx?lsr=0636&sy=2023&sortoption=&txtsessionyear=2023,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_docket.aspx?lsr=0636&sy=2023&sortoption=&txtsessionyear=2023,
HB506-FN-A,2023,Stephen Pearson (R); Katherine Prudhomme-O'Brien (R); Linda Gould (R); Tom Dolan (R); David Love (R); Walter Stapleton (R),"SPONSORS:	Rep. S. Pearson, Rock. 13; Rep. T. Dolan, Rock. 16; Rep. Prudhomme-O'Brien, Rock. 13; Rep. Love, Rock. 13; Rep. L. Gould, Hills. 2; Rep. Stapleton, Sull. 6",relative to the construction of a rail trail box tunnel on Exit 4-A in Derry and making an appropriation therefor.,0666,N,None,,,,INEXPEDIENT TO LEGISLATE,2023-03-22,Finance,http://www.gencourt.state.nh.us/bill_status/bill_status.aspx?lsr=0666&sy=2023&sortoption=&txtsessionyear=2023,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_docket.aspx?lsr=0666&sy=2023&sortoption=&txtsessionyear=2023,
HB507-FN,2023,Matthew Santonastaso (R),"SPONSORS:	Rep. Santonastaso, Ches. 18",relative to unauthorized practice in occupational and professional licensing and certification.,0669,N,None,,,,DIED ON THE TABLE,2023-03-22,Executive Departments and Administration,http://www.gencourt.state.nh.us/bill_status/bill_status.aspx?lsr=0669&sy=2023&sortoption=&txtsessionyear=2023,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_docket.aspx?lsr=0669&sy=2023&sortoption=&txtsessionyear=2023,http://www.gencourt.state.nh.us/bill_status/Roll_calls/Billstatus_billrollcalls.aspx?lsr=0669&sy=2023&sortoption=&txtsessionyear=2023
HB508-FN,2023,Jonah Wheeler (D); Ellen Read (D); Donovan Fenton (D); Linda Harriott-Gathright (D); Jodi Newell (D),"SPONSORS:	Rep. Wheeler, Hills. 33; Rep. Harriott-Gathright, Hills. 10; Rep. Read, Rock. 10; Rep. Newell, Ches. 4; Sen. Fenton, Dist 10",relative to the payment of postage on absentee ballot return envelopes.,0686,N,None,,,,INEXPEDIENT TO LEGISLATE,2023-02-14,Election Law,http://www.gencourt.state.nh.us/bill_status/bill_status.aspx?lsr=0686&sy=2023&sortoption=&txtsessionyear=2023,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_docket.aspx?lsr=0686&sy=2023&sortoption=&txtsessionyear=2023,
HB510-FN,2023,Timothy Horrigan (D),"SPONSORS:	Rep. Horrigan, Straf. 10",relative to removing the exemption for premium cigars from the tobacco tax.,0692,N,None,,,,INEXPEDIENT TO LEGISLATE,2023-03-22,Ways and Means,http://www.gencourt.state.nh.us/bill_status/bill_status.aspx?lsr=0692&sy=2023&sortoption=&txtsessionyear=2023,https://www.gencourt.state.nh.us/bill_status/legacy/bs2016/bill_docket.aspx?lsr=0692&sy=2023&sortoption=&txtsessionyear=2023,
