state,chamber,term,sponsor,data_name,legiscan_id,district,party,LES,not_actually_in_chamber
TN,House,2019_2020,Timothy Wirgau,NA,12244,HD-075,R,0,TRUE
TN,Senate,2019_2020,Doug Overbey,NA,7299,SD-002,R,0,TRUE
TN,Senate,2019_2020,Lee Harris,NA,17032,SD-029,D,0,TRUE
TN,House,2021_2022,Greg Martin,NA,23124,HD-026,R,0,FALSE
TN,Senate,2021_2022,Doug Overbey,NA,7299,SD-002,R,0,TRUE
TN,Senate,2021_2022,Lee Harris,NA,17032,SD-029,D,0,TRUE
TX,House,2019_2020,Dennis Bonnen,NA,5857,HD-025,R,0,FALSE
TX,Senate,2019_2020,Cesar Blanco,NA,16834,SD-029,D,0,TRUE
TX,Senate,2019_2020,Roland Gutierrez,NA,5904,SD-019,D,0,TRUE
TX,House,2021_2022,Dade Phelan,NA,16843,HD-021,R,0,FALSE
TX,House,2021_2022,Drew Springer,NA,14238,HD-068,R,0,TRUE
TX,Senate,2021_2022,Tan Parker,NA,5962,SD-012,R,0,TRUE
UT,House,2019_2020,Brad Wilson,NA,11716,HD-015,R,0,FALSE
UT,House,2019_2020,Kera Birkeland,NA,21630,HD-053,R,0,FALSE
UT,Senate,2019_2020,Stuart Adams,NA,8148,SD-022,R,0,FALSE
VA,House,2018_2019,Ibraheem Samirah,NA,21259,HD-086,D,0,FALSE
VA,Senate,2018_2019,John Bell,NA,17744,SD-013,D,0,TRUE
VA,Senate,2018_2019,Todd Pillion,NA,16765,SD-040,R,0,TRUE
VA,Senate,2020_2021,Travis Hackworth,NA,22910,SD-038,R,0,FALSE
VA,House,2022_2023,Jonathan Arnold,NA,24955,HD-006,R,0,TRUE
VA,House,2022_2023,Todd Gilbert,NA,689,HD-015,R,0,FALSE
VA,Senate,2022_2023,Lamont Bagby,NA,17709,SD-009,D,0,FALSE
VT,House,2019_2020,Kelley Tully,NA,21639,HD-WIN3,D,0,FALSE
VT,House,2021_2022,Jill Krowinski,NA,13903,HD-CHI6-3,D,0,FALSE
VT,House,2021_2022,John Kascenska,NA,23112,HD-CAL-4,R,0,FALSE
VT,House,2021_2022,Matt Walker,NA,23080,HD-FRA4,R,0,FALSE
VT,House,2021_2022,Wayne Laroche,NA,23098,HD-FRA5,R,0,FALSE
WA,House,2021_2022,James Wilcox,NA,11158,HD-002B,R,0,FALSE
WA,House,2021_2022,Laurie Jinkins,NA,10544,HD-027A,D,0,FALSE
WI,House,2019_2020,Peter Barca,NA,3825,HD-064,D,0,TRUE
WI,House,2021_2022,John Jagler,NA,15094,HD-037,R,0,FALSE
WI,Senate,2021_2022,Dianne Hesselbein,NA,15719,SD-027,D,0,TRUE
WI,Senate,2021_2022,Jesse James,NA,20182,SD-023,R,0,TRUE
WI,Senate,2021_2022,Mark Spreitzer,NA,16425,SD-015,D,0,TRUE
WI,Senate,2021_2022,Rachael Cabral-Guevara,NA,21990,SD-019,R,0,TRUE
WV,House,2021_2022,Andrew Anderson,NA,23171,HD-035,R,0,FALSE
WV,House,2021_2022,Jarred Cannon,NA,23157,HD-021,R,0,FALSE
WY,House,2019_2020,Andrea LeBeau,NA,20361,HD-033,D,0,FALSE
WY,House,2021_2022,Jerry Obermueller,NA,18789,HD-056,R,0,FALSE
WY,Senate,2021_2022,Eric Barlow,NA,14226,SD-023,R,0,TRUE
KS,House,2019_2020,Alicia Straub,NA,21334,HD-113,R,0,FALSE
KS,House,2019_2020,Boyd Orr,NA,18865,HD-115,R,0,FALSE
KS,House,2019_2020,Bradley Ralph,NA,18868,HD-119,R,0,FALSE
KS,House,2019_2020,Dan Hawkins,NA,15658,HD-100,R,0,FALSE
KS,House,2019_2020,J.C. Moore,NA,21078,HD-093,R,0,FALSE
KS,House,2019_2020,Jennifer Day,NA,21649,HD-048,D,0,FALSE
KS,House,2019_2020,Joe Newland,NA,21422,HD-013,R,0,FALSE
KS,House,2019_2020,John Wheeler,NA,18873,HD-123,R,0,FALSE
KS,House,2019_2020,Kent Thompson,NA,16167,HD-009,R,0,FALSE
KS,House,2019_2020,Larry Hibbard,NA,15659,HD-013,R,0,FALSE
KS,House,2019_2020,Megan Lynn,NA,21077,HD-049,R,0,FALSE
KS,House,2019_2020,Ron Ryckman,NA,12694,HD-078,R,0,FALSE
KS,House,2019_2020,Valdenia Winn,NA,6743,HD-034,D,0,FALSE
KS,Senate,2019_2020,Carolyn McGinn,NA,6863,SD-031,R,0,FALSE
KS,Senate,2019_2020,Dan Kerschen,NA,6767,SD-026,R,0,FALSE
KS,Senate,2019_2020,Gene Suellentrop,NA,6821,SD-027,R,0,FALSE
KS,Senate,2019_2020,Jeff Longbine,NA,12703,SD-017,R,0,FALSE
KS,Senate,2019_2020,John Skubal,NA,18968,SD-011,R,0,FALSE
KS,Senate,2019_2020,Mary Pilcher-Cook,NA,6864,SD-010,R,0,FALSE
KS,Senate,2019_2020,Mary Taylor,NA,18969,SD-033,R,0,FALSE
KS,Senate,2019_2020,Mike Thompson,NA,21512,SD-010,R,0,FALSE
KS,Senate,2019_2020,Ty Masterson,NA,6838,SD-016,R,0,FALSE
KS,House,2021_2022,Boyd Orr,NA,18865,HD-115,R,0,FALSE
KS,House,2021_2022,Bradley Ralph,NA,18868,HD-119,R,0,FALSE
KS,House,2021_2022,Charles Smith,NA,17602,HD-003,R,0,FALSE
KS,House,2021_2022,Cyndi Howerton,NA,22978,HD-098,R,0,FALSE
KS,House,2021_2022,Dan Hawkins,NA,15658,HD-100,R,0,FALSE
KS,House,2021_2022,Eric Smith,NA,18837,HD-076,R,0,FALSE
KS,House,2021_2022,Jesse Borjon,NA,22583,HD-052,R,0,FALSE
KS,House,2021_2022,Jim Minnix,NA,22592,HD-118,R,0,FALSE
KS,House,2021_2022,Joe Newland,NA,21422,HD-013,R,0,FALSE
KS,House,2021_2022,Joe Seiwert,NA,6816,HD-101,R,0,FALSE
KS,House,2021_2022,John Wheeler,NA,18873,HD-123,R,0,FALSE
KS,House,2021_2022,Kent Thompson,NA,16167,HD-009,R,0,FALSE
KS,House,2021_2022,Lisa Moser,NA,22593,HD-106,R,0,FALSE
KS,House,2021_2022,Martin Long,NA,21076,HD-124,R,0,FALSE
KS,House,2021_2022,Owen Donohoe,NA,6761,HD-039,R,0,FALSE
KS,House,2021_2022,Ron Howard,NA,21075,HD-098,R,0,FALSE
KS,House,2021_2022,Ron Ryckman,NA,12694,HD-078,R,0,FALSE
KS,House,2021_2022,Samantha Poetter,NA,22595,HD-006,R,0,FALSE
KS,House,2021_2022,Tom Kessler,NA,22590,HD-096,R,0,FALSE
KS,House,2021_2022,Virgil Weigel,NA,15683,HD-056,D,0,FALSE
KS,House,2021_2022,Will Carpenter,NA,15644,HD-075,R,0,FALSE
KS,Senate,2021_2022,Beverly Gossage,NA,22493,SD-009,R,0,FALSE
KS,Senate,2021_2022,Bud Estes,NA,16170,SD-038,R,0,FALSE
KS,Senate,2021_2022,Dennis Pyle,NA,6866,SD-001,R,0,FALSE
KS,Senate,2021_2022,Ronald Ryckman,NA,15677,SD-038,R,0,TRUE
NV,House,2023_2024,Andy Matthews,NA,22768,HD-037,R,0,TRUE
NV,House,2023_2024,Jason Frierson,NA,12202,HD-008,D,0,TRUE
NV,House,2023_2024,Teresa Benitez-Thompson,NA,12209,HD-027,D,0,TRUE
NV,House,2023_2024,Thomas Roberts,NA,21184,HD-013,R,0,TRUE
NV,Senate,2023_2024,Ben Kieckhefer,NA,12093,SD-016,R,0,TRUE
NV,Senate,2023_2024,Joseph Hardy,NA,8469,SD-012,R,0,TRUE
NV,Senate,2023_2024,Julia Ratti,NA,17976,SD-013,D,0,TRUE
IL,House,2023_2024,Nicolle Grasse,NA,25232,HD-053,D,0,FALSE
IL,House,2023_2024,Patrick Sheehan,NA,25194,HD-037,R,0,FALSE
IL,Senate,2023_2024,Patricia Van Pelt,NA,14324,SD-005,D,0,FALSE
IL,Senate,2023_2024,Stacy Bennett,NA,23988,SD-052,D,0,TRUE
