bill_id,session,version_status,original_sponsor,current_sponsor,requested_by,title,bill_url
SB0089,2023_2024_RS,As introduced,Senator Holscher,Senator Holscher,,Providing for sales tax exemption for feminine hygiene products and diapers.,http://kslegislature.org/li/b2023_24/measures/sb89/
SB0090,2023_2024_RS,As introduced,Committee on Transportation,Committee on Transportation,Jeff Wagaman on behalf of Kansas County Treasurers Association,"Increasing certain registration and title fees on vehicles for services provided by county treasurers and the division of vehicles, decreasing certain fees related to administrative costs and modifying the disposition of such fees and eliminating the division of vehicles modernization surcharge.",http://kslegislature.org/li/b2023_24/measures/sb90/
SB0091,2023_2024_RS,As Amended by House Committee; {As Amended by Senate Committee of the Whole}; As Amended by Senate Committee; As introduced,Committee on Commerce,Committee on Commerce,Stuart Little on behalf of Grow Kansas Film,"Enacting the Kansas film and digital media industry production development act, providing a tax credit, sales tax exemption and loans and grants to incentivize film, video and digital media production in Kansas, establishing a program to be administered by the secretary of commerce for the purpose of developing such production in Kansas and requiring the secretary of commerce to issue reports on the economic impact of the act.",http://kslegislature.org/li/b2023_24/measures/sb91/
SB0092,2023_2024_RS,As introduced,Committee on Federal and State Affairs,Committee on Federal and State Affairs,Senator Tyson,Creating a procedure for appointment of delegates to a convention of the states under Article V of the Constitution of the United States and prescribing the duties and responsibilities of such delegates.,http://kslegislature.org/li/b2023_24/measures/sb92/
SB0093,2023_2024_RS,As introduced,Committee on Federal and State Affairs,Committee on Federal and State Affairs,Senator Tyson,Creating the constitution and federalism defense act to establish a joint legislative commission to evaluate the constitutionality of federal mandates.,http://kslegislature.org/li/b2023_24/measures/sb93/
SB0094,2023_2024_RS,As Amended by Senate Committee; As introduced,Committee on Assessment and Taxation,Committee on Assessment and Taxation,Senator Peck,Discontinuing state property tax levies for the Kansas educational building fund and the state institutions building fund and providing for financing therefor from the state general fund.,http://kslegislature.org/li/b2023_24/measures/sb94/
SB0095,2023_2024_RS,As introduced,Committee on Federal and State Affairs,Committee on Federal and State Affairs,Senator Holscher,"Permitting a prosecution for childhood sexual abuse to be commenced at any time, permitting victims of childhood sexual abuse to bring a civil action for recovery of damages caused by such abuse at any time and reviving claims against any party for such damages that occurred on or after July 1, 1984.",http://kslegislature.org/li/b2023_24/measures/sb95/
SB0096,2023_2024_RS,"{As Amended by House Committee of the Whole}; Sub for Sub; H Sub for; As introduced; Thu, Apr 4, 2024",Committee on Assessment and Taxation,"Committee on Commerce, Labor and Economic Development",Senator Tyson,"House Substitute for House Substitute for SB 96 by Committee on Commerce, Labor and Economic Development - Establishing child care licensing requirements relating to license capacity and staff-to-child ratios, eliminating certain license fees and training requirements, creating a process for day care facility licensees to apply for temporary waiver of certain statutory requirements and authorizing the secretary to develop and operate pilot programs to increase child care facility availability or capacity, transferring certain child care programs to the Kansas office of early childhood and separating licensing duties between the secretary for health and environment and the executive director of early childhood.",http://kslegislature.org/li/b2023_24/measures/sb96/
SB0097,2023_2024_RS,As introduced,Committee on Assessment and Taxation,Committee on Assessment and Taxation,Senator Peck,Increasing the extent of property tax exemption for residential property from the statewide school levy.,http://kslegislature.org/li/b2023_24/measures/sb97/
SB0098,2023_2024_RS,As Amended by Senate Committee; As introduced,Committee on Education,Committee on Education,Dan Murray on behalf of Kansas Chapter of the American College of Obstetricians and Gynecologists,Authorizing medical student and residency loan assistance to encourage the practice of obstetrics and gynecology in medically underserved areas of the state.,http://kslegislature.org/li/b2023_24/measures/sb98/
SB0099,2023_2024_RS,As introduced,Committee on Federal and State Affairs,Committee on Federal and State Affairs,Senator Reddi,Establishing the advisory commission on Asian-American Pacific Islander affairs.,http://kslegislature.org/li/b2023_24/measures/sb99/
SB0100,2023_2024_RS,As introduced,Committee on Federal and State Affairs,Committee on Federal and State Affairs,Senator Peck,Prohibiting ownership in certain real property in this state by foreign individuals and entities.,http://kslegislature.org/li/b2023_24/measures/sb100/
SB0101,2023_2024_RS,As introduced,Committee on Assessment and Taxation,Committee on Assessment and Taxation,Senator Reddi,Providing a sales tax exemption for area agencies on aging.,http://kslegislature.org/li/b2023_24/measures/sb101/
SB0102,2023_2024_RS,As introduced,Committee on Education,Committee on Education,Dan Murray on behalf of Kansas Association of Community College Trustees,Establishing residency criteria for students of technical colleges.,http://kslegislature.org/li/b2023_24/measures/sb102/
SB0103,2023_2024_RS,As introduced,Committee on Public Health and Welfare,Committee on Public Health and Welfare,Mike O'Neal on behalf of The Association of Dental Support Organizations and the Kansas Dental Association,"Updating certain provisions of the Kansas dental practices act relating to dentist information requested by patients, in-person practice requirements in dental office using licensee's name, unprofessional conduct and patient complaints.",http://kslegislature.org/li/b2023_24/measures/sb103/
SB0104,2023_2024_RS,As Amended by Senate Committee; As introduced,Committee on Financial Institutions and Insurance,Committee on Financial Institutions and Insurance,"Eric Stafford, Kansas Chamber of Commerce",Allowing a surcharge when purchases are made with a credit or debit card.,http://kslegislature.org/li/b2023_24/measures/sb104/
SB0105,2023_2024_RS,As introduced,Committee on Agriculture and Natural Resources,Committee on Agriculture and Natural Resources,Senator Bowers,Authorizing the Kansas department of wildlife and parks to purchase land in Jewell county.,http://kslegislature.org/li/b2023_24/measures/sb105/
SB0106,2023_2024_RS,"Enrolled; As Amended by House Committee; As Amended by Senate Committee; As introduced; Fri, Apr 28, 2023",Committee on Transportation,Committee on Transportation,Sandy Braden on behalf of Alliance for Automotive Innovation,Reconciling multiple amendments to certain statutes.,http://kslegislature.org/li/b2023_24/measures/sb106/
SB0107,2023_2024_RS,As introduced,Committee on Federal and State Affairs,Committee on Federal and State Affairs,Senator Faust-Goudeau,Providing that family members of deceased crime victims have the right to sit in a designated seating area at or near the prosecution table during court proceedings.,http://kslegislature.org/li/b2023_24/measures/sb107/
SB0108,2023_2024_RS,As introduced,Senator Pittman; Senator Kloos,Senator Pittman; Senator Kloos,,Prohibiting motorcycle profiling by law enforcement agencies.,http://kslegislature.org/li/b2023_24/measures/sb108/
SB0109,2023_2024_RS,As introduced,Committee on Education,Committee on Education,Senator Doll,Deeming certain refugees as residents of the state for the purposes of tuition and fees at postsecondary educational institutions.,http://kslegislature.org/li/b2023_24/measures/sb109/
