bill_id,session,version_status,original_sponsor,current_sponsor,requested_by,title,bill_url
SB0375,2023_2024_RS,As introduced,Committee on Federal and State Affairs,Committee on Federal and State Affairs,Senator Thompson,Prohibiting the use of generative artificial intelligence to create false representations of candidates in election campaign media or of state officials.,http://kslegislature.org/li/b2023_24/measures/sb375/
SB0376,2023_2024_RS,As Amended by Senate Committee; As introduced,Committee on Assessment and Taxation,Committee on Assessment and Taxation,Riley Scott on behalf of Watco,Extending the time period for the single city port authority income tax credit.,http://kslegislature.org/li/b2023_24/measures/sb376/
SB0377,2023_2024_RS,Version 2; As introduced,Committee on Assessment and Taxation,Committee on Assessment and Taxation,Senator Pettey,"Substitute for SB 377 by Committee on Assessment and Taxation - Providing an income tax rate of 5.25% for individuals, increasing the income limit for the income tax subtraction modification for social security income, increasing the standard deduction by a cost-of-living adjustment, increasing the Kansas personal exemption, decreasing the privilege tax normal tax, establishing a 0% state rate for sales and use taxes for food and food ingredients on April 1, 2024, and increasing the extent of property tax exemption for residential property from the statewide school levy.",http://kslegislature.org/li/b2023_24/measures/sb377/
SB0378,2023_2024_RS,As introduced,Senator Olson,Senator Olson,,"Establishing the Kansas trade service scholarship act and making appropriations to the state board of regents for fiscal year 2025 to provide grants to community colleges, technical colleges and the Washburn institute of technology for capital improvements, repairs and maintenance of trade program buildings.",http://kslegislature.org/li/b2023_24/measures/sb378/
SB0379,2023_2024_RS,Enrolled; As introduced,Committee on Judiciary,Committee on Judiciary,Nancy Strouse on behalf of Kansas Judicial Council,"Providing a longer time for notice to creditors by publication when a petition for administration or probate of a will is filed, changing the process for transferring personal property by affidavit in small estates and modifying time requirements for notice by publication related to sales at public auction in the Kansas probate code.",http://kslegislature.org/li/b2023_24/measures/sb379/
SB0380,2023_2024_RS,As introduced,Committee on Judiciary,Committee on Judiciary,Nancy Strouse on behalf of Kansas Judicial Council,"Clarifying a special sentencing rule applicable to violations of criminal discharge of a firearm when a person was present in the dwelling, building, structure or motor vehicle at which the offender discharged a firearm.",http://kslegislature.org/li/b2023_24/measures/sb380/
SB0381,2023_2024_RS,Enrolled; As introduced,Committee on Judiciary,Committee on Judiciary,"Ed Klumpp on behalf of Kansas Peace Officers Association, Kansas Sheriffs' Association and Kansas Association of Chiefs of Police",Authorizing the board of county commissioners of any county that is not the most populous county in a multiple-county judicial district to appoint a coroner to serve as the district coroner for the county at the expense of the county.,http://kslegislature.org/li/b2023_24/measures/sb381/
SB0382,2023_2024_RS,As introduced,Committee on Ways and Means,Committee on Ways and Means,Senator Billinger,"Making and concerning appropriations for fiscal years 2024, 2025, 2026, 2027 and 2028 for state agencies, increasing expenditure limitations, authorizing certain transfers, funding of the fiscal year 2024 salary increase for certain state employees, transferring funds from the legislature employment security fund of the legislative coordinating council to the university of Kansas and Wichita state university health collaboration fund of the university of Kansas, to the Wichita state university and university of Kansas health collaboration fund of Wichita state university and to the state general fund and authorizing certain expenditures from the build Kansas matching grant fund.",http://kslegislature.org/li/b2023_24/measures/sb382/
SB0383,2023_2024_RS,As introduced,Committee on Local Government,Committee on Local Government,Senator O'Shea on behalf of Dave Jackson,Authorizing the board of directors for a drainage district to hold a meeting in executive session in accordance with the open meetings act.,http://kslegislature.org/li/b2023_24/measures/sb383/
SB0384,2023_2024_RS,"Enrolled; {As Amended by House Committee of the Whole}; As Amended by Senate Committee; As introduced; Thu, Apr 4, 2024",Committee on Local Government,Committee on Local Government,Spencer Duncan on behalf of League of Kansas Municipalities,Creating the Riley county unincorporated area nuisance abatement act and the Crawford county unincorporated area nuisance abatement act to establish procedures for the removal and abatement of nuisances in the unincorporated areas of such counties and the assessment of the costs for such abatement and specifying personnel requirements for ambulances making interfacility transfers in rural counties.,http://kslegislature.org/li/b2023_24/measures/sb384/
SB0385,2023_2024_RS,As introduced,Senator Pyle,Senator Pyle,,Designating the members of the Kansas senate as delegates to a convention of the states called pursuant to article V of the constitution of the United States.,http://kslegislature.org/li/b2023_24/measures/sb385/
SB0386,2023_2024_RS,{As Amended by Senate Committee of the Whole}; As Amended by Senate Committee; As introduced,Committee on Education,Committee on Education,"Katie Whisman on behalf of Katie Whisman Consulting, LLC",Requiring enrollment under the Kansas school equity and enhancement act to be determined using the current school year or the preceding school year.,http://kslegislature.org/li/b2023_24/measures/sb386/
SB0387,2023_2024_RS,"Enrolled; {As Amended by House Committee of the Whole}; Version 3; As Amended by Senate Committee; As introduced; Fri, Apr 26, 2024; Thu, Apr 4, 2024; Wed, Apr 3, 2024",Committee on Education,Committee on K-12 Education Budget,"Katie Whisman on behalf of Katie Whisman Consulting, LLC","House Substitute for SB 387 by Committee on K-12 Education Budget - Making appropriations for the department of education for FY 24, FY 25 and FY 26 and enacting, revising and abolishing certain statutes relating to the educational system.",http://kslegislature.org/li/b2023_24/measures/sb387/
SB0388,2023_2024_RS,As introduced,Committee on Financial Institutions and Insurance,Committee on Financial Institutions and Insurance,Senator Pittman,"Increasing the amount of retirant compensation subject to the statutory employer contribution rate to the first $40,000 earned by a retirant in a calendar year.",http://kslegislature.org/li/b2023_24/measures/sb388/
SB0389,2023_2024_RS,As introduced,Committee on Agriculture and Natural Resources,Committee on Agriculture and Natural Resources,Jackie Garagiola on behalf of Kansas Livestock Association,"Prohibiting entering or remaining on and knowingly making false statements to gain access to animal facilities and field crop production areas, providing penalties therefor and removing the intent to destroy property in the farm animal and field crop and research facilities protection act.",http://kslegislature.org/li/b2023_24/measures/sb389/
SB0390,2023_2024_RS,As introduced,Committee on Public Health and Welfare,Committee on Public Health and Welfare,Senator Steffen,Enacting the conscientious right to refuse act to prohibit discrimination against individuals to refuse medical care and creating a civil cause of action based on such discrimination; repealing the authority of the secretary of health and environment to quarantine individuals and impose associated penalties.,http://kslegislature.org/li/b2023_24/measures/sb390/
SB0391,2023_2024_RS,{As Amended by Senate Committee of the Whole}; As Amended by Senate Committee; As introduced,Committee on Public Health and Welfare,Committee on Public Health and Welfare,Senator Steffen,Enacting the constitutional right to health freedom act to regulate the activities of the secretary of health and environment related to public health functions; repealing statutes relating to the secretary's authority to quarantine individuals and impose associated penalties.,http://kslegislature.org/li/b2023_24/measures/sb391/
SB0392,2023_2024_RS,As introduced,Committee on Judiciary,Committee on Judiciary,Senator Claeys,Granting the medicaid inspector general access to the prescription monitoring program database without a warrant and replacing the member of the program advisory committee representing the Kansas bureau of investigation with a member appointed by the attorney general's office.,http://kslegislature.org/li/b2023_24/measures/sb392/
SB0393,2023_2024_RS,As introduced,Committee on Judiciary,Committee on Judiciary,"Marilyn Harp, Citizen",Requiring automated expungement of certain records from a person's criminal record to seal such records from public view and limit disclosure thereof.,http://kslegislature.org/li/b2023_24/measures/sb393/
SB0394,2023_2024_RS,Enrolled; As introduced,Committee on Judiciary,Committee on Judiciary,Senator Claeys,Requiring the use of age-verification technology to permit access to internet websites containing material that is harmful to minors.,http://kslegislature.org/li/b2023_24/measures/sb394/
SB0395,2023_2024_RS,As introduced,Committee on Ways and Means,Committee on Ways and Means,Senator Claeys,"Requiring the university of Kansas hospital authority to have prior approval from the legislature or the legislative coordinating council when the legislature is not is session, when purchasing, leasing, trading, exchanging or otherwise acquiring, constructing, repair, remodeling or renovating any real property or facility outside of the state of Kansas.",http://kslegislature.org/li/b2023_24/measures/sb395/
SB0396,2023_2024_RS,As introduced,Committee on Financial Institutions and Insurance,Committee on Financial Institutions and Insurance,Senator Pittman,"Reducing the waiting period for a KPERS retirant to return to work for a participating employer during a period beginning July 1, 2024, and ending July 1, 2029.",http://kslegislature.org/li/b2023_24/measures/sb396/
SB0397,2023_2024_RS,As introduced,Committee on Financial Institutions and Insurance,Committee on Financial Institutions and Insurance,Eric Turek on behalf of Kansas Insurance Department,Eliminating annual controlled business reporting requirements placed on title agents and insurers.,http://kslegislature.org/li/b2023_24/measures/sb397/
SB0398,2023_2024_RS,As Amended by House Committee; As introduced,Committee on Financial Institutions and Insurance,Committee on Financial Institutions and Insurance,Eric Turek on behalf of Kansas Insurance Department,Authorizing the commissioner of insurance to set the amount of certain fees and requiring the publication of such fees in the Kansas register.,http://kslegislature.org/li/b2023_24/measures/sb398/
SB0399,2023_2024_RS,Enrolled; As introduced,Committee on Transportation,Committee on Transportation,Senator Bowers,Requiring vehicle dealers and salvage vehicle dealers to file monthly reports by the 25th day of the month.,http://kslegislature.org/li/b2023_24/measures/sb399/
SB0400,2023_2024_RS,As introduced,Committee on Transportation,Committee on Transportation,Adam Lusker on behalf of Sporting Kansas City,Providing for the sporting Kansas City distinctive license plate.,http://kslegislature.org/li/b2023_24/measures/sb400/
SB0401,2023_2024_RS,As introduced,Committee on Federal and State Affairs,Committee on Federal and State Affairs,Senator Thompson,Requiring critical thinking be integrated into elementary and secondary instruction.,http://kslegislature.org/li/b2023_24/measures/sb401/
SB0402,2023_2024_RS,As introduced,Committee on Transportation,Committee on Transportation,Senator Shallenburger,Prohibiting crew size requirements for class II and class III railroads.,http://kslegislature.org/li/b2023_24/measures/sb402/
SB0403,2023_2024_RS,As introduced,Committee on Assessment and Taxation,Committee on Assessment and Taxation,Senator Reddi on behalf of Be Able Inc.,"Providing a sales tax exemption for be able, inc.",http://kslegislature.org/li/b2023_24/measures/sb403/
SB0404,2023_2024_RS,As introduced,Committee on Public Health and Welfare,Committee on Public Health and Welfare,,Permitting the use of expedited partner therapy to treat a sexually transmitted disease.,http://kslegislature.org/li/b2023_24/measures/sb404/
SB0405,2023_2024_RS,Enrolled; As introduced,Committee on Financial Institutions and Insurance,Committee on Financial Institutions and Insurance,Eric Turek on behalf of Kansas Insurance Department,Holding a control person liable for violations of the Kansas uniform securities act by an individual subject to discipline under the act unless the control person was unaware and could not reasonably have known of the violations of such individual.,http://kslegislature.org/li/b2023_24/measures/sb405/
SB0406,2023_2024_RS,As Amended by House Committee; As Amended by Senate Committee; As introduced,Committee on Financial Institutions and Insurance,Committee on Financial Institutions and Insurance,Brock Roehler on behalf of Office of the State Bank Commissioner,Enacting the Kansas money transmission act.,http://kslegislature.org/li/b2023_24/measures/sb406/
SB0407,2023_2024_RS,As Amended by Senate Committee; As introduced,Committee on Education,Committee on Education,Liz Sosa on behalf of American Board for Certification of Teacher Excellence,Requiring the state board of education to authorize teaching licenses for individuals who complete an alternative teacher certification program.,http://kslegislature.org/li/b2023_24/measures/sb407/
SB0408,2023_2024_RS,As introduced,Committee on Federal and State Affairs,Committee on Federal and State Affairs,Senator Holscher,Changing driving training requirements to allow driving school instructors to hold a valid driver's license from any state.,http://kslegislature.org/li/b2023_24/measures/sb408/
SB0409,2023_2024_RS,As introduced,Committee on Federal and State Affairs,Committee on Federal and State Affairs,Senator Thompson,Prohibiting any county or city legislation that would modify the established classes of individuals protected from discrimination under the Kansas act against discrimination.,http://kslegislature.org/li/b2023_24/measures/sb409/
SB0410,2023_2024_RS,"Enrolled; As Amended by House Committee; As Amended by Senate Committee; As introduced; Thu, Apr 4, 2024",Committee on Assessment and Taxation,Committee on Assessment and Taxation,Senator Tyson,"Reducing penalties for the late filing of or the failure to file statements listing personal property for assessment and the discovery of escaped personal property and reporting changes after initial statement, allowing for filing of an appraisal by a certified residential real property appraiser for appeal purposes, accounting for adverse influences in the valuation of agricultural land, including properties used for registered agritourism activities as land devoted to agricultural use for purposes of classification, providing a property tax exemption for new electric generation facilities, additions and new pollution control devices and discontinuing certain current property tax exemptions, providing that county clerks are not required to send revenue neutral rate notices to property owners of exempt property, modifying and prescribing the contents of the revenue neutral rate hearing notice, permitting a tax levy that generates the same amount of revenue as the previous year when the final assessed valuation decreases compared to the estimated assessed valuation, requiring that the governing body's vote be conducted on the same day as the commencement of the public hearing, extending reimbursement from the taxpayer notification costs fund for printing and postage costs for calendar year 2024, providing income tax subtraction modifications for certain federal credit disallowances and the employee retention credit disallowance and to permit the carryforward of certain net operating losses, clarifying the disallowed business interest expense deduction, extending the time period for the single city port authority tax credit, decreasing penalties for failing to timely remit withholding income taxes of employees by employers, clarifying the determination of taxable income of an electing pass-through entity and providing for the passing through of tax credits to electing pass-through entity owners relating to the salt parity act, providing countywide retailers' sales tax authority for Rawlins, Marshall and Neosho counties and authorizing teleconference or video conference hearings in the small claims and expedited hearings division of the state board of tax appeals.",http://kslegislature.org/li/b2023_24/measures/sb410/
SB0411,2023_2024_RS,As introduced,Senator Olson,Senator Olson,,"Abolishing the division of legislative post audit, creating the statewide elected office of state auditor and enacting the state audit act.",http://kslegislature.org/li/b2023_24/measures/sb411/
SB0412,2023_2024_RS,As introduced,Committee on Judiciary,Committee on Judiciary,Jeff Wagaman on behalf of Kansas County and District Attorneys Association,Modifying criminal sentencing rules applicable in multiple conviction cases where consecutive sentences may be imposed by the sentencing judge and the sentence for the primary crime is a nonprison sentence.,http://kslegislature.org/li/b2023_24/measures/sb412/
SB0413,2023_2024_RS,As introduced,Committee on Judiciary,Committee on Judiciary,Jeff Wagaman on behalf of Kansas County and District Attorneys Association,Specifying criminal penalties for unlawful distribution of fentanyl-related controlled substances when distributed by weight or dosage unit.,http://kslegislature.org/li/b2023_24/measures/sb413/
SB0414,2023_2024_RS,"Enrolled; As Further Amended by House Committee; As Amended by House Committee; As Amended by Senate Committee; As introduced; Fri, Apr 26, 2024",Committee on Judiciary,Committee on Judiciary,"Ed Klumpp on behalf of Kansas Peace Officers Association, Kansas Sheriffs' Association and Kansas Association of Chiefs of Police","Requiring certain persons on a third or subsequent conviction of driving under the influence to participate in a multidisciplinary model of services for substance use disorders, removing the requirement that municipal courts collect fingerprints from persons convicted of violating certain municipal ordinance provisions, amending the crime of aggravated endangering a child to increase the criminal penalties when bodily harm to the child results and when a child is in certain environments associated with fentanyl-related controlled substances, increasing the criminal penalties for unlawful distribution of fentanyl-related controlled substances, eliminating the element of concealment from the crime of breach of privacy related to installing or using a device to photograph or record another identifiable person under or through the clothing being worn by that other person or another identifiable person who is nude or in a state of undress, excluding certain types of incarceration time from being included in the allowance for time spent incarcerated when calculating a criminal defendant's sentence and updating the general terms of supervision for offenders on probation and postrelease supervision.",http://kslegislature.org/li/b2023_24/measures/sb414/
SB0415,2023_2024_RS,As introduced,Committee on Judiciary,Committee on Judiciary,Dan Burrows on behalf of Office of the Attorney General,"Creating the crime of organized retail crime, providing criminal penalties for violation thereof, increasing the criminal penalties for theft of certain property, including organized retail crime in the definition of racketeering activity under the Kansas racketeer influenced and corrupt organization act and authorizing the attorney general to prosecute crimes that are part of an alleged course of criminal conduct that occurred in two or more counties.",http://kslegislature.org/li/b2023_24/measures/sb415/
SB0416,2023_2024_RS,As introduced,Committee on Judiciary,Committee on Judiciary,John Monroe on behalf of Justice Action Network,"Prohibiting fines and fees from being assessed against a juvenile or a juvenile's parent, guardian or custodian in a case pursuant to the revised Kansas juvenile justice code.",http://kslegislature.org/li/b2023_24/measures/sb416/
SB0417,2023_2024_RS,{As Amended by Senate Committee of the Whole}; As Amended by Senate Committee; As introduced,Committee on Agriculture and Natural Resources,Committee on Agriculture and Natural Resources,Senator Peck,Limiting the secretary of wildlife and park's authority to exercise the right of eminent domain.,http://kslegislature.org/li/b2023_24/measures/sb417/
SB0418,2023_2024_RS,As introduced,Committee on Judiciary,Committee on Judiciary,Dan Burrows on behalf of Office of the Attorney General,Requiring the clerk of the appellate courts to publish monthly a list of cases of the supreme court and court of appeals in which a decision has not been entered and filed within six months of submission and a list of cases in which a petition for review has not been granted or denied within six months of submission.,http://kslegislature.org/li/b2023_24/measures/sb418/
SB0419,2023_2024_RS,"Enrolled; H Sub; As Amended by House Committee; As introduced; Fri, Apr 26, 2024",Committee on Judiciary,Committee on Corrections and Juvenile Justice,Dan Burrows on behalf of Office of the Attorney General,House Substitute for SB 419 by Committee on Corrections and Juvenile Justice - Providing immunity from prosecution for certain drug crimes when persons seek or provide medical assistance related to the use of a controlled substance.,http://kslegislature.org/li/b2023_24/measures/sb419/
SB0420,2023_2024_RS,"Enrolled; H Sub; As introduced; Fri, Apr 26, 2024",Committee on Judiciary,Committee on Corrections and Juvenile Justice,Jeff Wagaman on behalf of Kansas County and District Attorneys Association,House Substitute for SB 420 by Committee on Corrections and Juvenile Justice - Allowing juvenile offenders in the custody of the secretary of corrections to leave the juvenile correctional facility for certain programming and educational opportunities when approved by the secretary.,http://kslegislature.org/li/b2023_24/measures/sb420/
SB0421,2023_2024_RS,As introduced,Senator Blasi; Senator Alley; Senator Erickson; Senator Fagg; Senator Faust-Goudeau,Senator Blasi; Senator Alley; Senator Erickson; Senator Fagg; Senator Faust-Goudeau,,"Providing a sales tax exemption for exploration place, inc.",http://kslegislature.org/li/b2023_24/measures/sb421/
SB0422,2023_2024_RS,As introduced,Committee on Utilities,Committee on Utilities,Senator Warren,"Increasing the capacity limitation for the total amount of facilities subject to net metering that may operate within the service territory of investor-owned electric utilities, requiring facilities to be appropriately sized based on the customer's average load and establishing requirements for exporting power to a utility from a facility subject to net metering.",http://kslegislature.org/li/b2023_24/measures/sb422/
SB0423,2023_2024_RS,"As Amended by House Committee; As Amended by Senate Committee; As introduced; Thu, Apr 4, 2024",Committee on Financial Institutions and Insurance,Committee on Financial Institutions and Insurance,Eric Turek on behalf of Kansas Insurance Department,Reducing the number of appointed board members on certain insurance-related governing boards and the frequency of meetings of the the committee on surety bonds and insurance.,http://kslegislature.org/li/b2023_24/measures/sb423/
SB0424,2023_2024_RS,Enrolled; As introduced,Committee on Federal and State Affairs,Committee on Federal and State Affairs,Senator Petersen on behalf of Kansas Department of Transportation,Providing for geographic positions or locations of points within the state of Kansas under the Kansas plane coordinate system act.,http://kslegislature.org/li/b2023_24/measures/sb424/
SB0425,2023_2024_RS,As introduced,Committee on Federal and State Affairs,Committee on Federal and State Affairs,Senator Erickson,Providing for child support orders for unborn children from the date of conception.,http://kslegislature.org/li/b2023_24/measures/sb425/
SB0426,2023_2024_RS,As Amended by Senate Committee; As introduced,Committee on Transportation,Committee on Transportation,Senator Kloos,Creating a crime for injuring or causing death of certain authorized emergency vehicle operators and establishing penalties therefor and increasing penalties for unlawful passing of stationary authorized emergency vehicle.,http://kslegislature.org/li/b2023_24/measures/sb426/
SB0427,2023_2024_RS,{As Amended by Senate Committee of the Whole}; As introduced,Committee on Education,Committee on Education,Mike O'Neal on behalf of Kansas Policy Institute,"Requiring school districts to publicly list the names and email addresses of current school board members, authorizing local school board members to add new items to board meeting discussions, ask questions or engage in discussion with members of the public and access school property, authorizing members of the public to address school boards at board meetings and authorizing payment of annual dues to any not-for-profit organization that provides services to member school districts.",http://kslegislature.org/li/b2023_24/measures/sb427/
SB0428,2023_2024_RS,As Amended by Senate Committee; As introduced,Committee on Education,Committee on Education,Mike O'Neal on behalf of Kansas Policy Institute,"Requiring that each attendance center needs assessment be conducted by the local board of education and include input from board members, teachers, school site councils and school administrators and that board members receive certain state assessment data and identifying allocations of money in the school district budget and budget summary.",http://kslegislature.org/li/b2023_24/measures/sb428/
SB0429,2023_2024_RS,As introduced,Committee on Assessment and Taxation,Committee on Assessment and Taxation,Senator Holland,"Reducing the state rate of tax on sales of food and food ingredients to 0% on April 1, 2024.",http://kslegislature.org/li/b2023_24/measures/sb429/
SB0430,2023_2024_RS,Enrolled; As introduced,Committee on Commerce,Committee on Commerce,Senator Erickson,"Providing workers compensation act coverage for the Kansas national guard, limiting benefit reductions for retirement benefits, increasing dependents death benefits, reducing certain functional impairment requirements, increasing compensation for certain disability categories and for treatment without authorization, raising the evidentiary standard for future medical treatment, limiting certain procedures for post-award medical benefit claims, allowing benefit payment by funds transfer or payment cards, establishing procedures for neutral healthcare examinations, exchanges and admission of medical reports, extending employee injury notification deadlines, eliminating the deadline for motions to avoid dismissal for lack of prosecution, providing for expedited settlement and digital recording of hearings and other changes to the workers compensation act.",http://kslegislature.org/li/b2023_24/measures/sb430/
SB0431,2023_2024_RS,Enrolled; As introduced,Senator Blasi; Senator Bowers; Senator Wilborn,Senator Blasi; Senator Bowers; Senator Wilborn,,Directing the capitol preservation committee to approve plans for a memorial honoring Emil Joseph Kapaun.,http://kslegislature.org/li/b2023_24/measures/sb431/
SB0432,2023_2024_RS,As introduced,Senator Holscher; Senator Peck,Senator Holscher; Senator Peck,,Prohibiting advertising of sports wagering through internet websites and electronic device applications.,http://kslegislature.org/li/b2023_24/measures/sb432/
SB0433,2023_2024_RS,Enrolled; As introduced,Committee on Public Health and Welfare,Committee on Public Health and Welfare,Leigh Keck on behalf of Kansas Department for Aging and Disability Services,Clarifying practice privileges of institutional license holders.,http://kslegislature.org/li/b2023_24/measures/sb433/
SB0434,2023_2024_RS,Enrolled; {As Amended by Senate Committee of the Whole}; As introduced,Committee on Public Health and Welfare,Committee on Public Health and Welfare,Senator Erickson,Exempting the practice of hair removal by sugaring from the definition of cosmetology.,http://kslegislature.org/li/b2023_24/measures/sb434/
SB0435,2023_2024_RS,As introduced,Committee on Federal and State Affairs,Committee on Federal and State Affairs,Senator Faust-Goudeau,"Providing a sales tax exemption for period products, diapers and incontinence products.",http://kslegislature.org/li/b2023_24/measures/sb435/
SB0436,2023_2024_RS,As introduced,Committee on Assessment and Taxation,Committee on Assessment and Taxation,John Wilson on behalf of Kansas Action for Children,Establishing a child income tax credit.,http://kslegislature.org/li/b2023_24/measures/sb436/
SB0437,2023_2024_RS,As introduced,Committee on Education,Committee on Education,"John Monroe on behalf of yes. every kid., Inc.",Establishing the Kansas education enrichment program to provide educational awards to elementary and secondary school students for qualifying expenses for educational goods and services.,http://kslegislature.org/li/b2023_24/measures/sb437/
SB0438,2023_2024_RS,"Enrolled; {As Amended by House Committee of the Whole}; As Amended by Senate Committee; As introduced; Thu, Apr 4, 2024; Thu, Apr 4, 2024",Committee on Education,Committee on Education,Senator Dietrich on behalf of State Board of Regents,"Establishing the Kansas blueprint for literacy and a literacy advisory committee, directing the board of regents to appoint a director of literacy education, requiring the board of regents and board of education to collaborate on a literacy micro-credential, providing university presidents and deans of education oversight over postsecondary literacy courses, requiring a plan to establish centers of excellence in reading, requiring the board of education to submit annual reports to the legislature on literacy goals; establishing the Kansas education opportunity scholarship to replace the Kansas ethnic minority scholarship, removing limits on Kansas nursing service scholarship awards and modifying the interest rate terms and repayment obligations for such awards, eliminating the requirement to subtract other aid from the state payment for the AO-K program, modifying financial limitations on Kansas hero's scholarship awards and broadening eligibility requirements for such awards.",http://kslegislature.org/li/b2023_24/measures/sb438/
SB0439,2023_2024_RS,As introduced,Committee on Judiciary,Committee on Judiciary,Senator Corson,Prohibiting the use of restraints during hearings under the revised Kansas juvenile justice code unless restraints are deemed appropriate by the court.,http://kslegislature.org/li/b2023_24/measures/sb439/
SB0440,2023_2024_RS,As introduced,Committee on Judiciary,Committee on Judiciary,Senator Baumgardner,Prohibiting suspension of a person's driving privileges or driver's license due to nonpayment of fines or court costs from traffic citations.,http://kslegislature.org/li/b2023_24/measures/sb440/
SB0441,2023_2024_RS,As introduced,Committee on Judiciary,Committee on Judiciary,Senator Warren,"Enacting the fairness in condemnation act to require the condemning authority to provide the property owner notice of a planned condemnation proceeding, an offer for purchase and a court review of compliance with this act.",http://kslegislature.org/li/b2023_24/measures/sb441/
SB0442,2023_2024_RS,As introduced,Committee on Judiciary,Committee on Judiciary,Marisa Bayless on behalf of Office of Judicial Administration,Prohibiting assignment of persons found not guilty by reason of mental disease or defect to supervision by court services officers.,http://kslegislature.org/li/b2023_24/measures/sb442/
SB0443,2023_2024_RS,As introduced,Committee on Judiciary,Committee on Judiciary,Allie Devine on behalf of Kansas Farm Bureau,Requiring landowners whose land is taken by eminent domain for electric transmission lines to be compensated at not less than fair market value multiplied by 150%.,http://kslegislature.org/li/b2023_24/measures/sb443/
SB0444,2023_2024_RS,As introduced,Committee on Judiciary,Committee on Judiciary,Senator Bowers,Providing that the attorney members of the board of trustees of a county law library in certain counties shall be appointed by the chief judge of the judicial district and allowing such boards to authorize the chief judge to use certain fees for the purpose of facilitating and enhancing functions of the district court of the county.,http://kslegislature.org/li/b2023_24/measures/sb444/
SB0445,2023_2024_RS,As introduced,Committee on Federal and State Affairs,Committee on Federal and State Affairs,Senator Blasi,Establishing minimum training requirements for law enforcement and emergency medical services personnel on interacting with individuals with dementia.,http://kslegislature.org/li/b2023_24/measures/sb445/
SB0446,2023_2024_RS,As introduced,Committee on Federal and State Affairs,Committee on Federal and State Affairs,Senator Thompson,Prohibiting acquisitions of ownership interests in certain Kansas real property by foreign individuals and entities unless authorized by the state land council and establishing the state land council.,http://kslegislature.org/li/b2023_24/measures/sb446/
SB0447,2023_2024_RS,As introduced,Committee on Federal and State Affairs,Committee on Federal and State Affairs,Senator Faust-Goudeau,"Directing the state treasurer to establish a mortgage insurance program for certain individuals and establishing the homes for every local protector, educator and responder act of Kansas.",http://kslegislature.org/li/b2023_24/measures/sb447/
SB0448,2023_2024_RS,As introduced,Committee on Judiciary,Committee on Judiciary,Senator Corson,"Establishing procedures in the Kansas code of procedure for municipal courts related to determination of an accused person's competency to stand trial and requiring the secretary for aging and disability services to reimburse counties for the costs of keeping persons in the custody of a county jail awaiting examination, evaluation or treatment.",http://kslegislature.org/li/b2023_24/measures/sb448/
SB0449,2023_2024_RS,As introduced,Committee on Judiciary,Committee on Judiciary,Senator Warren,Expanding the definition of healthcare provider for individuals providing care at the scene of an emergency or accident.,http://kslegislature.org/li/b2023_24/measures/sb449/
SB0450,2023_2024_RS,As introduced,Committee on Public Health and Welfare,Committee on Public Health and Welfare,Senator O'Shea,Establishing the Kansas Alzheimer's disease advisory council.,http://kslegislature.org/li/b2023_24/measures/sb450/
SB0451,2023_2024_RS,As introduced,Committee on Assessment and Taxation,Committee on Assessment and Taxation,Senator Francisco,Creating the Dwayne Peaslee technical training center district act to authorize the establishment of the Dwayne Peaslee technical training center district in Douglas county.,http://kslegislature.org/li/b2023_24/measures/sb451/
SB0452,2023_2024_RS,As introduced,Committee on Assessment and Taxation,Committee on Assessment and Taxation,Senator Tyson,Excluding certain school district bond and interest levies from increased property tax homestead refund claim amounts.,http://kslegislature.org/li/b2023_24/measures/sb452/
SB0453,2023_2024_RS,As introduced,Committee on Assessment and Taxation,Committee on Assessment and Taxation,Senator Tyson,Excluding social security payments from household income and expanding eligibility related to increased property tax homestead property tax refund claims.,http://kslegislature.org/li/b2023_24/measures/sb453/
SB0454,2023_2024_RS,As introduced,Committee on Assessment and Taxation,Committee on Assessment and Taxation,Senator Tyson,Providing a sales tax exemption for purchases of property and services by nonprofit organizations distributing food pursuant to a food distribution program on a charitable basis.,http://kslegislature.org/li/b2023_24/measures/sb454/
SB0455,2023_2024_RS,"Enrolled; As Amended by House Committee; As Amended by Senate Committee; As introduced; Wed, Apr 3, 2024",Committee on Utilities,Committee on Utilities,Laura Lutz on behalf of Evergy,Prohibiting public utilities from exercising eminent domain for the siting or placement of solar generation facilities.,http://kslegislature.org/li/b2023_24/measures/sb455/
SB0456,2023_2024_RS,As introduced,Committee on Utilities,Committee on Utilities,Eric Stafford on behalf of Kansas Chamber of Commerce,"Establishing a rebuttable presumption against retirement of fossil fuel-fired electric generating units, requiring the state corporation commission to report on such retirements and extending the timelines for the commission to make a determination regarding rate-making treatment for generating or transmission facilities.",http://kslegislature.org/li/b2023_24/measures/sb456/
SB0457,2023_2024_RS,{As Amended by Senate Committee of the Whole}; As introduced,Committee on Utilities,Committee on Utilities,Claudia Hissong on behalf of Kansas Farm Bureau,Prohibiting public utilities from exercising eminent domain for the siting or placement of solar facilities.,http://kslegislature.org/li/b2023_24/measures/sb457/
