bill_id,term,session,summary,commem
LB0768,2023_2024,RS,Transfer money from the Cash Reserve Fund to the Critical Infrastructure Facilities Cash Fund,0
LB0769,2023_2024,RS,Authorize use of the Critical Infrastructure Facilities Cash Fund to develop a sewer system,0
LB0769A,2023_2024,RS,Appropriation Bill,0
LB0770,2023_2024,RS,"Require the Secretary of State to audit the offices of the Department of Motor Vehicles, the election commissioners, and the county clerks and all polling places for compliance with the Americans with Disabilities Act",0
LB0771,2023_2024,RS,Provide for grants under the Veteran and Active Duty Supportive Postsecondary Institution Act from the Veterans' Aid Income Fund,0
LB0772,2023_2024,RS,Create the Residential Youth Parenting Facility Grant Program,0
LB0773,2023_2024,RS,Require voter approval of taxes on wireless services,0
LB0774,2023_2024,RS,Change provisions relating to the Student Discipline Act,0
LB0775,2023_2024,RS,"Change provisions relating to horseracing, the Nebraska Bingo Act, the Nebraska County and City Lottery Act, the Nebraska Racetrack Gaming Act, and the Nebraska Visitors Development Act",0
LB0776,2023_2024,RS,Provide for nomination and election of candidates on the nonpartisan ballot,0
LB0777,2023_2024,RS,Change provisions of the Automatic License Plate Reader Privacy Act,0
LB0778,2023_2024,RS,Change the Pharmacy Benefit Manager Licensure and Regulation Act,0
LB0779,2023_2024,RS,Limit the amount an insured pays for prescription insulin drugs,0
LB0780,2023_2024,RS,Provide state funding to cover the education costs of certain students if an educational facility for handicapped students closes,0
LB0781,2023_2024,RS,State intent to appropriate funds to the State Department of Education,0
LB0782,2023_2024,RS,Change provisions relating to salvage branded certificates of title and consumer care of motor vehicles,0
LB0783,2023_2024,RS,Eliminate the levy authority of community college areas,0
LB0784,2023_2024,RS,Appropriate funds to the Department of Economic Development,0
LB0785,2023_2024,RS,State intent to appropriate funds to the Department of Natural Resources and the Department of Economic Development,0
LB0786,2023_2024,RS,State intent to appropriate funds to the Department of Economic Development,0
LB0787,2023_2024,RS,Adopt the STEEM Development Act,0
LB0787A,2023_2024,RS,Appropriation Bill,0
LB0788,2023_2024,RS,Designate the Nebraska State Patrol as the agency to investigate criminal activity within Department of Correctional Services correctional facilities,0
LB0789,2023_2024,RS,Appropriate funds to the Department of Economic Development,0
LB0790,2023_2024,RS,"Adopt the Community Work Release and Treatment Centers Act and change provisions relating to the Board of Parole, the Department of Correctional Services, and the Office of Probation Administration",0
LB0791,2023_2024,RS,Appropriate funds to the Commission on African American Affairs,0
LB0792,2023_2024,RS,Provide for a pilot program for assessing and treating post traumatic stress disorder,0
LB0793,2023_2024,RS,Provide duties for judges relating to problem solving courts,0
LB0794,2023_2024,RS,Adopt the Nursing Incentives Scholarship Act,0
LB0795,2023_2024,RS,Provide immunity for administration of naloxone or other federally approved opioid antagonists,0
LB0796,2023_2024,RS,Provide for the Department of Transportation to develop and administer a safety oversight program for rail transit systems,0
LB0797,2023_2024,RS,Change provisions of the Convention Center Facility Financing Assistance Act,0
LB0798,2023_2024,RS,Appropriate funds to the Department of Economic Development,0
LB0799,2023_2024,RS,"Change judges' salaries, judgeships in county courts and the Nebraska Workers' Compensation Court, and provisions relating to the Supreme Court and the College of Law",0
LB0799A,2023_2024,RS,Appropriation Bill,0
LB0800,2023_2024,RS,Change provisions relating to the Superintendent Pay Transparency Act and provide a limit for superintendent and educational service unit administrator compensation,0
LB0801,2023_2024,RS,State intent to transfer money to the Middle Income Workforce Housing Investment Fund and the Affordable Housing Trust Fund,0
LB0802,2023_2024,RS,State intent to appropriate funds to the Board of Regents of the University of Nebraska,0
LB0803,2023_2024,RS,Change provisions of the Sports Arena Facility Financing Assistance Act,0
LB0804,2023_2024,RS,Change corporate income tax rates,0
LB0805,2023_2024,RS,"Require schools to allow certain youth organizations to provide information, services, and activities",0
LB0806,2023_2024,RS,Change individual income tax rates,0
LB0807,2023_2024,RS,Provide for one license plate per vehicle,0
LB0808,2023_2024,RS,Provide for counting and recounting ballots under the Election Act by hand count,0
LB0809,2023_2024,RS,Change limitations on applications under the Nebraska Advantage Rural Development Act,0
LB0810,2023_2024,RS,Adopt the Medical Ethics and Diversity Act,0
LB0811,2023_2024,RS,"Change provisions relating to the Student Discipline Act and provide for use of physical contact or physical restraint or removal from a class in response to student behavior, provide for behavioral awareness and intervention training, and change provisions relating to lottery funds used for education",0
LB0812,2023_2024,RS,State intent to appropriate funds to the Department of Administrative Services,0
LB0813,2023_2024,RS,"Provide, change, and eliminate provisions relating to appropriations",0
LB0814,2023_2024,RS,"Appropriate funds for the expenses of Nebraska State Government for the biennium ending June 30, 2025, and appropriate Federal Funds allocated to the State of Nebraska pursuant to the federal American Rescue Plan Act of 2021",0
LB0815,2023_2024,RS,Appropriate funds for salaries of members of the Legislature,0
LB0816,2023_2024,RS,Appropriate funds for salaries of constitutional officers,0
LB0817,2023_2024,RS,Appropriate funds for capital construction,0
LB0818,2023_2024,RS,"Provide for transfers of funds, create funds, and change and eliminate provisions regarding the sources, uses, and transfers of funds",0
LB0819,2023_2024,RS,Change provisions relating to the Cash Reserve Fund,0
LB0820,2023_2024,RS,Adopt the Agricultural Valuation Fairness Act,0
LB0001,2023_2024,RS,"Adopt the Property Tax Growth Limitation Act, the School District Property Tax Relief Act, and the Advertising Services Tax Act and change revenue and taxation provisions",0
LB0002,2023_2024,RS,"Provide, change, and eliminate appropriations for operations of state government",0
LB0003,2023_2024,RS,"Provide, change, and eliminate provisions relating to funds",0
LB0004,2023_2024,RS,Appropriate funds for special session expenses,0
LB0005,2023_2024,RS,Change requirements relating to proposals for constitutional amendments submitted by the Legislature,0
LB0006,2023_2024,RS,Adopt the Fantasy Contests Act and provide a gambling exception,0
LB0007,2023_2024,RS,Change provisions relating to individual income tax rates,0
LB0008,2023_2024,RS,Provide for a luxury tax on certain purchases,0
LB0009,2023_2024,RS,"Change, add, and eliminate certain calculations and provisions under the Tax Equity and Educational Opportunities Support Act, state intent regarding transfers to the Education Future Fund, and change provisions relating to property tax levies for school districts",0
LB0009A,2023_2024,RS,Appropriation Bill,0
LB0010,2023_2024,RS,Change provisions relating to individual and corporate income tax rates,0
LB0011,2023_2024,RS,Change the cigarette tax and provide for distribution of tax proceeds,0
LB0012,2023_2024,RS,Adopt the School District Property Tax Relief Act and change the Nebraska Property Tax Incentive Act,0
LB0013,2023_2024,RS,"Allow an authorized gaming operator to conduct sports wagering by means of an online sports wagering platform under the Nebraska Racetrack Gaming Act, change the distribution of taxes collected from sports wagering, and change requirements relating to proposals for constitutional amendments submitted by the Legislature",0
LB0014,2023_2024,RS,Provide an income tax credit for renters,0
LB0015,2023_2024,RS,Change requirements relating to proposals for constitutional amendments submitted by the Legislature,0
LB0016,2023_2024,RS,Adopt the Nebraska EPIC Option Consumption Tax Act and terminate tax provisions,0
LB0016A,2023_2024,RS,Appropriation Bill,0
LB0017,2023_2024,RS,Repeal the Perkins County Canal Project Act and provide for the termination of the Perkins County Canal Project Fund,0
LB0018,2023_2024,RS,Change requirements relating to proposals for constitutional amendments submitted by the Legislature,0
LB0019,2023_2024,RS,Provide an excise tax on delivery sales,0
LB0020,2023_2024,RS,Provide an income tax credit for renters and change provisions relating to a property tax credit,0
LB0020A,2023_2024,RS,Appropriation Bill,0
LB0021,2023_2024,RS,Change requirements relating to proposals for constitutional amendments submitted by the Legislature,0
LB0022,2023_2024,RS,Create a homestead exemption,0
LB0023,2023_2024,RS,Change provisions relating to the Cash Reserve Fund,0
LB0024,2023_2024,RS,Change provisions relating to appropriations,0
LB0025,2023_2024,RS,Adopt the Prison Population Reduction and Property Tax Relief Act and provide for early discharge from parole and for recommendations for commutations of certain sentences,0
LB0026,2023_2024,RS,Provide for a retail delivery fee,0
LB0027,2023_2024,RS,Adopt the Property Tax Circuit Breaker Act,0
LB0028,2023_2024,RS,Change calculation of the base limitation for political subdivision budgets,0
LB0029,2023_2024,RS,Provide for the sale of certain state-owned aircraft and prohibit the acquisition or maintenance of certain aircraft,0
LB0030,2023_2024,RS,Change provisions relating to homestead exemptions for certain disabled veterans and surviving spouses,0
LB0031,2023_2024,RS,Provide for an excise tax on individual incomes and create the Tax Equity Cash Fund,0
LB0032,2023_2024,RS,Redefine terms related to sports wagering under the Nebraska Racetrack Gaming Act,0
LB0033,2023_2024,RS,Change provisions relating to tax credits for school district taxes paid under the Nebraska Property Tax Incentive Act,0
LB0034,2023_2024,RS,Adopt the Property Tax Growth Limitation Act and the School District Property Tax Relief Act and change provisions relating to revenue and taxation,0
LB0034A,2023_2024,RS,Appropriation Bill,0
LB0035,2023_2024,RS,Adjust the nameplate capacity tax for inflation,0
LB0036,2023_2024,RS,Provide a real estate transfer tax on mansions and an income tax credit for payment of the real estate transfer tax,0
LB0037,2023_2024,RS,Change provisions relating to property that is exempt from property taxes,0
LB0038,2023_2024,RS,Change provisions relating to property that is exempt from property taxes,0
LB0039,2023_2024,RS,Change provisions relating to homestead exemptions,0
LB0040,2023_2024,RS,"Change provisions relating to the determination, apportionment, adjustment, and reporting of taxable income for corporations and other unitary businesses",0
LB0041,2023_2024,RS,Change the tax on sales of electronic nicotine delivery systems,0
LB0042,2023_2024,RS,Provide a duty for the Education Committee of the Legislature related to the Tax Equity and Educational Opportunities Support Act,0
LB0043,2023_2024,RS,State findings related to school funding,0
LB0043A,2023_2024,RS,Appropriation Bill,0
LB0044,2023_2024,RS,Change the earned income tax credit,0
LB0045,2023_2024,RS,Change provisions relating to local system formula resources under the Tax Equity and Educational Opportunities Support Act,0
LB0046,2023_2024,RS,Provide for transfer of duties of clerks of the district court to clerk magistrates,0
LB0047,2023_2024,RS,Eliminate the franchise tax and require financial institutions to pay the corporate income tax,0
LB0048,2023_2024,RS,Provide for a delivery fee for delivery sales,0
LB0049,2023_2024,RS,Adopt the Aid to Municipalities Act,0
LB0050,2023_2024,RS,Change provisions relating to taxes imposed on the average wholesale price of gasoline,0
LB0051,2023_2024,RS,Provide an income tax adjustment for unrealized capital gains,0
LB0052,2023_2024,RS,Adopt the Cannabis Control Act and the Cannabis Conviction Clean Slate Act,0
LB0053,2023_2024,RS,Provide powers and duties for the Jail Standards Board for reimbursement of counties for jail expenses,0
LB0054,2023_2024,RS,Provide for powers and duties of county attorneys and deputy county attorneys in certain counties to be performed by district attorneys and deputy district attorneys appointed by the Attorney General,0
LB0055,2023_2024,RS,Provide for a luxury tax on certain purchases,0
LB0056,2023_2024,RS,Provide salary limitations for certain elected officials of political subdivisions,0
LB0057,2023_2024,RS,"Allow claims involving death, child abuse, or sexual assault of a child under the Political Subdivisions Tort Claims Act and State Tort Claims Act and change provisions of the Consumer Protection Act and Uniform Deceptive Trade Practices Act relating to civil penalties",0
LB0058,2023_2024,RS,Appropriate funds to the Department of Natural Resources for the construction of solar panels and property tax relief,0
LB0059,2023_2024,RS,Provide for reports to the Judiciary Committee on the use of taxes in the judicial system,0
LB0060,2023_2024,RS,"Change tax provisions relating to cigars, cheroots, and stogies",0
LB0061,2023_2024,RS,Require a school district to cover certain costs of a student that transfers from such school district as a result of discrimination,0
LB0062,2023_2024,RS,Adopt the Solar Panel Energy Property Tax Reduction Act,0
LB0062A,2023_2024,RS,Appropriation Bill,0
LB0063,2023_2024,RS,"State legislative intent relating to the sales tax, the income tax, and the property tax",0
LB0064,2023_2024,RS,"State legislative intent relating to tax credits, local option sales taxes, and a property tax relief program",0
LB0065,2023_2024,RS,Impose an excise tax on the sale of ammunition and provide grant programs relating to post-traumatic stress disorder and wildlife management,0
LB0066,2023_2024,RS,"Change provisions relating to fish hatcheries, wildlife management, the Nebraska Rural Project Act, and appropriations to the Game and Parks Commission",0
LB0067,2023_2024,RS,Change provisions relating to the levy authority of natural resources districts,0
LB0068,2023_2024,RS,Adopt the Aid to Municipalities Act and change provisions relating to taxes imposed on the average wholesale price of gasoline,0
LB0069,2023_2024,RS,Rename and change the Property Tax Credit Act and the Property Tax Credit Cash Fund,0
LB0070,2023_2024,RS,Adopt the Reimbursable Performance-Based Grants Act,0
LB0071,2023_2024,RS,Adopt the Nebraska Cannabis Legalization and Revenue Allocation Act and the Cannabis Conviction Relief Act,0
LB0071A,2023_2024,RS,Appropriation Bill,0
LB0072,2023_2024,RS,Change provisions relating to valuation of residential real property for property tax purposes,0
LB0073,2023_2024,RS,Change provisions relating to homestead exemptions,0
LB0074,2023_2024,RS,Change requirements relating to proposals for constitutional amendments submitted by the Legislature,0
LB0075,2023_2024,RS,Adopt the Long-Term Owner Homestead Exemption Act,0
LB0076,2023_2024,RS,Adopt the Employee Contributions Tax Incentive Act,0
LB0077,2023_2024,RS,Adopt the Long-Term Resident Homestead Exemption Act,0
LB0078,2023_2024,RS,Change provisions relating to the issuance of bonds in a city of the metropolitan class,0
LB0079,2023_2024,RS,Change the amount of certain homestead exemptions,0
LB0080,2023_2024,RS,"Adopt the Property Tax Growth Limitation Act, change revenue and taxation provisions, and terminate the Property Tax Request Act",0
LB0081,2023_2024,RS,Provide a termination date for the Tax Equity and Educational Opportunities Support Act,0
LB0126A,2023_2024,RS,Appropriation Bill,0
LB0130A,2023_2024,RS,Appropriation Bill,0
LB0164A,2023_2024,RS,Appropriation Bill,0
LB0196A,2023_2024,RS,Appropriation Bill,0
LB0204A,2023_2024,RS,Appropriation Bill,0
LB0218A,2023_2024,RS,Appropriation Bill,0
LB0233A,2023_2024,RS,Appropriation Bill,0
LB0262A,2023_2024,RS,Appropriation Bill,0
LB0287A,2023_2024,RS,Appropriation Bill,0
LB0348A,2023_2024,RS,Appropriation Bill,0
LB0358A,2023_2024,RS,Appropriation Bill,0
LB0388A,2023_2024,RS,Appropriation Bill,0
LB0484A,2023_2024,RS,Appropriation Bill,0
LB0600A,2023_2024,RS,Appropriation Bill,0
LB0631A,2023_2024,RS,Appropriation Bill,0
LB0635A,2023_2024,RS,Appropriation Bill,0
LB0644A,2023_2024,RS,Appropriation Bill,0
LB0685A,2023_2024,RS,Appropriation Bill,0
LB0771A,2023_2024,RS,Appropriation Bill,0
LB0821,2023_2024,RS,Change provisions relating to the preliminary or advanced enrollment of certain students,0
LB0822,2023_2024,RS,Adopt the Social Worker Licensure Compact and change provisions relating to criminal background checks,0
LB0823,2023_2024,RS,Adopt the Physician Assistant (PA) Licensure Compact and change provisions relating to criminal background checks,0
LB0824,2023_2024,RS,Adopt the Dentist and Dental Hygienist Compact and change provisions relating to criminal background checks,0
LB0825,2023_2024,RS,Adopt the Nebraska Farmers of Color Opportunity Act and provide tax credits,0
LB0826,2023_2024,RS,"Provide for combination fishing, fur-harvesting, and hunting permits and stamps and state park entry permits for resident and nonresident veterans and active duty military personnel",0
LB0827,2023_2024,RS,Adopt the Entertainment Industry Child Performer Protection Act,0
LB0828,2023_2024,RS,"Change provisions of the Nebraska Apiary Act and provide for the Pollinator Task Force, the Nebraska Apiary Registry, and immunity for certain damages relating to bees",0
LB0829,2023_2024,RS,Change provisions relating to insurance coverage for screening for colorectal cancer,0
LB0829A,2023_2024,RS,Appropriation Bill,0
LB0830,2023_2024,RS,Designate a state tartan,0
LB0831,2023_2024,RS,Change provisions of the Noxious Weed Control Act and provide for control of restricted plants,0
LB0832,2023_2024,RS,Authorize acceptance of cession or retrocession of federal jurisdiction for juvenile matters and provide for concurrent jurisdiction,0
LB0833,2023_2024,RS,Adopt the Prescription Drug Affordability Act,0
LB0834,2023_2024,RS,Establish requirements for a resident dental license,0
LB0835,2023_2024,RS,Adopt the School Psychologist Interstate Licensure Compact,0
LB0836,2023_2024,RS,Provide requirements for retail licensees relating to the display of co-branded alcoholic beverages under the Nebraska Liquor Control Act,0
LB0837,2023_2024,RS,Change procedures for voting or election precincts for public power districts,0
LB0838,2023_2024,RS,Change provisions relating to the appointment of members of the Nebraska Arts Council,0
LB0839,2023_2024,RS,Change provisions relating to the executive director and members of the State Racing and Gaming Commission,0
LB0840,2023_2024,RS,Adopt the Poverty Elimination Action Plan Act and change provisions of the Middle Income Workforce Housing Investment Act and the Nebraska Housing Agency Act,0
LB0841,2023_2024,RS,Adopt the School Leadership Engagement Act,0
LB0842,2023_2024,RS,"Change provisions relating to affordable housing under the Municipal Density and Missing Middle Housing Act, the Nebraska Affordable Housing Act, and the Nebraska Housing Agency Act",0
LB0843,2023_2024,RS,Change provisions of the Middle Income Workforce Housing Investment Act,0
LB0844,2023_2024,RS,Change provisions of the Farm Labor Contractors Act,0
LB0845,2023_2024,RS,Prohibit eviction of certain tenants during the school year,0
LB0846,2023_2024,RS,Adopt the Bed Bug Detection and Treatment Act,0
LB0847,2023_2024,RS,Change provisions relating to emergency response agreements with other states and withdraw from the Interstate Civil Defense and Disaster Compact,0
LB0848,2023_2024,RS,Change the maximum age for the Adjutant General,0
LB0849,2023_2024,RS,Change provisions relating to insurance rate adjustments,0
LB0850,2023_2024,RS,Change the authorized use of certain Federal Funds for housing,0
LB0851,2023_2024,RS,Change provisions relating to internship grants,0
LB0852,2023_2024,RS,Change provisions of the Medicare Supplement Insurance Minimum Standards Act,0
LB0853,2023_2024,RS,Change provisions relating to homestead exemptions,0
LB0854,2023_2024,RS,"Change examination eligibility, certification, and permitting requirements relating to certified public accountants",0
LB0855,2023_2024,RS,Prohibit school districts from taking certain actions relating to outstanding debts on a school lunch or breakfast account,0
LB0856,2023_2024,RS,Change eligibility requirements for the federal child care subsidy program,0
LB0856A,2023_2024,RS,Appropriation Bill,0
LB0857,2023_2024,RS,"Create the Nebraska Prenatal Plus Program, provide for use of the Medicaid Managed Care Excess Profit Fund, and change provisions relating to coverage of glucose monitors under the Medical Assistance Act",0
LB0857A,2023_2024,RS,Appropriation Bill,0
LB0858,2023_2024,RS,State intent to appropriate funds to the State Department of Education to expand the office of finance and administrative services,0
LB0859,2023_2024,RS,Change conflict of interest provisions for certain political subdivision officers,0
LB0860,2023_2024,RS,Change a reporting requirement relating to the Early Childhood Education Grant Program,0
LB0861,2023_2024,RS,Change procedures to remove a name from a petition under the Election Act,0
LB0862,2023_2024,RS,Change provisions relating to the transportation of students and require school districts to submit a report regarding certain student transportation,0
LB0863,2023_2024,RS,Change an income tax adjustment for federal retirement annuities,0
LB0864,2023_2024,RS,State intent regarding appropriations to the Supreme Court for interpreter services,0
LB0865,2023_2024,RS,Require annual reports to the Nebraska Broadband Office,0
LB0866,2023_2024,RS,Change provisions relating to service on the Nebraska Power Review Board,0
LB0867,2023_2024,RS,"Provide for a voluntary hunting and fishing guide and outfitter database, a migratory waterfowl hunting season for veterans, active-duty military state park entry permits, change provisions relating to the Nebraska Power Review Board and the Petroleum Release Remedial Action Cash Fund, and prohibit restrictions on the provision of services related to natural gas and propane",0
LB0867A,2023_2024,RS,Appropriation Bill,0
LB0868,2023_2024,RS,Extend the sunset date for reimbursement for remedial action under the Petroleum Release Remedial Action Cash Fund,0
LB0869,2023_2024,RS,Change provisions relating to services of the county veterans service committees,0
LB0870,2023_2024,RS,"Provide for additional rights of notification, information, and preservation of evidence under the Sexual Assault Victims' Bill of Rights Act",0
LB0870A,2023_2024,RS,Appropriation Bill,0
LB0871,2023_2024,RS,Require a report by the Department of Health and Human Services regarding the Temporary Assistance for Needy Families program,0
LB0872,2023_2024,RS,Prohibit acceptance of central bank digital currency by state and local governments,0
LB0873,2023_2024,RS,Change provisions relating to real estate closing agents,0
LB0874,2023_2024,RS,Change requirements relating to child care licensing and child care facilities,0
LB0875,2023_2024,RS,Prohibit sales of alcohol or beer for consumption off the premises at less than cost under the Nebraska Liquor Control Act,0
LB0876,2023_2024,RS,Adopt the Newborn Safe Haven Act,0
LB0876A,2023_2024,RS,Appropriation Bill,0
LB0877,2023_2024,RS,Change provisions relating to agricultural or horticultural land receiving special valuation,0
LB0878,2023_2024,RS,Change provisions regarding certain bond and related elections,0
LB0879,2023_2024,RS,Repeal the Let Them Grow Act and the Preborn Child Protection Act,0
LB0880,2023_2024,RS,Change requirements relating to the Land Acquisition and Source Water Loan Fund,0
LB0881,2023_2024,RS,Redefine a term under the Middle Income Workforce Housing Investment Act,0
LB0882,2023_2024,RS,Change provisions relating to benefits under the federal Supplemental Nutrition Assistance Program,0
LB0883,2023_2024,RS,Eliminate a requirement to obtain a handgun purchase certificate and change provisions on criminal history record checks for firearms and explosives,0
LB0884,2023_2024,RS,Change provisions relating to medicaid estate recovery,0
LB0885,2023_2024,RS,Provide requirements for insurance coverage of lung cancer screening,0
LB0886,2023_2024,RS,Provide restrictions on the regulation of political signs by homeowners associations,0
LB0887,2023_2024,RS,Adopt the Nebraska Nonprofit Security Grant Program Act,0
LB0887A,2023_2024,RS,Appropriation Bill,0
LB0888,2023_2024,RS,Appropriate funds to the Department of Economic Development,0
LB0889,2023_2024,RS,Appropriate funds to the Department of Economic Development,0
LB0890,2023_2024,RS,Provide for certified copies of sealed juvenile records for certain attorneys,0
LB0891,2023_2024,RS,Redefine manufacturer under the Motor Vehicle Industry Regulation Act,0
LB0892,2023_2024,RS,Change provisions relating to controlled substances under the Uniform Controlled Substances Act,0
LB0893,2023_2024,RS,Change provisions of the ImagiNE Nebraska Act relating to the types of property receiving a property tax exemption,0
LB0894,2023_2024,RS,"Change provisions relating to election, appointment, qualifications, and training of county sheriffs",0
LB0895,2023_2024,RS,Change provisions relating to recruitment and retention for the Nebraska National Guard,0
LB0896,2023_2024,RS,Change provisions relating to telehealth consultations,0
LB0897,2023_2024,RS,Appropriate funds to the Department of Economic Development for a workforce housing grant program,0
LB0898,2023_2024,RS,Adopt the National Crime Prevention and Privacy Compact,0
LB0899,2023_2024,RS,Exempt Class III school districts from the prohibition on suspending a student in pre-kindergarten through second grade,0
LB0900,2023_2024,RS,Change provisions of the Nebraska Rules of the Road relating to the length of vehicles,0
LB0901,2023_2024,RS,Provide a sales and use tax exemption for purchases by certain nonprofit organizations,0
LB0902,2023_2024,RS,Prohibit assisted-living facilities from requiring a third-party guarantee of payment,0
LB0903,2023_2024,RS,Change provisions relating to membership of the Alzheimer’s Disease and Other Dementia Advisory Council and the State Alzheimer’s Plan,0
LB0904,2023_2024,RS,"Change provisions regarding child care reimbursement rates, create the Intergenerational Care Facility Incentive Grant Program, and provide for use of the Medicaid Managed Care Excess Profit Fund",0
LB0904A,2023_2024,RS,Appropriation Bill,0
LB0905,2023_2024,RS,"Require the Department of Health and Human Services to submit a medicaid waiver or state plan amendment for medical respite care, change the definition of respite care, and change provisions relating to the Medicaid Managed Care Excess Profit Fund",0
LB0905A,2023_2024,RS,Appropriation Bill,0
LB0906,2023_2024,RS,Change provisions relating to child labor laws,0
LB0907,2023_2024,RS,Require medicaid coverage for treatment of obesity,0
LB0908,2023_2024,RS,Eliminate provisions relating to a legislative policy on telephones and telefax machines,0
LB0909,2023_2024,RS,Change state agency notice requirements regarding occupational regulation,0
LB0910,2023_2024,RS,Authorize an emergency medical service to transport and emergency care providers to provide emergency medical care to injured law enforcement canines,0
LB0911,2023_2024,RS,Require the Department of Health and Human Services and the Office of Probation Administration to make reports under the Nebraska Indian Child Welfare Act,0
LB0912,2023_2024,RS,Provide for contracting for reasonable terms for coverage under the Uninsured and Underinsured Motorist Insurance Coverage Act,0
LB0913,2023_2024,RS,Require a state plan amendment for postpartum coverage under the Children’s Health Insurance Program,0
LB0914,2023_2024,RS,Adopt the Uniform Unlawful Restrictions in Land Records Act,0
LB0915,2023_2024,RS,Provide financing authority to the Board of Trustees of the Nebraska State Colleges related to student housing or student activity facilities,0
LB0916,2023_2024,RS,Adopt the Controlled Substance Offenses Forfeiture Act and change provisions relating to forfeiture,0
LB0917,2023_2024,RS,Require the establishment of a standard prior authorization process for health benefit plans and the approval and use of prior authorization forms,0
LB0918,2023_2024,RS,Allow individuals with Deferred Action for Childhood Arrivals status to receive law enforcement officer training and certification,0
LB0919,2023_2024,RS,Require the demolition of the Nebraska State Penitentiary,0
LB0920,2023_2024,RS,Require the Department of Health and Human Services to establish a Restaurant Meals Program,0
LB0921,2023_2024,RS,Provide for mentorship programs for individuals under supervision by probation and parole officers,0
LB0922,2023_2024,RS,Adopt the Parolee and Probationer Business Empowerment Act,0
LB0923,2023_2024,RS,Allow the use of tribal enrollment cards for proof of age and identity for certain firearm and alcohol laws,0
LB0924,2023_2024,RS,Provide a homestead exemption for residents of qualified census tracts,0
LB0925,2023_2024,RS,Adopt the Firearm Industry Nondiscrimination Act,0
LB0926,2023_2024,RS,Change provisions relating to the Museum Property Act,0
LB0927,2023_2024,RS,Require suicide awareness and prevention training for certain employees of child-placing agencies and employees of the Department of Health and Human Services,0
LB0928,2023_2024,RS,Provide for the appointment of a mental health director for the Department of Correctional Services,0
LB0929,2023_2024,RS,Provide for coordination of the 911 service system and the 988 suicide and crisis lifeline,0
LB0930,2023_2024,RS,Change provisions relating to appropriations to the Board of Regents of the University of Nebraska,0
LB0931,2023_2024,RS,Change appropriations of Federal Funds for behavioral health purposes,0
LB0932,2023_2024,RS,Adopt the Social Worker Licensure Compact and change provisions of the Mental Health Practice Act and the Uniform Credentialing Act,0
LB0933,2023_2024,RS,Change medicaid coverage requirements for continuous glucose monitors,0
LB0934,2023_2024,RS,Change provisions of the Consumer Protection Act and the Uniform Deceptive Trade Practices Act,0
LB0935,2023_2024,RS,Appropriate funds to the Department of Health and Human Services for medicaid dental services,0
LB0936,2023_2024,RS,"Eliminate provisions relating to county regulation of certain recreation, entertainment, and amusement activities",0
LB0937,2023_2024,RS,"Provide for tax credits, tax exemptions, and certain grant programs and change provisions relating to tax credits and fuel taxes",0
LB0937A,2023_2024,RS,Appropriation Bill,0
LB0938,2023_2024,RS,Change provisions of the County Purchasing Act,0
LB0939,2023_2024,RS,"Adopt the My Student, My Choice Act",0
LB0940,2023_2024,RS,Provide and change authority for agreements by county boards,0
LB0941,2023_2024,RS,State intent regarding appropriations for medicaid assisted-living facility rates,0
LB0942,2023_2024,RS,State intent regarding appropriations for medicaid nursing facility rates,0
LB0943,2023_2024,RS,Change appropriations to the Department of Health and Human Services for behavioral health aid,0
LB0944,2023_2024,RS,Provide for use of the Medicaid Managed Care Excess Profit Fund for behavioral health needs,0
LB0945,2023_2024,RS,"Require certain documents, information, and materials be provided to children before leaving foster care",0
LB0946,2023_2024,RS,Change requirements for payments to Child Care Subsidy program providers,0
LB0947,2023_2024,RS,Authorize virtual inspections for certain building permits and require certain inspection records be made available to the public under the Building Construction Act,0
LB0948,2023_2024,RS,Provide certain requirements for redevelopment contracts under the Community Development Law,0
LB0949,2023_2024,RS,Change provisions relating to inspection of real property by county assessors,0
LB0950,2023_2024,RS,Change provisions relating to the collection of occupation taxes,0
LB0951,2023_2024,RS,Adopt the Public Officials on Private Boards Open Meetings Act,0
LB0952,2023_2024,RS,Require the Department of Health and Human Services to implement the federal Summer Electronic Benefits Transfer Program,0
LB0953,2023_2024,RS,Provide tuition waivers for student teachers as prescribed,0
LB0954,2023_2024,RS,Adopt the Biometric Autonomy Liberty Law,0
LB0955,2023_2024,RS,Require business entities to provide certain notice to purchasers of gift certificates and gift cards,0
LB0956,2023_2024,RS,Provide requirements for light-mitigating technology on certain wind turbines,0
LB0957,2023_2024,RS,Provide for early childhood aid under the Tax Equity and Educational Opportunities Support Act,0
LB0958,2023_2024,RS,Provide for annual adjustments of provider rates under the Medical Assistance Act,0
LB0959,2023_2024,RS,Require transfer of cases to juvenile court if a county or district court fails to rule on a motion to transfer within thirty days,0
LB0960,2023_2024,RS,"Provide powers and duties for the State Athletic Commissioner relating to the regulation of certain professional and amateur martial arts, kickboxing, and boxing sparring matches and exhibitions",0
LB0961,2023_2024,RS,Prohibit noncompete agreements for lower-wage employees,0
LB0962,2023_2024,RS,Prohibit the use of certain projection maps in public schools and require each school board to adopt a policy relating to projection maps,0
LB0963,2023_2024,RS,Provide for powers and duties of county attorneys and deputy county attorneys to be performed by district attorneys and deputy district attorneys appointed by the Attorney General,0
LB0964,2023_2024,RS,Adopt the Special Education Teacher Forgivable Loan Program Act and provide for scholarships under the Nebraska Career Scholarship Act,0
