bill_id,term,session,summary,commem
LB0286,2023_2024,RS,Provide for confidentiality of a physician wellness program under the Uniform Credentialing Act,0
LB0287,2023_2024,RS,"Eliminate obsolete provisions relating to the 2020 federal decennial census and provide, change, and eliminate provisions relating to petitions, proof of publication, conflicts of interest, voter registration and voting as prescribed in the Election Act, and notice and virtual conferencing requirements under the Open Meetings Act, and eliminate powers and duties of the Attorney General and the Secretary of State",0
LB0288,2023_2024,RS,Require the Department of Motor Vehicles to establish and maintain an online  verification system for accessing certain private passenger motor vehicle insurance and financial responsibility information and authorize a disclosure under the Uniform Motor Vehicle Records Disclosure Act,0
LB0289,2023_2024,RS,Provide powers for agencies created under the Municipal Cooperative Financing Act,0
LB0290,2023_2024,RS,Change standard of need requirements for the aid to dependent children program,0
LB0291,2023_2024,RS,"Require implicit bias or diversity, equity, and inclusion training for certain applicants and credential holders under the Uniform Credentialing Act",0
LB0292,2023_2024,RS,Prohibit the use of eminent domain under the Jobs and Economic Development  Initiative Act,0
LB0293,2023_2024,RS,Provide formal protest procedures for certain state contracts for services,0
LB0294,2023_2024,RS,Adopt the Child Tax Credit Act,0
LB0295,2023_2024,RS,Increase the earned income tax credit,0
LB0296,2023_2024,RS,"Adopt the Pet Insurance Act, require use of National Provider Identifiers by health care providers, and change insurance reimbursement provisions for telehealth services",0
LB0297,2023_2024,RS,Adopt the Personal Privacy Protection Act,0
LB0298,2023_2024,RS,Adopt the Interstate Teacher Mobility Compact and require school districts and the State Department of Education to collect and report information regarding dyslexia and other learning disabilities and to establish dress code and grooming policies,0
LB0298A,2023_2024,RS,Appropriation Bill,0
LB0299,2023_2024,RS,Require approval by the voters of a school district or educational service unit for the issuance of certain bonds under the Interlocal Cooperation Act,0
LB0300,2023_2024,RS,Change provisions relating to sales and use tax exemptions for nonprofit organizations,0
LB0301,2023_2024,RS,Change a tax on ready-to-drink cocktails under the Nebraska Liquor Control Act,0
LB0302,2023_2024,RS,Change provisions relating to conflicts of interest by certain officeholders and public employees,0
LB0303,2023_2024,RS,Change provisions relating to an annual estimate for necessary funding under the Tax Equity and Educational Opportunities Support Act,0
LB0304,2023_2024,RS,Require political subdivisions to disclose membership dues and lobbying fees,0
LB0305,2023_2024,RS,Change provisions relating to grain warehouse storage rates and charges,0
LB0306,2023_2024,RS,Create the Nebraska Youth in Care Bill of Rights,0
LB0307,2023_2024,RS,Authorize syringe services programs in municipalities and counties and provide exceptions to penalties related to drug paraphernalia under the Uniform Controlled Substances Act,0
LB0308,2023_2024,RS,Adopt the Genetic Information Privacy Act,0
LB0309,2023_2024,RS,Change an interest rate relating to property tax refunds,0
LB0310,2023_2024,RS,Change the maximum payment level under the aid to dependent children program,0
LB0311,2023_2024,RS,Change dates related to the required market analysis and socioeconomic-impact studies under the Nebraska Racetrack Gaming Act,0
LB0312,2023_2024,RS,Change provisions relating to withholding money due to noncompliance with budget limits and annual audits for certain political subdivisions,0
LB0313,2023_2024,RS,Change provisions relating to special elections and filling vacancies in the United States Senate and House of Representatives,0
LB0314,2023_2024,RS,Require firearm dealers to provide information on suicide prevention and require training on suicide prevention under the Concealed Handgun Permit Act,0
LB0315,2023_2024,RS,"Prohibit providers of services relating to examination or treatment of injuries from sexual assault, domestic assault, and child abuse from taking certain debt enforcement actions against victims",0
LB0316,2023_2024,RS,Change and eliminate provisions relating to marriage,0
LB0317,2023_2024,RS,Change provisions relating to inspection of real property by county assessors,0
LB0318,2023_2024,RS,Adopt the Child Care Tax Credit Act and reauthorize tax credits under the School Readiness Tax Credit Act,0
LB0319,2023_2024,RS,"Create funds, transfer funds from the Cash Reserve Fund, and provide for child care funding",0
LB0320,2023_2024,RS,Change provisions of the Tax Equity and Educational Opportunities Support Act,0
LB0321,2023_2024,RS,Change provisions of the Nebraska Pure Food Act,0
LB0321A,2023_2024,RS,Appropriation Bill,0
LB0322,2023_2024,RS,Prohibit creation of new joint public agencies with power or authority relating to tax,0
LB0323,2023_2024,RS,Appropriate funds for a salary increase for legislative employees,0
LB0324,2023_2024,RS,Change provisions relating to reimbursements under the Special Education Act,0
LB0325,2023_2024,RS,Change immunity for intentional torts under the Political Subdivisions Tort Claims Act and the State Tort Claims Act,0
LB0326,2023_2024,RS,Provide for eligibility for certain children under the Medical Assistance Act,0
LB0327,2023_2024,RS,Change provisions relating to the minimum wage under the Wage and Hour Act,0
LB0328,2023_2024,RS,Create the Office of Liaison for Missing and Murdered Indigenous Persons,0
LB0328A,2023_2024,RS,Appropriation Bill,0
LB0329,2023_2024,RS,Prohibit the application of the state building code in a manner that would prohibit or limit the use of certain refrigerant,0
LB0330,2023_2024,RS,Change provisions relating to small estate affidavits under the Uniform Probate Code,0
LB0331,2023_2024,RS,Provide for adoption by two persons jointly and change provisions relating to adoptions,0
LB0332,2023_2024,RS,Prohibit creation of new joint public agencies with power or authority relating to education,0
LB0333,2023_2024,RS,Require a state plan amendment for coverage of family planning services under the Medical Assistance Act,0
LB0334,2023_2024,RS,Adopt the Reentry Housing Network Act and provide a duty for the Department of Correctional Services and the Board of Parole,0
LB0335,2023_2024,RS,Adopt the Health Care Staffing Agency Registration Act,0
LB0336,2023_2024,RS,"Terminate the Nebraska Hemp Commission, create the Nebraska Hemp Advisory Board, and eliminate a fee and penalty",0
LB0337,2023_2024,RS,Change provisions relating to disclosure of patient information under the Mental Health Practice Act,0
LB0338,2023_2024,RS,"Change provisions relating to pretrial release, sentencing, failure to appear, revocation and sanctions under probation and parole, and suspension of licenses under the License Suspension Act",0
LB0339,2023_2024,RS,"Provide for confidentiality of prosecutions and adjudications of minors, extend jurisdiction under the Nebraska Juvenile Code, provide requirements for custodial interrogations of juveniles and young adults, prohibit use of certain statements, prohibit sending juveniles out of state, provide for use and reimbursement of reporting centers, and establish a family resource and juvenile assessment center pilot program",0
LB0340,2023_2024,RS,Change provisions related to expelled students under the Student Discipline Act,0
LB0341,2023_2024,RS,Adopt the State and Political Subdivisions Child Sexual Abuse Liability Act and exempt actions from the State Tort Claims Act and Political Subdivisions Tort Claims Act,0
LB0342,2023_2024,RS,Change provisions relating to home inspectors,0
LB0343,2023_2024,RS,Prohibit public contracts with companies that boycott Israel,0
LB0344,2023_2024,RS,Exclude certain delinquent taxes from qualifying for tax credit under the Nebraska Property Tax Incentive Act,0
LB0345,2023_2024,RS,Define palliative care under the Health Care Facility Licensure Act,0
LB0346,2023_2024,RS,Redefine qualifying business under the Local Option Municipal Economic Development Act,0
LB0347,2023_2024,RS,Change provisions relating to catalytic converters,0
LB0348,2023_2024,RS,"Adopt the Community Work Release and Treatment Centers Act and change provisions relating to the Board of Parole, the Department of Correctional Services, and the Office of Probation Administration",0
LB0349,2023_2024,RS,Change award limitations and appropriations intent language under the Business Innovation Act,0
LB0350,2023_2024,RS,Adopt the Pioneer Economic Tax Credit Act,0
LB0351,2023_2024,RS,Increase and eliminate limits on medical malpractice liability and change provisions relating to proof of financial responsibility and the Excess Liability Fund,0
LB0352,2023_2024,RS,"Change criminal justice provisions including offenses, sentencing, set asides, restitution, pretrial diversion, and parole; provide for benefits under the Rural Health Systems and Professional Incentive Act; create criminal justice pilot programs; terminate an oversight committee; and create a task force",0
LB0353,2023_2024,RS,Provide for grants for projects that increase long-term care facility capacity,0
LB0354,2023_2024,RS,Change uninsured or underinsured motor vehicle insurance provisions,0
LB0355,2023_2024,RS,Change a requirement for transportation network company insurance,0
